"st_num","st_name","st_type","apn","units","netunits_c","aff_hsg","aff_target","app_no","form","ext_use","prop_use","action","action_date","bp_descript","staff","year","yr_qtr","pln_district_name","supdist","supervisor","height","zoning_sim","zoning_districtname","location"
"507","KIRKHAM","ST","APN 1855052","0","2","0",,"20000112908","2",,,"CFC ISSUED","2005-11-15T00:00:00.000","ERECT 4 STORY 2 FAMILY DWELLING UNIT",,"2005","2005_Q4","Inner Sunset","SUPERVISORIAL DISTRICT 7","7","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7600525972, -122.466309465)"
"1636","DIAMOND","ST","APN 7520006","-1","-1","0",,"200705080721","6","1 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2007-08-27T00:00:00.000","TO DEMOLISH 1 STORY SINGLE FAMILY DWELLING","LBADINER","2007","2007_Q3","Central","SUPERVISORIAL DISTRICT 8","8","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.7441912382, -122.435861572)"
"850","FRANCISCO","ST","APN 0045005","-1","-1","0",,"200101260709","6","1 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2007-05-18T00:00:00.000","DEMOLISH 3 STORIES OF SINGLE FAMILY.","GCABRERO","2007","2007_Q2","Northeast","SUPERVISORIAL DISTRICT 2","2","40-X","RH-1(D)","RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED","(37.8042519116, -122.419196559)"
"733","FRONT","ST","APN 0166002","69","69","0",,"200412282224","3","RETAIL SALES","APARTMENTS","CFC ISSUED","2007-12-03T00:00:00.000","CONVERSION OF EXISTIN GOFFICE BUILDING INTO A RESIDENTIAL BLDG. CONSISTING OF 69 DWELLING UNITS. EXTERIOR WORK INCLUDES REPLACEMENT OF WINDOWS IN EXISTING OPENINGS TO PROVIDE NATURAL VENTILATION AND IMPROVE DAY-LIGHTING. CHANGE OF OCCUPANCY.","MLI","2007","2007_Q4","Northeast","SUPERVISORIAL DISTRICT 3","3","84-E","C-2","COMMUNITY BUSINESS","(37.7980270847, -122.400091911)"
"3175","MISSION","ST","APN 5518031","0","7","0",,"200210259975","2",,,"CFC ISSUED","2005-09-29T00:00:00.000","ERECT A 4 STORIES 7 UNIT RESIDENTIAL WITH ONE OFFICE SPACE",,"2005","2005_Q3","Bernal Heights","SUPERVISORIAL DISTRICT 9","9","50-X","NC-3","NEIGHBORHOOD COMMERCIAL, MODERATE SCALE","(37.7461876239, -122.419174713)"
"22","GAVEN","ST","APN 5856024","1","1","0",,"200410187118","2",,"1 FAMILY DWELLING","CFC ISSUED","2006-05-05T00:00:00.000","ERECT 3 STORIES OF 1 DWELLING UNIT","MSNYDER","2006","2006_Q2","South Central","SUPERVISORIAL DISTRICT 9","9","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.734019787, -122.406962472)"
"1316","LYON","ST","APN 1081021","2","-2","0",,"200302218063","6","2 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2006-01-09T00:00:00.000","DEMOLISH A TWO STORY TWO UNIT RESIDENTIAL BLDG.","GCABRERO","2006","2006_Q1","Richmond","SUPERVISORIAL DISTRICT 2","2","40-X","RH-3","RESIDENTIAL- HOUSE, THREE FAMILY","(37.7830593597, -122.4442848)"
"70","VALENCIA","ST","APN 3546002","18","18","18","VLI","200312081845","2",,"APARTMENTS","TCO ISSUED","2006-08-15T00:00:00.000","ERECT 3 STORIES 18 DWELLING UNITS BLDG.",,"2006","2006_Q3","Mission","SUPERVISORIAL DISTRICT 8","8","45-X","RTO-M","RESIDENTIAL TRANSIT ORIENTED- MISSION","(37.7670987061, -122.423199583)"
"851","POST","ST","APN 0303017","0","1","0",,"200406186770","3",,,"CFC ISSUED","2005-04-14T00:00:00.000","CORRECT THE RELORD AND RESTORE LEGAL USE OF BLDG TO TWENTY THREE UNITS. CFC 399417 ISSUED 7/21/80.",,"2005","2005_Q2","Downtown","SUPERVISORIAL DISTRICT 6","6","80-T","RC-4","RESIDENTIAL- COMMERCIAL, HIGH DENSITY","(37.7870628149, -122.415806945)"
"618","NATOMA","ST","APN 3727045","5","1","0",,"200510044765","8","APARTMENTS","APARTMENTS","PRE-FINAL","2006-03-01T00:00:00.000","CORRECT RECORD TO SHOW LEGAL USEO OF BLDG IS 5 DWELLINGS,","DSIDER","2006","2006_Q1","Downtown","SUPERVISORIAL DISTRICT 6","6","40-X","RED","SOUTH OF MARKET RESIDENTIAL ENCLAVE","(37.7781299422, -122.410570778)"
"2900","ARELIOUS WALKER","DR","APN 4936017","2","2","2","MOD","200300000000","2",,"2 FAMILY DWELLING","CFC ISSUED","2006-03-09T00:00:00.000","CONSTRUCT 3-STORY 2 UNIT BLDG AKA 2900-2998 ARELIOUS WALKER, 900 GILMAN, & 950 GILMAN",,"2007","2007_Q1","South Bayshore","SUPERVISORIAL DISTRICT 10","10","40-X","NC-1","NEIGHBORHOOD COMMERCIAL, CLUSTER","(37.7179096426, -122.387037424)"
"1817","19TH","ST","APN 4071031","-1","-1","0",,"200602084130","6","1 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2007-07-13T00:00:00.000","TO DEMOLISH 2 STORY SINGLE FAMILLY DWELLING.","MSNYDER","2007","2007_Q3","South of Market","SUPERVISORIAL DISTRICT 10","10","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7608832915, -122.40067202)"
"531","OXFORD","ST","APN 6034020","0","1","0",,"200306167188","2",,,"CFC ISSUED","2005-12-08T00:00:00.000","ERECT A THREE STORY, ONE UNIT RESIDENTIAL DWELLING",,"2005","2005_Q4","South Central","SUPERVISORIAL DISTRICT 9","9","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.723341881, -122.417888578)"
"1234","HOWARD","ST","APN 3728014","18","18","2","MOD","200504140028","2",,"APARTMENTS","CFC ISSUED","2007-10-04T00:00:00.000","TO ERECT 5 STORIES, 18 DWELLING RESIDENTIAL UNITS.","WHASTIE","2007","2007_Q4","Downtown","SUPERVISORIAL DISTRICT 6","6","45-X","RED-MX","RESIDENTIAL ENCLAVE-MIXED","(37.7759951812, -122.41250668)"
"515","VALLEY","ST","APN 7536033","1","1","0",,"200506034122","2",,"1 FAMILY DWELLING","CFC ISSUED","2007-09-28T00:00:00.000","TO ERECT 3 STORIES SINGLE FAMILY DWELLING.","RCRAWFOR","2007","2007_Q3","Central","SUPERVISORIAL DISTRICT 8","8","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7439219524, -122.433696541)"
"426","28TH","AV","APN 1459024","0","1","0",,"200504190316","8",,,"CFC ISSUED","2005-08-31T00:00:00.000","RENEW EXPRED 200008289030 AND 200408242432 FOR HORIZONTAL AND VERTICAL ADDITION AND ADD NEW UNIT AT",,"2005","2005_Q3","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7813347759, -122.487717318)"
"2130","JEFFERSON","ST","APN 0909016","0","-1","0",,"200508291481","8",,,"CFC ISSUED","2005-09-22T00:00:00.000","RENEW APPL#200111213631,200405103493 FOR FINAL INSPECTION",,"2005","2005_Q3","Marina","SUPERVISORIAL DISTRICT 2","2","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.8043606289, -122.447792895)"
"6901","GEARY","BL","APN 1511001","15","15","2","LI","200009090078","2",,"APARTMENTS","CFC ISSUED","2006-04-14T00:00:00.000","TO ERECT 15 UNITS RESIDENTIAL 5 COMM'L","GCABRERO","2006","2006_Q2","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","NC-1","NEIGHBORHOOD COMMERCIAL, CLUSTER","(37.7793761168, -122.49361445)"
"1622","INNES","AV","APN 5260010","1","1","0",,"200508170494","2",,"OFFICE","CFC ISSUED","2007-01-10T00:00:00.000","TO ERECT A NEW 2 STORY MIXED USE BUILDING (OFFICE, SHOWROOM / STORE / CARETAKER'S UNIT)",,"2007","2007_Q1","South Bayshore","SUPERVISORIAL DISTRICT 10","10","65-J","M-1","LIGHT INDUSTRIAL","(37.7404516299, -122.390115347)"
"318","27TH","ST","APN 6579009","0","-1","0",,"200007074508","6",,,"FINAL INSPECT/APPRVD","2005-02-01T00:00:00.000","DEMOLISH A ONE STORY SINGLE FAMILY DWELLING",,"2005","2005_Q1","Central","SUPERVISORIAL DISTRICT 8","8","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7471043429, -122.427556644)"
"737","TEHAMA","ST","APN 3729065","3","3","0",,"200404282513","2",,"APARTMENTS","CFC ISSUED","2006-11-03T00:00:00.000","ERECT A NEW FOUR STORY THREE UNIT RESIDENTIAL BLDG","JPURVIS","2006","2006_Q4","South of Market","SUPERVISORIAL DISTRICT 6","6","45-X","RED-MX","RESIDENTIAL ENCLAVE-MIXED","(37.7751843365, -122.411565482)"
"2045","QUESADA","AV","APN 5335041","0","1","0",,"200307169629","2",,,"CFC ISSUED","2005-03-11T00:00:00.000","ERECT A  3 STORY SINGLE FAMILY DWELLING (SUBJECT TO APPROVAL OF LOT SPLIT)",,"2005","2005_Q1","South Bayshore","SUPERVISORIAL DISTRICT 10","10","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.7368228412, -122.39804984)"
"0","INNES","AV","APN 4591A076","0","-1","0",,"200506306530","6",,,"FINAL INSPECT/APPRVD","2005-12-16T00:00:00.000","TO DEMOLISH 2 STORIES, 5 UNITS APARTMENT.",,"2005","2005_Q4","South Bayshore","SUPERVISORIAL DISTRICT 10","10","HP-RA","HP-RA","SEE HUNTERS POINT REDEVELOPMENT PLAN","(37.7267842922, -122.370515698)"
"850","45TH","AV","APN 1687024","2","1","1","SEC","200308222792","3","1 FAMILY DWELLING","2 FAMILY DWELLING","CFC ISSUED","2006-03-31T00:00:00.000","HORIZONTAL & VERTICAL ADDITION TO (E) BUILDING AS PER PLAN","GCABRERO","2006","2006_Q1","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7725096749, -122.505354452)"
"332","VALLEY","ST","APN 6613012","2","-2","0",,"200404010271","6","2 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2006-10-24T00:00:00.000","DEMOLISH A TWO STORY, TWO UNIT DWELLING BUILDING.","MSMITH","2006","2006_Q4","Central","SUPERVISORIAL DISTRICT 8","8","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.744557233, -122.429788934)"
"55","SHERIDAN","ST","APN 3519025","1","1","0",,"200408060955","1",,"1 FAMILY DWELLING","CFC ISSUED","2007-10-04T00:00:00.000","ERECT A FOUR STORY SINGLE FAMILY DWELLING","BFU","2007","2007_Q4","South of Market","SUPERVISORIAL DISTRICT 6","6","40-X","RED","SOUTH OF MARKET RESIDENTIAL ENCLAVE","(37.772391612, -122.41116221)"
"145","EDINBURGH","ST","APN 5957035","1","-1","0",,"200505202966","6","1 FAMILY DWELLING",,"FINAL INSPECT/ APPRVD","2006-12-01T00:00:00.000","TO DEMOLISH A SINGLE FAMILY  1 STORY DWELLING UNIT","WANGTHOM","2006","2006_Q4","South Central","SUPERVISORIAL DISTRICT 11","11","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.7265875523, -122.427621942)"
"880","PRESIDIO","AV","APN 1073011A","3","3","0",,"200309235554","2",,"APARTMENTS","CFC ISSUED","2007-06-05T00:00:00.000","ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG","GCABRERO","2007","2007_Q2","Richmond","SUPERVISORIAL DISTRICT 5","5","40-X","RM-1","RESIDENTIAL- MIXED, LOW DENSITY","(37.7836657896, -122.445769258)"
"308","MISSOURI","ST","APN 4036002","0","2","0",,"200507268657","3",,,"CFC ISSUED","2005-09-15T00:00:00.000","FOR RECORD KEEPING PUPOSES TO ESTABLISH LEGAL USE AND OCCUPANCY AS A 2 FAMILY DWELLING",,"2005","2005_Q3","South of Market","SUPERVISORIAL DISTRICT 10","10","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7623652422, -122.396815961)"
"3237","17TH","ST","APN 3575065","3","1","1","SEC","200502044824","3","2 FAMILY DWELLING","APARTMENTS","CFC ISSUED","2007-11-06T00:00:00.000","RENOVATION OF (E) 1ST AND 2ND FLOORS. ADDITION OF 3RD AND 4TH FLOORS. MODIFY EXISTING CONSTRUCTION TO 1 HOUR ASSEMBLY.","IWILSON","2007","2007_Q4","Mission","SUPERVISORIAL DISTRICT 9","9","55-X","RTO-M","RESIDENTIAL TRANSIT ORIENTED- MISSION","(37.7632889418, -122.418100558)"
"274","CRESCENT","AV","APN 5806025","0","1","0",,"200502145473","3",,,"ok","2005-12-31T00:00:00.000","CONVERT (E) SINGLE FAMILY DWELLING INTO 2 UNIT BLDNG. - REF. TO PA#2005/01/25/3944",,"2005","2005_Q4","Bernal Heights","SUPERVISORIAL DISTRICT 9","9","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7348193537, -122.419117195)"
"1005","MARKET","ST","APN 3703001","42","42","0",,"200305124383","3","OFFICE","ARTIST LIVE/WORK","PRE-FINAL","2007-01-09T00:00:00.000","APPLY LIVEWORK CODE RULING.CHG OF USE ON 2ND,3RD,4TH FL FR OFFICES TO OFFICES/RESIDENTIAL. SPRKLRS UNDER SEPARATE PERMIT FOR ENTIRE BUILDING. REVIEW UNDER STATE HISTORIC BUILDING CODE.COMPLIANCE W/ COMPLAINT 200343435. BUILDING IS HISTORIC.","MLI","2007","2007_Q1","Downtown","SUPERVISORIAL DISTRICT 6","6","120-X","C-3-G","DOWNTOWN- GENERAL","(37.7818678428, -122.410178304)"
"570","42ND","AV","APN 1503064","0","4","0",,"200010102538","2",,,"CFC ISSUED","2005-04-04T00:00:00.000","ERECT 3-STORY TYPE-V 4-DWELLING STRUCTURE",,"2005","2005_Q2","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7778671814, -122.502514087)"
"1801","WEDEMEYER","ST","APN 1300001","1","1","0",,,"2",,"1 FAMILY DWELLING",,"2010-12-31T00:00:00.000","PRESIDIO LANDMARK 7 3 BR AVAIL OCT 2010","PRESIDIO","2010","2010_Q4","Presidio","SUPERVISORIAL DISTRICT 2","2","OS","P","PUBLIC","(37.7973613042, -122.466436854)"
"843","VERMONT","ST","APN 4093060","2","2","0",,"200309255693","2",,"2 FAMILY DWELLING","CFC ISSUED","2006-02-13T00:00:00.000","ERECT A 3 STORY 2 UNIT RESIDENTIAL BLDG","WHASTIE","2006","2006_Q1","South of Market","SUPERVISORIAL DISTRICT 10","10","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7589513411, -122.40364108)"
"2020","CLEMENT","ST","APN 1412047","0","3","0",,"200206138994","2",,,"CFC ISSUED","2005-01-24T00:00:00.000","NEW BUILDING - 3 DWELLING UNITS. 4 STORIES BUILDING.",,"2005","2005_Q1","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","NCD","OUTER CLEMENT STREET NEIGHBORHOOD COMMERCIAL","(37.7824413511, -122.481065886)"
"1","REDDY","ST","APN 5409030","1","-1","0",,"200604259798","8","2 FAMILY DWELLING","1 FAMILY DWELLING","CFC ISSUED","2006-08-01T00:00:00.000","COMPLY WITH CORRECTION ITEMS PER NOV COMPLAINT 20066781, MAINLY TO CONVERT ILLEGAL KITCHEN BACK TO LAUNDRY. USE AND REINSTATE OFF ST PARKING ON GR FL","GCHAVIS","2006","2006_Q3","South Bayshore","SUPERVISORIAL DISTRICT 10","10","40-X","RH-1","RESIDENTIAL- HOUSE, ONE FAMILY","(37.7308310721, -122.394952577)"
"1016","GRANT","AV","APN 0177012","26","26","0",,"9909743","3","RETAIL SALES","APARTMENTS","COMPLETE","2006-08-28T00:00:00.000","TO INSTALL 26 R-1 UNITS IN 2ND & 3RD FL, FORMERLY A RESTAURN","JBEATTY","2006","2006_Q3","Northeast","SUPERVISORIAL DISTRICT 3","3","50-N","CVR","CHINATOWN- VISITOR RETAIL","(37.7962056268, -122.406515171)"
"58","COLLINGWO","ST","APN 2648009","0","2","0",,"200312081771","3",,,"CFC ISSUED","2005-09-30T00:00:00.000","RAISE (E)  STRUCTURE. REMODEL (E) HOME & ADD 2 FLOORS BELOW WITH 2 CAR GARAGE & ONE UNIT ON FLOORS 1",,"2005","2005_Q3","Central","SUPERVISORIAL DISTRICT 8","8","40-X","RH-3","RESIDENTIAL- HOUSE, THREE FAMILY","(37.7614679172, -122.436498366)"
"1615","FULTON","ST","APN 1185036","2","-2","0",,"200502024568","3","APARTMENTS","2 FAMILY DWELLING","CFC ISSUED","2006-03-20T00:00:00.000","DWELLING MERGER FROM 4 TO 2 UNITS. PROVIDE COPY OF CFC TO HIS FOR RECORDS.","SVELLVE","2006","2006_Q1","Western Addition","SUPERVISORIAL DISTRICT 5","5","40-X","RH-3","RESIDENTIAL- HOUSE, THREE FAMILY","(37.7759415587, -122.443524196)"
"333","GREENWICH","ST","APN 0086010","5","-1","0",,"200701161723","8","APARTMENTS","APARTMENTS","CFC ISSUED","2007-01-24T00:00:00.000","WORK @ UNIT# 3 ONLY. RENEW PA# 2006/03/21/7209, PA# 2006/04/07/8507 & PA# 2006/05/26/2664 FOR FINAL INSPECTION ONLY.",,"2007","2007_Q1","Northeast","SUPERVISORIAL DISTRICT 3","3","40-X","RH-3","RESIDENTIAL- HOUSE, THREE FAMILY","(37.802682492, -122.405276018)"
"80","BROAD","ST","APN 7108025","2","1","1","SEC","200504250748","3","1 FAMILY DWELLING","2 FAMILY DWELLING","CFC ISSUED","2007-02-05T00:00:00.000","HORIZONTAL & VERTICAL ADDITION OF A RESIDENTIAL BLDG. CONVERSION OF A SINGLE FAMILY RESIDENCE TO A DUPLEX.","RCRAWFOR","2007","2007_Q1","Ingleside","SUPERVISORIAL DISTRICT 11","11","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7134766557, -122.455469281)"
"201","SANSOME","ST","APN 0260005","46","46","5","MOD","200407290138","3","OFFICE","APARTMENTS","TCO ISSUED","2006-07-11T00:00:00.000","CONVERT (E) OFFICE BUILDING INTO RESIDENTIAL BULDING PER SEC. 309, DOWNTOWN PERMIT REVIEW=20040551X*",,"2006","2006_Q3","Downtown","SUPERVISORIAL DISTRICT 3","3","150-S","C-3-O","DOWNTOWN- OFFICE","(37.79225686, -122.401242306)"
"1300","EDDY","ST","APN 0733002","1","1","0",,"200504200401","2",,"1 FAMILY DWELLING","PRE-FINAL","2007-12-28T00:00:00.000","BLDG #10 - TO ERECT 3 STORIES OF 1 FAMILY DWELLING.",,"2007","2007_Q4","Western Addition","SUPERVISORIAL DISTRICT 5","5","50-X","NC-S","NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER","(37.782062042, -122.429607512)"
"838","46TH","AV","APN 1688033","1","1","0",,"200509213515","2",,"1 FAMILY DWELLING","CFC ISSUED","2007-02-05T00:00:00.000","ERECT 2 STORIES, TYPE 5, 1 DWELLING UNIT BLDG.","SMENDRIN","2007","2007_Q1","Richmond","SUPERVISORIAL DISTRICT 1","1","40-X","RH-2","RESIDENTIAL- HOUSE, TWO FAMILY","(37.7726610376, -122.506441714)"
"17","BROSNAN","ST","APN 3533009","4","4","0",,"200209277628","1",,"APARTMENTS","CFC ISSUED","2006-02-02T00:00:00.000","TO ERECT 5 STORIES OF 4 DWELLING WITH PARKING","MSNYDER","2006","2006_Q1","Mission","SUPERVISORIAL DISTRICT 8","8","40-X","NCT-3","MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT","(37.7685208402, -122.422593406)"
