"cnn","street_name","from_street","to_street","pci_score","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"6698000","Harper St","Randall St","Laidley St","83","2013-12-05T01:10:36.000","Survey","Yes","Residential","6003608.19802","2097841.04449","37.74047626158399","-122.43009491524418","LINESTRING (-122.42984027495 37.740752943746, -122.430349553642 37.740199606524)",,,,,,
"10375000","PERSIA AVE","DUBLIN ST","MANSELL ST","75","1993-01-01T00:00:00.000","Survey","No",,"6004594.20032","2089787.94766","37.718420043544164","-122.42611254288354","LINESTRING (-122.426390270155 37.718560725279, -122.425834816628 37.718279388808)",,,,,,
"11677000","Scotia Ave","Augusta St \ Silver Ave","Quint St","82","2018-10-13T10:43:23.000","Survey","Yes","Residential","6011861.144","2095196.796","37.733679692471036","-122.40137349999696","LINESTRING (-122.402201724539 37.734481536993, -122.402114034791 37.734429667811, -122.400565511448 37.732861380775)",,,,,,
"1565000","27th St","Dolores St","Church St","81","2014-11-25T22:01:13.000","Survey","Yes","Residential","6004890.058","2100177.803","37.7469649971569","-122.42582902810851","LINESTRING (-122.42468979388 37.747033403328, -122.426968260239 37.746896579973)",,,,,,
"6701000","HARRIET ST","HARRISON ST","AHERN WAY","89","1992-01-01T00:00:00.000","Survey","No",,"6011337.28007","2110831.3951","37.77657959473492","-122.40428470517313","LINESTRING (-122.404610030153 37.776846234834, -122.403959382493 37.776312981288)",,,,,,
"10167000","PACIFIC AVE","LOCUST ST","SPRUCE ST","54","1997-07-18T00:00:00.000","Survey","No",,"5997243.63212","2116272.19318","37.790720969320574","-122.4534313732376","LINESTRING (-122.452619981456 37.790880367114, -122.454242761494 37.790561593504)",,,,,,
"6296000","GONZALEZ DR","DIAZ AVE","CASTELO AVE","70","1997-07-21T00:00:00.000","Survey","Yes","Residential","5990359.441","2089861.999","37.71780856124013","-122.47532107277962","LINESTRING (-122.47538866609 37.718201724938, -122.475253480184 37.717415397479)",,,,,,
"565000","14TH AVE","NORIEGA ST","ORTEGA ST","61","2004-07-29T16:33:20.000","Survey","No",,"5991867.16492","2103356.40194","37.754948045914276","-122.47109214823881","LINESTRING (-122.471167537741 37.755098948574, -122.471016759035 37.754797170813)",,,,,,
"11540000","Sanchez St","Day St","30th St","100","2022-04-25T11:27:55.000","Treatment","Yes","Residential","6004006.23187","2098520.39048","37.74236412521122","-122.42876708707554","LINESTRING (-122.428805595184 37.742764287575, -122.428728579337 37.74196399044)",,,,,,
"5353000","EVERSON ST","DIGBY ST","BEACON ST","100","2004-07-29T16:33:20.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"11531000","Sanchez St","25th St","Clipper St","100","2022-04-25T11:23:53.000","Treatment","Yes","Residential","6003859.53344","2101144.55317","37.749561163986876","-122.42946142357202","LINESTRING (-122.429500085646 37.74996450247, -122.429422761888 37.749157853084)",,,,,,
"11533000","Sanchez St","26th St","Cesar Chavez St","100","2022-04-25T11:19:03.000","Treatment","Yes","Residential","6003891.81255","2100561.96917","37.7479633515918","-122.42930826352688","LINESTRING (-122.429346499718 37.748362263935, -122.429270027758 37.74756446683)",,,,,,
"9278201","Monterey Blvd","Foerster St","Gennessee St","81","2017-06-22T12:01:59.000","Survey","Yes","Arterial","5997784.286","2094722.095","37.731580820582465","-122.45000689538585","LINESTRING (-122.448866265625 37.731542959449, -122.448971711327 37.731583590503, -122.451046389625 37.731578029977, -122.451146666684 37.731536847276)",,,,,,
"2830000","BAY VIEW ST","03RD ST","LATONA ST","100","1995-08-15T00:00:00.000","Survey","Yes","Residential","6014578.985","2094685.768","37.732427778338966","-122.39194132654211","LINESTRING (-122.391521350863 37.732431908124, -122.391814367616 37.73240945338, -122.392357919308 37.732487907356)",,,,,,
"4194000","CLEMENTINA ST","01ST ST","ECKER ST","100","1993-01-01T00:00:00.000","Survey","No",,"6013984.35067","2114721.52637","37.78740856643836","-122.39540024264899","LINESTRING (-122.395007841381 37.787717615642, -122.395792640653 37.78709954344)",,,,,,
"5341000","Evans Ave","Marin St","Cesar Chavez St","100","2022-07-06T19:11:12.000","Treatment","Yes","Arterial","6013248.54151","2100754.81288","37.74901813558941","-122.39696638322214","LINESTRING (-122.396647356227 37.748351675102, -122.397285415892 37.749684622769)",,,,,,
"10031000","Ortega St","42nd Ave","43rd Ave","67","2017-07-03T11:22:34.000","Survey","Yes","Residential","5983042.64824","2102201.65096","37.75126306709","-122.5015239046301","LINESTRING (-122.500987488152 37.751286394226, -122.502060320765 37.751239765146)",,,,,,
"6762000","HARRISON ST","NORWICH ST","END","65","2004-07-29T16:33:20.000","Survey","No",,"6009037.91623","2099381.75304","37.745012734975326","-122.4114298192994","LINESTRING (-122.411451595717 37.745238829745, -122.411408042993 37.744786667824)",,,,,,
"5353000","Everson St","Digby St","Beacon St","82","2016-10-05T12:51:50.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"5353000","EVERSON ST","DIGBY ST","BEACON ST","61","1995-08-10T00:00:00.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"2442000","Arkansas St","Madera St","23rd St","54","2015-09-28T18:13:38.000","Survey","Yes","Residential","6013060.351","2103069.18","37.75536242406987","-122.39777946535163","LINESTRING (-122.397830199188 37.755898269187, -122.397728732247 37.754826578882)",,,,,,
"1766000","35th Ave","Anza St","Balboa St","100","2022-06-16T14:42:07.000","Treatment","Yes","Residential","5985056.03627","2111439.26006","37.77674499502687","-122.49524264503837","LINESTRING (-122.495310438468 37.777676738778, -122.495174853276 37.775813278648)",,,,,,
"1565000","27th St","Dolores St","Church St","83","2016-10-02T12:42:31.000","Survey","Yes","Residential","6004890.058","2100177.803","37.7469649971569","-122.42582902810851","LINESTRING (-122.42468979388 37.747033403328, -122.426968260239 37.746896579973)",,,,,,
"5353000","Everson St","Digby St","Beacon St","69","2012-12-09T18:55:53.000","Treatment","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"11882000","Silliman St","Colby St","University St","100","2022-08-23T07:57:14.000","Treatment","Yes","Residential","6008040.13549","2093492.58324","37.72878634764898","-122.41446333875231","LINESTRING (-122.4139707249 37.728915116358, -122.414955950856 37.728657604554)",,,,,,
"11865000","Shrader St","Carmel St","Belgrave Ave","100","2022-04-25T11:26:50.000","Treatment","Yes","Residential","5997957.519","2105065.815","37.75999206228489","-122.45015328523641","LINESTRING (-122.450417548125 37.76076169168, -122.450272968412 37.760040684408, -122.449214958951 37.759610854268)",,,,,,
"5483000","Fern St","Polk St","Van Ness Ave","100","2022-08-08T08:34:33.000","Treatment","Yes","Residential","6006599.33229","2115133.03094","37.788124946230276","-122.42098015951565","LINESTRING (-122.420210435639 37.788222700125, -122.421749881333 37.788027214872)",,,,,,
"5906000","Fulton St","Willard St","Arguello Blvd","100","2022-06-16T09:58:08.000","Treatment","Yes","Arterial","5995994.04665","2110365.76873","37.77443179460597","-122.45732737132617","LINESTRING (-122.456283639802 37.774554711935, -122.458371099376 37.77430889561)",,,,,,
"9030000","MILLER PL","SACRAMENTO ST","END","63","2004-07-29T16:33:20.000","Survey","No",,"6010082.65537","2116923.07235","37.79323570335478","-122.40905476453827","LINESTRING (-122.409009613185 37.79301543628, -122.409099916159 37.793455997953)",,,,,,
"11406000","SAN CARLOS ST","20TH ST","21ST ST","69","1994-01-01T00:00:00.000","Survey","Yes","Residential","6006723.746","2104081.261","37.75778645200992","-122.41976521488421","LINESTRING (-122.419841316825 37.758584925419, -122.419689114579 37.756987978442)",,,,,,
"5865000","Fresno St","Kearny St","Romolo St","100","2022-05-18T09:52:57.000","Treatment","Yes","Residential","6011010.86094","2118871.82474","37.79863845947765","-122.40598044189493","LINESTRING (-122.405588280496 37.798688227598, -122.406372602775 37.798588717569)",,,,,,
"9260000","Montcalm St","Brewster St \ Mullen Ave","Macedonia St","100","2022-04-25T11:11:44.000","Treatment","Yes","Residential","6010356.221","2099873.2","37.74643601031174","-122.40690596626091","LINESTRING (-122.406495611367 37.746595232077, -122.406593689015 37.746570712128, -122.407308594913 37.746262333174)",,,,,,
"5353000","EVERSON ST","DIGBY ST","BEACON ST","16","1993-01-01T00:00:00.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"7460000","JEFFERSON ST","HYDE ST","END: 500-599 BLOCK","21","1994-01-01T00:00:00.000","Survey","No",,"6006657.34541","2122196.8001","37.807523547413105","-122.4212812511935","LINESTRING (-122.420743267337 37.807590106843, -122.421819234052 37.807457013046)",,,,,,
"11175001","ROUSSEAU ST","SAN JOSE AVE","GLEN CT","11","1993-01-01T00:00:00.000","Survey","No",,"6003484.11859","2095416.92539","37.73381315578982","-122.43035102292946","LINESTRING (-122.430368500408 37.7339325578, -122.430333545465 37.733693781419)",,,,,,
"9536000","Nevada St","Cortland Ave","Jarboe Ave","49","2020-11-20T15:10:37.000","Survey","Yes","Residential","6008993.605","2097200.247","37.73902032453016","-122.41142895092597","LINESTRING (-122.411370096755 37.73983106182, -122.4113630197 37.739746647196, -122.411502540373 37.738209619172)",,,,,,
"3690000","Cardenas Ave","Crespi Dr","Gonzalez Dr","100","2022-03-22T10:58:53.000","Treatment","Yes","Residential","5990191.14642","2090367.46862","37.71918668390185","-122.47593968145787","LINESTRING (-122.476367108871 37.71945279934, -122.475512257079 37.718920594559)",,,,,,
"11881000","Silliman St","Dartmouth St","Colby St","100","2022-08-23T07:57:53.000","Treatment","Yes","Residential","6008326.92237","2093580.49998","37.729043855160405","-122.41347810960072","LINESTRING (-122.41298549255 37.729172619555, -122.4139707249 37.728915116358)",,,,,,
"5904000","Fulton St","Stanyan St","Parsons St","100","2022-06-16T09:54:07.000","Treatment","Yes","Arterial","5996678.12934","2110456.86287","37.77472118212874","-122.45496759666138","LINESTRING (-122.454682648021 37.774755484817, -122.455252545029 37.774686906349)",,,,,,
"6903000","Hickory St","Laguna St","Buchanan St","100","2022-04-25T11:02:26.000","Treatment","Yes","Residential","6004817.739","2110376.122","37.77496307785677","-122.4268052677707","LINESTRING (-122.425979487806 37.77504943209, -122.426491997423 37.774984185879, -122.426566674078 37.774993453536, -122.427630998945 37.774857949006)",,,,,,
"13480000","Wawona St","24th Ave","25th Ave","76","2015-09-28T19:51:27.000","Survey","Yes","Residential","5988811.38725","2096955.44155","37.7371954783169","-122.48119107855608","LINESTRING (-122.480654887442 37.737219055016, -122.4817272693 37.737171926824)",,,,,,
"6900001","Hickory St","Gough St","Octavia St","100","2022-04-25T11:02:26.000","Treatment","Yes","Residential","6005811.917","2110514.653","37.77539960879072","-122.42337603917576","LINESTRING (-122.422693093301 37.775486533217, -122.422754013985 37.775509834134, -122.423103294059 37.775465378613, -122.423296294152 37.775409758868, -122.42407457106 37.775310696082)",,,,,,
"6527000","Greenwood Ave","Valdez Ave","Colon Ave","100","2022-03-22T11:00:08.000","Treatment","Yes","Residential","5996264.189","2093757.134","37.72884417189083","-122.45519243155681","LINESTRING (-122.454783674168 37.728809595789, -122.455242379317 37.728848396789, -122.455603072318 37.728840247969)",,,,,,
"3296001","BRYANT ST","I-80 E ON RAMP","08TH ST","52","1997-09-09T00:00:00.000","Survey","No",,"6010587.49601","2109424.86691","37.77267566854643","-122.40677928840189","LINESTRING (-122.406590286167 37.772825094306, -122.406968289872 37.772526270032)",,,,,,
"5353000","EVERSON ST","DIGBY ST","BEACON ST","53","1997-07-31T00:00:00.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"11535000","Sanchez St","27th St","Duncan St","100","2022-04-25T11:19:03.000","Treatment","Yes","Residential","6003924.17379","2099977.90203","37.74636147085648","-122.4291547203381","LINESTRING (-122.429193198597 37.746762928007, -122.429154542222 37.746359626534, -122.42911624223 37.745960041313)",,,,,,
"6526000","Greenwood Ave","Hazelwood Ave","Valdez Ave","100","2022-03-22T11:00:51.000","Treatment","Yes","Residential","5996495.542","2093730.468","37.72878422399148","-122.45439070813251","LINESTRING (-122.453995869107 37.72880321549, -122.454207035921 37.728787270824, -122.454561980837 37.728781382589, -122.454783674168 37.728809595789)",,,,,,
"9258000","Montcalm St","Wright St","York St","100","2022-04-25T11:11:44.000","Treatment","Yes","Residential","6010633.402","2100149.891","37.7472112490702","-122.40596699089826","LINESTRING (-122.405925556251 37.747459378209, -122.405993774075 37.747050858575, -122.406092537803 37.747009832369)",,,,,,
"5021000","Dwight St","Brussels St","Goettingen St","74","2020-11-20T14:56:41.000","Survey","Yes","Residential","6010858.753","2091475.224","37.72340505501714","-122.40457718858018","LINESTRING (-122.40406786231 37.723522727124, -122.404174103461 37.723510372017, -122.40498166596 37.723299372563, -122.405086849181 37.723289557217)",,,,,,
"7020000","HOMEWOOD CT","WILDWOOD WAY","END","68","2004-07-29T16:33:20.000","Survey","Yes","Residential","5994646.114","2093435.105","37.72786699025183","-122.46076286055741","LINESTRING (-122.46076365681 37.727610076005, -122.460762420904 37.728008845556, -122.460746868916 37.728123239869)",,,,,,
"6331000","GOUGH ST","GEARY BLVD","POST ST","100","1996-08-08T00:00:00.000","Survey","Yes","Arterial","6005485.954","2114296.607","37.78576552514968","-122.42477273099615","LINESTRING (-122.424687040464 37.785334622371, -122.424858422523 37.786196427833)",,,,,,
"11214000","Rutledge St","Brewster St","Franconia St","100","2022-04-25T11:22:59.000","Treatment","Yes","Residential","6010305.891","2099496.154","37.745397907379946","-122.4070534313385","LINESTRING (-122.406737371339 37.745333323378, -122.40679174476 37.745332592281, -122.407366997367 37.745476170301)",,,,,,
"5353000","Everson St","Digby St","Beacon St","56","2012-03-13T13:35:18.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"9876201","OCTAVIA ST","HAIGHT ST","ROSE ST","100","1964-07-01T00:00:00.000","Treatment","Yes","Residential","6005717.468","2109708.232","37.773180042343576","-122.4236454116928","LINESTRING (-122.423758378851 37.772957392797, -122.423622872906 37.773070164374, -122.423699502457 37.77344373679)",,,,,,
"12103000","Staples Ave","Circular Ave","Detroit St","44","2018-09-20T13:18:05.000","Survey","Yes","Residential","5999664.24601","2093778.6242","37.72909764953516","-122.44343978316383","LINESTRING (-122.442595296981 37.729101680644, -122.444284269212 37.729093640051)",,,,,,
"506000","11th Ave","Noriega St","Ortega St","81","2015-07-01T15:35:09.000","Treatment","Yes","Residential","5992836.411","2102878.893","37.75369295726595","-122.46770552470315","LINESTRING (-122.467802599475 37.754626365823, -122.467755167779 37.754432289762, -122.467642627405 37.75275620883)",,,,,,
"3688000","Cardenas Ave","Holloway Ave","Serrano Dr","100","2022-03-22T10:58:25.000","Treatment","Yes","Residential","5989883.44748","2090825.69786","37.72042702146613","-122.47703673397332","LINESTRING (-122.477020858727 37.720772801228, -122.477052609077 37.720081269383)",,,,,,
"10931000","RANKIN ST","KIRKWOOD AVE","MCKINNON AVE","60","1993-01-01T00:00:00.000","Survey","No",,"6013425.66977","2097726.28462","37.7407122952765","-122.3961416491444","LINESTRING (-122.395574351252 37.741346246636, -122.396708937337 37.740078368772)",,,,,,
"8336000","Lily St","Octavia St","Laguna St","100","2022-04-25T11:02:26.000","Treatment","Yes","Residential","6005334.87738","2110100.0463","37.77423425155834","-122.4249967266425","LINESTRING (-122.424199137543 37.774336216386, -122.425794313541 37.774132308896)",,,,,,
"5353000","Everson St","Digby St","Beacon St","85","2020-09-26T12:34:08.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"5903000","Fulton St","Shrader St","Stanyan St","100","2022-06-16T09:52:19.000","Treatment","Yes","Arterial","5997004.17382","2110501.74268","37.77486310891374","-122.45384299044777","LINESTRING (-122.453003330429 37.774970754615, -122.454682648021 37.774755484817)",,,,,,
"11539000","Sanchez St","29th St","Day St","100","2022-04-25T11:27:55.000","Treatment","Yes","Residential","6003989.96531","2098812.32917","37.743164801066186","-122.42884413993033","LINESTRING (-122.428882685047 37.743565342139, -122.428805595184 37.742764287575)",,,,,,
"11697000","Scott St","Ofarrell St","Geary Blvd","100","2022-05-03T10:28:21.000","Treatment","Yes","Residential","6001719.86106","2113436.42985","37.783190255252066","-122.43774069751558","LINESTRING (-122.437633453004 37.78266289972, -122.437847943562 37.78371763821)",,,,,,
"5353000","Everson St","Digby St","Beacon St","95","2017-09-22T12:15:07.000","Survey","Yes","Residential","6003327.086","2097093.194","37.73840692412888","-122.43101352951045","LINESTRING (-122.431241876612 37.738356946006, -122.430785182102 37.738456901809)",,,,,,
"1163000","22ND ST","IOWA ST","PENNSYLVANIA AVE","100","1992-01-01T00:00:00.000","Survey","No",,"6014566.33998","2103882.91285","37.75768049814693","-122.3926281813077","LINESTRING (-122.392133733798 37.757710236743, -122.393122628406 37.757650785095)",,,,,,
"3115000","Brewster St","Macedonia St","Rutledge St","100","2022-04-25T11:11:44.000","Treatment","Yes","Residential","6010419.198","2099560.988","37.74558226706989","-122.40666620133997","LINESTRING (-122.40662032528 37.745840642468, -122.406705453883 37.745361194076, -122.406737371339 37.745333323378)",,,,,,
"8827000","Mason St","Union St","Kent St","64","2019-08-25T09:34:44.000","Survey","Yes","Collector","6009138.82913","2119470.6865","37.80017790765428","-122.41250064397389","LINESTRING (-122.41247137807 37.800032399005, -122.412529909998 37.800323443809)",,,,,,
"6003000","Gardenside Dr","Vista Ln","Burnett Ave","100","2022-04-25T11:08:44.000","Treatment","Yes","Residential","5999475.308","2102897.068","37.754123955565575","-122.4447481138927","LINESTRING (-122.445456578305 37.752576449683, -122.445455416091 37.752699506568, -122.445255320323 37.753129302342, -122.445237473295 37.753210869137, -122.445232310927 37.753395303065, -122.445171441453 37.753550923041, -122.445046381823 37.753735353811, -122.444879187274 37.75393237294, -122.444760942606 37.754090921874, -122.444646275545 37.754386186275, -122.444622849122 37.754636335769, -122.444639326403 37.754788696751, -122.444743444852 37.755044670746, -122.444742416412 37.755208699327, -122.444611800281 37.755354548506, -122.444414626426 37.75547319188, -122.444218906597 37.755583860004)",,,,,,
"11749000","SELBY ST","PALOU AVE","QUESADA AVE","100","1995-08-15T00:00:00.000","Survey","No",,"6012144.84775","2097114.94005","37.738962323644245","-122.4005273396338","LINESTRING (-122.400246409531 37.739275902075, -122.400808267324 37.738648772148)",,,,,,
"2444000","Arleta Ave","Alpha St","Rutland St","100","2022-08-08T08:34:04.000","Treatment","Yes","Residential","6010435.038","2087907.263","37.71358447602476","-122.4057906951723","LINESTRING (-122.4048424311 37.713215733774, -122.406206329761 37.713746096249, -122.406766524205 37.71390066596)",,,,,,
