"docusignid","filing","filingtype","originalfilingdate","electedofficername","electedofficerposition","electedofficeremail","timestamp","purposetrip","startdate","enddate","itinerary","entityname","entitystreet","entitycity","entitystate","entityzip","entitycontactpersonname","entitycontactpersontelephone","entitycontactpersonemail","amountgifted","amountfamilymembers","amountreimbursed","reimbursementtype","reimbursementdate","fairmarketvalueprocess","accompanyingpersonssubtablequery","additionalaccompanyingperson","contributorssubtablequery","additionalcontributors"
"65415df6-510c-4ee7-a63a-420a1943d0f9","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/65415df6-510c-4ee7-a63a-420a1943d0f9.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-05-09T22:06:35.000Z","Attended and spoke at Bank On Financial Roundtable","2018-04-02T00:00:00.000","2018-04-04T00:00:00.000","San Francisco, CA to Atlanta, GA","Emory University","1300 Clifton Rd NE","Atlanta","GA","30322","Tanya Dickson","404.727.7840","tanya.dickson@emory.edu","1032.76",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=65415df6-510c-4ee7-a63a-420a1943d0f9",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=65415df6-510c-4ee7-a63a-420a1943d0f9",
"bc420dc8-e025-4b31-95b8-ca2240c0b214","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/bc420dc8-e025-4b31-95b8-ca2240c0b214.pdf","Amendment",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-05-18T21:49:51.000Z","Attended and spoke at 2018 Equity Summit","2018-04-11T00:00:00.000","2018-04-13T00:00:00.000","San Francisco to Chicago - 04/11/2018
Chicago to San Francisco - 04/13/2018","Policy Link","1200 18th Street NW, Suite 1200","Washington","DC","20036","Dalila Butler","510-663-2333","dalila@policylink.org","758.14",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=bc420dc8-e025-4b31-95b8-ca2240c0b214",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=bc420dc8-e025-4b31-95b8-ca2240c0b214",
"f35e8972-5732-4e00-99c5-8a79246468d1","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/f35e8972-5732-4e00-99c5-8a79246468d1.pdf","Amendment","2018-03-14T00:00:00.000","Jose Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-06-22T17:54:02.000Z","Attending and presenting at Equity Summit 2018.","2018-04-11T00:00:00.000","2018-04-13T00:00:00.000","SFO to Chicago - arriving 4/11/2018
Chicago to SFO - departing 4/13/2018","PolicyLink","1438 Webster Street, suite 303","Oakland","CA","94612","Dalila Butler","510-663-4346","dalila@policylink.org","758.14",,"604.84","Partial","2018-05-19T00:00:00.000",,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=f35e8972-5732-4e00-99c5-8a79246468d1",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=f35e8972-5732-4e00-99c5-8a79246468d1",
"4ed47db9-ef25-47d0-8e45-1a1337e378d7","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/4ed47db9-ef25-47d0-8e45-1a1337e378d7.pdf","Amendment","2018-05-09T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-06-22T17:54:33.000Z","Attended Aspen Institute","2018-05-13T00:00:00.000","2018-05-15T00:00:00.000","Arrival -- 05/13/2018 SFO to Baltimore

Departure -- 05/15/2018 Baltimore to SFO","Aspen Institue","2300 N St. NW, Suite 700","Washington","DC","20037","Kiese Hansen","202-736-3592","kiese.hansen@aspeninstitute.org","1204.40",,,"Full",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=4ed47db9-ef25-47d0-8e45-1a1337e378d7",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=4ed47db9-ef25-47d0-8e45-1a1337e378d7",
"9c70202e-062e-46d8-814a-54fd5f443beb","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/9c70202e-062e-46d8-814a-54fd5f443beb.pdf","Original",,"London Breed","Mayor","london.breed@sfgov.org","2018-07-19T23:30:48.000Z","National Association for the Advancement of Colored People Annual Convention","2018-07-18T00:00:00.000","2018-07-19T00:00:00.000","7/18/18 Arrival in San Antonio, TX
7/19/18 Depart San Antonio, TX","Third Baptist Foundation","1399 McAllister Street","San Francisco","CA","94115","Leona Bridges","415.346.4426 Ext. 210","none@notapplicable.com","1408.4","0",,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=9c70202e-062e-46d8-814a-54fd5f443beb",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=9c70202e-062e-46d8-814a-54fd5f443beb",
"8426184c-76b0-4346-88b9-c920110a52e0","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/8426184c-76b0-4346-88b9-c920110a52e0.pdf","Original",,"Jose Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-07-30T20:38:59.000Z","CFE Fund Inc board meeting","2018-05-22T00:00:00.000","2018-05-24T00:00:00.000","SFO to Newark NJ - arriving 5/22/18
Newark NJ to SFO - departing 5/24/18","CFE Fund","44 Wall Street, Suite 605","New York","NY","10005","Mark Huner","516-778-8676","mhunter@cfefund.org","927.21",,,"Partial",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=8426184c-76b0-4346-88b9-c920110a52e0",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=8426184c-76b0-4346-88b9-c920110a52e0",
"c3446231-23f2-49ff-94ba-9b7ac75b9f34","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/c3446231-23f2-49ff-94ba-9b7ac75b9f34.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:44:29.000Z","Invited to speak at Harvard Kennedy Mayoral Chiefs Convening","2018-09-28T00:00:00.000","2018-09-28T00:00:00.000","09/28/2018 Cambridge, MA","Harvard Kennedy School","79 John F Kennedy Street","Cambridge","MA","02138","Devin Romanul","617-495-7437","devin_romanul@hks.harvard.edu","500",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=c3446231-23f2-49ff-94ba-9b7ac75b9f34",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=c3446231-23f2-49ff-94ba-9b7ac75b9f34",
"268bd785-3b1a-4851-b78f-7533a079ad56","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/268bd785-3b1a-4851-b78f-7533a079ad56.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:45:17.000Z","Attend National Bank On Leadership Training","2018-10-09T00:00:00.000","2018-10-10T00:00:00.000","10/09/2018 Cleveland, OH to New York, NY
10/10/2018 New York, NY to Cleveland, OH","CFE Bank On Leadership","44 Wall Street, Suite 605","New York","NY","10005","Mark Hunter","516-778-8676","mhunter@cfefund.org","750.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=268bd785-3b1a-4851-b78f-7533a079ad56",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=268bd785-3b1a-4851-b78f-7533a079ad56",
"e179a117-6a25-4818-802f-1b073375af21","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/e179a117-6a25-4818-802f-1b073375af21.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:45:47.000Z","Invitation to attend the Harvard Innovations in American Government Awards","2018-09-26T00:00:00.000","2018-09-27T00:00:00.000","09/26/2018 - Newark, NJ to Boston, MA 
09/28/2018 - Boston, MA to San Francisco, CA","Harvard Innovations in American Government Award","79 John F Kennedy Street","Cambridge","MA","02138","Kaitlin Burroughs","617-495-4948","kaitlin_burroughs@hks.harvard.edu","500.00",,,"Partial",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=e179a117-6a25-4818-802f-1b073375af21",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=e179a117-6a25-4818-802f-1b073375af21",
"5c295ae0-b74f-42fa-ba8d-eb9a6c26de2e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/5c295ae0-b74f-42fa-ba8d-eb9a6c26de2e.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:46:52.000Z","Invitation to speak at Smart On Crime Innovations Conference","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","09/24/2018 flight from SFO to New York
09/26/2018 New York to SFO","Smart On Crime","524 W 59th St","New York","NY","10019","Lea Hunter","202-741-6255","lhunter@americanprogress.org","1300.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=5c295ae0-b74f-42fa-ba8d-eb9a6c26de2e",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=5c295ae0-b74f-42fa-ba8d-eb9a6c26de2e",
"a0177fcb-6247-4dfa-8fab-bae4f8e9f616","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/a0177fcb-6247-4dfa-8fab-bae4f8e9f616.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:47:13.000Z","Study session speaker in Cathedral City","2018-09-11T00:00:00.000","2018-09-12T00:00:00.000","9/11/18 - SFO to Cathedral City
9/12/18 - Cathedral City to SFO","Cathedral City","68-700 Avenida Lalo Guerrero","Cathedral City","CA","92234","Tom Pettis","760-770-0340","jmeza@cathedralcity.gov","500.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=a0177fcb-6247-4dfa-8fab-bae4f8e9f616",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=a0177fcb-6247-4dfa-8fab-bae4f8e9f616",
"8133f289-4535-4bfa-817b-8f760f28392f","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/8133f289-4535-4bfa-817b-8f760f28392f.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T19:47:36.000Z","Travel to attend Prosperity Now Summit as speaker regarding Children's Savings Account Program.","2018-09-04T00:00:00.000","2018-09-07T00:00:00.000","9/4/18 SFO to Washington DC
9/7/17 Travel back to SFO","Prosperity Now","1200 G Street NW, Suite 400","Washington","DC","20005","Holden Weisman","202-864-5609","hweisman@prosperitynow.org","500.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=8133f289-4535-4bfa-817b-8f760f28392f",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=8133f289-4535-4bfa-817b-8f760f28392f",
"10182f96-b18d-41eb-9560-c9ff81917d30","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/10182f96-b18d-41eb-9560-c9ff81917d30.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-26T21:27:24.000Z","Travel to attend FDIC Advisory Committee on Economic Inclusion.","2018-10-23T00:00:00.000","2018-10-25T00:00:00.000","10/23/18 - SFO to Washington/Dulles
10/25/18 - Washington/Dulles to SFO","FDIC Advisory Committee","3501 Fairfax Dr, E-3075d","Arlington","VA","22226","Shannon Greco","703-509-2935","shgreco@sdic.gov","1000.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=10182f96-b18d-41eb-9560-c9ff81917d30",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=10182f96-b18d-41eb-9560-c9ff81917d30",
"512edc38-15d5-4d1e-b5db-0bba4b8645bb","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/512edc38-15d5-4d1e-b5db-0bba4b8645bb.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-10-29T21:56:25.000Z","Attend and facilitate CFE Coalition Forum","2018-10-28T00:00:00.000","2018-10-31T00:00:00.000","10/28/18 - SFO to St Louis, MO
10/31/18 - St Louis - SFO","CFE Coalition Forum","44 Wall Street, Suite 605","New York","NY","10005","Amelia Erwitt","646-362-1644","aerwitt@cfefun.org","1000.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=512edc38-15d5-4d1e-b5db-0bba4b8645bb",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=512edc38-15d5-4d1e-b5db-0bba4b8645bb",
"fc1e7d14-7af7-4957-ae91-8c0b8dedaa4e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/fc1e7d14-7af7-4957-ae91-8c0b8dedaa4e.pdf","Original",,"George Gascon","District Attorney","george.gascon@sfgov.org","2019-02-26T20:08:07.000Z","Speaker at the Summit Mountain Series in Utah.","2019-03-01T00:00:00.000","2019-03-03T00:00:00.000","Eden, Utah","Summit","33 Irvin Place","New York","NY","10003","Cat Levin","646.809.4252","cat@summit.co","1182.56",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=fc1e7d14-7af7-4957-ae91-8c0b8dedaa4e",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=fc1e7d14-7af7-4957-ae91-8c0b8dedaa4e",
"6b01b997-b2c3-49bf-9f57-b5683bb3c01e","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/6b01b997-b2c3-49bf-9f57-b5683bb3c01e.pdf","Original",,"Ahsha Safai","Supervisor","ahsha.safai@sfgov.org","2018-10-31T20:02:12.000Z","The Northern California Carpenters Regional Council has tours of the Carpenters
International Training Center. It is to show the 1.3 mil sq. feet under roof
training facility on the 20 acre campus. All tours include a mixture of the
Union and non Union, developers, city officials as well as elected officials.","2018-11-15T00:00:00.000","2018-11-16T00:00:00.000","11/15/18 - 4:30PM arrive into Las Vegas. Dinner at 7:00PM
11/16/18
7:30AM - Depart from the hotel for the Training Center (ITC) for breakfast
8:30AM - Presentation by ITC's Department of Education & Carpenters Intl Fund
10:00AM- Tour of Facility
11:45AM - Lunch at ITC
12:30PM - Return to Airport back to Bay Area","Northen California Carpenters Regional Council","265 Hegenberger Road Suite 200","Oakland","California","94621-1480","Peter A. Garza Sr","510-750-3709","pgarza@nccrc.org","450.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=6b01b997-b2c3-49bf-9f57-b5683bb3c01e",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=6b01b997-b2c3-49bf-9f57-b5683bb3c01e",
"c3a13bdb-79d0-4dc5-8b09-b3dacd8d7744","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/c3a13bdb-79d0-4dc5-8b09-b3dacd8d7744.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-11-29T17:44:44.000Z","Study session speaker in Cathedral City","2018-09-11T00:00:00.000","2018-09-12T00:00:00.000","9/11/18 - SFO to LAX
9/12/18 - LAX to SFO","City of Cathedral City","68-700 Avenida Lalo Guerrero","Cathedral City","CA","92234","Tom Pettis","760-770-0340","jmeza@cathedralcity.gov","377.44",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=c3a13bdb-79d0-4dc5-8b09-b3dacd8d7744",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=c3a13bdb-79d0-4dc5-8b09-b3dacd8d7744",
"cd4eb23a-c462-4a19-b0fa-b1978a3fb1b2","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/cd4eb23a-c462-4a19-b0fa-b1978a3fb1b2.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-11-29T18:24:08.000Z","Guest speaker at Smart On Crime Innovations Conference","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","9/24/2018 - SFO to EWR
9/26/2018 - BOS to SFO","Smart On Crime","524 W 59th St","New York","NY","10019","Lea Hunter","202-741-6255","lhunter@americanprogress.org","500.00",,,,,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=cd4eb23a-c462-4a19-b0fa-b1978a3fb1b2",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=cd4eb23a-c462-4a19-b0fa-b1978a3fb1b2",
"d06cfef0-d050-4015-b921-3541494eba98","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/d06cfef0-d050-4015-b921-3541494eba98.pdf","Original",,"José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-12-20T22:02:04.000Z","Attend meeting of the Board of Directors for CFE Fund","2018-11-14T00:00:00.000","2018-11-15T00:00:00.000","11/14/18 - SFO to Newark, NJ (EWR)
11/15/18 - EWR to SFO","Cities for Financial Empowerment Fund, Inc","44 Wall St, Suite 605","New York","NY","10005","Amelia Erwitt","646-362-1644","aerwitt@cfefund.org","1281.97",,,"Full",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=d06cfef0-d050-4015-b921-3541494eba98",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=d06cfef0-d050-4015-b921-3541494eba98",
"78825f2a-4f20-4adc-a9de-c8eef809ff3d","https://sfethicsstorage.blob.core.usgovcloudapi.net/sfec3216d/78825f2a-4f20-4adc-a9de-c8eef809ff3d.pdf","Amendment","2018-10-26T00:00:00.000","José Cisneros","Treasurer","jose.cisneros@sfgov.org","2018-12-26T20:26:41.000Z","Attend national Bank On Leadership Training Conference","2018-10-09T00:00:00.000","2018-10-10T00:00:00.000","10/9/2018 Cleveland OH to New York NY
10/10/2018 New York NY to Cleveland OH","CFE Bank On Leadership","44 Wall Stree, suite 605","New York","NY","10005","Mark Hunter","516-778-8676","mhunter@cfefund.org","428.10",,"333.98","Partial",,,"https://data.sfgov.org/resource/vamu-dmis.json?docusignid=78825f2a-4f20-4adc-a9de-c8eef809ff3d",,"https://data.sfgov.org/resource/b6ur-hv7p.json?docusignid=78825f2a-4f20-4adc-a9de-c8eef809ff3d",
