"facility_name","facility_id","facility_type","street1","street2","city","state","postal_code","country","latitude","longitude","phone","contact","url","begin_date","end_date","begin_time","end_time","eligibility","documents","cost","currency_code","notes","file_start_date","file_end_date"
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-10-23T00:00:00.000","2013-10-23T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-10-25T00:00:00.000","2013-10-25T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-10-28T00:00:00.000","2013-10-28T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-10-30T00:00:00.000","2013-10-30T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-01T00:00:00.000","2013-11-01T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-04T00:00:00.000","2013-11-04T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-06T00:00:00.000","2013-11-06T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-08T00:00:00.000","2013-11-08T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-11T00:00:00.000","2013-11-11T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-13T00:00:00.000","2013-11-13T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-18T00:00:00.000","2013-11-18T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-20T00:00:00.000","2013-11-20T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-22T00:00:00.000","2013-11-22T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-25T00:00:00.000","2013-11-25T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-29T00:00:00.000","2013-11-29T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-02T00:00:00.000","2013-12-02T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-04T00:00:00.000","2013-12-04T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-06T00:00:00.000","2013-12-06T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-09T00:00:00.000","2013-12-09T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-11T00:00:00.000","2013-12-11T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Southeast Health Center","938","Health Center","2401 Keith Street",,"San Francisco","California","94124","United States","37.72572","-122.391891","(415) 671-7000","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-13T00:00:00.000","2013-12-13T00:00:00.000","08:00:00-0500","10:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Ocean Park Health Center","906","Health Center","1351 24th Avenue",,"San Francisco","California","94122","United States","37.762305","-122.482581","(415) 682-1950","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-06T00:00:00.000","2013-11-06T00:00:00.000","08:30:00-0500","11:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Ocean Park Health Center","906","Health Center","1351 24th Avenue",,"San Francisco","California","94122","United States","37.762305","-122.482581","(415) 682-1950","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-08T00:00:00.000","2013-11-08T00:00:00.000","08:30:00-0500","11:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Maxine Hall Health Center","900","Health Center","1301 Pierce Street",,"San Francisco","California","94115","United States","37.7823","-122.436084","(415) 292-1300","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","08:30:00-0500","11:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Maxine Hall Health Center","900","Health Center","1301 Pierce Street",,"San Francisco","California","94115","United States","37.7823","-122.436084","(415) 292-1300","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","13:30:00-0500","16:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Potrero Hill Health Center","936","Health Center","1050 Wisconsin Street",,"San Francisco","California","94107","United States","37.754","-122.398838","(415) 648-3022","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-11-15T00:00:00.000","2013-11-15T00:00:00.000","09:30:00-0500","12:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Potrero Hill Health Center","936","Health Center","1050 Wisconsin Street",,"San Francisco","California","94107","United States","37.754","-122.398838","(415) 648-3022","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-06T00:00:00.000","2013-12-06T00:00:00.000","09:30:00-0500","12:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
"Potrero Hill Health Center","936","Health Center","1050 Wisconsin Street",,"San Francisco","California","94107","United States","37.754","-122.398838","(415) 648-3022","Erin M. Bachus, MPH","www.sfcdcp.org/flu","2013-12-13T00:00:00.000","2013-12-13T00:00:00.000","09:30:00-0500","12:00:00-0500","Adults 18 and Over",,"10","USD","No Medicare or Insurance accepted.",,
