"cnn","corridor","limits","cnnrightleft","blockside","fullname","weekday","fromhour","tohour","week1","week2","week3","week4","week5","holidays","blocksweepid","line"
"8764201","Market St","Church St  -  15th St","R","NorthWest","Tuesday","Tues","2","6","1","1","1","1","1","1","1625895","LINESTRING (-122.428948566763 37.767504459571, -122.429181964081 37.767413367661, -122.43074894679 37.766176726989, -122.430824395339 37.766013730949)"
"4424000","Cortland Ave","Bennington St  -  Wool St","R","South","Thu 1st, 3rd, 5th","Thu","7","8","1","0","1","0","1","0","1637465","LINESTRING (-122.417779081597 37.739183665931, -122.417138818749 37.739121437812)"
"975000","19th St","Valencia St  -  Lapidge St","R","North","Monday","Mon","12","14","1","1","1","1","1","0","1622963","LINESTRING (-122.421425212996 37.760101293834, -122.422258247683 37.76005095881)"
"6432201","Great Hwy","Balboa St  -  Cabrillo St","R","West","Sunday","Sun","2","5","1","1","1","1","1","0","1636055","LINESTRING (-122.511294925013 37.775075961311, -122.511344056127 37.774989124611, -122.511262582297 37.774192778363, -122.511314202097 37.773574484289, -122.511337498765 37.773018952407, -122.511282101517 37.77295994379)"
"1859000","38th Ave","Santiago St  -  Taraval St","R","West","Mon 2nd & 4th","Mon","12","14","0","1","0","1","0","0","1641690","LINESTRING (-122.496179672448 37.744021092232, -122.496049239547 37.742152443594)"
"7831201","King St","The Embarcadero  -  02nd St","L","SouthEast","Friday","Fri","0","2","1","1","1","1","1","1","1635655","LINESTRING (-122.388306067817 37.781798235203, -122.388426876055 37.781655166643, -122.388446498637 37.781424664893, -122.388469921104 37.781232279609, -122.388538918422 37.781028641161, -122.388655616844 37.780809666344, -122.388857644467 37.780573402706, -122.389116440021 37.780356999993, -122.389570586942 37.77999439977, -122.389590696096 37.77986128594)"
"420000","08th St","Hooper St  -  Wisconsin St","L","NorthEast","Tuesday","Tues","0","6","1","1","1","1","1","0","1633663","LINESTRING (-122.400428587287 37.767300303731, -122.399677637052 37.766695444463)"
"3621000","Cambridge St","Silver Ave  -  Pioche St","R","West","Thursday","Thu","12","15","1","1","1","1","1","0","1629481","LINESTRING (-122.419486476536 37.729046444469, -122.41938844127 37.728809089964)"
"13096000","Vallejo St","Emery Ln  -  Turk Murphy Ln","L","South","Wednesday","Wed","2","6","1","1","1","1","1","0","1601779","LINESTRING (-122.409638638084 37.798471234532, -122.409878754142 37.798442295227)"
"14203000","Halibut Ct","lock Of  1430  -  1434","R",,"Friday","Fri","12","14","1","1","1","1","1","0","1646258","LINESTRING (-122.375593112581 37.82452429883, -122.37460854845 37.824931643924, -122.374377577827 37.824935314043)"
"5058000","Eddy St","Cyril Magnin St  -  Mason St","L","South","Sunday","Sun","2","6","1","1","1","1","1","0","1604692","LINESTRING (-122.40849315801 37.784452729643, -122.409309180162 37.784349269064)"
"4973000","Drumm St","Washington St  -  Jackson St","R","East","Tuesday","Tues","2","6","1","1","1","1","1","0","1604664","LINESTRING (-122.39695783941 37.796346859993, -122.397137097913 37.797243627232)"
"11389000","San Bruno Ave","Harkness Ave  -  Keith St","R","West","Wednesday","Wed","7","8","1","1","1","1","1","0","1631983","LINESTRING (-122.40013147548 37.717906310065, -122.400042470732 37.717537728119)"
"6406000","Grant Ave","Nobles Aly  -  Filbert St","L","West","Wed 1st & 3rd","Wed","7","8","1","0","1","0","0","0","1606635","LINESTRING (-122.407645492274 37.800943065406, -122.407769589804 37.801570825715)"
"10551000","Polk St","Redwood St  -  Golden Gate Ave","R","East","Thursday","Thu","6","8","1","1","1","1","1","0","1619930","LINESTRING (-122.418708904118 37.780773161722, -122.41880845049 37.781235767171)"
"4195000","Clementina St","Ecker St  -  Oscar Aly","L","SouthEast","Tuesday","Tues","0","2","1","1","1","1","1","0","1629800","LINESTRING (-122.395792640653 37.78709954344, -122.396443557474 37.786586899038)"
"9056000","Minnesota St","20th St  -  22nd St","L","East","Wednesday","Wed","0","6","1","1","1","1","1","0","1599729","LINESTRING (-122.390454251378 37.76042434611, -122.39021008546 37.757825861145)"
"1140000","22nd Ave","Irving St  -  Judah St","R","West","Tue 1st, 3rd, 5th","Tues","8","10","1","0","1","0","1","0","1645346","LINESTRING (-122.480336926577 37.763420291712, -122.480206543313 37.761558830646)"
"9782000","Oakdale Ave","Baldwin Ct  -  Ingalls St","L","SouthWest","Friday","Fri","9","11","1","1","1","1","1","0","1626794","LINESTRING (-122.381399120607 37.729488846942, -122.382746182016 37.730281564909, -122.382887871601 37.730341971342)"
"13359000","Waller St","Octavia St  -  Laguna St","R","North","Thursday","Thu","8","10","1","1","1","1","1","0","1601787","LINESTRING (-122.423726328953 37.77199848087, -122.425322484089 37.771795346983)"
"7159000","Ignacio Ave","Ignacio Ave  -  Gilroy St","R","East","Wednesday","Wed","8","10","1","1","1","1","1","0","385694","LINESTRING (-122.388415401817 37.715059469275, -122.388944175563 37.715890222903, -122.388983180486 37.715963835575, -122.38897780259 37.716086986165)"
"7357000","Jack London Aly","South Park  -  Varney Pl","L","NorthEast","Thursday","Thu","0","2","1","1","1","1","1","0","1615949","LINESTRING (-122.393812121895 37.781467243764, -122.393518963477 37.781233240184)"
"4514000","Crestlake Dr","Sloat Blvd  -  Gabilan Way","L","SouthWest","Fri 2nd & 4th","Fri","9","11","0","1","0","1","0","0","1604521","LINESTRING (-122.47945964783 37.734532536432, -122.479620275484 37.734691660572, -122.481526833361 37.735202951141)"
"5680000","Folsom St","Dore St  -  10th St","R","NorthWest","Monday","Mon","4","6","1","1","1","1","1","0","1631674","LINESTRING (-122.412225005817 37.773284780482, -122.412824226492 37.772812160116)"
"1191000","22nd St","Mission St  -  Bartlett St","L","South","Friday","Fri","6","8","1","1","1","1","1","0","1627862","LINESTRING (-122.418747573844 37.75543693624, -122.419857942892 37.755365729245)"
"4331000","Congdon St","Maynard St  -  Silver Ave","L","East","Wednesday","Wed","11","13","1","1","1","1","1","0","1637394","LINESTRING (-122.42602470434 37.72939698234, -122.42596370352 37.72864102171)"
"8298000","Leland Ave","Delta St  -  Schwerin St","R","North","Monday","Mon","8","11","1","1","1","1","1","0","1624447","LINESTRING (-122.409488902705 37.713125571035, -122.410150393213 37.713304255741)"
"10650000","Post St","Pierce St  -  Scott St","R","North","Thu 2nd & 4th","Thu","6","8","0","1","0","1","0","0","1638169","LINESTRING (-122.43636835882 37.784736066744, -122.438019672055 37.784530918539)"
"3149000","Broadway","Montgomery St  -  Rowland St","L","South","Monday","Mon","4","6","1","1","1","1","1","0","1635148","LINESTRING (-122.403863017888 37.798222971678, -122.404679934447 37.798118445752)"
"7757000","Kearny St","Commercial St  -  Clay St","R","East","Saturday","Sat","2","6","1","1","1","1","1","0","1624004","LINESTRING (-122.4047105823 37.794021380221, -122.404796472442 37.794453004766)"
"915101","19th Ave","Noriega St  -  Ortega St","L","East","Wed 1st, 3rd, 5th","Wed","6","8","1","0","1","0","1","0","1645866","LINESTRING (-122.476423522207 37.754242188203, -122.476351793509 37.754134429682, -122.476236345983 37.752489506251, -122.476292240139 37.75237859906)"
"12196000","Stockton St","Geary St  -  Maiden Ln","L","West","Friday","Fri","2","6","1","1","1","1","1","0","1639382","LINESTRING (-122.406589883972 37.78756802487, -122.406683171783 37.788033306468)"
"4954000","Douglass St","Elizabeth St  -  24th St","L","East","Mon 2nd & 4th","Mon","9","11","0","1","0","1","0","0","1610017","LINESTRING (-122.4385509977 37.751828207282, -122.438473797425 37.751023721398)"
"7165000","Illinois St","16th St  -  Mariposa St","R","West","Monday","Mon","0","6","1","1","1","1","1","0","1623495","LINESTRING (-122.388164137148 37.766957910141, -122.387916811148 37.76437937112)"
"9169000","Mission St","Ruth St  -  Leo St","L","SouthEast","Monday","Mon","5","7","1","1","1","1","1","0","1599901","LINESTRING (-122.436040073001 37.723044469769, -122.436468165125 37.722465217898)"
"7602000","Jones St","Beach St  -  Jefferson St","R","East","Thursday","Thu","2","6","1","1","1","1","1","0","1616072","LINESTRING (-122.417260631616 37.80707251417, -122.41744593863 37.808013324233)"
"9287101","Monterey Blvd","San Jacinto Way  -  San Aleso Ave","L","SouthWest","Tue 2nd & 4th","Tues","13","15","0","1","0","1","0","0","1626660","LINESTRING (-122.464107713517 37.732052984988, -122.464191126412 37.732071661896, -122.464396170658 37.732223240936, -122.464419814457 37.732283705706)"
"7425201","Jamestown Ave","Giants Dr  -  Ignacio Ave","R","NorthEast","Sunday","Sun","7","8","1","1","1","1","1","0","1597368","LINESTRING (-122.386774393474 37.711776153802, -122.386984413402 37.711767277561, -122.387101768888 37.711806957987, -122.387251895519 37.711915379694, -122.387509818382 37.712145215567, -122.387599427973 37.712237675354, -122.387683886057 37.712356384191, -122.387755050075 37.712486081718, -122.387798881845 37.712608520604, -122.387824916433 37.712717391775, -122.387953558684 37.713354125728, -122.388018846568 37.713557801755, -122.388116281752 37.713805601687, -122.388222589357 37.714020934019, -122.388334087405 37.714211555477, -122.388451009882 37.714386696536, -122.388625427682 37.714623056434, -122.388759199674 37.714663719907)"
"5571201","Fillmore St","Beach St  -  Jefferson St","L","West","Wed 1st & 3rd","Wed","8","10","1","0","1","0","0","0","1610370","LINESTRING (-122.437045566327 37.804359123264, -122.436980403354 37.80448926447, -122.43716397617 37.805390054015, -122.437271706435 37.805470266314)"
"3438000","Bush St","Mason St  -  Taylor St","R","North","Monday","Mon","7","9","1","1","1","1","1","0","1629326","LINESTRING (-122.410433245677 37.789951424159, -122.41207586753 37.789739907017)"
"2810000","Bay Shore Blvd","Phelps St  -  Fitzgerald Ave","R","West","Monday","Mon","7","8","1","1","1","1","1","0","1635950","LINESTRING (-122.402105120585 37.727789703729, -122.401875118287 37.726964759406)"
"9688000","North Point St","Stockton St  -  Powell St","R","North","Friday","Fri","2","6","1","1","1","1","1","0","1637718","LINESTRING (-122.410497553577 37.806962911125, -122.412141424065 37.806758083259)"
"5539000","Fillmore St","Grove St  -  Fulton St","L","West","Friday","Fri","8","10","1","1","1","1","1","0","1620613","LINESTRING (-122.43138442355 37.776759677727, -122.431574642405 37.777699925082)"
"224101","03rd St","Bancroft Ave  -  Carroll Ave","L","East","Tuesday","Tues","2","6","1","1","1","1","1","0","1636435","LINESTRING (-122.393902507043 37.726237395014, -122.393893998018 37.726089683513, -122.394134227246 37.725553023952, -122.394243492859 37.725475649951)"
"8300000","Leland Ave","Rey St  -  Elliot St","L","South","Friday","Fri","8","11","1","1","1","1","1","0","1598043","LINESTRING (-122.411084353384 37.713556533245, -122.411604472915 37.713697021822)"
"11960101","Sloat Blvd","39th Ave  -  41st Ave","L","South","Monday","Mon","5","7","1","1","1","1","1","1","1621587","LINESTRING (-122.496635997254 37.733770843107, -122.496770432638 37.733699938215, -122.497251243498 37.733729647813, -122.497707486594 37.733793125062, -122.498050147765 37.733858526817, -122.498483756471 37.733969859843, -122.498948533095 37.734128137408, -122.499154340355 37.734219595274, -122.499196335499 37.734311616301)"
"9765000","Oak St","Central Ave  -  Masonic Ave","R","North","Monday","Mon","8","10","1","1","1","1","1","0","1628580","LINESTRING (-122.444024306745 37.772295289678, -122.445716665627 37.772080394208)"
"7564000","Jones St","Golden Gate Ave  -  Turk St","R","East","Tuesday","Tues","6","8","1","1","1","1","1","0","1597729","LINESTRING (-122.412220735371 37.782073067927, -122.412411746542 37.783004078716)"
"8766201","Market St","Sanchez St  -  16th St","L","SouthEast","Sunday","Sun","8","9","1","1","1","1","1","0","1625970","LINESTRING (-122.431025470892 37.765867986364, -122.431230731606 37.765788289326, -122.432922797531 37.764468324029, -122.433074470809 37.764195713209)"
"1537000","26th St","Sanchez St  -  Noe St","R","North","Tue 2nd & 4th","Tues","9","11","0","1","0","1","0","0","1634421","LINESTRING (-122.429346499718 37.748362263935, -122.431556650382 37.748229475382)"
"9520000","Navajo Ave","Cayuga Ave  -  Delano Ave","L","SouthWest","Friday","Fri","8","10","1","1","1","1","1","0","1600289","LINESTRING (-122.443085530132 37.719382879016, -122.444044472553 37.720155496641, -122.444383174688 37.720425420638, -122.444645324259 37.720579066565, -122.444811488556 37.720596075777)"
"6873000","Helena St","Elmira St  -  Charter Oak Ave","R","North","Wednesday","Wed","0","6","1","1","1","1","1","0","1623382","LINESTRING (-122.403787832039 37.736616794781, -122.404058274089 37.736464889978, -122.40459595611 37.736433131176, -122.404682224473 37.736392192871)"
"5987000","Galvez Ave","03rd St  -  Phelps St","L","SouthWest","Thursday","Thu","2","6","1","1","1","1","1","0","1635511","LINESTRING (-122.388475894209 37.741107632071, -122.389581032814 37.741729566011)"
"169000","03rd St","Clementina St  -  Folsom St","L","NorthEast","Saturday","Sat","2","6","1","1","1","1","1","0","1628626","LINESTRING (-122.399459824575 37.784213640123, -122.398930331179 37.783784933736)"
"12298000","Surrey St","Unnamed 025  -  Diamond St","L","SouthWest","Fri 2nd & 4th","Fri","9","11","0","1","0","1","0","0","1598315","LINESTRING (-122.433206064875 37.735298134822, -122.434219292802 37.736149429563, -122.43440127081 37.736198545158)"
"2522000","Ashton Ave","Grafton Ave  -  Holloway Ave","L","West","Thu 1st & 3rd","Thu","9","11","1","0","1","0","0","0","1634867","LINESTRING (-122.462254399403 37.720008573082, -122.462264896165 37.72169498573)"
"8762102","Market St","Dolores St  -  14th St","L","SouthEast","Tuesday","Tues","2","6","1","1","1","1","1","1","1640857","LINESTRING (-122.426858290165 37.769042389187, -122.42844818332 37.767787890859, -122.428657163625 37.767734888173)"
"5724000","Foote Ave","Mission St  -  Ellington Ave","L","SouthWest","Thursday","Thu","9","11","1","1","1","1","1","0","1605001","LINESTRING (-122.444743290829 37.712622217509, -122.445458295962 37.713195924391)"
"6070101","Geary Blvd","Park Presidio Blvd  -  14th Ave","L","South","Wed 2nd, 4th, 5th","Wed","7","8","0","1","0","1","1","0","1644092","LINESTRING (-122.472312256173 37.780655827805, -122.47246285751 37.780572668096, -122.472730962135 37.780560659501, -122.472843993683 37.780630787456)"
"9107000","Mission St","Grace St  -  10th St","L","SouthEast","Monday","Mon","2","6","1","1","1","1","1","1","1641213","LINESTRING (-122.415484750383 37.775607257424, -122.41590817905 37.775272060559)"
"6152101","Geneva Ave","Esquina Dr  -  Carrizal St","L","North","Wednesday","Wed","8","11","1","1","1","1","1","0","1633072","LINESTRING (-122.421617330314 37.708743054572, -122.4215119263 37.70876260469, -122.420999686877 37.708623385527, -122.420926508057 37.708548673307)"
"1081000","21st Ave","Judah St  -  Kirkham St","L","East","Tue 2nd & 4th","Tues","7","9","0","1","0","1","0","0","1641955","LINESTRING (-122.479136159921 37.761605915515, -122.479005370653 37.759737422772)"
"12394000","Taraval St","18th Ave  -  19th Ave","R","North","Thursday","Thu","2","6","1","1","1","1","1","0","1639155","LINESTRING (-122.474623829359 37.743096614561, -122.475644467962 37.743051812571)"
"11964201","Sloat Blvd","47th Ave  -  Lower Great Hwy","R","North","Thursday","Thu","5","7","1","1","1","1","1","0","1605667","LINESTRING (-122.505257352258 37.735475288106, -122.505376115589 37.735569694881, -122.506135124963 37.735571117801)"
"4884101","Dolores St","27th St  -  Duncan St","L","East","Mon 1st, 3rd, 5th","Mon","7","9","1","0","1","0","1","0","1620362","LINESTRING (-122.42468979388 37.747033403328, -122.424593788953 37.746928322502, -122.424539971469 37.746360297242, -122.424602793165 37.746241400134)"
"7043000","Howard St","06th St  -  Harriet St","R","NorthWest","Friday","Fri","4","6","1","1","1","1","1","0","1608129","LINESTRING (-122.407159488015 37.779738905439, -122.407691083017 37.779318460294)"
"6669000","Hanover St","Guttenberg St  -  Lowell St","L","South","Tuesday","Tues","9","11","1","1","1","1","1","0","1608829","LINESTRING (-122.442668687262 37.709320611112, -122.444839412577 37.708583768429)"
"8751101","Market St","07th St  -  Hyde St","R","NorthWest","Friday","Fri","2","6","1","1","1","1","1","0","1642689","LINESTRING (-122.4125122556 37.780478512272, -122.412533884515 37.780407171076, -122.414643041168 37.778737430015, -122.414741221821 37.778719429231)"
