"fiscal_year","po_dt","purchase_order","purchase_order_line","agreement_no","agreement_title","purchasing_department","purchasing_department_title","post_date_original","post_date_current","commodity_code","commodity_title","vendor_name","vendor_street","vendor_city","vendor_state","vendor_zip_code","vendor_contact","vendor_email","vendor_phone","encumbered_quantity","encumbered_amount"
"2003",,"POAT03000091","001",,,"DPWAT","DPW - ARCHITECTURE","2002-11-18","2006-05-08","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","4468.43"
"2003",,"POAT03000105","001",,,"DPWAT","DPW - ARCHITECTURE","2002-12-13","2007-05-29","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","1000.00"
"2003",,"POAT03000135","001",,,"DPWAT","DPW - ARCHITECTURE","2003-01-22","2003-01-22","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","1000.00"
"2003",,"POAT03000144","001",,,"DPWAT","DPW - ARCHITECTURE","2003-02-11","2007-02-08","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","1000.00"
"2003",,"POAT03000145","001",,,"DPWAT","DPW - ARCHITECTURE","2003-02-11","2003-02-11","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","2000.00"
"2003",,"POMY03000104","001",,,"MYRCJ","MAYOR - CRIMINAL JUSTICE","2003-03-25","2003-03-25","725040","SVC,CONSULTING;MANAGEMENT","NATIONAL COUNCIL ON CRIME & DELINQUENCY","1970 BROADWAY #500","OAKLAND","CA","946120000","BRITT CVANCARA, SR FINANCIAL ANALYST","BCVANCARA@NCCDGLOBAL.ORG","510-874-5503","0.00","75000.00"
"2003",,"POPT03001534","001",,,"DPT2","PUB TRANSPORT - N/M GRANTS & PROJECTS","2002-09-13","2002-09-13","721020","SVC,CONSTRCTN MNGMNT;ARCHITCTRL/ENGINRNG","CORNERSTONE CONCILIUM INC/PARSONS BRINCK","44 MONTGOMERY ST #3360","SAN FRANCISCO","CA","94104",,,"415-705-7800","0.00","1249101.00"
"2003",,"POPT03007216","001",,,"DPT2","PUB TRANSPORT - N/M GRANTS & PROJECTS","2003-05-29","2007-02-28","721020","SVC,CONSTRCTN MNGMNT;ARCHITCTRL/ENGINRNG","PBQ&D INC/PGH WONG ENGINEERING INC JV","303 2ND ST #700N","SAN FRANCISCO","CA","94107","RANDY ALTSHULER",,"415-243-4614","0.00","5944803.73"
"2003",,"POSS03000409","001",,,"DSS","DEPT OF HUMAN SERVICES","2002-10-22","2002-10-22","970004122400","COPIER,RENT;COST-PER-COPY,XEROX,W/MAINT&SUPPL,NO P","XEROX CORPORATION","P O BOX 909","WEBSTER","NY","14580",,,,"0.00","32984.00"
"2003",,"POSS03000576","001",,,"DSS","DEPT OF HUMAN SERVICES","2002-12-24","2002-12-24","970004122400","COPIER,RENT;COST-PER-COPY,XEROX,W/MAINT&SUPPL,NO P","XEROX CORPORATION","P O BOX 909","WEBSTER","NY","14580",,,,"0.00","8000.00"
"2003",,"POTI03001702","001",,,"TIS02","DEPARTMENT OF TECHNOLOGY","2003-07-11","2003-07-11","745030","SVC,TELECOMM;INFORMATION NETWORK ACCESS,PROPRIETAR","PHASE 3 COMMUNICATIONS INC","224 N 27TH ST UNIT B","SAN JOSE","CA","95116",,,,"0.00","36000.00"
"2003",,"POTX03000161","001",,,"TAX","TAX COLLECTOR","2003-05-12","2003-05-12","969560","FORMS MNGMNT; CONTROL,DESIGN,PRODUCE,WAREHOUSE&DIS","STANDARD REGISTER COMPANY","1000 BROADWAY #480","OAKLAND","CA","94607","BILL KAGAWA",,"510-768-0700","0.00","7228.40"
"2003",,"POUC03000065","001",,,"PUC","PUBLIC UTILITIES COMMISSION (PUC)","2002-07-19","2002-07-19","742050","SVC;REAL ESTATE & RELATED","WENDEL ROSEN BLACK & DEAN LLP","1111 BROADWAY, 24TH FLOOR","OAKLAND","CA","94607",,,"510-834-6600","0.00","200000.00"
"2003",,"POUH03004253","001",,,"HHP","HETCH HETCHY WATER/POWER","2003-06-23","2003-06-23","732020","SVC,CONSULTING;ENERGY CONSERVATION","BROWN VENCE & ASSOCIATES INC","115 SANSOME ST #800","SAN FRANCISCO","CA","94104",,,"415-434-0900","0.00","24372.00"
"2003",,"POUW03000643","001",,,"WTR","SF WATER DEPT","2002-08-17","2002-08-17","748020","SVC,CONSULTING;ENVIRONMENTAL IMPACT REPORT","WILDLAND RESOURCE MANAGEMENT INC","134 JOURNEY'S END","ALAMO","CA","94507",,,"925-944-5282","0.00","40000.00"
"2003",,"POUW03005258","001",,,"WTR","SF WATER DEPT","2003-03-26","2003-03-26","748020","SVC,CONSULTING;ENVIRONMENTAL IMPACT REPORT","J S R VENTURE LLC","2600 V ST","SACRAMENTO","CA","95818",,,,"0.00","899788.00"
"2004",,"POAC04000590","001",,,"AIR","AIRPORT COMMISSION","2003-08-27","2003-08-27","970004122400","COPIER,RENT;COST-PER-COPY,XEROX,W/MAINT&SUPPL,NO P","XEROX CORPORATION","P O BOX 909","WEBSTER","NY","14580",,,,"0.00","15090.91"
"2004",,"POAC04000749","001",,,"AIR","AIRPORT COMMISSION","2003-10-02","2003-10-02","90804236","TRAFFIC CONTROL;MODULE, LED SIGNAL ...............","OMEGA PACIFIC ELECTRICAL SUPPLY INC","230 S GARRARD BLVD","RICHMOND","CA","948010000",,,"510-236-8520","0.00","7500.00"
"2004",,"POAC04000792","001",,,"AIR","AIRPORT COMMISSION","2003-11-04","2003-11-04","731050","SVC,EMPLOYMENT;PSYCHOLOGICAL TESTING","PREFERRED ALLIANCE INC","16960 S HARLAN RD","LATHROP","CA","95330",,,"877-272-5227","0.00","25000.00"
"2004",,"POAC04000908","001",,,"AIR","AIRPORT COMMISSION","2003-12-31","2003-12-31","732070","SVC,RECYCLING;NON-HAZARDOUS MATERIALS","BRISBANE RECYCLING CO","150 EXECUTIVE PARK BLVD #4525","SAN FRANCISCO","CA","94134",,,"415-468-8822","0.00","70000.00"
"2004",,"POAC04001083","001",,,"AIR","AIRPORT COMMISSION","2004-04-08","2004-04-08","735080","SVC,LEGAL;PRIVATE INVESTIGATOR","ELITE BACKGROUNDS INC","888 N 1ST ST STE 201","SAN JOSE","CA","95112",,,"408-373-5293","0.00","20000.00"
"2004",,"POAC04001138","001",,,"AIR","AIRPORT COMMISSION","2004-04-30","2008-12-19","903590","AIRPORT SYS, EQPT, ACCESS, MATLS & SUPPL","BRUEL & KJAER EMS INC","1050 FULTON AVE, SUITE 213","SACRAMENTO","CA","95825","BOBBIE GALLAGHER, OFFICE MANAGER","INFO@LOCHARD.COM","866-240-8307","0.00","1950121.00"
"2004",,"POAC04001138","002",,,"AIR","AIRPORT COMMISSION","2004-04-30","2008-12-19","903590","AIRPORT SYS, EQPT, ACCESS, MATLS & SUPPL","BRUEL & KJAER EMS INC","1050 FULTON AVE, SUITE 213","SACRAMENTO","CA","95825","BOBBIE GALLAGHER, OFFICE MANAGER","INFO@LOCHARD.COM","866-240-8307","0.00","863781.00"
"2004",,"POAR04000001","001",,,"ART","ART COMMISSION","2003-07-16","2006-09-11","730088","SVC;ART OBJECT/WORK,PACKING/STORING/DELIVERY","VINCE KOLOSKI STUDIOS","1094 REVERE ST #A41","SAN FRANCISCO","CA","94124",,,"415-822-8194","0.00","36000.00"
"2004",,"POAR04000011","001",,,"ART","ART COMMISSION","2003-07-22","2003-07-22","730078","SVC;ARTWORK/ART RESTORATION","CLIFF GARTEN & ASSOCIATES INC","1315 PRESTON WAY","VENICE","CA","90291",,,"310-827-4372","0.00","80157.00"
"2004",,"POAR04000032","001",,,"ART","ART COMMISSION","2003-08-20","2006-10-23","730078","SVC;ARTWORK/ART RESTORATION","VICKI SAULLS","27 POWDER MILL RD","NEWBURGH","NY","12550",,,"415-934-8453","0.00","37507.00"
"2004",,"POAR04000053","001",,,"ART","ART COMMISSION","2003-10-09","2003-10-09","905010","ART OBJECT/PIECE/WORK","LIVING LENSES","2425 CALIFORNIA ST #4","BERKELEY","CA","947030000","PO SHU WANG",,"510-540-1287","0.00","3500.00"
"2004",,"POAR04000057","001",,,"ART","ART COMMISSION","2003-10-15","2003-10-15","725010","SVC,CONSULTING;ART WORK","JONATHAN BONNER","P O BOX 6023","PROVIDENCE","RI","02940",,,"401-331-9476","0.00","55000.00"
"2004",,"POAR04000063","001",,,"ART","ART COMMISSION","2003-11-26","2003-11-26","905015","ARTS&CRAFTS EQPT,MATLS&SUPPL","NOBUHO NAGASAWA","315 7TH AVE #19D","NEW YORK","NY","10001",,,"646-638-2185","0.00","400000.00"
"2004",,"POAR04000075","001",,,"ART","ART COMMISSION","2003-12-11","2003-12-11","970004122400","COPIER,RENT;COST-PER-COPY,XEROX,W/MAINT&SUPPL,NO P","XEROX CORPORATION","P O BOX 909","WEBSTER","NY","14580",,,,"0.00","30000.00"
"2004",,"POAR04000091","001",,,"ART","ART COMMISSION","2004-03-03","2007-03-19","905010","ART OBJECT/PIECE/WORK","GILLMAN/KEEFER","1765 12TH ST","OAKLAND","CA","94607",,,"510-763-8313","0.00","55000.00"
"2004",,"POAR04000098","001",,,"ART","ART COMMISSION","2004-03-24","2004-03-24","905015","ARTS&CRAFTS EQPT,MATLS&SUPPL","SCOTT DONAHUE","1420 - 45TH STREET #49","EMERYVILLE","CA","94608","SCOTT DONAHUE",,"510-658-5782","0.00","35000.00"
"2004",,"POAR04000116","001",,,"ART","ART COMMISSION","2004-05-24","2004-05-24","725010","SVC,CONSULTING;ART WORK","HORACE WASHINGTON","5209-B E 8TH ST","OAKLAND","CA","946015607",,,"510-536-4416","0.00","305000.00"
"2004",,"POAT04000030","001",,,"DPWAT","DPW - ARCHITECTURE","2003-08-06","2003-08-06","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","750.00"
"2004",,"POAT04000061","001",,,"DPWAT","DPW - ARCHITECTURE","2003-09-23","2003-09-23","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","610219.00"
"2004",,"POAT04000061","002",,,"DPWAT","DPW - ARCHITECTURE","2003-09-23","2003-09-23","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","8800.00"
"2004",,"POAT04000061","003",,,"DPWAT","DPW - ARCHITECTURE","2003-09-23","2003-09-23","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","12840.00"
"2004",,"POAT04000061","004",,,"DPWAT","DPW - ARCHITECTURE","2003-09-23","2003-09-23","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","10780.01"
"2004",,"POAT04000076","001",,,"DPWAT","DPW - ARCHITECTURE","2004-01-07","2004-01-07","970004121300","COPIER,RENT;COST-PER-COPY,MINOLTA,W/MAINT&SUPPL,NO","KONICA MINOLTA BUSINESS SOLUTNS USA INC","ONE SANSOME STREET, SUITE 1650","SAN FRANCISCO","CA","94104","JANE UONG, SR SOLUTION ANALYST","JUONG@KMBS.KONICAMINOLTA.US","408-387-2335","0.00","12000.00"
"2004",,"POAT04000076","002",,,"DPWAT","DPW - ARCHITECTURE","2004-01-07","2004-01-07","970004042000","COPIER,SUPPLY;STAPLE","KONICA MINOLTA BUSINESS SOLUTNS USA INC","ONE SANSOME STREET, SUITE 1650","SAN FRANCISCO","CA","94104","JANE UONG, SR SOLUTION ANALYST","JUONG@KMBS.KONICAMINOLTA.US","408-387-2335","0.00","3000.00"
"2004",,"POAT04000089","001",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","450000.00"
"2004",,"POAT04000089","002",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","37514.00"
"2004",,"POAT04000089","003",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","4751.25"
"2004",,"POAT04000089","004",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","42192.50"
"2004",,"POAT04000089","005",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","22471.50"
"2004",,"POAT04000089","006",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","880.00"
"2004",,"POAT04000089","007",,,"DPWAT","DPW - ARCHITECTURE","2003-11-13","2010-04-22","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON/GROUP 4 ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","94103",,,"415-641-5744","0.00","4914.50"
"2004",,"POAT04000093","001",,,"DPWAT","DPW - ARCHITECTURE","2003-11-20","2003-11-20","721010","SVC,ARCHITECTURE;GENERAL","STONER MEEK NOLL & TAM JV","3040 24TH ST","SAN FRANCISCO","CA","94110","SUSANNAH MEEK",,"415-543-5505","0.00","473000.00"
"2004",,"POAT04000143","001",,,"DPWAT","DPW - ARCHITECTURE","2004-02-05","2007-01-05","721010","SVC,ARCHITECTURE;GENERAL","TOM ELIOT FISCH-FIELD PAOLI ARCHTS JV","201 POST ST 7TH FLR","SAN FRANCISCO","CA","94108",,,"415-391-7918","0.00","475000.00"
"2004",,"POAT04000143","002",,,"DPWAT","DPW - ARCHITECTURE","2004-02-05","2007-01-05","721010","SVC,ARCHITECTURE;GENERAL","TOM ELIOT FISCH-FIELD PAOLI ARCHTS JV","201 POST ST 7TH FLR","SAN FRANCISCO","CA","94108",,,"415-391-7918","0.00","53490.00"
"2004",,"POAT04000163","001",,,"DPWAT","DPW - ARCHITECTURE","2004-02-24","2004-02-24","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","74965.00"
"2004",,"POAT04000163","002",,,"DPWAT","DPW - ARCHITECTURE","2004-02-24","2004-02-24","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","105268.00"
"2004",,"POAT04000165","001",,,"DPWAT","DPW - ARCHITECTURE","2004-03-04","2006-09-08","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","941030000","ANNE FOUGERON",,"415-641-5744","0.00","254070.00"
"2004",,"POAT04000165","002",,,"DPWAT","DPW - ARCHITECTURE","2004-03-04","2006-09-08","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","941030000","ANNE FOUGERON",,"415-641-5744","0.00","8150.00"
"2004",,"POAT04000165","003",,,"DPWAT","DPW - ARCHITECTURE","2004-03-04","2006-09-08","721010","SVC,ARCHITECTURE;GENERAL","FOUGERON ARCHITECTURE","431 TEHAMA ST, SUITE 1","SAN FRANCISCO","CA","941030000","ANNE FOUGERON",,"415-641-5744","0.00","3042.00"
"2004",,"POAT04000173","001",,,"DPWAT","DPW - ARCHITECTURE","2004-03-09","2004-03-09","721010","SVC,ARCHITECTURE;GENERAL","BEVERLY PRIOR ARCHITECTS INC","417 MONTGOMERY ST, 8TH FLR","SAN FRANCISCO","CA","94104",,,,"0.00","25500.00"
"2004",,"POAT04000177","001",,,"DPWAT","DPW - ARCHITECTURE","2004-03-24","2007-06-29","721010","SVC,ARCHITECTURE;GENERAL","THA ARCHITECTURE INC","733 SW OAK ST #100","PORTLAND","OR","97205",,,"503-227-1254","0.00","610545.00"
"2004",,"POAT04000177","002",,,"DPWAT","DPW - ARCHITECTURE","2004-03-24","2007-06-29","721010","SVC,ARCHITECTURE;GENERAL","THA ARCHITECTURE INC","733 SW OAK ST #100","PORTLAND","OR","97205",,,"503-227-1254","0.00","9312.00"
"2004",,"POAT04000177","003",,,"DPWAT","DPW - ARCHITECTURE","2004-03-24","2007-06-29","721010","SVC,ARCHITECTURE;GENERAL","THA ARCHITECTURE INC","733 SW OAK ST #100","PORTLAND","OR","97205",,,"503-227-1254","0.00","1950.00"
"2004",,"POAT04000177","004",,,"DPWAT","DPW - ARCHITECTURE","2004-03-24","2007-06-29","721010","SVC,ARCHITECTURE;GENERAL","THA ARCHITECTURE INC","733 SW OAK ST #100","PORTLAND","OR","97205",,,"503-227-1254","0.00","29480.00"
"2004",,"POAT04000177","005",,,"DPWAT","DPW - ARCHITECTURE","2004-03-24","2007-06-29","721010","SVC,ARCHITECTURE;GENERAL","THA ARCHITECTURE INC","733 SW OAK ST #100","PORTLAND","OR","97205",,,"503-227-1254","0.00","2051.50"
"2004",,"POAT04000180","001",,,"DPWAT","DPW - ARCHITECTURE","2004-03-25","2006-08-04","721030","SVC,ENGINEERING;GENERAL","NINYO & MOORE","1956 WEBSTER STREET STE.400","OAKLAND","CA","94612",,,,"0.00","35000.00"
"2004",,"POAT04000192","001",,,"DPWAT","DPW - ARCHITECTURE","2004-03-31","2004-03-31","969536049000","REPROGRAPHIC SVCS; PUBLIC WORKS (DPW), ALL BUREAUS","ELITE REPROGRAPHICS OF THE BAY AREA, INC","363 6TH ST","SAN FRANCISCO","CA","941030000","SHAHLA DAVOUDI",,"415-957-1234","0.00","100000.00"
"2004",,"POAT04000238","001",,,"DPWAT","DPW - ARCHITECTURE","2004-06-10","2006-06-14","721075","SVC,ENGINEERING;STRUCTURAL","SOHA ENGINEERS & BEST DESIGN J/V","48 COLIN P KELLY ST","SAN FRANCISCO","CA","94107","STEPHEN LAU, CHARLES NG",,"415-989-9900","0.00","85200.00"
"2004",,"POAT04000238","002",,,"DPWAT","DPW - ARCHITECTURE","2004-06-10","2006-06-14","721075","SVC,ENGINEERING;STRUCTURAL","SOHA ENGINEERS & BEST DESIGN J/V","48 COLIN P KELLY ST","SAN FRANCISCO","CA","94107","STEPHEN LAU, CHARLES NG",,"415-989-9900","0.00","16764.00"
"2004",,"POAT04000238","003",,,"DPWAT","DPW - ARCHITECTURE","2004-06-10","2006-06-14","721075","SVC,ENGINEERING;STRUCTURAL","SOHA ENGINEERS & BEST DESIGN J/V","48 COLIN P KELLY ST","SAN FRANCISCO","CA","94107","STEPHEN LAU, CHARLES NG",,"415-989-9900","0.00","8237.00"
"2004",,"POAT04000241","001",,,"DPWAT","DPW - ARCHITECTURE","2004-06-24","2004-06-24","721010","SVC,ARCHITECTURE;GENERAL","CAREY & CO INC","460 BUSH ST 2ND FLOOR","SAN FRANCISCO","CA","94108",,,,"0.00","278880.00"
"2004",,"POCN04000182","001",,,"DPWCN","DPW - CONSTRUCTION MANAGEMENT","2004-05-24","2004-05-24","721005","SVC,ENGINEERING;ACOUSTICAL/NOISE ANALYSIS","ENVIRONMENTAL SCIENCE ASSOCIATES INC","550 KEARNY ST STE 800","SAN FRANCISCO","CA","94108",,,"415-896-5900","0.00","85180.00"
"2004",,"POCO04000020","001",,,"CON01","CONTROLLERS MANAGEMENT","2003-08-13","2003-08-13","970004121300","COPIER,RENT;COST-PER-COPY,MINOLTA,W/MAINT&SUPPL,NO","KONICA MINOLTA BUSINESS SOLUTNS USA INC","ONE SANSOME STREET, SUITE 1650","SAN FRANCISCO","CA","94104","JANE UONG, SR SOLUTION ANALYST","JUONG@KMBS.KONICAMINOLTA.US","408-387-2335","0.00","5609.45"
"2004",,"POCO04000021","001",,,"CON05","CONTROLLERS PPSD","2003-08-13","2003-08-13","970004121300","COPIER,RENT;COST-PER-COPY,MINOLTA,W/MAINT&SUPPL,NO","KONICA MINOLTA BUSINESS SOLUTNS USA INC","ONE SANSOME STREET, SUITE 1650","SAN FRANCISCO","CA","94104","JANE UONG, SR SOLUTION ANALYST","JUONG@KMBS.KONICAMINOLTA.US","408-387-2335","0.00","4265.14"
"2004",,"POEN04000042","001",,,"DPWEN","DPW - BUREAU OF ENGINEERING","2003-08-21","2003-08-21","721030","SVC,ENGINEERING;GENERAL","ENGEO INC","332 PINE ST, SUITE 300","SAN FRANCISCO","CA","94104","BRIAN FLAHERTY, CEG","BFLAHERTY@ENGEO.COM","415-284-9900","0.00","61500.00"
"2004",,"POEN04000158","001",,,"DPWEN","DPW - BUREAU OF ENGINEERING","2004-05-03","2013-06-28","721030","SVC,ENGINEERING;GENERAL","BAYVIEW TRANSPORTATION CONSULTANTS LLC","10 LOMBARD #410","SAN FRANCISCO","CA","94111","DIANA POTTER, PROJECT MGR",,"415-391-3301","0.00","1727372.21"
"2004",,"POEN04000158","002",,,"DPWEN","DPW - BUREAU OF ENGINEERING","2004-05-03","2013-06-28","721030","SVC,ENGINEERING;GENERAL","BAYVIEW TRANSPORTATION CONSULTANTS LLC","10 LOMBARD #410","SAN FRANCISCO","CA","94111","DIANA POTTER, PROJECT MGR",,"415-391-3301","0.00","297054.00"
"2004",,"POEN04000158","003",,,"DPWEN","DPW - BUREAU OF ENGINEERING","2004-05-03","2013-06-28","721030","SVC,ENGINEERING;GENERAL","BAYVIEW TRANSPORTATION CONSULTANTS LLC","10 LOMBARD #410","SAN FRANCISCO","CA","94111","DIANA POTTER, PROJECT MGR",,"415-391-3301","0.00","1262694.00"
