"record_id","client_record_id","program_area","activity_name","race_ethnicity","income_level","age_category","supervisor_district","fiscal_year"
"471","471","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"482","471","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"493","493","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"504","493","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"515","515","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","11","2015-16"
"526","515","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","11","2015-16"
"537","537","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","55-64","Outside San Francisco","2015-16"
"548","537","Access to Housing","Counseling","Other","Extremely Low Income","55-64","Outside San Francisco","2015-16"
"559","448","Legal Services","Legal Representation","Asian/Pacific Islander","Low Income","35-44","3","2015-16"
"560","560","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","11","2015-16"
"571","560","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","11","2015-16"
"582","582","Access to Housing","Applications for Affordable Rental Units","Other","Moderate Income","25-34","6","2015-16"
"593","582","Access to Housing","Counseling","Other","Moderate Income","25-34","6","2015-16"
"604","604","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"615","604","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"626","626","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"637","626","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"648","648","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","5","2015-16"
"659","648","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","5","2015-16"
"670","670","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","11","2015-16"
"671","671","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","10","2015-16"
"682","671","Access to Housing","Counseling","White","Extremely Low Income","25-34","10","2015-16"
"693","693","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","Unmatched","2015-16"
"704","693","Access to Housing","Counseling","Other","Extremely Low Income","45-54","Unmatched","2015-16"
"715","715","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"726","715","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Unmatched","2015-16"
"737","737","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"748","737","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"759","759","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"770","759","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"781","781","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","4","2015-16"
"782","782","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","9","2015-16"
"793","782","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","9","2015-16"
"804","804","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"815","804","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"826","826","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"837","826","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"848","848","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"859","848","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"870","870","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"881","870","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"892","781","Legal Services","Legal Representation","Asian/Pacific Islander","Extremely Low Income","45-54","4","2015-16"
"893","893","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","5","2015-16"
"904","893","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","5","2015-16"
"915","915","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"926","915","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"937","937","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","10","2015-16"
"948","937","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","10","2015-16"
"959","959","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","1","2015-16"
"970","959","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","1","2015-16"
"981","981","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"992","981","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"1003","1003","Legal Services","Counseling","Asian/Pacific Islander","Moderate Income","45-54","9","2015-16"
"1004","1004","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"1015","1004","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"1026","1026","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","35-44","6","2015-16"
"1037","1026","Access to Housing","Counseling","White","Extremely Low Income","35-44","6","2015-16"
"1048","1048","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","8","2015-16"
"1059","1048","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","8","2015-16"
"1070","1070","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","25-34","Unmatched","2015-16"
"1081","1070","Access to Housing","Counseling","Other","Low Income","25-34","Unmatched","2015-16"
"1092","1092","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","1","2015-16"
"1103","1092","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","1","2015-16"
"1114","3","Eviction Prevention","Rental Assistance / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"1115","1003","Legal Services","Legal Representation","Asian/Pacific Islander","Moderate Income","45-54","9","2015-16"
"1116","1116","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","16-24","10","2015-16"
"1127","1116","Access to Housing","Counseling","Black/African American","Low Income","16-24","10","2015-16"
"1138","1138","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"1149","1138","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"1160","1160","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1171","1160","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1182","1182","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","5","2015-16"
"1193","1193","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","35-44","10","2015-16"
"1204","1193","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","10","2015-16"
"1215","1215","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"1226","1226","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","4","2015-16"
"1227","1215","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"1238","1238","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","10","2015-16"
"1249","1238","Access to Housing","Counseling","Other","Extremely Low Income","45-54","10","2015-16"
"1260","1260","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","9","2015-16"
"1271","1260","Access to Housing","Counseling","Other","Extremely Low Income","25-34","9","2015-16"
"1282","1282","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"1293","1282","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","6","2015-16"
"1304","1304","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1315","1304","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1326","1326","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1337","1337","Legal Services","Counseling","Asian/Pacific Islander","Low Income","55-64","4","2015-16"
"1338","1326","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1349","1349","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","35-44","10","2015-16"
"1360","1349","Access to Housing","Counseling","Other","Low Income","35-44","10","2015-16"
"1371","1371","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","10","2015-16"
"1382","1371","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","10","2015-16"
"1393","1393","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","9","2015-16"
"1404","1393","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","9","2015-16"
"1415","1415","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"1426","1415","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"1437","1437","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","25-34","5","2015-16"
"1448","1337","Legal Services","Information & Referral","Asian/Pacific Islander","Low Income","55-64","4","2015-16"
"1449","1437","Access to Housing","Counseling","White","Extremely Low Income","25-34","5","2015-16"
"1460","1460","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","10","2015-16"
"1471","1460","Access to Housing","Counseling","Other","Extremely Low Income","25-34","10","2015-16"
"1482","1482","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"1493","1482","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"1504","1504","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1515","1504","Access to Housing","Counseling","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1526","1526","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","6","2015-16"
"1537","1537","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"1548","1537","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","Unmatched","2015-16"
"1559","1559","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","11","2015-16"
"1560","1560","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"1571","1560","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"1582","1582","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Moderate Income","45-54","9","2015-16"
"1593","1582","Access to Housing","Counseling","Hispanic/Latino","Moderate Income","45-54","9","2015-16"
"1604","1604","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","35-44","11","2015-16"
"1615","1604","Access to Housing","Counseling","Other","Extremely Low Income","35-44","11","2015-16"
"1626","1626","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1637","1626","Access to Housing","Counseling","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"1648","1648","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","5","2015-16"
"1659","1648","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","5","2015-16"
"1670","1559","Legal Services","Information & Referral","Asian/Pacific Islander","Extremely Low Income","25-34","11","2015-16"
"1671","1671","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","6","2015-16"
"1682","1671","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","6","2015-16"
"1693","1693","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"1704","1693","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"1715","1715","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1726","1715","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","11","2015-16"
"1737","1737","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","25-34","Unmatched","2015-16"
"1748","1737","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","Unmatched","2015-16"
"1759","1759","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"1770","1759","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"1781","1781","Legal Services","Counseling","Asian/Pacific Islander","Low Income","45-54","10","2015-16"
"1782","1782","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","45-54","6","2015-16"
"1793","1782","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","6","2015-16"
"1804","1804","Access to Housing","Counseling","Other","Extremely Low Income","25-34","1","2015-16"
"1815","1815","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"1826","1815","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","11","2015-16"
"1837","1837","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","35-44","Unmatched","2015-16"
"1848","1837","Access to Housing","Counseling","White","Extremely Low Income","35-44","Unmatched","2015-16"
"1859","1859","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","11","2015-16"
"1870","1859","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","11","2015-16"
"1881","1881","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"1892","1892","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","11","2015-16"
"1893","1881","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","11","2015-16"
"1904","1904","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"1915","1904","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"1926","1926","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","8","2015-16"
"1937","1926","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","8","2015-16"
"1948","1948","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","55-64","8","2015-16"
"1959","1948","Access to Housing","Counseling","Black/African American","Low Income","55-64","8","2015-16"
"1970","1970","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","25-34","Outside San Francisco","2015-16"
"1981","1970","Access to Housing","Counseling","Black/African American","Low Income","25-34","Outside San Francisco","2015-16"
"1992","1992","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","11","2015-16"
"2003","2003","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","55-64","1","2015-16"
"2004","1992","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","11","2015-16"
"2015","2015","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","16-24","10","2015-16"
"2026","2015","Access to Housing","Counseling","Other","Low Income","16-24","10","2015-16"
"2037","2037","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2048","2037","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2059","2059","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","9","2015-16"
"2070","2059","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","9","2015-16"
"2081","2081","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","55-64","9","2015-16"
"2092","2081","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"2103","2103","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","16-24","Outside San Francisco","2015-16"
"2114","2114","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","1","2015-16"
"2115","2103","Access to Housing","Counseling","Hispanic/Latino","Low Income","16-24","Outside San Francisco","2015-16"
"2126","2126","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","35-44","3","2015-16"
"2137","2126","Access to Housing","Counseling","White","Extremely Low Income","25-34","3","2015-16"
"2148","2148","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","45-54","10","2015-16"
"2159","2148","Access to Housing","Counseling","Black/African American","Low Income","45-54","10","2015-16"
"2170","2170","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"2181","2170","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"2192","2192","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","35-44","10","2015-16"
"2203","2192","Access to Housing","Counseling","Other","Extremely Low Income","35-44","10","2015-16"
"2214","2214","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","7","2015-16"
"2225","3","Eviction Prevention","Financial Assistance (moving costs, security deposits, utilities, last month's rent) / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"2226","2226","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","1","2015-16"
"2227","2214","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","7","2015-16"
"2238","2238","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"2249","2238","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"2260","2260","Access to Housing","Applications for Affordable Rental Units","Black/African American","Low Income","25-34","10","2015-16"
"2271","2260","Access to Housing","Counseling","Black/African American","Low Income","25-34","10","2015-16"
"2282","2282","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","45-54","Outside San Francisco","2015-16"
"2293","2282","Access to Housing","Counseling","Black/African American","Extremely Low Income","45-54","Outside San Francisco","2015-16"
"2304","2304","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","25-34","10","2015-16"
"2315","2304","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2326","2326","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2337","2337","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","9","2015-16"
"2338","2326","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2349","2349","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","10","2015-16"
"2360","2349","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","10","2015-16"
"2371","2371","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2382","2371","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2393","2393","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","8","2015-16"
"2404","2393","Access to Housing","Counseling","Other","Extremely Low Income","25-34","8","2015-16"
"2415","2415","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","16-24","6","2015-16"
"2426","2415","Access to Housing","Counseling","Hispanic/Latino","Low Income","16-24","6","2015-16"
"2437","2437","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","2","2015-16"
"2448","2448","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","11","2015-16"
"2449","2437","Access to Housing","Counseling","Other","Extremely Low Income","25-34","2","2015-16"
"2460","2460","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2471","2460","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2482","2482","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","25-34","Outside San Francisco","2015-16"
"2493","2482","Access to Housing","Counseling","Other","Low Income","25-34","Outside San Francisco","2015-16"
"2504","2504","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"2515","2504","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"2526","2526","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2537","2526","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"2548","2548","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","10","2015-16"
"2559","2559","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","3","2015-16"
"2560","2548","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","10","2015-16"
"2571","2571","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2582","2571","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"2593","2593","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2604","2593","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"2615","2615","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","35-44","6","2015-16"
"2626","2615","Access to Housing","Counseling","Black/African American","Extremely Low Income","35-44","6","2015-16"
"2637","2637","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2648","2637","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","10","2015-16"
"2659","2659","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","1","2015-16"
"2670","2670","Legal Services","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","3","2015-16"
