"department_name","strategic_goal","measure_title","measure_description","measure_methodology","measure_data_type","fiscal_year","end_calendar_year","target","mid_year_result","mid_year_projection","full_year_result","data_notes"
"ACADEMY OF SCIENCES","Educate and inspire the world","Number of volunteer hours","Total number of volunteer hours on an annual basis","Collection Method: Collected on daily sign in/out sheets.  Information is entered in to an access database monthly and housed on our network in the Volunteer Services department. Timing:  Sign in/out sheets are available daily.  Access database is updated and available monthly.  Currently we are producing a report annualy.","Numeric","FY2020-21","2021","65000",,"5000","6270.52",
"ACADEMY OF SCIENCES","Educate and inspire the world","Number of volunteer hours","Total number of volunteer hours on an annual basis","Collection Method: Collected on daily sign in/out sheets.  Information is entered in to an access database monthly and housed on our network in the Volunteer Services department. Timing:  Sign in/out sheets are available daily.  Access database is updated and available monthly.  Currently we are producing a report annualy.","Numeric","FY2021-22","2022","14000","51503","0",,
"ACADEMY OF SCIENCES","Educate and inspire the world","Number of volunteer hours","Total number of volunteer hours on an annual basis","Collection Method: Collected on daily sign in/out sheets.  Information is entered in to an access database monthly and housed on our network in the Volunteer Services department. Timing:  Sign in/out sheets are available daily.  Access database is updated and available monthly.  Currently we are producing a report annualy.","Numeric","FY2022-23","2023","0",,,,
"ACADEMY OF SCIENCES","Educate and inspire the world","Number of volunteer hours","Total number of volunteer hours on an annual basis","Collection Method: Collected on daily sign in/out sheets.  Information is entered in to an access database monthly and housed on our network in the Volunteer Services department. Timing:  Sign in/out sheets are available daily.  Access database is updated and available monthly.  Currently we are producing a report annualy.","Numeric","FY2023-24","2024","0",,,,"No public data notes."
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2017-18","2018","0.3","0.3068","0.3","0.33",
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2018-19","2019","0.3","0.34","0.3","0.3",
"SHERIFF","2. Maintain and operate a safe and secure jail system while providing effective programs, education, and treatment.","Percent of unique individuals booked for the first time in San Francisco of total unique individuals booked","This is counted as persons who require a new SF number",,"Percent","FY2021-22","2022","0.25","0.34","0.35",,
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2019-20","2020","0.3","0.33","0.35","0.63",
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2020-21","2021","0.3",,"0.6","0.17",
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2021-22","2022","0.3","0.13","0.13",,
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2022-23","2023","0.3",,,,
"ACADEMY OF SCIENCES","Educate and inspire the world","Percentage of staff who commute sustainably to the Academy","Percentage of staff and vistors who commute sustainably to the Academy","Collection Method: Human Resources conducts annual surveys.  Timing:  HR Prespectives and AD information are available annually.  Visitor information is currently not tracked.","Percent","FY2023-24","2024","0.3",,,,"No public data notes."
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2017-18","2018","0.81","0.81","0.81","0.81",
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2018-19","2019","0.81","0.81","0.81","0.8",
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2019-20","2020","0.81","0.81","0.81","0.78",
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2020-21","2021","0.81",,"0.71","0.75",
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2021-22","2022","0.78","0.78","0.7",,
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2022-23","2023","0.7",,,,
"ACADEMY OF SCIENCES","Educate and inspire the world","Recycling rate of Academy waste","Measure of the recycling rate for Academy waste.  This is estimated by the recycling company and can be accessed on a monthly basis.  Academy waste varies from week to week because of public attendance fluctuates based on purchases.","Collection Method: Recycling company measures the amount of garbage collected and sorts recycling and organics. Timing:  The recycling company provides information as needed.","Percent","FY2023-24","2024","0.7",,,,"No public data notes."
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2017-18","2018","3.82","5.74","5.7","4.09",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2018-19","2019","4.04","5.5","4.92","4.26",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2019-20","2020","4.92","4.71","4.71","7.49",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2020-21","2021","5.07",,"23.4","23.37",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2021-22","2022","8.3","14.21","6.59",,
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2022-23","2023","5.37",,,,
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","City cost per visitor (SCI)",,,"Currency","FY2023-24","2024","5.37",,,,"No public data notes."
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2017-18","2018","45000","14512","45000","37900",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2018-19","2019","36500","24100","36800","33835",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2019-20","2020","41000","13000","26000","17414",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2020-21","2021","26000",,"0","0",
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2021-22","2022","10000","0","0",,
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2022-23","2023","0",,,,
"ACADEMY OF SCIENCES","Ensure unencumbered access to science learning experiences","Number of visitors attending on San Francisco Neighborhood Free Days and Quarterly Free Days","Number of visitors attending on the first (free) Wednesday of every month.","Collection Method: Data is collected by scanning barcodes at point of entry. The scans update data in Galaxy. Timing:  Reports available every third Wednesday in Galaxy.","Numeric","FY2023-24","2024","0",,,,"No public data notes."
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2017-18","2018","2800000","1436502","2800000","2966453",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2018-19","2019","2900000","1541710","2900000","3153650",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2019-20","2020","3000000","1692106","3100000","2193518",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2020-21","2021","3100000",,"110000","148345",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2021-22","2022","500000","493508","1000000",,
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2022-23","2023","1500000",,,,
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Number of public floor visitor engagements with education staff","Number of public floor visitor engagements with education staff",,"Numeric","FY2023-24","2024","2000000",,,,"No public data notes."
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2017-18","2018","0.9","0.9","0.9","0.94",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2018-19","2019","0.9","0.93","0.9","0.955",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2019-20","2020","0.9","0.97","0.95","0.96",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2020-21","2021","0.9",,"0.96","0.96",
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2021-22","2022","0.9","0.97","0.97",,
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2022-23","2023","0.97",,,,
"ACADEMY OF SCIENCES","Maintain the Steinhart aquarium as a world class leading aquarium","Percentage of randomly surveyed visitors rating the quality of the Aquarium as good or better","Percentage of randomly selected visitors who rate the quality of the Aquarium as Good or Excellent in a survey.","Collection Method: Survey conducted by outside firms during the summer months and other off months in the winter.  FY actuals average the results of the two surveys. Timing:  This data is available semi-annually.","Percent","FY2023-24","2024","0.97",,,,"No public data notes."
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2017-18","2018","12","12","12","12",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2018-19","2019","12","12","12","12",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2019-20","2020","12","12","10","11",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2020-21","2021","12",,"11","11",
"SANITATION AND STREETS","Drive Innovation & Exceptional Service","Percentage of street cleaning requests abated within 48 hours","SAS receives requests to address street cleaning issues primarily through 311.  Our goal is to resolve these issues within 48 hours of receiving the request.","Collection Method:  Dated services requests and action taken data is entered into SES's 28 Clean Access database.  Timing:  Data is available on a daily basis.","Percent","FY2020-21","2021","0.95",,"0.95","0.92",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2021-22","2022","11","10","10",,
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2022-23","2023","10",,,,
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom performance appraisals were scheduled (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of employees in a department for whom a performance appraisal is to be conducted.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review shold be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months. Departments can do appraisals for temporary employees at their discretion.","Collection Method: Data is collected by supervisors on an annual appraisal form which is available on our intranet in HR, on our network or can be printed out and filled out manually.  Paper or electronic copies are kept by our Chief Engineer in the Aquarium department.  Performance appraisal for the Chief Engineer is retained by Aquarium director. Timing:  Annually","Numeric","FY2023-24","2024","10",,,,"No public data notes."
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2017-18","2018","12","12","12","12",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2018-19","2019","12","12","12","12",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2019-20","2020","12","12","10","11",
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2020-21","2021","12",,"11","0","Performance appraisals to be completed in FY21-22"
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2021-22","2022","11","9","10",,
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2022-23","2023","10",,,,
"ACADEMY OF SCIENCES","Promote workforce inclusivity","# of employees for whom scheduled performance appraisals were completed (SCI)","New measure requested by Mayor on 8/15/05.  This is the number of applicable employees in a department for whom a performance appraisal was conducted amd completed during the fiscal year.  ""Completed"" means an appraisal form has been filled out and is in the employee's personnel file.  DHR policy is that all permanent and provisional employees must have an annual appraisal.  For new employees, the first review should be scheduled according to their applicable probationary period.  For other employees, reviews should be conducted every 12 months.   Departments can do appraisals for temporary employees at their discretion.","Collection Method: Aquarium Director and Chief Engineer fill out performance evaluation form either manually or on-line.  Forms are available on our intranet in both Word and Excel formats and can be printed and filled out or filled out on-line. Timing:  Annually","Numeric","FY2023-24","2024","10",,,,"No public data notes."
"ACADEMY OF SCIENCES","Promote workforce inclusivity","Percent of management positions held by women","Percent of management positions held by women",,"Percent","FY2017-18","2018","0.5","0.51","0.5","0.54",
