"the_geom","objectid","landuse","blklot","nameaddr","entitled","beststat","bestdate","units","tco_date","tco_unit","unitsnet","pipeline_u","affordable","affordab_1","section415","aff_target","tenure_typ","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaura_1","visit_exis","visit","visitnet","hotel_room","hotel_ro_1","hotel_ro_2","planner","sponsor","contact","contactph","da","legalizati","adu","year_","qtr","year_qtr","tcocfc_dat","tcocfc_uni","pd","sd","nhood_37","nhood_41","plans","zoning","height_bul","pda","sud","latitude","longitude",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"POINT (-122.40558841436335 37.717588064151414)","783","Resident","6178005","416 WILDE AV","0","BP Filed","2017-12-08T00:00:00.000","2",,"0","1","1","0","0",,,,"2017-016165PRJ","Accessory Dwelling Unit at the ground floor per Ord. 162-16 to comply with complaint #201523843.","UNIT LEGALIZATION ORD 43-14. LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT. LEGALIZATION (E) KITCHEN","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","NKWIATKO",,,"4156999249",,"1","0","2021","Q3","2021_Q3",,"0","12 - South Central","10","Visitacion Valley","Visitacion Valley",,"RH-1","40-X",,,"37.7175880642","-122.405588414","75","75","9","9","40"
"POINT (-122.48022477905744 37.78174332191892)","863","Resident","1452038","322 21ST AV","1","BP ISSUED","2020-11-14T00:00:00.000","3",,"0","1","1","0","0",,,,"2018-003208PRJ","NEW DWELLING UNIT @ REAR OF BLDG (APPROX. 919 SF)","NEW DWELLING UNIT @ REAR OF BLDG (842SF), NEW EXTERIOR STAIR @ SIDE OF EXISTING BLDG,2 BATHS IN UNIT","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","SYOUNG",,,,,"0","0","2021","Q3","2021_Q3",,"0","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RM-1","40-X","Richmond Corridors PDA",,"37.7817433219","-122.480224779","8","8","8","4","29"
"POINT (-122.45028425662102 37.758352332087156)","974","Resident","2706025","66 MOUNTAIN SPRING AV","1","BP REINSTATED","2021-06-15T00:00:00.000","1",,"0","1","1","0","0",,,,"2018-007763PRJ","Demolition of a two-story single family home and construction of a new three-story single family home.","ERECT A THREE STORY TPE V CONSTRUCTION SINGLE FAMILY DWELLING","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","JHORN",,,"4157411292",,"0","0","2021","Q3","2021_Q3",,"0","14 - Inner Sunset","7","Twin Peaks","Twin Peaks",,"RH-1(D)","40-X",,,"37.7583523321","-122.450284257","47","47","7","8","38"
"POINT (-122.43975364678089 37.72258284840443)","1025","Resident","6953012","970 CAYUGA AV","0","BP Filed","2018-09-14T00:00:00.000","2",,"0","1","1","0","0",,,,"2020-007453PRJ","Comply with complaint #201845381. Legalize dwelling unit at first floor per ordinance no. 43-14.","COMPLY WITH COMPLAINT #201845381. LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO. 43-14.","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","NKWIATKO","L & C Investment Group LLC",,"4152909064",,"1","0","2021","Q3","2021_Q3",,"0","12 - South Central","11","Outer Mission","Outer Mission",,"RH-1","40-X","Balboa Park and Southwest Corridors PDA",,"37.7225828484","-122.439753647","80","80","9","1","28"
"POINT (-122.44007934958263 37.73354918965844)","1051","Resident","6762006","427 BADEN ST","1","BP ISSUED","2021-10-05T00:00:00.000","1",,"0","1","1","0","0",,,,"2018-009548PRJ","TO ERECT A 2 STORY, TYPE V, SINGLE FAMILY BUILDING W/ 2 BR, 1.5 BATH AND ONE CAR PARKING","TO ERECT A 2 STORY, TYPE V, SINGLE FAMILY BUILDING W/ 2 BR, 1.5 BATH AND ONE CAR PARKING.","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","GPANTOJA","NBR Inc.",,"4155775494",,"0","0","2021","Q3","2021_Q3",,"0","13 - Ingleside","8","Outer Mission","West of Twin Peaks",,"RH-1","40-X",,,"37.7335491897","-122.44007935","95","95","9","5","41"
"POINT (-122.43719440440759 37.77044761415573)","1069","Resident","1240007","201 DIVISADERO ST/ 820 WALLER ST","1","CONSTRUCTION","2021-04-06T00:00:00.000","11",,"0","3","3","0","0",,,,"2018-005375PRJ","Addition of three new accessory dwelling units at two buildings - 820 Waller and 201 Divisadero. 1 new wood casement window and 2 new wood double-hung windows to façade of 820 Waller Street. Garage recessions/trims to remain on Divisadero Street façade",,"0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","DWEISSGL",,,"4155903230",,"0","1","2021","Q3","2021_Q3",,"0","6 - Buena Vista","5","Haight Ashbury","Haight Ashbury",,"RH-3","40-X","Central City Neighborhoods PDA",,"37.7704476142","-122.437194404","112","112","7","11","3"
"POINT (-122.41368541382384 37.74087487113995)","1154","Resident","5651024","121 GATES ST","1","CONSTRUCTION","2021-03-30T00:00:00.000","1",,"0","1","1","0","0",,,,"2019-000268PRJ","DEMOLISH 2-STORY SINGLE FAMILY RESIDENCE;
ERECT (N) 2-STORY SINGLE FAMILY RESIDENCE","ERECT (N) 2-STORY SINGLE FAMILY RESIDENCE","134.0","134","0","0","0","0","0","0","0","134","134","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","KDURANDE","Kanler, Inc.",,"6505752994",,"0","0","2021","Q3","2021_Q3",,"0","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-1","40-X",,"Bernal Heights","37.7408748711","-122.413685414","83","83","9","2","2"
"POINT (-122.39364142450445 37.73039979287548)","1212","Resident","5410003","26 LUCY ST","0","BP Filed","2018-11-09T00:00:00.000","2",,"0","1","1","0","0",,,,,,"COMPLY W/ NOV# 200342420. LEGALIZE UNPERMITTED ADDITION AND ILLEGAL UNIT AT GROUND FLR PER ORD# 43-1","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"1","0","2021","Q3","2021_Q3",,"0","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-2","40-X","Bayview/Southeast Neighborhoods PDA","3rd St Alcohol Restrict","37.7303997929","-122.393641425","87","87","2","9","1"
"POINT (-122.42128546960942 37.795338496189885)","1223","Vacant","0573011","2030 POLK ST","1","BP ISSUED","2021-07-21T00:00:00.000","53",,"0","53","53","9","9",,,,"2018-008259PRJ","To demolish the existing one story commercial building and parking lot and the construction of a 6-Story, 65'-0"" tall, mixed-use residential-commercial building.",,"7264.0","-1102","0","0","0","0","0","0","0","0","0","0","0","0","0","7264.0","-1102","0","0","0","0","0","0","0","0","APERRY","JS Pacific Street Partners LLC",,"4152061578",,"0","0","2021","Q3","2021_Q3",,"0","3 - Northeast","3","Nob Hill","Russian Hill",,"NCD-POLK","65-A","Downtown/Van Ness/Northeast Neighborhoods PDA",,"37.7953384962","-122.42128547","105","105","4","3","32"
"POINT (-122.41533293595522 37.73517096111329)","1404","Resident","5741029","661 ANDERSON ST","0","BP Filed","2019-09-24T00:00:00.000","2",,"0","1","1","0","0",,,,,,"LEGALIZATION OF DWELLING UNIT INSTALLED W/O PERMIT PER ORD# 43-14. NO WORK TO BE PERFORED.","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"1","0","2021","Q3","2021_Q3",,"0","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-1","40-X",,"Bernal Heights","37.7351709611","-122.415332936","83","83","9","2","2"
"POINT (-122.39853170936543 37.774871329643645)","1423","MIPS","3785004A","444 TOWNSEND ST","0","PL Filed","2019-08-08T00:00:00.000","0",,"0","0","0","0","0",,,,"2019-015122PRJ","Project sponsor proposes conversion of 49,240 square feet to office use on the first and second floors.",,"53865.0","0","0","0","0","0","0","0","0","53865","49240","0","0","-49240","0","0.0","0","0","0","0","0","0","0","0","0","MGIACOMU","Townsend Street Associates, LLC c/o",,"4155679000",,"0","0","2021","Q3","2021_Q3",,"0","9 - South of Market","6","South of Market","Mission Bay","Central SoMa","CMUO","85-X","Eastern Neighborhoods PDA","Central SoMa","37.7748713296","-122.398531709","32","32","1","10","4"
"POINT (-122.41550409906843 37.783824120708054)","1542","Resident","0334014","480 EDDY ST","1","BP ISSUED","2020-08-19T00:00:00.000","32",,"0","0","0","0","0",,,,,,"100% OFFORDABLE & PRIORITY PROCESS HOUSEING. THE SCOPE OF WORK INCLUDES THE RENOVATION OF 82 UNITS O","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"0","0","2021","Q3","2021_Q3",,"0","4 - Downtown","6","Downtown/Civic Center","Tenderloin",,"RC-4","80-T","Downtown/Van Ness/Northeast Neighborhoods PDA","North of Market Residential 2; Fringe Financial Services RUD","37.7838241207","-122.415504099","20","20","5","10","36"
"POINT (-122.44094741013609 37.72636907412212)","1587","Resident","3202004","112 DELANO AV","1","BP ISSUED","2021-03-06T00:00:00.000","1",,"0","1","1","0","0",,,,"2019-017512PRJ","Rear bldg adu per ordinance 162-16. Open plan & remodel kitchen & bath. New windows..**maher n/a**","REAR BLDG ADU PER ORDINANCE 162-16. OPEN PLAN & REMODEL KITCHEN & BATH. NEW WINDOWS..**MAHER N/A**","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","DWEISSGL","Azevedo Design,Inc",,"4155524447",,"0","1","2021","Q3","2021_Q3",,"0","12 - South Central","11","Outer Mission","Outer Mission",,"RH-1","40-X","Balboa Park and Southwest Corridors PDA",,"37.7263690741","-122.44094741","94","94","9","1","28"
"POINT (-122.49401184404174 37.77912168432657)","1617","Resident","1511040","524 34TH AV","0","BP Filed","2019-11-18T00:00:00.000","3",,"0","1","1","0","0",,,,"2019-021713PRJ","Legalization of unpermitted unit per ordiance 43-14","LEGALIZATION OF UNPERMITTED UNIT PER ORDIANCE 43-14","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","NKWIATKO",,,"4157487699",,"1","0","2021","Q3","2021_Q3",,"0","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors PDA",,"37.7791216843","-122.494011844","8","8","8","4","29"
"POINT (-122.36951093369824 37.72714430236145)","1656","Resident","4591C216","11 JERROLD AV","1","CONSTRUCTION","2021-02-04T00:00:00.000","77",,"0","77","77","0","0",,,,,,"MAYOR DIR# 17-02. TO ERECT 4 STORIES, NO BASEMENT, TYPE I-A & TYPE V-A, 77 UNITS RESIDENTIAL CONDOMI","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,"CP HPS II","0","0","2021","Q3","2021_Q3",,"0","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Hunters Point Shipyard","RM-1","HP-RA","Bayview/Southeast Neighborhoods PDA",,"37.7271443024","-122.369510934","78","78","2","9","1"
"POINT (-122.47619615051839 37.785457766464326)","1706","Resident","1376038","134 17TH AV","1","BP ISSUED","2021-03-25T00:00:00.000","3",,"0","1","1","0","0",,,,"2020-000375PRJ","Addition of an ADU to an existing 2-unit dwelling per Ord. 162-16.","ADU PER ORDINANCE 162-16, 1ST FLOOR, ADD KITCHEN, LIVING RM, 2 BATHRMS, 2 BEDRMS, FULLY SPRINKLER 1S","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","DWEISSGL","Hing Wah Construction, Inc.",,"4156406474",,"0","1","2021","Q3","2021_Q3",,"0","1 - Richmond","1","Inner Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors PDA",,"37.7854577665","-122.476196151","2","2","8","4","29"
"POINT (-122.41381528405633 37.757903543492546)","1751","Resident","3612058","764 TREAT AV","1","BP APPROVED","2021-10-28T00:00:00.000","3",,"0","1","1","0","0",,,,"2020-002874PRJ","Dwelling Unit Legalization for ground floor unit","LEGALIZE (1) UNIT WITH ONE BEDROOM INSTALLED W/O PERMIT BEFORE JAN 1, 2013 PER ORD# 43-14.","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","HKLINE","Schneider Design Associates",,"415-845-5472",,"1","0","2021","Q3","2021_Q3",,"0","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RH-3","40-X","Eastern Neighborhoods PDA","Mission Alcohol Restrict; Fringe Financial Services RUD","37.7579035435","-122.413815284","53","53","3","2","20"
"POINT (-122.41566990380021 37.725282577326055)","1761","Mixres","5993022","1310 BACON ST","0","PL Filed","2020-01-03T00:00:00.000","5",,"0","5","5","5","5",,,,"2019-022627PRJ","Expansion to an existing Residential Care Facility.",,"2128.0","-7962","0","1064","-3981","0","1064","-3981","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","CFEENEY","Element Homes",,"4088387464",,"0","0","2021","Q3","2021_Q3",,"0","12 - South Central","9","Excelsior","Portola",,"RH-1","40-X",,,"37.7252825773","-122.415669904","92","92","2","2","25"
"POINT (-122.46138331579085 37.74294790769116)","1768","Resident","2923026","160 KENSINGTON WY","0","BP Filed","2020-02-06T00:00:00.000","1",,"0","1","1","0","0",,,,"2020-002120PRJ","Proposed new construction of a single family home on a vacant lot.","ERECT (N) 3-STORY SINGLE FAMILY DWELLING","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","DWASHING","SIA Consulting Corp",,"4157411292",,"0","0","2021","Q3","2021_Q3",,"0","14 - Inner Sunset","7","West of Twin Peaks","West of Twin Peaks",,"RH-1(D)","40-X","Forest Hill/West Portal PDA",,"37.7429479077","-122.461383316","49","49","10","8","41"
"POINT (-122.48145939328572 37.759875122682615)","1869","Resident","1830022","1489 23RD AV","0","BP Filed","2020-09-04T00:00:00.000","2",,"0","1","1","0","0",,,,,,"Create a new ADU per ordinance 162-16 in an existing two story single family home by adding a new ki","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"0","1","2021","Q3","2021_Q3",,"0","15 - Outer Sunset","4","Outer Sunset","Sunset/Parkside",,"RH-2","40-X","Sunset Corridors PDA",,"37.7598751227","-122.481459393","39","39","10","7","35"
"POINT (-122.42960976247369 37.75441057026964)","1884","Resident","3627039","919 SANCHEZ ST","1","BP ISSUED","2021-09-10T00:00:00.000","2",,"0","1","1","0","0",,,,"2020-007448PRJ","The project proposes to add a 3rd floor and a second unit at the lower level. The project includes renovations to the second floor.","VERTICAL 3RD STORY ADDITION. CREATE 2ND UNIT @ BASEMENT LEVEL, EXCAVATOPM >50 CU YD, RENOVATE (E) 2N","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","SCISNERO",,"Kate E. Oroudjeva","8057088542",,"0","0","2021","Q3","2021_Q3",,"0","7 - Central","8","Noe Valley","Noe Valley",,"RH-2","40-X","J Church and Mission Corridor PDA",,"37.7544105703","-122.429609762","52","52","3","5","22"
"POINT (-122.41056444684843 37.76132431296334)","2032","Resident","4022027","2875 18TH ST","1","CONSTRUCTION","2021-08-02T00:00:00.000","194",,"0","194","194","0","0",,,,"2020-011006PRL","Change in use from cafe/retail (vacant) to restaurant/bar (3,195 sq ft)","UPGRADE OF (E) SHELL BUILDING COMMERCIAL SPACE INTO RESTAURANT AND BAR WITH FULL KITCHEN FACILITIES","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","RSUCRE","Studio Terpeluk","Rachael Dippel",,,"0","0","2021","Q3","2021_Q3",,"0","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","UMU","68-X","Eastern Neighborhoods PDA","Mission Alcohol Restrict; Fringe Financial Services RUD","37.761324313","-122.410564447","53","53","3","2","20"
"POINT (-122.40315212287919 37.801463796687685)","2038","Resident","0106005","204 UNION ST","0","BP Filed","2020-10-29T00:00:00.000","9",,"0","9","9","0","0",,,,,,"TO ERECT A NEW 10 STORY,NO BASEMENT,TYPE 1-A, NINE RESIDENTIAL APARTMENTS (R-2 OCCUPANCY)","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"0","0","2021","Q3","2021_Q3",,"0","3 - Northeast","3","North Beach","North Beach",,"RH-3","40-X","Downtown/Van Ness/Northeast Neighborhoods PDA","Telegraph Hill-NB Residential","37.8014637967","-122.403152123","18","18","6","3","23"
"POINT (-122.49156843502531 37.75960862437924)","2078","Resident","1821023","1478 33RD AV","0","BP Filed","2021-02-04T00:00:00.000","2",,"0","1","1","0","0",,,,"2021-006750PRJ",,"IN-LAW LEGALIZATION OF EXISTING 528 SF ACCESSORY DWELLING UNIT (ADU), INCLUDING ONE BEDROOM, ONE BAT","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"1","0","2021","Q3","2021_Q3",,"0","15 - Outer Sunset","4","Outer Sunset","Sunset/Parkside",,"RH-1","40-X","Sunset Corridors PDA",,"37.7596086244","-122.491568435","39","39","10","7","35"
"POINT (-122.44565157166399 37.73014271822453)","2087","Resident","3120020","258 FLOOD AV","0","BP Filed","2021-03-18T00:00:00.000","1",,"0","0","0","0","0",,,,,,"DEMOLISH PORTION OF EXISTING HOUSE AND BUILD NEW 3 STORY SINGLE RESIDENCE WITH 2 CAR GARAGE","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"0","0","2021","Q3","2021_Q3",,"0","13 - Ingleside","7","Outer Mission","West of Twin Peaks",,"RH-1","40-X",,,"37.7301427182","-122.445651572","95","95","9","8","41"
"POINT (-122.43694730055947 37.74493235623028)","2337","Resident","6605009","654 28TH ST","0","BP Filed","2021-04-08T00:00:00.000","2",,"0","2","2","0","0",,,,"2021-008387PRJ",,"ERECT NEW 3-STORY TYPE V SINGLE FAMILY RESIDENCE W/ ADU","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0",,,,,,"0","0","2021","Q3","2021_Q3",,"0","7 - Central","8","Noe Valley","Noe Valley",,"RH-1","40-X",,,"37.7449323562","-122.436947301","84","84","9","5","22"
"POINT (-122.40854184330186 37.7406975341702)","2164","Resident","5657048","731 PERALTA AV","0","BP Filed","2021-01-16T00:00:00.000","1",,"0","1","1","0","0",,,,"2021-001558PRJ","Erect new 2-story type v single family residence","ERECT NEW 2-STORY TYPE V SINGLE FAMILY RESIDENCE","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","CFEENEY","SIA Consulting Corp",,"4157411292",,"0","0","2021","Q3","2021_Q3",,"0","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-1","40-X","Bayview/Southeast Neighborhoods PDA","Bernal Heights","37.7406975342","-122.408541843","83","83","9","2","2"
