"project_type","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","supedist","pda","neighborhood","nhood_1990","year","qtr","year_qtr","latitude","longitude","geocoded_column",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Mixres","3554003A","1924 MISSION ST","true","BP APPROVED","2018-11-30T00:00:00.000","13","13","0","0",,,,"2014.0449","The proposed project would demolish existing autobody shop and construct a new 13 unit apartment building with ground floor retail space.  Change of use from autobody shop to apartment building. The proposed project will have no off street parking and 16 bicycle spaces.  The building height will be 79'.","ERECT 7 STORIES OF 11 DWELLING UNITS WITH RETAIL- MIX USE BUILDING.","4830","1139","0","2515","0","0","0","0","0","0","0","1176","0","-1176","0","2315","2315","0","0","0","0","0","0","0","0","JSPEIRS",,,,"8 - Mission","9","Eastern Neighborhoods","Mission","Mission","2019","Q1","2019_Q1","37.76629885","-122.4201207","POINT (-122.4201207 37.76629885)","53","3","2","20"
"Resident","2623039","53 DOUGLASS ST","true","BP FILED","2015-07-10T00:00:00.000","3","1","0","0",,,,"2015-008745PRL","Convert illegal unit into accessory rooms. Remove kitchen and add interior stair.","COMPLY W/NOV#201495141. LEGALIZE (E) DWELLING UNIT BY INSTALLING KITCHEN & REMOVE (E) STAIR TO UPPER FLAT. LEGALIZE (E) UNPERMITTED CONSTRUCTION IN 53A DOUGLASS ST.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"L. A. Paul & Associates",,"6 - Buena Vista","8","Mission-San Jose Corridor","Castro/Upper Market","Castro/Upper Market","2019","Q1","2019_Q1","37.76287484","-122.4391914","POINT (-122.4391914 37.76287484)","113","7","5","5"
"Resident","1418033","252 16TH AV","true","CONSTRUCTION","2019-01-17T00:00:00.000","2","1","0","0",,,,,,"CONVERT (E) ENTRACE ROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO.43-14.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","KCONNER",,,,"1 - Richmond","1",,"Outer Richmond","Inner Richmond","2019","Q1","2019_Q1","37.78332809","-122.4749485","POINT (-122.4749485 37.78332809)","5","8","4","29"
"Resident","0077004","30 EDITH ST","true","BP APPROVED","2016-05-25T00:00:00.000","3","2","0","0",,,,"2010.0084","To construct a 9 ft. 10 inches wide addition to the east side and a two-story vertical addition to the existing two story single-family dwelling in an RH-3 district.  Revise as a one story vertical addition and a rear addition that extends to rear property line.","REMODEL (E) BLDG AND ADD ONE STORY INCLUDING ADD NEW STAIRS & ELEVATOR CONNECTING 1ST TO 3RD FLOOR. PROVIDE LIGHTWELL AT 3RD FLOOR TO MATCH (E) LIGHTWELL AT ADJACENT BLDG. NEW ROOF DECK & DECK AT 3RD FLOOR.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MLUELLEN",,,,"3 - Northeast","3","Downtown-Van Ness-Geary","North Beach","North Beach","2019","Q1","2019_Q1","37.80290857","-122.4086053","POINT (-122.4086053 37.80290857)","106","6","3","23"
"Resident","6959030","1927 ALEMANY BL","true","CONSTRUCTION","2017-07-17T00:00:00.000","1","1","0","0",,,,,,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","APUTRA",,,,"12 - South Central","11","Mission-San Jose Corridor","Outer Mission","Outer Mission","2019","Q1","2019_Q1","37.72094898","-122.4386808","POINT (-122.4386808 37.72094898)","80","9","1","28"
"Resident","1864001N","1518 19TH AV","false","BP FILED","2015-04-30T00:00:00.000","3","1","0","0",,,,"2015-008811PRJ","UNIT LEGALIZATION ORDINANCE 43-14. NEW GFCI OUTLET AT GROUND FLOOR KITCHEN COUNTER.NEW UTILITIES DOOR. NEW T/R OUTLET AT GROUND FLOOR BEDROOM. & LEGALIZED GROUND FLOOR TO COMPLY WITH CODE ENFORCEMTN#200561177.","UNIT LEGALIZATION ORDINANCE 43-14. NEW GFCI OUTLET AT GROUND FLOOR KITCHEN COUNTER.NEW UTILITIES DOOR. NEW T/R OUTLET AT GROUND FLOOR BEDROOM. & LEGALIZED GROUND FLOOR TO COMPLY WITH CODE ENFORCEMTN#200561177.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","JIMENEZS",,"MAO KENNY KIET & TRUONG XUAN NGOC",,"14 - Inner Sunset","7",,"Inner Sunset","Inner Sunset","2019","Q1","2019_Q1","37.75943503","-122.4764567","POINT (-122.4764567 37.75943503)","44","10","8","14"
"Resident","2692007","150 EUREKA ST","false","BP FILED","2015-08-17T00:00:00.000","4","4","0","0",,,,"2015-011274PRJ","ERECT 4 STORY TWO FAMILY DWELLING. 150 EUREKA ST AKA 142, 146 EUREKA ST. & ERECT 4 STORY TWO FAMILY DWELLING. 150 EUREKA ST AKA 148, 150 EUREKA ST.","ERECT 4 STORY TWO FAMILY DWELLING. 150 EUREKA ST AKA 142, 146 EUREKA ST.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GORDON-J",,"150 EUREKA STREET LLC",,"7 - Central","8",,"Castro/Upper Market","Castro/Upper Market","2019","Q1","2019_Q1","37.75990017","-122.438506","POINT (-122.438506 37.75990017)","115","3","5","5"
"Resident","0119017","852 GREEN ST","true","CONSTRUCTION","2018-06-27T00:00:00.000","2","1","0","0",,,,,,"PARTIAL THIRD FLOOR ADDITION FOR 3 NEW BEDROOMS, PARTIAL FOURTH FLOOR ADDITION FOR 1 NEW FAMILY ROOM, INTERIOR REMODEL TO ALL FLOORS, NEW ELEVATOR, NEW DESIGN/BUILD SPRINKLER SYSTEM UNDER SEPERATE PERMIT. LEGALIZE IN-LAW UNIT.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NFOSTER",,,,"3 - Northeast","3","Downtown-Van Ness-Geary","Russian Hill","Russian Hill","2019","Q1","2019_Q1","37.79927114","-122.4132063","POINT (-122.4132063 37.79927114)","107","6","3","32"
"Resident","1253009","735 CLAYTON ST","true","CONSTRUCTION","2017-03-09T00:00:00.000","3","1","0","0",,,,"2014.0395","To legalize a third dwelling unit on the fourth level.  The project includes removing a second kitchen on the thirds level, interior alterations on all levels, and new landscaping at the front of the building.  No expansion to the existing building are proposed.","CONVERT UNCONDITIONED STORAGE SPACE PREVIOUSLY USED AS A SOCIAL ROOM/STORAGE ON TOP FLOOR (FOURTH) TO ACCOMODATE ONE NEW DWELLING UNIT. ALL WORK TO BE PERFORMED WITHIN EXISTING BOUNDARY OF THE BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SYOUNG",,,,"6 - Buena Vista","5",,"Haight Ashbury","Haight Ashbury","2019","Q1","2019_Q1","37.76813562","-122.448578","POINT (-122.448578 37.76813562)","29","7","11","3"
"Mixres","3751033","768 HARRISON ST","true","BP APPROVED","2018-11-13T00:00:00.000","26","26","0","0",,,,"2013.1872","The proposed project includes the demolition of an existing 2-story building and the construction of a new 9-story building with retail on the 1st floor and the mezzanine and residential uses above. The project would have 26 residential units and no off-street parking.","ERECT NEW MULTI-FAMILY RESIDENTIAL, OFFICE, RETAIL","7948","2948","0","0","0","0","0","0","0","7351","7351","5000","0","-5000","0","597","597","0","0","0","0","0","0","0","0","CTOWNES","Ian Birchall","John Kevlin","415 567 9000","9 - South of Market","6","Eastern Neighborhoods","South of Market","South of Market","2019","Q1","2019_Q1","37.78149557","-122.3991049","POINT (-122.3991049 37.78149557)","32","1","10","34"
"Mixed","8722001","CHASE CENTER (OFFICE)","true","CONSTRUCTION","2019-04-01T00:00:00.000","0","0","0","0",,,,"2014.1441","GSW Arena LLC (GSW), an affiliate of Golden State Warriors, LLC, which owns and operates the Golden State Warriors National Basketball Association (NBA) team, proposes to construct a multi-purpose event center and a variety of mixed uses, including office, retail, open space and structured parking on an approximately 11-acre site (Blocks 29 to 32) within the Mission Bay Redevelopment Plan Area of San Francisco. The proposed event center would host the Golden State Warriors basketball team during the NBA season, as well as provide a year-round venue for a variety of other uses, including concerts, family shows, other sporting events, cultural events, conferences and conventions. GSW has entered into an agreement to purchase the project site from the current site owner, an affiliate of Salesforce.com. The project is subject to review under the California Environmental Quality Act (CEQA) and a number of local, state, and federal approvals.","CONSTRUCT (N) 11-STORY OFFICE BUILDING","697000","697000","0","0","0","0","0","0","0","547000","547000","0","0","0","0","150000","150000","0","0","0","0","0","0","0","0","DWINSLOW","BAY JACARANDA NO 2932 LLC",,,"9 - South of Market","6","Mission Bay","Mission Bay","South of Market","2019","Q1","2019_Q1","37.76799574","-122.3875491","POINT (-122.3875491 37.76799574)","34","1","10","4"
"Resident","5618011","128 ELSIE ST","true","BP REINSTATED","2018-09-27T00:00:00.000","1","1","0","0",,,,"2009.0725","New single-family residence on a vacant downsloping lot.","TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BBOLLING","Michael Schulte","Michael Schulte","415.710.5805","11 - Bernal Heights","9","Mission-San Jose Corridor","Bernal Heights","Bernal Heights","2019","Q1","2019_Q1","37.74257846","-122.4180575","POINT (-122.4180575 37.74257846)","83","9","2","2"
"Mixres","3504030","1699 MARKET ST","true","CONSTRUCTION","2019-02-15T00:00:00.000","160","160","0","0","Fee Payment",,,"2014.0484","The proposed project would demolish an existing 60 year old 1 & 2 story industrial/commercial building and surface parking lot and construct a new 9-story residential (162 units) and commercial (3,937 sf) building with 97 below-grade parking spaces.","TO ERECT 9 STORIES, 1 BASEMENT, TYPE IB, 160 RESIDENTIAL, COMMERCIAL & BELOW GRADE PARKING BUILDING.","7293","-37047","0","3937","-18233","0","0","0","0","0","0","0","0","0","22170","3356","-18814","0","0","0","0","0","0","0","0","DVU",,,,"8 - Mission","6","Market & Octavia","Mission","South of Market","2019","Q1","2019_Q1","37.77233473","-122.4219435","POINT (-122.4219435 37.77233473)","32","1","10","20"
"Mixres","3702047","1125 MARKET ST","false","PL FILED","2018-02-12T00:00:00.000","0","0","0","0",,,,"2013.0511","Construction of a 12-story,124,906 sf bldg containing 160 hotel rooms, 5,562 sf of restaurant/retail, a 2,150 sf athletic club, and a 19,516 sf co-working space/office. There will be no off-street vehicle parking and 24 Class I bike parking spaces",,"0","0","0","19516","19516","0","0","0","0","0","0","0","0","0","0","7712","7712","0","0","0","0","0","0","160","160","TBLOMGRE","Maritz Pr","Patri Mer","415.284.1","4 - Downtown","6","Downtown-Van Ness-Geary","South of Market","South of Market","2019","Q1","2019_Q1","37.77975627","-122.4127362","POINT (-122.4127362 37.77975627)","32","5","10","34"
"Resident","4071014","1914 20TH ST","true","BP ISSUED","2015-08-18T00:00:00.000","2","2","0","0",,,,"2013.1557","Construct 2 dwelling units on an empty lot","ERECT NEW 6 STORIES, 2 DWELLING UNITS BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","JBANALES",,"HURLEY JAMES",,"9 - South of Market","10","Eastern Neighborhoods","Potrero Hill","Potrero Hill","2019","Q1","2019_Q1","37.7599981","-122.4005137","POINT (-122.4005137 37.7599981)","54","2","9","26"
"Resident","1713036","1246 38TH AV","false","BP FILED","2015-01-13T00:00:00.000","2","1","0","0",,,,,,"LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","KCONNER",,,,"15 - Outer Sunset","4",,"Sunset/Parkside","Outer Sunset","2019","Q1","2019_Q1","37.76364466","-122.4972238","POINT (-122.4972238 37.76364466)","39","10","7","35"
"MIPS","3733079","875 HOWARD ST","true","BP FILED","2016-08-01T00:00:00.000","0","0","0","0",,,,"2015-009141PRJ","GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE. 2ND FLOOR - CONVERT 13,400 ST FROM INSTITUTIONAL USE (ADULT EDUCATION) TO OFFICE USE. THE REMAINDER OF 2ND FLOOR ARE ALREADY IN OFFICE USE. cOMBINED OFFICE 25,750 SF.","GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE.  2ND FLOOR - CONVERT 13,400 ST FROM INSTITUTIONAL USE ( ADULT EDUCATION) TO OFFICE USE. THE REMAINDER OF 2ND FLOOR ARE ALREADY IN OFFICE USE. cOMBINED OFFICE 25,750 SF.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MLUELLEN",,"HOWARD STREET ASSOCIATES LLC",,"9 - South of Market","6","Downtown-Van Ness-Geary","South of Market","South of Market","2019","Q1","2019_Q1","37.78168091","-122.4041023","POINT (-122.4041023 37.78168091)","32","1","10","34"
"Mixres","3542041","2100 MARKET ST","true","CONSTRUCTION","2019-03-28T00:00:00.000","60","60","7","7","On-site BMR Project","55% AMI;","Rental","2014.0519","The proposed project is to demolish an existing 2-story mixed-used building and construct a 7-story, mixed-use residential and retail building.  The proposed new building will include 64 dwelling units, on grade parking for 15 cars with car lifts, and 4,700 square feet of retail conmmercial space on Market, 14th and Church Streets.","TO ERECT 7 STORIES, NO BASEMENT, 60 UNITS RESIDENTIAL WITH MIX USE TYPE 1 CONSTRUCTION.","2600","-1806","0","0","0","0","0","0","0","0","0","0","0","0","4406","2600","-1806","0","0","0","0","0","0","0","0","MSMITH","Brian Spiers","Brian Spiers","415-445-4670","6 - Buena Vista","8","Market & Octavia","Castro/Upper Market","Castro/Upper Market","2019","Q1","2019_Q1","37.76750943","-122.429432","POINT (-122.429432 37.76750943)","28","7","5","5"
"Resident","5949008","54 NAPLES ST","true","BP ISSUED","2017-01-31T00:00:00.000","2","1","0","0",,,,,,"UNIT LEGALIZATION PER ORDINANCE 43-14. COMPLY WITH NOV 201467981. REBUILD IN KIND REAR DECK WITH PRESSURE-TREATED LUMBER. INSTALL CARBON MONOXIDE AND SMOKE DETECTOR ALRAM IN SLEEPING ROOM AND HALLWAY AT 1ST AND 2ND FL. INSTALL NEW KITCHEN AT 1ST FLOOR PER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","KCONNER",,,,"12 - South Central","11","Mission-San Jose Corridor","Excelsior","Excelsior","2019","Q1","2019_Q1","37.72794202","-122.426186","POINT (-122.426186 37.72794202)","90","9","1","7"
"Resident","3732087","457 TEHAMA ST","true","CONSTRUCTION","2018-02-07T00:00:00.000","1","1","0","0",,,,"2006.0123","Change of use from industrial warehouse to residential single family dwelling with remodel and expansion of building.","VERTICAL ADDITION IN BUILDING. CONVERT PROPERTY TO RESIDENTIAL. REMODEL EXISTING 2 STORIES. ADD 1 NEW STORY.","0","-6012","0","0","0","0","0","0","0","0","0","6012","0","-6012","0","0","0","0","0","0","0","0","0","0","0","JSPEIRS",,,,"9 - South of Market","6","Eastern Neighborhoods","South of Market","South of Market","2019","Q1","2019_Q1","37.77994431","-122.4055385","POINT (-122.4055385 37.77994431)","32","1","10","34"
"Resident","5384C013C","11 MADDUX AV","false","BP FILED","2015-05-08T00:00:00.000","2","1","0","0",,,,,,"(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NKWIATKO",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.73495193","-122.397981","POINT (-122.397981 37.73495193)","87","2","9","1"
"Resident","7277024","57 COUNTRY CLUB DR","true","BP ISSUED","2018-07-20T00:00:00.000","2","1","0","0",,,,,,"(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14 TO CLEAR VIOLATION #200853518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NKWIATKO",,,,"13 - Ingleside","7",,"Sunset/Parkside","Lakeshore","2019","Q1","2019_Q1","37.73017301","-122.4956427","POINT (-122.4956427 37.73017301)","43","10","8","35"
"Resident","4624031","HUNTERS VIEW","true","CONSTRUCTION","2017-03-31T00:00:00.000","107","107","106","106",,,"Rental","2007.0168","The proposed project would demolish the 267 affordable housing units in 50 buildings and construct about 668 affordable units, 6,400 sq. ft. of retail, 739 parking spaces in 66 buildings. Buildings would range from two to five-stories 20 to 50 feet in height. The project would be about 1,241,500 gsf in size.","TO ERECT 4 STORIES, 15 UNITS RESIDENTIAL BUILDING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DSANCHEZ",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.73518447","-122.3806299","POINT (-122.3806299 37.73518447)","86","2","9","1"
"Resident","4909003","1212 EGBERT AV","true","BP ISSUED","2017-11-30T00:00:00.000","2","2","0","0",,,,,,"COMPLIANCE WITH ORDINANCE NO. 155-13 NOT REQUIRED. EXCAVATION<50 CU.YD. ERECT 2 STORIES ONE SINGLE FAMILY DWELLING.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","CTOWNES",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview Hunters Point","Bayview","2019","Q1","2019_Q1","37.72091634","-122.3890056","POINT (-122.3890056 37.72091634)","88","2","9","1"
"Resident","2628035","301 UPPER TR","false","BP FILED","2015-03-20T00:00:00.000","2","2","0","0",,,,,,"(FRONT BLDG) ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","EJACKSON",,,,"6 - Buena Vista","8",,"Castro/Upper Market","Castro/Upper Market","2019","Q1","2019_Q1","37.7621021","-122.4455866","POINT (-122.4455866 37.7621021)","112","7","5","5"
"Resident","3577053","33 DEARBORN ST","true","BP APPROVED","2017-04-19T00:00:00.000","7","3","0","0",,,,"2015-007348PRJ","Converting an existing garage into three new dwelling units.","HORIZONTAL ADDITION AT 1ST FL AT REAR YARD & SIDE YARDS. ADD 3 (N) DWELLING UNITS IN (E) 1ST FL. GARAGE & STORAGE SPACE. EACH (N) UNIT TO BE STUDIO W/ 1(N) KITCHEN & 1(N) BATH.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SMENDRIN","Jorge Carbonell",,"4153363278","8 - Mission","8","Eastern Neighborhoods","Mission","Mission","2019","Q1","2019_Q1","37.76269942","-122.4227743","POINT (-122.4227743 37.76269942)","37","3","5","20"
"Mixres","0855016","1700 MARKET ST","true","CONSTRUCTION","2019-03-25T00:00:00.000","42","42","5","5","On-site BMR Project","90% AMI;","Ownership","2013.1179","43 unit,  8 story residential building with ground floor commerical.","CONSTRUCT (N) MIXED-USED BUILDING (APARTMENT & COMMERCIAL)","1753","-1647","0","0","0","0","0","0","0","0","0","0","0","0","3400","1753","-1647","0","0","0","0","0","0","0","0","TCHANG","Warner Schmalz","Warner Schmalz","415-252-7063","6 - Buena Vista","5","Market & Octavia","Hayes Valley","Western Addition","2019","Q1","2019_Q1","37.77295341","-122.4224471","POINT (-122.4224471 37.77295341)","26","4","11","9"
"Resident","1118003","930 BAKER ST","true","BP ISSUED","2017-08-25T00:00:00.000","4","2","0","0",,,,"2014.0398","Section 134 rear yard variance for placement of garage in rear yard fronting St. Joseph's. Add to new units to existing 2 unit building","HORIZONTL EXPANSION. ADDITION OF 2 UNITS BELOW (E) STRUCTURE & EXPANSION RECONFIGURE INTERIOR LAYOUTS, NEW WINDOWS & DOORS ATFACADE, NEW ELECTRIAL, NEW PLUMBING, NEW ROOF DECK, LANDSCAPING, NEW GARAGE STRUCTURE @ ST JOESPH'S AVE SIDE. Arch/MEP/Sprinklers","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SLAI","Ernie Selander","Ernie Selander","415-385-4339","5 - Western Addition","2","Downtown-Van Ness-Geary","Lone Mountain/USF","Western Addition","2019","Q1","2019_Q1","37.77989749","-122.4414006","POINT (-122.4414006 37.77989749)","13","7","6","18"
