"a_employee_number","e_eeo_function","e_marital_status","e_gender","e_eeo_race","e_eeo_part_full_t","e_activity_status","e_inactive_date","e_terminated_code","e_terminated_date","a_bargain_primary","a_org_primary","a_project_primary","a_location_primary","a_location_p_desc","a_location_p_short","a_job_code_primary","a_job_class_descsh","a_job_class_desc","e_status","status_long_descriptor","e_hire_date","e_permanent_date","e_service_date","e_work_location","a_object_primary","e_orig_hire_date","e_adv_del","prem_white","prem_hawaiian","prem_black","prem_asian","prem_hispanic","prem_amerind"
"36","15","Single","Female","Black","F","Inactive","2019-12-19T00:00:00.000","100","2019-12-14T00:00:00.000","4000","01251051",,"25","COMMUNITY SERVICES","COMM SRV","4037","COM SVC DR","COMMUNITY SERVICES DIRECTOR","1","Full Time Permanent","2006-07-26T00:00:00.000","1995-06-01T00:00:00.000","1995-06-01T00:00:00.000","250","400001","1995-06-01T00:00:00.000","E","N","N","N","N","N","N"
"40","15","Single","Female","Black","T","Inactive","2020-08-17T00:00:00.000","400","2020-04-16T00:00:00.000","1500","01193021",,"19","POLICE","POLICE","1700","ADMIN ST I","ADMN STUDENT INTERN G/IIB","10","Part Time <780 Hours","2000-11-27T00:00:00.000",,"2000-11-27T00:00:00.000","190","400006","2000-11-27T00:00:00.000","E","N","N","N","N","N","N"
"47","15","Single","Male","Black","F","Inactive","2016-11-17T00:00:00.000","500","2016-11-18T00:00:00.000","2000","01261017",,"26","INFORMATION TECHNOLOGY","IT","2330","NET&SYS SP","NETWORK & SYSTEMS SPEC II","1","Full Time Permanent","2000-07-01T00:00:00.000","1997-03-03T00:00:00.000","1997-03-03T00:00:00.000","260","400002","1997-03-03T00:00:00.000","E","N","N","N","N","N","N"
"48","15","Married","Male","Hispanic","F","Active",,,,"2000","01197021",,"19","POLICE","POLICE","2540","SYS ADMIN","SYSTEMS ADMINISTRATOR","1","Full Time Permanent","2013-11-11T00:00:00.000","2014-05-11T00:00:00.000","1991-04-02T00:00:00.000","190","400002","2001-04-02T00:00:00.000","E","N","N","N","N","N","N"
"50","15","Married","Male","Black","F","Active",,,,"1000","01262117",,"26","INFORMATION TECHNOLOGY","IT","1369","TELE/RD SP","TELEPHONE RADIO SPECIALIST","1","Full Time Permanent","2001-04-10T00:00:00.000","2001-04-10T00:00:00.000","2001-04-10T00:00:00.000","260","400003","2001-04-10T00:00:00.000","E","N","N","N","N","N","N"
"51","15","Married","Female","Caucasian","F","Active",,,,"4000","01261017",,"26","INFORMATION TECHNOLOGY","IT","4145","IT DIR","INFORMATION TECHNOLOGY DIR","1","Full Time Permanent","2005-12-07T00:00:00.000","1991-12-02T00:00:00.000","1983-07-01T00:00:00.000","260","400001","1991-12-02T00:00:00.000","E","N","N","N","N","N","N"
"54","15","Single","Female","Hispanic","F","Inactive","2009-12-30T00:00:00.000","100","2009-12-31T00:00:00.000","1000","50261017",,"26","INFORMATION TECHNOLOGY","IT","1246","IT ASST","INFORMATION TECHNOLOGY ASST","1","Full Time Permanent","2008-08-21T00:00:00.000","2009-08-21T00:00:00.000","2008-08-21T00:00:00.000","260","400003","1999-12-27T00:00:00.000",,"N","N","N","N","N","N"
"55","15","Single","Male","Caucasian","F","Active",,,,"2000","01262417",,"26","INFORMATION TECHNOLOGY","IT","2515","SEN PRG AN","SENIOR PROGRAMMER ANALYST","1","Full Time Permanent","2004-11-01T00:00:00.000","1993-12-20T00:00:00.000","1988-02-20T00:00:00.000","260","400002","1993-12-20T00:00:00.000","E","N","N","N","N","N","N"
"58","15","Single","Female","Caucasian","F","Inactive","2010-08-31T00:00:00.000","100","2010-09-01T00:00:00.000","2000","50261017",,"26","INFORMATION TECHNOLOGY","IT","2548","WEB COOR","WEB COORDINATOR","1","Full Time Permanent","2009-04-01T00:00:00.000","2009-09-01T00:00:00.000","1989-11-03T00:00:00.000","260","400002","1999-11-03T00:00:00.000","P","N","N","N","N","N","N"
"61","15","Married","Male","Caucasian","F","Inactive","2010-01-07T00:00:00.000","100","2010-01-07T00:00:00.000","1000","50262117",,"26","INFORMATION TECHNOLOGY","IT","1369","TELE/RD SP","TELEPHONE RADIO SPECIALIST","1","Full Time Permanent","1997-11-05T00:00:00.000","1986-05-05T00:00:00.000","1986-05-05T00:00:00.000","260","400003","1986-05-05T00:00:00.000",,"N","N","N","N","N","N"
"62","15","Married","Male","Caucasian","F","Inactive","2017-08-31T00:00:00.000","100","2017-09-01T00:00:00.000","2000","01262917",,"26","INFORMATION TECHNOLOGY","IT","2315","MIC SUPII","MICROCOMPUTER SUP SPEC II","1","Full Time Permanent","1999-07-01T00:00:00.000","1995-11-15T00:00:00.000","1999-07-01T00:00:00.000","260","400002","1995-11-15T00:00:00.000","P","N","N","N","N","N","N"
"64","15","Single","Female","Black","F","Inactive","2015-02-27T00:00:00.000","100","2015-02-28T00:00:00.000","4000","01141013",,"14","CITY CLERK","CITY CLERK","4020","CTY CLERK","CITY CLERK","1","Full Time Permanent","1999-12-14T00:00:00.000","1985-11-11T00:00:00.000","1989-06-01T00:00:00.000","140","400001","1985-11-11T00:00:00.000","E","N","N","N","N","N","N"
"68","03","Married","Female","Hispanic","F","Inactive","2012-07-10T00:00:00.000","600","2012-07-11T00:00:00.000","2000","50182216",,"18","HUMAN RESOURCES MANAGEMENT","HRM","2495","SEN BEN AN","SR EMPLOYEE BENEFITS ANLYST","1","Full Time Permanent","2007-04-04T00:00:00.000","1995-08-21T00:00:00.000","1985-08-21T00:00:00.000","180","400002","1995-08-21T00:00:00.000",,"N","N","N","N","N","N"
"71","15","Single","Male","Black","F","Inactive","2021-02-24T00:00:00.000","100","2021-01-15T00:00:00.000","4000","01151014",,"15","CITY ATTORNEY","CITY ATTY","4140","SR AS CT A","SENIOR ASSISTANT CITY ATTORNEY","1","Full Time Permanent","1981-08-01T00:00:00.000",,"1977-01-01T00:00:00.000","150","400001","1981-08-01T00:00:00.000","E","N","N","N","N","N","N"
"73","15","Married","Female","Hispanic","F","Active",,,,"1000","01171115",,"17","FINANCE","FINANCE","1200","EXE SEC II","EXECUTIVE SECRETARY II","1","Full Time Permanent","2020-02-10T00:00:00.000","1989-11-06T00:00:00.000","1995-11-13T00:00:00.000","170","400003","1989-11-06T00:00:00.000","E","N","N","N","N","N","N"
"74","15","Single","Female","Black","F","Inactive","2013-07-04T00:00:00.000","400","2013-07-05T00:00:00.000","8000","01151014",,"15","CITY ATTORNEY","CITY ATTY","8456","LAW OFF SU","LAW OFFICE SUPERVISOR","12","PERS Retiree <960 Hours","2009-04-01T00:00:00.000",,,"150","400006","1996-05-13T00:00:00.000","E","N","N","N","N","N","N"
"81","06","Single","Male","Hispanic","F","Active",,,,"2000","01177015",,"17","FINANCE","FINANCE","2000","ACC MNGR","ACCOUNTING MANAGER","1","Full Time Permanent","2019-05-01T00:00:00.000","1993-05-17T00:00:00.000","1996-06-03T00:00:00.000","170","400002","1993-05-17T00:00:00.000","E","N","N","N","N","Y","N"
"85","01","Single","Female","Black","F","Inactive","2020-12-15T00:00:00.000","100","2020-02-08T00:00:00.000","1000","01177015",,"17","FINANCE","FINANCE","1070","BUS LIC SP","BUSINESS LICENSE SPECIALIST","1","Full Time Permanent","2000-11-24T00:00:00.000","1997-05-12T00:00:00.000","1997-05-12T00:00:00.000","170","400003","1997-05-12T00:00:00.000","E","N","N","N","N","N","N"
"86","01","Married","Female","Asian","F","Inactive","2016-12-30T00:00:00.000","100","2016-12-31T00:00:00.000","2000","01172015",,"17","FINANCE","FINANCE","2000","ACC MNGR","ACCOUNTING MANAGER","1","Full Time Permanent","2015-06-01T00:00:00.000","2001-03-01T00:00:00.000","2001-03-01T00:00:00.000","170","400002","2001-03-01T00:00:00.000","E","N","N","N","N","N","N"
"87","01","Single","Female","Hispanic","F","Inactive","2015-12-30T00:00:00.000","100","2015-12-31T00:00:00.000","1000","01178015",,"17","FINANCE","FINANCE","1076","BYR II","BUYER II","1","Full Time Permanent","2006-03-21T00:00:00.000","1990-02-20T00:00:00.000","1990-02-20T00:00:00.000","170","400003","1990-02-20T00:00:00.000","E","N","N","N","N","N","N"
"88","01","Single","Female","Black","F","Inactive","2009-12-30T00:00:00.000","100","2009-12-31T00:00:00.000","1000","01177015",,"17","FINANCE","FINANCE","1070","BUS LIC SP","BUSINESS LICENSE SPECIALIST","1","Full Time Permanent","1984-11-07T00:00:00.000","1979-09-17T00:00:00.000","1979-09-17T00:00:00.000","170","400003","1979-09-17T00:00:00.000",,"N","N","N","N","N","N"
"90","01","Married","Male","Caucasian","F","Inactive","2010-01-07T00:00:00.000","100","2010-01-07T00:00:00.000","2000","01178015",,"17","FINANCE","FINANCE","2480","SEN BUYER","SENIOR BUYER","1","Full Time Permanent","2005-12-01T00:00:00.000","2001-01-16T00:00:00.000","2005-10-03T00:00:00.000","170","400002","2001-01-16T00:00:00.000",,"N","N","N","N","N","N"
"92","01","Single","Female","Black","F","Inactive","2009-12-30T00:00:00.000","100","2009-12-31T00:00:00.000","1000","01177015",,"17","FINANCE","FINANCE","1005","ACCNT II","ACCOUNTANT II","1","Full Time Permanent","2007-11-01T00:00:00.000","1982-01-11T00:00:00.000","1982-01-11T00:00:00.000","170","400003","1982-01-11T00:00:00.000",,"N","N","N","N","N","N"
"95","14","Married","Female","Asian","T","Inactive","2013-06-29T00:00:00.000","400","2013-06-30T00:00:00.000","8000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","8001","ACCNT II","ACCOUNTANT II","12","PERS Retiree <960 Hours","2008-10-27T00:00:00.000",,"2008-10-27T00:00:00.000","270","400006",,"E","N","N","N","N","N","N"
"96","01","Married","Female","Black","F","Active",,,,"1000","01176015",,"17","FINANCE","FINANCE","1005","ACCNT II","ACCOUNTANT II","1","Full Time Permanent","2006-09-26T00:00:00.000","1991-01-07T00:00:00.000","1991-01-07T00:00:00.000","170","400003","1991-01-07T00:00:00.000","E","N","N","N","N","N","N"
"97","01","Married","Female","Black","F","Active",,,,"4000","01171115",,"17","FINANCE","FINANCE","4010","BD&FN AG D","BUD&FINANCIAL SERV AGENCY DIR","1","Full Time Permanent","2015-03-16T00:00:00.000","2014-08-13T00:00:00.000","1999-09-12T00:00:00.000","170","400001","2000-10-16T00:00:00.000","E","N","N","Y","N","N","N"
"100","01","Married","Female","Asian","F","Inactive","2017-06-30T00:00:00.000","100","2017-07-01T00:00:00.000","2000","01175715",,"17","FINANCE","FINANCE","2000","ACC MNGR","ACCOUNTING MANAGER","1","Full Time Permanent","2005-11-01T00:00:00.000","1997-01-22T00:00:00.000","1997-01-22T00:00:00.000","170","400002","1997-01-22T00:00:00.000","E","N","N","N","N","N","N"
"105","10","Single","Male","Black","T","Inactive","2012-12-31T00:00:00.000",,"2013-01-01T00:00:00.000","8000","71101061",,"30","COMMUNITY & ECONOMIC DEPARTMEN","CED","8426","COM FIN MN","COMM & ECON DEVEL FIN MNGR","12","PERS Retiree <960 Hours","2007-04-03T00:00:00.000",,"1989-10-25T00:00:00.000","300","400006","1999-10-25T00:00:00.000","E","N","N","N","N","N","N"
"111","01","Single","Female","Black","F","Inactive","2010-01-07T00:00:00.000","100","2010-01-07T00:00:00.000","1000","01175615",,"17","FINANCE","FINANCE","1005","ACCNT II","ACCOUNTANT II","1","Full Time Permanent","2000-07-01T00:00:00.000","1983-11-01T00:00:00.000","1983-11-01T00:00:00.000","170","400003","1983-11-01T00:00:00.000",,"N","N","N","N","N","N"
"113","06","Married","Female","Hispanic","P","Active",,,,"1000","01241055",,"24","LIBRARY","LIBRARY","1317","OFF AST II","OFFICE ASSISTANT II","1","Full Time Permanent","2006-09-01T00:00:00.000","2007-03-01T00:00:00.000","1990-03-10T00:00:00.000","240","400003","1989-06-12T00:00:00.000","E","N","N","N","N","N","N"
"114","14","Single","Female","Black","F","Inactive","2020-07-29T00:00:00.000","100","2020-07-16T00:00:00.000","4000","01181016",,"18","HUMAN RESOURCES MANAGEMENT","HRM","4085","LBR REL/TR","LABOR RELATIONS/TRAINING MGR","1","Full Time Permanent","2017-01-01T00:00:00.000","1996-01-03T00:00:00.000","1993-11-03T00:00:00.000","180","400001","1995-01-03T00:00:00.000","E","N","N","Y","N","N","N"
"117","03","Single","Female","Caucasian","T","Inactive","2012-12-20T00:00:00.000","400","2012-12-21T00:00:00.000","8000","01181016",,"18","HUMAN RESOURCES MANAGEMENT","HRM","8956","ADMIN SECT","ADMINISTRATIVE SECRETARY","12","PERS Retiree <960 Hours","2005-07-02T00:00:00.000",,"1974-05-02T00:00:00.000","180","400006","1974-05-02T00:00:00.000","E","N","N","N","N","N","N"
"118","14","Single","Female","Hispanic","T","Inactive","2012-12-21T00:00:00.000","400","2012-12-22T00:00:00.000","8000","01181016",,"18","HUMAN RESOURCES MANAGEMENT","HRM","8044","HR TEC I","HUMAN RESOUCES TECHNICIAN III","12","PERS Retiree <960 Hours","2006-05-01T00:00:00.000","1974-09-24T00:00:00.000","1975-05-07T00:00:00.000","180","400006","1974-09-24T00:00:00.000","E","N","N","N","N","N","N"
"119","03","Married","Male","Caucasian","F","Inactive","2011-12-30T00:00:00.000","100","2011-12-31T00:00:00.000","4000","01181016",,"18","HUMAN RESOURCES MANAGEMENT","HRM","4075","HUM RES OF","HR PERSONNEL OFFICER","1","Full Time Permanent","2005-09-15T00:00:00.000","1999-11-08T00:00:00.000","1989-11-08T00:00:00.000","180","400001","1999-11-08T00:00:00.000",,"N","N","N","N","N","N"
"121","14","Single","Male","Caucasian","F","Inactive","2012-06-29T00:00:00.000","400","2012-06-30T00:00:00.000","8000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","8029","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","12","PERS Retiree <960 Hours","2004-07-01T00:00:00.000","1985-06-24T00:00:00.000","1986-04-06T00:00:00.000","270","400006","1985-06-24T00:00:00.000","P","N","N","N","N","N","N"
"123","03","Single","Male","Black","T","Inactive","2010-10-28T00:00:00.000","400","2010-10-29T00:00:00.000","8000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","8497","SR EMP PR","SENIOR EMPLOYMENT PGM SPEC","12","PERS Retiree <960 Hours","2007-05-21T00:00:00.000",,"1985-06-24T00:00:00.000","270","400008","1985-06-24T00:00:00.000",,"N","N","N","N","N","N"
"130","10","Married","Female","Black","F","Active",,,,"2000","12031063",,"33","HOUSING DEPARTMENT COR","HS DEP COR","2466","SEN ADM AN","SENIOR ADMINISTRATIVE ANALYST","1","Full Time Permanent","2009-03-07T00:00:00.000","2009-09-07T00:00:00.000","1996-05-13T00:00:00.000","300","400002","1996-05-13T00:00:00.000","E","N","N","N","N","N","N"
"135","10","Single","Female","Black","F","Inactive","2014-10-20T00:00:00.000","100","2014-10-21T00:00:00.000","1000","40864181",,"26","INFORMATION TECHNOLOGY","IT","1319","OFFCE SPEC","OFFICE SPECIALIST","1","Full Time Permanent","1999-11-22T00:00:00.000","1995-12-19T00:00:00.000","1997-06-24T00:00:00.000","340","400003","1995-12-19T00:00:00.000","E","N","N","N","N","N","N"
"136","15","Single","Female","Black","F","Inactive","2009-12-15T00:00:00.000","300","2009-12-15T00:00:00.000","2000","01211013",,"21","OFFICE OF NEIGHBORHOOD SAFETY","ONS","2340","OPRTNS ADM","OPERATIONS ADMINISTRATOR","1","Full Time Permanent","2008-02-14T00:00:00.000","2009-02-14T00:00:00.000","2007-10-16T00:00:00.000","130","400002","2007-10-16T00:00:00.000",,"N","N","N","N","N","N"
"139","15","Single","Male","Black","F","Inactive","2011-12-16T00:00:00.000","100","2011-12-17T00:00:00.000","1000","01243055",,"24","LIBRARY","LIBRARY","1265","LRN C M II","LEARNING CENTER MANAGER II","1","Full Time Permanent","2001-07-01T00:00:00.000","1991-09-09T00:00:00.000","1992-02-09T00:00:00.000","240","400003","1991-09-09T00:00:00.000",,"N","N","N","N","N","N"
"141","15","Married","Female","Black","P","Inactive","2011-10-03T00:00:00.000","600","2011-10-04T00:00:00.000","1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1200","EXE SEC II","EXECUTIVE SECRETARY II","1","Full Time Permanent","2007-08-01T00:00:00.000","2001-06-29T00:00:00.000","1994-06-19T00:00:00.000","270","400003","1994-03-21T00:00:00.000",,"N","N","N","N","N","N"
"144","01","Single","Female","Caucasian","F","Inactive","2013-06-29T00:00:00.000","100","2013-06-30T00:00:00.000","1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","8002","ACC AST II","ACCOUNTING ASSISTANT II","1","Full Time Permanent","2008-07-01T00:00:00.000","2009-01-01T00:00:00.000","1999-03-15T00:00:00.000","270","400003","1999-03-15T00:00:00.000","E","N","N","N","N","N","N"
"150","14","Single","Female","Black","P","Inactive","2021-01-22T00:00:00.000","900","2021-01-15T00:00:00.000","1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1165","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","1","Full Time Permanent","2006-09-01T00:00:00.000","2002-09-01T00:00:00.000","2000-03-01T00:00:00.000","270","400003","2000-03-01T00:00:00.000","E","N","N","N","N","N","N"
"151","03","Single","Female","Caucasian","T","Inactive","2009-06-03T00:00:00.000",,,"8000","40181080",,"28","PORT","PORT","8956","ADMIN SECT","ADMINISTRATIVE SECRETARY","12","PERS Retiree <960 Hours","2005-03-28T00:00:00.000",,"1970-03-17T00:00:00.000","280","400008","1970-03-17T00:00:00.000",,"N","N","N","N","N","N"
"155","14","Married","Male","Asian","F","Active",,,,"1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1165","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","1","Full Time Permanent","2008-07-01T00:00:00.000","2003-01-26T00:00:00.000","2000-09-05T00:00:00.000","270","400003","1990-03-05T00:00:00.000","E","N","N","N","N","N","N"
"157","03","Single","Female","Caucasian","F","Inactive","2012-05-16T00:00:00.000","600","2012-05-17T00:00:00.000","2000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","2545","WRK PR COO","WORKFORCE PROGRAM COORDINATOR","1","Full Time Permanent","2007-04-04T00:00:00.000","1999-03-17T00:00:00.000","1999-03-17T00:00:00.000","270","400002","1999-03-17T00:00:00.000","P","N","N","N","N","N","N"
"158","14","Single","Female","Black","F","Inactive","2010-04-14T00:00:00.000","100","2010-04-15T00:00:00.000","1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1165","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","1","Full Time Permanent","1999-07-21T00:00:00.000","2002-07-21T00:00:00.000","1999-07-21T00:00:00.000","270","400003","1999-07-21T00:00:00.000","P","N","N","N","N","N","N"
"161","14","Married","Male","Black","F","Active",,,,"1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1165","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","1","Full Time Permanent","2002-01-24T00:00:00.000","2002-07-24T00:00:00.000","2000-01-24T00:00:00.000","270","400003","1990-11-05T00:00:00.000","E","N","N","N","N","N","N"
"163","03","Single","Female","Hispanic","F","Active",,,,"2000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","2255","FIN MANAGE","FINANCE MANAGER","1","Full Time Permanent","2013-07-01T00:00:00.000","2001-06-01T00:00:00.000","1986-07-08T00:00:00.000","270","400002","1996-07-08T00:00:00.000","E","N","N","N","N","N","N"
"167","09","Single","Female","Hispanic","F","Inactive","2009-12-30T00:00:00.000","100","2009-12-31T00:00:00.000","1000","81112091",,"34","RICHMOND HSING AUTHORITY(RHA)","RHA","1317","OFF AST II","OFFICE ASSISTANT II","1","Full Time Permanent","2004-05-24T00:00:00.000","1993-10-25T00:00:00.000","1993-10-25T00:00:00.000","310","400003","1993-10-25T00:00:00.000","P","N","N","N","N","N","N"
"168","14","Married","Female","Black","P","Inactive","2013-07-08T00:00:00.000","700","2013-07-09T00:00:00.000","1000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","1165","EMP PG SP","EMPLOYMENT PGM SPECIALIST II","4","F.T.S. Probationary","2005-09-01T00:00:00.000","2007-09-01T00:00:00.000","2000-01-27T00:00:00.000","270","400003","2000-01-27T00:00:00.000","E","N","N","N","N","N","N"
"169","01","Single","Female","Caucasian","F","Inactive","2016-02-11T00:00:00.000","700","2016-02-12T00:00:00.000","1000","01175715",,"17","FINANCE","FINANCE","1005","ACCNT II","ACCOUNTANT II","1","Full Time Permanent","1998-02-16T00:00:00.000","2002-07-01T00:00:00.000","1995-09-24T00:00:00.000","170","400003","1994-11-16T00:00:00.000","E","N","N","N","N","N","N"
"171","03","Married","Male","Black","F","Inactive","2010-02-28T00:00:00.000","100","2010-03-01T00:00:00.000","2000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","2500","SR EMP PR","SENIOR EMPLOYMENT PGM SPEC","1","Full Time Permanent","2007-05-01T00:00:00.000","1997-08-04T00:00:00.000","1997-08-04T00:00:00.000","270","400002","1997-08-04T00:00:00.000",,"N","N","N","N","N","N"
"175","03","Married","Male","Hispanic","F","Inactive","2021-02-24T00:00:00.000","100","2021-01-30T00:00:00.000","4000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","4092","LIB&COMMSV","LIBRARY/COMMUNITY SERVICES DIR","1","Full Time Permanent","2020-01-21T00:00:00.000","1985-06-24T00:00:00.000","1985-06-24T00:00:00.000","270","400001","1985-06-24T00:00:00.000","E","N","N","N","N","Y","N"
"177","03","Married","Female","Hispanic","F","Active",,,,"2000","12579541",,"27","EMPLOYMENT AND TRAINING","EMPL & TRN","2400","PRO COORD","PROJECT COORDINATOR","5","Full Time Grant Funded","2009-04-10T00:00:00.000","2009-10-10T00:00:00.000","1998-08-17T00:00:00.000","270","400002","1998-08-17T00:00:00.000","E","N","N","N","N","N","N"
"179","15","Single","Male","Black","P","Inactive","2015-01-30T00:00:00.000","100","2015-01-31T00:00:00.000","1000","01243055",,"24","LIBRARY","LIBRARY","1379","VOL TUTR L","VOL TUTOR / LEARNER COORDINATR","1","Full Time Permanent","2004-02-17T00:00:00.000","1999-10-04T00:00:00.000","1999-11-20T00:00:00.000","240","400003","1999-10-04T00:00:00.000","E","N","N","N","N","N","N"
