"application_number","form_version","form_pdf","application_status","application_nickname","filing_window","applicant_name","billed_entity_address","billed_entity_city","billed_entity_state","billed_entity_zip_code","billed_entity_zip_code_ext","billed_entity_number","fcc_registration_number","applicant_type","applicant_subtype","contact_name","contact_phone","contact_email","consulting_firm","total_student_count","urban_rural_status","selected_members_entity_data","total_count_of_selected_members","unmet_student_needs_1","unmet_student_needs_2","unmet_student_needs_3","unmet_student_needs_4","unmet_student_needs_5","unmet_student_needs_6","unmet_student_needs_7","unmet_student_needs_8","unmet_student_needs_9","unmet_student_needs_10","unmet_student_needs_11","unmet_student_needs_12","total_funding_commitment_request_amount","certified_datetime","window_status","last_updated_datetime","funding_request_number","funding_request_status","funding_request_nickname","service_type","agreement_contract_type","service_provider_name","service_provider_identification_number","service_start_date","service_end_date","invoicing_method","new_construction_self_provisioned_network","funding_request_narrative","frn_recurring_charges","frn_one_time_charges","frn_total_charges","frn_approved_amount","recipients_of_service_entity_data","frn_total_count_of_recipients_of_service","invoice_deadline_date","service_delivery_date","obligation_file","fcdl_date","fcdl_comment_for_frn","frn_authorized_disbursement","frn_line_id","product_type","product_make","product_model","connection_type","bandwidth_download","bandwidth_upload","firewall_included","network_equipment_type","network_equipment_make_model","monthly_recurring_unit_cost","monthly_quantity","line_id_months_of_service","line_total_recurring_costs","one_time_unit_cost","one_time_unit_quantity","line_total_one_time_costs","line_total_cost"
"ECF202105682","Current",,"Committed","laptops/hot spots","ECF Window 1","SHELL KNOB SCHOOL DIST 78","24400 STATE HIGHWAY 39","SHELL KNOB","MO","65747",,"137511","0007169543","School District","Public School District","Shelly Fransen","417-858-6743 Ext. 235","shellknobschool@shellknob78.com","{FRED NORMAN|17000231},{E2E EXCHANGE, LLC|16043595}","151","Rural",,,"40","60","40","20","0","0","151","151","151","20","0","20","19909.21","2021-07-30T14:02:17.000","In Window","2021-09-24T12:35:02.000","ECF2190006444","Funded","shell knob","Services","Non-Contracted","T-MOBILE USA INC",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","9 months of hot spot internet access","4363.2","0","4363.2","4363.2",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as submitted","0","1",,,,"Mobile Broadband","4000","4000","No",,,"16.16","30","9","4363.2","0","0","0","4363.2"
"ECF202104463","Current",,"Committed","FY 22 ECF Bus Wifi","ECF Window 1","RANDOLPH CENTRAL SCHOOL DIST","18 MAIN ST","RANDOLPH","NY","14772","1112","125051","0009495854","School District","Public School District","Mike Frame","716-358-6161","mframe@randolphcsd.org","{ERIE 1 BOCES E-RATE CONSULTANTS|16079721}","905","Rural",,,"350","232","163","350","210","148","0","210","0","0","0","0","110620.4","2021-07-29T10:15:48.000","In Window","2022-01-19T15:24:43.000","ECF2190005213","Funded","Bus Wi-Fi Equipment","Equipment","Contract","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"With being a rural school district, we have many areas of our district that have limited or no broadband access at home.  We selected a system that allows for multiple carriers simultaneously as we have geographical areas where one carrier works and another doesn’t, just a few miles down the road it will be the opposite carrier.  For students who may not have access to Wi-Fi at home, Wi-Fi on the bus allows us to extend the classroom environment as if they never left their desks, allowing them to work on homework while traveling. If we become in the situation where we were in about a year ago, we would be able to strategically position buses throughout our district to provide hot spot areas for those underserved students.","0","76191.32","76191.32","76191.32",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","65317.56","4","Taxes and Reasonable Charges","Shipping Charges","-",,,,,,,"0","0","0","0","425","1","425","425"
"ECF202105939","Current",,"Committed","StPaulDiocJrSr-ECF-2021","ECF Window 1","ST PAUL DIOCESAN JR SR HIGH SCHOOL","144 GRANITE ST","WORCESTER","MA","01604","4501","716","0020674396","School","Private School","Nichole Oneal","888-416-8389","noneal@ocerate.com","{ONEAL CONSULTING|16024811}","510","Urban",,,"30","30","30","30","30","30","30","30","30","0","0","0","14430.3","2021-08-02T17:08:00.000","In Window","2021-11-17T11:49:10.000","ECF2190007381","Funded","Insight","Equipment","Contract","INSIGHT PUBLIC SECTOR INC","143030052","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Purchase of 30 HP Chromebooks","0","7230.3","7230.3","7230.3",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","Approved as Submitted.","6756.3","2","Taxes and Reasonable Charges","Freight","Freight",,,,,,,"0","0","0","0","474","1","474","474"
"ECF202105939","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/214195/ECF202105939/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202105939_CERTIFIED.pdf","Certified","StPaulDiocJrSr-ECF-2021","ECF Window 1","ST PAUL DIOCESAN JR SR HIGH SCHOOL","144 GRANITE ST","WORCESTER","MA","01604","4501","716","0020674396","School","Private School","Nichole Oneal","888-416-8389","noneal@ocerate.com","{ONEAL CONSULTING|16024811}","510","Urban",,,"30","30","30","30","30","30","30","30","30","0","0","0","14430.3","2021-08-02T17:08:00.000","In Window","2021-08-02T17:08:02.000","ECF2190007381","Pending","Insight","Equipment","Contract","INSIGHT PUBLIC SECTOR INC","143030052","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Purchase of 30 HP Chromebooks","0","7230.3","7230.3",,,,,,,,,,"2","Taxes and Reasonable Charges","Freight","Freight",,,,,,,"0","0","0","0","474","1","474","474"
"ECF202101797","Current",,"Committed","Aurora Central Catholic High School Laptops FY 2021","ECF Window 1","AURORA CENTRAL CATHOLIC HIGH SCHOOL","1255 N. EDGELAWN DR.","AURORA","IL","60506",,"17025158","0030180889","School","Private School","Darsey Carnal","888-277-8256","darsey@adtecerate.com","{ADTEC-ADMINISTRATIVE AND TECHNICAL CONSULTING|16024741}","488","Urban",,,"268","49","49","0","0","0","180","0","0","0","49","0","69620","2021-07-08T13:41:50.000","In Window","2021-09-24T12:35:02.000","ECF2190001779","Funded","Acer laptops","Equipment","Non-Contracted","ARCHANGEL TABLETS LLC","143052419","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"These are laptops that will be supplied to students for off campus learning activities.","0","66420","66420","66420",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","1","2021-09-24T00:00:00.000","An FRN Service Being Purchased was changed from CONTRACT to NON-CONTRACT in accordance with a RAL request submitted by the applicant.","66420","1","Laptops","Acer","Travelmate SPIN B3",,,,,,,"0","0","0","0","369","180","66420","66420"
"ECF202106205","Current",,"Committed","16064065 - RALEIGH COUNTY COMMUNITY ACTION ASSOCIATION 2021 ECF","ECF Window 1","RALEIGH COUNTY COMMUNITY ACTION ASSOCIATION","111 WILLOW LANE","BECKLEY","WV","25801",,"16064065","0025780412","School District","Private School District","KATHERINE WEISS","732-946-8300","kweiss@erategroup.com","{E RATE SOLUTIONS GROUP INC|16043598}","316","Urban",,,"319","319","319","0","0","0","319","319","319","0","0","0","662253.46","2021-08-03T09:36:53.000","In Window","2022-01-19T15:24:43.000","ECF2190007274","Funded","Cost Cutters Data","Services","Non-Contracted","THE COST CUTTERS","143035668","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","Data Plans","429557.04","0","429557.04","429557.04",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","Approved as submitted.","0","1",,,,"Mobile Broadband","10","10","No",,,"99.99","358","12","429557.04","0","0","0","429557.04"
"ECF202111136","Current",,"Committed","FY2021 ECF Application","ECF Window 1","SOUTH RANGE LOCAL SCHOOLS","11300 COLUMBIANA-CANFIELD RD.","CANFIELD","OH","44406",,"129619","0013989868","School District","Public School District","Dean Pagnotta","330-549-5226 Ext. 39321","dpagnotta@southrange.org",,"1295","Rural",,,"194","0","0","194","6","0","194","0","0","169","6","0","64689.3","2021-08-11T15:08:22.000","In Window","2021-10-12T13:21:16.000","ECF2190016236","Funded","FY2021 Chromebooks","Equipment","Contract","SAFARI MICRO, INC.","143017744","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Chromebooks for student 1:1 to use for remote learning.","0","64689.3","64689.3","64689.3",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","64689.3","1","Laptops","HP","Chromebook 11MK G9",,,,,,,"0","0","0","0","333.45","194","64689.3","64689.3"
"ECF202105645","Current",,"Committed","Bourgade ECF 2021","ECF Window 1","BOURGADE CATHOLIC HIGH SCHOOL","4602 N 31ST AVE","PHOENIX","AZ","85017","3407","97127","0013585609","School","Private School","Dawn Palermo","602-799-2639","info@nexuserateservices.com","{NEXUS E-RATE SERVICES, LLC |17027114}","376","Urban",,,"0","90","0","102","31","133","110","40","150","0","0","0","59439.86","2021-08-02T19:09:44.000","In Window","2021-10-12T13:21:16.000","ECF2190006355","Funded","Kajeet SmartBus 900 Mobile Router","Equipment","Non-Contracted","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"Kajeet SmartBus 900 Ruggedized Mobile Router
MFG:SB900
Qty: 4 $869.97 Sales Price
SmartBus Har Installation Kit
MFG:SBHARD
Qty: 4 $179.97

Tax: $361.18
Telecom Admin: $163.66
Shipping: $50.00

Total: $4,774.60 Equipment Cost","0","4774.6","4774.6","4774.6",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","MR1: FRN Line Item #1 was for both Routers and Taxes and Reasonable Charges and was split to agree with the applicant documentation. The new FRN Line Item # for Installation Kits is Line Item #2 for the amount of $719.88, the new FRN Line Item # for Taxes is Line Item #3 for the amount of $361.18, the new FRN Line Item # for Telecom fees is Line Item #4 for the amount of $163.66, The new FRN Line Item # for Shipping is Line Item #5 for the amount of $50.00. The product or service remaining in the original FRN Line Item # is Modem/Router for the amount of $3,479.88.MR2: The invoicing method has been changed from Applicant Invoicing (BEAR) to Service Provider Invoicing (SPI) in accordance with a RAL request.","4249.76","4","Taxes and Reasonable Charges","Telecom fees","fees",,,,,,,"0.01","0","0","0","163.66","1","163.66","163.66"
"ECF202112806","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/350612/ECF202112806/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202112806_CERTIFIED.pdf","Certified","Ocean View FY2021- Hotspots, Chromebooks, iPads- Revised","ECF Window 1","OCEAN VIEW SCHOOL DIST","4200 OLDS ROAD","OXNARD","CA","93033","6864","143816","0012028064","School District","Public School District","Tiffany Collins","661-716-1840","tcollins@infinitycomm.com","{INFINITY COMMUNICATIONS & CONSULTING|16043605}","2701","Urban",,,"1507","359","359","2379","476","476","177","300","300","0","0","0","316952.12","2021-08-12T17:48:01.000","In Window","2021-08-12T17:48:05.000","ECF2190019585","Pending","Ipad Tablet (Leased Qty 600)","Equipment","Contract","APPLE EDUCATIONAL SERVICES","143030194","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Ipad Tablets- Leased (Qty 600)","0","59814","59814",,,,,,,,,,"1","Tablets","Apple","10.2 Inch iPad Wi Fi 32GB / MYLA2LL/A",,,,,,,"0","0","0","0","96.76","600","58056","58056"
"ECF222119727","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/17029093/ECF222119727/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF222119727_CERTIFIED.pdf","Certified","LEAP-ECF2-connections","ECF Window 2","LEAP SOCIAL ENTERPRISE INC","INTERSECCIÓN CARRETERA ESTATAL PR # 3 KM. 4.3 (AVE. 65 DE INFANTERÍA ) & AVENIDA MONTE CARLO, BARRIO SABANA LLANA SUR","SAN JUAN","PR","00929",,"17029093","0031140734","School","Charter School,Public School","Sam Riordan","732-530-5435","sam@on-tech.com","{ON-TECH CONSULTING INC|16043646}","600","Urban",,,"0","0","600","0","0","0","0","0","600","0","0","0","512794.8","2021-10-27T17:57:34.000","Out Of Window","2021-10-27T17:57:36.000","ECF2190031320","Pending","TBI Internet access","Services","Non-Contracted","TBI",,"2021-08-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","Home Internet access for students","239229","0","239229",,,,,,,,,,"1",,,,"Satellite","25","3","No",,,"69.95","285","12","239229","0","0","0","239229"
"ECF202100338","Current",,"Committed","2021 ECF Outreach Services","ECF Window 1","CALDWELL PUBLIC LIBRARY SYSTEM","1010 DEARBORN ST","CALDWEL","ID","83605",,"17021294","0020576237","Library System","Public Library System","Shelly Garland","208-614-5132","sgarland@cityofcaldwell.org",,,"Urban",,,,,,,,,,,,,,,"3410.57","2021-08-05T12:34:03.000","In Window","2021-10-12T13:21:16.000","ECF2190007087","Funded","Outreach Wifi","Equipment","Non-Contracted","EDNETICS, INC.","143008534","2021-10-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Wifi for our community outreach program to meet the needs of our low-income community.","0","3030.5","3030.5","3030.5",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","3030.5","1","Modem/Router combined","Cradlepoint","IBR1700",,,,,,,"0","0","0","0","3030.5","1","3030.5","3030.5"
"ECF222119727","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/17029093/ECF222119727/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF222119727_CERTIFIED.pdf","Certified","LEAP-ECF2-connections","ECF Window 2","LEAP SOCIAL ENTERPRISE INC","INTERSECCIÓN CARRETERA ESTATAL PR # 3 KM. 4.3 (AVE. 65 DE INFANTERÍA ) & AVENIDA MONTE CARLO, BARRIO SABANA LLANA SUR","SAN JUAN","PR","00929",,"17029093","0031140734","School","Charter School,Public School","Sam Riordan","732-530-5435","sam@on-tech.com","{ON-TECH CONSULTING INC|16043646}","600","Urban",,,"0","0","600","0","0","0","0","0","600","0","0","0","512794.8","2021-10-27T17:57:34.000","Out Of Window","2021-10-27T17:57:36.000","ECF2190033528","Pending","Liberty Internet access","Services","Non-Contracted","LIBERTY CABLEVISION OF PUERTO RICO LLC","143036030","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","Home Internet access for students.","273565.8","0","273565.8",,,,,,,,,,"1",,,,"Cable Modem","25","4","No",,,"79.99","285","12","273565.8","0","0","0","273565.8"
