"program","application_number","funding_year","hcp_number","hcp_name","status","applicant_type","site_consortium_name","site_address_line_1","site_address_line_2","site_city","site_county","site_state","site_zip_code","participating_site_locations","contact_first_name","contact_middle_initial","contact_last_name","contact_phone","contact_email","posting_start_date","allowable_contract_start_date","posting_end_date","number_of_days_posted","expected_bid_evaluation_period","requested_contract_period","request_for_services","cat_expense_leased_ind","cat_expense_equipment_ind","cat_expense_leased_cons","cat_expense_equipment_cons","cat_expense_design_cons","cat_expense_infrast_cons","cat_expense_mgmt_cons","rfp_submitted","link_to_fcc_form_pdf","mail_contact_first_name","mail_contact_middle_initial","mail_contact_last_name","mail_contact_organization_name","mail_contact_phone","mail_contact_fax","mail_contact_email","mail_address_line_1","mail_address_line_2","mail_city","mail_state","mail_zip","hcp_fcc_registration_number","mad","description_of_services_requested","rfp_1","rfp_2","rfp_3","rfp_4","rfp_5","rfp_6","rfp_7","rfp_8","rfp_9","rfp_10","additional_document_1","additional_document_2","additional_document_3","additional_document_4","additional_document_5","additional_document_6","additional_document_7","additional_document_8","additional_document_9","additional_document_10"
"Telecom","43140833","2013","12825","Anderson Valley Health Center, Inc.","APPROVED","INDIVIDUAL",,"13500 Airport Road",,"Boonville","Mendocino","CA","95415",,"David",,"Turner","(707) 895-3477","cfo@rcms-healthcare.org","2014-02-20","2014-03-21","2014-03-20",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2414127","David",,"Turner","Anderson Valley Health Center, Inc.","(707) 895-3477",,"cfo@rcms-healthcare.org","PO Box 338",,"Boonville","CA","95415","0016098790","468","Clinic needs internet access and telecommunication services for the time period beginning May 1, 2014 through June 30, 2017.  Bids will be evaluated during the month of April, 2014.",,,,,,,,,,,,,,,,,,,,
"HCF","100037731","2020","10579","Harney District Hospital","APPROVED","INDIVIDUAL",,"557 West Washington",,"Burns","Harney","OR","97720",,"Steve",,"Rau","(805) 495-3256","steve@channelford.com","2020-02-05","2020-03-05","2020-03-04","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1658619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43136680","2013","32698","Jamesport Outreach Clinic","APPROVED","INDIVIDUAL",,"409 W Auberry Grove",,"Jamesport","Daviess","MO","64648",,"Bill",,"Walser","(816) 649-3325","bwalser@cameronregional.org","2013-06-25","2013-07-24","2013-07-23",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2278477","Bill",,"Walser","Cameron Regional Medical Center","(816) 649-3325","(816) 632-4001","bwalser@cameronregional.org","1600 E Evergreen St",,"Cameron","MO","64429","0004187357","94","Need voice and data network connecitvity to hospital for clinic and doctors.",,,,,,,,,,,,,,,,,,,,
"HCF","100031562","2019","54824","Five Rivers Medical Clinic","APPROVED","INDIVIDUAL",,"2018 HIGHWAY 67 S",,"POCAHONTAS","Randolph","AR","72455",,"Steve",,"Rau","(805) 495-3255","steve@channelford.com","2019-01-21","2019-02-19","2019-02-18","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1284885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100028943","2019","53862","Memorial Medical Center Rehab","APPROVED","INDIVIDUAL",,"1300 North Virginia Suite 101",,"Port Lavaca","Calhoun","TX","77979",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2019-01-17","2019-02-15","2019-02-14","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1282357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43170335","2017","16137","Aurora Health Center - Bonduel","APPROVED","INDIVIDUAL",,"101 Express Way","(1 mile NW on Rt 47 from town","Bonduel","Shawano","WI","54107",,"Debbie","A","Fuerstenberg","(414) 647-6488","debbie.fuerstenberg@aurora.org","2017-01-16","2017-02-14","2017-02-13","28","60","Month to month, 2 year, 3 year & 5 year","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2972582","Debbie",,"Fuerstenberg","Aurora Health Care","(414) 647-6488","(414) 647-4999","debbie.fuerstenberg@aurora.org","3031 W Montana Street",,"Milwaukee","WI","53215","0015322233","132",,,,,,,,,,,,,,,,,,,,,
"HCF","100018718","2017","44814","Baxter Regional Medical Center - Family Clinic","APPROVED","INDIVIDUAL",,"17 Medical Plaza",,"Mountain Home","Baxter","AR","72653",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2017-01-16","2017-02-14","2017-02-13","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_660797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100036914","2020","57008","Cleveland Clinic - Elko Alzheimer's Clinic","APPROVED","INDIVIDUAL",,"247 Bluffs Ave",,"Elko","Elko","NV","89801",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2020-01-08","2020-02-06","2020-02-05","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1635992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100020916","2017","52315","Banner Health Clinic","APPROVED","INDIVIDUAL",,"1 E Whalen Street",,"Guernsey","Platte","WY","82214",,"Pheona",,"Riddle","(812) 277-1499","pr@espyservices.com","2017-02-23","2017-03-24","2017-03-23","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_682754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100030079","2019","37890","Riverside Cape Charles Medical Center","APPROVED","INDIVIDUAL",,"216 Mason Street",,"Cape Charles","Northampton","VA","23310",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2019-01-16","2019-02-14","2019-02-13","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1278899",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43182068","2018","15842","Tift Regional Medical Center -Tifton (901 E 18th St)","APPROVED","INDIVIDUAL",,"901 East 18th Street",,"Tifton","Tift","GA","31794",,"Wade",,"Brewer","(229) 353-7642","wade.brewer@tiftregional.com","2018-01-10","2018-02-08","2018-02-07","28","28","Month to month up to 60 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3151159","Geoff","W","Boggs","USF Healthcare Consulting","(502) 228-1907",,"gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0014682223","176",,,,,,,,,,,,,,,,,,,,,
"Telecom","43200268","2020","33711","KSB Centre for Health Services/Ashton Clinic","APPROVED","INDIVIDUAL",,"320 N 1ST ST",,"ASHTON","Lee","IL","61006",,"David",,"Ginn","(815) 285-5544","dginn@ksbhospital.com","2020-01-26","2020-02-24","2020-02-23","28","7","Month to month, 12 months, 36 months, 60 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3440833","Timothy",,"Basile","Solix, Inc.","(973) 581-5238","(973) 581-6548","RHCconsulting2_Solix@solixinc.com","30 Lanidex Plaza West",,"Parsippany","NJ","07054","0004162475","99",,,,,,,,,,,,,,,,,,,,,
"Telecom","43163159","2016","17388","Ste. Genevieve County Memorial Hospital","APPROVED","INDIVIDUAL",,"800 St Genevieve Dr.",,"St Genevieve","Ste. Genevieve","MO","63670",,"Bernard",,"Grieshaber","(573) 883-4408","bgrieshaber@sgcmh.org","2016-04-19","2016-05-18","2016-05-17",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2835160","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907","(888) 284-0010","gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0017667148","276","Telecommunications, Internet, Data, Tele-Radiology, Transferring of patient data",,,,,,,,,,,,,,,,,,,,
"HCF","100005602","2015","17304","Gibson General Hospital","APPROVED","INDIVIDUAL",,"1808 Sherman Drive",,"Princeton","Gibson","IN","47670",,"Mark",,"Boggs","(502) 292-2225","mark.boggs@hcfundconnect.com","2015-03-02","2015-03-31","2015-03-30","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_119073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100003699","2014","14702","Western Mental Health Center - Marshall","APPROVED","INDIVIDUAL",,"1212 East College Drive",,"Marshall","Lyon","MN","56258",,,,,,,"2014-05-22","2014-06-20","2014-06-19","28",,,,"Y","N","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_40172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43150268","2015","11261","Burlington Clinic","APPROVED","INDIVIDUAL",,"248 McHenry St",,"Burlington","Walworth","WI","53105",,"Debbie",,"Fuerstenberg","(414) 647-6488","debbie.fuerstenberg@aurora.org","2015-01-20","2015-02-18","2015-02-17",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2627267","Debbie",,"Fuerstenberg","Aurora Health Care","(414) 647-6488","(414) 647-4999","debbie.fuerstenberg@aurora.org","3031 W. Montana Street",,"Milwaukee","WI","53215","0013686415","42","PROVIDER TO PROVIDER/PROVIDER TO PATIENT - EXCHANGE OF INFORMATION INCLUDING VOICE, DATA, VIDEO AND IMAGES FOR SUPPORT OF LARGE HEALTH CARE ORGANIZATION.",,,,,,,,,,,,,,,,,,,,
"Telecom","43162707","2016","14002","Four County Mental Health Center","APPROVED","INDIVIDUAL",,"3751 West Main Street",,"Independence","Montgomery","KS","67301",,"Greg",,"Hennen","(620) 331-1748","ghennen@fourcounty.com","2016-04-08","2016-05-07","2016-05-06",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2829298","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907","(888) 284-0010","gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0011653011","101","Telecommunication, Internet, Data, Tele-Radiology, Transferring of patient data",,,,,,,,,,,,,,,,,,,,
"Telecom","43145723","2014","28056","La Porte Regional Physician Network, Inc. dba  Family Health Specialist PC","APPROVED","INDIVIDUAL","Indiana University Health Inc","414 Lane Street",,"North Judson","Starke","IN","46366",,"Ben",,"Zehr","(317) 962-8080","bzehr@iuhealth.org","2014-06-25","2014-07-24","2014-07-23",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2518818","Madeline",,"Martin","Channelford Associates Inc.","(855) 324-1546",,"madeline@channelford.com","2006 Channelford Road",,"Westlake Village","CA","91361","0021457197","120","Services include Internet, data and voice circuits/bandwidth to be used for telemedicine and other 
forms of internal and external information sharing and connectivity. It is important that prospective 
bidders contact only the mailing contact on this form (Madeline Martin, Madeline@channelford.com) 
for further information and circuit specifics.
SPECIAL INSTRUCTIONS: ALL COMMUNICATION, INCLUDING TELEPHONE CALLS, E-MAIL MESSAGE, 
MAILED DOCUMENTS AND PROPOSALS MUST BE DIRECTED ONLY TO THE MAILING CONTACT ON THIS 
FORM, I.E., MADELINE MARTIN.",,,,,,,,,,,,,,,,,,,,
"HCF","100033100","2019","65447","Dunklin County Health Department","APPROVED","INDIVIDUAL",,"410 TEACO RD",,"KENNETT","Dunklin","MO","63857",,"Timothy",,"Basile","(973) 581-5238","timothy.basile@solixinc.com","2019-02-26","2019-03-27","2019-03-26","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1322823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43133717","2013","27039","Crisp Regional - Arabi Healthcare Center","APPROVED","INDIVIDUAL",,"4110 Bedgood Avenue",,"Arabi","Crisp","GA","31712",,"Mitch",,"Heirs","(229) 276-3100","mheirs@crispregional.org","2013-05-15","2013-06-13","2013-06-12",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2238451","Geoff",,"Boggs","USF Healthcare Consulting","(877) 223-5818","(888) 284-0010","gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0014721054","148","Phones, internet, data, telecommunications, teleradiology, transferring of patient information.",,,,,,,,,,,,,,,,,,,,
"HCF","100044667","2021","50785","Our Lady of the Angels Clinic","APPROVED","INDIVIDUAL",,"617 Avenue F.",,"Bogalusa","Washington","LA","70427",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2020-11-02","2020-12-01","2020-11-30","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_2011274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100010510","2016","17599","Trinity Mother Frances Athens Clinic","APPROVED","INDIVIDUAL",,"1505 Highway 19 S",,"Athens","Henderson","TX","75751",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2016-05-11","2016-06-09","2016-06-08","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_456886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100046334","2021","94215","Fulton Medical Center","APPROVED","INDIVIDUAL",,"10 S HOSPITAL DR",,"FULTON","Callaway","MO","65251",,"Steve",,"Rau","(805) 495-3255","steve@channelford.com","2020-12-16","2021-01-14","2021-01-13","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_2040956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43132332","2013","10784","Bartlett Regional Hospital","APPROVED","INDIVIDUAL",,"3260 Hospital Drive",,"Juneau","Juneau City","AK","99801",,"Darcy",,"Lockhart","(907) 796-8837","dlockhart@bartletthospital.org","2013-04-18","2013-05-17","2013-05-16",,,,"Both Telecommunications & Internet Services",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2219441","Darcy","L","Lockhart","Bartlett Regional Hospital","(907) 796-8837","(907) 796-8574","dlockhart@bartletthospital.org","3260 Hospital Drive",,"Juneau","AK","99801","0004526166","578","We are seeking a multi-vendor solution to provide Internet access and point-to-point transport for healthcare and related business needs.  Examples of services to be utilized over procured Internet access and transports include: transmission of data and medical images, provider-to-provider consultations, medical research, medical education and training, access to governmental resources, access to online services and applications, offsite backups, and disaster recovery.  We are accepting bids for the following services: Primary and Redundant Internet Circuits, Other Internet Circuits, and Point-to-Point transport.  Our bid packet details service and transport requirements and is now available.",,,,,,,,,,,,,,,,,,,,
"Telecom","43192364","2019","52340","Southern Administrative Servces - Lake Village Rehab & Care Center","APPROVED","INDIVIDUAL",,"903 BORGOGNONI DR",,"LAKE VILLAGE","Chicot","AR","71653",,"Rebecca",,"Norman","(318) 443-8167","rnorman@southernadmin.com","2019-01-23","2019-02-21","2019-02-20","28","1","MTM up to 60 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3332075","Mark",,"Boggs","Healthcare Funding Connection","(502) 292-2225",,"mark.boggs@hcfundconnect.com","P.O.Box 692",,"Prospect","KY","40059","0026185827","125",,,,,,,,,,,,,,,,,,,,,
"HCF","100044162","2021","14857","Gundersen Lutheran - Whitehall Clinic","APPROVED","INDIVIDUAL",,"18606 Ervin Street",,"Whitehall","Trempealeau","WI","54773",,"Karon","M","Lysne","(612) 802-7885","karon@breconsulting.net","2020-10-27","2020-11-25","2020-11-24","28",,,,"Y","N","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_2007139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100020848","2017","47866","Womans Care of the Commonwealth","APPROVED","INDIVIDUAL",,"333 South 3rd street",,"Danville","Boyle","KY","40422",,"David",,"Boggs","(615) 435-9192","david.boggs@theusfgroup.com","2017-02-21","2017-03-22","2017-03-21","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_681654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100014348","2016","10154","Ashland Health Center","APPROVED","INDIVIDUAL",,"709 Oak Street","PO Box 188","Ashland","Clark","KS","67831",,"David",,"Boggs","(615) 435-9192","david.boggs@theusfgroup.com","2016-05-23","2016-06-21","2016-06-20","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_467370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100021157","2017","51781","Bluebonnet Trails Community Services - Elgin","APPROVED","INDIVIDUAL",,"902 W. 2nd St.",,"Elgin","Bastrop","TX","78621",,"Steve",,"Rau","(805) 495-3255","steve@channelford.com","2017-03-14","2017-04-12","2017-04-11","28",,,,"Y","N","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_692377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100023900","2018","50422","Ouachita-Stephens Community Clinic","APPROVED","INDIVIDUAL",,"113 West Ruby Street",,"Stephens","Ouachita","AR","71764",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2018-01-04","2018-02-02","2018-02-01","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_928045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Telecom","43155623","2015","33013","Creoks Mental Health Services - Stroud","APPROVED","INDIVIDUAL",,"318 West Main",,"Stroud","Lincoln","OK","74079",,"Cory",,"Riggs","(918) 216-4615","cory.riggs@creoks.org","2015-06-01","2015-06-30","2015-06-29",,,,"Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=2706594","Camelia",,"Rogers","Kellogg & Sovereign Consulting, LLC","(580) 332-1444",,"rhc@kelloggllc.com","1101 Stadium Drive",,"Ada","OK","74820","0021154208","75","Need to be able to use broadband services to provide tele-medicine services, transmit images, medical data, and other functions necessary for the provision of healthcare.  Services are required to begin July 1, 2015.  Please contact rhc@kelloggllc.com for a copy of the RFP.  We will evaluate bids from until such time as the 28 day bidding period expires according to USACs website. 

This HCP hereby provides notice to all interested vendors that it intends to utilize the Site and Service Substitution policy, if needed, during the life of the services provided as a result of this competitive bid.  All vendors are also hereby provided notice that the HCP may add new sites to its network during the life of the contract, existing sites may move and that the contract(s) entered into as a result of this competitive bid will allow for said site/service substitutions.  All vendors are also hereby made aware that the HCP may need to upgrade, or downgrade, bandwidth during the life of the contract and that the contract(s) entered into as a result of this competitive bid will allow for any bandwidth modifications that are required for the provision of healthcare for existing HCPs or any new HCP during the life of the contract.",,,,,,,,,,,,,,,,,,,,
"Telecom","43209682","2021","11858","Dallam-Hartley Counties Hospital District dba Coon Memorial Hospital","APPROVED","INDIVIDUAL",,"1411 DENVER AVE",,"DALHART","Hartley","TX","79022",,"Joe",,"Bradick","(806) 244-9302","joeb@dhchd.org","2020-11-17","2020-12-16","2020-12-15","28","28","Month to month up to 36 months","Telecommunications Service ONLY",,,,,,,,,"https://rhc.usac.org/rhc/public/viewPdf.seam?documentId=3548302","Geoff",,"Boggs","USF Healthcare Consulting","(502) 228-1907",,"gboggs@uasave.com","P.O. Box 326",,"Prospect","KY","40059","0012882700","632",,,,,,,,,,,,,,,,,,,,,
"HCF","100053347","2022","17234","New England Telehealth Consortium","APPROVED","CONSORTIUM",,"41 Pleasant Street",,"Bangor","Penobscot","ME","04401",,,,,,,"2022-01-07","2022-02-05","2022-02-04",,,,,"N","N","Y","Y","N","N","N","1","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_2451177",,,,,,,,,,,,,,,"Internet Services",,,,,,,,,,,,,,,,,,,,
"HCF","100018261","2017","37928","Allina Health Jordan Shakopee Clinic","APPROVED","INDIVIDUAL",,"265 Creek Ln",,"Jordan","Scott","MN","55352",,"Stacey",,"Bilsland","(815) 464-5248","sbilsland@savitagroup.com","2017-01-16","2017-02-14","2017-02-13","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_661268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HCF","100035889","2020","53862","Memorial Medical Center Rehab","APPROVED","INDIVIDUAL",,"1300 North Virginia Suite 101",,"Port Lavaca","Calhoun","TX","77979",,"David",,"Wagner","(203) 437-6546","david@pemfilings.com","2020-01-07","2020-02-05","2020-02-04","28",,,,"Y","Y","N","N","N","N","N","0","https://rhc.usac.org/hcf/documents/downloadResource.xhtml?documentId=document_1633894",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
