"candidate_name","affidavit_filing_date","expenditure_limit_per_election","office","district","county","reg_no","election_period","election","np","exceeded_limit"
"Ho, Kekilani","2022-06-06T00:00:00.000","25614","House","4",,"CC11884","2020-2022","2022","2022-06-07T00:00:00.000",
"Holland, Fern","2022-06-06T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11805","2020-2022","2022","2022-06-06T00:00:00.000",
"Inaba, Holeka","2022-03-03T00:00:00.000","20776","Hawaii Council","8","Hawaii","CC11533","2020-2022","2022","2022-03-04T00:00:00.000",
"Jauch, Rosemarie","2022-06-03T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11832","2020-2022","2022","2022-06-03T00:00:00.000",
"Johnson, Dan","2022-05-20T00:00:00.000","27705","House","12",,"CC11705","2020-2022","2022","2022-05-20T00:00:00.000",
"Johnson, Gabriel","2022-05-12T00:00:00.000","151102","Maui Council","Lanai","Maui","CC11306","2020-2022","2022","2022-05-12T00:00:00.000",
"Kaapu, Carole","2022-05-18T00:00:00.000","14937","House","29",,"CC11838","2020-2022","2022","2022-06-06T00:00:00.000",
"Kagawa, Ross","2022-05-11T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC10935","2020-2022","2022","2022-05-11T00:00:00.000",
"Kahaloa, Kirstin","2022-05-23T00:00:00.000","27083","House","6",,"CC11852","2020-2022","2022","2022-05-23T00:00:00.000",
"Kahue-Cabanting, Ui","2022-06-07T00:00:00.000","166493","OHA","At-Large",,"CC11922","2020-2022","2022","2022-06-07T00:00:00.000",
"Kama, Natalie","2022-04-13T00:00:00.000","151102","Maui Council","Kahului","Maui","CC11414","2020-2022","2022","2022-04-13T00:00:00.000",
"Kama-Toth, Kukana","2022-06-06T00:00:00.000","25397","House","51",,"CC11600","2020-2022","2022","2022-06-07T00:00:00.000",
"Kamekona, Carol","2022-04-04T00:00:00.000","151102","Maui Council","Kahului","Maui","CC11638","2020-2022","2022","2022-04-04T00:00:00.000",
"Kanealii-Kleinfelder, Matthew","2022-06-03T00:00:00.000","19555","Hawaii Council","5","Hawaii","CC11444","2020-2022","2022","2022-06-03T00:00:00.000",
"Kanuha, Dru","2022-06-06T00:00:00.000","46337","Senate","3",,"CC10842","2020-2022","2022","2022-06-06T00:00:00.000",
"Kay, Alana","2022-03-18T00:00:00.000","215860","Mayor",,"Maui","CC10952","2018-2022","2022","2022-03-18T00:00:00.000",
"Kennealy, Jonathan","2022-06-02T00:00:00.000","27083","House","6",,"CC11732","2020-2022","2022","2022-06-02T00:00:00.000",
"Keoho, Charles","2022-06-07T00:00:00.000","1165452","Lt. Governor",,,"CC11903","2018-2022","2022","2022-06-07T00:00:00.000",
"Khan, Matthew","2022-06-06T00:00:00.000","37920","Senate","21",,"CC11878","2020-2022","2022","2022-06-06T00:00:00.000",
"Kim, Richard","2022-03-17T00:00:00.000","2081165","Governor",,,"CC11704","2018-2022","2022","2022-05-04T00:00:00.000",
"Kim, Tae","2022-05-09T00:00:00.000","1165452","Lt. Governor",,,"CC11513","2020-2022","2022","2022-05-17T00:00:00.000",
"King, Kelly","2020-06-07T00:00:00.000","215860","Mayor",,"Maui","CC11244","2020-2022","2022","2022-06-07T00:00:00.000",
"Knox, Robin","2022-03-14T00:00:00.000","151102","Maui Council","South Maui","Maui","CC11764","2020-2022","2022","2022-03-14T00:00:00.000",
"Kopetseg, Kimberly","2022-05-25T00:00:00.000","18964","House","44",,"CC11851","2020-2022","2022","2022-05-25T00:00:00.000",
"Kualii, Kipukai","2022-06-01T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC10353","2020-2022","2022","2022-06-01T00:00:00.000",
"Kwan, Kaleo","2022-06-06T00:00:00.000","25397","House","51",,"CC11926","2020-2022","2022","2022-06-07T00:00:00.000",
"Kwock, Michelle","2022-06-06T00:00:00.000","41866","Senate","13",,"CC11890","2020-2022","2022","2022-06-07T00:00:00.000",
"Langtad, James","2022-05-05T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11822","2020-2022","2022","2022-05-05T00:00:00.000",
"Last, Michael","2022-05-25T00:00:00.000","24531","House","5",,"CC11850","2020-2022","2022","2022-05-27T00:00:00.000",
"Lee, Alice","2022-04-26T00:00:00.000","151102","Maui Council","Wailuku","Maui","CC11392","2020-2022","2022","2022-04-26T00:00:00.000",
"Lee, Brendon","2022-05-31T00:00:00.000","166493","OHA","Oahu",,"CC11382","2018-2022","2022","2022-06-01T00:00:00.000",
"Lewman, Clyde","2022-03-09T00:00:00.000","2081165","Governor",,,"CC11790","2018-2022","2022","2022-03-10T00:00:00.000",
"Ley, Brian","2022-05-17T00:00:00.000","25614","House","4",,"CC11877","2020-2022","2022","2022-05-17T00:00:00.000",
"Linder, Jeffrey","2022-04-20T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11815","2020-2022","2022","2022-04-20T00:00:00.000",
"Lindsey, Carmen","2022-06-03T00:00:00.000","166493","OHA","Maui",,"CC10981","2018-2022","2022","2022-06-03T00:00:00.000",
"Linton, Candace","2022-06-06T00:00:00.000","25614","House","4",,,"2020-2022","2022","2022-06-06T00:00:00.000",
"Lion, Jonah","2022-05-17T00:00:00.000","215860","Mayor",,"Maui","CC11761","2018-2022","2022","2022-06-06T00:00:00.000",
"LoPresti, Matthew","2022-05-18T00:00:00.000","27257","House","41",,"CC10794","2020-2022","2022","2022-05-18T00:00:00.000",
"Lum Ho, Gregory","2022-05-23T00:00:00.000","19547","Hawaii Council","4","Hawaii","CC11847","2020-2022","2022","2022-05-23T00:00:00.000",
"Mack, Lono","2022-06-07T00:00:00.000","27083","House","6",,"CC11759","2020-2022","2022","2022-06-07T00:00:00.000",
"Makekau, Kealii","2022-04-19T00:00:00.000","166493","OHA","At-Large",,"CC11803","2018-2022","2022","2022-04-20T00:00:00.000",
"Malish, James","2022-06-03T00:00:00.000","57876","Senate","9",,"CC11828","2020-2022","2022","2022-06-06T00:00:00.000",
"Martinez, Rose","2022-05-03T00:00:00.000","20832","House","40",,"CC10788","2020-2022","2022","2022-05-31T00:00:00.000",
"Martinez, Troy","2022-05-26T00:00:00.000","18227","Hawaii Council","1","Hawaii","CC11874","2020-2022","2022","2022-05-26T00:00:00.000",
"Matson, Shannon","2022-06-07T00:00:00.000","24612","House","3",,"CC11576","2020-2022","2022","2022-06-07T00:00:00.000",
"McKay, Tamara","2022-06-03T00:00:00.000","53455","Senate","7",,"CC11798","2020-2022","2022","2022-06-03T00:00:00.000",
"McPeek, Mitchell","2022-05-13T00:00:00.000","94506","Mayor",,"Kauai","CC11792","2018-2022","2022","2022-05-13T00:00:00.000",
"Metzger, Lila","2022-06-06T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11918","2020-2022","2022","2022-06-06T00:00:00.000",
"Molina, Michael","2022-03-09T00:00:00.000","215860","Mayor",,"Maui","CC10309","2020-2022","2022","2022-03-09T00:00:00.000",
"Mukai, Nelson","2022-03-14T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11776","2020-2022","2022","2022-03-14T00:00:00.000",
"Naauao-Ota, Chance","2022-06-03T00:00:00.000","91692","Honolulu Council","6","Honolulu","CC11799","2018-2022","2022","2022-06-03T00:00:00.000",
"Nakamura, Nadine","2022-06-06T00:00:00.000","22074","House","15",,"CC10590","2020-2022","2022","2022-06-06T00:00:00.000",
"Nakoa, Leonard","2022-06-06T00:00:00.000","22700","House","14",,"CC11651","2020-2022","2022","2022-06-06T00:00:00.000",
"Nakoa, Phillip","2022-05-16T00:00:00.000","102694","Honolulu Council","4","Honolulu","CC11829","2018-2022","2022","2022-05-16T00:00:00.000",
"Nazara, Caleb","2022-06-03T00:00:00.000","2081165","Governor",,,"CC11894","2018-2022","2022","2022-06-03T00:00:00.000",
"Nelson, Jacquelyn","2022-05-23T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11688","2020-2022","2022","2022-05-23T00:00:00.000",
"Nikhilananda, Swami","2022-06-02T00:00:00.000","25750","House","13",,"CC11463","2020-2022","2022","2022-06-02T00:00:00.000",
"Novak, Robert","2022-06-06T00:00:00.000","21995","House","25",,"CC11844","2020-2022","2022","2022-06-06T00:00:00.000",
"Okabe, Wilfred","2022-05-27T00:00:00.000","43540","Senate","1",,"CC11876","2020-2022","2022","2022-05-27T00:00:00.000",
"Osborn, Holly","2022-05-24T00:00:00.000","44223","Senate","2",,"CC10965","2020-2022","2022","2022-05-24T00:00:00.000",
"Owens, Chad","2022-04-19T00:00:00.000","166493","OHA","At-Large",,"CC11834","2018-2022","2022","2022-05-06T00:00:00.000",
"Paik, William","2022-04-05T00:00:00.000","166493","OHA","At-Large",,"CC11800","2018-2022","2022","2022-04-08T00:00:00.000",
"Paltin, Tamara","2022-04-26T00:00:00.000","151102","Maui Council","West Maui","Maui","CC11010","2020-2022","2022","2022-04-26T00:00:00.000",
"Pele, John","2022-05-13T00:00:00.000","151102","Maui Council","Molokai","Maui","CC11768","2020-2022","2022","2022-05-13T00:00:00.000",
"Penn, Jay Dee","2022-04-28T00:00:00.000","2081165","Governor",,,"CC11773","2018-2022","2022","2022-04-28T00:00:00.000",
"Peralta, Samuel","2022-04-27T00:00:00.000","20591","House","9",,"CC11726","2020-2022","2022","2022-04-27T00:00:00.000",
"Perreira, Monique","2022-05-27T00:00:00.000","27818","House","8",,"CC11873","2020-2022","2022","2022-05-27T00:00:00.000",
"Peters, Robert","2022-04-13T00:00:00.000","166493","OHA","Oahu",,"CC11821","2018-2022","2022","2022-04-13T00:00:00.000",
"Pierick, Elijah","2022-05-10T00:00:00.000","23983","House","39",,"CC11837","2020-2022","2022","2022-05-11T00:00:00.000",
"Poai, Michael","2022-06-30T00:00:00.000","94506","Mayor",,"Kauai","CC11864","2018-2022","2022","2022-05-25T00:00:00.000",
"Poepoe, Mahinamalamalama","2022-06-06T00:00:00.000","25750","House","13",,"CC11892","2020-2022","2022","2022-06-06T00:00:00.000",
"Puletasi, Sam","2022-03-08T00:00:00.000","1165452","Lt. Governor",,,"CC11913","2018-2022","2022","2022-06-07T00:00:00.000",
"Rapozo, Melvin","2022-04-04T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC10193","2020-2022","2022","2022-04-04T00:00:00.000",
"Rawlins-Fernandez, Keani","2022-05-16T00:00:00.000","151102","Maui Council","Molokai","Maui","CC11302","2020-2022","2022","2022-05-16T00:00:00.000",
"Ritte, Walter","2022-06-06T00:00:00.000","53455","Senate","7",,"CC11907","2020-2022","2022","2022-06-06T00:00:00.000",
"Rosecrans, Charlotte","2022-04-22T00:00:00.000","25613","House","26",,"CC11814","2020-2022","2022","2022-04-22T00:00:00.000",
"Rzonca, Cheryl","2022-06-06T00:00:00.000","37045","Senate","14",,"CC11908","2020-2022","2022","2022-06-06T00:00:00.000",
"Saito, Roy","2022-06-07T00:00:00.000","66154","Kauai Council","At-Large","Kauai","CC11897","2020-2022","2022","2022-06-07T00:00:00.000",
"Sakai, Benjamin","2022-06-03T00:00:00.000","48068","Senate","11",,"CC11869","2020-2022","2022","2022-06-07T00:00:00.000",
"Sarrafian, Eric","2022-03-04T00:00:00.000","25925","House","37",,"CC11762","2020-2022","2022","2022-04-25T00:00:00.000",
"Schwartz, Jack","2022-04-06T00:00:00.000","151102","Maui Council","Kahului","Maui","CC11787","2020-2022","2022","2022-04-06T00:00:00.000",
"Shimizu, Garner","2022-06-07T00:00:00.000","20350","House","32",,"CC11909","2020-2022","2022","2022-06-07T00:00:00.000",
"Shishido, Melissah","2022-06-06T00:00:00.000","49238","Senate","6",,"CC11487","2020-2022","2022","2022-06-07T00:00:00.000",
"Sinenci, Shane","2022-05-06T00:00:00.000","151102","Maui Council","East Maui","Maui","CC11269","2020-2022","2022","2022-05-06T00:00:00.000",
"Smith, Daniel","2022-06-07T00:00:00.000","151102","Maui Council","Makawao","Maui","CC11817","2020-2022","2022","2022-06-07T00:00:00.000",
"Starr, Michael","2022-06-01T00:00:00.000","20832","House","40",,"CC11872","2020-2022","2022","2022-06-03T00:00:00.000",
"Starr, Summer","2022-06-03T00:00:00.000","27705","House","12",,"CC11854","2020-2022","2022","2022-06-03T00:00:00.000",
"St. Thomas, True","2022-05-26T00:00:00.000","48322","Senate","10",,"CC11843","2020-2022","2022","2022-05-26T00:00:00.000",
"Sugimura, Yuki Lei","2022-05-19T00:00:00.000","151102","Maui Council","Upcountry","Maui","CC11185","2020-2022","2022","2022-05-19T00:00:00.000",
"Svicina, Emil","2022-06-06T00:00:00.000","51129","Senate","18",,"CC11642","2020-2022","2022","2022-06-06T00:00:00.000",
"Tanabe, Van","2022-06-02T00:00:00.000","2081165","Governor",,,"CC11914","2018-2022","2022","2022-06-03T00:00:00.000",
"Tancheff, Nicholas","2022-06-07T00:00:00.000","44187","Senate","4",,"CC11881","2020-2022","2022","2022-06-07T00:00:00.000",
"Taylor, Keleionalani","2022-06-07T00:00:00.000","2081165","Governor",,,,"2018-2022","2022","2022-06-07T00:00:00.000",
"Thronas-Kahoonei, Kapana","2022-06-07T00:00:00.000","66154","Senate","8",,"CC11930","2020-2022","2022","2022-06-07T00:00:00.000",
"Tinay, Matthew","2022-03-24T00:00:00.000","41866","Senate","13",,"CC11777","2020-2022","2022","2022-03-24T00:00:00.000",
"Toafili, Chris","2022-06-06T00:00:00.000","20488","Hawaii Council","9","Hawaii","CC11886","2020-2022","2022","2022-06-06T00:00:00.000",
"Tupai, Helen","2022-04-05T00:00:00.000","43540","Senate","1",,"CC11758","2018-2022","2022","2022-04-05T00:00:00.000",
"Tupai, Seaula","2022-03-03T00:00:00.000","1165452","Lt. Governor",,,"CC11745","2018-2022","2022","2022-03-03T00:00:00.000",
"U'u-Hodgins, Nohelani","2022-05-13T00:00:00.000","151102","Maui Council","Makawao","Maui","CC11813","2020-2022","2022","2022-05-13T00:00:00.000",
"Villegas, Rebecca","2022-06-06T00:00:00.000","19299","Hawaii Council","7","Hawaii","CC11380","2020-2022","2022","2022-06-06T00:00:00.000",
"Wade, Daniel","2022-04-25T00:00:00.000","27257","House","41",,"CC11849","2020-2022","2022","2022-05-17T00:00:00.000",
"Waihee, John IV","2022-05-27T00:00:00.000","166493","OHA","At-Large",,"CC10214","2018-2022","2022","2022-06-03T00:00:00.000",
"Walker, Sheila","2022-06-07T00:00:00.000","49238","Senate","6",,"CC11765","2020-2022","2022","2022-06-07T00:00:00.000",
"Watanabe, Keoni","2022-06-02T00:00:00.000","151102","Maui Council","Kahului","Maui","CC11857","2020-2022","2022","2022-06-02T00:00:00.000",
"Wehrsig, Timothy","2022-05-18T00:00:00.000","21284","Hawaii Council","2","Hawaii","CC11728","2020-2022","2022","2022-05-18T00:00:00.000",
"Wilbur, Tiana","2022-05-09T00:00:00.000","15539","House","45",,"CC11825","2020-2022","2022","2022-05-09T00:00:00.000",
"Wilson, Kevin","2022-05-25T00:00:00.000","23983","House","39",,"CC11841","2020-2022","2022","2022-06-07T00:00:00.000",
"Wilson, Michael","2022-06-06T00:00:00.000","26834","House","17",,"CC11879","2020-2022","2022","2022-06-06T00:00:00.000",
"Woods, Walter","2022-03-03T00:00:00.000","2081165","Governor",,,"CC11769","2018-2022","2022","2022-03-10T00:00:00.000",
"Yoder, Steven","2022-06-07T00:00:00.000","21381","House","16",,"CC11928","2020-2022","2022","2022-06-07T00:00:00.000",
"Young, Angela Melody","2022-06-06T00:00:00.000","37045","Senate","14",,"CC11927","2020-2022","2022","2022-06-07T00:00:00.000",
"Iseri, Shaylene","2021-10-15T00:00:00.000","66154","Prosecuting Attorney",,"Kauai","CC10270","2020-2022","2021/2022","2021-10-15T00:00:00.000",
"Like, Rebecca","2021-09-16T00:00:00.000","66154","Prosecuting Attorney",,"Kauai","CC11712","2020-2022","2021/2022","2021-10-04T00:00:00.000",
"Ahuna, Daniel","2020-05-29T00:00:00.000","142553","OHA","Kauai",,"CC10967","2016-2020","2020","2020-05-29T00:00:00.000",
"Aiwohi, Kaapuni","2020-05-18T00:00:00.000","22816","House","8",,"CC11519","2018-2020","2020","2020-05-19T00:00:00.000",
"Alapa, Luana","2020-05-27T00:00:00.000","142553","OHA","Molokai",,"CC11667","2016-2020","2020","2020-05-27T00:00:00.000",
"Aldeguer, Maysana","2020-03-13T00:00:00.000","16589","House","44",,"CC11594","2018-2020","2020","2020-04-27T00:00:00.000",
"Allen, Julia","2020-05-22T00:00:00.000","21463","House","20",,"CC10322","2018-2020","2020","2020-05-26T00:00:00.000",
"Almeida, Antoinette","2020-06-02T00:00:00.000","142553","OHA","Hawaii",,"CC11672","2016-2020","2020","2020-06-02T00:00:00.000",
"Auna, Jared","2020-03-23T00:00:00.000","147412","Prosecuting Attorney",,"Hawaii","CC11579","2016-2020","2020","2020-03-23T00:00:00.000",
"Azevedo, Neil","2020-04-27T00:00:00.000","210588","Mayor",,"Hawaii","CC11598","2016-2020","2020","2020-04-27T00:00:00.000",
"Azinga, P.M.","2020-06-02T00:00:00.000","11302","House","30",,"CC11659","2018-2020","2020","2020-06-02T00:00:00.000",
"Balinbin, Ernest","2020-05-04T00:00:00.000","18215","House","10",,"CC11321","2018-2020","2020","2020-05-04T00:00:00.000",
"Battad, Jade","2020-06-02T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11647","2018-2020","2020","2020-06-02T00:00:00.000",
"Bondera, Colehour","2020-06-02T00:00:00.000","19949","House","5",,"CC11644","2018-2020","2020","2020-06-02T00:00:00.000",
"Bourgoin, Duke","2020-05-21T00:00:00.000","958364","Mayor",,"Honolulu","CC11658","2016-2020","2020","2020-05-29T00:00:00.000",
"Bridges, Christopher","2020-06-02T00:00:00.000","147412","Prosecuting Attorney",,"Hawaii","CC11677","2016-2020","2020","2020-06-02T00:00:00.000",
"Bryant, Paul","2020-05-27T00:00:00.000","210588","Mayor",,"Hawaii","CC11684","2016-2020","2020","2020-05-27T00:00:00.000",
"Bulosan, Addison","2020-06-01T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11626","2018-2020","2020","2020-06-01T00:00:00.000",
"Burke, Jackie","2020-05-20T00:00:00.000","142553","OHA","At-Large",,"CC11665","2016-2020","2020","2020-05-28T00:00:00.000",
"Burrow, Shannon","2020-03-13T00:00:00.000","36558","Senate","2",,"CC11589","2016-2020","2020","2020-03-13T00:00:00.000",
"Cabebe, Donovan","2020-02-28T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC11552","2018-2020","2020","2020-02-28T00:00:00.000",
"Caravalho, Ernest","2020-04-22T00:00:00.000","958364","Mayor",,"Honolulu","CC11295","2018-2020","2020","2020-05-04T00:00:00.000",
"Carroll, Claire","2020-03-06T00:00:00.000","123276","Maui Council","East Maui","Maui","CC11366","2018-2020","2020","2020-03-06T00:00:00.000",
"Carroll, John","2020-02-03T00:00:00.000","958364","Mayor",,"Honolulu","CC11357","2018-2020","2020","2020-05-28T00:00:00.000",
"Carvalho, Bernard","2020-06-01T00:00:00.000","56329","Kauai Council","At-Large","Kauai","CC10429","2018-2020","2020","2020-06-01T00:00:00.000",
"Cashman-Aiu, Noelani","2020-05-28T00:00:00.000","142553","OHA","Hawaii",,"CC11657","2016-2020","2020","2020-05-28T00:00:00.000",
"Cermelj, Hope","2020-02-18T00:00:00.000","20952","House","4",,"CC11573","2018-2020","2020","2020-02-18T00:00:00.000",
