"candidate_name","vendor_type","vendor_name","date","amount","authorized_use","expenditure_category","purpose_of_expenditure","address_1","address_2","city","state","zip_code","office","district","county","party","reg_no","election_period","location_1","inoutstate"
"Abbett, Richard","Other Entity","Office Depot","2016-07-23T00:00:00.000","47.37","Directly Related to Candidate's Campaign","Printing, Postage, Mailing & Freight","Rack Cards","270 Dairy Rd",,"Kahului","HI","96732","House",,,,"CC11314","2014-2016","270 Dairy Rd
Kahului, HI 96732
(20.882715, -156.454538)","HI"
"Abbett, Richard","Other Entity","Office of the County Clerk","2016-06-07T00:00:00.000","25","Directly Related to Candidate's Campaign","Filing Fee, Escheat, Fine","Filing Fee","200 S High St","7th Floor","Wailuku","HI","96793","House",,,,"CC11314","2014-2016","200 S High St
Wailuku, HI 96793
(20.88533, -156.504652)","HI"
"Abbett, Richard","Other Entity","Signazon","2014-06-05T00:00:00.000","1445.22","Directly Related to Candidate's Campaign","Other","Campaign Signs","11969 Plano Rd #190",,"Dallas","TX","75243","Hawaii Council",,,,"CC11028","2012-2014","11969 Plano Rd #190
Dallas, TX 75243
(32.910956, -96.700515)","Out of State"
"Abbett, Richard","Other Entity","United States Postal Service","2014-06-25T00:00:00.000","1.25","Ordinary & Nec Expenses (*ELECTED OFFICIALS ONLY)","Bank Charges, Merchant Fees & Adjustments","Postal Money Order","74-5577 Palani Rd",,"Kailua-Kona","HI","96740","Hawaii Council",,,,"CC11028","2012-2014","74-5577 Palani Rd
Kailua-Kona, HI 96740
(19.672401, -155.979742)","HI"
"Abe, Michael","Immediate Family","Abe, Audrey Y.","2008-08-29T00:00:00.000","400",,"Printing, Postage, Mailing & Freight","Partial reimbursement for printing","3566 Maunaloa Ave",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3566 Maunaloa Ave
Honolulu, HI 96816
(21.276614, -157.802971)","HI"
"Abe, Michael","Candidate","Abe, Michael K.","2008-12-29T00:00:00.000","400",,"Other","Repayment of Loan","3556 Maunaloa Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3556 Maunaloa Avenue
Honolulu, HI 96816
(21.276653, -157.803048)","HI"
"Abe, Michael","Candidate","Abe, Michael K.","2008-12-04T00:00:00.000","1000",,"Other","Repay Loan","3556 Maunaloa Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3556 Maunaloa Avenue
Honolulu, HI 96816
(21.276653, -157.803048)","HI"
"Abe, Michael","Other Entity","Ad-Graphics","2008-09-30T00:00:00.000","735",,"Printing, Postage, Mailing & Freight","Printing of door hangers, shipping","8730 SE Woodstock Blvd.",,"Portland","OR","97266","House",,,,"CC10496","2006-2008","8730 SE Woodstock Blvd.
Portland, OR 97266
(45.479291, -122.572726)","Out of State"
"Abe, Michael","Other Entity","City Mill","2008-11-02T00:00:00.000","11.51",,"Office Supplies","ties","Waialae Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008",,"HI"
"Abe, Michael","Other Entity","City Mill","2008-10-10T00:00:00.000","27.65",,"Office Supplies","Sticks, ties","Waialae Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008",,"HI"
"Abe, Michael","Other Entity","FedEx Kinkos","2008-09-29T00:00:00.000","28.11",,"Office Supplies","Labels","2575 South King Street",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 South King Street
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","FedEx Kinkos","2008-09-30T00:00:00.000","354.94",,"Printing, Postage, Mailing & Freight","Printing postcards","2575 South King Street",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 South King Street
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","FedEx Kinkos","2008-10-02T00:00:00.000","119.37",,"Printing, Postage, Mailing & Freight","Print banner","2575 South King Street",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 South King Street
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","FedEx Kinkos","2008-10-09T00:00:00.000","178.01",,"Advertising, Media & Collateral Materials","Banner","2575 South King Street",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 South King Street
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","FedEx Kinkos","2008-10-16T00:00:00.000","232.46",,"Other","banners","2575 South King Street",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 South King Street
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","First Hawaiian Bank","2008-09-30T00:00:00.000","5",,"Bank Charges, Merchant Fees & Adjustments","Service charge","3599 Waialae Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3599 Waialae Avenue
Honolulu, HI 96816
(21.282751, -157.799017)","HI"
"Abe, Michael","Other Entity","First Hawaiian Bank","2008-09-30T00:00:00.000","5",,"Bank Charges, Merchant Fees & Adjustments","Service charge","3599 Waialae Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3599 Waialae Avenue
Honolulu, HI 96816
(21.282751, -157.799017)","HI"
"Abe, Michael","Other Entity","First Hawaiian Bank","2008-09-29T00:00:00.000","1820.52",,"Postage/Mailing","Bank Check for U.S. Postmaster","3599 Waialae Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008","3599 Waialae Avenue
Honolulu, HI 96816
(21.282751, -157.799017)","HI"
"Abe, Michael","Other Entity","Kinkos","2008-08-28T00:00:00.000","127.72",,"Printing, Postage, Mailing & Freight","Post Cards","2575 S King St",,"Honolulu","HI","96826","House",,,,"CC10496","2006-2008","2575 S King St
Honolulu, HI 96826
(21.292058, -157.822294)","HI"
"Abe, Michael","Other Entity","Longs","2008-11-02T00:00:00.000","8.55",,"Food & Beverages","Snacks","Kahala",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008",,"HI"
"Abe, Michael","Individual","Nishimura, Kevin","2008-11-02T00:00:00.000","300",,"Advertising, Media & Collateral Materials","Brochures Distribution","3414 Kanihina Avenue",,"Honolulu","HI","96814","House",,,,"CC10496","2006-2008","3414 Kanihina Avenue
Honolulu, HI 96814
(21.273921, -157.814239)","HI"
"Abe, Michael","Other Entity","Sierra Club Oahu Chapter","2008-09-28T00:00:00.000","75",,"Donations","40th Anniversary Banquet of the Club","P. O. Box 2577",,"Honolulu","HI","96803","House",,,,"CC10496","2006-2008",,"HI"
"Abe, Michael","Other Entity","U.S. Postmaster","2008-10-18T00:00:00.000","1.83",,"Postage/Mailing","Stamps","Kilauea Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008",,"HI"
"Abe, Michael","Other Entity","U.S. Postmaster","2008-10-17T00:00:00.000","27",,"Postage/Mailing","Stamps","Kilauea Avenue",,"Honolulu","HI","96816","House",,,,"CC10496","2006-2008",,"HI"
"Abercrombie, Neil","Other Entity","100% Hawaiian, LLC","2010-10-28T00:00:00.000","8000",,"Food & Beverages","Catered food for event","P.O. Box 700094",,"Kapolei","HI","96709","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","100% Hawaiian, LLC","2010-04-21T00:00:00.000","2094.3",,"Food & Beverages","In-Kind: Catering Services","P.O. Box 700094",,"Kapolei","HI","96709","Governor",,,,"CC10529","2006-2010",,"HI"
"Abercrombie, Neil","Other Entity","10:13","2009-11-17T00:00:00.000","2471.2",,"Contract, Employee & Professional Services","Production coffee hour DVD","1013 Kawaiahao Street",,"Honolulu","HI","96814","Governor",,,,"CC10529","2006-2010","1013 Kawaiahao Street
Honolulu, HI 96814
(21.296311, -157.852334)","HI"
"Abercrombie, Neil","Other Entity","10:13","2009-10-01T00:00:00.000","5932.98",,"Contract, Employee & Professional Services","Studio production cost","1013 Kawaiahao Street",,"Honolulu","HI","96814","Governor",,,,"CC10529","2006-2010","1013 Kawaiahao Street
Honolulu, HI 96814
(21.296311, -157.852334)","HI"
"Abercrombie, Neil","Other Entity","10:13","2009-12-15T00:00:00.000","4649.58",,"Contract, Employee & Professional Services","Production coffee hour DVD","1013 Kawaiahao Street",,"Honolulu","HI","96814","Governor",,,,"CC10529","2006-2010","1013 Kawaiahao Street
Honolulu, HI 96814
(21.296311, -157.852334)","HI"
"Abercrombie, Neil","Other Entity","10:13","2009-10-22T00:00:00.000","1256.55",,"Contract, Employee & Professional Services","Studio production cost","1013 Kawaiahao Street",,"Honolulu","HI","96814","Governor",,,,"CC10529","2006-2010","1013 Kawaiahao Street
Honolulu, HI 96814
(21.296311, -157.852334)","HI"
"Abercrombie, Neil","Other Entity","1132 Cafe & Catering","2010-05-20T00:00:00.000","1718.48",,"Food & Beverages","Food & refreshments for event","1132 Bishop Street",,"Honolulu","HI","96813","Governor",,,,"CC10529","2006-2010","1132 Bishop Street
Honolulu, HI 96813
(21.309591, -157.85991)","HI"
"Abercrombie, Neil","Other Entity","1132 Cafe & Catering","2010-08-24T00:00:00.000","742.14",,"Food & Beverages","Food for event","1132 Bishop Street",,"Honolulu","HI","96813","Governor",,,,"CC10529","2006-2010","1132 Bishop Street
Honolulu, HI 96813
(21.309591, -157.85991)","HI"
"Abercrombie, Neil","Other Entity","3Point Consulting, LLC","2009-07-30T00:00:00.000","4188.48",,"Contract, Employee & Professional Services","Consulting- Strategic and Communication","853 Akumu Street",,"Kailua","HI","96734","Governor",,,,"CC10529","2006-2010","853 Akumu Street
Kailua, HI 96734
(21.377977, -157.731138)","HI"
"Abercrombie, Neil","Other Entity","50th State Judo Association","2014-04-24T00:00:00.000","500","Directly Related to Candidate's Campaign","Advertising, Media & Collateral Materials","Media Buy: Print Ad","c/o 44-011 Malukai Place",,"Kaneohe","HI","96744","Governor",,,,"CC10529","2010-2014",,"HI"
"Abercrombie, Neil","Other Entity","7-Eleven","2014-03-29T00:00:00.000","9.72","Directly Related to Candidate's Campaign","Food & Beverages","Refreshments for Volunteers Sign Waving","41-1540 Kalanianaole",,"Waimanalo","HI","96795","Governor",,,,"CC10529","2010-2014","41-1540 Kalanianaole
Waimanalo, HI 96795
(21.347975, -157.72203)","HI"
"Abercrombie, Neil","Other Entity","7-Eleven","2014-09-02T00:00:00.000","20.25","Directly Related to Candidate's Campaign","Other","Ice for Grassroot Event","74 West Kawili Street",,"Hilo","HI","96720","Governor",,,,"CC10529","2010-2014","74 West Kawili Street
Hilo, HI 96720
(19.70248, -155.074668)","HI"
"Abercrombie, Neil","Other Entity","Aala Meat Market, Inc.","2010-03-27T00:00:00.000","96.09",,"Food & Beverages","Food for volunteers","751 Waiakamilo Road",,"Honolulu","HI","96817","Governor",,,,"CC10529","2006-2010","751 Waiakamilo Road
Honolulu, HI 96817
(21.326202, -157.873907)","HI"
"Abercrombie, Neil","Other Entity","ABC Store #36","2010-05-29T00:00:00.000","59.53",,"Other","In-Kind: Supplies for Convention","2005 Kalia Street",,"Honolulu","HI","96815","Governor",,,,"CC10529","2006-2010","2005 Kalia Street
Honolulu, HI 96815
(21.284119, -157.8356)","HI"
"Abercrombie, Neil","Other Entity","Abercrombie for Congress","2010-07-13T00:00:00.000","100",,"Other","Transfer funds deposited to wrong account","1357 Kapiolani Blvd",,"Honolulu","HI","96814","Governor",,,,"CC10529","2006-2010","1357 Kapiolani Blvd
Honolulu, HI 96814
(21.293974, -157.844457)","HI"
"Abercrombie, Neil","Other Entity","A Catered Experience","2013-06-08T00:00:00.000","2321.47",,"Food & Beverages","Oahu County Convention - Luncheon Sponsorship","94-1068 Ka Uka Blvd",,"Waipahu","HI","96797","Governor",,,,"CC10529","2010-2014","94-1068 Ka Uka Blvd
Waipahu, HI 96797
(21.421015, -158.003612)","HI"
"Abercrombie, Neil","Other Entity","A Catered Experience","2009-10-09T00:00:00.000","539.27",,"Food & Beverages","Catering Services","94-1068 Ka Uka Blvd",,"Waipahu","HI","96797","Governor",,,,"CC10529","2006-2010","94-1068 Ka Uka Blvd
Waipahu, HI 96797
(21.421015, -158.003612)","HI"
"Abercrombie, Neil","Other Entity","A Catered Experience","2012-04-26T00:00:00.000","500",,"Food & Beverages","Oahu County Convention - Breakfast Sponsorship","94-1068 Ka Uka Blvd",,"Waipahu","HI","96797","Governor",,,,"CC10529","2010-2014","94-1068 Ka Uka Blvd
Waipahu, HI 96797
(21.421015, -158.003612)","HI"
"Abercrombie, Neil","Other Entity","A Catering Experience","2014-05-23T00:00:00.000","471.2","Directly Related to Candidate's Campaign","Food & Beverages","Food for Regional Event","94-1068 Ka Uka Blvd",,"Waipahu","HI","96797","Governor",,,,"CC10529","2010-2014","94-1068 Ka Uka Blvd
Waipahu, HI 96797
(21.421015, -158.003612)","HI"
"Abercrombie, Neil","Other Entity","Accel Party Rental and Design","2014-06-04T00:00:00.000","1161.99","Directly Related to Candidate's Campaign","Campaign Headquarters","Tables and Linen for Fundraiser","99-1405A Koaha Place",,"Aiea","HI","96701","Governor",,,,"CC10529","2010-2014",,"HI"
"Abercrombie, Neil","Other Entity","Ace Hardware Store # 1746 Yamashiro Bldg Supply","2014-09-02T00:00:00.000","27.79","Directly Related to Candidate's Campaign","Other","Supplies","45-552 Kamehameha Hwy",,"Kaneohe","HI","96744","Governor",,,,"CC10529","2010-2014","45-552 Kamehameha Hwy
Kaneohe, HI 96744
(21.407768, -157.799464)","HI"
"Abercrombie, Neil","Other Entity","Ace Hardware Store # 1746 Yamashiro Bldg Supply","2014-03-18T00:00:00.000","17.25","Directly Related to Candidate's Campaign","Other","Supplies For Headquarter Opening","45-552 Kamehameha Hwy",,"Kaneohe","HI","96744","Governor",,,,"CC10529","2010-2014","45-552 Kamehameha Hwy
Kaneohe, HI 96744
(21.407768, -157.799464)","HI"
"Abercrombie, Neil","Other Entity","Ace Printing Company, Inc.","2010-10-08T00:00:00.000","57.81",,"Printing, Postage, Mailing & Freight","Thank you stickers","1748 Mill Street",,"Wailuku","HI","96793","Governor",,,,"CC10529","2006-2010","1748 Mill Street
Wailuku, HI 96793
(20.892442, -156.498973)","HI"
"Abercrombie, Neil","Other Entity","ACMS","2010-04-22T00:00:00.000","1995",,"Food & Beverages","Catering Services","1025 Wilder Avenue",,"Honolulu","HI","96822","Governor",,,,"CC10529","2006-2010","1025 Wilder Avenue
Honolulu, HI 96822
(21.307967, -157.842283)","HI"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-07-27T00:00:00.000","3.95","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-09-22T00:00:00.000","572.75",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-07-20T00:00:00.000","13.05","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-10-06T00:00:00.000","81.77",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-08-24T00:00:00.000","3.95","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2016-04-22T00:00:00.000","0.99","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2014-2018",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-01-12T00:00:00.000","3.95",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-05-19T00:00:00.000","88.88",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-12-15T00:00:00.000","249.86",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-12-31T00:00:00.000","79",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-01-26T00:00:00.000","7.72",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-06-09T00:00:00.000","316",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-05-11T00:00:00.000","296.25",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-12-29T00:00:00.000","39.5",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-11-17T00:00:00.000","82.96",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-03-16T00:00:00.000","1.19",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-12-08T00:00:00.000","319.95",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-03-09T00:00:00.000","1.98",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-02-23T00:00:00.000","20.16",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-06-30T00:00:00.000","3.95","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-05-26T00:00:00.000","6.92",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-10-20T00:00:00.000","822.6",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-03-31T00:00:00.000","231.95",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-06-23T00:00:00.000","612.25",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-09-15T00:00:00.000","290.34",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-04-20T00:00:00.000","30.62",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2016-09-04T00:00:00.000","39.5","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Merchant Fees","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2014-2018",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-12-22T00:00:00.000","846.13",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-05-27T00:00:00.000","9.88",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-06-22T00:00:00.000","48.6",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-06-16T00:00:00.000","237",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-06-02T00:00:00.000","0.2",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2013-11-11T00:00:00.000","3.95",,"Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
"Abercrombie, Neil","Noncandidate Committee","Actblue Hawaii","2014-08-03T00:00:00.000","159.39","Directly Related to Candidate's Campaign","Bank Charges, Merchant Fees & Adjustments","Merchant Fees","Actblue STS","PO Box 382110","Cambridge","MA","02238-2110","Governor",,,,"CC10529","2010-2014",,"Out of State"
