"epa_id","company","phone","expires","tran_id","services","mailcity","state","mailzip","website","location_1"
"ALR000053272","SAFEWAY INDUSTRIAL SERVICES LLC","256-492-3704","2022-02-28T00:00:00.000","1074749","3, 4, 5, 6, 8, 9, B, UO","GLENCOE","AL","35905","www.safewayind.com","PO BOX 5435"
"MOD980688881","BRENNTAG MID-SOUTH INC.","2708301318","2022-03-27T00:00:00.000","257819","2, 5, 6, 8, 9","Henderson","KY","42420",,"Po BOX 20"
"MSR000107987","MID-SOUTH ENVIRONMENTAL SERVICES INC.","901-426-5040","2022-08-08T00:00:00.000","3039430","4, 9, B, UO","SOUTHHAVEN","MS","38671",,"8465 HAMILTON RD"
"TXR000084566","SHARPS ENVIRONMENTAL SERVICES INC.","903-693-2525","2022-10-29T00:00:00.000","2639400","3, 8, 9, B, IW","CARTHAGE","TX","75633","www.sharpsinc.com","1544 NE LOOP"
"ILR000199109","AMS MED WASTE LLC","847-658-0400","2021-10-17T00:00:00.000","2957944","IW","LAKE IN THE HILLS","IL","60156","www.amsmedwaste.com","3 WALTER CT"
"GAR000061564","MCF ENVIRONMENTAL SERVICES INC.","770-593-4013","2021-11-06T00:00:00.000","2298161","2, 4, 5, 8, 9, B, IW, UO","ELLENWOOD","GA","30294","mcfenvironmental.com","4319 TANNERS CHURCH ROAD"
"MOD096733605","AMEREN","314-344-9567","2022-05-03T00:00:00.000","51446","3, 8, 9, UO","ST LOUIS","MO","63166","www.ameren.com","PO BOX 63166-6149"
"MOT300011160","THE KIESEL CO.","314-568-4470","2022-07-17T00:00:00.000","77512","3, 4, 6, 8, 9, B, PCB, UO","ST LOUIS","MO","63116","kieselco.com","4801 FYLER AVENUE"
"IA0000109827","A-TEC RECYCLING, INC.","515-244-7357","2021-12-11T00:00:00.000","555039","PCB","Pleasant Hill","IA","50317","a-tec-recycling.com","PO BOX 57580"
"ARD983267279","UNIVERSAL TRANSPORT, INC.","501-888-6557","2022-03-23T00:00:00.000","313791","3, 4, 5, 6, 8, 9","NORTH LITTLE ROCK","AR","72231","wasteservices.com","PO BOX 15655"
"MIK126399684","S & C TRANSPORT, INC.","734-422-0200","2022-09-05T00:00:00.000","207991","1, 2, 3, 4, 5, 6, 7, 8, 9, B, UO","Belleville","MI","48112",,"PO Box 2459"
"NYD980769947","HAZMAT ENVIRONMENTAL GROUP, INC.","716-827-7200","2022-08-27T00:00:00.000","255684","2, 3, 4, 5, 6, 7, 8, 9, B, UO","BUFFALO","NY","14218","hazmatinc.com","60 COMMERCE DRIVE"
"OH0000000539","MIDWEST ENVIRONMENTAL TRANSPORT, INC.","800-392-1503","2021-10-22T00:00:00.000","333081","3, 4, 6, 8, 9, B","Cincinnati","OH","45241","eeienv.com","10463 Cincinnati-Dayton Road"
"ILR000068841","SLAY TRANSPORTATION CO., INC.","314-647-7529","2022-02-09T00:00:00.000","77890","3, 4, 5, 6, 8, 9, B","ST LOUIS","IL","63139","www.slay.com","1441 HAMPTON AVENUE"
"ILR000149146","FIRST CHOICE LOGISTICS, INC.","708-210-3160","2021-10-28T00:00:00.000","328103","2, 6, 8, 9, B","CHICAGO","IL","60633","www.firstchoicelogistics.com","12550 SOUTH STONY ISLAND AVENUE"
"INR000104224","SUPERIOR TRANSPORTATION LOGISTICS, LLC","317-781-4400","2022-10-27T00:00:00.000","952829","3, 4, 5, 6, 8, 9, B, UO","INDIANAPOLIS","IN","46202","superioroil.com","1402 N CAPITOL AVE STE 100"
"PAD987347515","U.S. BULK TRANSPORT, INC.","814-824-9949","2021-12-06T00:00:00.000","461965","4, 5, 7, 8, 9, B","ERIE","PA","16509","WWW.USBULKTRANSPORT.COM","205 PENNBRIAR DRIVE"
"OHD981000557","COUSINS WASTE CONTROL LLC","419-726-1500","2021-11-13T00:00:00.000","203259","2, 3, 4, 5, 6, 8, 9, B, UO","TOLEDO","OH","43612","www.pscnow.com","1701 E MATZINGER ROAD"
"PAR000042341","EAP INDUSTRIES INC","724-947-8680","2022-09-08T00:00:00.000","876278","1, 2, 4, 5, 6, 7, 8, 9, B, UO","ATLASBURG","PA","15004","EAPINDUSTRIES.COM","PO BOX 275"
"ILD053980272","MIDWEST SANITARY SERVICE, INC.","618-254-0171","2021-12-16T00:00:00.000","448016","4, 8, 9, B","WOOD RIVER","IL","62095","www.midwestsanitary.com","PO BOX 83"
"ILR000197244","HAZCHEM ENVIRONMENTAL CORP.","630-458-1910","2022-04-10T00:00:00.000","484475","2, 3, 4, 5, 6, 8, 9, B","ADDISON","IL","60101",,"330 S. FAIRBANK"
"ILD981957236","SET ENVIRONMENTAL, INC.","847-537-9221","2021-11-15T00:00:00.000","232773","2, 3, 4, 5, 6, 8, 9, B, UO","HOUSTON","IL","77087","SETENV.COM","5738 CHESWOOD ST"
"ALD067138891","ROBBIE D. WOOD, INC.","205-744-8440","2022-03-10T00:00:00.000","130504","2, 3, 4, 5, 6, 8, 9, B, IW, UO","DOLOMITE","AL","35061","ROBBIEDWOOD.COM","PO BOX 125"
"MOR000000976","BUCHHEIT TRUCKING SERVICE, INC.","573-264-1700","2021-10-31T00:00:00.000","71052","5, 8, 9, B","SCOTT CITY","MO","63780","www.buchheitlogistics.com","600 DAUGHERTY STREET"
"CAR000187922","RUST & SONS TRUCKING, INC.","619-443-6195","2021-11-07T00:00:00.000","479041","3, 4, 8, B","EL CAJON","CA","92021","www.rustandsons.com","15353 OLDE HWY 80"
"ILD984774331","ALTOM TRANSPORT, INC.","773-838-3591","2022-01-14T00:00:00.000","297572","3, 8, 9, B, UO","HAMMOND","IL","46320","altomtransport.com","1646 SUMMER STREET"
"WID981193998","SCHNEIDER NATIONAL BULK CARRIERS, INC.","920-592-5265","2021-12-07T00:00:00.000","164311","2, 3, 4, 5, 6, 8, 9, B, UO","GREEN BAY","WI","54306","www.schneider.com","PO BOX 2700"
"NYD000708271","WEST CENTRAL ENVIRONMENTAL CORP.","518-272-6891","2022-01-11T00:00:00.000","199527","2, 3, 4, 5, 6, 8, 9, B, UO","RENSSLAER","NY","12144","WCECORP.COM","PO BOX 83"
"NJD986607380","MAUMEE EXPRESS INC.","732-424-8441","2022-07-08T00:00:00.000","389242","2, 3, 4, 5, 6, 8, 9, B","SOMERVILLE","NJ","08876","mxiinc.com","PO BOX 278"
"NJD080631369","Veolia ES Technical Solutions, L.L.C.  (formerly known as Onyx Environmental Services, L.L.C.)","973-691-7321","2021-12-19T00:00:00.000","609181","1, 2, 3, 4, 5, 6, 7, 8, 9, B, IW, UO","FLANDERS","NJ","07836","veoliaes.com","1 EDEN LANE"
"NJD000692061","ENVIRONMENTAL TRANSPORT GROUP, INC.","800-598-3844","2021-12-27T00:00:00.000","485801","3, 4, 6, 8, 9, B, UO","FLANDERS","NJ","07836","www.environmentaltransportgroupinc.com","P O BOX 296"
"MNS000192872","Metro Transport Services LLC","651-459-2511","2022-03-03T00:00:00.000","1894996","2, 3, 4, 5, 8, 9, B","Newport","MN","55055","www.metro-transport.com","PO Box 289"
"AZT050010008","CHEMICAL TRANSPORTATION, INC.","520-624-2348","2022-03-19T00:00:00.000","187957","1, 2, 3, 4, 5, 6, 7, 8, 9, 9, B","RILLITO","AZ","85654","www.cti-az.com","PO BOX 397"
"OHR000159129","DART TRUCKING COMPANY, INC.","800-541-8206","2022-09-30T00:00:00.000","124009","3, 4, 5, 6, 8, 9, B","NORTH LIMA","OH","44452","dartamerica.com","PO BOX 157"
"ILR000007047","ENVIRONMENTAL WASTE SERVICES, INC.","630-365-1100","2022-04-13T00:00:00.000","526006","2, 3, 4, 6, 8, 9, UO","ELBURN","IL","60119","www.envwaste.com","43 W 540 C MAIN ST RD"
"ILD006493191","SCHIBER TRUCK COMPANY, INC.","618-254-2514","2022-02-15T00:00:00.000","164297","3, 4, 8, 9, B, UO","HARTFORD","IL","62048","www.schiber.com","PO BOX 68"
"ILR000135236","BEELMAN TRUCK CO.","618-646-5300","2021-10-30T00:00:00.000","124260","9, B","EAST ST. LOUIS","IL","62205","beelman.com","ONE RACEHORSE DRIVE"
"OHD980614374","ROSS TRANSPORTATION SERVICES, INC.","440-748-5900","2022-05-10T00:00:00.000","14484","2, 3, 4, 5, 6, 8, 9, B, UO","GRAFTON","OH","44044","rosstransportation.com","36790 GILES ROAD"
"IND058484114","HERITAGE TRANSPORT, LLC","317-334-2332","2022-04-30T00:00:00.000","314460","1, 2, 3, 4, 5, 6, 8, 9, B, UO","INDIANAPOLIS","IN","46231","HERITAGE-ENVIRO.COM","1626 RESEARCH WAY"
"SDD980951370","T & R SERVICE COMPANY INC","800-843-7995","2022-08-29T00:00:00.000","307396","9, UO","Colman","SD","57017","www.trservice.com","P.O. Box 197"
"MOR000001826","SPECIAL WASTE SERVICES LLC","816-225-0027","2021-10-03T00:00:00.000","1051369","B, IW","LONE JACK","MO","64070","www.specialwasteservice.com","PO BOX 303"
"MO0000374967","WEIDINGER CHEVROLET, INC.","573-422-3333","2022-08-03T00:00:00.000","1591907","9, UO","VIENNA","MO","65582","www.weidingerchevy.com","PO BOX 129"
"MOD091355966","ESI Contracting Corp","816-523-5081","2021-09-05T00:00:00.000","397627","3, 8, 9, B","Kansas City","MO","64101","www.esicontractingcorp.com","3001 East 83rd Steet"
"FLR000057414","QUALITY CARRIERS, INC.","813-569-7271","2022-04-25T00:00:00.000","76600","3, 4, 5, 6, 8, 9, B, UO","EXTON","FL","19341","http://www.qualitycarriersinc.com","102 PICKERING WAY"
"NE0000080580","TRANSWOOD, INC.","402-346-8092","2022-07-28T00:00:00.000","540777","2, 8, 9, B","OMAHA","NE","68101","www.twicar.com","PO BOX 189"
"MID092947928","DRUG & LABORATORY DISPOSAL, INC.","616-685-9824","2022-07-18T00:00:00.000","194060","2, 3, 4, 5, 6, 8, 9, UO","Parchment","MI","49004",,"PO Box 249"
"CAT000624247","M. P. ENVIRONMENTAL SERVICES, INC.","661-393-1151","2022-05-05T00:00:00.000","441566","1, 2, 3, 4, 5, 6, 7, 8, 9, B, UO","BAKERSFIELD","CA","93308","www.mpenviro.com","3400 MANOR STREET"
"PAD980707442","WEAVERTOWN TRANSPORT LEASING INC","800-746-4850","2021-10-30T00:00:00.000","207532","3, 4, 5, 6, 7, 8, 9, B, UO","CARNEGIE","PA","15106","weavertown.com","2 DORRINGTON ROAD"
"KSD985016047","HAZ-MAT RESPONSE, INC.","913-782-5151","2021-08-17T00:00:00.000","555940","3, 8, 9, B, UO","OLATHE","KS","66061","www.haz-matresponse.com","1203C SOUTH PARKER"
"WAR000012005","RSB LOGISTIC, INC.","306-242-8300","2021-11-17T00:00:00.000","266723","2, 3, 4, 5, 6, 7, 8, 9, B, UO","PADUCAH","SK","42003","www.rsblogistic.com","2425 SOUTH 4TH STREET"
"MAD039322250","CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.","781-792-5760","2022-05-26T00:00:00.000","180743","2, 4, 5, 6, 8, 9, B, B, IW, UO","NORWELL","MA","02061","cleanharbors.com","PO BOX 9149"
"NJD054126164","FREEHOLD CARTAGE, INC.","732-462-1001","2022-07-29T00:00:00.000","190713","1, 2, 3, 4, 5, 6, 8, 9, B, UO","FREEHOLD","NJ","07728","freeholdcartage.com","PO BOX 5010"
"MOR000538330","DMI SOLUTIONS INC.","5737850471","2022-05-11T00:00:00.000","1534275","6, B, IW","POPLAR BLUFF","MO","63901","dmisolutionsinc.com","1717 W MAUD"
"FLD982105884","A. R. PAQUETTE & COMPANY, INC.","800-348-3103","2022-10-16T00:00:00.000","495716","1, 3, 4, 5, 6, 8, 9, B, UO","DELAND","FL","32724",,"1400 E International SPDY BLVD"
"FLR000067157","LANDSTAR RANGER, INC.","800-872-9400","2022-07-25T00:00:00.000","241572","1, 2, 3, 4, 5, 6, 7, 8, 9, B","JACKSONVILLE","FL","32249","www.landstar.com","13410 SUTTON PARK DRIVE SOUTH"
"TXR000084006","BEALINE SERVICE CO., INC.","832-262-4822","2021-09-02T00:00:00.000","247460","3, 4, 5, 6, 7, 8, 9, B","Baytown","TX","77521","bealineservice.com","6503 Thompson RD"
"ARR000005405","USED OIL SERVICE COMPANY, INC.","479-751-1250","2022-08-05T00:00:00.000","452075","9, B, UO","SPRINGDALE","AR","72764",,"4387 CATHERINE STREET"
"KSD984969238","BARTON SOLVENTS, INC.","515-265-7998","2021-12-27T00:00:00.000","2516","3, 4, 6, 8, 9, B","DES MOINES","IA","50306","barsol.com","PO BOX 221"
"NJD071629976","S-J TRANSPORTATION CO., INC.","856-769-2741","2021-09-13T00:00:00.000","154323","1, 2, 3, 4, 5, 6, 7, 8, 9, B, IW, UO","WOODSTOWN","NJ","08098","www.sjtransportation.com","PO BOX 169"
"NYD986969947","PAGE E.T.C., INC.","314-834-6681","2022-09-30T00:00:00.000","348083","8, 9, B","WEEDSPORT","NY","13166","pagetrucking.com","PO BOX 1290"
"PAD146714878","HORWITH TRUCKS, INC.","610-261-2220","2022-07-27T00:00:00.000","205701","4, B","NORTHAMPTON","PA","18067","www.horwithfreightliner.com/hazwaste.html","PO BOX 7"
"CAR000269548","PSC INDUSTRIAL OUTSOURCING LP
DBA PHILIP WEST INDUSTRIAL SERVICES","713-393-5600","2021-11-13T00:00:00.000","345811","3, 6, 8, 9, B, UO","DEER PARK","TX","77536","pscnow.com","900 GEORGIA AVE"
"SCR000784884","STC INDUSTRIAL LLC","803-775-1002","2021-11-06T00:00:00.000","488057","3, 4, 8, 9, B, UO","SUMTER","SC","29151","SUMTERTRANSPORT.COM","PO BOX 1509"
"ILD005070495","EMCO CHEMICAL DISTRIBUTORS, INC.","262-658-4000","2022-09-02T00:00:00.000","373855","3, 4, 5, 6, 8, 9, B","NORTH CHICAGO","IL","60064","emcochem.com","2100 COMMONWEALTH AVE"
"WI0000815381","COVANTA ENVIRONMENTAL SOLUTIONS
CARRIERS II LLC","414-234-8461","2021-11-29T00:00:00.000","508337","2, 3, 4, 5, 6, 8, 9, B, UO","MILWAUKEE","WI","53209","www.covanta.com","3216 WEST VILLIARD AVE"
"ILR000019588","ENVIROVAC WASTE TRANSPORT SYSTEMS, INC.","800-424-9300","2021-10-04T00:00:00.000","638551","2, 3, 4, 5, 6, 8, 9, B, IW, UO","Jacksonville","IL","62650","wasteace.com","526 West Reid Street"
"IAD984591032","RED GIANT OIL COMPANY","712-323-2441","2021-12-19T00:00:00.000","53312","9, B, UO","COUNCIL BLUFFS","IA","51503","www.redgiantoil.com","1701 S. 3rd Street"
"KSD054757646","SOLOMON CORPORATION","785-655-2596","2022-09-01T00:00:00.000","72332","9, B","SOLOMON","KS","67480","www.solomoncorp.com","PO BOX 245"
"OHR000103762","VICKERY TRANSPORTATION, INC.","812-378-3364","2022-09-04T00:00:00.000","978059","8, 9, B","VICKERY","OH","43464","vickerytransportation.com","3956 STATE ROUTE 412"
"MOR000501981","TNI (USA) INC
.DBA: AATCO","417-621-2828","2022-07-28T00:00:00.000","513601","1, 2, 3, 4, 5, 6, 7, 8, 9, B","DUENWEG","MO","64841","www.randrtruck.com","PO BOX 545"
"MOR000521179","SUNBELT ENVIRONMENTAL SERVICES, INC.","417-831-5052","2022-08-04T00:00:00.000","548116","2, 3, 4, 5, 6, 8, 9, B, IW, UO","SPRINGFIELD","MO","65801","WWW.SUNBELTENV.COM","PO BOX 469"
"MIK435642742","EQ INDUSTRIAL SERVICES, INC.","734-521-8104","2022-05-15T00:00:00.000","786781","1, 2, 3, 4, 5, 6, 7, 8, 9, B, IW, UO","LIVONIA","MI","48152","EQONLINE.COM","17440 COLLEGE PARKWAY SUITE 300"
"ALR000007237","ACTION RESOURCES, INC.","256-352-7082","2022-08-31T00:00:00.000","680185","1, 2, 3, 4, 5, 6, 7, 8, 9, B","Mc Alester","AL","74502","action-resources.com","PO Box 818"
"MND006962419","NORTHERN STATES POWER COMPANY DBA XCEL ENERGY","612-330-7827","2022-07-26T00:00:00.000","211635","9, PCB, UO","MINNEAPOLIS","MN","55401","www.xcelenergy.com","414 NICOLLET MALL (MP-4)"
"MIT270012321","HAROLD MARCUS LIMITED","519-695-3734","2022-06-02T00:00:00.000","258108","2, 3, 4, 5, 6, 8, 9, B","BOTHWELL","ON","NOP1C","haroldmarcus.com","15124 LONGSWOODS ROAD"
"TNR000007385","JIM'S TANK SERVICE, LLC","901-357-7237","2022-09-04T00:00:00.000","347176","3, B, UO","MEMPHIS","TN","38168","jimstankservice.com","PO BOX 281431"
"KS0000336891","SAVANNAH TRANSPORT, INC.","877-595-0100","2022-08-07T00:00:00.000","684806","2, 3, 4, 5, 6, 8, 9, B, UO","WEST JORDAN","KS","84088","www.savannahtransport.com","3454 WEST 8600 SOUTH"
"ILR000130062","HERITAGE - CRYSTAL CLEAN, LLC","847-836-5670","2021-11-01T00:00:00.000","831633","2, 3, 4, 6, 8, 9, B, UO","Elgin","IL","60123","www.crystal-clean.com","2175 Point Blvd Suite 375"
"AZD982403586","ENGLUND EQUIPMENT CO.","623-518-2033","2022-04-08T00:00:00.000","95333","4, 5, 8, 9, B, UO","CASHION","AZ","85329","www.englundlogistics.com","PO BOX 250"
"MOR000042705","MFA OIL COMPANY","573-999-2489","2022-10-08T00:00:00.000","3051","3, 4, B","Columbia","MO","65205","mfaoil.com","PO BOX 519"
"KYR000003418","FIRST AMERICAN RECOVERY & RECYCLE","270-575-4801","2021-11-13T00:00:00.000","893867","9","Paducah","KY","42002",,"PO Box 7644"
"MNT280011586","OSI ENVIRONMENTAL, INC.","218-744-3064","2022-03-06T00:00:00.000","366793","2, 3, 4, 5, 6, 8, 9, B, UO","EVELETH","MN","55734","OSIENV.COM","300 FAYAL ROAD"
"TXR000025072","ROCKETLINE CARRIER SERVICES, LLC dba RCS","915-593-1848","2022-03-20T00:00:00.000","717747","2, 3, 4, 5, 6, 8, 9, B","El Paso","TX","79913","www.rocketlinecarriers.com","PO Box 13031"
"CAR000156125","LIGHTING RESOURCES, LLC","317-345-7501","2022-08-28T00:00:00.000","568970","8, 9","ONTARIO","CA","91761","www.lightingresourcesinc.com","805 E FRANCIS STREET"
"GAR000020131","UNIVERSAL ENVIRONMENTAL SERVICES LLC","678-544-2915","2022-03-13T00:00:00.000","1215088","3, 9, B, UO","PEACHTREE CITY","GA","30269","UNIVERSALENVIRONMENTALSERVICES.COM","411 DIVIDEND DRIVE"
"ALD000622464","CHEMICAL WASTE MANAGEMENT, INC.","205-652-9721","2022-02-20T00:00:00.000","985468","3, 4, 6, 8, 9, B","EMELLE","AL","35459","www.wmsolutions.com","P O Box 55"
"TXR000081205","SAFETY-KLEEN SYSTEMS, INC.1","781-792-5764","2022-02-20T00:00:00.000","151288","2, 3, 4, 5, 6, 8, 9, B, IW, UO","NORWELL","TX","02061","www.safety-kleen.com","2600 North Central Expressway"
"ILR000118190","INTER-RAIL SYSTEMS, INC.","573-334-9437","2022-04-14T00:00:00.000","917412","3, 4, 6, 8, 9, B, UO","CAPE GIRARDEAU","IL","63702","interrailsystems.com","PO BOX 526"
"KY0000967653","PERDUE ENVIRONMENTAL CONTRACTING COMPANY, INC. DBA PECCO LLC","859-221-1758","2021-11-29T00:00:00.000","489151","3, 4, 5, 8, B","NICHOLASVILLE","KY","40356","www.peccoer.com","250 ETTER DRIVE"
"TNR000011247","SPECIALTY TRANSPORT, INC.
A J METLER HAULING & RIGGING","800-215-7762","2022-03-07T00:00:00.000","904642","4, 6, 7, B","KNOXVILLE","TN","37917","http://ptlapp.com","2530 MITCHELL STREET"
"ILR000107086","ILLINI ENVIRONMENTAL, INC.","618-803-2007","2021-10-28T00:00:00.000","1035665","2, 3, 4, 5, 6, 8, 9, B, UO","CASEYVILLE","IL","62232","www.illinienv.com","PO BOX 387"
"OKR000003459","FER, INC.","405-850-6200","2022-04-02T00:00:00.000","617881","3, 4, 8, 9, B, UO","OKLAHOMA CITY","OK","73173","www.ferinc.biz","11501 South I-44 Service Road"
"NYD054979661","TRANSERVICE LOGISTICS, INC. dba Transervice Integrated Solutions Inc.","800-645-8018","2022-09-01T00:00:00.000","620402","3, 8, 9, B","LAKE SUCCESS","KS","11042","www.transervice.com","5 DAKOTA DRIVE"
"NER000004382","ALLIED OIL & SUPPLY, INC.","316-616-6300","2021-12-20T00:00:00.000","159741","3, UO","OMAHA","NE","68108","www.alliedoil.com","PO BOX 3687"
"ILR000126920","STERICYCLE, INC.","314-304-7460","2022-03-15T00:00:00.000","397962","IW","BANNOCKBURN","IL","60015","stericycle.com","2355 WAUKEGAN RD"
"ILD009848193","PEORIA DISPOSAL COMPANY","309-495-5617","2022-01-08T00:00:00.000","178551","9, B","PEORIA","IL","61604","PDCAREA.COM","1113 NORTH SWORDS AVENUE"
"COR000005389","SOUTH PARK MOTOR LINES INC. DBA CAST TRANSPORTATION","303-534-6376","2022-04-07T00:00:00.000","29793","7, 8, 9, B","HENDERSON","CO","80640","CASTTRANS.COM","9850 HAVANA ST"
"ILD984831396","GFL ENVIRONMENTAL SERVICES USA INC","309-637-6243","2022-03-09T00:00:00.000","629276","3, 4, 5, 8, 9, B, UO","MOKENA","IL","60448","www.futureenvironmental.com","19701 S. 97TH AVE"
"MNS000110924","CLEAN EARTH SPECIALTY WASTE SOLUTIONS INC","800-558-5011","2022-05-11T00:00:00.000","1348411","3, 4, 6, 8, B, B, PCB, UO","NEENAH","MN","54957","STERICYCLE.COM","7273 STATE HWY 76"
"SCR000762245","INDUSTRIAL WASTE SERVICES, INC.","803-428-5191","2022-04-29T00:00:00.000","1071704","3, 4, 6, 8, 9, B","CAMDEN","SC","29620",,"960 EGYPT ROAD"
"LAR000055467","LEI INC","985-878-8210","2022-03-16T00:00:00.000","576630","1, 2, 3, 4, 5, 6, 8, 9, B, UO","HAMMOND","LA","70404","www.leirecycle.com","PO BOX 2962"
"IAR000503391","Unified Contracting Services, Inc.","515-266-5700","2022-04-09T00:00:00.000","1216480","3","DES MOINES","IA","50317","www.petroleumcontractor.com","2425 NE 46th AVE"
"TND982116493","Bionomics, Inc.","865-220-8501","2022-03-05T00:00:00.000","528665","3, 4, 5, 7, 8, 9, B","KINGSTON","TN","37763","BIONOMICS-INC.COM","PO BOX 817"
"INR000018960","GARDNER TRANSPORT SERVICES, INC.","317-781-0981","2022-02-14T00:00:00.000","727828","4, 8, 9, B","INDIANAPOLIS","IN","46247","GARDNERTRANS.COM","PO BOX 47074"
"NYR000139220","Sabin International Logistics Corp.","585-294-5017","2022-08-08T00:00:00.000","1462949","9, B","Le Roy","NY","14482","sabinmetal.com/2013/sabin-international-logistics-corp","7133 West Main Road Suite #3"
"MOD115825531","ENVIRONMENTAL RESTORATION, LLC","636-262-0598","2022-04-25T00:00:00.000","801905","2, 3, 4, 5, 6, 8, 9, B, IW, UO","FENTON","MO","63026","www.erllc.com","1666 FABICK DRIVE"
