"pwsid","name","county"
"MO1024512","RAY COUNTY PWSD 3","RAY"
"MO1024646","WORTH COUNTY PWSD 1","WORTH"
"MO1031250","PICKERING PLACE","CASS"
"MO1031517","CEDAR GATE ESTATES","BENTON"
"MO1031536","OAK RIDGE ACRES","BENTON"
"MO1031542","OAKWOOD WATER ASSN","HENRY"
"MO1031547","LAKE LAFAYETTE PWS","LAFAYETTE"
"MO1036130","DAVIESS COUNTY PWSD 3","DAVIESS"
"MO1036167","COUNTRY ACRES SUBD","JOHNSON"
"MO1036172","NW CASS COUNTY SEWER & WATER DISTRICT","CASS"
"MO1041186","BALLERINA PARK HOME COMMUNITY","LAFAYETTE"
"MO1041187","I 70 MOBILE CITY MHP","LAFAYETTE"
"MO1041228","M & M MHP","JOHNSON"
"MO1041289","HIGHLAND MANOR","JACKSON"
"MO1041483","BRIGHT PARADISE BY THE LAKES","BENTON"
"MO1041486","TWIN LAKES MOBILE HOME AND RV PARK LLC","BENTON"
"MO1041487","SOUTHVIEW MHP & RV CAMP","BENTON"
"MO1041587","WOOLERY MHP","PETTIS"
"MO1041618","CROWN MHP","CASS"
"MO1041650","TWIN LAKES MHP","CLAY"
"MO1041651","MOIN MIDWEST MHP","JACKSON"
"MO1041653","ST JOSEPH MHP TRILEVEL","BUCHANAN"
"MO1041654","HILLVIEW MHP","BUCHANAN"
"MO1048081","SPRINGDALE LAKE ESTATES","CASS"
"MO1048442","SOUTHFORK MHP","CASS"
"MO1061484","SHOW ME CHRISTIAN YOUTH HOME","PETTIS"
"MO1070639","MIDDLE FORK WATER CO","GENTRY"
"MO1071079","TRI COUNTY WATER AUTHORITY","JACKSON"
"MO1079501","WHITEMAN AIR BASE","JOHNSON"
"MO1262830","PEMBROOKE PARK","JOHNSON"
"MO2010029","ARROW ROCK PWS","SALINE"
"MO2010035","ATLANTA PWS","MACON"
"MO2010082","BOGARD PWS","CARROLL"
"MO2010091","BOSWORTH PWS","CARROLL"
"MO2010093","BOWLING GREEN PWS","PIKE"
"MO2010097","BRASHEAR PWS","ADAIR"
"MO2010105","BROOKFIELD PWS","LINN"
"MO2010108","BROWNING PWS","LINN"
"MO2010109","MO AMERICAN BRUNSWICK","CHARITON"
"MO2010112","BUCKLIN PWS","LINN"
"MO2010125","CALLAO PWS","MACON"
"MO2010134","CANTON PWS","LEWIS"
"MO2010140","CARROLLTON PWS","CARROLL"
"MO2010162","CHILLICOTHE MUNICIPAL UTILITIES","LIVINGSTON"
"MO2010163","CHULA PWS","LIVINGSTON"
"MO2010165","CLARENCE PWS","SHELBY"
"MO2010169","CLARKSVILLE PWS","PIKE"
"MO2010201","CURRYVILLE PWS","PIKE"
"MO2010215","DEWITT PWS","CARROLL"
"MO2010224","DOWNING PWS","SCHUYLER"
"MO2010238","EDINA PWS","KNOX"
"MO2010247","ELMER PWS","MACON"
"MO2010268","FARBER PWS","AUDRAIN"
"MO2010271","FAYETTE PWS","HOWARD"
"MO2010288","FRANKFORD PWS","PIKE"
"MO2010300","GALT PWS","GRUNDY"
"MO2010305","GILLIAM PWS","SALINE"
"MO2010308","GLASGOW PWS","HOWARD"
"MO2010312","GLENWOOD PWS","SCHUYLER"
"MO2010328","GREEN CASTLE PWS","SULLIVAN"
"MO2010329","GREEN CITY PWS","SULLIVAN"
"MO2010338","HALE PWS","CARROLL"
"MO2010344","HANNIBAL PWS","MARION"
"MO2010362","HIGBEE PWS","RANDOLPH"
"MO2010389","HUMPHREYS PWS","SULLIVAN"
"MO2010390","HUNNEWELL PWS","SHELBY"
"MO2010393","HUNTSVILLE PWS","RANDOLPH"
"MO2010414","KAHOKA PUBLIC WORKS","CLARK"
"MO2010420","KEYTESVILLE PWS","CHARITON"
"MO2010429","KIRKSVILLE","ADAIR"
"MO2010436","LA BELLE PWS","LEWIS"
"MO2010437","LACLEDE PWS","LINN"
"MO2010438","LADDONIA PWS","AUDRAIN"
"MO2010440","LAGRANGE PWS","LEWIS"
"MO2010450","LANCASTER PWS","SCHUYLER"
"MO2010451","LAPLATA PWS","MACON"
"MO2010452","LAREDO PWS","GRUNDY"
"MO2010463","LEWISTOWN PWS","LEWIS"
"MO2010472","LINNEUS PWS","LINN"
"MO2010479","LOUISIANA PWS","PIKE"
"MO2010487","MACON PWS","MACON"
"MO2010488","MADISON PWS","MONROE"
"MO2010491","MALTA BEND PWS","SALINE"
"MO2010497","MARCELINE PWS","LINN"
"MO2010502","MARSHALL PWS","SALINE"
"MO2010506","MARTINSBURG PWS","AUDRAIN"
"MO2010512","MEADVILLE PWS","LINN"
"MO2010513","MEMPHIS PWS","SCOTLAND"
"MO2010514","MENDON PWS","CHARITON"
"MO2010515","MERCER PWS","MERCER"
"MO2010519","MO AMERICAN MEXICO","AUDRAIN"
"MO2010520","MIAMI PWS","SALINE"
"MO2010523","MILAN PWS","SULLIVAN"
"MO2010533","MOBERLY PWS","RANDOLPH"
"MO2010538","MONROE CITY PWS","MONROE"
"MO2010559","NELSON PWS","SALINE"
"MO2010566","NEW FRANKLIN PWS","HOWARD"
"MO2010569","NEW LONDON PWS","RALLS"
"MO2010574","NEWTOWN PWS","SULLIVAN"
"MO2010578","NORBORNE PWS","CARROLL"
"MO2010587","NOVINGER PWS","ADAIR"
"MO2010623","PALMYRA PWS","MARION"
"MO2010624","PARIS PWS","MONROE"
"MO2010635","PERRY PWS","RALLS"
"MO2010664","PRINCETON PWS","MERCER"
"MO2010722","SALISBURY PWS","CHARITON"
"MO2010736","SHELBINA PWS","SHELBY"
"MO2010737","SHELBYVILLE PWS","SHELBY"
"MO2010745","SLATER PWS","SALINE"
"MO2010753","SPICKARD PWS","GRUNDY"
"MO2010780","SWEET SPRINGS PWS","SALINE"
"MO2010790","TINA PWS","CARROLL"
"MO2010796","TRENTON MUNICIPAL UTILITIES","GRUNDY"
"MO2010804","UNIONVILLE PWS","PUTNAM"
"MO2010812","VANDALIA PWS","AUDRAIN"
"MO2010840","WAYLAND PWS","CLARK"
"MO2010857","WHEELING PWS","LIVINGSTON"
"MO2010875","WYACONDA PWS","CLARK"
"MO2010881","BEVIER PWS","MACON"
"MO2010882","CLARK PWS","RANDOLPH"
"MO2020421","CLARENCE CANNON WHOLESALE WTR COMM","MONROE"
"MO2021537","NORTH CENTRAL MO REGIONAL WATER COM","SULLIVAN"
"MO2021598","HOWARD COUNTY REGIONAL WATER COMM","HOWARD"
"MO2024000","ADAIR COUNTY PWSD 1","ADAIR"
"MO2024013","AUDRAIN COUNTY PWSD 1","AUDRAIN"
"MO2024014","AUDRAIN COUNTY PWSD 2","AUDRAIN"
"MO2024105","CARROLL COUNTY PWSD 1","CARROLL"
"MO2024125","CHARITON COUNTY PWSD 2","CHARITON"
"MO2024128","CHARITON LINN COUNTY PWSD 3","LINN"
"MO2024138","CLARK COUNTY CONS PWSD 1","CLARK"
"MO2024237","GRUNDY COUNTY PWSD 1","GRUNDY"
"MO2024259","HOWARD COUNTY CONS PWSD 1","HOWARD"
"MO2024261","HOWARD COUNTY PWSD 2","HOWARD"
"MO2024313","KNOX COUNTY PUBLIC WATER & SEWER DIST 1","KNOX"
"MO2024335","LEWIS COUNTY PWSD 1","LEWIS"
"MO2024346","LINN COUNTY CONS PWSD 1","LINN"
"MO2024350","LINN LIVINGSTON COUNTY PWSD 3","LIVINGSTON"
"MO2024352","LIVINGSTON COUNTY PWSD 1","LIVINGSTON"
"MO2024353","LIVINGSTON COUNTY PWSD 2","LIVINGSTON"
"MO2024354","LIVINGSTON COUNTY PWSD 3 EAST","LIVINGSTON"
"MO2024355","LIVINGSTON COUNTY PWSD 4","LIVINGSTON"
"MO2024363","MACON CO PWSD 1","MACON"
"MO2024377","MARION COUNTY PWSD 1","MARION"
"MO2024382","MERCER COUNTY PWSD 1","MERCER"
"MO2024402","MONROE COUNTY PWSD 2","MONROE"
"MO2024471","PIKE COUNTY PWSD 1","PIKE"
"MO2024495","PUTNAM COUNTY PWSD 1","PUTNAM"
"MO2024499","RALLS COUNTY PWSD 1","RALLS"
"MO2024500","CANNON PWSD 1","RALLS"
"MO2024504","THOMAS HILL PWSD 1","RANDOLPH"
"MO2024555","SALINE COUNTY PWSD 1","SALINE"
"MO2024556","SALINE COUNTY PWSD 2","SALINE"
"MO2024557","SALINE COUNTY PWSD 3","SALINE"
"MO2024559","SCHUYLER COUNTY CONSOLIDATED PWSD 1","SCHUYLER"
"MO2024565","SCOTLAND COUNTY CONS PWSD 1","SCOTLAND"
"MO2024572","SHELBY COUNTY PWSD 1","SHELBY"
"MO2024594","SULLIVAN COUNTY PWSD 1","SULLIVAN"
"MO2036165","LAKE THUNDERHEAD","PUTNAM"
"MO2041558","SEGES MHP","CALLAWAY"
"MO2041594","LINN ACRES","OSAGE"
"MO3010033","ASHLAND PWS","BOONE"
"MO3010039","AUXVASSE PWS","CALLAWAY"
"MO3010047","BARNETT PWS","MORGAN"
"MO3010054","BELLE PWS","MARIES"
"MO3010075","BLACKWATER PWS","COOPER"
"MO3010089","BOONVILLE PWS","COOPER"
"MO3010115","BUNCETON PWS","COOPER"
"MO3010124","CALIFORNIA PWS","MONITEAU"
"MO3010130","CAMDENTON PWS","CAMDEN"
"MO3010146","MO AMERICAN JEFFERSON CITY NORTH","CALLAWAY"
"MO3010149","CENTERTOWN PWS","COLE"
"MO3010152","CENTRALIA PWS","BOONE"
"MO3010155","CHAMOIS PWS","OSAGE"
"MO3010166","CLARKSBURG PWS","MONITEAU"
"MO3010180","COLE CAMP PWS","BENTON"
"MO3010181","CITY OF COLUMBIA UTILITIES","BOONE"
"MO3010196","CROCKER PWS","PULASKI"
"MO3010219","DIXON PWS","PULASKI"
"MO3010240","ELDON PWS","MILLER"
"MO3010257","EUGENE PWS","COLE"
"MO3010291","FREEBURG PWS","OSAGE"
"MO3010296","FULTON PWS","CALLAWAY"
"MO3010332","GREEN RIDGE PWS","PETTIS"
"MO3010340","HALLSVILLE PWS","BOONE"
"MO3010384","HOUSTONIA PWS","PETTIS"
"MO3010386","HUGHESVILLE PWS","PETTIS"
"MO3010396","IBERIA PWS","MILLER"
"MO3010400","IONIA PWS","BENTON"
"MO3010407","JAMESTOWN PWS","MONITEAU"
"MO3010409","MO AMERICAN JEFFERSON CITY DISTRICT","COLE"
"MO3010424","KINGDOM CITY PWS","CALLAWAY"
"MO3010441","LAKE OZARK PWS","MILLER"
"MO3010448","LA MONTE PWS","PETTIS"
"MO3010469","LINCOLN PWS","BENTON"
"MO3010470","LINN PWS","OSAGE"
"MO3010471","LINN CREEK PWS","CAMDEN"
"MO3010517","META PWS","OSAGE"
"MO3010535","MOKANE PWS","CALLAWAY"
"MO3010563","NEW BLOOMFIELD PWS","CALLAWAY"
"MO3010614","OTTERVILLE PWS","COOPER"
"MO3010642","PILOT GROVE PWS","COOPER"
"MO3010660","PRAIRIE HOME PWS","COOPER"
"MO3010684","RICHLAND PWS","PULASKI"
"MO3010700","ROLLA PWS","PHELPS"
"MO3010706","RUSSELLVILLE PWS","COLE"
"MO3010709","ST ELIZABETH PWS","MILLER"
"MO3010712","ST JAMES PWS","PHELPS"
"MO3010720","ST ROBERT PWS","PULASKI"
"MO3010728","SEDALIA PWS","PETTIS"
"MO3010746","SMITHTON PWS","PETTIS"
"MO3010767","STOVER PWS","MORGAN"
"MO3010771","STURGEON PWS","BOONE"
"MO3010783","SYRACUSE PWS","MORGAN"
"MO3010791","TIPTON PWS","MONITEAU"
"MO3010819","VERSAILLES PWS","MORGAN"
"MO3010822","VIENNA PWS","MARIES"
"MO3010831","MO AMERICAN WARDSVILLE","COLE"
"MO3010835","WARSAW PWS","BENTON"
"MO3010841","WAYNESVILLE PWS","PULASKI"
"MO3010887","NEWBURG PWS","PHELPS"
"MO3010904","FRANKENSTEIN PWS","OSAGE"
"MO3011121","RHINELAND PWS","MONTGOMERY"
"MO3011346","OSAGE BEACH WEST PWS","CAMDEN"
"MO3011367","OSAGE BEACH EAST PWS","CAMDEN"
"MO3021138","MARIES COUNTY PWSD 1 NORTH","MARIES"
"MO3021236","MARIES COUNTY PWSD 1 SOUTH","MARIES"
"MO3021326","MONTGOMERY COUNTY PWSD 1 JONESBURG","MONTGOMERY"
"MO3021332","PETTIS JOHNSON SALINE PWSD 1","PETTIS"
"MO3021377","CAMDEN COUNTY PWSD 4 HORSESHOE BEND","CAMDEN"
"MO3024052","BOONE COUNTY PWSD 4","BOONE"
"MO3024055","BOONE COUNTY CONS PWSD 1","BOONE"
"MO3024058","BOONE COUNTY PWSD 9","BOONE"
"MO3024059","BOONE COUNTY PWSD 10","BOONE"
"MO3024084","CALLAWAY COUNTY PWSD 1","CALLAWAY"
"MO3024085","CALLAWAY 2 WATER DISTRICT","CALLAWAY"
"MO3024090","CAMDEN COUNTY PWSD 1","CAMDEN"
"MO3024091","CAMDEN COUNTY PWSD 2","CAMDEN"
"MO3024159","COLE COUNTY PWSD 1","COLE"
"MO3024160","COLE COUNTY PWSD 2","COLE"
"MO3024162","COLE COUNTY PWSD 3","COLE"
"MO3024163","COLE COUNTY PWSD 4","COLE"
"MO3024164","COLE COUNTY PWSD 5","COLE"
"MO3024169","COOPER COUNTY PWSD 1","COOPER"
"MO3024170","COOPER COUNTY CONSOLIDATED PWSD # 1","COOPER"
"MO3024395","MONITEAU COUNTY PWSD 1","MONITEAU"
"MO3024396","MONITEAU COUNTY PWSD 2","MONITEAU"
"MO3024413","LAURIE PWS","MORGAN"
"MO3024437","OSAGE CO PWSD 1","OSAGE"
"MO3024438","OSAGE COUNTY PWSD 2 NORTH","OSAGE"
"MO3024439","OSAGE COUNTY PWSD 3","OSAGE"
"MO3024440","OSAGE COUNTY PWSD 4","OSAGE"
"MO3024441","OSAGE COUNTY PWSD 2 SOUTH","OSAGE"
"MO3024465","PHELPS COUNTY PWSD 1","PHELPS"
"MO3024466","PHELPS COUNTY PWSD 2 NORTH","PHELPS"
"MO3024467","PHELPS COUNTY PWSD 2 SOUTH","PHELPS"
"MO3024490","PULASKI COUNTY PWSD 1","PULASKI"
"MO3024491","PULASKI COUNTY PWSD 2","PULASKI"
"MO3024492","PULASKI COUNTY PWSD 3","PULASKI"
"MO3030474","ROBYN POINT","CAMDEN"
"MO3030981","MINNOWBROOK ESTATES","CAMDEN"
"MO3031089","OSAGE HIGHLANDS","CAMDEN"
"MO3031118","LAKESIDE COMMUNITY INC","PHELPS"
"MO3031133","ARROW RIDGE SHORES","CAMDEN"
"MO3031167","BLACK FOREST HOA INC NO 2","GASCONADE"
"MO3031183","MO AMERICAN LAKE CARMEL","COLE"
"MO3031198","OLD KINDERHOOK COMMUNITY","CAMDEN"
"MO3031201","CAMDEN COUNTY PWSD #4 SHAWNEE BEND","CAMDEN"
"MO3031207","HIDDEN OAKS ESTATES","CAMDEN"
"MO3031208","MAKALU ESTATES","CAMDEN"
"MO3031220","SEVEN TRAILS WEST SUBD","CAMDEN"
"MO3031232","CROSS CREEK SUBD","CAMDEN"
"MO3031242","SERENITY BAY SUBD","CAMDEN"
"MO3031244","CHELSEA ROSE SUBD","CAMDEN"
"MO3031246","TOWN OF MARTIN","MARIES"
"MO3031257","SUMMER PLACE ON THE LAKE","CAMDEN"
"MO3031265","BIG ISLAND WATER COMPANY","CAMDEN"
"MO3031267","ECHO VALLEY SUBDIVISION","CAMDEN"
"MO3031279","ST TROPEZ SUBDIVISION","CAMDEN"
"MO3031280","SYLVAN BAY SUBDIVISION","CAMDEN"
"MO3031290","CIMARRON BAY SUBDIVISION","CAMDEN"
"MO3031293","GASCONY VILLAGE","GASCONADE"
"MO3031299","GOLDEN GLADE WATER SYSTEM","CAMDEN"
"MO3031301","MO AMERICAN RED FIELD SUBDIVISION","COLE"
"MO3031302","SHALOM MOUNTAIN","PULASKI"
"MO3031317","LAKE NORTHWOODS UTILITY INC","GASCONADE"
"MO3031321","DOCS RETREAT UNIT 1","BENTON"
"MO3031322","OCWC SPRING BRANCH WATER","BENTON"
"MO3031338","JOHNSON BAY SUBDIVISION","MORGAN"
"MO3031349","PENINSULA SUBD","CAMDEN"
"MO3031358","MORGAN COUNTY PWSD # 2","MORGAN"
"MO3031364","LAKE RIDGE BAY","BENTON"
