"jobpostingid","title","salarybasis","salarystart","salaryend","openingdate","closingdate","vacancytotal","organization","jobdescription","jobtype","name","address1","address2","city","state","zip","contactphone","contactextension","contactfax","contactemail","contactcomments","postingtype","specialty","workzip","onetcode","soctitle","onet","jobdetailsurl","joburl","employer"
"267","Maintenance Crew Leader","Monthly","2988.00","2988.00","2015-02-09","2015-02-20","1","Missouri Department of Transportation","Job Summary:  The maintenance crew leader assigns and monitors the work of a crew and trains employees performing highway  maintenance duties while also performing these same activities. Responsibilities are performed under moderate  supervision.","Full-Time",,,,,,,,,,,"http://www.modot.org/jobs","Other",,"63630","49909800","Installation, Maintenance, and Repair Occupations","Helpers--Installation, Maintenance, and Repair Workers",,"https://apps1.mo.gov/mocareers/Details?id=267","STATE OF MISSOURI"
"299","Probationary Communications Operator","Annual","36012.00","60204.00","2015-02-11","2015-02-27","3","Missouri State Highway Patrol - Information and Communications Technology Division","The employee performs full functioning communications work by handling radio traffic both to and from Patrol units and other law enforcement agencies; answering incoming emergency and nonemergency telephone calls from the public and other law enforcement entities; works both broadcast and desk operations entering, retrieving and disseminating information in the Missouri State Highway Patrol computer system (MULES) and associated computer systems (NCIC, NLETS, DOR, ALERT, REJIS).  Employee may be involved with performing the operation, maintenance, and construction of the key components utilized throughout the Patrolï¿½s radio network.  The work is performed under close supervision of a Communications Training Officer and/or designated supervisor.  The employee is required to perform shift work (e.g., evenings, midnights, weekends, and holidays).","Full-Time","Madison Vance","1510 East Elm Street",,"Jefferson City","MO","65102","5735266334",,"5737519924","madison.vance@mshp.dps.mo.gov","Individuals, including current Patrol employees, interested in this position must visit our website at www.mshp.dps.mo.gov to complete and submit an application for civilian employment and complete a typing test (http://mshp-hrd.AssessTyping.com) prior to the application deadline.  Resumes will not be accepted in lieu of the application.  Individuals who have previously completed an application must access their profile in the system to re-apply.","Other",,"65102","43503100","Office and Administrative Support Occupations","Police, Fire, and Ambulance Dispatchers","http://www.mshp.dps.missouri.gov/MSHPWeb/Root/index.html","https://apps1.mo.gov/mocareers/Details?id=299","STATE OF MISSOURI"
"318","Utility Engineering Specialist II","Annual","47892.00","52092.00","2015-02-17","2015-03-06","1","Missouri Public Service Commission","Specialist I - An employee in this class performs routine engineering analysis of utility operations, and prepares material which may be used as testimony in PSC hearings on utility rates, services, construction or production. Work involves participating in the evaluation of specific types of designs, or working in engineering areas such as electrical, telecommunications, steam, water, gas or nuclear systems, or in specific aspects of statistics or industrial activity reporting. Close supervision is received from a higher-level Utility Engineering Specialist, Utility Regulatory Engineer or an administrative superior, and work is reviewed for technical accuracy and conformance to established policies.  Specialist II - An employee in this class performs moderately complex engineering analysis of utility operations, and prepares material which may be used as testimony in PSC hearings on utility rates, services, construction or production. Work involves serving as an engineering technical resource in the evaluation of specific types of designs, or in engineering areas such as electrical, telecommunications, steam, water, gas or nuclear systems, or in specific aspects of statistics or industrial activity reporting. Work may also involve serving as lead worker over lower-level Utility Engineering Specialists on routine projects in small utilities. General supervision is received from a higher-level Utility Engineering Specialist, Utility Regulatory Engineer or an administrative superior; however, the employee exercises independent judgment in determining methods for completion of work, and work is reviewed for conformance to established policies.","Full-Time","Sheryl Gregory","200 Madison Street","PO Box 360","Jefferson City","MO","65102-0360","5737513233",,"5735264935","pscjobs@psc.mo.gov","A bachelorï¿½s degree in engineering is required.  Must have a working knowledge of the principles and practices of engineering. Position requires approximately 50% travel. Flex-time available after successful completion of probationary period. Good verbal and written communication skills and computer literacy a must.  Familiarity or experience in the construction and operation of natural gas utilities; federal, state, and local rules and regulations governing natural gas operations; or natural gas utility training is preferred, but not required.  Assistance in attaining PE certification is available. To be considered for this position, please submit an application, resume, a copy of all transcripts, and a one to two page technical writing sample by 5:00 pm March 6, 2015 to MO Public Service Commission, Reference Number UO030315, P.O Box 360, Jefferson City, Missouri 65102 or via e-mail to pscjobs@psc.mo.gov.","Other",,"65102","17207100","Architecture and Engineering Occupations","Electrical Engineers","http://psc.mo.gov/General/Career_Opportunities","https://apps1.mo.gov/mocareers/Details?id=318","STATE OF MISSOURI"
"315","Office Support Assistant (Keyboarding)","Annual","22536.00","23160.00","2015-02-18","2015-02-26","1","Division of Youth Services","Types, utilizing a computer keyboard and word processing software, and edits a variety of material, frequently involving technical or specialized terminology; transcribes from dictating equipment.   ï¿½	Reviews documents for accuracy, completeness, and compliance.   ï¿½	Composes routine correspondence; proofreads and/or finalizes letters, memorandums, reports, or other documents for approval and/or signature.   ï¿½	Establishes and maintains complex filing systems; prepares and/or oversees the preparation of records for storage and/or archiving.   ï¿½	Prepares purchase and supply requisitions, personnel and/or payroll records, time and leave records, expense accounts, and/ or other program or agency documents; arranges travel and accommodations; maintains equipment and supply inventory records.   ï¿½	Processes and distributes mail according to established procedures; prepares material for mailing utilizing automated equipment when applicable.  ï¿½	Serves as receptionist or information clerk; determines purpose of contact; provides general information and assists in preparation of forms if needed; directs individuals to proper destination; receives and distributes messages; and schedules and/or arranges appointments as necessary.  ï¿½	Prepares and summarizes data or reports from a variety of sources in accordance with specific instructions or procedures.   ï¿½	Enters, updates, and/or retrieves information in automated systems; develops spreadsheets and databases; utilizes various software packages in the performance of duties.   ï¿½	Operates standard office equipment.  ï¿½	Serves as a lead worker or supervisor providing guidance, direction, and training to a small group of clerical employees; reviews work for accuracy, timeliness, and compliance with instructions and procedures; evaluates employee performance as assigned.  ï¿½	Receives general supervision from a designated administrative supervisor, however, will work independently within established guidelines.   ï¿½	Performs other related work as assigned.","Full-Time","Lisa Kloppenborg","Division of Youth Services","500 State Drive","Mt. Vernon","MO","65714","4174660292",,"4174660452",,"Accepting applications from all qualified applicants.  If interested in applying for this position, send a resume, photocopies of official college transcripts, a DSS Application for Employment and a completed DYS Addendum to the Division of Youth Services, Mt. Vernon Treatment Center, 500 State Drive, Mt. Vernon, MO 65714, Attn: Lisa Kloppenborg on or before February 26, 2015.","Merit",,"65714","21102999","Community and Social Services Occupations","Social Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=315","STATE OF MISSOURI"
"306","Laborer - Seasonal","Hourly","10.75","10.75","2015-02-13","2015-03-13","1","FMDC","This temporary position with OA/FMDC participates in the maintenance and care of grounds; mowing and trimming at the facility.  Tree trimming and removal.  Pick up trash and debris from flower beds and grounds daily.  Assist part-time employee in equipment and building maintenance.    Work hours are Monday through Friday 7:30 a.m. ï¿½ 4:00 p.m.","Seasonal","Mary Limbach","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"mary.limbach@oa.mo.gov","Please complete a FMDC Employment Addendum (link below) and submit with a letter of interest to the above contact.","Other",,"65786","37301900","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=306","STATE OF MISSOURI"
"310","Habilitation Specialist I/II","Annual","29004.00","47892.00","2015-02-18","2015-03-04","1","Southeast Missouri Residential Services","This is mid-level professional work developing, implementing, and monitoring habilitation programs and positive behavior supports for persons with developmental disabilities.","Full-Time","Suzan McGowen","2351 Kanell Blvd",,"Poplar Bluff","MO","63901","5738409324",,"5738409464","suzan.mcgowen@dmh.mo.gov",,"Merit",,"63901","39102100","Personal Care and Service Occupations","First-Line Supervisors/Managers of Personal Service Workers",,"https://apps1.mo.gov/mocareers/Details?id=310","STATE OF MISSOURI"
"261","Maintenance Worker II","Annual","28104.00","38928.00","2015-02-06","2015-02-19","1","DAI","opening exists for MAINTENANCE WORKER II IN-TRAINING FOR LAUNDRY MANAGER position at the Western Missouri Correctional Center which is a large all male institution which houses approximately 2000 offenders.  The selected individual would be responsible for general duties within this position.","Full-Time","Amanda Stith","609 E. Pence Rd.",,"Cameron","MO","64429","8166321390","2114","8166322191","amanda.stith@doc.mo.gov",,"Merit","Mechanical or Electronics spec","64429","37101100","Building and Grounds Cleaning and Maintenance Occupations","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers",,"https://apps1.mo.gov/mocareers/Details?id=261","STATE OF MISSOURI"
"303","Laborer - Seasonal","Hourly","10.75","10.75","2015-02-13","2015-03-13","1","FMDC","This temporary position with OA/FMDC participates in the maintenance and care of grounds; mowing and trimming at the facility.  Tree trimming and removal.  Pick up trash and debris from flower beds and grounds daily.  Assist part-time employee in equipment and building maintenance.    Work hours are Monday through Friday 7:30 a.m. ï¿½ 4:00 p.m.","Seasonal","Mary Limbach","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"mary.limbach@oa.mo.gov","Please complete a FMDC Employment Addendum (link below) and submit with a letter of interest to the above contact.","Other",,"63901","37301900","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=303","STATE OF MISSOURI"
"308","Computer Programmer - Application Developer","Monthly","2498.00","3624.00","2015-02-13","2015-03-11","1",,"The Information Technology Group of the Missouri State Public Defender Office is seeking an Application Developer.  The IT Group, located in Columbia, supports over forty offices throughout the state. The Public Defender environment includes Microsoft operating systems and Lotus Notes software for email and application development. This position offers the opportunity to design and write new applications and enhance existing applications in an exciting, progressive, team-based work environment.     The Application Developer will assist in the support, maintenance and enhancements of over two dozen applications. Day to day operations will include helping with second level support, reviewing and monitoring performance of applications and updating documentation. The candidate will also assist in developing code for Lotus Notes application fixes, minor enhancements and major release updates. Other job duties may include writing scripts to automate tasks and performing website updates on public and private web pages.","Full-Time","Amy Johnson","1000 W Nifong Bldg 7 Ste 100",,"Columbia","MO","65203","5737779977","202","5737779976","human.resources@mspd.mo.gov","An Employment Application must be completed in order to be considered for position. Applications are available online at www.publicdefender.mo.gov; by calling 573-777-9977, ext. 202; or by visiting any local public defender office. Applications must be received by mail, email, or fax in Human Resources no later than March 11, 2015 to be considered for position.","Other",,"65203","15113100","Computer and Mathematical Occupations","Computer Programmers",,"https://apps1.mo.gov/mocareers/Details?id=308","STATE OF MISSOURI"
"255","Accountant II","Annual","36204.00","51096.00","2015-02-06","2015-02-20","1","Division of Workforce Development","?	Assist/Lead monitoring subcontractors for all DWD programs  ?	Develop procedures for monitoring and compliance audits  ?	Issue monitoring reports, indentify concerns and provide recommendations  ?	Evaluate corrective action plans  ?	Provide technical assistance of the Divisionï¿½s internal accounting system  ?	Provide control reports reflecting expenditures and fund availability  ?	Process payments and related information in Statewide Advantage for Missouri (SAMII)  ?	Prepares contract and grant agreements  ?	Performs other related work as assigned","Full-Time","Laura Hoskins","PO Box 1157",,"Jefferson City","MO","65102","5735226371",,"5735229814","laura.hoskins@ded.mo.gov","APPLICATION PROCESS:	  This position is a merit positions.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After eligibility is determined, please email or fax cover letter, resume and transcripts by February 20, 2015: Fax:  (573) 522-9814 or Email:  Laura.Hoskins@ded.mo.gov","Merit",,"65102","13201100","Business and Financial Operations Occupations","Accountants and Auditors",,"https://apps1.mo.gov/mocareers/Details?id=255","STATE OF MISSOURI"
"248","Design Engineer II","Annual","47892.00","69612.00","2015-02-06","2015-02-24","1","State Emergency Management (SEMA)","o	Provide accurate NFIP and Floodplain Management Program engineering technical assistance and guidance in all formats (i.e., verbal, written, and in training workshops) to various stakeholders (homeowners, local government officials, state elected officials, bank and other lenders backed by the federal government, floodplain determination firms, engineering firms, realtors, insurance agents, etc.  o	Provide accurate engineering technical assistance to participating local jurisdictions in the preparation, conduct and review of their NFIP and Floodplain Management Program compliance efforts to help them and meet state and federal requirements, as well as to help them determine and resolve significant problems.  o	Serve as SEMA' s Project Manager for the Cooperating Technical Partner (CTP) floodplain Map Modernization and Map Modernization Management  System (MMMS) funding.  o	Advise and oversee Contractors performing work under other specific Floodplain & Mitigation Contracts: coordinating supply orders and keeping contracts current; ensuring proper quality assurance of work performed by the contractors; managing and documenting the work performed, ensuring proper and timely payments; preparing closeout reports; and maintaining appropriate documents and files for audit purposes.","Full-Time","Quinn Gardner","2302 Militia Dr.",,"Jefferson City","m","65102","5735269109",,,"Quinn.Gardner@sema.dps.mo.gov",,"Merit",,"65102","17219900","Architecture and Engineering Occupations","Engineers, All Other","http://sema.dps.mo.gov/programs/floodplain/","https://apps1.mo.gov/mocareers/Details?id=248","STATE OF MISSOURI"
"268","Youth Specialist I/II","Annual","28104.00","30984.00","2015-02-09","2015-02-20","1","Division of Youth Services","Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.","Full-Time","Robin Taylor","609 N. Middle St",,"Cape Girardeau","MO","63701","5732905860",,"5732905869","robin.taylor@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"63701","21109999","Community and Social Services Occupations","Community and Social Service Specialists, All Other",,"https://apps1.mo.gov/mocareers/Details?id=268","STATE OF MISSOURI"
"279","Maintenance Supervisor I","Annual","31512.00","43488.00","2015-02-10","2015-02-23","1","Western Reception Diagnostic & Correctional Center","This is entry-level supervisory work involving supervising a small to moderate staff of skilled and semi-skilled employees or offenders in the construction, maintenance, and/or repair of buildings and equipment.","Full-Time",,,,,,,,,,,,"Merit",,"64506","49904200","Installation, Maintenance, and Repair Occupations","Maintenance and Repair Workers, General",,"https://apps1.mo.gov/mocareers/Details?id=279","STATE OF MISSOURI"
"264","Corrections Officer I","Annual","28260.00","39084.00","2015-02-06","2015-02-19","1","DAI","An opening exists for CO I IN-TRAINING FOR LAUNDRY MANAGER position at the Western Missouri Correctional Center which is a large all male institution which houses approximately 2000 offenders.  The selected individual would be responsible for general duties within this position.","Full-Time","Amanda Stith","609 E. Pence Rd.",,"Cameron","MO","64429","8166321390","2114","8166322191","amanda.stith@doc.mo.gov",,"Merit",,"64429","37101100","Building and Grounds Cleaning and Maintenance Occupations","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers",,"https://apps1.mo.gov/mocareers/Details?id=264","STATE OF MISSOURI"
"249","Cook III","Annual","27228.00","37548.00","2015-02-06","2015-02-19","1","Tipton Correctional Center","Directs the operation of a small to moderate size facility kitchen, or serves as a shift supervisor in a large facility kitchen.    Supervises and evaluates lower-level employees, Food Service Helpers, offenders, and/or other helpers; monitors performance and work habits to ensure promptness and efficiency.    Prepares work schedules reflecting shifts, days, and hours of work.    Plans menus as necessary and ensures adequate quantities of food items are on hand for preparation of meals.    Participates in long-range planning and requisitioning of food items and equipment to ensure adequate supplies.    Participates in skilled cooking and carving or preparing or directing preparation of meats, vegetables, desserts, salads, and rolls or similar bread items; instructs lower-level employees in measuring, mixing, seasoning, adjusting heat, garnishing, and serving of food items.    Allocates required amounts of prepared food for distribution to outlying dining rooms.    Supervises the cleaning of kitchens and equipment to maintain standards of safety and sanitation.    Plans and supervises utilization of leftover food items.    Exercises independence in the supervision of cooking activities; receives general direction from a Food Service Manager, Dietitian, or other designated administrative supervisor.    Performs other related work as assigned.","Full-Time","Ruth Stuedle","619 N Osage Ave",,"Tipton","MO","65081","6604332031","2239","6604332763","Ruth.Stued@Doc.Mo.gov",,"Merit",,"65081","35201200","Food Preparation and Serving Related Occupations","Cooks, Institution and Cafeteria",,"https://apps1.mo.gov/mocareers/Details?id=249","STATE OF MISSOURI"
