"business_name","address1","address2","city","state","zipcode","county","contact_name","website","email","company_profile","company_description","location_description","latlong"
"Bollinger County Farmers' Market","200 State Hwy 34Behind County Co-op",,"Marble Hill","MO","63764","Bollinger","Kevin Godsey","https://www.facebook.com/BoCoFarmersMkt/","kkgodsey@gmail.com","Our market has grown a lot in the last few years! Bring the whole family to the Bollinger County Farmers&#39; Market. Visit with the vendors, who will be happy to talk to you about their products. Kids will love to see the animals.<br><br>April- September, Saturday 8:00 a.m.- 12:00 p.m.","Customers can visit with the vendors as they browse the selection of farm fresh produce, fruits, eggs, baked goods, goat milk soaps, honey, local crafts, vegetable plants, flowers, small farm animals and poultry.","The market gathers on Saturday mornings from 8am until 12pm, April through October.","(37.305885, -89.970383)"
"Sticky Pig BBQ Sauce","23150 N. Hwy. 151",,"Centralia","MO","65240","Boone","Melissa Griffith","http://www.stickypigbbq.com","stickypigbbq@gmail.com","<p>We are a family owned company that makes a variety of homemade BBQ sauces and dry rub. We were established in 2004 and sell to retailers all over Missouri. We even have some locations in California, Iowa, Illinois, Michigan and Oklahoma. We also have an online store where we are able to ship all over the United States.</p>","<p>We have original BBQ sauce, mustard sauce, jalapeno sauce, wing sauce and dry rub. These are homemade gourmet sauces made with the freshest ingredients. They are great on all kinds of meats, even on vegetables or in dips.</p>","<p>You can find a list of our locations on our website. <a href=""https://www.stickypigbbq.com"" target=""_blank"">https://www.stickypigbbq.com</a></p>","(39.2242923, -92.141638)"
"Southern Boone Farmers Market","106 S. Maple Street",,"Ashland","MO","65010","Boone","Zachary Rippeto","https://www.facebook.com/southernboonefarmersmarket/","zrippeto@earthlink.net","Southern Boone Farmers Market in Ashland is a farmers&#39; market vendor site. We rent booth space for vendor&#39;s of farm products. Space available to vendors who grow, raise or make from Missouri product&#39;s, and home crafts made for home use.<br><br>May- November, Thursday 3:00 p.m.- 6:00 p.m.","For additional information about products, please contact the market manager directly.","Market address is 106 Maple Street, Ashland, MO 65101<br><br>Directions: Exit Hwy Y at Main interchange in Ashland, through town to 1st intersection, turn left then left again to Southern Boone Farmers Market.<br><br>The market is open Thursdays from 3:00 pm-6:00 pm, May-November.","(38.773311, -92.257347)"
"Hallsville Farmers' & Artisans Market","Tribble Park, 113 Hwy OO",,"Hallsville","MO","65255","Boone","Riley Nichols","https://www.facebook.com/HallsvilleFarmersMarket/","riley@thenicholshomestead.com","<p>The Hallsville Farmers and Artisans Market (aka Farmers Market) was started around 2013 by Terri McHugh. Terri operated and hosted the Farmers Market at Tribble Park located in Hallsville, MO. The purpose of the Farmers Market was to allow local farmers, growers, crafters and artisans to come to a central location and make their products available to the citizens of Hallsville and surrounding areas. The Farmers Market has everything from fresh fruits and vegetables to soaps and crafts. Each item you find at the Farmers Market is grown or crafted by the person selling the item.</p><p><br></p><p>Riley and Jeri Nichols took over the Farmers Market in 2019 and are vendors at the market.</p>","<p>The Hallsville Farmers and Artisans Market offers locally grown and made products including vegetables, a variety of fresh baked goods, chicken and duck eggs, beef products, jams, jellies, honey, soaps, and many other crafts. Stop by to learn more about what will be available for the year!</p>","<p>The Hallsville Farmers &amp; Artisans Market is located at Tribble Park in Hallsville, MO. We are open from 9am until noon. Our season goes from early June until Mid-October.</p>","(39.116836, -92.219319)"
"Southern Boone Farmers' Market","405 S. Main Street",,"Ashland","Mo","65010","Boone","Lawren Mordica","http://www.southernbooneymca.org/farmers-market/","sbymcafarmersmarket@jcymca.org","<p>We strive to bring the Southern Boone County community local &amp; fresh products while supporting small businesses.</p>","Local produce","<p>Located in the Southern Boone Area YMCA parking lot at 405 S. Main Street in Ashland, MO 65010. Open every Thursdays 3-6:30pm and Saturdays 9-12 Operating from early April through the end of October</p><p><br></p><p>Website:  <a href=""http://www.southernbooneymca.org/farmers-market/"" target=""_blank"">http://www.southernbooneymca.org/farmers-market/</a></p><p><br></p><p>Facebook Page:  <a href=""https://www.facebook.com/sbymcafarmersmarket/"" target=""_blank"">https://www.facebook.com/sbymcafarmersmarket/</a></p>","(38.771348, -92.262218)"
"South-Side Farmers' Market","3900 Forum Blvd.",,"Columbia","MO","65203","Boone","Kevin Tutt",,"kptutt@yahoo.com","<p>The South-Side Farmers&#39; Market is a new market in Columbia, MO. The Farmers&#39; Market started in May 2019.</p><p>We are located in the Forum Christian Church parking lot Wednesdays and Saturdays.</p>","<p>We have local produce (tomatoes, cucumbers, summer squash, watermelon, cantaloupe, etc) raised two miles from Columbia. We have fried pies, jams, jellies, teas,</p>","<p>Wednesdays: 11:00 a.m. - 5:00 p.m. </p><p>Saturdays: 8:00 a.m. - 2:00 p.m.</p>","(38.909583, -92.35327)"
"Columbia Farmers Market","1769 West Ash",,"Columbia","MO","65203","Boone","Corrina Smith","http://www.columbiafarmersmarket.org","manager@columbiafarmersmarket.org","<p>Experience the taste of mid-Missouri at Columbia Farmers Market, voted the #1 People’s Choice farmers market in the nation! Find us every Saturday under the MU Health Care Pavilion, at Columbia’s Agriculture Park from 8:00am-noon (April-October) and 9:00am-noon (November-March). During peak season, you can find even more local goodness on Wednesdays, 3:00-7:00pm (May 25th-September 14th) also at Columbia’s Agriculture Park! Fresh vegetables &amp; fruit, meat, farm-fresh eggs, cheeses, honey, cut flowers, plants, artisan items &amp; more. As a producer-only market, everything sold at CFM is offered by the farmers and artisans who help sustain our region. SNAP (food stamps) accepted and matched at all markets. Live music and children’s activities at every market. Rain or Shine!</p>","The Columbia Farmers&#39; Market is a producer-only market, with all items coming from within a 50 mile radius of the market. CFM strongly believes in creating a reliable, regulated marketplace for the direct exchange of high quality and safe food, and conducts the inspections to ensure you, as the customer, are receiving the safest, freshest, most local products available in mid-Missouri. With over 80 members, you&#39;ll find a wide variety of products including vegetables, fruits and herbs, plants, fresh eggs, meats, cheese, honey and honey ice cream, mushrooms, baked goods, candles, body products, canned goods and more.","<p>MU Health Care Pavilion at Columbia’s Agriculture Park (1769 West Ash)</p><p>Summer Season: Saturdays 8am-12pm (April-Oct.)</p><p>Winter Season: Saturdays 9am-12pm (Nov.-March)</p><p>Wednesday Market: Wednesdays 3-7pm (May 25th-September 14th)</p>","(38.967668, -92.363132)"
"Centralia Farmers Market","110 E. Railroad",,"Centralia","MO","65240","Boone","Taylor Warbritton","http://www.facebook.com/centraliamofarmersmarket","centraliafarmersmarket@gmail.com","Local Farmers Market in Centralia, MO.","Variety of local products from honey, produce, and meats!","<p style=""text-align: justify;""><span style=""font-size: 11.5pt;"">Market opens 2nd &amp; 4th Saturdays, April - November from 9 am to 1 pm. </span><span style=""font-size: 15.3333px; background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">Weather Permitting</span></p><p style=""text-align: justify;""><span style=""font-size: 11.5pt;"">110 Railroad St, Centralia, MO 65240 - Corner lot of Railroad &amp; Rollins. </span></p><p style=""text-align: justify;""><br></p><p style=""text-align: justify;""><span style=""font-size: 11.5pt;"">For the most up to date information, please follow our Facebook page at </span><a href=""https://www.facebook.com/centraliamofarmersmarket"" target=""_blank"" style=""font-size: 11.5pt;"">https://www.facebook.com/centraliamofarmersmarket</a><span style=""font-size: 11.5pt;"">.  </span></p><p style=""text-align: justify;""><br></p><p style=""text-align: justify;""><br></p>","(39.2126027, -92.137078)"
"Boone County Farmers Market","2300 Bernadette Dr.",,"Columbia","MO","65203","Boone","Shelly Blevins","http://BooneCountyFarmers.com","boonecou@boonecountyfarmers.com","Vendors at the Boone County Farmers market sell locally grown fruits, vegetables, meats, plants, baked goods, jams, jellies and more.  All products are raised, grown, or made in Boone (or an adjoining county) by the person that is selling the product at our market.","<p>Apples, Beets, Blackberries, Breads, Broccoli, Cabbage, Cantaloupe, Cauliflower, Cookies, Corn, Cucumbers, Eggplants, Eggs, Gourds, Green Beans, Jam &amp; Jelly, Lettuce, Meat, Melons, Onions, Peaches, Peas, Peppers (Hot and Sweet), Pork, Potatoes, Pumpkins, Gourds, Soap, Spinach, Summer Squash, Strawberry, Tomatoes, Watermelons.</p>","We are open every Saturday from May through October from 8 am - noon in the Columbia Mall parking lot in Columbia, Missouri. If you would like to become a vendor or would like more information, please visit our website at BooneCountyFarmers.com","(38.963856, -92.37568)"
"(CLOSED) Missouri River Communities Network","200 Old 63 South,  Suite 203",,"Columbia","MO","65201","Boone","Jennifer Grabner","http://www.moriver.org/home/about-us/","jennyg@moriver.org","Missouri River Communities Network is a non-profit organization and administers the Missouri Healthy Food AmeriCorps Program.<br><br>This AmeriCorps program is statewide and supports school/youth garden and agriculture education through collaborations with school districts, food service companies and other community organizations.","Most of the gardens and urban farms we support produce seasonal vegetables and fruits.","For additional information about the member company view their website information or contact them directly.","(38.947853, -92.308441)"
"(CLOSED) South St. Joseph Farmers' Market","323 Illinois Avenue",,"St. Joseph","MO","64504","Buchanan","Martha Clark","http://www.facebook.com/thesouthsidejunction","mectrees@centurylink.net","<p>Market was established in April 2015 to provide healthy food in a &quot;food desert&quot;. It began with three vendors and grew to 17 serving over 100 customers per Saturday during the season. </p><p><br></p><p>We accept EBT/SNAP cards.</p>","Grass-fed beef bundles, summer sausage, eggs, hand-made craft items, flowers, herbs, plants, wood products, woven rugs, crocheted items, jams, jellies, seasonings and bake goods","<p>The market is at 323 Illinois Avenue in the Junction area of South St. Joseph, MO.</p><p><br></p><p>Open Saturday mornings from 8 a.m. - noon, rain or shine, beginning May - September </p>","(39.718722, -94.865804)"
"Kearbey's Lake Road Farm Market","977 Hwy AA, By Lake Road School",,"Poplar Bluff","MO","63901","Butler","Lee Kearbey","https://www.facebook.com/KearbeysLakeRoadFarmMarket","lakeroadfm@yahoo.com","We started in 1980 raising strawberries only, then in 2000 we expaned to include homegrown &amp; locally grown. In 2009 we added pumpkins, gourds, fall decor &amp; hanging baskets. Pick your own strawberries in May.<br><br>Lee &amp; Karen Kearbey","We have a 6 month season:<br><br>May - Our own U-Pick/we pick strawberries; hanging baskets.<br><br>June-July-Aug - homegrown and locally grown vegetables and fruit, including tomatoes, melons, green beans &amp; much more.<br><br>Sept. - Oct. Pumpkins, gourds, mums, fall decor, fall vegetables, sweet potatoes, turnips &amp; much more.","977 Hwy AA (Across from Lake Road School) Poplar Bluff, MO 63901<br><br>Open May- October Monday - Saturday","(36.728426, -90.321393)"
"Hamilton Missouri Farmers' Market","J.C. Penney Park Lot",,"Hamilton","MO","64644","Caldwell","Valerie Hollon","https://www.facebook.com/thehamiltonmarket/","hamiltonmissourifarmersmarket@gmail.com","The Hamilton Missouri Farmers&#39; Market is a locally grown, handmade community farmers&#39; market.","We provide the community with locally grown seasonal produce, hand crafted items, baked goods, fresh eggs, frozen meats, greenhouse plants and artisan products such as candles and soap.","Operating hours are every Friday evening 4 to 7 pm from May through October","(39.7464, -93.998771)"
"Brent's Fresh Produce","4600 State Road PP",,"New Bloomfield","MO","65063","Callaway","Amanda Saleny","https://www.facebook.com/profile.php?id=100039385227258","tiggersaleny@yahoo.com","Brent&#39;s Fresh Produce is a family owned farm, established in 2008. The farm is ran by Brent Larsen, wife Amanda and their daughter Geneva.","We grow an assortment of seasonal crops of fruits and vegetables, March through November. We do home bake goods in a non-state certified kitchen. Our daughter does wild fresh cut flowers.","We are at the Fulton Farmers Market, in Fulton Missouri. We will be at the courthouse on Saturdays 8:00am-12:00pm, and at Boyd &amp; Boyd, in Fulton Missouri on Wednesdays 3pm-6pm. Produce and bakes goods can be bought directly from the farm or delivered.","(38.71867, -91.99404)"
"Midwest Paradise","11891 State Road B",,"Montgomery City","MO","63361","Callaway","Judy Magliane","https://midwestparadise.com","midwestparadise@yahoo.com","<p>Currently we sell a multitude of freeze dried candies and treats including: Skittles, Milk Duds, Caramel M&amp;Ms, Nerds Clusters, Bit O’ Honey, Starburst, Peppermint Patties, Milky Way, Snickers, Twix, 3 Musketeers, over 60 varieties of taffy, and more! We look forward to expanding to freeze dried ice cream, fruit, vegetables, meals for MREs, etc. In addition, we have a country Air B&amp;B tiny house on our land with access to an almost 2 acre fully stocked lake. Amenities include fishing, pedal boat, fire pit, walking trails, and cornhole to name a few. Finally, we have a small farm with ducks and chickens providing eggs for sale. We also have a small berry garden for black berry, strawberry, and blue berry picking when in season. It is truly our Midwest Paradise and we know you’ll feel the same!</p>","Freeze dried candies and treats including: Skittles, Milk Duds, Caramel M&amp;Ms, Nerds Clusters, Bit O’ Honey, Starburst, Peppermint Patties, Milky Way, Snickers, Twix, 3 Musketeers, over 60 varieties of taffy, and more! We look forward to expanding to freeze dried ice cream, fruit, vegetables, meals for MREs, etc. Duck and chicken eggs for sale.Black berry, strawberry, and blue berry picking when in season. We hope to have additional vegetables and fruits that we will be able to provide in the future.","We are open to the public and located at 11891 State Road B, Montgomery City, MO 63361. Some GPS makes it tricky to find us but if you Google “Midwest Paradise” the map directions will bring you right here. We sell from our home and can meet within an hour in any direction for delivery. 	We have set up at multiple events including the Montgomery County Fair and Warrenton Fall Festival.In addition, we will be selling online and in stores soon.","(38.998889, -91.666837)"
"Living Akers","5409 Ronald Lane",,"New Bloomfield","MO","65063","Callaway","Wendy Akers","https://www.livinglifeknowledge.com","livinglifeknowledge@gmail.com","<p>I discovered Elderberries growing on our small farm, and was amazed at what splendor is right at my fingertips. So I began a quest to utilize what God provides in plants that improve health aspects of life. My husband and I have a sawmill, where we utilize the wood from trees in custom sawing, we are a certified tree farm and members of the Walnut Council. I harvest herbal teas from the plethora of plants in this fertile state. I make as much use from all the herbs and plants as possible, by drying them for tea, making syrups, creams and soap from many plants grown on our farm.</p>","Living Akers offers Herbal Teas that are Missouri grown or Missouri native plants- dried naturally with no additives, packaged as individual tea type, or special blends for certain health benefits.  Offered are packs of individual teacup bags, or small sack of looseleaf. The herbs are wild-harvested on private land, or grown in my garden beds. Many of the same herbs are used in my Milk soap, which is fresh raw cow&#39;s milk, and all natural ingredients.","<p>You can find these products, along with some special home-grown herb creams at Jones Farm Home Auto store in Millersburg, MO. I am at the Capital City Farmers&#39; Market (Orscheln&#39;s parking lot on Missouri Blvd in Jefferson City) most Saturdays June through August. I am available for local delivery (Fulton area) or shipping pretty much anywhere. You can order from my website or contact me on Facebook</p>","(38.7016264, -91.955676)"
"Fulton Farmers' Market","10 East 5th Street",,"Fulton","MO","65251","Callaway","Amanda Saleny","https://www.facebook.com/Fulton-Missouri-Farmers-Market-520415174668568/","tiggersaleny@yahoo.com","<p>For more than 30 years the Fulton Farmers&#39; Market has been helping the people of Missouri eat healthy. While the location within the city of Fulton has changed from our beginning, we still strive to provide our customers with the very best nature has to offer.</p><p><br></p><p>Please visit us on Wednesday afternoons from 3-6 p.m. at Boyd &amp; Boyd, Inc.</p><p><br></p><p>Be sure to check out the new Brick District Farmers&#39; Market on Saturdays at 10 East 5th Street in front of the Courthouse in Fulton to experience what fresh really means. You will be glad you did!</p>","For over 30 years the Fulton Farmers Market has been helping the people of Missouri consume healthy, locally grown produce. Additionally expert advice is available from the growers, some of who are Master Gardeners certified by the University of Missouri Extension Services. Our produce is typical of most Midwestern markets; fresh sweet corn, tomatoes, lettuce, potatoes, turnips, fruit, strawberries, blackberries, blueberries and apples. Many value added products are also sold at the market including homemade crafts.","<p>Our local market is located in the downtown Brick District of Fulton. Fulton Farmers&#39; Market hours are Wednesday 3 p.m. - 6 p.m. at Boyd &amp; Boyd, Inc.</p><p><br></p><p>On Saturdays the market sets up in front of the Callaway County Courthouse on 5th Street from 8 a.m. - 12 p.m.</p><p><br></p><p>The market runs from May 1st through October 31st with fresh seasonal produce varying throughout the year.</p><p><br></p><p>So be sure to check out the Brick District Fulton Farmers&#39; Market!</p>","(38.8467, -91.948)"
"(CLOSED) Danamay Farm","4091 County Road 210",,"Fulton","MO","65251","Callaway","Amy Craighead","https://www.danamayfarm.com/","danamayfarm@gmail.com","Our farm is located in Callaway County, within the heart of Central Missouri. Nestled into a creek bottom, the ridge around us provides a lovely backdrop. We call our farm home and enjoy having several hives of honey bees, a native Missouri meadow, vegetable gardens in the summer, and lots of fruit. In 2012, with the help of an amazing group of family and friends, we planted one acre of blueberries. Two years later we expanded by planting one acre of blackberries. By 2015 we opened for our first season of picking blueberries and blackberries.","We have six varieties of blueberries which allows for an extended picking season. The two varieties of blackberries on our farm are thornless and make for easy picking. Our honey is raw and unfiltered, making it perfect for those seeking the benefits of a locally produced honey.","Farm hours vary throughout the week depending on weather and mostly the amount of ripe fruit. It&#39;s best to check our website before visiting. Our season usually runs from early to mid June through July. All the fruit at our farm is u-pick and you pay by the pound for what you pick. We are members of the Columbia Farmers&#39; Market and can be found there on Saturday mornings. Be sure to arrive for the opening bell as fruit tends to go quickly!","(38.912013, -91.954196)"
"Linn Creek Farmers' Market","City Park",,"Linn Creek","MO","65052","Camden","Deby Blair",,"kimstevens@lc-cg.org","April- October, Friday 4:00 p.m.- 8:00 p.m.","The Linn Creek Farmers&#39; Market sells a variety of products.","The Linn Creek Farmers&#39; Market is located at the City Park.","(38.126632, -92.673286)"
"Osage Beach Farmers Market","4558 Osage Beach Pkwy",,"Osage Beach","MO","65065","Camden","Nathan Bechtold","http://www.osagebeachfarmersmarket.com","nathan@osagebeachfarmersmarket.com","A farmers market connecting Lake of the Ozarks residents and visitors to locally grown food and locally made goods! Founded in 2012, we&#39;re a small-to-medium sized local market, welcoming hundreds of customers weekly from May through September in Osage Beach.","Our market hosts farmers &amp; artisans from central Missouri every week, for local customers to come meet and patronize.You&#39;ll find seasonal produce, eggs, grass-fed meat, unique baked goods, handmade items, and even a food truck for breakfast and lunch!","Saturdays, 9a–1p, May through September. Check our Facebook Page and website for specific dates of our opening day and final season day.","(38.1455541, -92.627764)"
"Farmers' Market in Camdenton","190 Rodeo Rd",,"Camdenton","MO","65020","Camden","Sandy Nelson","https://www.facebook.com/Farmers-Market-in-Camdenton-112904532058542/","farmissouri@gmail.com","<p>May- September, Wednesdays 3-7 p.m.</p>","Baked goods; Cheese and/ or dairy products; Crafts and/ or woodworking items; Eggs; Fresh fruit; Fresh vegetables; Fresh and/ or dried herbs; Honey; Canned or preserved fruits and vegetables; Red and other non-poultry meat; Plants in containers; Poultry meat and products; Soap and/ or body care products; Trees, shrubs; Fresh roasted coffee beans.","<p>Open Wednesdays from 3 pm until 7 pm, May through September.</p><p><br></p><p>Across from the Camdenton County Library &amp; on the side of Camdenton Head Start - 190 Rodeo Rd, Camdenton MO 65020</p>","(38.0017683, -92.738908)"
"Cape Girardeau Farmers' Market","2707 Flora Hills",,"Cape Girardeau","MO","63701","Cape Girardeau","Marilyn Peters","https://www.facebook.com/Cape-Farmers-Market-105485396140615/","mpeters_2001@yahoo.com","April- November, Thursday 12:00 p.m.- 5:00 p.m.","The Cape Girardeau Farmers&#39; Market sells a variety of products.","The market gathers in the parking lot at the West Park Mall in Cape Girardeau on Thursdays from 12 pm until 5 pm, April through November.","(37.305884, -89.518148)"
"Mesta Meadows","12005 Hwy 34",,"Glenallen","MO","63751","Cape Girardeau","Ed Crowley","http://www.mestameadows.com","mestameadows@gmail.com","<p>Mesta Meadows is named after the Mesta Society of Spain which controlled the original Merino sheep breed. </p><p>We honor the heritage of this amazing breed with our farm name, by using regenerative farming techniques, using grass fed as our primary nutrition base and by giving our sheep a happy life.</p>","<p>Our farm produces the highest quality wool, meat and breeding stock. </p><p>We raise registered Merino, Rambouillet, Cormo, and Scottish Blackface sheep.</p>","<p>The <a href=""https://www.spanishstreetfarmacy.com"" target=""_blank"">Farmacy</a>, farmers&#39; markets and directly from our farm.</p>","(37.3590959, -89.862489)"
