"number","dorregionnumber","type","name","address1","address2","city","state","zipcode","located_in","county","phone","fax","size","email","agent","officemanager","contractmanager","daysopen","daysclosed","holidaysclosed","additionaldaysclosed","remarks","latlng","twitter_url","facebook_url","textingphonenumber","managercontactnumber","managercontactnumber2","othercontactinfo","additional_license_office_info"
"079","11","1MV","PINEVILLE","605 MAIN",,"PINEVILLE","MO","64856",,"McDonald","(417) 223-4029","(417) 223-3229","2","PINEVILLEAGENTOFFICE@DOR.MO.GOV","WILLIAM H. BROWER","MONICA VELA",,"*MONDAY-FRIDAY - 9:00 to 4:00",,"Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), President’s Day (02/21/22), Memorial Day (05/30/22), Juneteenth (06/20/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022 (at 2:00 PM ), 4/15/22, 4/18/22, 5/25/2022 (open from 9 AM to 4 PM ),    5/26/2022 (open from 9 AM to 4 PM),   5/27/2022 (open from 9 AM to 4 PM ), 11/25/22,",,"
,  
(36.5942417, -94.3838268)",,,"(417) 592-3502",,,"Public E-mail Address: pinevillelicenseoffice@yahoo.com","*Temporary hours 9:00AM - 4:00PM.*Ways to contact: Email or a ""Contact Us"" link on the internet, Social Media, and Texting. Special Services for the elderly or disabled: Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other services and initiatives: Free Wi-Fi"
"123","9","1MV","MONROE CITY","109 SECOND ST",,"MONROE CITY","MO","63456-0000","MONROE CITY HALL","Monroe","(573) 735-4585","(573) 735-3314","1","MONROECITYAGENTOFFICE@DOR.MO.GOV","CITY OF MONROE CITY","JULIE POWELL",,"Monday - Friday - 8:00 to 5:00","Monday - Friday from 12:00 to 1:00","Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), Martin Luther King Day (01/17/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/2/2022,  8/26/2022,    11/25/22,    12/23/22",,"
,  
(39.654297, -91.7345293)",,,,,,"Public E-Mail: cellison@monroecity.org","Ways to contact office: Email or ""Contact Us"" link on the Internet. Services for the Elderly or Disabled: Curbside Service,  Assist with changing or replacing plates/tabs."
"116","1","1MV","NORTH KANSAS CITY","2421 BURLINGTON DR, SUITE B",,"NORTH KANSAS CITY","MO","64116-4116",,"Clay","(816) 321-7034","(816) 437-7034","3","NORTHKANSASCITYAGENTOFFICE@DOR.MO.GOV","PROJECT MS","MICAH VALDIVIA",,"MONDAY - FRIDAY - 9:00 to 5:00, LAST SATURDAY OF THE MONTH - 9:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/4/2022, 3/10/2022, 11/25/22, 11/26/22, 12/23/22",,"
,  
(39.1464154, -94.5795551)","@projectms10","https://www.facebook.com/projectms.sherry/","(573) 470-5149",,,"Contractor's Website: WWW.PROJECTMS.NET","Ability to join virtual lines, schedule appointments from your computer or mobile device and receive wait time updates. Ways to contact office: Email or ""Contact Us"" link on the Internet, Facebook, Twitter and Texting (links listed below). Services for the Elderly or Disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area, direct customers to front of the line. Wheelchair availability. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
"081","6","1MV","VERSAILLES","108 North Monroe",,"VERSAILLES","MO","65084-0000",,"Morgan","(573) 378-7434","(573) 378-7438","1","VERSAILLESAGENTOFFICE@DOR.MO.GOV","LK Holdings, LLC","NANCY CABLE",,"Monday - Friday - 8:00 to 5:00, Last Saturday of the Month - 8:30 to 11:30",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), President’s Day (02/21/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 10/29/22, 11/25/22, 11/26/22",,"
,  
(38.4320349, -92.8416799)",,,,,,,"Special Services for the elderly or disabled: Direct customers to front of the line. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
"138","6","1MV","LINN LICENSE OFFICE","1200 EAST MAIN",,"LINN","MO","65051-0000","LINN CITY HALL","Osage","(573) 897-4012","(573) 897-0256","1","LINNAGENTOFFICE@DOR.MO.GOV","CITY OF LINN","SARA MENGWASSER",,"Monday - Friday - 8:00 to 4:00, Saturday - 8:00 to 12:00","Monday - Friday from 12:30 to 1:00","Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/19/2022 (at 8:00 AM ),  4/16/22,  5/28/22,  6/18/2022 (at 8:00 AM ),        7/2/22,  8/20/2022 (at 8:00 AM ),  9/1/2022,  9/3/22,  11/25/22,  11/26/22,  12/24/22",,"
,  
(38.4764516, -91.8385073)",,,,,,,"Special Services for the elderly and disabled: Assit with changing or replacing license plates and/or tabs, Assist in and out of the office and assist with transaction in the waiting area instead of at the counter."
"082","4","1MV","WARSAW","237 W MAIN",,"WARSAW","MO","65355-0000",,"Benton","(660) 438-0025","(660) 438-3772","2","WARSAWAGENTOFFICE@DOR.MO.GOV","CONNIE SIERCKS","TARA MCCULLOUGH",,"Monday - Friday - 8:00 to 5:00, Last Saturday - 8:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21 p.m. only), Martin Luther King Day (01/17/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022, 4/15/22, 11/25/22, 11/26/22",,"
,  
(38.2422789, -93.3822043)",,,,,,,"Services and Initiatives: Motor vehicle transaction drop-off service for busy times, Motor vehicle renewal only line. Special Services for the elderly or disabled: Curb-side services, Assist with changing or replacing plates/tabs, Assist with transactions in the customer waiting area instead of public customer service counter or desk. Customer Satisfaction Initiatives: Completed comment cards will be used in drawing at least quarterly. Other Services and Initiatives: Play area will be available within the license office customer waiting area for customer's children."
"106","14","1MV","SIKESTON","1515 EAST MALONE",,"SIKESTON","MO","63801-0000","SATOP & COLE INSURANCE","Scott","(573) 471-3160","(573) 471-4918","2","SIKESTONAGENTOFFICE@DOR.MO.GOV","SEMO TAGS, LLC","ROBIN ALFONSO",,"Monday - Thursday - 8:30 to 4:45, Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:30",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 11/25/22, 11/26/22",,"
,  
(36.8834345, -89.564526)","https://twitter.com/SikestonLicense","www.FACEBOOK.COM/SIKESTON-LICENSE-BUREAU-572023869533260",,,,"Public E-mail Address: SIKESTONLICENSEBUREAU@YAHOO.COM","Ability to schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and Twitter, and Texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
"146","10","1MV","CUBA","501 S FRANKLIN",,"CUBA","MO","65453-0000",,"Crawford","(573) 885-6829","(573) 677-1889","1","CUBAAGENTOFFICE@DOR.MO.GOV","YORK MANAGEMENT GROUP, LLC","ESTELLE DOW",,"Monday - Friday - 9:00 to 5:00, First and Last Saturday - 9:00 to 12:00",,"Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), President’s Day (02/21/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 7/2/22, 9/3/22, 11/25/22",,"
,  
(38.0598577, -91.4022684)",,"https://www.facebook.com/Cubalicense/","(314) 730-0606",,,"Public E-mail Address: cuba@yorkmanagementgroup.com","Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Automatic door, Free Wi-Fi, Charging Station, Take a number system. Customer Satisfaction Initiatives: completed comment cards will be used."
"010","3","1MV","LEXINGTON","1016 Main St",,"LEXINGTON","MO","64067-0000","ATTENTION: This office is currently without power. LEXINGTON CHAMBER OF COMMERCE BUILDING","Lafayette","(660) 259-2872","(660) 259-3407","2","LEXINGTONAGENTOFFICE@DOR.MO.GOV","LEXINGTON AREA CHAMBER OF COMMERCE","PENNY GROSSO",,"Monday - Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:00, Last 4 WKDYS of Month - 8:30 to 5:30",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","4/15/22, 5/28/22, 11/25/22, 11/26/22",,"
,  
(39.185542, -93.882886)",,"https://www.facebook.com/LexingtonLicenseOffice/","(660) 232-2256",,,"Contractor's Website:www.historiclexington.com License Office's Website: www.lexingtonlicenseoffice.historiclexington.com","Special Services for the elderly and disabled: ADAAA compliant restroom, automatic door with a push button. Other services and initiatives: Office will have a greeter to ensure customers has proper documents, Free Wi-Fi, charging station, take a number system."
"151","6","1MV","VIENNA","211 4TH ST",,"VIENNA","MO","65582-0000","MARIES COUNTY COURTHOUSE","Maries","(573) 422-6151","(573) 422-3156","1","VIENNAAGENTOFFICE@DOR.MO.GOV","MARIES COUNTY MISSOURI","JENNIFER ROBERSON",,"Monday - Friday - 8:00 to 4:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/14/2022 (at 11:00 AM until 2:00 PM ), 11/25/22",,"
,  
(38.1856843, -91.946067)",,"https://www.facebook.com/mariescounty/","(573) 690-3404",,,"Public E-mail Address: license@mariescountymo.govContract Holder: rrodgers@mariescountymo.gov","Ways to contact office: Public E-mail, Social Media and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Free Wi-Fi."
"131","12","1MV","FORSYTH","147 Main ST",,"FORSYTH","MO","65653-0000",,"Taney","(417) 546-3085","(417) 546-3086","1","FORSYTHAGENTOFFICE@DOR.MO.GOV","FORSYTH LICENSE OFFICE","Megan Mitchell",,"Monday - Friday - 8:30 to 5:00, Last Saturday - 9:00 to 1:00",,"Lincoln’s Birthday Observed (02/11/22), President’s Day (02/21/22), Memorial Day (05/30/22), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 11/25/22, 11/26/22, 12/23/22, 12/24/22",,"
,  
(36.686078, -93.118808)",,"https://www.facebook.com/forsylic",,,,"Public E-mail Address: forsylic@outlook.com","Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Facebook. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line. Free Wi-Fi"
"061","11","1MV","AURORA","316 EAST CHURCH",,"AURORA","MO","65605-0000",,"Lawrence","(417) 678-3003","(417) 678-6098","1","AURORAAGENTOFFICE@DOR.MO.GOV","AURORA COMMUNITY CHAMBER OF COMMERCE","Natasha Holder",,"Monday - Friday - 9:00 to 5:00, Last 4 Days of the Month - 9:00 to 6:00",,"Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","7/6/2022, 07/07/22,  7/8/2022 (open at 9:00 AM ), 11/25/22",,"
,  
(36.9705831, -93.7160057)",,"https://www.facebook.com/auroralicenseoffice3003/",,,,"Public Email: auroralicenseoffice@dor.mo.gov","Ways to contact office: Email or ""Contact Us"" link on the Internet and Facebook. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Other Services and Initiatives: Motor vehicle transaction drop-off service."
"161","3","1MV","SUGAR CREEK","521 S. STERLING AVE.",,"SUGAR CREEK","MO","64054-0000",,"Jackson","(816) 836-9191","(816) 836-9193","3","SUGARCREEKAGENTOFFICE@DOR.MO.GOV","PAUL J. WRABEC CO, INC.","Courtney Habermehl",,"Monday - Thursday - 8:00 to 6:30, Friday - 8:00 to 6:00, Saturdays - 8:00 to 1:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), President’s Day (02/21/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/10/2022, 3/11/2022 (at 8:00 AM until 11:00 AM ), 5/28/22, 7/2/22,         9/3/22, 11/25/22, 11/26/22, 12/24/22",,"
,  
(39.1039531, -94.4451086)",,"http://m.facebook.com/sugarcreeklicenseoffice/","(816) 803-5920",,,"Public E-mail Address: brianna.corso11@gmail.com,Website: www.metrolicenseoffice.com Alternative Contact: 816-898-4098, App: https://apps.apple.com/us/app/qless/id1033286225","Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
"015","1","1MV","PLATTE CITY","1211 BRANCH STREET",,"PLATTE CITY","MO","64079-0000",,"Platte","(816) 858-5711","(816) 858-0323","3","PLATTECITYAGENTOFFICE@DOR.MO.GOV","RED MOON ENTERPRISES, LLC","LENDY YOUNG",,"Monday - Friday - 8:30 to 5:00, Last Saturday - 8:30 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/10/2022, 4/5/2022, 5/28/22, 6/8/2022, 6/9/2022 (at 3:00 PM ),         7/5/22, 11/25/22, 11/26/22, 12/23/22",,"
,  
(39.363471, -94.771334)",,"https://www.facebook.com/Platte-City-License-Office-1569322489985647/","(816) 519-6630",,,"Public Email: PlatteCityAgentOffice@dor.mo.gov","Other services and initiatives: Motor Vehicle Renewal Only Line, Motor Vehicle Transaction Drop-off. Ways to contact office: Public E-mail, Facebook, and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line. Customer Satisfaction Initiatives: completed comment cards will be used in drawing."
"089","14","1MV","CHARLESTON","104 EAST TOM WHITE",,"CHARLESTON","MO","63834-0000",,"Mississippi","(573) 683-4995","(573) 683-7771","1","CHARLESTONAGENTOFFICE@DOR.MO.GOV","MCLB MANAGEMENT COMPANY, LLC","BARBARA FRANCIS",,"Monday - Friday - 8:00 to 5:00",,"Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22), New Year's Day Observed (01/02/23), Martin Luther King Day (01/16/23), President’s Day (02/20/23), Memorial Day (05/29/23), Juneteenth Observed (06/19/2023), Independence Day (07/04/23), Labor Day (09/04/23), Columbus Day (10/09/23), Veterans Day (11/10/23), Thanksgiving (11/23/23), Christmas Day Observed (12/25/23)","11/25/22, 11/24/23",,"
,  
(36.9103691, -89.3499362)",,"https://www.facebook.com/Charleston-License-Office-752832391421535/",,,,"Public E-mail Address: mclbmanagement@yahoo.com",
"018","3","1MV","RICHMOND","111 NORTH THORNTON",,"RICHMOND","MO","64085-0000",,"Ray","(816) 776-3330","(816) 776-3332","1","RICHMONDAGENTOFFICE@DOR.MO.GOV","LEXINGTON AREA CHAMBER OF COMMERCE","LESA DUNWOODIE",,"Monday - Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","4/15/22, 5/28/22, 11/25/22, 11/26/22",,"
,  
(39.278526, -93.976536)",,"https://www.facebook.com/RichmondLicenseOffice/","(816) 615-3926",,,"E-Mail: RichmondLicenseOffice@gmail.com","Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
"167","12","1MV","REPUBLIC","243 US HIGHWAY 60 WEST",,"REPUBLIC","MO","65738-0000","PLAZA SOUTHWEST","Greene","(417) 732-7557","(417) 732-5358","3","REPUBLICAGENTOFFICE@DOR.MO.GOV","BREAST CANCER FOUNDATION OF THE OZARKS","BRIDGETTE HOLMES",,"Monday - Friday - 8:30 to 5:30, Saturday - 8:00 to 12:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","5/28/22, 7/2/22, 9/3/22, 11/25/22, 11/26/22, 12/24/22",,"
,  
(37.113252, -93.482964)",,"www.facebook.com/bcforepubliclicenseoffice/","(417) 860-2481",,,"Public E-mail Address: amber@bcfo.org","Office will have a greeter to ensure customers has proper documents, Motor Vehicle transaction drop –off service for busy times. Ways to contact office: Public E-mail, Facebook, and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Free Wi-Fi"
"205","12","1MV","SPRINGFIELD","149 PARK CENTRAL SQUARE ROOM 252",,"SPRINGFIELD","MO","65806-0000","LANDERS OFFICE BUILDING","Greene","(417) 869-5100","(417) 869-5052","3","SPRINGFIELDAGENTOFFICE@DOR.MO.GOV","LICENSE OFFICE SERVICES, LLC","REBECCA FOOTE",,"Monday - Friday - 8:00 to 5:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/11/2022 (at 11:30 AM ), 4/7/2022 (at 3:00 PM ), 07/5/22, 11/23/22, 12/23/22, 12/27/22",,"
,  
(37.2094154, -93.292555)",,,,,,"Public E-mail Address: SPRINGFIELDOFFICE.LOS@GMAIL.COM","Other Services and Initiatives: Office will have a greeter to ensure customers has proper documents, Motor Vehicle renewal only line, Motor Vehicle drop-off service. Ways to contact: Email. Special services for the elderly and disabled: Special appointments available."
"206","1","1MV","SAINT JOSEPH","1301 VILLAGE DRIVE",,"ST JOSEPH","MO","64506-0000",,"Buchanan","(816) 325-3013","(816) 266-4097","3","SAINTJOSEPHAGENTOFFICE@DOR.MO.GOV","ELLE MANAGEMENT, LLC","WANDA PIKE",,"Monday - Friday - 8:30 to 5:30, Saturdays - 8:30 to 12:30",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/12/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/7/2022, 3/10/2022, 5/28/22, 6/2/2022, 06/03/22, 7/2/22, 9/3/22,      11/12/22, 11/25/22, 11/26/22, 12/24/22",,"
,  
(39.778881, -94.799601)",,"https://www.facebook.com/StJosephLicenseOffice/","(636) 306-1729",,,"Visit www.sharpmediallc.com/stjoe to reserve a spot in line.Contractors Web Page: https://elledmv.com/Public E-mail Address: stjosephdmv@gmail.com","Ability to join virtual lines and schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook, and texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
"075","13","1MV","WILLOW SPRINGS","705 E MAIN",,"WILLOW SPRINGS","MO","65793-3944",,"Howell","(417) 469-3944","(417) 469-3192","1","WILLOWSPRINGSAGENTOFFICE@DOR.MO.GOV","CYNTHIA BLADES","CHRISTOPHER CLOVEN",,"Monday - Friday - 9:00 to 5:00",,"Veterans Day (11/11/21), Thanksgiving (11/25/21), Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), Martin Luther King Day (01/17/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","03/01/22, 03/02/22, 3/3/2022 (open at 9:00 AM ),  5/23/2022 (at 2:30 PM ), 7/1/22, 11/25/22, 12/23/22",,"
,  
(36.989019, -91.964141)",,,,,,,"Special Services for the elderly and disabled: Access to an ADAAA compliant restroom within the facility. Other Services and Initiatives: Free Wi-Fi, Charging Station, Take a number system."
"213","3","1MV","RAYTOWN","6138 RAYTOWN TRAFFICWAY",,"RAYTOWN","MO","64133-0000",,"Jackson","(816) 832-8416","(816) 832-8425","3","RAYTOWNAGENTOFFICE@DOR.MO.GOV","License Office Services, LLC","Karen Ryan",,"Monday - Friday - 8:00 to 6:00, Saturdays - 8:00 to 12:00",,"Christmas Day Observed (12/24/21), Christmas Day (12/25/21), New Year's Day (12/31/21), New Year's Day Observed (12/31/21), New Year’s Day (01/01/22), Martin Luther King Day (01/17/22), Lincoln’s Birthday Observed (02/11/22), Lincolns Birthday (02/11/22), President’s Day (02/21/22), Truman’s Birthday (05/09/22), Memorial Day (05/30/22), Juneteenth Observed (06/20/2022), Independence Day (07/04/22), Labor Day (09/05/22), Columbus Day (10/10/22), Veterans Day (11/11/22), Thanksgiving (11/24/22), Christmas Day Observed (12/26/22)","3/10/2022, 4/12/2022, 11/23/22, 11/25/22, 12/23/22",,"
,  
(39.0116757, -94.4666836)",,"https://www.facebook.com/Raytown-License-Office-109679841406901",,,,"Website: www.losllc.comPublic E-Mail: raytownoffice.los@gmail.com",
