"business","county","category","location_1","address_2","website","retail"
"Spinning Sheep Fiber Farm","Johnson","Artistries, Outdoor and Farm","350 SW 1501st Rd.
Holden, MO 64040
(38.717589, -94.034115)",,"https://www.spinningsheepfiberfarm.com/spinningsheepfiberfarm",
"Spicewine IronWorks","Boone","Outdoor and Farm, Consumables","1333 Business Loop 70 E.
Columbia, MO 65201
(38.963941, -92.320204)",,"https://www.spicewineironworks.com/",
"Speed Fabrication","Perry","Artistries, Home, Hardware, Industrial and Commercial","
Perryville, MO 63775
(37.725767, -89.861526)",,"https://www.speedfabrication.com/",
"SpedTrack","Greene","Electronics and Software","3653 South Ave.
Springfield, MO 65807
(37.147306, -93.294343)",,"https://spedtrack.com/",
"Spartan Showcase","Phelps","Industrial and Commercial","124 S. Seymour St.
St. James, MO 65559
(37.998013, -91.613018)",,"https://spartanshowcase.com/",
"Solids, Inc. dba Beacon Labs","Jackson","Cleaning, Industrial and Commercial","8714 E. 16th St.
Kansas City, MO 64126
(39.09182, -94.478708)",,"https://www.facebook.com/beaconlabsinc/",
"Solaris Massage","Jackson","PPE","2020 Washington St.
Kansas City, MO 64108
(39.088636, -94.590128)",,"https://www.solarismassage.com/",
"Snowman Cooler","Phelps","Industrial and Commercial","124 S. Seymour St.
St. James, MO 65559
(37.998013, -91.613018)",,"http://snowmancooler.com/",
"Snake Bite Co.","St. Louis City","Artistries, Beverage, Hardware, Home","2623 Cherokee St.
St. Louis, MO 63118
(38.593609, -90.22639)",,"https://snakebiteco.com/",
"Six Mile Bridge (The Sherring Brewing Company, LLC)","St. Louis","Beverage","11841 Dorsett Rd.
Maryland Heights, MO 63043
(38.714541, -90.432787)",,"http://sixmilebridgebeer.com/home/",
"Sioux Chief Manufacturing","Jackson","Hardware, Home, Industrial and Commercial, Outdoor and Farm","14940 Thunderbird Rd.
Kansas City, MO 64147
(38.853674, -94.553573)",,"https://www.siouxchief.com/",
"Simply Scrumptious Cakes & Catering, LLC","Osage","Consumables","1049 CR 274A
Chamois, MO 65024
(38.660896, -91.716168)",,"https://simplyscrumptiouscakesandcatering.com/",
"Simple Girl LLC","St. Charles","Consumables","100 Hamilton Industrial Ct.
Wentzville, MO 63385
(38.824643, -90.845424)",,"https://www.simplegirl.com/",
"SilverWears, LLC","Lincoln","Artistries, Apparel and Accessories","455 Winchester Way
Winfield, MO 63389
(39.01192, -90.853493)",,"https://www.facebook.com/Silverwears.LLC/",
"Side Project Brewing","St. Louis","Beverage","7458 Manchester Rd.
Maplewood, MO 63143
(38.612261, -90.321849)",,"https://www.sideprojectbrewing.com/",
"Show Me Logos","Clay","Printing, Publishing, Packaging","6603G Royal St.
Pleasant Valley, MO 64068
(39.2142, -94.48191)",,"https://www.showmelogos.com/",
"Show-Me BBQ Sauce, LLC","Boone","Consumables","1550 N. Route J
Rocheport, MO 65279
(38.976554, -92.495542)",,"http://showmebbqsauce.com/",
"Shakespeare's Pizza","Boone","Consumables","225 S. 9th St.
Columbia, MO 65201
(38.948672, -92.327632)",,"https://shakespeares.com/",
"Serenity Valley Winery","Callaway","Beverage","1888 County Road 342
Fulton, MO 65251
(38.877065, -92.127233)",,"www.SerenityWineryMo.com",
"Schweizer Orchards","Buchanan","Consumables, Outdoor and Farm, Produce and Nurseries","5455 SE State Route FF
St. Joseph, MO 64570
(39.714786, -94.776682)",,"http://www.schweizerorchards.com/Schweizer_Orchards/Welcome.html",
"Schneider Farms LLC","Gasconade","Consumables","1784 Doll Rd.
Hermann, MO 65041
(38.596125, -91.419646)",,"https://schneider-farms-llc.myshopify.com/",
"Schaeffer Manufacturing Company","St. Louis City","Automotive","102 Barton St.
St. Louis, MO 63104
(38.600866, -90.200436)",,"https://www.schaefferoil.com/",
"Samuel Berton Distilling","Franklin","Beverage","108 Front Street
Labadie, MO 63055
(38.528414, -90.847668)","Suite 102","https://www.sbdistilling.net/",
"Round House Industries LLC","Pulaski","Industrial and Commercial","596 St. Robert Outer Road
St. Robert, MO 65584
(37.824702, -92.140749)",,"https://www.facebook.com/pages/category/Metal-Fabricator/Round-House-Industries-111439957198804/",
"Rosewood Farms Country Gifts LLC","Wright","Artistries, Consumables","7345 Highway 5
Hartville, MO 65667
(37.327226, -92.567751)",,"https://www.grandpajoeschocolates.com/",
"Rosa String Works","Phelps","Artistries","21102 County Road 7560
Newburg, MO 65550
(37.908462, -91.953111)",,"https://rosastringworks.com/",
"Rockwell Beer Company","St. Louis City","Beverage","1320 S. Vandeventer Ave.
St. Louis, MO 63110
(38.625442, -90.251413)",,"https://rockwellbeer.com",
"Rockin' A Distillery","Cass","Beverage","44307 E St. Rt. B
Creighton, MO 64739
(38.484361, -94.091421)",,"https://www.rockinadistillery.com/",
"Robller Vineyard, Inc.","Franklin","Beverage","275 Robller Vineyard Rd.
New Haven, MO 63068
(38.589109, -91.203948)",,"https://robllerwines.com/",
"R.J. Liebe Athletic Lettering Co.","St. Louis","Printing, Publishing, Packaging, Industrial and Commercial, Sporting Goods","582 Goddard Ave.
Chesterfield, MO 63005
(38.666586, -90.633441)",,"https://www.liebe.com/",
"RiversEdge Products","Butler","Artistries, Home, Outdoor and Farm","1287 County Road 623
Broseley, MO 63932
(36.713084, -90.281651)",,"https://rivers-edge-products.com/",
"River Hills Harvest","Boone","Beverage, Health and Medical","19010 S. Mackie Ln.
Hartsburg, MO 65039
(38.729063, -92.329255)",,"https://www.riverhillsharvest.com/",
"River Bluff Brewing","Buchanan","Beverage","1224 Frederick Ave.
St. Joseph, MO 64501
(39.770166, -94.844379)",,"https://www.riverbluffbrew.com/",
"RISE Crafts and Curiosities","Johnson","Artistries","109 N. Holden St.
Warrensburg, MO 64093
(38.763443, -93.74036)",,"http://watchusrise.org/",
"Rinne Trimcraft","Camden","Artistries, Home, Industrial and Commercial","147 Cedar Bluff Ridge
Roach, MO 65787
(38.010028, -92.8385)",,"http://www.rinnetrimcraft.com/",
"Richardson Communications Group","Jackson","Printing, Publishing, Packaging","1490 Southern Rd.
Kansas City, MO 64120
(39.135023, -94.517906)",,"http://www.richardson-group.com/",
"Restless Spirits Distilling","Clay","Beverage, PPE","109 E. 18th Ave.
North Kansas City, MO 64116
(39.139411, -94.579127)",,"http://restlessspiritsdistilling.com/",
"Red Tail Ranch LLC","Cass","Consumables","313 S. Main St.
Archie, MO 64725
(38.481094, -94.353917)",,"https://www.facebook.com/RedTailRanchBeef/",
"Redneck Nutz (Cardinal Custom Framing, LLC)","Greene","Consumables","2127 W. College St.
Springfield, MO 65806
(37.208779, -93.320649)",,"https://rednecknutz.com/",
"Reconstruction Coffee Roasters","Franklin","Beverage","
Villa Ridge, MO 63089
(38.473538, -90.887567)",,"https://reconstructioncoffee.com/",
"Reclaimed","Boone","Artistries, Home","304 E Railroad St.
Centralia, MO 65240
(39.212269, -92.134786)",,"https://www.reclaimedpage.com/home",
"Reborn Co.","Greene","Home","420 W. Walnut Lawn St.
Springfield, MO 65807
(37.152736, -93.297052)","Unit C","http://rebornco.net/",
"Rebarco, LLC","Randolph","Industrial and Commercial, Hardware","7014 S. 63 Business Highway
Moberly, MO 65270
(39.342347, -92.393501)",,,
"Ready Popped","Cole","Consumables","631 W. mcCarty St.
Jefferson City, MO 65101
(38.58096497, -92.18068759)",,"https://readypopped.com/",
"Raw Roots Turmeric","Boone","Consumables, Health and Medical","4814 Norfolk Ct.
Columbia, MO 65203
(38.952656, -92.331173)",,"https://www.rawrootsturmeric.com/",
"Quality Seamless Guttering LLC","Butler","Home, Industrial and Commercial","61 County Road 4763
Poplar Bluff, MO 63901
(36.707144, -90.483419)",,"http://www.qualityseamlessguttering.com/",
"Quaker Window Products","Osage","Home, Industrial and Commercial","504 S. Hwy 63
Freeburg, MO 65035
(38.309088, -91.918633)",,"http://www.quakerwindows.com",
"QMaxx Products","St. Louis","Hardware, Industrial and Commercial","1781 Larkin Williams Rd.
Fenton, MO 63026
(38.541122, -90.458153)",,"https://www.qmaxxproducts.com/",
"Qikcover, LLC","St. Charles","Sporting Goods","2703 Preston Woods Trail
Lake St. Louis, MO 63367
(38.744615, -90.798678)",,"https://qikcover.com/",
"PureFlow Technologies Inc.","Cole","Automotive, Hardware, Industrial and Commercial","5508 Business 50 West
Jefferson City, MO 65109
(38.584184, -92.297376)",,"https://airdogdiesel.com/",
"Pure & Clean  LLC","Christian","Cleaning AND Health & Medical AND Home","1083 W. Kathryn St.
Nixa, MO 65714
(37.0604952, -93.3181822)","Ste 1","https://pureandclean.us/",
"Project Worth","Jasper","Artistries, Consumables","513 Grand Ave.
Joplin, MO 64801
(37.086048, -94.508668)",,"https://wateredgardens.org/services/project-worth",
"Proffer Produce","St. Francois","Produce and Nurseries","920 5th St.
Park Hills, MO 63601
(37.852798, -90.498516)",,"http://www.profferproduce.com",
"Pro DeZigns","Miller","Printing, Publishing, Packaging","36 Scrivner Rd.
Eldon, MO 65026
(38.350733, -92.550153)",,"http://www.prodezigns.com/",
"Prock Signs and Graphics","Phelps","Printing, Publishing, Packaging","124 S Seymour
St. James, MO 65559
(37.998013, -91.613018)",,"http://prockops.com/prock-signs-and-graphics/",
"Prime Performance Nutrition","Andrew","Outdoor and Farm, Pet Care","20573 Co Rd. 297
Cosby, MO 64436
(39.826396, -94.691621)",,"https://www.primeperformancenutrition.com/",
"PRIER Products, Inc.","Jackson","Hardware, Industrial and Commercial","4515 E. 139th St.
Grandview, MO 64030
(38.872024, -94.540968)",,"https://www.prier.com/",
"Premium Minerals Inc","Dallas","Health and Medical","
Buffalo, MO 65622
(37.593007, -93.109171)",,"http://www.premiumminerals.com",
"Polyfab Plastics & Supply Inc.","Greene","Hardware, Industrial and Commercial","820 N. Cedarbrook
Springfield, MO 65802
(37.216115, -93.238973)",,"https://polyfabplastics.com/",
"Point Labaddie Brewery","Franklin","Beverage","1029 Thiebes Road
Labadie, MO 63055
(38.500235, -90.805493)",,"https://pointlabaddiebrewery.com/",
"Play-Mor Trailers, Inc.","Osage","Outdoor and Farm, Automotive","3231 HWY 63 South
Westphalia, MO 65085
(38.412561, -91.975683)",,"http://goplaymor.com/",
"PK Paper Art","Cole","Artistries","5116 Charm Ridge Dr.
Jefferson City, MO 65109
(38.57162, -92.289351)",,"https://www.pkpaperart.com/",
"PJ’s Snacks, LLC","Cass","Consumables","
Belton, MO 64012
(38.81111, -94.531428)",,"https://www.pjsnacks.com/",
"Piney River Brewing Company","Texas","Beverage","15194 Walnut Grove Dr.
Bucyrus, MO 65444
(37.32199, -92.016055)",,"https://pineyriverbrewing.com/",
"Pinckney Bend Distillery","Franklin","Beverage","1101 Miller St.
New Haven, MO 63068
(38.614428, -91.213512)",,"http://pinckneybend.com/",
"Persimmon Hill Farm","Stone","Consumables, Outdoor and Farm","367 Persimmon Hill Ln.
Lampe, MO 65681
(36.533896, -93.502005)",,"https://www.persimmonhill.com/",
"Perka Hybrid Buildings","Buchanan","Outdoor and Farm, Industrial and Commercial","1111 Alabama St.
St. Joseph, MO 65404
(39.712213, -94.875566)",,"https://www.perkabuildings.com/",
"PEPCO, Inc.","Randolph","Hardware, Industrial and Commercial","1615 Robertson Road
Moberly, MO 65270
(39.437205, -92.442505)",,"http://pepcosciencetables.com/",
"Peaceful Bend Vineyard","Crawford","Beverage","1942 Highway T
Steelville, MO 65565
(37.985879, -91.416198)",,"https://peacefulbend.com/",
"PB&J Acres","Barry","Consumables, Outdoor and Farm","8786 State Hwy BB
Monett, MO 65708
(36.871332, -93.905571)",,"https://pbandjacres.com/",
"Patriot Medical Devices LLC","Cape Girardeau","Health and Medical, PPE","1823 Rust Ave
Cape Girardeau, MO 63703
(37.287672, -89.54574)",,"http://www.patriotmedicaldevices.com/",
"Patchwork Acres Goat Milk Soap","Bollinger","Artistries","
Marble Hill, MO 63764
(37.3036598, -90.0146299)",,"https://sites.google.com/site/patchworkacresgoatmilksoap/home",
"Parkhurst Manufacturing Company","Pettis","Automotive","18999 Hwy Y
Sedalia, MO 65301
(38.701977, -93.335143)",,"http://parkhurstmfg.com/",
"Park Avenue Coffee Roasters, LLC","St. Louis","Beverage","5105 Columbia Ave.
St. Louis, MO 63139
(38.610835, -90.273487)",,"http://www.parkavenuecoffee.com",
"Parengo Coffee","Scott","Beverage","114 E. Front St.
Sikeston, MO 63801
(36.877117, -89.588827)",,"https://www.facebook.com/parengocoffee/",
"Paradise Locker Inc.","Clinton","Consumables","405 W. Birch St.
Trimble, MO 64492
(39.470412, -94.570626)",,"https://paradisemeats.com/",
"Papa's Alpacas","Sullivan","Artistries, Outdoor and Farm, Apparel and Accessories","
Green Castle, MO 63544
(40.262316, -92.878743)",,"https://papasalpacas.com/",
"Pammy Whammy Sauces, LLC","St. Louis","Consumables","
Florissant, MO 63034
(38.802623, -90.311267)",,"https://www.pammywhammysauces.com/",
"Package Drop","Jasper","Hardware, Home, Industrial and Commercial, Outdoor and Home","7928 E. 26th St.
Joplin, MO 64804
(37.060492, -94.406143)",,"https://packagedrop.com/",
"Ozark Mountain Creamery","Wright","Consumables","3350 Peach Corner Dr.
Mountain Grove, MO 65711
(37.173641, -92.28522)",,"http://ozarkmtncreamery.com",
"Ozark Fruit Company, LLC","Howell","Consumables","
West Plains, MO 65775
(36.729547, -91.852549)",,"https://www.ozarkfruitcompanyllc.com/",
"Ozark Fisheries, Inc.","Camden","Outdoor and Farm","1100 Ozark Fisheries Rd.
Stoutland, MO 65567
(37.922296, -92.533582)",,"http://www.ozarkkoi.com/",
"Osage River Popcorn Company","Camden","Consumables","4540 Osage Beach Pkwy
Osage Beach, MO 65065
(38.146339, -92.627236)","Suite L-2","http://www.osageriverpopcorn.com",
"Osage Industries, Inc.","Osage","Automotive, Industrial and Commercial","194 Twin Ridge Rd.
Linn, MO 65051
(38.47281, -91.830827)",,"https://www.osageambulances.com/",
"Ortmann Woodcraft","Cape Girardeau","Artistries","
Cape Girardeau, MO 63701
(37.331088, -89.574226)",,"http://www.ortmannwoodcraft.com",
