"license_number","licensee_name","dba_name","license_type","district","sub_district","county","street_number","street_name","city","state","zip_code","last_name","first_name","business_phone","renewal_date","latlng"
"202276","DOLGENCORP LLC","DOLLAR GENERAL STORE #2623","OPL","5","00","039","1057","E. COMMERCIAL","SPRINGFIELD","MO","65803","GRIFFITH","ROBBIN",,"04/28/2022",
"6263","FRATERNAL ORDER OF EAGLES 726","AERIE 726","RBD","2","00","058","301","N CHESTNUT STREET","MARCELINE","MO","646581168","CHRISMAN","JEFFERY",,"04/27/2022",
"154906","G & M MANAGEMENT INC.","ROOKIES BAR & GRILL","SBD","3","00","092","3721","NEW TOWN BLVD","ST. CHARLES","MO","633014358","HILDEBRAND","MICHAEL",,"05/04/2022",
"183011","HJ LODGING INC.","LA QUINTA INN","RBD","5","00","039","2535","S. CAMPBELL","SPRINGFIELD","MO","658073501","WALKER","GREGORY",,"04/19/2022","
,  
(37.16834000000001, -93.2963218)"
"49345","ALNIS INC.","PASTA HOUSE COMPANY, THE","SBD","3","00","050","921","ARNOLD COMMONS DR","ARNOLD","MO","630102168","DZIUBA","ALEXEY",,"04/19/2022",
"254697","DOUBEK INVESTMENTS LLC","WACKY JACKS GRILL AND SALOON","SBD","5","00","022","3632","STATE HWY EE","HIGHLANDVILLE","MO","65669","DOUBEK","LANCE",,"04/19/2022",
"142753","MARTHASVILLE COMMUNITY CLUB INC.",,"5BD","2","00","110","601","S ONE STREET","MARTHASVILLE","MO","633571754","SHERMAN","DONALD",,"04/19/2022",
"241227","SHELBURNE VINEYARD LLC","SHELBURNE VINEYARD","WDS","7","00","999","6308","SHELBURNE ROAD","SHELBURNE","VT","54824437","ALBERT","KENNETH",,"04/19/2022",
"250141","CRISPY EDGE LLC","CRISPY EDGE","RBD","3","00","116","4168","JUNIATA ST.","ST. LOUIS","MO","631163931","DRESNER","DAVID",,"04/19/2022",
"271449","FILL & GO LLC","FILL & GO","OPL","3","00","092","150","SALT LICK ROAD","ST PETERS","MO","63376","GILL","KHUSHDEEP",,"04/19/2022",
"211944","L & M UNLIMITED LLC","WISEGUYS","RBD","5","00","022","1749","W JAMES RIVER RD","OZARK","MO","65721","DOUBEK","LANCE",,"04/22/2022",
"259622","LIBERTY SHOPPE LLC","PIZZA SHOPPE","5SBD","1","00","024","8584","CHURCH RD.","KANSAS CITY","MO","64157","DOHERTY","NICHOLE",,"04/22/2022",
"29126","BENEVOLENT PROTECTIVE ORDER OF ELKS 2651","LODGE 2651","RBD","2","00","036","35","E NORTH STREET","ST CLAIR","MO","630771458","LACKEY","EDWARD",,"04/19/2022",
"262699","KC EATERY LLC","LOTUS HOT POT AND GRILL","RBD","1","00","024","6591 A","N. OAK TRFY","GLADSTONE","MO","64118","NGUYEN","HANH DIEM",,"04/22/2022",
"247106","STEVE & GARRETT'S LLC","STEVE & GARRETT'S","OPL","4","00","047","205","HWY 21","PILOT KNOB","MO","63663","EGGERS","STEPHEN",,"04/20/2022",
"184440","QUAIL RIDGE HORSESHOE CLUB","QUAIL RIDGE HORSESHOE CLUB","5BD","3","00","092","100","BLUESTEM WAY","WENTZVILLE","MO","633853799","PIERCE","NORMAN",,"04/22/2022","
,  
(38.8035108, -90.8390337)"
"168258","DOMAINE DROUHIN OREGON INC.","DOMAINE DROUHIN OREGON","WDS","7","00","999","6750","NE BREYMAN ORCHARDS RD.","DAYTON","OR","971147219","MILLMAN","DAVID",,"04/19/2022","
,  
(45.266003, -123.055559)"
"266780","BABES TAVERN & GARDEN LLC","BABES TAVERN & GARDEN","SBD","3","00","116","3215","IVANHOE","ST. LOUIS","MO","631392225","SCHMIDT","WILLIAM",,"04/19/2022","
,  
(38.605376, -90.3039447)"
"254696","DOUBEK INVESTMENTS LLC","WACKY JACKS GRILL AND SALOON","RBDR","5","00","022","3632","STATE HWY EE","HIGHLANDVILLE","MO","65669","DOUBEK","LANCE",,"04/19/2022",
"266806","ROGERS RESTAURANTS OF MISSOURI INC.","STARVIN MARVINS RESTAURANT","SBD","5","00","107","3400","HWY 76 WEST","BRANSON","MO","65616","ROGERS","DUANE",,"04/22/2022",
"227095","ALL SOULS CATHOLIC CHURCH","ALL SOULS CHURCH","5BD","3","00","095","9550","TENNYSON AVE.","OVERLAND","MO","631143326","ZUMWALT","MARK",,"04/19/2022","
,  
(38.7039967, -90.36765299999999)"
"193332","KOVAL INC.","KOVAL DISTILLERY","LS","7","00","999","4241","N. RAVENSWOOD AVE.","CHICAGO","IL","606131199","BIRNECKER HART","SONAT",,"04/19/2022",
"230155","MHZA INC.","QUICK STOP","SOP","3","00","050","1841","OLD HWY 21","ARNOLD","MO","630103207","ANWAR","MUHAMMAD",,"04/19/2022","
,  
(38.4430675, -90.4569076)"
"10196","KING DOH RESTAURANT INC.","KING DOH RESTAURANT","RBD","3","00","095","10045","MANCHESTER ROAD","WARSON WOODS","MO","631221825","SHIH","JOSEPH",,"04/19/2022","
,  
(38.6033541, -90.3873545)"
"12808","SOUTH BROADWAY ATHLETIC CLUB INC.","SOUTH BROADWAY ATHLETIC CLUB","RBD","3","00","116","2301","S 7TH STREET","ST LOUIS","MO","63104","WILKINS","KEVIN",,"04/22/2022","
,  
(38.6042023, -90.2049334)"
"247107","STEVE & GARRETT'S LLC","STEVE & GARRETT'S","SOP","4","00","047","205","HWY 21","PILOT KNOB","MO","63663","EGGERS","STEPHEN",,"04/20/2022",
"161763","RIGGINS, RUSSELL JR.","DIRTY SALLYS SALOON","RBD","2","00","021","113","E. BROADWAY","BRUNSWICK","MO","65236",,,,"04/22/2022",
"49344","ALNIS INC.","PASTA HOUSE COMPANY, THE","RBD","3","00","050","921","ARNOLD COMMONS DR","ARNOLD","MO","630102168","DZIUBA","ALEXEY",,"04/19/2022",
"279591","MAVERICK EVENTS KC LLC, THE","MAVERICK, THE","SBD","1","00","048","1911","BROADWAY BLVD","KANSAS CITY","MO","64108","CUSHING","MARK",,"04/19/2022",
"228010","JACKSON LODGE NO 2702 LOYAL ORDER MOOSE","JACKSON LODGE NO 2702 LOYAL ORDER MOOSE","RBDE","4","00","016","3812","E. JACKSON BLVD.","JACKSON","MO","637553710","GREEN","JOHN",,"04/22/2022","
,  
(37.361154, -89.622378)"
"106323","GEILE, JOSEPHINE A.","JO'S 5TH STREET BAR","RBD","3","00","092","5205","HWY N","COTTLEVILLE","MO","63338",,,,"04/22/2022","
,  
(38.744929, -90.652378)"
"207044","HIGHLAND RETAIL LLC","MACADOODLES","OPL","5","00","107","483","BRANSON LANDING BLVD.","BRANSON","MO","656162087","BLANKENSHIP","CATHERINE",,"04/22/2022","
,  
(36.6477707, -93.21767039999999)"
"195066","RANDY C. MUNTON INC.","7-ELEVEN STORE #27408","OPL","3","00","116","6909","SOUTHWEST AVE","ST. LOUIS","MO","631432627","MUNTON","RANDY",,"04/22/2022","
,  
(38.613325, -90.308464)"
"272748","CRACKER BARREL OLD COUNTRY STORE INC","CRACKER BARREL OLD COUNTRY STORE","5BDW","3","00","092","901","FAIRLANE RD","ST CHARLES","MO","63303","WILLIAMS","LORENE",,"04/19/2022",
"256409","MAMA CAMPISIS RESTAURANTE INC.","MAMAS ON THE HILL","RBD","3","00","116","2132","EDWARDS","ST. LOUIS","MO","63110","ERVIN","ANDREA",,"03/23/2022","
,  
(38.6149801, -90.27518839999999)"
"270547","ROSCOE JOHN LLC","LOUIE'S PIZZA COMPANY","RBD","3","00","116","5406","HAMPTON AVE.","ST. LOUIS","MO","63109","LAUGHLIN","JOHN",,"03/23/2022",
"257097","DH III LLC","DH III","SBD","3","00","057","181","MOSCOW SPRINGS PLZ","MOSCOW MILLS","MO","633620121","MCKUIN","RICHARD",,"03/23/2022",
"280422","VS RESTAURANT INC.","VS RESTAURANT","RBD","1","00","048","10819","EAST 40 HIGHWAY","INDEPENDENCE","MO","64055","HUNSUCKER","GREGORY",,"03/23/2022",
"274106","FACTORY ON CHERRY LLC, THE","FACTORY ON CHERRY, THE","COL","3","00","057","410","W CHERRY ST.","TROY","MO","633791238","ROSE","SHAUNA",,"03/23/2022",
"204248","BLUE LINE PRODUCTIONS LLC","BLUE LINE PRODUCTIONS","EXTH","1","00","048","529","WALNUT","KANSAS CITY","MO","641051355","STEGALL","DANNY",,"03/23/2022","
,  
(39.1077868, -94.581069)"
"270122","LITER'S VP LLC","LITER'S VP","RBD","2","00","087","22450","HIGHWAY 19","CENTER","MO","63436","LITER","SUSAN",,"03/23/2022",
"260066","ROBERTSON WINGS LLC","ROBERTSON WINGS","RBD","5","00","039","2651","N. GLENSTONE","SPRINGFIELD","MO","65803","ROBERTSON","DREW",,"03/23/2022",
"243054","YTS INC.","SUSHI KOI","RBD","3","00","116","#4","N. EUCLID AVE.","ST. LOUIS","MO","63108","YOON","JAEKWON",,"03/23/2022","
,  
(38.6405839, -90.26189000000001)"
"2268","CAPITOL FOODS INC.","SCHULTE'S FRESH FOODS","OPL","2","00","026","1904","SOUTHWEST BLVD","JEFFERSON CITY","MO","65109","SCHULTE","JOHN",,"03/23/2022","
,  
(38.55398599999999, -92.20020099999999)"
"273052","ELLISVILLE LIQUORS LLC","DOGWOOD WINE AND SPIRITS SUPERSTORE","SBD","3","00","092","2601","HIGHWAY K STE B","O'FALLON","MO","63368","YU","MINA",,"03/23/2022",
"231504","JOHNSON, JAMES C.","J & J ENTERPRISES","RBDR","2","00","014","12925","COUNTY ROAD 4037","HOLTS SUMMIT","MO","65043",,,,"03/23/2022",
"258326","RYUAP LLC","LIQUOR WAREHOUSE","OPT","4","00","016","52","S. PLAZA WAY","CAPE GIRARDEAU","MO","63703","YU","MINA",,"03/23/2022",
"9848","BARTOLINO'S SOUTH INC.","BARTOLINO'S","RBD","3","00","095","5914","S LINDBERGH BLVD","ST LOUIS","MO","631239998","SARACINO","MICHAEL",,"03/23/2022","
,  
(38.52173519999999, -90.34596479999999)"
"274520","MICHEL MANAGED PROPERTIES LLC","POINTE OASIS","SOP","2","00","015","90","OASIS CIR","SUNRISE BEACH","MO","650795216","MICHEL","COURTNEY",,"03/23/2022",
"178806","BLUESTONE MID RIVERS LLC","COUNTRY CLUB EXPRESS CAR WASH","SOP","3","00","092","6280","MID RIVERS MALL RD.","ST. PETERS","MO","633041109","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.7397279, -90.6328748)"
"98551","RIVERBOAT EXCURSIONS INC.","RIVERBOAT EXCURSIONS","RBDB","2","00","064",,"CENTER STREET LANDING","HANNIBAL","MO","634013528","TERRY","STEVEN",,"03/23/2022",
"212647","WEBSTER SERVICE & WASH LLC","WEBSTER SERVICE & WASH","SOP","3","00","095","3157","S. BRENTWOOD BLVD.","WEBSTER GROVES","MO","63119","RODENBERG","DARRYL",,"03/23/2022",
"259405","LAKOTA COFFEE COMPANY INC.","LAKOTA COFFEE COMPANY","SBD","2","00","010","3111","GREEN MEADOWS WAY","COLUMBIA","MO","65203","DUCHARME","JEROME",,"03/23/2022",
"257096","DH III LLC","DH III","RBD","3","00","057","181","MOSCOW SPRINGS PLZ","MOSCOW MILLS","MO","633620121","MCKUIN","RICHARD",,"03/23/2022",
"234318","CJV BROTHERS INC.","ICHIBAN STEAK HOUSE & SUSHI","RBD","5","00","085","240","MARSHALL DR., STE. 8","ST. ROBERT","MO","655844766","ZHENG","CHENJIE",,"03/23/2022",
"84423","SHELBY'S INC.","SHELBY'S #401","OPL","5","00","042","601","N MAIN STREET","WINDSOR","MO","65360","SHELBY","RORY",,"03/23/2022","
,  
(38.5372172, -93.5132569)"
"11326","KRUSE FLORIST INC.","KRUSE FLORIST","OPL","3","00","095","3310","LEMAY FERRY ROAD","ST LOUIS","MO","631254420","GRIMM","ROBERT",,"03/23/2022","
,  
(38.512026, -90.317206)"
"275848","SKRATCH KITCHEN LLC","SKRATCH KITCHEN","RBD","3","00","116","2605","WASHINGTON AVE","SAINT LOUIS","MO","63103","BOYD","MICHAEL",,"03/23/2022",
"276340","SHREE LAXMI KRUPPA LLC","ABC LIQUOR & WINE","OPT","3","00","095","12207","DORSETT RD.","MARYLAND HEIGHTS","MO","630432407","PATEL","KRUNAL",,"03/23/2022",
"204246","BLUE LINE PRODUCTIONS LLC","BLUE LINE PRODUCTIONS","RBD","1","00","048","529","WALNUT","KANSAS CITY","MO","641051355","STEGALL","DANNY",,"03/23/2022","
,  
(39.1077868, -94.581069)"
"54721","FAVAZZA'S INC.","FAVAZZA'S","SBD","3","00","116","5201","SOUTHWEST AVE","ST LOUIS","MO","631391444","FAVAZZA","VITO",,"03/23/2022","
,  
(38.6114474, -90.2739125)"
"263846","ELLISVILLE LIQUORS, LLC","ELLISVILLE LIQUORS","SBD","3","00","095","15678","MANCHESTER","ELLISVILLE","MO","63011","YU","MINA",,"03/23/2022",
"86326","SHELBY'S INC.","SHELBY'S #601","OPL","5","00","042","122","WEST JEFFERSON","CLINTON","MO","64735","SHELBY","RORY",,"03/23/2022",
"223082","DANTARA LLC","DOMAIN STREET WINE BAR","SBD","3","00","092","3253","RUE ROYALE","ST. CHARLES","MO","63301","GILBERT","DANNA",,"03/23/2022",
"142391","OSAGE BLUFF MARINA INC.","OSAGE BLUFF MARINA","5BD","5","00","008",,"HWY 83","WARSAW","MO","65355","REYNOLDS","EMILY",,"03/23/2022",
"263845","ELLISVILLE LIQUORS, LLC","ELLISVILLE LIQUORS","RBD","3","00","095","15678","MANCHESTER","ELLISVILLE","MO","63011","YU","MINA",,"03/23/2022",
"10641","BARTOLINO'S SOUTH INC.","BARTOLINO'S","SBD","3","00","095","5914","S LINDBERGH BLVD","ST LOUIS","MO","631239998","SARACINO","MICHAEL",,"03/23/2022","
,  
(38.52173519999999, -90.34596479999999)"
"273790","SHREE LAXMI KRUPPA LLC","ABC LIQUOR & WINE","OPL","3","00","095","12207","DORSETT RD.","MARYLAND HEIGHTS","MO","630432407","PATEL","KRUNAL",,"03/23/2022",
"240896","BLUESTONE MEXICO LLC","COUNTRY CLUB CAR WASH","SOP","3","00","092","4200","MEXICO ROAD","ST. PETERS","MO","63376","BLUESTONE","BARBARA",,"03/23/2022",
"256410","MAMA CAMPISIS RESTAURANTE INC.","MAMAS ON THE HILL","SBD","3","00","116","2132","EDWARDS","ST. LOUIS","MO","63110","ERVIN","ANDREA",,"03/23/2022","
,  
(38.6149801, -90.27518839999999)"
"214742","BLUE LINE PRODUCTIONS LLC","BLUE LINE PRODUCTIONS","SBD","1","00","048","529","WALNUT","KANSAS CITY","MO","641051355","STEGALL","DANNY",,"03/23/2022","
,  
(39.1077868, -94.581069)"
"218978","SHAKESPEARE CHATEAU INN & GARDENS LLC","SHAKESPEARE CHATEAU INN & GARDENS, THE","5BDW","1","00","011","809","HALL STREET","ST. JOSEPH","MO","645012139","MCGOWAN","ISOBEL",,"03/23/2022","
,  
(39.7725787, -94.85049579999999)"
"168217","FEDEX GROUND PACKAGE SYSTEM INC.","FEDEX GROUND","ACL","7","00","999","1000","FEDEX DR.","MOON TOWNSHIP","PA","151089373","SPALVIERI","ANTHONY",,"03/23/2022","
,  
(40.4637868, -80.1775942)"
"258324","RYUAP LLC","LIQUOR WAREHOUSE","OPL","4","00","016","52","S. PLAZA WAY","CAPE GIRARDEAU","MO","63703","YU","MINA",,"03/23/2022",
"178807","BLUESTONE KN INC.","BLUESTONE KN","OPL","3","00","092","2999","HIGHWAY K","O'FALLON","MO","633687862","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.757609, -90.700895)"
"251588","BKC INC","SCHOTTZIES BAR & GRILL","RBD","3","00","095","11428","CONCORD VILLAGE AVE","ST. LOUIS","MO","631236951","CARLSON","MICHAEL",,"03/23/2022","
,  
(38.5244868, -90.3560256)"
"280434","ELLISVILLE LIQUORS LLC","ST. LOUIS CELLARS AND TASTING ROOMS","RBD","3","00","095","12101B","& 12103 MANCHESTER, #12 & #13","DES PERES","MO","63131","PATEL YU","MINA",,"03/23/2022",
"178805","BLUESTONE MID RIVERS LLC","COUNTRY CLUB EXPRESS CAR WASH","OPL","3","00","092","6280","MID RIVERS MALL RD.","ST. PETERS","MO","633041109","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.7397279, -90.6328748)"
"270548","ROSCOE JOHN LLC","LOUIE'S PIZZA COMPANY","SBD","3","00","116","5406","HAMPTON AVE.","ST. LOUIS","MO","63109","LAUGHLIN","JOHN",,"03/23/2022",
"214538","DIAMOND GIRLS BARTENDERS LLC","RHINESTONE COWGIRLS","RBD","1","00","048","11703","E 23RD ST S","INDEPENDENCE","MO","640504203","ORTIZ","MARY",,"03/23/2022",
"271136","REVOLUTIONS LANES AND FUN CENTER LLC","REVOLUTIONS LANES AND FUN CENTER","SBD","1","00","011","6938","KING HILL AVE.","ST. JOSEPH","MO","645042308","MENINI","BRIAN",,"03/23/2022",
"157179","ST. JOSEPH BEVERAGE LLC","ST. JOSEPH BEVERAGE","22WS","1","00","011","5509","CORPORATE DR.","ST. JOSEPH","MO","645077752","LILLY","KEVIN",,"03/23/2022","
,  
(39.752513, -94.76333199999999)"
"244075","URANUS INC.","URANUS","SOP","5","00","085","14400","HIGHWAY Z","ST. ROBERT","MO","655840721","KEEN","LOUIE",,"03/23/2022",
"212700","KC ENTERTAINMENT, LLC","KC ENTERTAINMENT","COL","2","00","014","400","GAYLORD DRIVE","FULTON","MO","652513311","KLEINDIENST","KIRT",,"03/23/2022","
,  
(38.8471102, -91.9672063)"
"258325","RYUAP LLC","LIQUOR WAREHOUSE","SOP","4","00","016","52","S. PLAZA WAY","CAPE GIRARDEAU","MO","63703","YU","MINA",,"03/23/2022",
"260067","ROBERTSON WINGS LLC","ROBERTSON WINGS","SBD","5","00","039","2651","N. GLENSTONE","SPRINGFIELD","MO","65803","ROBERTSON","DREW",,"03/23/2022",
"178808","BLUESTONE KN INC.","BLUESTONE KN","SOP","3","00","092","2999","HIGHWAY K","O'FALLON","MO","633687862","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.757609, -90.700895)"
"259404","LAKOTA COFFEE COMPANY INC.","LAKOTA COFFEE COMPANY","RBD","2","00","010","3111","GREEN MEADOWS WAY","COLUMBIA","MO","65203","DUCHARME","JEROME",,"03/23/2022",
"231505","JOHNSON, JAMES C.","J & J ENTERPRISES","SBD","2","00","014","12925","COUNTY ROAD 4037","HOLTS SUMMIT","MO","65043",,,,"03/23/2022",
"275849","SKRATCH KITCHEN LLC","SKRATCH KITCHEN","SBD","3","00","116","2605","WASHINGTON AVE","SAINT LOUIS","MO","63103","BOYD","MICHAEL",,"03/23/2022",
"240895","BLUESTONE MEXICO LLC","COUNTRY CLUB CAR WASH","OPL","3","00","092","4200","MEXICO ROAD","ST. PETERS","MO","63376","BLUESTONE","BARBARA",,"03/23/2022",
"275319","STOUT, SHANE R.","BOSSMAN'S LIQUOR","SOP","5","00","039","1423","E KEARNEY ST","SPRINGFIELD","MO","658034101",,,,"03/23/2022",
"280423","VS RESTAURANT INC.","VS RESTAURANT","SBD","1","00","048","10819","EAST 40 HIGHWAY","INDEPENDENCE","MO","64055","HUNSUCKER","GREGORY",,"03/23/2022",
"262277","OOMAMI LLC","OOMAMI","5BDW","5","00","039","1427","E. CHERRY ST., STE. A","SPRINGFIELD","MO","658023305","STILL","JOSEPH",,"03/23/2022",
"178810","BLUESTONE WENTZVILLE LLC","COUNTRY CLUB EXPRESS CAR WASH","SOP","3","00","092","1744","WENTZVILLE PARKWAY","WENTZVILLE","MO","633853455","BLUESTONE","BARBARA",,"03/23/2022","
,  
(38.8199321, -90.8774071)"
"219194","C.G.S. DISTRIBUTING & ASSOCIATES, INC.","CALVIN'S DISTRIBUTING COMPANY","LWS","2","00","037","177","STATE HIGHWAY 100 WEST","HERMANN","MO","650410221","STIERS","CARA BETH",,"03/23/2022",
"278851","FOX AND PEARL LLC","FOX AND PEARL","RBD","1","00","048","2143","SUMMIT ST","KANSAS CITY","MO","641082126","HULL","KRISTINE",,"03/23/2022",
"215090","DIAMOND GIRLS BARTENDERS LLC","RHINESTONE COWGIRLS","SBD","1","00","048","11703","E 23RD ST S","INDEPENDENCE","MO","640504203","ORTIZ","MARY",,"03/23/2022",
"230194","YRD GENERAL STORE LLC","YRD GENERAL STORE","SOP","2","00","015","75","WAVY LEAF DRIVE","LINN CREEK","MO","65052","TRUDEAU","JAY",,"03/23/2022",
"247255","PAN-ASIA MARKET II LLC","ASIAN MARKET","SOP","3","00","095","14246","MANCHESTER","MANCHESTER","MO","630114510","LIN","JIN",,"03/23/2022","
,  
(38.5907292, -90.5052535)"
"275318","STOUT, SHANE R.","BOSSMAN'S LIQUOR","OPL","5","00","039","1423","E KEARNEY ST","SPRINGFIELD","MO","658034101",,,,"03/23/2022",
