"hydrant_id","address_key","municipality","location_description","street_name","suffix","city","plan_sheet","location"
"P0318","74818","PR","E SIDE; 40' S OF WANSKUCK AVE AT HOUSE #215","GENTIAN","AV","PROVIDENCE","P49","(41.85286799175, -71.4478492701)"
"P1489","73588","PR","N SIDE; 157' E OF E LINE OF LANGDON ST","DOROTHY","AV","PROVIDENCE","R50","(41.857597324568, -71.4237603222)"
"PS0057","73223","PR","E SIDE; 50' S OF KINSLEY AVE","EAGLE","ST","PROVIDENCE","X1","(41.82614726087, -71.4354443248)"
"P0288","73435","PR","N SIDE; 195' W OF GATE ON W LINE OF HOME AVE","BOLTON","AV","PROVIDENCE","P46","(41.83621265319, -71.4462526729)"
"P0543","72168","PR","SE CORNER OF SILVER SPRING ST","CHARLES","ST","PROVIDENCE","S48","(41.84466460328, -71.4185733772)"
"P0906","13295","PR","W SIDE; 46' N OF N LINE OF POTTERS AVE","ELMWOOD","AV","PROVIDENCE","R39","(41.801723810231, -71.426403853)"
"P3023","104809","PR","N SIDE; IN FRONT OF BLDG #10 (W OF HEATH ST)","BARRY","RD","PROVIDENCE","P42","(41.81812386246, -71.4508654219)"
"P0118","108951","PR","E SIDE; 75' S OF GENERAL ST","MIDDLE","DR","PROVIDENCE","P49","(41.853137233889, -71.4435659008)"
"P1521","73718","PR","N SIDE; 218' E OF RANGE OF E LINE OF MAGNAM RD","DUPONT","DR","PROVIDENCE","Q39","(41.800598662, -71.4370833461)"
"P0341","74280","PR","E SIDE; 15' S OF GATE ON S LINE OF DRESSER ST","MATSON","AV","PROVIDENCE","O43","(41.81960083464, -71.4575674796)"
"P0181","72684","PR","E SIDE; 225'2"""" N OF N LINE OF STONE WALL ENTRANCE TO BUTLER HOSPITAL AT BROOKWAY BLVD","GROTTO","AV","PROVIDENCE","W47","(41.84463538561, -71.3845570559)"
"P0699","72264","PR","SE CORNER OF VALE ST","CAMDEN","AV","PROVIDENCE","R-46","(41.83820375454, -71.4263924236)"
"P2307","72551","PR","N SIDE; 260' E OF IVES ST","MEDWAY","ST","PROVIDENCE","V45","(41.8287166249, -71.3920184778)"
"P2893","72979","PR","N SIDE; 250' W OF COLE AVE","EVERETT","AV","PROVIDENCE","V46","(41.83640417254, -71.3888618535)"
"P1290","72065","PR","W SIDE; 150' S OF S LINE OF CRARY ST","EDDY","ST","PROVIDENCE","T42","(41.81352310058, -71.406946239)"
"P1435","72077","PR","E SIDE; 15.5' N OF N LINE OF WATERMAN ST","BROWN","ST","PROVIDENCE","U44","(41.82716139396, -71.4029796155)"
"P2263","73295","PR","E SIDE; 149' S OF S LINE OF INTERVALE RD","BALTON","RD","PROVIDENCE","V48","(41.84746124642, -71.3900739911)"
"P2295","72341","PR","N SIDE; 75'8"""" W OF RANGE OF W LINE OF NELSON ST","EATON","ST","PROVIDENCE","P47","(41.84351897831, -71.4446254289)"
"P1771","96731","PR","NE SIDE; AT CORNER OF PERKINS ST","A","ST","PROVIDENCE","S42","(41.81447223785, -71.4235527164)"
"P0075","72141","PR","W SIDE; 87' N OF N BLDG LINE OF WESTMINSTER ST","FRANKLIN","ST","PROVIDENCE","S43","(41.81950389945, -71.4181852056)"
"P2877","72330","PR","SW CORNER OF MORRIS AVE","CYPRESS","ST","PROVIDENCE","U47","(41.84057873448, -71.397441285)"
"P2175","74767","PR","E SIDE; 451.5' N OF ATWELLS AVE","CARLETON","ST","PROVIDENCE","P44","(41.82629187219, -71.4468314231)"
"P1267","72059","PR","SW CORNER OF PINE ST","CLAVERICK","ST","PROVIDENCE","T-43","(41.81861989123, -71.4138247001)"
"P1803","73227","PR","S SIDE; 37' SW OF EDDY ST","MARENGO","ST","PROVIDENCE","T42","(41.81548605735, -71.4068794583)"
"P1021","73701","PR","E SIDE; 348' N OF RANGE OF N LINE OF FAIRVIEW ST","GRAY","ST","PROVIDENCE","X4","(41.82981633442, -71.4530198341)"
"P2961","73377","PR","E SIDE; 89' N OF N CURB LINE OF RIALTO ST","MOUNT PLEASANT","AV","PROVIDENCE","P46","(41.837721058355, -71.4511904697)"
"P2163","73377","PR","N SIDE; 4' E OF RANGE OF E LINE OF BASSWOOD AVE","MOUNT PLEASANT","AV","PROVIDENCE","O48","(41.84612530353, -71.4538594426)"
"P1395","73015","PR","E SIDE; 1138' S OF THURBERS AVE","ALLENS","AV","PROVIDENCE","U39","(41.79843825241, -71.3992555576)"
"PS0180","108899","PR","N SIDE; 484' W OF W PROP LINE OF HEMLOCK ST AND 11' W OF E LINE OF BLDG #52","IRON HORSE","WY","PROVIDENCE","R45","(41.82904151059, -71.4314824227)"
"P1389","72348","PR","NW CORNER OF BLACKSTONE BLVD","IRVING","AV","PROVIDENCE","W46","(41.83415116978, -71.3844272197)"
"P1853","72139","PR","N SIDE; 14' W OF BARKER ST","FEDERAL","ST","PROVIDENCE","R43","(41.82243827165, -71.4245729874)"
"P2552","73033","PR","N SIDE; 116' E OF BAYARD ST","LAURISTON","ST","PROVIDENCE","U48","(41.84908182583, -71.3961876513)"
"P2239","73501","PR","SW CORNER OF WESTMINSTER ST","BURGESS","ST","PROVIDENCE","R42","(41.81711330792, -71.4251494962)"
"P2824","73373","PR","N SIDE; 15' E OF E CURB LINE OF HILLVIEW AVE.","BRADLEY","ST","PROVIDENCE","Q48","(41.84783147542, -71.4412428111)"
"P1082","8394","PR","N SIDE; 140' W OF THAYER ST AT HOUSE #212","MEETING","ST","PROVIDENCE","U-45","(41.82916255134, -71.4013725944)"
"P1408","72068","PR","NE CORNER OF GARNET ST","FRIENDSHIP","ST","PROVIDENCE","T43","(41.82134350578, -71.4101465988)"
"P2679","73439","PR","E SIDE; 74' S OF S LINE OF KENTLAND AVE","LONGWOOD","AV","PROVIDENCE","P49","(41.85041922698, -71.4512681356)"
"P0892","72054","PR","W SIDE; N CORNER OF CENTRAL ST","BROAD","ST","PROVIDENCE","S42","(41.81325196902, -71.4219427148)"
"PS0092","72065","PR","W SIDE; ON CORNER OF PINE ST","EDDY","ST","PROVIDENCE","T43","(41.82204973215, -71.4102604501)"
"PS0150","72449","PR","NE SIDE; IN FRONT OF #65 ASHBURTON ST","ASHBURTON","ST","PROVIDENCE","S46","(41.83783044841, -71.4153839938)"
"P0876","73100","PR","N SIDE; 145' E OF EMERSON ST","GALLATIN","ST","PROVIDENCE","S38","(41.79686455318, -71.4148233173)"
"P0875","72187","PR","E SIDE; 48' N OF N LINE OF EVERGREEN ST","CAMP","ST","PROVIDENCE","U48","(41.844971258993, -71.4017196541)"
"P1628","50915","PR","NW CORNER OF PENELOPE PL OR 374' E OF BATTEY ST","FOUNTAIN","ST","PROVIDENCE","S43","(41.8187631483, -71.4233613249)"
"P1216","72642","PR","N SIDE; 23' E OF E LINE OF COLLYER ST","CEMETERY","ST","PROVIDENCE","T49","(41.85228296569, -71.404711781)"
"P1871","72712","PR","S SIDE; 474' W OF ELMWOOD AVE","CROMWELL","ST","PROVIDENCE","R41","(41.80891067786, -71.4265164915)"
"P0869","72089","PR","N SIDE; 300' E OF VIRGINIA AVE","MONTGOMERY","AV","PROVIDENCE","U36","(41.78610639959, -71.3970845336)"
"P3009","74245","PR","E SIDE; 7' S OF S LINE OF HOUSE #31","ELIZA","ST","PROVIDENCE","O42","(41.81507454579, -71.4620934808)"
"P1648","72300","PR","N SIDE; 221' N OF BRADFORD ST","JONES","ST","PROVIDENCE",,"(41.824185090446, -71.4225513442)"
"P1972","72530","PR","S SIDE; OPP RUSSO ST","HAWKINS","ST","PROVIDENCE","S49","(41.85109916373, -71.4207799268)"
"P2757","74219","PR","E SIDE; 229.5' N OF NYE ST","ALVERSON","AV","PROVIDENCE","O42","(41.81762313146, -71.4596131141)"
"P2844","72961","PR","E SIDE; 25' N OF PRESIDENT AVE","COLE","AV","PROVIDENCE","V46","(41.83607286999, -71.3876580133)"
"P1592","72133","PR","SW CORNER OF DAWSON ST","COURTLAND","ST","PROVIDENCE","R43","(41.81873868842, -71.4310105562)"
"P1368","72484","PR","N SIDE; 100' E OR TECUMSEH ST","GRANDVIEW","ST","PROVIDENCE","U48","(41.84434681315, -71.4033999079)"
"P0415","74230","PR","E SIDE; 2.5' N OF PLAINFIELD ST","MERINO","ST","PROVIDENCE","O42","(41.81302543509, -71.4573688168)"
"P1060","95000","PR","NW CORNER OF EDDY ST","AUTUMN","ST","PROVIDENCE","T-39","(41.80102387941, -71.4062151946)"
"P2853","72607","PR","N SIDE; 340' W OF ELMWOOD AVE AT HOUSE #29","BELLEVUE","AV","PROVIDENCE","R40","(41.80721370769, -71.42624532)"
"P0009","44386","PR","S SIDE; 51.3' W OF NW BLDG LINE OF JOHNSTON ST GATE 11' OUT FROM N CURB","ERNEST","ST","PROVIDENCE","U38","(41.79489135618, -71.400575173)"
"P1041","72618","PR","E SIDE; 52.5' N OF S LINE OF BENEDICT ST","HUNTINGTON","AV","PROVIDENCE","Q40","(41.80738870316, -71.4412860735)"
"P1464","74812","PR","E SIDE; 724' S OF S LINE OF SMITH ST","HILARY","DR","PROVIDENCE","P48","(41.843074179465, -71.4512552862)"
"PS0042","73191","PR","E SIDE; 62' N OF DELAINE ST","MANTON","AV","PROVIDENCE","P43","(41.81817259609, -71.4448013463)"
"P1050","73447","PR","N SIDE; 307' E OF E LINE OF GENTIAN AVE","KENTLAND","AV","PROVIDENCE","P49","(41.85127279446, -71.448171278)"
"P2136","73994","PR","E SIDE; 199' S OF HARTFORD AVE","EDNA","ST","PROVIDENCE","P42","(41.81640247653, -71.4462136774)"
"P0007","72315","PR","N SIDE; 35' W OF W LINE OF HYACINTH ST","HARWOL","CT","PROVIDENCE","Q49","(41.85218714861, -71.4338358721)"
"P2274","72718","PR","E SIDE; 260' N OF PROMENADE ST","HEMLOCK","ST","PROVIDENCE","R45","(41.82948124917, -71.429714012)"
"P0377","50856","PR","W SIDE; 28.58' N OF MOUNT AVE","BLACKSTONE","BV","PROVIDENCE","V47","(41.84173217363, -71.3863827861)"
"PS0099","75037","PR","E SIDE; 97' S OF RANGE OF N WALL OF CATHEDRAL SQ","JACKSON","WK","PROVIDENCE","X1","(41.8194606159, -71.4162526478)"
"P2701","72436","PR","E SIDE; 54' S OF S LINE OF DOYLE AVE AND ON PROP LINE OF #201 MORRIS AVE","MORRIS","AV","PROVIDENCE","U46","(41.83851725916, -71.3977841201)"
"P0158","66385","PR","S SIDE; 65' NE OF PARADE ST","CRANSTON","ST","PROVIDENCE","R41","(41.8119494903, -71.4307802406)"
"P1073","44386","PR","S SIDE; 136' E OF SHIPYARD ST","ERNEST","ST","PROVIDENCE","V38","(41.79458181324, -71.3931865377)"
"P0711","72720","PR","N SIDE; 420' E OF EDDY ST","INDIANA","AV","PROVIDENCE","U37","(41.78960693346, -71.4013347925)"
"PS0103","68058","PR","S SIDE; 192' W OF W LINE OF BROADWAY","ABORN","ST","PROVIDENCE","X1","(41.82318027181, -71.4185697885)"
"P3194","107103","PR","N SIDE; 314' E OF E PROP LINE OF LANGDON ST OR 139.5' W OF E PROP LINE OF CUL-DE-SAC","LISI","LN","PROVIDENCE","R50","(41.85842358917, -71.4231803699)"
"P2763","95759","PR","NE SIDE; 32' NW OF VIRGINIA LANE","DOUGLAS","AV","PROVIDENCE","R48","(41.84777512327, -71.4309134156)"
"P2155","96509","PR","E SIDE; 62' S OF BASSI ST AT HOUSE #45","FRUIT HILL","AV","PROVIDENCE","N46","(41.83539916236, -71.4682554488)"
"P2026","72164","PR","N SIDE; OPP HARKNESS ST","BROADWAY"," ","PROVIDENCE","Q43","(41.81871754228, -71.4343558473)"
"P1603","96070","PR","NE CORNER OF KENYON ST","AMERICA","ST","PROVIDENCE","R43","(41.82083869237, -71.426668276)"
"P2577","74216","PR","NE CORNER OF HARLAM ST","BARROWS","ST","PROVIDENCE","O41","(41.8122536506, -71.457093959)"
"P1979","72146","PR","NE CORNER OF EAST ST","JOHN","ST","PROVIDENCE","U43","(41.82219242444, -71.3955016068)"
"P0252","73263","PR","N SIDE; 345'9"""" E OF RANGE OF BLDG LINE OF ELMGROVE AVE","FOSDYKE","ST","PROVIDENCE","V48","(41.845676218022, -71.3902287677)"
"P2019","66386","PR","S SIDE; 7' W OF W LINE OF JUNCTION ST","BRIDGHAM","ST","PROVIDENCE","R41","(41.81271094735, -71.4239571753)"
"P0064","13313","PR","N SIDE; 292' E OF E LINE OF ALLENS AVE","GLOBE","ST","PROVIDENCE","P49","(41.81466521606, -71.4053427199)"
"P1734","72137","PR","N SIDE; 380' E OF NORTH MAIN ST","DOYLE","AV","PROVIDENCE","T46","(41.838464520328, -71.4077116709)"
"P1172","72164","PR","NE CORNER OF SUTTON ST","BROADWAY"," ","PROVIDENCE","R43","(41.82036492988, -71.4273215766)"
"P1313","72481","PR","S SIDE; 290' W OF PRAIRIE AVE OPP #75","CHESTER","AV","PROVIDENCE","S40","(41.80692140652, -71.416600192)"
"P2097","72707","PR","N SIDE; 380' E OF VIRGINIA AVE","CALIFORNIA","AV","PROVIDENCE","U37","(41.789081275781, -71.3977654436)"
"P1698","72572","PR","NW CORNER OF PINE ST","MYRTLE","ST","PROVIDENCE","S41","(41.81144683786, -71.4207104722)"
"P0386","108097","PR","SW SIDE; 45' S OF S LINE OF ANDERSON ST","MANTON","AV","PROVIDENCE","P43","(41.82253164944, -71.4500330855)"
"PS0143","73237","PR","E SIDE; 100' S OF ELM ST","IMPERIAL","PL","PROVIDENCE","T42","(41.81642706242, -71.4111552063)"
"P0523","73117","PR","N SIDE; 20' E OF E LINE OF EMPIRE ST","CHAPEL","ST","PROVIDENCE","S43","(41.82066644452, -71.4146421677)"
"P2968","74375","PR","E SIDE; 115' S OF S LINE OF FAIRMONT AVE","LEAH","ST","PROVIDENCE","P44","(41.82585271693, -71.4514229606)"
"P1880","74715","PR","S SIDE; 104' W OF W LINE OF WOONASQUATUCKET AVE","BELAIR","DR","PROVIDENCE","N46","(41.83702098316, -71.4701158611)"
"P2221","73085","PR","N SIDE; 395' E OF E LINE OF DOUGLAS AVE","COGGESHALL","ST","PROVIDENCE","R48","(41.84509414883, -71.4271882116)"
"P1646","72140","PR","W SIDE; 10' N OF N BLDG LINE OF WESTMINSTER ST","GREENE","ST","PROVIDENCE",,"(41.8204364261, -71.4162507197)"
"PS0016","72169","PR","NW CORNER OF BRADFORD ST","ATWELLS","AV","PROVIDENCE","X1","(41.82331343559, -71.4219005585)"
"P2031","72165","PR","N SIDE; 72' E OF EVANS ST","CHALKSTONE","AV","PROVIDENCE","S46","(41.83656913375, -71.4171781616)"
"P0475","72517","PR","E SIDE; 10' N OF N LINE OF FIFTH ST","HIGHLAND","AV","PROVIDENCE","U49","(41.85180901509, -71.3995799385)"
"P2381","13295","PR","W SIDE; 110' N OF CARLISLE ST AND OPP ENTRANCE TO ROGER WMS PARK","ELMWOOD","AV","PROVIDENCE","S36","(41.7844233096, -71.4189605679)"
"P1025","95759","PR","N SIDE; AT W CORNER OF WHIPPLE ST","DOUGLAS","AV","PROVIDENCE","S-46","(41.83696719802, -71.4215755691)"
"P3075","72270","PR","E SIDE; 180' S OF S LINE OF AMERICAN EXPRESS","FRANCIS","ST","PROVIDENCE","S-44","(41.8269157614, -71.415375803)"
"P0731","67148","PR","E SIDE; AT INTERSECTION OF TENTH ST","HOPE","ST","PROVIDENCE","V49","(41.8542558885, -71.3923803591)"
"P1550","67148","PR","NW CORNER OF ARNOLD ST","HOPE","ST","PROVIDENCE","U43","(41.821316632339, -71.39629469698)"
"P0744","73039","PR","E SIDE; 400' N OF CHALKSTONE AVE","ACADEMY","AV","PROVIDENCE","P45","(41.83361458127, -71.4443066568)"
"P2688","72873","PR","N SIDE; 179.5' W OF MELROSE ST","LENOX","AV","PROVIDENCE","S38","(41.79600690699, -71.4223580772)"
"P1787","72578","PR","SE CORNER OF THAYER ST","EUCLID","AV","PROVIDENCE","U45","(41.82860762723, -71.4006267467)"
"P0121","108097","PR","E SIDE; 5' S OF S PROP LINE OF CORTEZ ST","MANTON","AV","PROVIDENCE","O-44","(41.82797471607, -71.4614582776)"
"P2375","74771","PR","NE CORNER OF PEMBERTON ST","HENDRICK","ST","PROVIDENCE","P44","(41.82783206323, -71.4452257786)"
"P0736","72487","PR","N SIDE; ON W LINE OF HOPE ST","LARCH","ST","PROVIDENCE","U47","(41.84202911204, -71.3986235924)"
"P0674","72721","PR","N SIDE; 10' E OF E LINE OF LOPEZ ST","KANE","ST","PROVIDENCE","S46","(41.83572001292, -71.416606009)"
"P1593","72126","PR","N SIDE; 298' W OF KNIGHT ST","BRIGHTON","ST","PROVIDENCE","R43","(41.81899821508, -71.429793491)"
"P2623","73087","PR","S SIDE; 228' E OF EDDY ST","BRIGGS","ST","PROVIDENCE","T39","(41.80199450096, -71.4054305994)"
"P2614","63879","PR","N SIDE; OPP CHAD BROWN ST","ADMIRAL","ST","PROVIDENCE","S47","(41.84223201036, -71.4213753709)"
"P1219","72361","PR","E SIDE; 2' N OF N LINE OF WILKINS ST","KNOWLES","ST","PROVIDENCE","T47","(41.84391994441, -71.4045742094)"
"P0930","72680","PR","N SIDE; 252' W OF CRANSTON ST","FORD","ST","PROVIDENCE","Q41","(41.81030816752, -71.4340270085)"
"P2540","73210","PR","W SIDE; 14' S OF S LINE OF PRESIDENT AVE","LORING","AV","PROVIDENCE","W46","(41.83715637944, -71.3807206988)"
"P2362","73201","PR","S SIDE; 180' W OF W LINE OF BUCKLIN ST","GREENWICH","ST","PROVIDENCE","R39","(41.80227981271, -71.4284024671)"
"P0452","72058","PR","E SIDE; 32' S OF S LINE OF PARK ROW EAST","CANAL","ST","PROVIDENCE","T44","(41.82832675395, -71.4105420854)"
"P3224","96795","PR","E SIDE; 421' N OF N CURB LINE OF SMITH ST","CAPITOL HILL"," ","PROVIDENCE","S45","(41.83308513742, -71.4162362883)"
"P0552","72603","PR","N SIDE; 172.5' W OF W PROP LINE OF AVON ST","ANTHONY","AV","PROVIDENCE","Q40","(41.805035759924, -71.4398729671)"
"P2907","72180","PR","NW CORNER OF WAYLAND AVE","LLOYD","AV","PROVIDENCE","V46","(41.83450427169, -71.3894096174)"
"P3072","97818","PR","S SIDE; 170' W OF W LINE OF EXCHANGE ST","MEMORIAL","BV","PROVIDENCE","T44","(41.82656391827, -71.4127403553)"
"P2682","29360","PR","W SIDE; 665' N OF N LINE OF CADILLAC DR","CADILLAC","DR","PROVIDENCE","S38","(41.79365327025, -71.4159560892)"
"PS0071","50915","PR","W SIDE; 17' N OF N LINE OF MATHEWSON ST","FOUNTAIN","ST","PROVIDENCE","X1","(41.8238899144, -71.4156841539)"
"P1235","75875","PR","W SIDE; 9'6"""" N OF RANGE OF N LINE OF SOLAR ST","DEAN","ST","PROVIDENCE","S43","(41.82283996089, -71.4237843713)"
"P0097","72132","PR","E SIDE; 20' S OF WATERMAN ST","COOKE","ST","PROVIDENCE","U44","(41.82748265182, -71.3954008013)"
"P2914","72537","PR","N SIDE; 295' E OF CANDACE ST","GODDARD","ST","PROVIDENCE","S46","(41.8346358033, -71.4209319684)"
"PS0171","97818","PR","N SIDE; 148' E OF E LINE OF FRANCIS ST","MEMORIAL","BV","PROVIDENCE","T44","(41.82591463151, -71.4146363638)"
"P0820","74293","PR","E SIDE; 282.5' N OF MAYNARD ST","BRUSH HILL","RD","PROVIDENCE","O44","(41.82844656448, -71.458325761)"
"P0279","72545","PR","E SIDE; 93' N OF N LINE OF DUDLEY ST","GAY","ST","PROVIDENCE","T41","(41.81083333282, -71.4130115407)"
"P2034","72446","PR","NE CORNER OF SAVINGS ST","DETROIT","AV","PROVIDENCE","T38","(41.79327755284, -71.4121360013)"
"P2662","72346","PR","SW CORNER OF PUBLIC ST","HAMILTON","ST","PROVIDENCE","R40","(41.80294837747, -71.423278825)"
"P1108","53041","PR","NE SIDE; 88' W OF ANCHOR ST","GLASGOW","ST","PROVIDENCE","R48","(41.84829073547, -71.4275271846)"
"P1894","72131","PR","S SIDE; 160' E OF HOLDEN ST","COMMON","ST","PROVIDENCE","S45","(41.83320009328, -71.4176784198)"
"P2044","73069","PR","NE CORNER OF ROWAN ST","MOLLOY","ST","PROVIDENCE","P46","(41.83423352935, -71.4474202521)"
"P2621","74228","PR","E SIDE; 1430' N OF PLAINFIELD ST","LOWELL","AV","PROVIDENCE","O42","(41.81655817121, -71.4601595702)"
"P3069","76119","PR","SE SIDE;","HARBORSIDE","BV","PROVIDENCE","S50","(41.78959765859, -71.3836900195)"
"P0164","66385","PR","E SIDE; 70' N OF ALTHEA ST","CRANSTON","ST","PROVIDENCE","Q41","(41.80794061665, -71.4348345032)"
"P2109","72453","PR","N SIDE; 435' E OF PRAIRIE AVE","EARLY","ST","PROVIDENCE","X4","(41.796423345308, -71.4091836061)"
"P0047","72794","PR","S SIDE; 930' E OF ACORN ST","KINSLEY","AV","PROVIDENCE","R45","(41.82897800057, -71.425128922)"
"P2431","72341","PR","N SIDE; 328' W OF OAKLAND AVE","EATON","ST","PROVIDENCE","R47","(41.84118266528, -71.4297065664)"
"P1985","73600","PR","E SIDE; 431' N OF N LINE OF EATON ST","ENFIELD","AV","PROVIDENCE","P48","(41.84489561259, -71.4469307489)"
"P2872","73377","PR","E SIDE; 7' S OF S LINE OF FARM ST","MOUNT PLEASANT","AV","PROVIDENCE","P46","(41.83615485423, -71.4506303712)"
"P3210","74741","PR","SE SIDE; 16' NE OF NE PROP LINE OF ALEPPO ST","BOSWORTH","ST","PROVIDENCE","P43","(41.82129535212, -71.4505696254)"
"P3018","72058","PR","E SIDE; ON NE CORNER OF SMITH ST","CANAL","ST","PROVIDENCE","T45","(41.83154469015, -71.4111131341)"
"P0471","72890","PR","E SIDE; 295' S OF S LINE OF HARRIS AVE","HARRIS","AV","PROVIDENCE","Q44","(41.8236346101, -71.435881593)"
"P2686","73203","PR","N SIDE; 344' E OF RESERVOIR AVE","ARDOENE","ST","PROVIDENCE","R37","(41.79116381242, -71.426897373)"
"P0953","73119","PR","W SIDE; 7' N OF N LINE OF SOUTH ST","HOSPITAL","ST","PROVIDENCE","T42","(41.81651436066, -71.4101589251)"
"P1980","72202","PR","SW CORNER OF POWER ST","GANO","ST","PROVIDENCE","V44","(41.82377561267, -71.3901568882)"
"P1529","72431","PR","N SIDE; 255' E OF GANO ST","EAST MANNING","ST","PROVIDENCE","V44","(41.82735661621, -71.38960250367)"
"P1896","72177","PR","E SIDE; 280' N OF PROMENADE ST","HOLDEN","ST","PROVIDENCE","S45","(41.82929103765, -71.4195622021)"
"P0873","72061","PR","NW SIDE; 1' W OF W LINE OF DORRANCE ST","CLIFFORD","ST","PROVIDENCE","T43","(41.82152967685, -71.4089291004)"
"P2518","72135","PR","E SIDE; 16' N OF N LINE OF MAWNEY ST","DEXTER","ST","PROVIDENCE","R40","(41.8035905196, -71.4302272545)"
