"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","actual_amount","fund","fund_type","expense_type"
"2017","Parks","Neighborhood Park Services (101-702)","OTHER SUPPLY (54700)","AUTO PARTS (54700)","50000","50000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","EQUIPMENT (52800)","COMMUNICATION EQUIPMENT (52830)","7500","7500","0","General (101)","Tax Supported","Supplies"
"2017","Recreation","Recreation (101-601)","OTHER SUPPLY (54700)","FOOD (54725)","10000","10000","0","General (101)","Tax Supported","Supplies"
"2017","City Courts","Housing Court (101-110)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","7985","7985","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Electrical Installation (101-404)","PERSONNEL SALARIES (50000)","SALARIES (50010)","205068","205068","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Garage R&M Equipment (101-515)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","3000","3000","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Traffic Engineering (101-305)","PERSONNEL SALARIES (50000)","CALL BACK (50180)","15000","15000","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Retirement Office (101-203)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","4500","4500","0","General (101)","Tax Supported","Salaries"
"2017","Law Department / City Solicitor","Law Department (101-105)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1943441","1943072","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Botanical / Greenhouse (101-707)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","12837","12837","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Roger Williams Park Services (101-708)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","25000","25000","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","2581","2581","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","SALARIES (50010)","30939246","29819041","0","General (101)","Tax Supported","Salaries"
"2017","City Council","City Council Administration (101-910)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","15750","28506","0","General (101)","Tax Supported","Services"
"2017","City Courts","Probate Court (101-107)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","24060","24060","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Public Works Administration (101-501)","G&A SERVICES (52100)","PRINTING (52210)","800","800","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Finance (101-201)","G&A SERVICES (52100)","POSTAGE (52170)","480","480","0","General (101)","Tax Supported","Services"
"2017","Human Services","Human Relations (101-906)","G&A SERVICES (52100)","ADVERTISING/MARKETING (52175)","960","960","0","General (101)","Tax Supported","Services"
"2017","Law Department / City Solicitor","Law Department (101-105)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","4008","4008","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","R&M EQUIPMENT (52900)","REPAIRS TO OFFICE EQUIPMENT (52900)","2500","2500","0","General (101)","Tax Supported","Services"
"2017","Parks","Superintendent of Parks (101-709)","TRAVEL & ENTERTAINMENT (53100)","TRANSPORTATION OF PERSONS-TRAINING (53110)","2000","2000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","OTHER EXPENDITURES (55000)","PBA EXPENSES (55142)","225000","225000","0","General (101)","Tax Supported","Services"
"2017","Public Property & Purchasing","Public Property (101-1801)","R&M OTHER (52910)","REPAIRS TO BUILDINGS (52940)","580000","580000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","DEPARTMENTAL SERVICES (52000)","FOOD (52075)","2400","2400","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Fire (101-303)","R&M OTHER (52910)","REPAIRS TO OTHER EQUIPMENT (52934)","42800","42800","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Police (101-302)","R&M OTHER (52910)","REPAIRS TO AUTOS & TRUCKS (52912)","75000","75000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Clerk (101-103)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","36","36","0","General (101)","Tax Supported","Supplies"
"2017","Department of Public Works","Garage R&M Equipment (101-515)","OTHER SUPPLY (54700)","TIRES (54805)","32000","32000","0","General (101)","Tax Supported","Supplies"
"2017","Department of Public Works","Traffic Engineering (101-305)","TRAFFIC ENGINEERING SUPPLIES (54250)","TRAFFIC SIGNS (54250)","55000","55000","0","General (101)","Tax Supported","Supplies"
"2017","Law Department / City Solicitor","Law Department (101-105)","COMPUTER EQUIPMENT (52850)","COMPUTER EQUIPMENT (52850)","30000","30000","0","General (101)","Tax Supported","Supplies"
"2017","Parks","Neighborhood Park Services (101-702)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","2000","2000","0","General (101)","Tax Supported","Supplies"
"2017","Public Property & Purchasing","Public Property (101-1801)","OTHER SUPPLY (54700)","FUEL (54730)","200000","200000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Communications (101-304)","OTHER SUPPLY (54700)","HOUSEKEEPING SUPPLIES (54740)","4000","4000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Police (101-302)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","35000","35000","0","General (101)","Tax Supported","Supplies"
"2017","Recreation","Recreation (101-601)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","1500","1500","0","General (101)","Tax Supported","Supplies"
"2017","City Council","City Council Administration (101-910)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","20234","20234","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Treasury (101-209)","PERSONNEL SALARIES (50000)","SALARIES (50010)","348194","363194","0","General (101)","Tax Supported","Salaries"
"2017","City Courts","Probate Court (101-107)","PERSONNEL SALARIES (50000)","SALARIES (50010)","262109","262109","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Electrical Installation (101-404)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","2829","2829","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Engineering & Sanitation (101-502)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","5000","5000","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Garage R&M Equipment (101-515)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","12645","12645","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Parking Administration (101-516)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","5000","5000","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Snow Removal (101-510)","PERSONNEL SALARIES (50000)","SNOW REMOVAL OVERTIME (50130)","380000","380000","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Controller (101-202)","PERSONNEL SALARIES (50000)","SALARIES (50010)","774208","774208","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Retirement Office (101-203)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","8348","8348","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Human Services (101-917)","PERSONNEL SALARIES (50000)","SALARIES (50010)","413642","413642","0","General (101)","Tax Supported","Salaries"
"2017","Law Department / City Solicitor","Law Department (101-105)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","1800","1800","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","1911","1911","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Botanical / Greenhouse (101-707)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","2496","2496","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Neighborhood Park Services (101-702)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","80000","80000","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Roger Williams Park Services (101-708)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","24061","24061","0","General (101)","Tax Supported","Salaries"
"2017","Personnel / Human Resources","Personnel (101-212)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","10902","10902","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Communications (101-304)","PERSONNEL SALARIES (50000)","SALARIES (50010)","3887734","3887734","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","SERVICE OUT OF RANK (50110)","212498","212498","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","PRIOR RET SICK SEVERANCE INSTALL. PMT (50082)","65343","65343","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Archives (101-913)","G&A SERVICES (52100)","POSTAGE (52170)","180","180","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Administration (101-910)","G&A SERVICES (52100)","POSTAGE (52170)","600","600","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","137000","137000","0","General (101)","Tax Supported","Services"
"2017","City Courts","Municipal Court (101-106)","G&A SERVICES (52100)","PRINTING (52210)","650","650","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Engineering & Sanitation (101-502)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","100000","100000","0","General (101)","Tax Supported","Services"
"2017","Department of Public Works","Public Works Administration (101-501)","G&A SERVICES (52100)","POSTAGE (52170)","16000","16000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","City Collector (101-205)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","21000","21000","0","General (101)","Tax Supported","Services"
"2017","Finance Departments","Finance (101-201)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1200","1200","0","General (101)","Tax Supported","Services"
"2017","General (Non-Departmental)","Grants Commissions & Misc. (101-1400)","OTHER EXPENDITURES (55000)","GRANT EXPENDITURES (55125)","4803000","4978000","0","General (101)","Tax Supported","Services"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","RENT EQUIPMENT/OTHER (53010)","RENTALS NO CLASSIFIED (53011)","33000","33000","0","General (101)","Tax Supported","Services"
"2017","Human Services","PERA (101-1311)","G&A SERVICES (52100)","POSTAGE (52170)","1500","1500","0","General (101)","Tax Supported","Services"
"2017","Law Department / City Solicitor","Law Department (101-105)","G&A SERVICES (52100)","POSTAGE (52170)","3600","3600","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","G&A SERVICES (52100)","FEES NOT CLASSIFIED (52120)","50000","50000","0","General (101)","Tax Supported","Services"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","2220","2220","0","General (101)","Tax Supported","Services"
"2017","Parks","Neighborhood Park Services (101-702)","R&M EQUIPMENT (52900)","REPAIRS TO OFFICE EQUIPMENT (52900)","1000","1000","0","General (101)","Tax Supported","Services"
"2017","Parks","Superintendent of Parks (101-709)","RENT EQUIPMENT/OTHER (53010)","RENTALS NO CLASSIFIED (53011)","8500","8500","0","General (101)","Tax Supported","Services"
"2017","Personnel / Human Resources","Personnel (101-212)","PROFESSIONAL FEES (53200)","LEGAL EXPENSES (53200)","20000","20000","0","General (101)","Tax Supported","Services"
"2017","Planning & Urban Development","Planning & Urban Development (101-908)","OTHER EXPENDITURES (55000)","GRANT EXPENDITURES (55125)","250000","250000","0","General (101)","Tax Supported","Services"
"2017","Public Property & Purchasing","Public Property (101-1801)","CONTRACT SERVICES (53400)","PRIVATE CONTRACTORS (53401)","220000","220000","0","General (101)","Tax Supported","Services"
"2017","Public Property & Purchasing","Public Property (101-1801)","R&M OTHER (52910)","REPAIRS TO AUTOS & TRUCKS (52912)","6000","6000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Communications (101-304)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","500","500","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Communications (101-304)","UTILITIES (52400)","TELEPHONE (52415)","846481","846481","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Emergency Mgmt / Homeland Sec. (101-907)","TRAVEL & ENTERTAINMENT (53100)","TRAVEL (53105)","5000","5000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Fire (101-303)","R&M OTHER (52910)","MAIN & SERVICE (52911)","35127","35127","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Police (101-302)","G&A SERVICES (52100)","POSTAGE (52170)","5000","5000","0","General (101)","Tax Supported","Services"
"2017","Public Safety","Police (101-302)","R&M OTHER (52910)","MAIN & SERVICE (52911)","75000","75000","0","General (101)","Tax Supported","Services"
"2017","Recreation","Recreation (101-601)","G&A SERVICES (52100)","PROGRAM EXPENSE (52250)","60000","60000","0","General (101)","Tax Supported","Services"
"2017","City Council","Archives (101-913)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","4100","4100","0","General (101)","Tax Supported","Supplies"
"2017","City Courts","Municipal Court (101-106)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","5000","5000","0","General (101)","Tax Supported","Supplies"
"2017","Department of Public Works","Garage R&M Equipment (101-515)","HIGHWAY DEPT (54270)","LUBRICANTS (54270)","10000","10000","0","General (101)","Tax Supported","Supplies"
"2017","Department of Public Works","Sewer Construction (101-511)","COMMUNICATION DEPT SUPPLIES (54200)","CONST & MAINT SUPPLIES (54215)","9700","9700","0","General (101)","Tax Supported","Supplies"
"2017","Department of Public Works","Traffic Engineering (101-305)","OFFICE SUPPLIES (54000)","SMALL TOOLS   SHOP SUPPLIES (54042)","3000","3000","0","General (101)","Tax Supported","Supplies"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","1000","1000","0","General (101)","Tax Supported","Supplies"
"2017","Information Technology","Data Processing (101-204)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","40900","40900","0","General (101)","Tax Supported","Supplies"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","2400","2400","0","General (101)","Tax Supported","Supplies"
"2017","Parks","Neighborhood Park Services (101-702)","OFFICE SUPPLIES (54000)","SMALL TOOLS   SHOP SUPPLIES (54042)","7000","7000","0","General (101)","Tax Supported","Supplies"
"2017","Parks","Roger Williams Park Services (101-708)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","1300","1300","0","General (101)","Tax Supported","Supplies"
"2017","Public Property & Purchasing","Public Property (101-1801)","OTHER SUPPLY (54700)","AUTO PARTS (54700)","1000","1000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Commissioner of Public Safety (101-301)","OFFICE SUPPLIES (54000)","STATIONERY (54020)","1500","1500","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Communications (101-304)","OTHER SUPPLY (54700)","AUTO PARTS (54700)","10000","10000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Fire (101-303)","OTHER SUPPLY (54700)","AUTO PARTS (54700)","360000","360000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Police (101-302)","FIRE DEPT SUPPLIES (54150)","MED CHEM & LAB SUPPLIES (54150)","20000","20000","0","General (101)","Tax Supported","Supplies"
"2017","Public Safety","Police (101-302)","OTHER SUPPLY (54700)","UNIFORMS/WEARING APPAREL (54810)","883569","869569","0","General (101)","Tax Supported","Supplies"
"2017","Recreation","Recreation (101-601)","FIRE DEPT SUPPLIES (54150)","MED CHEM & LAB SUPPLIES (54150)","32000","32000","0","General (101)","Tax Supported","Supplies"
"2017","City Council","Archives (101-913)","PERSONNEL SALARIES (50000)","SALARIES (50010)","149353","167926","0","General (101)","Tax Supported","Salaries"
"2017","City Council","City Clerk (101-103)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","11000","11000","0","General (101)","Tax Supported","Salaries"
"2017","City Council","City Council Members (101-102)","PERSONNEL SALARIES (50000)","SALARIES (50010)","283768","283768","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Treasury (101-209)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","16495","16495","0","General (101)","Tax Supported","Salaries"
"2017","City Courts","Municipal Court (101-106)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","7200","7200","0","General (101)","Tax Supported","Salaries"
"2017","City Courts","Probate Court (101-107)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","5344","5344","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Building Administration (101-401)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","13242","13242","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Building Board (101-407)","PERSONNEL SALARIES (50000)","SALARIES (50010)","13000","13000","0","General (101)","Tax Supported","Salaries"
"2017","Department of Inspections & Standards","Structures & Zoning (101-402)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","2400","2400","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Engineering & Sanitation (101-502)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","14056","14056","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Environmental Control (101-506)","PERSONNEL SALARIES (50000)","DIFFERENTIAL PAY (50400)","1500","1500","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Environmental Control (101-506)","PERSONNEL SALARIES (50000)","SALARIES (50010)","406138","406138","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Highway (101-508)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","62966","62966","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Parking Administration (101-516)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","5462","5462","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Public Works Administration (101-501)","PERSONNEL SALARIES (50000)","SALARIES (50010)","506779","506779","0","General (101)","Tax Supported","Salaries"
"2017","Department of Public Works","Sewer Construction (101-511)","PERSONNEL SALARIES (50000)","SALARIES (50010)","398057","398057","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Collector (101-205)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","22427","22427","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","City Controller (101-202)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","3000","3000","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Finance (101-201)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","20473","20473","0","General (101)","Tax Supported","Salaries"
"2017","Finance Departments","Recorder of Deeds (101-901)","PERSONNEL SALARIES (50000)","SALARIES (50010)","206041","206041","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","7500","7500","0","General (101)","Tax Supported","Salaries"
"2017","Human Services","Human Relations (101-906)","PERSONNEL SALARIES (50000)","SALARIES (50010)","41187","41187","0","General (101)","Tax Supported","Salaries"
"2017","Information Technology","Data Processing (101-204)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","11646","11646","0","General (101)","Tax Supported","Salaries"
"2017","Law Department / City Solicitor","Law Department (101-105)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","39956","39956","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","13053","13053","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Board of Canvassers (101-904)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","42000","42000","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Bureau of Licenses (101-905)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","1200","1200","0","General (101)","Tax Supported","Salaries"
"2017","Miscellaneous Departments","Vital Statistics (101-903)","PERSONNEL SALARIES (50000)","SALARIES (50010)","170842","170842","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Forestry Services (101-703)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","15008","15008","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Neighborhood Park Services (101-702)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","59537","59537","0","General (101)","Tax Supported","Salaries"
"2017","Parks","North Burial Ground (101-710)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","12916","12916","0","General (101)","Tax Supported","Salaries"
"2017","Parks","Roger Williams Park Services (101-708)","PERSONNEL SALARIES (50000)","ALTERNATIVE WORK WEEK (50405)","2184","2184","0","General (101)","Tax Supported","Salaries"
"2017","Personnel / Human Resources","Personnel (101-212)","PERSONNEL SALARIES (50000)","LONGEVITY (50350)","33526","33526","0","General (101)","Tax Supported","Salaries"
"2017","Personnel / Human Resources","Personnel (101-212)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1104048","1104048","0","General (101)","Tax Supported","Salaries"
"2017","Public Property & Purchasing","Public Property (101-1801)","PERSONNEL SALARIES (50000)","SALARIES (50010)","1474652","1474652","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Communications (101-304)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","300000","300000","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","FIRE CALLBACK CONTINGENCY (50185)","5000000","5000000","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Fire (101-303)","PERSONNEL SALARIES (50000)","SALARIES-TEMPORARIES (50020)","775680","775680","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","DIFFERENTIAL PAY (50400)","45240","45240","0","General (101)","Tax Supported","Salaries"
"2017","Public Safety","Police (101-302)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","1500000","1500000","0","General (101)","Tax Supported","Salaries"
"2017","Recreation","Recreation (101-601)","PERSONNEL SALARIES (50000)","OVERTIME (50060)","20000","20000","0","General (101)","Tax Supported","Salaries"
"2017","City Council","Archives (101-913)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1156","1156","0","General (101)","Tax Supported","Services"
"2017","City Council","City Clerk (101-103)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","1800","1800","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Administration (101-910)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","5000","5000","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","G&A SERVICES (52100)","DUES & SUBSCRIPTIONS (52185)","45708","45708","0","General (101)","Tax Supported","Services"
"2017","City Council","City Council Members (101-102)","OTHER EXPENDITURES (55000)","TRANSFER - COUNCIL CONTINGENCY (55985)","40000","40000","0","General (101)","Tax Supported","Services"
"2017","City Council","Treasury (101-209)","OTHER SERVICES (53500)","MISC. EXPENSES (53500)","26000","11000","0","General (101)","Tax Supported","Services"
"2017","City Courts","Municipal Court (101-106)","G&A SERVICES (52100)","POSTAGE (52170)","1116","1116","0","General (101)","Tax Supported","Services"
