"project_id","project_name","project_description","current_phase","current_phase_type","project_details_url","regions","address","latitude","longitude","location"
"3382","(f12009) Brandon Place (under new ownership)","Brandon Place (under new ownership)","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2817","(f06039) Lakeland East Utilities","Lakeland East Utilities","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3693","(em1503) November 2015 Storm","November 2015 Storm","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3567","(f14011) Lakeland Hill Heated Storage","Lakeland Hill Heated Storage","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3305","(ms1113) One Stop Shop","One Stop Shop","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2486","(pmshgn) M&O - Shaughnessy Park","M&O - Shaughnessy Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2568","(f05016) Auburn Distribution Ctr.","Auburn Distribution Ctr.","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2744","(f06018) Verdana","Verdana","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3582","(f14016) Auburn Assembliage /Peasley Canyon Homes","Auburn Assembliage /Peasley Canyon Homes","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3435","(ms1304) Automatic Vehicle Location -City Fleet","Automatic Vehicle Location -City Fleet","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2413","(swrpmt) Sewer Permits","Sewer Permits","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2797","(f06030) Auburn 40 Gravity Sanitary Sewer","Auburn 40 Gravity Sanitary Sewer","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3743","(ms1512) Landmark Nomination-Pioneer Cemetery","Landmark Nomination-Pioneer Cemetery","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4238","(ms1903) Runway Pavement Repair","Runway Pavement Repair","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2856","(f07005) Mountain View Estates","Mountain View Estates","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4418","(ms2106) Railroad Crossings Thermo Refresh","Railroad Crossings Thermo Refresh","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2483","(pmpion) M&O - Pioneer Cemetery","M&O - Pioneer Cemetery","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3941","(f17009) AUBURN MEDICAL CENTER PHASE 2","AUBURN MEDICAL CENTER PHASE 2","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2515","(ms0734) Water Conservation","Water Conservation","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4417","(ms2105) Park Facilities Electrical Work","Park Facilities Electrical Work","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3939","(f17007) THOMAS SINGLE FAMILY RESIDENCE","THOMAS SINGLE FAMILY RESIDENCE","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3565","(f14010) 231 Building","231 Building","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3337","(kcwrrg) KC Waste Reduction & Recycling-WRR","KC Waste Reduction & Recycling-WRR","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2424","(paclas) Parks - Classes","Parks - Classes","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3391","(cp1223) ER Vehicle Maintenance Bay","ER Vehicle Maintenance Bay","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2922","(srfund) Special Recreation Fund","Special Recreation Fund","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3613","(spbd03) Annual Arterial Crack Seal Program","Annual Arterial Crack Seal Program","Pending","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2745","(f06019) Kendall Ridge","Kendall Ridge","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4066","(f18003) Tru Hilton","Tru Hilton","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3553","(f14004) Auburn Marketplace 2 Building","Auburn Marketplace 2 Building","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2734","(f06016) Drumond Pressure Sewer Main","Drumond Pressure Sewer Main","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2418","(paybak) Payback Agreements","Payback Agreements","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2491","(pmjcbs) M&O - Jacobsen Tree Farm","M&O - Jacobsen Tree Farm","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4214","(cp1912) 15th St. NW Dynamic Message Sign","15th St. NW Dynamic Message Sign","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2806","(f06033) Verdana Sewer Lift Station & Force Main","Verdana Sewer Lift Station & Force Main","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3466","(f13012) Sianchuck Triplex -Sewer Extension","Sianchuck Triplex -Sewer Extension","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2477","(pmitom) M&O - Indian Tom Park","M&O - Indian Tom Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4308","(ms2003) Zayo Fiber Splice & Cogent Conn. Implmnt","Zayo Fiber Splice & Cogent Conn. Implmnt","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3333","(f12003) AutoZone #4133","AutoZone #4133","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2481","(pmllnr) M&O - Lakeland Linear Park","M&O - Lakeland Linear Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3460","(ms1308) E Main St & Auburn Way Signal Repair","E Main St & Auburn Way Signal Repair","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2492","(pmfnst) M&O - Fenster Property","M&O - Fenster Property","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3034","(f08019) Scott Gibson Warehouse","Scott Gibson Warehouse","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2639","(fd0116) Terrace View","Terrace View","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2720","(f06010) Auburn 40 - PUD","Auburn 40 - PUD","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4355","(ms2006) SKHHP -Sub Regional Framework","SKHHP -Sub Regional Framework","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2482","(pmpond) M&O - Mill Pond Park","M&O - Mill Pond Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3559","(f14009) Bridges Phase 4","Bridges Phase 4","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2511","(pmsenr) M&O - Senior Center","M&O - Senior Center","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3119","(rep430) Water Repair and Replacement","Water Repair and Replacement","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3556","(f14006) Phoenix Rising -Valley Cities Counseling","Phoenix Rising -Valley Cities Counseling","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3072","(f09001) J & K Machine","J & K Machine","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2634","(pmjrnd) M&O - Jornada Park","M&O - Jornada Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2673","(ms0714) White River Mapping","White River Mapping","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2552","(fd0311) Safeway Distribution Ctr.","Safeway Distribution Ctr.","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2499","(pmrgnr) M&O - Roegner Park","M&O - Roegner Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3272","(ms1102) Defensive Driving Program","Defensive Driving Program","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3406","(x12136) PSE Excavation permit # EX12-0136","PSE Excavation permit # EX12-0136","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3184","(f10005) GRCC – 124th Street Improvements","GRCC – 124th Street Improvements","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3231","(f10009) KCHA – Burndale Homes Community Center","KCHA – Burndale Homes Community Center","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3710","(rowpmt) ROW Use Permits","ROW Use Permits","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4239","(cp1927) Signal Replacement at AWN & 1st St. NE","Signal Replacement at AWN & 1st St. NE","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3465","(cp1315) City Wetland Mitigation Projects","City Wetland Mitigation Projects","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2916","(f07014) Renaissance at Auburn","Renaissance at Auburn","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2407","(planap) Planning Applications","Planning Applications","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2705","(pmymca) M&O - YMCA Grounds","M&O - YMCA Grounds","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2504","(pmstrm) M&O - Storm Retention Ponds","M&O - Storm Retention Ponds","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3760","(airprt) Airport Administration","Airport Administration","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2476","(pmgain) M&O - Gaines Park","M&O - Gaines Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3433","(ms1302) Police Software Security Requirement","Police Software Security Requirement","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3455","(f13010) Trek: North Building","Trek: North Building","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3242","(ms1008) Cameras at Public Parking Garage","Cameras at Public Parking Garage","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2425","(paevnt) Parks - Special Events","Parks - Special Events","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2412","(wtrpmt) Water Permits","Water Permits","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4125","(pd1806) 2018 JAG-Edward Byrne Memorial","2018 JAG-Edward Byrne Memorial","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2468","(pmcdar) M&O - Cedar Lanes","M&O - Cedar Lanes","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3311","(ms1114) IS COPS Equipment Grant","IS COPS Equipment Grant","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3369","(f12006) Lakeland Villas","Lakeland Villas","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3409","(f13004) GRCC SE 320th St Improvements","GRCC SE 320th St Improvements","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3453","(gr1303) 2013 EMPG","2013 EMPG","Completed","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3302","(ms1112) Martin Property","Martin Property","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2637","(fd0326) Riverpoint Development","Riverpoint Development","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3193","(f10008) Doxon Toyota Phase II","Doxon Toyota Phase II","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4179","(em1902) February 2019 Snow Storm","February 2019 Snow Storm","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3534","(sebd02) Street Utility Improvements -Sewer Fund","Street Utility Improvements -Sewer Fund","Pending","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4223","(cp1918) R St SE & 21st St SE intersection Safety","R St SE & 21st St SE intersection Safety","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2810","(f06035) Auburn 40-Sewer Lift Stn/Force Main","Auburn 40-Sewer Lift Stn/Force Main","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3890","(x16095) EXC16-0095  KC WTD KING COUNTY / WASTEWA","EXC16-0095  KC WTD KING COUNTY / WASTEWA","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3640","(sdbd10) North Airport Area Improvements","North Airport Area Improvements","Pending","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2478","(pmtots) M&O - Forest Villa Tot Lot","M&O - Forest Villa Tot Lot","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2497","(pmleah) M&O - Lea Hills","M&O - Lea Hills","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3716","(transp) Transportation","Transportation","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2428","(pmaubx) M&O - Auburndale Park","M&O - Auburndale Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3439","(ms1307) 29th & A Street SE Signal Repairs","29th & A Street SE Signal Repairs","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3246","(f10011) La Quinta Inn","La Quinta Inn","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2752","(f06025) Vintage Place","Vintage Place","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2691","(mo-431) M&O - Sewer Division (B)","M&O - Sewer Division (B)","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2985","(f08006) Surinder Singh Short Plat Development","Surinder Singh Short Plat Development","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3342","(f12004) O'Reilly Auto Parts #2","O'Reilly Auto Parts #2","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3724","(em1505) Future emergency event","Future emergency event","Pending","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3580","(f14015) MIT Allotment M-2","MIT Allotment M-2","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2469","(pmcent) M&O - Centennial Viewpoint","M&O - Centennial Viewpoint","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3132","(f09009) Claudon Short Plat","Claudon Short Plat","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3486","(ms1311) 2013-2014 Comp. Transp. Plan Update","2013-2014 Comp. Transp. Plan Update","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3706","(f15017) Auburndale Short Plat","Auburndale Short Plat","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"4240","(ms1915) White River Amphitheater Events -2019","White River Amphitheater Events -2019","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2498","(pmpeap) M&O - Pea Patch","M&O - Pea Patch","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2485","(pmrtry) M&O - Rotary Park","M&O - Rotary Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2467","(pmcmrn) M&O - Cameron Park","M&O - Cameron Park","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3736","(f15022) Kulwant Singh 4-Lot Short Plat","Kulwant Singh 4-Lot Short Plat","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3508","(ms1404) Lea Hill Rd. & 105th Pl. potential slide","Lea Hill Rd. & 105th Pl. potential slide","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2638","(fd0302) Auburn Express Storage","Auburn Express Storage","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2523","(adm431) Admin. Support-Sewer","Admin. Support-Sewer","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3943","(ms1706) E-Plan Monitors","E-Plan Monitors","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3408","(f13003) KC Reddington Levee Setback & Extension","KC Reddington Levee Setback & Extension","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2470","(pmhall) M&O - City Hall","M&O - City Hall","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2503","(pmschl) M&O - School District Grounds","M&O - School District Grounds","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2983","(f08004) Lakeland East Apartments","Lakeland East Apartments","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2777","(cp0711) M&O Vehicle Bay/Storage","M&O Vehicle Bay/Storage","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3413","(f13006) M Place SE Sewer Extension","M Place SE Sewer Extension","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3741","(cp1601) Isaac Evans Park","Isaac Evans Park","Completed","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2417","(vacpmt) Street Vacations","Street Vacations","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2869","(padona) Parks Donations","Parks Donations","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"3233","(ms1006) WRIA 9 Stormwater Retrofit Plan","WRIA 9 Stormwater Retrofit Plan","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
"2550","(f04010) North Tapps Extension","North Tapps Extension","Active","default","http://www.auburnwa.gov/doing_business/public_works/capital_prjects.htm",,,,,
