"age","sex","race","date","law","crime_longid","code_description","city","state","neighborhood_association","neighborhoodxy","partrol_zone","patrolzonexy"
"65","Male","White","2018-06-29T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)","102","POINT (-73.775051594881 42.65231794349452)"
"53","Male","White","2021-09-07T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)","202","POINT (-73.757813044036 42.6445859531936)"
"37","Male","Black","2016-04-23T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"52","Male","Hispanic","2018-04-19T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","208","POINT (-73.757143579235 42.67565530183673)"
"58","Male","White","2021-03-17T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)","202","POINT (-73.757813044036 42.6445859531936)"
"66","Male","Hispanic","2021-07-09T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","110","POINT (-73.848687575844 42.69682730273773)"
"34","Male","Hispanic","2019-12-24T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"56","Female","White","2016-07-10T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","101","POINT (-73.779431578042 42.666832835593134)"
"56","Female","Black","2017-06-02T00:00:00.000","PL","PL 230.00          BM0","PROSTITUTION","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"64","Male","White","2018-08-15T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY",,,"102","POINT (-73.775051594881 42.65231794349452)"
"47","Female","White","2018-10-21T00:00:00.000","PL","PL 240.36         BM1","LOITERING UNLAW USE CONTROL SUB","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"27","Female","Black","2019-02-07T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","206","POINT (-73.753308488287 42.65985297437365)"
"44","Male","Hispanic","2019-05-15T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)","102","POINT (-73.775051594881 42.65231794349452)"
"57","Male","White","2017-03-31T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","202","POINT (-73.757813044036 42.6445859531936)"
"60","Male","Black","2016-12-05T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY",,,"204","POINT (-73.764880997752 42.65062699641539)"
"59","Female","White","2021-12-09T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","110","POINT (-73.848687575844 42.69682730273773)"
"26","Male","Black","2017-03-23T00:00:00.000","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"67","Male","Black","2016-12-12T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)","202","POINT (-73.757813044036 42.6445859531936)"
"27","Male","Other","2021-05-04T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)","206","POINT (-73.753308488287 42.65985297437365)"
"35","Female","White","2017-05-08T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","206","POINT (-73.753308488287 42.65985297437365)"
"31","Female","Black","2016-09-15T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)","101","POINT (-73.779431578042 42.666832835593134)"
"38","Female","White","2019-05-12T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"55","Male","Black","2018-04-04T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","101","POINT (-73.779431578042 42.666832835593134)"
"43","Male","White","2018-05-03T00:00:00.000","PL","PL 240.20  05  0V0","DIS/CON OBSTRUCTING TRAFFIC","Albany","NY",,,"103","POINT (-73.776430210341 42.67645508624719)"
"58","Male","Black","2019-09-25T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)","103","POINT (-73.776430210341 42.67645508624719)"
"43","Female","White","2018-11-06T00:00:00.000","PL","PL 240.20  05  0V0","DIS/CON OBSTRUCTING TRAFFIC","Albany","NY",,,"103","POINT (-73.776430210341 42.67645508624719)"
"37","Female","White","2019-06-08T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Eagle Hill","POINT (-73.8202291732 42.6704089123)","106","POINT (-73.812625819355 42.665422425667316)"
"48","Male","White","2016-10-21T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"24","Female","White","2017-04-11T00:00:00.000","PL","PL 240.37  02     0V0","LOIT PROSTITUTION OFFENSE 1ST","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"32","Male","White","2018-03-06T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"21","Female","White","2021-11-13T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","110","POINT (-73.848687575844 42.69682730273773)"
"48","Male","White","2018-10-20T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"39","Male","White","2020-10-03T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Campus Area","POINT (-73.8190201566 42.6848032061)","110","POINT (-73.848687575844 42.69682730273773)"
"61","Male","White","2022-01-18T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Av","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"39","Male","Black","2017-06-08T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","205","POINT (-73.751921403635 42.6506203728494)"
"73","Male","White","2017-12-07T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"76","Female","White","2017-02-13T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)","202","POINT (-73.757813044036 42.6445859531936)"
"51","Male","Black","2020-06-10T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","104","POINT (-73.794458968403 42.658301503618496)"
"37","Male","White","2018-12-02T00:00:00.000","PL","PL 240.20  05  0V0","DIS/CON OBSTRUCTING TRAFFIC","Albany","NY",,,"103","POINT (-73.776430210341 42.67645508624719)"
"29","Female","Hispanic","2019-04-12T00:00:00.000","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)","102","POINT (-73.775051594881 42.65231794349452)"
"52","Male","Black","2020-03-03T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)","202","POINT (-73.757813044036 42.6445859531936)"
"50","Male","White","2021-04-11T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"36","Male","White","2018-03-30T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","207","POINT (-73.761586992056 42.66379209548821)"
"56","Male","Black","2021-02-12T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY",,,"207","POINT (-73.761586992056 42.66379209548821)"
"34","Male","Black","2018-04-26T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"51","Male","White","2018-02-13T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY",,,"204","POINT (-73.764880997752 42.65062699641539)"
"26","Female","Black","2018-09-27T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY",,,"108","POINT (-73.769417826333 42.66645698812462)"
"55","Male","Black","2021-09-26T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)","102","POINT (-73.775051594881 42.65231794349452)"
"39","Female","White","2017-06-21T00:00:00.000","PL","PL 240.20  05  0V0","DIS/CON OBSTRUCTING TRAFFIC","Albany","NY",,,"103","POINT (-73.776430210341 42.67645508624719)"
"46","Female","White","2020-07-08T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"27","Male","White","2022-03-11T00:00:00.000","PL","PL 220.03","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"56","Male","Black","2018-05-17T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","109","POINT (-73.785056205674 42.6554400052318)"
"32","Male","White","2018-03-01T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"64","Male","Black","2018-05-21T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Washington Park","POINT (-73.7708846487 42.6572365515)","102","POINT (-73.775051594881 42.65231794349452)"
"64","Male","White","2018-04-13T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY",,,"204","POINT (-73.764880997752 42.65062699641539)"
"26","Male","Hispanic","2021-03-05T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)","201","POINT (-73.763909085255 42.628714605774775)"
"64","Female","White","2016-04-06T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","205","POINT (-73.751921403635 42.6506203728494)"
"33","Female","White","2021-06-19T00:00:00.000","PL","PL 220.03","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)","101","POINT (-73.779431578042 42.666832835593134)"
"42","Male","White","2017-09-21T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)","201","POINT (-73.763909085255 42.628714605774775)"
"23","Male","White","2020-02-14T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"74","Male","White","2022-03-08T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY",,,"207","POINT (-73.761586992056 42.66379209548821)"
"54","Male","White","2020-12-07T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY",,,"204","POINT (-73.764880997752 42.65062699641539)"
"45","Female","Black","2016-05-04T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","101","POINT (-73.779431578042 42.666832835593134)"
"59","Male","Black","2021-03-17T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)","202","POINT (-73.757813044036 42.6445859531936)"
"43","Female","Black","2017-06-19T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","202","POINT (-73.757813044036 42.6445859531936)"
"37","Female","White","2018-04-15T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"64","Male","Black","2021-07-09T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","110","POINT (-73.848687575844 42.69682730273773)"
"57","Male","White","2018-02-13T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"58","Male","White","2019-11-05T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"36","Male","White","2020-07-08T00:00:00.000","PL","PL 190.23         BM0","FALSE PERSONATION","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","101","POINT (-73.779431578042 42.666832835593134)"
"61","Male","Black","2018-03-23T00:00:00.000","PL","PL 240.20  05  0V0","DIS/CON OBSTRUCTING TRAFFIC","Albany","NY",,,"103","POINT (-73.776430210341 42.67645508624719)"
"28","Female","White","2021-06-05T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"53","Male","Black","2017-02-13T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","202","POINT (-73.757813044036 42.6445859531936)"
"39","Male","White","2017-03-23T00:00:00.000","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"45","Male","White","2018-11-16T00:00:00.000","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","Albany","NY",,,"202","POINT (-73.757813044036 42.6445859531936)"
"42","Male","Black","2017-08-11T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","N. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)","209","POINT (-73.740415174498 42.66643200814572)"
"31","Male","Hispanic","2019-07-03T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"28","Female","White","2021-07-30T00:00:00.000","PL","PL 140.10A AM0","Criminal Trespass 3rd41 West St","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)","101","POINT (-73.779431578042 42.666832835593134)"
"23","Male","Black","2016-10-25T00:00:00.000","PL","PL 190.23         BM0","FALSE PERSONATION","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","101","POINT (-73.779431578042 42.666832835593134)"
"53","Male","Black","2018-06-24T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)","204","POINT (-73.764880997752 42.65062699641539)"
"22","Female","Black","2018-12-04T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"58","Male","Black","2017-02-27T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)","202","POINT (-73.757813044036 42.6445859531936)"
"32","Male","White","2018-03-06T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"32","Male","White","2020-10-21T00:00:00.000","PL","PL 221.05         0V0","UNLAW POSS MARIHUANA","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)","202","POINT (-73.757813044036 42.6445859531936)"
"54","Female","Black","2021-04-05T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","107","POINT (-73.797970248884 42.678839726371976)"
"57","Male","Black","2019-09-26T00:00:00.000","GCO","GCO 255.07     0V0","PUBLIC URINATION/DEFICATION","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)","202","POINT (-73.757813044036 42.6445859531936)"
"40","Female","White","2017-07-09T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","108","POINT (-73.769417826333 42.66645698812462)"
"32","Female","White","2018-03-13T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY",,,"206","POINT (-73.753308488287 42.65985297437365)"
"20","Female","Hispanic","2021-11-13T00:00:00.000","PL","PL 155.25 AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","110","POINT (-73.848687575844 42.69682730273773)"
"61","Male","Black","2020-07-18T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY",,,"209","POINT (-73.740415174498 42.66643200814572)"
"30","Male","Black","2018-11-06T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"36","Male","White","2016-06-17T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"55","Female","Black","2019-06-06T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)","101","POINT (-73.779431578042 42.666832835593134)"
"27","Female","White","2017-05-26T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"43","Male","Black","2019-01-05T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","206","POINT (-73.753308488287 42.65985297437365)"
"58","Male","Black","2018-07-25T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","207","POINT (-73.761586992056 42.66379209548821)"
"66","Male","Black","2018-03-30T00:00:00.000","PL","PL 145.00         AM4","CRIMINAL MISCHIEF- 4","Albany","NY","Eagle Hill","POINT (-73.8202291732 42.6704089123)","106","POINT (-73.812625819355 42.665422425667316)"
"32","Female","Black","2021-04-25T00:00:00.000","PL","PL 140.15-1","CRIMINAL TRESPASS 2ND","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","101","POINT (-73.779431578042 42.666832835593134)"
"41","Female","Black","2018-05-03T00:00:00.000","PL","PL 221.10         0V1","UNLAWFUL POSSESSION MARIHUANA 1ST DEGREE","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","206","POINT (-73.753308488287 42.65985297437365)"
"48","Male","White","2020-07-24T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)","101","POINT (-73.779431578042 42.666832835593134)"
"32","Female","White","2017-11-04T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY",,,"206","POINT (-73.753308488287 42.65985297437365)"
"34","Male","Black","2019-08-12T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"33","Female","White","2020-04-24T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)","103","POINT (-73.776430210341 42.67645508624719)"
"56","Female","White","2018-03-10T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)","207","POINT (-73.761586992056 42.66379209548821)"
"40","Male","White","2019-01-31T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","109","POINT (-73.785056205674 42.6554400052318)"
"42","Male","Black","2016-09-12T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)","109","POINT (-73.785056205674 42.6554400052318)"
"42","Female","White","2018-05-12T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)","207","POINT (-73.761586992056 42.66379209548821)"
"38","Male","White","2017-03-30T00:00:00.000","PL","PL 155.25         AM0","PETIT LARCENY","Albany","NY","Pine Bush","POINT (-73.8632178578 42.7057702039)","110","POINT (-73.848687575844 42.69682730273773)"
"80","Male","Black","2018-06-02T00:00:00.000","GCO","GCO 105.24B  0V0","CONSUMPTION OF ALCOHOLIC BEVERAGE/PUBLIC PLACE","Albany","NY",,,"101","POINT (-73.779431578042 42.666832835593134)"
"28","Male","White","2017-09-21T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","N. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)","209","POINT (-73.740415174498 42.66643200814572)"
"26","Male","White","2018-05-10T00:00:00.000","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST 7TH","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)","202","POINT (-73.757813044036 42.6445859531936)"
"54","Male","Black","2021-02-12T00:00:00.000","GCO","GCO 105.24A 0V0","POSS ALCOHOLIC BEVERAGE IN OPEN CONTAINER","Albany","NY",,,"201","POINT (-73.763909085255 42.628714605774775)"
"41","Male","White","2018-03-27T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)","102","POINT (-73.775051594881 42.65231794349452)"
"59","Male","Black","2021-03-09T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY","Historic Pastures Homeowners Association","POINT (-73.7541064432 42.6439157339)","202","POINT (-73.757813044036 42.6445859531936)"
"27","Male","Black","2016-04-07T00:00:00.000","PL","PL 140.05         0V0","TRESPASS","Albany","NY",,,"102","POINT (-73.775051594881 42.65231794349452)"
