"idnum","uniq_id","estratopri","upm","cluster","wt","income","risk","patience","prob_murder","gender","age","pol_finance","pol_qe","pol_quc","pol_concent","pol_wage_best","trust_general","trust_family","family_law","politicians_law","pol_corrupt","victim","education","employment","pol_importance","safety_city","safety_neigh","crime_prob","corrupt_prob","badgov_prob","pov_ineq_prob","trust_govt","country","currency","income_det"
"11","17010011","Mexico-Central Area","7","13","1","4","28","17","Unknown","Women","41","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Disagree","Trusworthy","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe","Unsafe","Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"12","17010012","Mexico-Central Area","10","20","1","6","8","29","Unknown","Men","80","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Somewhat usual","true","true","6","true","Important","Unsafe",,"Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"13","17010013","Mexico-Central Area","12","25","1",,"28","1","Unknown","Men","45","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Untrusworthy","Unusual","A bit usual","false","false","9","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"14","17010014","Mexico-East Area","57","117","1",,"28","17","Unknown","Women","19","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Untrusworthy","Unusual","Somewhat usual","false","false","9","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"15","17010015","Mexico-East Area","59","120","1","2","28","1","Unknown","Women","50","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods","Agree",,"Untrusworthy","Unusual","A bit usual","false","false","8","true","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"16","17010016","Mexico-Central Area","2","3","1",,"28","1","Unknown","Women","18","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","false","12","false","Not important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"17","17010017","Mexico-North Area","15","31","1","10",,"18","Unknown","Men","47","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Untrusworthy","Unusual","A bit usual","true","true","9","true","Important","Safe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,451 - 4,750"
"18","17010018","Mexico-North Area","26","53","1",,"17","25","Unknown","Men","37",,"Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","true","11","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"19","17010019","Mexico-North Area","24","49","1","8","28","1","Unknown","Men","48","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"20","17010020","Mexico-East Area","46","91","1","2","28","1","Unknown","Men","65","Less money for police, subsidies for citizens (private security)",,,,,"Trusworthy","Trustworty","Unusual","Unusual","true","true","9","false","Not important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"21","17010021","Mexico-Central Area","12","26","1",,"28","9","Unknown","Men","20","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Very usual","false","false","9","false","Important",,"Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"22","17010022","Mexico-North Area","25","50","1",,"28","1","Unknown","Women","52","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Usual","Somewhat usual","true","true","6","false","Important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"23","17010023","Mexico-Central Area","2","3","1","10","25","1","Known","Men","30","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","true","true","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,451 - 4,750"
"24","17010024","Mexico-South Area","71","143","1","13","24","29","Known","Women","24","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Untrusworthy","Usual","A bit usual","false","true","12","true","Important","Safe","Unsafe","Agree","Disagree","Agree","Disagree","Fullfill","Mexico","Mexican Peso","6,201 - 7,050"
"25","17010025","Mexico-Central Area","12","25","1","16","27","1","Unknown","Men","49","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","true","true","11","true","Important","Unsafe","Safe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","More than 11,050"
"26","17010026","Mexico-North Area","27","54","1","1","28","13","Known","Women","27","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","9","true","Important","Safe","Safe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"27","17010027","Mexico-North Area","16","32","1",,"8","17","Unknown","Women","24","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","Somewhat usual","true","true","11","false","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"28","17010028","Mexico-East Area","49","99","1",,"28","30","Known","Women","20","More money for police (public security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Usual","A bit usual","false","false","9","false","Important",,"Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"29","17010029","Mexico-Central Area","1","1","1","2","23","21","Known","Men","49",,,,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Trustworty","Usual","A bit usual","false","false","9","true","Important",,"Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"30","17010030","Mexico-Central Area","8","16","1",,"1","31","Unknown","Men","22","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","true","true","12","false","Important",,"Unsafe","Agree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"31","17010031","Mexico-Central Area","1","2","1","11","30","1","Unknown","Men","60","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","Somewhat usual","false","true","12","true","Important","Safe","Safe","Disagree","Disagree","Agree","Disagree","Fullfill","Mexico","Mexican Peso","4,751 - 5,350"
"32","17010032","Mexico-East Area","60","123","1","4","28","1","Unknown","Women","66","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual",,"false","true","6","true","Important","Safe","Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"33","17010033","Mexico-North Area","17","35","1",,"25","1","Unknown","Women","29","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","12","false","Important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"34","17010034","Mexico-South Area","68","137","1","1","27","16","Known","Women","24","More money for police (public security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Unusual","A bit usual","false","false","9","true","Important","Unsafe",,"Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"35","17010035","Mexico-North Area","15","30","1","7","27","25","Unknown","Men","70","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Untrusworthy","Unusual","A bit usual","false","true","0","false","Important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,301 - 3,650"
"36","17010036","Mexico-South Area","65","133","1","4","28","1","Known","Women","66","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","6","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"37","17010037","Mexico-East Area","58","118","1","1","28","1","Known","Men","18","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","false","12","true","Important",,,"Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","Less than 1,100"
"38","17010038","Mexico-Central Area","1","1","1","4","28","21","Unknown","Men","37","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","12","true","Important",,"Safe","Agree","Agree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"39","17010039","Mexico-South Area","65","133","1","6","2","20","Known","Women","26","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Usual","Unusual","false","false","12","true","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"40","17010040","Mexico-South Area","67","136","1",,"29","31","Unknown","Women","33","More money for police (public security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Unusual","A bit usual","false","false","3","false","Important","Safe","Unsafe","Agree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso",
"41","17010041","Mexico-West Area","37","75","1","2","28","5","Unknown","Women","51","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe",,"Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"42","17010042","Mexico-East Area","60","122","1",,"28","1","Unknown","Women","48",,,,"Deploy police evenly in all neighborhoods",,"Untrustworty","Untrusworthy","Unusual","A bit usual","false","false","18","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"43","17010043","Mexico-South Area","71","145","1","12","30","1","Unknown","Men","32","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","false","12","true","Not important",,,"Disagree","Disagree","Agree","Disagree","Do not fullfill","Mexico","Mexican Peso","5,351 - 6,200"
"44","17010044","Mexico-West Area","38","77","1","6","25","1",,"Men","22","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods",,"Trusworthy","Trustworty","Usual","A bit usual","false","true","12","true","Important",,,"Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"45","17010045","Mexico-South Area","65","133","1","15","28","1","Known","Men","59","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Unusual","Unusual","false","false","9","true","Important",,,"Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","8,401 - 11,050"
"46","17010046","Mexico-West Area","32","63","1","11","27","8","Unknown","Men","30","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Untrusworthy","Unusual","Somewhat usual","true","true","12","true","Not important","Safe","Safe","Disagree","Agree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","4,751 - 5,350"
"47","17010047","Mexico-East Area","52","105","1","2","26","25","Unknown","Women","18","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods",,"Trusworthy","Trustworty","Usual","Unusual","true","true","9","true","Important",,"Unsafe","Disagree","Disagree","Disagree","Agree","Fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"48","17010048","Mexico-East Area","54","110","1","9","23","25","Unknown","Men","36","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","false","true","9","true","Important",,,"Disagree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","4,151 - 4,450"
"49","17010049","Mexico-North Area","22","43","1","8","28","31","Unknown","Men","28","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","false","false","12","true","Important","Unsafe","Safe","Disagree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"50","17010050","Mexico-North Area","27","54","1","2","24","14",,"Men","30","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Trustworty","Usual","A bit usual","true","false","10","true","Important","Safe","Safe","Agree","Disagree","Agree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"51","17010051","Mexico-East Area","46","92","1","2","28","9","Unknown","Women","48","More money for police (public security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Disagree","Untrustworty","Untrusworthy","Unusual","A bit usual","false","true","1","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"52","17010052","Mexico-Central Area","9","17","1","8","30","32","Unknown","Men","74","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Trustworty","Usual","A bit usual","false","false","0","true","Important","Safe","Safe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"53","17010053","Mexico-East Area","45","89","1","8","28","1","Unknown","Men","24","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Trusworthy","Untrusworthy","Usual","A bit usual","true","true","9","true","Important",,"Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","3,651 - 4,150"
"54","17010054","Mexico-East Area","50","101","1","10","28","18","Unknown","Men","40","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Unusual","A bit usual","false","false","18","true","Important",,"Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,451 - 4,750"
"55","17010055","Mexico-Central Area","1","2","1","14","24","8","Unknown","Men","39","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","true","false","9","true","Important","Unsafe",,"Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"56","17010056","Mexico-East Area","58","119","1",,"28","19","Known","Women","40","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods",,"Trusworthy","Trustworty","Usual","Unusual","false","true","12","false","Important",,"Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"57","17010057","Mexico-North Area","27","55","1","14","28",,"Unknown","Men","48","More money for police (public security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods",,"Untrustworty","Trustworty","Unusual","A bit usual","true","false","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"58","17010058","Mexico-South Area","70","142","1","4","28","29","Unknown","Women","25",,"Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Disagree","Trusworthy","Trustworty","Usual","Unusual","false","false","12","true","Not important","Unsafe","Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","2,101 - 2,450"
"59","17010059","Mexico-East Area","60","123","1","10","28","16","Unknown","Men","45","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","true","false","9","true","Important",,,"Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","4,451 - 4,750"
"60","17010060","Mexico-North Area","16","33","1","2","27","2","Known","Women","57","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","Unusual","false","false","2","true","Not important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,100 - 1,600"
"61","17010061","Mexico-East Area","53","107","1","6","28","12","Unknown","Men","40","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Somewhat usual","false","true","12","true","Important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","2,901 - 3,300"
"62","17010062","Mexico-East Area","56","115","1","3","8","1","Unknown","Women","48","More money for police (public security)","Improve police quality (Keep endowment)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Concentrate police in the most dangerous neighborhoods",,"Untrustworty","Untrusworthy","Unusual","Unusual","false","false","3","true","Not important","Safe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","1,601 - 2,100"
"63","17010063","Mexico-Central Area","9","18","1","3","28","1","Known","Women","52","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Untrusworthy","Unusual","A bit usual","false","true","6","true","Important","Safe",,"Disagree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","1,601 - 2,100"
"64","17010064","Mexico-East Area","52","105","1","14","24","29","Known","Women","34","More money for police (public security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","Somewhat usual","true","true","18","true","Not important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","7,051 - 8,400"
"65","17010065","Mexico-South Area","66","135","1","1","28","32","Unknown","Women","34",,,,,"Disagree","Untrustworty","Trustworty","Usual","Somewhat usual","false","false","12","true","Not important","Safe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","Less than 1,100"
"66","17010066","Mexico-West Area","38","78","1",,"28","32","Known","Women","25","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Deploy police evenly in all neighborhoods","Agree","Untrustworty","Untrusworthy","Unusual","Unusual","false","false","12","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"67","17010067","Mexico-Central Area","9","17","1","7","28","32","Unknown","Women","40","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","true","12","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso","3,301 - 3,650"
"68","17010068","Mexico-East Area","54","109","1","16","28","31","Unknown","Men","32","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)",,"Concentrate police in the most dangerous neighborhoods","Agree","Trusworthy","Trustworty","Usual","Unusual","true","true","16","true","Important","Unsafe","Safe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso","More than 11,050"
"69","17010069","Mexico-East Area","59","121","1",,"27","22","Unknown","Women","21","Less money for police, subsidies for citizens (private security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Deploy police evenly in all neighborhoods","Agree","Untrustworty","Trustworty","Usual","A bit usual","false","true","12","false","Important",,"Unsafe","Disagree","Disagree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
"70","17010070","Mexico-South Area","73","150","1",,"27","1","Unknown","Women","19","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)",,"Concentrate police in the most dangerous neighborhoods","Agree","Untrustworty","Trustworty","Unusual","Somewhat usual","false","false","12","false","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Disagree","Fullfill","Mexico","Mexican Peso",
"71","17010071","Mexico-North Area","22","45","1","12","28","8","Unknown","Men","39","More money for police (public security)","Improve police quality (Keep endowment)","Increase police endowment (similar qualities)reduces criminality 10%","Concentrate police in the most dangerous neighborhoods","Disagree","Trusworthy","Trustworty","Usual","A bit usual","false","false","9","true","Important","Unsafe","Unsafe","Agree","Disagree","Disagree","Agree","Do not fullfill","Mexico","Mexican Peso","5,351 - 6,200"
"72","17010072","Mexico-East Area","43","86","1",,"26","1","Unknown","Men","18","Less money for police, subsidies for citizens (private security)","Increase police endowment (similar qualities)","Keep endowment (improve police training) reduce criminality 20% in 2 years","Deploy police evenly in all neighborhoods","Disagree","Untrustworty","Trustworty","Unusual","Unusual","true","true","12","false","Important","Unsafe","Unsafe","Disagree","Agree","Disagree","Disagree","Do not fullfill","Mexico","Mexican Peso",
