"pais","codigo_pais","a_o","indicador","valor","medida","a_o_fecha"
"Chile","CHL","2009","Gasto","24.99","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Chile","CHL","2014","Gasto","23.95","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Chile","CHL","2007","Ingresos","27.21","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Chile","CHL","2009","Ingresos","20.74","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Chile","CHL","2014","Ingresos","22.45","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Colombia","COL","2009","Empleo_publico","4.56","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Colombia","COL","2014","Empleo_publico","4.01","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Colombia","COL","2009","Empleo_publico_hombres","60.20","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Colombia","COL","2014","Empleo_publico_hombres","51.00","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Colombia","COL","2007","Gasto","28.03","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Colombia","COL","2009","Gasto","29.52","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Colombia","COL","2014","Gasto","29.45","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Colombia","COL","2007","Ingresos","27.18","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Colombia","COL","2009","Ingresos","26.73","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Colombia","COL","2014","Ingresos","27.70","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2009","Empleo_publico","15.17","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Costa Rica","CRI","2014","Empleo_publico","15.20","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2009","Empleo_publico_hombres","51.02","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Costa Rica","CRI","2014","Empleo_publico_hombres","51.09","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2009","Empleo_publico_mujeres","49.01","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Costa Rica","CRI","2014","Empleo_publico_mujeres","48.94","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2007","Gasto","14.78","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Costa Rica","CRI","2009","Gasto","17.18","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Costa Rica","CRI","2014","Gasto","19.59","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2015","Gasto","19.96","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Costa Rica","CRI","2007","Ingresos","15.09","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Costa Rica","CRI","2009","Ingresos","13.68","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Costa Rica","CRI","2014","Ingresos","13.58","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Costa Rica","CRI","2015","Ingresos","14.12","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Ecuador","ECU","2009","Empleo_publico","8.36","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Ecuador","ECU","2014","Empleo_publico","9.25","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Ecuador","ECU","2009","Empleo_publico_hombres","55.29","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Ecuador","ECU","2014","Empleo_publico_hombres","55.76","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Ecuador","ECU","2009","Empleo_publico_mujeres","44.71","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Ecuador","ECU","2014","Empleo_publico_mujeres","44.24","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Ecuador","ECU","2007","Gasto","24.13","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Ecuador","ECU","2009","Gasto","32.97","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Ecuador","ECU","2014","Gasto","44.01","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Ecuador","ECU","2015","Gasto","39.27","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Ecuador","ECU","2007","Ingresos","26.72","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Ecuador","ECU","2009","Ingresos","29.40","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Ecuador","ECU","2014","Ingresos","38.66","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Ecuador","ECU","2015","Ingresos","33.98","Porcentaje del PIB","2015-01-01T00:00:00.000"
"El Salvador","SLV","2009","Empleo_publico","7.97","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"El Salvador","SLV","2014","Empleo_publico","8.35","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"El Salvador","SLV","2009","Empleo_publico_hombres","54.19","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"El Salvador","SLV","2014","Empleo_publico_hombres","56.22","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"El Salvador","SLV","2009","Empleo_publico_mujeres","45.86","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"El Salvador","SLV","2014","Empleo_publico_mujeres","43.78","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"El Salvador","SLV","2007","Gasto","18.58","Porcentaje del PIB","2007-01-01T00:00:00.000"
"El Salvador","SLV","2009","Gasto","21.40","Porcentaje del PIB","2009-01-01T00:00:00.000"
"El Salvador","SLV","2014","Gasto","21.31","Porcentaje del PIB","2014-01-01T00:00:00.000"
"El Salvador","SLV","2015","Gasto","21.71","Porcentaje del PIB","2015-01-01T00:00:00.000"
"El Salvador","SLV","2007","Ingresos","16.74","Porcentaje del PIB","2007-01-01T00:00:00.000"
"El Salvador","SLV","2009","Ingresos","15.85","Porcentaje del PIB","2009-01-01T00:00:00.000"
"El Salvador","SLV","2014","Ingresos","17.96","Porcentaje del PIB","2014-01-01T00:00:00.000"
"El Salvador","SLV","2015","Ingresos","18.49","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Jamaica","JAM","2007","Gasto","31.35","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Jamaica","JAM","2009","Gasto","38.67","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Jamaica","JAM","2014","Gasto","26.82","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Jamaica","JAM","2015","Gasto","28.24","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Jamaica","JAM","2007","Ingresos","27.55","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Jamaica","JAM","2009","Ingresos","27.54","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Jamaica","JAM","2014","Ingresos","26.33","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Jamaica","JAM","2015","Ingresos","27.85","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Mexico","MEX","2009","Empleo_publico","12.53","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Mexico","MEX","2014","Empleo_publico","11.91","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Mexico","MEX","2009","Empleo_publico_hombres","53.49","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Mexico","MEX","2014","Empleo_publico_hombres","52.12","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Mexico","MEX","2009","Empleo_publico_mujeres","46.51","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Mexico","MEX","2014","Empleo_publico_mujeres","47.88","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Mexico","MEX","2007","Gasto","37.63","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Mexico","MEX","2009","Gasto","37.11","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Mexico","MEX","2014","Gasto","39.11","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Mexico","MEX","2007","Ingresos","22.22","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Mexico","MEX","2009","Ingresos","23.29","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Mexico","MEX","2014","Ingresos","23.36","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Panama","PAN","2009","Empleo_publico","14.87","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Panama","PAN","2014","Empleo_publico","15.22","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Panama","PAN","2009","Empleo_publico_hombres","48.83","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Panama","PAN","2014","Empleo_publico_hombres","44.81","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Panama","PAN","2009","Empleo_publico_mujeres","51.17","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Panama","PAN","2014","Empleo_publico_mujeres","55.19","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Panama","PAN","2007","Gasto","22.99","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Panama","PAN","2009","Gasto","23.96","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Panama","PAN","2014","Gasto","23.62","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Panama","PAN","2015","Gasto","23.16","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Panama","PAN","2007","Ingresos","26.24","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Panama","PAN","2009","Ingresos","23.06","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Panama","PAN","2014","Ingresos","20.45","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Panama","PAN","2015","Ingresos","20.37","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Paraguay","PRY","2009","Empleo_publico","8.39","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Paraguay","PRY","2014","Empleo_publico","9.77","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Paraguay","PRY","2009","Empleo_publico_hombres","53.28","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Paraguay","PRY","2014","Empleo_publico_hombres","49.65","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Paraguay","PRY","2009","Empleo_publico_mujeres","46.68","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Paraguay","PRY","2014","Empleo_publico_mujeres","50.38","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Paraguay","PRY","2007","Gasto","18.26","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Paraguay","PRY","2009","Gasto","21.34","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Paraguay","PRY","2014","Gasto","23.49","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Paraguay","PRY","2015","Gasto","24.45","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Paraguay","PRY","2007","Ingresos","20.33","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Paraguay","PRY","2009","Ingresos","20.79","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Paraguay","PRY","2014","Ingresos","22.77","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Paraguay","PRY","2015","Ingresos","21.99","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Peru","PER","2009","Empleo_publico","9.10","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Peru","PER","2014","Empleo_publico","9.09","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Peru","PER","2009","Empleo_publico_hombres","58.43","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Peru","PER","2014","Empleo_publico_hombres","55.38","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Peru","PER","2009","Empleo_publico_mujeres","41.56","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Peru","PER","2014","Empleo_publico_mujeres","44.62","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Peru","PER","2007","Gasto","18.59","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Peru","PER","2009","Gasto","21.45","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Peru","PER","2014","Gasto","22.59","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Peru","PER","2015","Gasto","22.58","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Peru","PER","2007","Ingresos","21.94","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Peru","PER","2009","Ingresos","20.06","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Peru","PER","2014","Ingresos","22.32","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Peru","PER","2015","Ingresos","20.34","Porcentaje del PIB","2015-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2009","Empleo_publico","11.28","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2014","Empleo_publico","12.43","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2009","Empleo_publico_hombres","51.84","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2014","Empleo_publico_hombres","49.72","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2009","Empleo_publico_mujeres","48.15","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2014","Empleo_publico_mujeres","50.28","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2007","Gasto","28.84","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2009","Gasto","31.26","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2014","Gasto","33.09","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2007","Ingresos","27.98","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2009","Ingresos","27.79","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Promedio de America Latina y el Caribe","ALC","2014","Ingresos","28.60","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2009","Empleo_publico","21.4","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2014","Empleo_publico","21.6","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2009","Empleo_publico_hombres","41.63","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2014","Empleo_publico_hombres","41.02","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2009","Empleo_publico_mujeres","58.37","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2014","Empleo_publico_mujeres","58.98","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2007","Gasto","39.00","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2009","Gasto","44.45","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2014","Gasto","41.51","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2007","Ingresos","37.50","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2009","Ingresos","36.12","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Promedio de la OCDE","OCDE","2014","Ingresos","38.00","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Republica Dominicana","DOM","2009","Empleo_publico","12.48","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Republica Dominicana","DOM","2014","Empleo_publico","18.11","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Republica Dominicana","DOM","2009","Empleo_publico_hombres","51.32","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Republica Dominicana","DOM","2014","Empleo_publico_hombres","50.61","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Republica Dominicana","DOM","2009","Empleo_publico_mujeres","48.66","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Republica Dominicana","DOM","2014","Empleo_publico_mujeres","49.39","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Republica Dominicana","DOM","2007","Gasto","16.31","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Republica Dominicana","DOM","2009","Gasto","16.31","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Republica Dominicana","DOM","2014","Gasto","18.09","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Republica Dominicana","DOM","2007","Ingresos","16.41","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Republica Dominicana","DOM","2009","Ingresos","13.28","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Republica Dominicana","DOM","2014","Ingresos","15.06","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Uruguay","URY","2009","Empleo_publico","14.31","Porcentaje del Empleo Total","2009-01-01T00:00:00.000"
"Uruguay","URY","2014","Empleo_publico","14.87","Porcentaje del Empleo Total","2014-01-01T00:00:00.000"
"Uruguay","URY","2009","Empleo_publico_hombres","51.11","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Uruguay","URY","2014","Empleo_publico_hombres","46.69","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Uruguay","URY","2009","Empleo_publico_mujeres","48.66","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
"Uruguay","URY","2014","Empleo_publico_mujeres","53.31","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Uruguay","URY","2007","Gasto","28.87","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Uruguay","URY","2009","Gasto","29.70","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Uruguay","URY","2014","Gasto","32.17","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Uruguay","URY","2007","Ingresos","28.88","Porcentaje del PIB","2007-01-01T00:00:00.000"
"Uruguay","URY","2009","Ingresos","28.06","Porcentaje del PIB","2009-01-01T00:00:00.000"
"Uruguay","URY","2014","Ingresos","28.72","Porcentaje del PIB","2014-01-01T00:00:00.000"
"Colombia","COL","2014","Empleo_publico_mujeres","49","Proporcion del Empleo Publico","2014-01-01T00:00:00.000"
"Colombia","COL","2009","Empleo_publico_mujeres","39.8","Proporcion del Empleo Publico","2009-01-01T00:00:00.000"
