"pa_s","categor_a","indicador","sub_indicador","respuesta","valor","porcentaje"
"Honduras","Violencia","Las mujeres merecen ser golpeadas ",,"De acuerdo","34","3.64"
"Honduras","Violencia","Las mujeres merecen ser golpeadas ",,"En desacuerdo","478","51.18"
"Honduras","Violencia","Las mujeres merecen ser golpeadas ",,"Totalmente en desacuerdo","385","41.22"
"Honduras","Violencia","Las mujeres merecen ser golpeadas ",,"No sabe, no recuerda","6","0.64"
"Honduras","Violencia","Las mujeres merecen ser golpeadas ",,"No responde","7","0.75"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien",,"No","245","78.78"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien",,"Sí","66","21.22"
"Honduras","Violencia","Pareja lo ha celado",,"No","171","54.98"
"Honduras","Violencia","Pareja lo ha celado",,"Sí","140","45.02"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","11 a 15","Sí",,"23.21"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","16 a 20","Sí",,"19.53"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","21 a 25","Sí",,"20.37"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","26 a 30","Sí",,"23.21"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","31 a 35","Sí",,"23.53"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","11 a 15","No",,"76.79"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","16 a 20","No",,"80.47"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","21 a 25","No",,"79.63"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","26 a 30","No",,"76.79"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo de edad ","31 a 35","No",,"76.47"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","11 a 15","Sí",,"50.00"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","16 a 20","Sí",,"50.00"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","21 a 25","Sí",,"35.19"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","26 a 30","Sí",,"37.50"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","31 a 35","Sí",,"47.06"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","11 a 15","No",,"50.00"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","16 a 20","No",,"50.00"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","21 a 25","No",,"64.81"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","26 a 30","No",,"62.50"
"Honduras","Violencia","Pareja lo ha celado por grupo de edad","31 a 35","No",,"52.94"
"Honduras","Demografía","Tener pareja","No",,"623",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","11 a 15","Sí",,"34.55"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","16 a 20","Sí",,"37.30"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","21 a 25","Sí",,"35.53"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","26 a 30","Sí",,"40.86"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","31 a 35","Sí",,"38.46"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","11 a 15","No",,"76.45"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","16 a 20","No",,"62.70"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","21 a 25","No",,"64.47"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","26 a 30","No",,"59.14"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo de edad","31 a 35","No",,"61.54"
"Honduras","Violencia","Violencia verbal hacia la pareja ",,"Nunca","163","52.41"
"Honduras","Violencia","Violencia verbal hacia la pareja ",,"Una vez","67","21.54"
"Honduras","Violencia","Violencia verbal hacia la pareja ",,"Más de una vez","81","26.05"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","11 a 15","Sí",,"34.55"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","16 a 20","Sí",,"37.30"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","21 a 25","Sí",,"35.53"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","26 a 30","Sí",,"40.86"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","31 a 35","Sí",,"38.46"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","11 a 15","No",,"76.45"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","16 a 20","No",,"62.70"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","21 a 25","No",,"64.47"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","26 a 30","No",,"59.14"
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo de edad","31 a 35","No",,"61.54"
"Honduras","Violencia","Violencia física hacia la pareja ",,"Nunca","269","86.50"
"Honduras","Violencia","Violencia física hacia la pareja ",,"Una vez","28","9"
"Honduras","Violencia","Violencia física hacia la pareja ",,"Más de una vez","14","4.50"
"Honduras","Demografía","Grupo étnico","No responde",,"4",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","11 a 15","Sí",,"2.39"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","16 a 20","Sí",,"2.16"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","21 a 25","Sí",,"5.26"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","26 a 30","Sí",,"6.45"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","31 a 35","Sí",,"3.85"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","11 a 15","No",,"97.61"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","16 a 20","No",,"97.84"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","21 a 25","No",,"94.74"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","26 a 30","No",,"93.55"
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo de edad","31 a 35","No",,"96.15"
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Afrodescendiente?","No","9",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Blanco/a?","No","61",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Indigena?","No","2",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Mestizo/a?","No","115",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Mulato/a?","No","12",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","No sabe, no recuerda","No","43",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","No responde","No","3",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Afrodescendiente?","Sí","2",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Blanco/a?","Sí","22",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Indigena?","Sí","1",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Mestizo/a?","Sí","26",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","Mulato/a?","Sí","6",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","No sabe, no recuerda","Sí","9",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por grupo étnico","No responde","Sí","0",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Afrodescendiente?","No","5",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Blanco/a?","No","34",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Indigena?","No","2",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Mestizo/a?","No","90",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Mulato/a?","No","10",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","No sabe, no recuerda","No","28",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","No responde","No","2",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Afrodescendiente?","Sí","6",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Blanco/a?","Sí","49",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Indigena?","Sí","1",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Mestizo/a?","Sí","51",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","Mulato/a?","Sí","8",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","No sabe, no recuerda","Sí","24",
"Honduras","Violencia","Pareja lo ha celado con alguien por grupo étnico","No responde","Sí","1",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Afrodescendiente?","No","39",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Blanco/a?","No","144",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Indigena?","No","9",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Mestizo/a?","No","261",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Mulato/a?","No","32",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","No sabe, no recuerda","No","138",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","No responde","No","2",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Afrodescendiente?","Sí","5",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Blanco/a?","Sí","71",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Indigena?","Sí","3",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Mestizo/a?","Sí","172",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","Mulato/a?","Sí","16",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","No sabe, no recuerda","Sí","40",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por grupo étnico","No responde","Sí","2",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Afrodescendiente?","No","40",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Blanco/a?","No","172",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Indigena?","No","10",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Mestizo/a?","No","355",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Mulato/a?","No","37",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","No sabe, no recuerda","No","152",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","No responde","No","4",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Afrodescendiente?","Sí","770",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Blanco/a?","Sí","4",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Indigena?","Sí","43",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Mestizo/a?","Sí","2",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","Mulato/a?","Sí","78",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","No sabe, no recuerda","Sí","11",
"Honduras","Violencia","Jóvenes que han sido abusados sicológicamente en infancia por grupo étnico","No responde","Sí","26",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Afrodescendiente?","No","42",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Blanco/a?","No","206",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Indigena?","No","12",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Mestizo/a?","No","418",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Mulato/a?","No","47",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","No sabe, no recuerda","No","175",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","No responde","No","4",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Afrodescendiente?","Sí","2",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Blanco/a?","Sí","9",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Indigena?","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Mestizo/a?","Sí","15",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","Mulato/a?","Sí","1",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","No sabe, no recuerda","Sí","3",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por grupo étnico","No responde","Sí","0",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Sin Estudios","No","3",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Primaria","No","64",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Secundaria/Ciclo","No","112",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Bachillerato","No","60",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Tecnico Universitario","No","3",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Universitario","No","3",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Sin Estudios","Sí","2",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Primaria","Sí","22",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Secundaria/Ciclo","Sí","24",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Bachillerato","Sí","16",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Tecnico Universitario","Sí","2",
"Honduras","Violencia","Pareja le ha prohibido o limitado el contacto con alguien por nivel educativo","Universitario","Sí","0",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Sin Estudios","No","2",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Primaria","No","49",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Secundaria/Ciclo","No","72",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Bachillerato","No","42",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Tecnico Universitario","No","3",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Universitario","No","3",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Sin Estudios","Sí","3",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Primaria","Sí","37",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Secundaria/Ciclo","Sí","64",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Bachillerato","Sí","34",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Tecnico Universitario","Sí","2",
"Honduras","Violencia","Pareja lo ha celado con alguien por nivel educativo","Universitario","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Sin Estudios","No","6",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Primaria","No","144",
"Honduras","Demografía","Religión","Catolica",,"183","19.59"
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Secundaria/Ciclo","No","302",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Bachillerato","No","148",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Tecnico Universitario","No","9",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Universitario","No","15",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","No responde","No","1",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Sin Estudios","Sí","6",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Primaria","Sí","68",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Secundaria/Ciclo","Sí","167",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Bachillerato","Sí","65",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Tecnico Universitario","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","Universitario","Sí","3",
"Honduras","Violencia","Jóvenes que han sido abusados físicamente en infancia por nivel educativo","No responde","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Sin Estudios","No","10",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Primaria","No","177",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Secundaria/Ciclo","No","372",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Bachillerato","No","184",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Tecnico Universitario","No","9",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Universitario","No","17",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","No responde","No","1",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Sin Estudios","Sí","2",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Primaria","Sí","35",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Secundaria/Ciclo","Sí","97",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Bachillerato","Sí","29",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Tecnico Universitario","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","Universitario","Sí","1",
"Honduras","Violencia","Jóvenes que han sido abusados psicológicamente en infancia por nivel educativo","No responde","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Sin Estudios","No","12",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Primaria","No","202",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Secundaria/Ciclo","No","455",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Bachillerato","No","207",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Tecnico Universitario","No","9",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Universitario","No","18",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","No responde","No","1",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Sin Estudios","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Primaria","Sí","10",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Secundaria/Ciclo","Sí","14",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Bachillerato","Sí","6",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Tecnico Universitario","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","Universitario","Sí","0",
"Honduras","Violencia","Jóvenes que han sido abusados sexualmente en infancia por nivel educativo","No responde","Sí","0",
"Honduras","Salud sexual","Jóvenes que han tenido sexo",,"Si","384","41.11"
"Honduras","Salud sexual","Jóvenes que han tenido sexo",,"No","541","57.92"
"Honduras","Salud sexual","Jóvenes que han tenido sexo",,"No sabe, no recuerda","1","0.11"
"Honduras","Salud sexual","Jóvenes que han tenido sexo",,"No responde","8","0.86"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"No aplica","548","58.67"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"Siempre","158","16.92"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"Casi siempre","39","4.18"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"A veces","37","3.96"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"Casi nunca","8","0.86"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"Nunca","119","12.74"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"No sabe, no recuerda","10","1.07"
"Honduras","Salud sexual","Uso Condón (últimas 5 veces)",,"No responde","15","1.61"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"1","39","4.18"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"2","7","0.75"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"3","37","3.96"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"4","129","13.81"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"5","669","71.63"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"No Sabe, no recuerda","27","2.89"
"Honduras","Salud sexual","Cuán activo es protegiéndose en ETS (escala 1-5)",,"No responde","26","2.78"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"No aplica","548","58.67"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"Menos de 15 años","106","11.35"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"Entre 15 y 17 años","177","18.95"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"Entre 18 y 20 años","70","7.49"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"Entre 21 y 29 años","21","2.25"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"30 años o mas","2","0.21"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"No sabe, no recuerda","8","0.86"
"Honduras","Salud sexual","Edad a la que tuvo sexo por primera vez",,"No responde","2","0.21"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"0","373","70.24"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"1","109","20.53"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"2","8","1.51"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"3","3","0.56"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"5","1","0.19"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"7","1","0.19"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"8","3","0.56"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"11","1","0.19"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"No sabe, no recuerda","8","1.51"
"Honduras","Salud sexual","Número de personas con las que una mujer ha tenido sexo (últimos 6 meses)",,"No responde","24","4.52"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"0","253","63.25"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"1","88","22"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"2","20","5"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"3","11","2.75"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"4","6","1.50"
"Honduras","Salud sexual","Número de personas con las que un hombre ha tenido sexo (últimos 6 meses)",,"5","1","0.25"
