"country","table_name","asset_category","asset_composition","year","year_date","methodology","value","notes"
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1996","1996-01-01T00:00:00.000","Mean","94.8",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1996","1996-01-01T00:00:00.000","No. obs","173.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1997","1997-01-01T00:00:00.000","Mean","95.8",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1997","1997-01-01T00:00:00.000","No. obs","189.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1998","1998-01-01T00:00:00.000","Mean","96.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1998","1998-01-01T00:00:00.000","No. obs","198.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1999","1999-01-01T00:00:00.000","Mean","96.4",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","1999","1999-01-01T00:00:00.000","No. obs","196.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2000","2000-01-01T00:00:00.000","Mean","95.5",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2000","2000-01-01T00:00:00.000","No. obs","198.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2001","2001-01-01T00:00:00.000","Mean","95.6",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2001","2001-01-01T00:00:00.000","No. obs","181.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2002","2002-01-01T00:00:00.000","Mean","98.0",
"Argentina","Whole Sample","Dollar Indebtness","% Firms with dollar debt","2002","2002-01-01T00:00:00.000","No. obs","49.0",
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Mean","37.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Median","37.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1990","1990-01-01T00:00:00.000","No. obs","2.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Mean","48.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Median","46.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1991","1991-01-01T00:00:00.000","No. obs","17.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Mean","44.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Median","42.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1992","1992-01-01T00:00:00.000","No. obs","42.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Mean","50.6","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Median","53.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1993","1993-01-01T00:00:00.000","No. obs","124.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Mean","51.6","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Median","58.6","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1994","1994-01-01T00:00:00.000","No. obs","145.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Mean","55.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Median","62.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1995","1995-01-01T00:00:00.000","No. obs","161.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Mean","55.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Median","61.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1996","1996-01-01T00:00:00.000","No. obs","173.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Mean","56.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Median","63.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1997","1997-01-01T00:00:00.000","No. obs","189.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Mean","56.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Median","60.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1998","1998-01-01T00:00:00.000","No. obs","198.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Mean","57.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Median","64.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","1999","1999-01-01T00:00:00.000","No. obs","196.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Mean","58.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Median","64.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2000","2000-01-01T00:00:00.000","No. obs","198.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Mean","60.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Median","67.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2001","2001-01-01T00:00:00.000","No. obs","181.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Mean","55.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Median","63.4","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Debt dollarization ratio (%)","2002","2002-01-01T00:00:00.000","No. obs","49.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Exports","As % of total assets","1994","1994-01-01T00:00:00.000","Mean","16.9",
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Mean","44.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Median","43.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","No. obs","49.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Mean","38.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Median","38.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","No. obs","57.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Mean","45.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Median","47.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","No. obs","68.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Mean","42.6","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Median","42.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","No. obs","75.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Mean","42.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Median","38.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","No. obs","88.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Mean","45.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Median","44.9","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","No. obs","115.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Mean","48.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Median","49.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","No. obs","136.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Leverage","Leverage ratio (%)","1990","1990-01-01T00:00:00.000","No. obs","6.0","7    Leverage = Total liabilities / total assets"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Mean","48.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Median","50.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","No. obs","134.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Mean","53.3","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Median","57.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","No. obs","121.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Short-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1990","1990-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1991","1991-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1992","1992-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Mean","51.2","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Median","62.1","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1993","1993-01-01T00:00:00.000","No. obs","49.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Mean","55.4","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Median","85.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1994","1994-01-01T00:00:00.000","No. obs","57.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Mean","58.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Median","86.6","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1995","1995-01-01T00:00:00.000","No. obs","68.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Mean","64.4","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","Median","89.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1996","1996-01-01T00:00:00.000","No. obs","75.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Mean","68.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","Median","92.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1997","1997-01-01T00:00:00.000","No. obs","88.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Mean","59.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","Median","87.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1998","1998-01-01T00:00:00.000","No. obs","115.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Mean","60.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","Median","87.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","1999","1999-01-01T00:00:00.000","No. obs","136.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Mean","62.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","Median","84.8","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2000","2000-01-01T00:00:00.000","No. obs","134.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Mean","58.7","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","Median","77.5","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Leverage","Leverage ratio (%)","1991","1991-01-01T00:00:00.000","No. obs","26.0","7    Leverage = Total liabilities / total assets"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2001","2001-01-01T00:00:00.000","No. obs","121.0","1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Mean",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","Median",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Long-dollarization ratio (%)","2002","2002-01-01T00:00:00.000","No. obs",,"1    Dollar-linked debt as a percentage of total liabilities"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Mean","9.4","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1990","1990-01-01T00:00:00.000","Median","9.4","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1990","1990-01-01T00:00:00.000","No. obs","2.0","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Mean","5.8","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1991","1991-01-01T00:00:00.000","Median","4.9","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1991","1991-01-01T00:00:00.000","No. obs","16.0","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Mean","7.2","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1992","1992-01-01T00:00:00.000","Median","5.3","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1992","1992-01-01T00:00:00.000","No. obs","42.0","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Mean","7.6","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1993","1993-01-01T00:00:00.000","Median","3.6","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1993","1993-01-01T00:00:00.000","No. obs","54.0","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Mean","8.8","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1994","1994-01-01T00:00:00.000","Median","4.4","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1994","1994-01-01T00:00:00.000","No. obs","59.0","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Mean","8.6","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1995","1995-01-01T00:00:00.000","Median","4.1","2    Dollar-linked assets as a percentage of total assets"
"Argentina","Whole Sample","Dollar Indebtness","Asset dollarization ratio (%)","1995","1995-01-01T00:00:00.000","No. obs","62.0","2    Dollar-linked assets as a percentage of total assets"
