"pa_s","a_o_2","categor_a_indicador","nombre_indicador","puntaje"
"Ecuador","2011","Subsistema","Gestión Relaciones Humanas y Sociales","10"
"Ecuador","2011","Subsistema","Organización de la Función de RRHH","30"
"Ecuador","2011","Subsistema","Organización del Trabajo","33"
"Ecuador","2011","Subsistema","Planificación","27"
"Ecuador","2015","Subsistema","Gestión de la Compensación","35"
"Ecuador","2015","Subsistema","Gestión del Desarrollo","16"
"Ecuador","2015","Subsistema","Gestión del Empleo","53"
"Ecuador","2015","Subsistema","Gestión del Rendimiento","20"
"Ecuador","2015","Subsistema","Gestión Relaciones Humanas y Sociales","35"
"Ecuador","2015","Subsistema","Organización de la Función de RRHH","50"
"Ecuador","2015","Subsistema","Organización del Trabajo","40"
"Ecuador","2015","Subsistema","Planificación","53"
"El Salvador","2004","Índice","Capacidad funcional","17"
"El Salvador","2004","Índice","Capacidad integradora","10"
"El Salvador","2004","Índice","Consistencia estructural","13"
"El Salvador","2004","Índice","Eficiencia","0"
"El Salvador","2004","Índice","Índice de desarrollo del Servicio Civil","11"
"El Salvador","2004","Índice","Mérito","13"
"El Salvador","2012","Índice","Capacidad funcional","27"
"El Salvador","2012","Índice","Capacidad integradora","40"
"El Salvador","2012","Índice","Consistencia estructural","43"
"El Salvador","2012","Índice","Eficiencia","25"
"El Salvador","2012","Índice","Índice de desarrollo del Servicio Civil","34"
"El Salvador","2012","Índice","Mérito","33"
"El Salvador","2004","Subsistema","Gestión de la Compensación","10"
"El Salvador","2004","Subsistema","Gestión del Desarrollo","4"
"El Salvador","2004","Subsistema","Gestión del Empleo","20"
"El Salvador","2004","Subsistema","Gestión del Rendimiento","20"
"El Salvador","2004","Subsistema","Gestión Relaciones Humanas y Sociales","10"
"El Salvador","2004","Subsistema","Organización de la Función de RRHH","0"
"El Salvador","2004","Subsistema","Organización del Trabajo","33"
"El Salvador","2004","Subsistema","Planificación","7"
"El Salvador","2012","Subsistema","Gestión de la Compensación","30"
"El Salvador","2012","Subsistema","Gestión del Desarrollo","16"
"El Salvador","2012","Subsistema","Gestión del Empleo","33"
"El Salvador","2012","Subsistema","Gestión del Rendimiento","13"
"El Salvador","2012","Subsistema","Gestión Relaciones Humanas y Sociales","40"
"El Salvador","2012","Subsistema","Organización de la Función de RRHH","30"
"El Salvador","2012","Subsistema","Organización del Trabajo","60"
"El Salvador","2012","Subsistema","Planificación","40"
"Guatemala","2004","Índice","Capacidad funcional","16"
"Guatemala","2004","Índice","Capacidad integradora","25"
"Guatemala","2004","Índice","Consistencia estructural","23"
"Guatemala","2004","Índice","Eficiencia","35"
"Guatemala","2004","Índice","Índice de desarrollo del Servicio Civil","24"
"Guatemala","2004","Índice","Mérito","20"
"Guatemala","2012","Índice","Capacidad funcional","19"
"Guatemala","2012","Índice","Capacidad integradora","20"
"Guatemala","2012","Índice","Consistencia estructural","28"
"Guatemala","2012","Índice","Eficiencia","35"
"Guatemala","2012","Índice","Índice de desarrollo del Servicio Civil","24"
"Guatemala","2012","Índice","Mérito","20"
"Guatemala","2004","Subsistema","Gestión de la Compensación","20"
"Guatemala","2004","Subsistema","Gestión del Desarrollo","12"
"Guatemala","2004","Subsistema","Gestión del Empleo","23"
"Guatemala","2004","Subsistema","Gestión del Rendimiento","7"
"Guatemala","2004","Subsistema","Gestión Relaciones Humanas y Sociales","25"
"Guatemala","2004","Subsistema","Organización de la Función de RRHH","30"
"Guatemala","2004","Subsistema","Organización del Trabajo","27"
"Guatemala","2004","Subsistema","Planificación","27"
"Guatemala","2012","Subsistema","Gestión de la Compensación","20"
"Guatemala","2012","Subsistema","Gestión del Desarrollo","16"
"Guatemala","2012","Subsistema","Gestión del Empleo","23"
"Guatemala","2012","Subsistema","Gestión del Rendimiento","20"
"Guatemala","2012","Subsistema","Gestión Relaciones Humanas y Sociales","20"
"Guatemala","2012","Subsistema","Organización de la Función de RRHH","30"
"Guatemala","2012","Subsistema","Organización del Trabajo","27"
"Guatemala","2012","Subsistema","Planificación","30"
"Guyana","2017","Índice","Capacidad funcional","26"
"Guyana","2017","Índice","Capacidad integradora","30"
"Guyana","2017","Índice","Consistencia estructural","18"
"Guyana","2017","Índice","Diversity Management","40"
"Guyana","2017","Índice","Eficiencia","30"
"Guyana","2017","Índice","Índice de desarrollo del Servicio Civil","27"
"Guyana","2017","Índice","Management Capabilities","7"
"Guyana","2017","Índice","Mérito","33"
"Guyana","2017","Subsistema","Gestión de la Compensación","45"
"Guyana","2017","Subsistema","Gestión del Desarrollo","8"
"Guyana","2017","Subsistema","Gestión del Empleo","33"
"Guyana","2017","Subsistema","Gestión del Rendimiento","13"
"Guyana","2017","Subsistema","Gestión Relaciones Humanas y Sociales","30"
"Guyana","2017","Subsistema","Organización de la Función de RRHH","10"
"Guyana","2017","Subsistema","Organización del Trabajo","33"
"Guyana","2017","Subsistema","Planificación","23"
"Haiti","2017","Índice","Capacidad funcional","13"
"Haiti","2017","Índice","Capacidad integradora","30"
"Haiti","2017","Índice","Consistencia estructural","18"
"Haiti","2017","Índice","Diversity Management",
"Haiti","2017","Índice","Eficiencia","40"
"Haiti","2017","Índice","Índice de desarrollo del Servicio Civil","27"
"Haiti","2017","Índice","Management Capabilities","7"
"Haiti","2017","Índice","Mérito","33"
"Honduras","2004","Índice","Capacidad funcional","7"
"Honduras","2004","Índice","Capacidad integradora","5"
"Honduras","2004","Índice","Consistencia estructural","20"
"Honduras","2004","Índice","Eficiencia","15"
"Honduras","2004","Índice","Índice de desarrollo del Servicio Civil","11"
"Honduras","2004","Índice","Mérito","7"
"Honduras","2012","Índice","Capacidad funcional","11"
"Honduras","2012","Índice","Capacidad integradora","10"
"Honduras","2012","Índice","Consistencia estructural","25"
"Honduras","2012","Índice","Eficiencia","5"
"Honduras","2012","Índice","Índice de desarrollo del Servicio Civil","12"
"Honduras","2012","Índice","Mérito","7"
"Honduras","2004","Subsistema","Gestión de la Compensación","10"
"Honduras","2004","Subsistema","Gestión del Desarrollo","12"
"Honduras","2004","Subsistema","Gestión del Empleo","7"
"Honduras","2004","Subsistema","Gestión del Rendimiento","7"
"Honduras","2004","Subsistema","Gestión Relaciones Humanas y Sociales","5"
"Honduras","2004","Subsistema","Organización de la Función de RRHH","10"
"Honduras","2004","Subsistema","Organización del Trabajo","20"
"Honduras","2004","Subsistema","Planificación","17"
"Honduras","2012","Subsistema","Gestión de la Compensación","10"
"Honduras","2012","Subsistema","Gestión del Desarrollo","8"
"Honduras","2012","Subsistema","Gestión del Empleo","10"
"Honduras","2012","Subsistema","Gestión del Rendimiento","13"
"Honduras","2012","Subsistema","Gestión Relaciones Humanas y Sociales","10"
"Honduras","2012","Subsistema","Organización de la Función de RRHH","10"
"Honduras","2012","Subsistema","Organización del Trabajo","20"
"Honduras","2012","Subsistema","Planificación","23"
"Jamaica","2017","Índice","Capacidad funcional","46"
"Jamaica","2017","Índice","Capacidad integradora","50"
"Jamaica","2017","Índice","Consistencia estructural","40"
"Jamaica","2017","Índice","Diversity Management","80"
"Jamaica","2017","Índice","Eficiencia","40"
"Jamaica","2017","Índice","Índice de desarrollo del Servicio Civil","50"
"Jamaica","2017","Índice","Management Capabilities","47"
"Jamaica","2017","Índice","Mérito","73"
"Jamaica","2017","Subsistema","Gestión de la Compensación","45"
"Jamaica","2017","Subsistema","Gestión del Desarrollo","40"
"Jamaica","2017","Subsistema","Gestión del Empleo","57"
"Jamaica","2017","Subsistema","Gestión del Rendimiento","60"
"Jamaica","2017","Subsistema","Gestión Relaciones Humanas y Sociales","50"
"Jamaica","2017","Subsistema","Organización de la Función de RRHH","30"
"Jamaica","2017","Subsistema","Organización del Trabajo","47"
"Jamaica","2017","Subsistema","Planificación","40"
"México","2004","Índice","Capacidad funcional","40"
"México","2004","Índice","Capacidad integradora","40"
"México","2004","Índice","Consistencia estructural","45"
"México","2004","Índice","Eficiencia","35"
"México","2004","Índice","Índice de desarrollo del Servicio Civil","41"
"México","2004","Índice","Mérito","47"
"México","2013","Índice","Capacidad funcional","39"
"México","2013","Índice","Capacidad integradora","45"
"México","2013","Índice","Consistencia estructural","40"
"México","2013","Índice","Eficiencia","40"
"México","2013","Índice","Índice de desarrollo del Servicio Civil","41"
"México","2013","Índice","Mérito","40"
"México","2004","Subsistema","Gestión de la Compensación","45"
"México","2004","Subsistema","Gestión del Desarrollo","36"
"México","2004","Subsistema","Gestión del Empleo","43"
"México","2004","Subsistema","Gestión del Rendimiento","40"
"México","2004","Subsistema","Gestión Relaciones Humanas y Sociales","40"
"México","2004","Subsistema","Organización de la Función de RRHH","50"
"México","2004","Subsistema","Organización del Trabajo","53"
"México","2004","Subsistema","Planificación","33"
"México","2013","Subsistema","Gestión de la Compensación","35"
"México","2013","Subsistema","Gestión del Desarrollo","36"
"México","2013","Subsistema","Gestión del Empleo","37"
"México","2013","Subsistema","Gestión del Rendimiento","40"
"México","2013","Subsistema","Gestión Relaciones Humanas y Sociales","45"
"México","2013","Subsistema","Organización de la Función de RRHH","30"
"México","2013","Subsistema","Organización del Trabajo","60"
"México","2013","Subsistema","Planificación","40"
"Nicaragua","2004","Índice","Capacidad funcional","14"
"Nicaragua","2004","Índice","Capacidad integradora","25"
"Nicaragua","2004","Índice","Consistencia estructural","23"
"Nicaragua","2004","Índice","Eficiencia","30"
"Nicaragua","2004","Índice","Índice de desarrollo del Servicio Civil","22"
"Nicaragua","2004","Índice","Mérito","20"
"Nicaragua","2012","Índice","Capacidad funcional","29"
"Nicaragua","2012","Índice","Capacidad integradora","25"
"Nicaragua","2012","Índice","Consistencia estructural","45"
"Nicaragua","2012","Índice","Eficiencia","35"
"Nicaragua","2012","Índice","Índice de desarrollo del Servicio Civil","35"
"Nicaragua","2012","Índice","Mérito","40"
"Nicaragua","2004","Subsistema","Gestión de la Compensación","20"
"Nicaragua","2004","Subsistema","Gestión del Desarrollo","4"
"Nicaragua","2004","Subsistema","Gestión del Empleo","23"
"Nicaragua","2004","Subsistema","Gestión del Rendimiento","7"
"Nicaragua","2004","Subsistema","Gestión Relaciones Humanas y Sociales","25"
"Nicaragua","2004","Subsistema","Organización de la Función de RRHH","30"
"Nicaragua","2004","Subsistema","Organización del Trabajo","33"
"Nicaragua","2004","Subsistema","Planificación","23"
"Nicaragua","2012","Subsistema","Gestión de la Compensación","30"
"Nicaragua","2012","Subsistema","Gestión del Desarrollo","20"
"Nicaragua","2012","Subsistema","Gestión del Empleo","37"
"Nicaragua","2012","Subsistema","Gestión del Rendimiento","27"
"Nicaragua","2012","Subsistema","Gestión Relaciones Humanas y Sociales","25"
"Nicaragua","2012","Subsistema","Organización de la Función de RRHH","50"
"Nicaragua","2012","Subsistema","Organización del Trabajo","47"
"Nicaragua","2012","Subsistema","Planificación","43"
"Panamá","2004","Índice","Capacidad funcional","16"
"Panamá","2004","Índice","Capacidad integradora","25"
"Panamá","2004","Índice","Consistencia estructural","15"
"Panamá","2004","Índice","Eficiencia","10"
"Panamá","2004","Índice","Índice de desarrollo del Servicio Civil","13"
"Panamá","2004","Índice","Mérito","0"
"Panamá","2012","Índice","Capacidad funcional","24"
"Panamá","2012","Índice","Capacidad integradora","35"
"Panamá","2012","Índice","Consistencia estructural","33"
"Panamá","2012","Índice","Eficiencia","35"
"Panamá","2012","Índice","Índice de desarrollo del Servicio Civil","29"
"Panamá","2012","Índice","Mérito","20"
"Panamá","2004","Subsistema","Gestión de la Compensación","15"
"Panamá","2004","Subsistema","Gestión del Desarrollo","20"
"Panamá","2004","Subsistema","Gestión del Empleo","7"
"Panamá","2004","Subsistema","Gestión del Rendimiento","7"
"Panamá","2004","Subsistema","Gestión Relaciones Humanas y Sociales","25"
"Panamá","2004","Subsistema","Organización de la Función de RRHH","0"
"Panamá","2004","Subsistema","Organización del Trabajo","27"
"Panamá","2004","Subsistema","Planificación","13"
"Panamá","2012","Subsistema","Gestión de la Compensación","20"
"Panamá","2012","Subsistema","Gestión del Desarrollo","32"
"Panamá","2012","Subsistema","Gestión del Empleo","27"
"Panamá","2012","Subsistema","Gestión del Rendimiento","13"
"Panamá","2012","Subsistema","Gestión Relaciones Humanas y Sociales","35"
"Panamá","2012","Subsistema","Organización de la Función de RRHH","29"
"Panamá","2012","Subsistema","Organización del Trabajo","40"
"Panamá","2012","Subsistema","Planificación","30"
"Paraguay","2004","Índice","Capacidad funcional","11"
"Paraguay","2004","Índice","Capacidad integradora","10"
"Paraguay","2004","Índice","Consistencia estructural","10"
"Paraguay","2004","Índice","Eficiencia","15"
"Paraguay","2004","Índice","Índice de desarrollo del Servicio Civil","12"
"Paraguay","2004","Índice","Mérito","13"
"Paraguay","2013","Índice","Capacidad funcional","24"
"Paraguay","2013","Índice","Capacidad integradora","30"
"Paraguay","2013","Índice","Consistencia estructural","23"
"Paraguay","2013","Índice","Eficiencia","15"
"Paraguay","2013","Índice","Índice de desarrollo del Servicio Civil","26"
"Paraguay","2013","Índice","Mérito","40"
"Paraguay","2017","Índice","Capacidad funcional","40"
"Paraguay","2017","Índice","Capacidad integradora","20"
"Paraguay","2017","Índice","Consistencia estructural","43"
"Paraguay","2017","Índice","Eficiencia","40"
"Paraguay","2017","Índice","Índice de desarrollo del Servicio Civil","40"
"Paraguay","2017","Índice","Mérito","60"
"Paraguay","2004","Subsistema","Gestión de la Compensación","10"
"Paraguay","2004","Subsistema","Gestión del Desarrollo","0"
"Paraguay","2004","Subsistema","Gestión del Empleo","13"
"Paraguay","2004","Subsistema","Gestión del Rendimiento","13"
"Paraguay","2004","Subsistema","Gestión Relaciones Humanas y Sociales","10"
"Paraguay","2004","Subsistema","Organización de la Función de RRHH","20"
"Paraguay","2004","Subsistema","Organización del Trabajo","13"
"Paraguay","2004","Subsistema","Planificación","17"
"Paraguay","2013","Subsistema","Gestión de la Compensación","20"
"Paraguay","2013","Subsistema","Gestión del Desarrollo","24"
"Paraguay","2013","Subsistema","Gestión del Empleo","33"
"Paraguay","2013","Subsistema","Gestión del Rendimiento","13"
"Paraguay","2013","Subsistema","Gestión Relaciones Humanas y Sociales","30"
"Paraguay","2013","Subsistema","Organización de la Función de RRHH","40"
"Paraguay","2013","Subsistema","Organización del Trabajo","20"
"Paraguay","2013","Subsistema","Planificación","20"
"Paraguay","2017","Subsistema","Gestión de la Compensación","45"
"Paraguay","2017","Subsistema","Gestión del Desarrollo","32"
"Paraguay","2017","Subsistema","Gestión del Empleo","53"
"Paraguay","2017","Subsistema","Gestión del Rendimiento","20"
"Paraguay","2017","Subsistema","Gestión Relaciones Humanas y Sociales","20"
"Paraguay","2017","Subsistema","Organización de la Función de RRHH","50"
"Paraguay","2017","Subsistema","Organización del Trabajo","53"
"Paraguay","2017","Subsistema","Planificación","43"
"Perú","2004","Índice","Capacidad funcional","16"
"Perú","2004","Índice","Capacidad integradora","10"
"Perú","2004","Índice","Consistencia estructural","15"
"Perú","2004","Índice","Eficiencia","10"
"Perú","2004","Índice","Índice de desarrollo del Servicio Civil","14"
"Perú","2004","Índice","Mérito","20"
"Perú","2011","Índice","Capacidad funcional","29"
"Perú","2011","Índice","Capacidad integradora","20"
"Perú","2011","Índice","Consistencia estructural","33"
"Perú","2011","Índice","Eficiencia","25"
"Perú","2011","Índice","Índice de desarrollo del Servicio Civil","29"
"Perú","2011","Índice","Mérito","40"
"Perú","2015","Índice","Capacidad funcional","37"
"Perú","2015","Índice","Capacidad integradora","25"
"Perú","2015","Índice","Consistencia estructural","48"
"Perú","2015","Índice","Eficiencia","40"
"Perú","2015","Índice","Índice de desarrollo del Servicio Civil","41"
"Perú","2015","Índice","Mérito","53"
"Perú","2004","Subsistema","Gestión de la Compensación","15"
"Perú","2004","Subsistema","Gestión del Desarrollo","0"
"Perú","2004","Subsistema","Gestión del Empleo","20"
"Perú","2004","Subsistema","Gestión del Rendimiento","20"
"Perú","2004","Subsistema","Gestión Relaciones Humanas y Sociales","10"
"Perú","2004","Subsistema","Organización de la Función de RRHH","20"
"Perú","2004","Subsistema","Organización del Trabajo","13"
"Perú","2004","Subsistema","Planificación","20"
"Perú","2011","Subsistema","Gestión de la Compensación","25"
"Perú","2011","Subsistema","Gestión del Desarrollo","20"
"Perú","2011","Subsistema","Gestión del Empleo","37"
"Perú","2011","Subsistema","Gestión del Rendimiento","27"
"Perú","2011","Subsistema","Gestión Relaciones Humanas y Sociales","20"
"Perú","2011","Subsistema","Organización de la Función de RRHH","50"
"Perú","2011","Subsistema","Organización del Trabajo","40"
