"pais","ano","fuente_general","fuente_especifica","categoria","nombre_indicador","nivel_educativo","tipo_desagregacion","desagregacion","valor"
"URY","2015","DA","MinEd_Ury","Tamano","Escuelas","Inicial","Publico_Privado","Privado","52"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Secundaria","Publico_Privado_F","PrivadoF","7.87725"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Inicial","Publico_Privado_F","PrivadoF","39201"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Inicial","Rural_Urbano","Urbano","3795"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Inicial","Publico_Privado_F","PublicoF","33776"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Primaria","Genero","Hombre","156234"
"PER","2016","DA","MinEd_Per","Tamano","Docentes","Secundaria","Publico_Privado","Privado","53766"
"PER","2016","DA","MinEd_Per","Tamano","Docentes","Secundaria","Rural_Urbano","Rural","30618"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Secundaria","Publico_Privado","Publico","318824"
"GUY","2011","DA","MinEd_Guy","Tamano","Estudiantes","Primaria","Genero","Mujer","46673"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Secundaria","No_Aplica","No_Desagregado","2516062"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Primaria","Publico_Privado","Publico","91853"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Todos","Rural_Urbano","Rural","42894"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Secundaria","Publico_Privado_F","PublicoF","144622"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Primaria","Publico_Privado_F","PrivadoF","160743"
"URY","2015","DA","MinEd_Ury","Tamano","Ratio_Est_Doc","Inicial","Publico_Privado","Privado","16.69548"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Todos","Rural_Urbano","Rural","578704"
"GUY","2011","DA","MinEd_Guy","Tamano","Ratio_Est_Doc","Primaria","Genero","Hombre","103.3691"
"SLV","2015","DA","MinEd_Slv","Tamano","Escuelas","Primaria","No_Aplica","No_Desagregado","5418"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","599135"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Inicial","Rural_Urbano","Urbano","1242117"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Rural_Urbano","Urbano","12.39265"
"GUY","2011","DA","MinEd_Guy","Tamano","Docentes","Todos","Publico_Privado","Privado","933"
"URY","2015","DA","MinEd_Ury","Tamano","Escuelas","Primaria","Publico_Privado","Privado","345"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Primaria","Publico_Privado","Privado","55485"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Inicial","Publico_Privado","Privado","2650"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Secundaria","Publico_Privado_F","PrivadoF","76633"
"GUY","2011","DA","MinEd_Guy","Tamano","Estudiantes","Primaria","Publico_Privado","Privado","6737"
"GUY","2011","DA","MinEd_Guy","Tamano","Escuelas","Inicial","Publico_Privado","Publico","442"
"PER","2016","DA","MinEd_Per","Tamano","Docentes","Secundaria","Rural_Urbano","Urbano","164766"
"CHL","2016","DA","MinEd_Chl","Tamano","Escuelas","Secundaria","Publico_Privado","Privado","2429"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Primaria","Publico_Privado","Publico","43728"
"CHL","2016","DA","MinEd_Chl","Tamano","Escuelas","Secundaria","Publico_Privado_F","PublicoF","1132"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Primaria","Publico_Privado_F","PublicoF","744113"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Inicial","Publico_Privado","Publico","190942"
"URY","2015","DA","MinEd_Ury","Tamano","Escuelas","Secundaria","Publico_Privado_F","PrivadoF","191"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Inicial","Rural_Urbano","Rural","24329"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Inicial","Publico_Privado","Publico","1116767"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Primaria","Publico_Privado_F","MixtoF","1041117"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Todos","Publico_Privado_F","PrivadoF","97169"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Inicial","No_Aplica","No_Desagregado","46173"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Secundaria","Rural_Urbano","Urbano","151232"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Primaria","Publico_Privado","Publico","50561"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Inicial","No_Aplica","No_Desagregado","112917"
"ARG","2015","DA","MinEd_Arg","Tamano","Docentes","Primaria","No_Aplica","No_Desagregado","352272"
"PER","2016","DA","MinEd_Per","Tamano","Docentes","Primaria","Publico_Privado","Privado","60906"
"PER","2016","DA","MinEd_Per","Tamano","Escuelas","Secundaria","No_Aplica","No_Desagregado","14271"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","1309609"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Publico_Privado","Privado","9.348458"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Inicial","Publico_Privado","Privado","8852"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Primaria","Publico_Privado","Publico","22.92607"
"ARG","2015","DA","MinEd_Arg","Tamano","Escuelas","Primaria","Publico_Privado","Privado","3807"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Inicial","Publico_Privado","Privado","94923"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Todos","Publico_Privado_F","PublicoF","20304"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Inicial","Publico_Privado_F","PrivadoF","2650"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Secundaria","Publico_Privado_F","PublicoF","18853"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Primaria","No_Aplica","No_Desagregado","17.26029"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Primaria","No_Aplica","No_Desagregado","4550365"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Secundaria","No_Aplica","No_Desagregado","24648"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Inicial","Publico_Privado","Privado","515598"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Inicial","Publico_Privado_F","PrivadoF","94923"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Primaria","No_Aplica","No_Desagregado","49405"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Primaria","Rural_Urbano","Urbano","4099547"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Todos","Publico_Privado_F","PublicoF","281465"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Todos","Publico_Privado_F","PrivadoF","16080"
"GUY","2011","DA","MinEd_Guy","Tamano","Estudiantes","Secundaria","Publico_Privado","Publico","75399"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Secundaria","Genero","Hombre","2004991"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Secundaria","Rural_Urbano","Urbano","84287"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Inicial","Publico_Privado_F","PrivadoF","29941"
"PER","2016","DA","MinEd_Per","Tamano","Docentes","Todos","No_Aplica","No_Desagregado","399828"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Todos","Genero","Mujer","1727874"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Primaria","Publico_Privado_F","PrivadoF","7000"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Secundaria","Genero","Mujer","98921"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Secundaria","Publico_Privado","Publico","24047"
"ARG","2015","DA","MinEd_Arg","Tamano","Escuelas","Todos","No_Aplica","No_Desagregado","33933"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","3602568"
"GUY","2011","DA","MinEd_Guy","Tamano","Docentes","Primaria","Publico_Privado","Publico","3635"
"PER","2016","DA","MinEd_Per","Tamano","Escuelas","Secundaria","Publico_Privado","Privado","5136"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Secundaria","No_Aplica","No_Desagregado","12.87752"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Todos","No_Aplica","No_Desagregado","31586"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Primaria","Publico_Privado","Privado","142276"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Inicial","Rural_Urbano","Rural","23.88304"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Inicial","Genero","Mujer","807254"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Primaria","Publico_Privado_F","PublicoF","956377"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Secundaria","Publico_Privado","Publico","18214"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Inicial","Rural_Urbano","Urbano","42613"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Secundaria","Publico_Privado_F","PublicoF","454845"
"URY","2015","DA","MinEd_Ury","Tamano","Escuelas","Todos","No_Aplica","No_Desagregado","3079"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Todos","No_Aplica","No_Desagregado","156442"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Inicial","Publico_Privado","Publico","24254"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Secundaria","Publico_Privado_F","PrivadoF","585642"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","8497199"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Primaria","No_Aplica","No_Desagregado","12.91719"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Todos","Rural_Urbano","Urbano","267137"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Rural_Urbano","Rural","19.99022"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Todos","Rural_Urbano","Urbano","15.94116"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Inicial","Genero","Hombre","2285"
"ARG","2015","DA","MinEd_Arg","Tamano","Escuelas","Secundaria","Publico_Privado","Publico","7901"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Todos","Rural_Urbano","Rural","9.803785"
"CHL","2016","DA","MinEd_Chl","Tamano","Escuelas","Todos","Publico_Privado","Privado","6191"
"ARG","2015","DA","MinEd_Arg","Tamano","Escuelas","Secundaria","No_Aplica","No_Desagregado","11763"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Secundaria","Publico_Privado_F","MixtoF","24075"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Primaria","Genero","Mujer","141466"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Secundaria","Genero","Mujer","1232725"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Primaria","Publico_Privado_F","PrivadoF","46708"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Todos","No_Aplica","No_Desagregado","22.74197"
"URY","2015","DA","MinEd_Ury","Tamano","Docentes","Primaria","Publico_Privado_F","PrivadoF","7167"
"GUY","2011","DA","MinEd_Guy","Tamano","Docentes","Inicial","Genero","Hombre","5"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Inicial","No_Aplica","No_Desagregado","17.63829"
"GUY","2011","DA","MinEd_Guy","Tamano","Estudiantes","Primaria","No_Aplica","No_Desagregado","94843"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Secundaria","Genero","Hombre","22.13583"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Primaria","Genero","Hombre","41005"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Secundaria","Rural_Urbano","Urbano","22.43914"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Inicial","Publico_Privado","Privado","14.07277"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Secundaria","Publico_Privado_F","PrivadoF","6434"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Inicial","Publico_Privado","Publico","23711"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Publico_Privado","Publico","22.09381"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Todos","Publico_Privado","Privado","97169"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Todos","Publico_Privado","Publico","1062937"
"PER","2016","DA","MinEd_Per","Tamano","Escuelas","Primaria","No_Aplica","No_Desagregado","38221"
"GUY","2011","DA","MinEd_Guy","Tamano","Ratio_Est_Doc","Secundaria","No_Aplica","No_Desagregado","20.42151"
"ARG","2015","DA","MinEd_Arg","Tamano","Escuelas","Primaria","Rural_Urbano","Rural","10141"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Secundaria","No_Aplica","No_Desagregado","12380"
"GUY","2011","DA","MinEd_Guy","Tamano","Escuelas","Primaria","Publico_Privado","Publico","436"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Todos","Publico_Privado_F","PrivadoF","195696"
"URY","2015","DA","MinEd_Ury","Tamano","Docentes","Inicial","No_Aplica","No_Desagregado","4740"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Secundaria","Publico_Privado","Privado","765807"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Todos","Publico_Privado_F","PublicoF","60619"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Secundaria","Publico_Privado","Privado","29762"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Todos","Genero","Mujer","240132"
"PER","2016","DA","MinEd_Per","Tamano","Escuelas","Primaria","Rural_Urbano","Urbano","15835"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Todos","Genero","Hombre","1874694"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Secundaria","Publico_Privado_F","PrivadoF","53420"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Inicial","Rural_Urbano","Rural","12.17931"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Secundaria","Rural_Urbano","Urbano","21.94603"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Secundaria","Genero","Mujer","1941843"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Inicial","Rural_Urbano","Urbano","17331"
"URY","2015","DA","MinEd_Ury","Tamano","Ratio_Est_Doc","Primaria","Publico_Privado_F","PrivadoF","7.475513"
"URY","2015","DA","MinEd_Ury","Tamano","Docentes","Inicial","Publico_Privado_F","PrivadoF","1793"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Todos","Rural_Urbano","Urbano","23.98735"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Todos","Publico_Privado","Privado","13.13302"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Primaria","No_Aplica","No_Desagregado","3528763"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Inicial","Publico_Privado","Publico","13296"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Secundaria","Rural_Urbano","Urbano","182660"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Primaria","Publico_Privado_F","PublicoF","2105828"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Secundaria","No_Aplica","No_Desagregado","1220652"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Secundaria","No_Aplica","No_Desagregado","25751"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Inicial","Publico_Privado","Privado","29941"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Secundaria","Genero","Hombre","94170"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Primaria","Rural_Urbano","Rural","22.14454"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Todos","Publico_Privado","Privado","85247"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Primaria","Publico_Privado","Publico","18.40497"
"GUY","2011","DA","MinEd_Guy","Tamano","Ratio_Est_Doc","Primaria","Publico_Privado","Privado","15.24208"
"GUY","2011","DA","MinEd_Guy","Tamano","Ratio_Est_Doc","Todos","Genero","Hombre","56.95702"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Secundaria","Publico_Privado_F","PrivadoF","47270"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Todos","Publico_Privado","Privado","2375915"
"GUY","2011","DA","MinEd_Guy","Tamano","Docentes","Primaria","Publico_Privado","Privado","442"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Todos","Publico_Privado","Privado","111451"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Todos","Publico_Privado","Publico","4538835"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Inicial","Genero","Hombre","57399"
"GUY","2011","DA","MinEd_Guy","Tamano","Ratio_Est_Doc","Primaria","Genero","Mujer","12.92523"
"CHL","2016","DA","MinEd_Chl","Tamano","Escuelas","Secundaria","Publico_Privado_F","MixtoF","2035"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Inicial","No_Aplica","No_Desagregado","13.87181"
"PER","2016","DA","MinEd_Per","Tamano","Escuelas","Todos","Rural_Urbano","Rural","26540"
"COL","2014","DA","MinEd_Col","Tamano","Ratio_Est_Doc","Secundaria","No_Aplica","No_Desagregado","21.79191"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Secundaria","Rural_Urbano","Rural","13.69455"
"CHL","2016","DA","MinEd_Chl","Tamano","Escuelas","Todos","No_Aplica","No_Desagregado","11895"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Primaria","Publico_Privado","Publico","250160"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Inicial","Genero","Hombre","2670"
"GTM","2015","DA","MinEd_Gtm","Tamano","Escuelas","Todos","Publico_Privado","Publico","20304"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Inicial","Publico_Privado","Publico","1019824"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Secundaria","Publico_Privado_F","PublicoF","157536"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Secundaria","Publico_Privado_F","PublicoF","20634"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Secundaria","Publico_Privado","Privado","6898"
"ARG","2015","DA","MinEd_Arg","Tamano","Docentes","Secundaria","Publico_Privado","Publico","146205"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Todos","No_Aplica","No_Desagregado","375485"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Secundaria","Publico_Privado_F","MixtoF","180165"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Todos","Rural_Urbano","Urbano","124017"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Inicial","Publico_Privado_F","PublicoF","24254"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","6044825"
"ARG","2015","DA","MinEd_Arg","Tamano","Docentes","Secundaria","Rural_Urbano","Urbano","166232"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Todos","Genero","Mujer","242351"
"URY","2015","DA","MinEd_Ury","Tamano","Docentes","Inicial","Publico_Privado","Privado","1793"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Todos","Publico_Privado_F","PublicoF","2560673"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Publico_Privado_F","PublicoF","22.09381"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Secundaria","Rural_Urbano","Rural","13.89889"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Secundaria","No_Aplica","No_Desagregado","50396"
"PER","2016","DA","MinEd_Per","Tamano","Ratio_Est_Doc","Todos","No_Aplica","No_Desagregado","15.11856"
"ARG","2015","DA","MinEd_Arg","Tamano","Estudiantes","Primaria","Publico_Privado","Publico","3314198"
"COL","2015","DA","DirEst_Col","Tamano","Escuelas","Todos","Publico_Privado_F","PrivadoF","13434"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Primaria","Publico_Privado","Publico","2105828"
"URY","2015","DA","MinEd_Ury","Tamano","Escuelas","Primaria","No_Aplica","No_Desagregado","2383"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Inicial","Genero","Mujer","55518"
"PER","2016","DA","MinEd_Per","Tamano","Estudiantes","Secundaria","Rural_Urbano","Urbano","2236930"
"ARG","2015","DA","MinEd_Arg","Tamano","Ratio_Est_Doc","Inicial","Publico_Privado","Publico","13.78095"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Todos","Rural_Urbano","Urbano","730905"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Todos","No_Aplica","No_Desagregado","2844144"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Inicial","Publico_Privado","Privado","12397"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Secundaria","Genero","Hombre","92971"
"CHL","2016","DA","MinEd_Chl","Tamano","Estudiantes","Inicial","Publico_Privado","Publico","127865"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Primaria","No_Aplica","No_Desagregado","106046"
"GTM","2015","DA","MinEd_Gtm","Tamano","Docentes","Todos","Publico_Privado_F","PrivadoF","99212"
"URY","2015","DA","MinEd_Ury","Tamano","Estudiantes","Inicial","Publico_Privado","Privado","29935"
"ARG","2015","DA","MinEd_Arg","Tamano","Docentes","Todos","Publico_Privado","Publico","426900"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Secundaria","Publico_Privado_F","PublicoF","145524"
"SLV","2015","DA","MinEd_Slv","Tamano","Estudiantes","Todos","Publico_Privado","Privado","195696"
"CHL","2016","DA","MinEd_Chl","Tamano","Docentes","Todos","Publico_Privado_F","PublicoF","71195"
"COL","2014","DA","DirEst_Col","Tamano","Docentes","Primaria","Publico_Privado_F","PublicoF","137914"
"COL","2014","DA","DirEst_Col","Tamano","Escuelas","Secundaria","Rural_Urbano","Rural","9370"
"COL","2015","DA","DirEst_Col","Tamano","Docentes","Inicial","No_Aplica","No_Desagregado","52363"
"GTM","2015","DA","MinEd_Gtm","Tamano","Estudiantes","Primaria","Rural_Urbano","Urbano","677030"
"GTM","2015","DA","MinEd_Gtm","Tamano","Ratio_Est_Doc","Todos","Publico_Privado_F","MixtoF","14.72057"
