"public_water_supply_id","system_name","county","population","last_monitoring_period_end","lead_90th_percentile_ppb","includes_5th_liter","sampling_next_due_subject"
"MI0000220","ANN ARBOR","WASHTENAW","118017","2020-12-31T00:00:00.000","1","N","2023-09-30T00:00:00.000"
"MI0000221","ANN ARBOR TOWNSHIP","WASHTENAW","1338","2021-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0000236","ARBOR RIDGE CONDOMINIUMS","JACKSON","58","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0000240","ARMADA, VILLAGE OF","MACOMB","1794","2021-12-31T00:00:00.000","5","Y","2024-09-30T00:00:00.000"
"MI0000245","ASH TOWNSHIP","MONROE","5959","2021-12-31T00:00:00.000","2","Y","2022-09-30T00:00:00.000"
"MI0000250","ASHLEY, VILLAGE OF","GRATIOT","526","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0000260","ATHENS","CALHOUN","936","2021-06-30T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000280","AU GRES, CITY OF","ARENAC","889","2020-12-31T00:00:00.000","10","N","2023-09-30T00:00:00.000"
"MI0000285","AU GRES TOWNSHIP","ARENAC","66","2021-12-31T00:00:00.000","5","N","2023-09-30T00:00:00.000"
"MI0000290","AU SABLE TOWNSHIP","IOSCO","2047","2019-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0000300","AUBURN","BAY","2087","2021-12-31T00:00:00.000","4","N","2022-09-30T00:00:00.000"
"MI0000320","AUGUSTA","KALAMAZOO","885","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0000321","AUGUSTA TOWNSHIP","WASHTENAW","3907","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000322","AUSTIN COMMONS II","WASHTENAW","280","2020-12-31T00:00:00.000","5","N","2023-09-30T00:00:00.000"
"MI0000324","AUSABLE VALLEY COMMUNITY (APARTMENTS)","OSCODA","147","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0000324","AUSABLE VALLEY COMMUNITY (VILLAGE)","OSCODA","147","2020-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000324","AUSABLE VALLEY COMMUNITY (HOME)","OSCODA","147","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000325","ROCHESTER HILLS","OAKLAND","74000","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000340","BAD AXE","HURON","3129","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0000350","BALDWIN, VILLAGE OF","LAKE","1060","2021-12-31T00:00:00.000","1","Y","2024-09-30T00:00:00.000"
"MI0000355","BALDWIN TOWNSHIP","IOSCO","650","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000370","BANCROFT, VILLAGE OF","SHIAWASSEE","616","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0000380","BANGOR","VAN BUREN","1938","2020-12-31T00:00:00.000","2","N","2023-09-30T00:00:00.000"
"MI0000390","BANGOR TOWNSHIP","BAY","11999","2021-12-31T00:00:00.000","2","Y","2022-09-30T00:00:00.000"
"MI0000400","BANGOR-MONITOR METRO DISTRICT","BAY","2971","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000410","BARAGA","BARAGA","2355","2021-12-31T00:00:00.000","1","Y","2022-09-30T00:00:00.000"
"MI0000418","BARN SWALLOW APARTMENTS","CASS","50","2019-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000420","BARODA","BERRIEN","910","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0000426","BARRY TOWNSHIP","BARRY","260","2020-12-31T00:00:00.000","1","N","2023-09-30T00:00:00.000"
"MI0000430","BARTON HILLS","WASHTENAW","365","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0000440","BATES TOWNSHIP","IRON","921","2019-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000450","BATTLE CREEK - VERONA SYSTEM","CALHOUN","43975","2021-12-31T00:00:00.000","3","Y","2022-09-30T00:00:00.000"
"MI0000470","BAY CITY, CITY OF","BAY","32255","2021-12-31T00:00:00.000","9","Y","2022-09-30T00:00:00.000"
"MI0000485","BAY CO. DEPT OF WATER & SEWER","BAY","8465","2021-12-31T00:00:00.000","5","Y","2022-09-30T00:00:00.000"
"MI0000487","BAY HARBOR CLUB","ANTRIM","40","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000490","BAY VIEW ASSOCIATION","EMMET","831","2019-12-31T00:00:00.000","12","N","2022-09-30T00:00:00.000"
"MI0000501","BEACH HOUSE APARTMENTS","OAKLAND","25","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0000503","BEACON HOME AT COLBY","MONTCALM","36","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000505","BEAR CREEK ESTATES CONDOMINIUM","EMMET","210","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000508","BEAR CREEK VILLA","IONIA","25","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000510","BEAR LAKE, VILLAGE OF","MANISTEE","318","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000514","BEAVER CREEK RESORT","OTSEGO","76","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0000517","BEAVER ROAD AREA WATER ASSOC.","BAY","829","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000518","BEAVER TOWNSHIP","BAY","1211","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000520","BEAVERTON","GLADWIN","1071","2020-12-31T00:00:00.000","13","N","2023-09-30T00:00:00.000"
"MI0000540","BEECHER METROPOLITAN DISTRICT","GENESEE","9400","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0000550","IRON RIVER TOWNSHIP-BEECHWOOD","IRON","440","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0000560","BELDING","IONIA","5769","2020-12-31T00:00:00.000","2","Y","2023-09-30T00:00:00.000"
"MI0000570","BELLAIRE, VILLAGE OF","ANTRIM","1086","2021-12-31T00:00:00.000","3","Y","2022-09-30T00:00:00.000"
"MI0000575","WHISPERING PINES SENIOR LIVING","MISSAUKEE","39","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000580","BELLEVILLE","WAYNE","3964","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000590","BELLEVUE, VILLAGE OF","EATON","1282","2021-12-31T00:00:00.000","3","Y","2024-09-30T00:00:00.000"
"MI0000600","BENTON HARBOR","BERRIEN","9103","2022-06-30T00:00:00.000","14","Y","2022-12-31T00:00:00.000"
"MI0000605","BENTON CHARTER TOWNSHIP","BERRIEN","6733","2021-12-31T00:00:00.000","9","Y","2024-09-30T00:00:00.000"
"MI0000610","BENZONIA VILLAGE OF","BENZIE","491","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0000620","BERGLAND TOWNSHIP","ONTONAGON","210","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000630","BERKLEY","OAKLAND","14970","2021-12-31T00:00:00.000","8","Y","2022-09-30T00:00:00.000"
"MI0000635","BERLIN TOWNSHIP","MONROE","9300","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000650","BERRIEN SPRINGS","BERRIEN","3530","2020-12-31T00:00:00.000","4","Y","2023-09-30T00:00:00.000"
"MI0000660","BESSEMER","GOGEBIC","1553","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0000680","BEULAH, VILLAGE OF","BENZIE","380","2022-06-30T00:00:00.000","1","N","2022-12-31T00:00:00.000"
"MI0000690","BEVERLY HILLS","OAKLAND","10451","2021-12-31T00:00:00.000","0","Y","2022-09-30T00:00:00.000"
"MI0000700","POWELL TOWNSHIP","MARQUETTE","300","2019-06-30T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000705","BIG CREEK/MENTOR UTILITY AUTHORITY","OSCODA","622","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000710","BIG RAPIDS","MECOSTA","10601","2021-12-31T00:00:00.000","1","Y","2022-09-30T00:00:00.000"
"MI0000715","BINGHAM FARMS","OAKLAND","878","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000716","BINGHAM TOWNSHIP","CLINTON","25","2022-06-30T00:00:00.000","10",,"2022-12-31T00:00:00.000"
"MI0000720","BIRCH RUN, VILLAGE OF","SAGINAW","1555","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000722","BIRCH RUN TOWNSHIP","SAGINAW","2080","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000725","BIRCHWOOD FARMS","EMMET","1227","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0000730","BIRMINGHAM","OAKLAND","20472","2021-12-31T00:00:00.000","11","Y","2022-09-30T00:00:00.000"
"MI0000731","BISHOP LAKE APARTMENTS","LIVINGSTON","54","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0000733","BLACK BEAR FARMS","GRAND TRAVERSE","110","2019-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0000740","BLACKMAN TOWNSHIP","JACKSON","14460","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000743","BLAIR TOWNSHIP","GRAND TRAVERSE","2125","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000750","BLISSFIELD","LENAWEE","3276","2021-12-31T00:00:00.000","2","Y","2022-09-30T00:00:00.000"
"MI0000775","BLOOMFIELD HILLS","OAKLAND","3499","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000790","BLOOMFIELD TOWNSHIP","OAKLAND","41070","2021-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0000794","BLUE SPRUCE APARTMENTS","IONIA","96","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000795","BLUE WATER VILLAGE WELL SITE, LLC","EATON","114","2019-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0000796","GENERAL WHITE APARTMENTS","VAN BUREN","50","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0000798","BLUMFIELD-REESE WATER AUTH.","SAGINAW","3024","2021-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0000799","BOYNAIRE LANDOWNERS ASSOCIATION","EMMET","54","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000800","BOYNE CITY, CITY OF","CHARLEVOIX","3735","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0000810","BOYNE FALLS, VILLAGE OF","CHARLEVOIX","370","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000813","BOYNE HIGHLANDS RESORT","EMMET","450","2021-12-31T00:00:00.000","9","N","2024-09-30T00:00:00.000"
"MI0000815","BOYNE MOUNTAIN RESORT","CHARLEVOIX","950","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0000820","BRECKENRIDGE, VILLAGE OF","GRATIOT","1339","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000838","RIDGE VALLEY OF MILFORD","OAKLAND","220","2019-12-31T00:00:00.000","15","N","2022-09-30T00:00:00.000"
"MI0000840","BRIDGEPORT TOWNSHIP","SAGINAW","10104","2021-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0000850","BRIDGMAN","BERRIEN","2291","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000860","BRIGHTON, CITY OF","LIVINGSTON","7636","2022-06-30T00:00:00.000","1","N","2022-12-31T00:00:00.000"
"MI0000877","BRILEY TOWNSHIP","MONTMORENCY","435","2021-12-31T00:00:00.000","5","N","2022-09-30T00:00:00.000"
"MI0000880","SUPERIOR TOWNSHIP","CHIPPEWA","767","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0000890","BRITTON","LENAWEE","611","2021-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0000894","BROOK OF HOUGHTON LAKE","ROSCOMMON","105","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0000910","BRONSON","BRANCH","2421","2021-12-31T00:00:00.000","0","Y","2024-09-30T00:00:00.000"
"MI0000920","BROOKLYN","JACKSON","1206","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0000930","BROWN CITY","SANILAC","1316","2021-12-31T00:00:00.000","3","Y","2024-09-30T00:00:00.000"
"MI0000940","BROWNSTOWN TOWNSHIP","WAYNE","30627","2021-12-31T00:00:00.000","2","Y","2022-09-30T00:00:00.000"
"MI0000951","BRUCE TOWNSHIP","MACOMB","115","2020-12-31T00:00:00.000","0","N","2021-09-30T00:00:00.000"
"MI0000960","BUCHANAN","BERRIEN","4871","2020-12-31T00:00:00.000","3","Y","2023-09-30T00:00:00.000"
"MI0000970","BUCKLEY, VILLAGE OF","WEXFORD","529","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0000980","BUENA VISTA TOWNSHIP","SAGINAW","8676","2021-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0001000","BURR OAK","ST JOSEPH","828","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001002","OAK POINTE","LIVINGSTON","1900","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001005","BURT VIEW ASSOCIATION","CHEBOYGAN","42","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001008","BURTCHVILLE TOWNSHIP","ST CLAIR","2900","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001010","BURTON, CITY OF","GENESEE","21000","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001015","BUTTERCUP SHORES","BENZIE","40","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001018","BUTTERFIELD WOODS SUBDIVISION","MUSKEGON","65","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001019","BYRAM RIDGE","GENESEE","40","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001020","BYRON, VILLAGE OF","SHIAWASSEE","581","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0001023","BYRON-GAINES UTILITY AUTHORITY","KENT","37464","2019-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0001030","CADILLAC, CITY OF","WEXFORD","10355","2019-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0001037","CALEDONIA ESTATES","KENT","160","2020-12-31T00:00:00.000","1","N","2021-09-30T00:00:00.000"
"MI0001039","CALEDONIA TOWNSHIP","KENT","4573","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001040","CALUMET","HOUGHTON","726","2019-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001046","CALUMET TOWNSHIP","HOUGHTON","50","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001050","CAMDEN","HILLSDALE","512","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0001052","CAMP ARCADIA / LCA","MANISTEE","400","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001067","CROSSROADS FOR YOUTH","OAKLAND","120","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001073","SHAWONO CENTER - DHS","CRAWFORD","40","2020-12-31T00:00:00.000","1","N","2023-09-30T00:00:00.000"
"MI0001100","CANTON TOWNSHIP","WAYNE","90173","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001110","CAPAC, VILLAGE OF","ST CLAIR","1775","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001125","CARNEY-NADEAU WATER & SEWER AUTHORITY","MENOMINEE","200","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0001130","CARO, CITY OF","TUSCOLA","4229","2020-12-31T00:00:00.000","2","N","2023-09-30T00:00:00.000"
"MI0001140","CARO CENTER","TUSCOLA","499","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0001160","CARROLLTON TOWNSHIP","SAGINAW","6103","2021-12-31T00:00:00.000","3","N","2022-09-30T00:00:00.000"
"MI0001170","CARSON CITY","MONTCALM","3477","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0001180","CARSONVILLE, VILLAGE OF","SANILAC","527","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0001190","CASEVILLE, CITY OF","HURON","777","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0001195","CASEVILLE TOWNSHIP","HURON","2005","2020-12-31T00:00:00.000","3","N","2023-09-30T00:00:00.000"
"MI0001210","CASPIAN","IRON","997","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0001220","CASS CITY, VILLAGE OF","TUSCOLA","2428","2020-12-31T00:00:00.000","0","N","2023-09-30T00:00:00.000"
"MI0001230","CASS LAKESIDE SUBDIVISION","OAKLAND","700","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001250","CASSOPOLIS","CASS","1815","2022-06-30T00:00:00.000","1","N","2022-12-31T00:00:00.000"
"MI0001252","CEDAR CREEK WATER COMPANY","LEELANAU","325","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001253","CEDAR HILL ASSISTED LIVING","DELTA","45","2022-06-30T00:00:00.000","0","N","2022-12-31T00:00:00.000"
"MI0001256","CECIL FARMS","EMMET","200","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001258","CEDAR CREEK TOWNSHIP","WEXFORD","124","2021-12-31T00:00:00.000","3","N","2024-09-30T00:00:00.000"
"MI0001260","CEDAR SPRINGS","KENT","3520","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001290","CENTER LINE, CITY OF","MACOMB","8257","2021-12-31T00:00:00.000","8","Y","2022-09-30T00:00:00.000"
"MI0001300","CENTRAL LAKE, VILLAGE OF","ANTRIM","952","2020-12-31T00:00:00.000","2","N","2023-09-30T00:00:00.000"
"MI0001310","CENTREVILLE","ST JOSEPH","1579","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001325","CHALET DU PAW PAW CONDOMINIUMS","BERRIEN","95","2021-12-31T00:00:00.000","8","N","2024-09-30T00:00:00.000"
"MI0001327","CHARLESTON TOWNSHIP","KALAMAZOO","30","2020-12-31T00:00:00.000","5","N","2023-09-30T00:00:00.000"
"MI0001330","CHARLEVOIX","CHARLEVOIX","3124","2019-12-31T00:00:00.000","2","Y","2022-09-30T00:00:00.000"
"MI0001335","CHARLEVOIX TOWNSHIP","CHARLEVOIX","1700","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0001340","CHARLOTTE, CITY OF","EATON","9074","2021-12-31T00:00:00.000","1","Y","2022-09-30T00:00:00.000"
"MI0001350","CHASSELL TOWNSHIP","HOUGHTON","800","2020-12-31T00:00:00.000","2","N","2023-09-30T00:00:00.000"
"MI0001352","CHATEAU VIEW APARTMENTS","OAKLAND","75","2019-12-31T00:00:00.000","2","N","2022-09-30T00:00:00.000"
"MI0001353","CHATEAUX DU LAC CONDOMINIUMS","GENESEE","80","2020-12-31T00:00:00.000","7","N","2023-09-30T00:00:00.000"
"MI0001355","CHATHAM","ALGER","300","2019-06-30T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001360","CHEBOYGAN, CITY OF","CHEBOYGAN","4867","2020-12-31T00:00:00.000","2","Y","2023-09-30T00:00:00.000"
"MI0001370","CHELSEA","WASHTENAW","4944","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001371","CHERRY CREEK VILLAGE","MARQUETTE","50","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001380","CHESANING, VILLAGE OF","SAGINAW","2394","2020-12-31T00:00:00.000","0","Y","2023-09-30T00:00:00.000"
"MI0001390","CHESTERFIELD TOWNSHIP","MACOMB","41650","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001400","CHIKAMING TOWNSHIP","BERRIEN","2825","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0001416","CHOCOLAY SHORES APARTMENTS","MARQUETTE","50","2020-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001420","CLARE, CITY OF","CLARE","3118","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001440","CLAWSON","OAKLAND","11825","2021-12-31T00:00:00.000","8","Y","2022-09-30T00:00:00.000"
"MI0001450","CLAY TOWNSHIP","ST CLAIR","9866","2020-12-31T00:00:00.000","4","N","2023-09-30T00:00:00.000"
"MI0001460","CLIFFORD, VILLAGE OF","LAPEER","324","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001465","CLIMAX","KALAMAZOO","767","2021-12-31T00:00:00.000","1","N","2024-09-30T00:00:00.000"
"MI0001470","CLINTON","LENAWEE","2336","2021-12-31T00:00:00.000","0","Y","2022-09-30T00:00:00.000"
"MI0001480","CLINTON TOWNSHIP","MACOMB","97513","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001490","CLIO, CITY OF","GENESEE","2515","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001493","CLYDE TOWNSHIP","ST CLAIR","2400","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001500","COLDWATER","BRANCH","10900","2021-12-31T00:00:00.000","7","Y","2022-09-30T00:00:00.000"
"MI0001520","COLEMAN, CITY OF","MIDLAND","1243","2021-12-31T00:00:00.000","4","N","2024-09-30T00:00:00.000"
"MI0001530","COLOMA","BERRIEN","1555","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001535","COLOMA TOWNSHIP","BERRIEN","1425","2022-06-30T00:00:00.000","1","N","2022-12-31T00:00:00.000"
"MI0001540","COLON","ST JOSEPH","1190","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001543","GREEN OAK TWP - CENTENNIAL FARMS","LIVINGSTON","900","2021-12-31T00:00:00.000","7","N","2024-09-30T00:00:00.000"
"MI0001545","MAIN STREET APARTMENTS","MACOMB","48","2019-12-31T00:00:00.000","6","N","2022-09-30T00:00:00.000"
"MI0001552","COLONY BAY CONDOMINIUMS","CASS","75","2019-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001565","COLUMBIA LAKES ESTATES","INGHAM","700","2020-12-31T00:00:00.000","2","N","2023-09-30T00:00:00.000"
"MI0001570","COLUMBIAVILLE, VILLAGE OF","LAPEER","787","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
"MI0001572","COLOMBIERE CENTER","OAKLAND","60","2019-12-31T00:00:00.000","7","N","2022-09-30T00:00:00.000"
"MI0001573","COMMERCE TOWNSHIP","OAKLAND","18988","2021-12-31T00:00:00.000","0","N","2022-09-30T00:00:00.000"
"MI0001580","CONCORD","JACKSON","1050","2020-12-31T00:00:00.000","5","N","2023-09-30T00:00:00.000"
"MI0001600","CONSTANTINE","ST JOSEPH","2075","2021-12-31T00:00:00.000","2","N","2024-09-30T00:00:00.000"
"MI0001610","COOPERSVILLE","OTTAWA","4519","2021-12-31T00:00:00.000","1","N","2022-09-30T00:00:00.000"
"MI0001620","COPPER CITY","HOUGHTON","210","2021-12-31T00:00:00.000","0","N","2024-09-30T00:00:00.000"
