"origen","tipo","n_mero","nombre","nombre_instituci_n_o","usuario","estado","url_suit"
"N","Modelo Único – Hijo","28456","Radicación de documentos para adelantar actividades de construcción y enajenación de inmuebles destinados a vivienda","ALCALDÍA DE SINCELEJO","Rromero413","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=28456"
"N","Modelo Único – Hijo","31683","Registro de extinción de la propiedad horizontal","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=31683"
"N","Modelo Único – Hijo","19277","Pensión de retiro de invalidez para docentes oficiales","ALCALDÍA DE SINCELEJO","Cbalseiro688","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19277"
"N","Plantilla Único - Hijo","52425","Devolución y/o compensación de pagos en exceso y pagos de lo no debido por conceptos no tributarios","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=52425"
"N","Plantilla Único - Hijo","19807","Concesión de reconocimiento de un establecimiento educativo oficial","ALCALDÍA DE SINCELEJO","Cbalseiro688","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19807"
"N","Modelo Único – Hijo","19291","Pensión post-mortem para beneficiarios de docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19291"
"N","Modelo Único – Hijo","19763","Duplicaciones de diplomas y modificaciones del registro del título","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19763"
"M","Plantilla Único - Hijo","14078","Certificado de residencia","ALCALDÍA DE SINCELEJO","Hmartinez783","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=14078"
"N","Plantilla Único - Hijo","19407","Exención del impuesto predial unificado","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19407"
"N","Modelo Único – Hijo","31868","Licencia de exhumación de cadáveres","ALCALDÍA DE SINCELEJO","Malvarez212","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=31868"
"N","Modelo Único – Hijo","31707","Ajuste de cotas y áreas","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=31707"
"N","Plantilla Único - Hijo","29505","Incorporación y entrega de las áreas de cesión a favor del municipio","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=29505"
"N","Plantilla Único - Hijo","25624","Concepto sanitario","ALCALDÍA DE SINCELEJO","MALVAREZ212","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=25624"
"N","Plantilla Único - Hijo","19266","Cancelación del registro de contribuyentes del impuesto de industria y comercio","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19266"
"N","Modelo Único – Hijo","55780","Aprobación de los planos de propiedad horizontal","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=55780"
"N","Modelo Único – Hijo","29647","Duplicado de placas de un vehículo automotor","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=29647"
"N","Modelo Único – Hijo","19701","Reconocimiento de escenarios habilitados para la realización de espectáculos públicos de las artes escénicas","ALCALDÍA DE SINCELEJO","Hmartinez783","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19701"
"N","Plantilla Único - Hijo","19850","Permiso para espectáculos públicos diferentes a las artes escénicas","ALCALDÍA DE SINCELEJO","Rmendoza996","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19850"
"N","Modelo Único – Hijo","31704","Plan de manejo de tránsito","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=31704"
"N","Modelo Único – Hijo","19377","Licencia de funcionamiento de instituciones educativas que ofrezcan programas de educación formal de adultos","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19377"
"N","Modelo Único – Hijo","19352","Auxilio funerario por fallecimiento de un docente pensionado","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19352"
"N","Modelo Único – Hijo","62241","Sobretasa municipal o distrital a la gasolina motor","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=62241"
"N","Modelo Único – Hijo","20301","Inscripción de la propiedad horizontal","ALCALDÍA DE SINCELEJO","NGUTIERREZ261","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20301"
"N","Modelo Único – Hijo","20101","Matrícula de vehículos automotores","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20101"
"N","Modelo Único – Hijo","20102","Certificado de libertad y tradición de un vehículo automotor","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20102"
"N","Plantilla Único - Hijo","18926","Certificado de estratificación socioeconómica","ALCALDÍA DE SINCELEJO","Jgomez096","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=18926"
"N","Plantilla Único - Hijo","19383","Cambio de propietario de un establecimiento educativo","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19383"
"N","Plantilla Único - Hijo","19261","Registro de contribuyentes del impuesto de industria y comercio","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19261"
"MA","Modelo Único – Hijo","10427","Actualización de datos de identificación en la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales – SISBEN","ALCALDÍA DE SINCELEJO","No registra","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=10427"
"N","Modelo Único – Hijo","29494","Autorización para el movimiento de tierras","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=29494"
"N","Modelo Único – Hijo","19852","Préstamo de parques y/o escenarios deportivos para realización de espectáculos de las artes escénicas","ALCALDÍA DE SINCELEJO","Rmendoza996","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19852"
"N","Plantilla Único - Hijo","23218","Registro de firmas de rectores, directores y secretario(a)s de establecimientos educativos","ALCALDÍA DE SINCELEJO","Cbalseiro688","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=23218"
"N","Plantilla Otros procedimientos administrativos de cara al usuario - Hijo","32214","Certificado de paz y salvo","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=32214"
"MA","Modelo Único – Hijo","10679","Retiro de personas de la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","ALCALDÍA DE SINCELEJO","No registra","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=10679"
"N","Plantilla Único - Hijo","33495","Facilidades de pago para los deudores de obligaciones no tributarias","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=33495"
"N","Plantilla Único - Hijo","28388","Formulación y radicación del proyecto del plan parcial","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=28388"
"N","Modelo Único – Hijo","19298","Cesantía definitiva para docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19298"
"N","Plantilla Único - Hijo","66637","Registro de la publicidad exterior visual","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=66637"
"N","Plantilla Único - Hijo","62177","Participación en plusvalía","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=62177"
"N","Modelo Único – Hijo","31867","Licencia para la cremación de cadáveres","ALCALDÍA DE SINCELEJO","Malvarez212","Inscrito","No registra"
"N","Modelo Único – Hijo","20098","Orden de entrega del vehículo inmovilizado","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20098"
"N","Modelo Único – Hijo","19295","Sustitución pensional para docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19295"
"N","Plantilla Único - Hijo","33497","Corrección de errores e inconsistencias en declaraciones y recibos de pago","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=33497"
"N","Modelo Único – Hijo","29507","Copia certificada de planos","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=29507"
"N","Modelo Único – Hijo","19717","Permiso para espectáculos públicos de las artes escénicas en escenarios no habilitados","ALCALDÍA DE SINCELEJO","ccastillo935","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19717"
"N","Plantilla Único - Hijo","19704","Devolución de elementos retenidos por ocupación ilegal del espacio público","ALCALDÍA DE SINCELEJO","ccastillo935","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19704"
"N","Modelo Único – Hijo","20104","Permiso con formalidades plenas para movilización de carga indivisible, extradimensionada y/o extrapesada","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20104"
"N","Modelo Único – Hijo","19356","Seguro por muerte a beneficiarios de docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19356"
"N","Modelo Único – Hijo","45563","Inscripción o cambio del representante legal y/o revisor fiscal de la propiedad horizontal","ALCALDÍA DE SINCELEJO","Ppaternina357","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=45563"
"N","Plantilla Único - Hijo","19703","Concepto previo favorable para la realización de juegos de suerte y azar localizados","ALCALDÍA DE SINCELEJO","Ccastillo935","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19703"
"N","Modelo Único – Hijo","19271","Pensión de jubilación por aportes","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19271"
"NA","Modelo Único – Hijo","13927","Retiro de un hogar de la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","ALCALDÍA DE SINCELEJO","No registra","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=13927"
"N","Plantilla Único - Hijo","19785","Impuesto a la publicidad visual exterior","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19785"
"N","Modelo Único – Hijo","22913","Aprobación de piscinas","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=22913"
"N","Plantilla Único - Hijo","19387","Ampliación del servicio educativo","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19387"
"N","Plantilla Único - Hijo","28324","Impuesto de delineación urbana","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=28324"
"N","Plantilla Único - Hijo","19745","Modificación en el registro de contribuyentes del impuesto de industria y comercio","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19745"
"N","Plantilla Único - Hijo","19131","Impuesto predial unificado","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19131"
"N","Plantilla Único - Hijo","29496","Determinantes para el ajuste de un plan parcial","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=29496"
"N","Modelo Único – Hijo","19700","Autorización de Ocupación de Inmuebles","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19700"
"N","Plantilla Único - Hijo","20106","Inscripción o autorización para la circulación vial","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20106"
"N","Modelo Único – Hijo","19255","Pensión de jubilación para docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19255"
"N","Plantilla Único - Hijo","53266","Impuesto de espectáculos públicos","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=53266"
"N","Modelo Único – Hijo","20096","Inscripción de personas ante el Registro Único Nacional de Tránsito - RUNT","ALCALDÍA DE SINCELEJO","Wcuadrado364","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=20096"
"N","Plantilla Único - Hijo","31709","Certificado de riesgo de predios","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=31709"
"N","Modelo Único – Hijo","19241","Ascenso en el escalafón nacional docente","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19241"
"N","Modelo Único – Hijo","33498","Autorización sanitaria para la concesión de aguas para el consumo humano","ALCALDÍA DE SINCELEJO","Malvarez212","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=33498"
"N","Plantilla Único - Hijo","19393","Cierre temporal o definitivo de programas de educación para el trabajo y el desarrollo humano","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19393"
"N","Modelo Único – Hijo","19384","Registro o renovación de programas de las instituciones promovidas por particulares que ofrezcan el servicio educativo para el trabajo y el desarrollo humano","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19384"
"MA","Modelo Único – Hijo","9876","Inclusión de personas en la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","ALCALDÍA DE SINCELEJO","No registra","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=9876"
"N","Plantilla Único - Hijo","66636","Impuesto sobre el servicio de alumbrado público","ALCALDÍA DE SINCELEJO","CBETTIN5104","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=66636"
"N","Modelo Único – Hijo","22916","Licencia urbanística","ALCALDÍA DE SINCELEJO","Rmendoza996","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=22916"
"N","Plantilla Único - Hijo","31688","Ajuste de un plan parcial adoptado","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","No Aplica"
"MA","Modelo Único – Hijo","10189","Encuesta del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","ALCALDÍA DE SINCELEJO","No registra","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=10189"
"N","Plantilla Único - Hijo","52468","Impuesto al degüello de ganado menor","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=52468"
"N","Modelo Único – Hijo","22910","Concepto de norma urbanística","ALCALDÍA DE SINCELEJO","Econtreras384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=22910"
"N","Modelo Único – Hijo","19351","Cesantías parciales para docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19351"
"N","Plantilla Único - Hijo","19398","Impuesto de industria y comercio y su complementario de avisos y tableros","ALCALDÍA DE SINCELEJO","Jcanchila896","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19398"
"N","Plantilla Único - Hijo","66633","Determinantes para la formulación de planes parciales","ALCALDÍA DE SINCELEJO","ECONTRERAS384","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=66633"
"N","Plantilla Único - Hijo","19375","Fusión o conversión de establecimientos educativos oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19375"
"N","Plantilla Único - Hijo","19842","Autorización de calendario académico especial","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19842"
"N","Modelo Único – Hijo","19289","Reliquidación pensional para docentes oficiales","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19289"
"N","Modelo Único – Hijo","19385","Licencia de funcionamiento para establecimientos educativos promovidos por particulares para prestar el servicio público educativo en los niveles de preescolar, básica y media","ALCALDÍA DE SINCELEJO","SMARQUEZ663","Inscrito","http://visor.suit.gov.co/VisorSUIT/index.jsf?FI=19385"
"N","Plantilla Único - Hijo","No Aplica","Cancelación de la matrícula de arrendadores","ALCALDÍA DE SINCELEJO","Econtreras384","En creacion","No Aplica"
"N","Plantilla Único - Hijo","No Aplica","Autorización para la operación de juegos de suerte y azar en la modalidad de rifas","ALCALDÍA DE SINCELEJO","HMARTINEZ783","En creacion","No Aplica"
"N","Modelo Único – Hijo","No Aplica","Registro de ejemplares caninos potencialmente peligrosos","ALCALDÍA DE SINCELEJO","Malvarez212","En creacion","No Aplica"
"N","Modelo Único – Hijo","No Aplica","Matrícula de arrendadores","ALCALDÍA DE SINCELEJO","HMARTINEZ783","En creacion","No Aplica"
"N","Plantilla Único - Hijo","29502","Permiso de escrituración","ALCALDÍA DE SINCELEJO","Jloaiza587","Por corrección","No Aplica"
"N","Plantilla Otros procedimientos administrativos de cara al usuario - Hijo","64056","Asistencia técnica rural","ALCALDÍA DE SINCELEJO","Crivadeneira152","Por corrección","No Aplica"
"N","Plantilla Único - Hijo","28372","Supervisión delegado de sorteos y concursos","ALCALDÍA DE SINCELEJO","HMARTINEZ783","Por corrección","No Aplica"
