"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"m98b-cdys","PUENTES Y VÍAS","Afectación a la infraestructura crítica: puentes y vías","johalda","g7xk-p77r","published","private","pending","official","dataset","Seguridad y Defensa","vías,planeación","https://www.datos.gov.co/d/m98b-cdys","https://www.datos.gov.co/resource/m98b-cdys.json","2022-07-18T05:14:44.000","2022-07-18T05:17:31.000","www.datos.gov.co","false","9","0","1446","7","johan.aldana@mindefensa.gov.co",,"Ministerio de Defensa Nacional","https://www.mindefensa.gov.co",,,,,,,,,,,"Defensa",,"Ministerio de Defensa Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-07-17","Observatorio de Derechos Humanos y Defensa Nacional","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"t6mu-u5nd","INDICE_INFORMACION_CLASIFICADA_ALCALDÍA 2022","INDICE_INFORMACION_CLASIFICADA_ALCALDÍA 2022","sistemas@inirida-guainia.gov.co","jdge-tvxq","published","private","pending","official","dataset",,,"https://www.datos.gov.co/d/t6mu-u5nd","https://www.datos.gov.co/resource/t6mu-u5nd.json","2022-08-28T18:24:12.000","2022-08-28T18:30:31.000","www.datos.gov.co","false","1","0","56","12","sistemas@ininrida-guainia.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Alcaldía de Inírida",,,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Puerto Inírida",,,,,,"Guainía",,"Territorial",,,,,,"2022-08-28","SECRETARÍAS DE DESPACHO","Inírida",,"Anual","Español",,"Municipal",
"mk9f-rx3m","Inscritos por programa","Estudiantes inscritos por programa varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","jornada,sedes uniquindio,programas,nacionalidad,modalidad,metodología,género,facultades,estado civil,departamentos,ciudades","https://www.datos.gov.co/d/mk9f-rx3m","https://www.datos.gov.co/resource/mk9f-rx3m.json","2022-08-26T16:01:24.000","2022-08-26T16:21:01.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"pi2m-qn6r","Inscritos por modalidad","Estudiantes inscritos por modalidad varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","jornada,sedes uniquindio,programas,género,facultades,estrato socioeconómico,modalidad,nacionalidad,metodología","https://www.datos.gov.co/d/pi2m-qn6r","https://www.datos.gov.co/resource/pi2m-qn6r.json","2022-08-26T14:56:13.000","2022-08-26T15:55:49.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"2umx-hejw","TORRES DE ENERGÍA","Afectación a la infraestructura crítica: ataques contra torres de energía","johalda","g7xk-p77r","published","private","pending","official","dataset","Seguridad y Defensa","torres de energía","https://www.datos.gov.co/d/2umx-hejw","https://www.datos.gov.co/resource/2umx-hejw.json","2022-07-18T05:18:43.000","2022-07-18T05:23:36.000","www.datos.gov.co","false","7","0","2179","6","johan.aldana@mindefensa.gov.co",,"Ministerio de Defensa Nacional","https://www.mindefensa.gov.co",,,,,,,,,,,"Defensa",,"Ministerio de Defensa Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-07-17","Observatorio de Derechos Humanos y Defensa Nacional","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"pf7c-9fx4","CALIDAD NUEVO","INFORMACIÓN PARA INDICADORES DE SEGURIDAD","ESELETICIA","sf2s-55k7","published","private","pending","official","dataset","Salud y Protección Social","indicadores","https://www.datos.gov.co/d/pf7c-9fx4","https://www.datos.gov.co/resource/pf7c-9fx4.json","2022-08-26T14:36:20.000","2022-08-26T20:23:49.000","www.datos.gov.co","false","2","0","28","1","comunicaciones@esehospitalsanrafael-leticia-amazonas.gov.co","Creative Commons Attribution 4.0 International","E.S.E HOSPITAL SAN RAFAEL DE LETICIA","https://prestadores.minsalud.gov.co/SIHO/formularios/calidades.aspx?pageTitle=NUEVO%20Calidad&pageHlp=/SIHO/ayudas/formularios/calidades.pdf&periodo=TRIMESTRAL",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Hospital San Rafael Leticia",,,,,"https://prestadores.minsalud.gov.co/SIHO/formularios/calidades.aspx?pageTitle=NUEVO%20Calidad&pageHlp=/SIHO/ayudas/formularios/calidades.pdf&periodo=TRIMESTRAL","Amazonas",,"Territorial",,,,,,"10-07-2022","CALIDAD","Leticia",,"Trimestral","Español",,"Nacional","https://prestadores.minsalud.gov.co/SIHO/formularios/calidades.aspx?pageTitle=NUEVO%20Calidad&pageHlp=/SIHO/ayudas/formularios/calidades.pdf&periodo=TRIMESTRAL"
"8ehg-k4hs","Primer Curso Histórico","Estudiantes primer curso varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","estado civil,género,metodología,modalidad,nacionalidad,programas,ciudades,departamentos,jornada,estrato socieconómico,facultades","https://www.datos.gov.co/d/8ehg-k4hs","https://www.datos.gov.co/resource/8ehg-k4hs.json","2022-08-24T22:29:40.000","2022-08-24T22:59:23.000","www.datos.gov.co","false","1","0","16227","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-24","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"7mf6-j2q4","Listado de Empresas de Público Individual AMB","Listado de empresas de transporte público individual habilitadas por el AMB a vigencia 2022.","VANESSA GONZALEZ","vsxg-a9i9","published","private","pending","official","dataset","Transporte","2022,transporte publico individual,empresas habilitadas,amb","https://www.datos.gov.co/d/7mf6-j2q4","https://www.datos.gov.co/resource/7mf6-j2q4.json","2022-08-25T21:53:42.000","2022-08-25T21:57:29.000","www.datos.gov.co","false","1","0","19","5","vgonzalez@ambq.gov.co",,"ÁREA METROPOLITANA DE BARRANQUILLA",,,,,,,,,,,,"Transporte",,"Área Metropolitana de Barranquilla",,,,,,"Atlántico",,"Territorial",,,,,,"2022-08-25","OFICINA DE TRANSPORTE PUBLICO INDIVIDUAL ","Barranquilla",,"No aplica","Español",,"Municipal",
"kzt3-g4ue","TARJETAS DE OPERACION EXPEDIDAS AGOSTO 31-2021 A 31 JULIO 2022","Listado de Tarjetas de Operación de los vehículos del Transporte Público Colectivo - TPC expedidas por el Área Metropolitana de Barranquilla, en el periodo comprendido entre el 31 de agosto de 2021 al 31 de Julio de 2022.","VANESSA GONZALEZ","vsxg-a9i9","published","private","pending","official","dataset","Transporte","amb,vehiculos tpc,tpc,tarjetas de operacion","https://www.datos.gov.co/d/kzt3-g4ue","https://www.datos.gov.co/resource/kzt3-g4ue.json","2022-08-25T19:41:19.000","2022-08-25T21:50:00.000","www.datos.gov.co","false","1","0","15698","7","vgonzalez@ambq.gov.co",,"ÁREA METROPOLITANA DE BARRANQUILLA",,,,,,,,,,,,"Transporte",,"Área Metropolitana de Barranquilla",,,,,,"Atlántico",,"Territorial",,,,,,"2022-08-25","OFICINA DE TRANSPORTE PUBLICO INDIVIDUAL ","Barranquilla",,"Anual","Español",,"Municipal",
"qvz3-ymnq","ESTADISTICA POBLACIONAL IMETY","Informacion estadística de los alumnos matriculados en el instituto municipal de Educación para el Trabajo y Desarrollo Humano de Yumbo - IMETY, en los Técnicos laborales por competencias y cursos de emprendimiento; esto de acuerdo a la caracterización de la población estudiantil.","IMETY","js5m-sb4g","published","private","pending","official","dataset","Educación",,"https://www.datos.gov.co/d/qvz3-ymnq","https://www.datos.gov.co/resource/qvz3-ymnq.json","2022-08-24T20:11:17.000","2022-08-24T21:31:55.000","www.datos.gov.co","false","2","0","33","11","tics@imety.edu.co","Creative Commons Attribution 4.0 International","Individual",,,,,,,,,,,,"Educación",,"Instituto Municipal de Educación para El Trabajo y Desarrollo Humano",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2022-07-15","Academico","Yumbo",,"Semestral","Español",,"Municipal",
"82wm-d9kf","Inscritos por estrato","Estudiantes inscritos por estrato socieconómico varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","ciudades,programas académicos,sedes uniquindio,modalidad,nacionalidad,metodología,género,facultades,estrato socioeconómico,estado civil,departamentos","https://www.datos.gov.co/d/82wm-d9kf","https://www.datos.gov.co/resource/82wm-d9kf.json","2022-08-25T17:32:32.000","2022-08-25T17:49:14.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"qdkw-i58f","Matriculados Histórico","Estudiantes matriculados varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","género,ciudades,departamentos,estado civil,estrato socioeconómico,facultades,programas,nacionalidad,jornada,metodología,modalidad","https://www.datos.gov.co/d/qdkw-i58f","https://www.datos.gov.co/resource/qdkw-i58f.json","2022-08-24T23:15:21.000","2022-08-25T00:12:56.000","www.datos.gov.co","false","1","0","117233","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-24","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"sqye-tqug","Recolección de residuos ordinarios","recolección de residuos ordinarios en el municipio de la Celia , dando a conocer las fechas de su recolección","ALCALDÍA LA CELIA RISARALDA","y3rx-5kje","published","private","pending","official","dataset","Ambiente y Desarrollo Sostenible","aseo,medio ambiente,residuos ordinarios,la celia risaralda,la celia,risaralda,empresas publicas la celia","https://www.datos.gov.co/d/sqye-tqug","https://www.datos.gov.co/resource/sqye-tqug.json","2022-08-27T21:31:46.000","2022-08-27T21:46:44.000","www.datos.gov.co","false","2","0","51","4","esp@lacelia-risaralda.gov.co","Creative Commons Attribution 4.0 International","Empresas Públicas del Municipio de la Celia Risaralda",,,,,,,,,,,,"Planeación",,"Alcaldía Municipal de La Celia",,,,,,"Risaralda",,"Territorial",,,,,,"2022-07-01","PLANEACIÓN","La Celia",,"Semestral","Español",,"Municipal",
"hmqc-9wi3","Inscritos por facultad","Estudiantes inscritos por facultad académica varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","programas académicos,ciudades,modalidad,metodología,jornada,género,facultades,estrato socioeconómico,departamentos,estado civil,sedes uniquindio,nacionalidad","https://www.datos.gov.co/d/hmqc-9wi3","https://www.datos.gov.co/resource/hmqc-9wi3.json","2022-08-25T17:52:27.000","2022-08-25T18:19:22.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"dirm-4v4e","Inscritos por estado civil","Estudiantes inscritos por estado civil varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","sedes uniquindio,modalidad,metodología,jornada,género,estado civil,estrato socioeconómico,ciudades,programas académicos,nacionalidad,departamentos","https://www.datos.gov.co/d/dirm-4v4e","https://www.datos.gov.co/resource/dirm-4v4e.json","2022-08-25T17:06:03.000","2022-08-25T17:29:00.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"euja-m386","Consolidado Estratégico Estadísticas de la JEP","Contiene estadísticas históricas de las dependencias de la JEP que son de uso por parte de la Subdirección de Planeación de la Secretaría Ejecutiva para el direccionamiento estratégico de la entidad.","yesid.ramirez","45py-4u5n","published","private","pending","official","dataset","Justicia y Derecho","justicia","https://www.datos.gov.co/d/euja-m386","https://www.datos.gov.co/resource/euja-m386.json","2022-08-26T14:44:15.000","2022-08-26T14:50:28.000","www.datos.gov.co","false","1","0","2051","11","yesid.ramirez@jep.gov.co",,"Organización","https://www.jep.gov.co",,,,,,,,,,,"Justicia y del Derecho",,"Jurisdicción Especial para la PAZ - JEP NIT.: 901140004",,,,,"https://www.jep.gov.co/Normativa/Paginas/Normograma.aspx","Bogotá D.C.",,"Nacional",,,,,,"2022-08-26","Subdirección de Planeación-Secretaría Ejecutiva","Bogotá D.C.",,"Semestral","Español",,"Nacional","https://www.jep.gov.co/Paginas/Informacion-estadistica.aspx"
"d38x-gb6x","Inscritos por metodología","Estudiantes inscritos por metodología varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","programas,estrato socioeconómico,género,facultades,jornada,ciudades,departamentos,metodología,modalidad,nacionalidad,sedes","https://www.datos.gov.co/d/d38x-gb6x","https://www.datos.gov.co/resource/d38x-gb6x.json","2022-08-26T14:10:27.000","2022-08-26T14:33:06.000","www.datos.gov.co","false","1","0","37195","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"p9jd-wx38","REGISTRO_ACTIVOS_INFORMACION_ALCALDÍA_2022","Nombre, idioma, formato","sistemas@inirida-guainia.gov.co","jdge-tvxq","published","private","pending","official","dataset","Función pública",,"https://www.datos.gov.co/d/p9jd-wx38","https://www.datos.gov.co/resource/p9jd-wx38.json","2022-08-28T18:44:03.000","2022-08-28T18:49:29.000","www.datos.gov.co","false","1","0","92","6","sistemas@inirida-guainia.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Alcaldía de Inírida",,,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Puerto Inírida",,,,,,"Guainía",,"Territorial",,,,,,"2022-08-28","SECRETARÍAS DE DESPACHO","Inírida",,"Anual","Español",,"Municipal",
"h5vi-yrm2","PETIC 2022","Planes Institucionales Decreto 612 de 2018","Jessenia Paola Clavijo Rojas","4mg5-s2q9","published","private","pending","official","file","Ciencia, Tecnología e Innovación","comunicaciones,seguridad de la información,gestión del riesgo","https://www.datos.gov.co/d/h5vi-yrm2","https://www.datos.gov.co/resource/h5vi-yrm2.json","2022-08-24T14:36:23.000","2022-08-24T14:36:23.000","www.datos.gov.co","false","1","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Instituto de Desarrollo de Arauca - IDEAR",,,,,,,,,,,,"No Aplica",,"Instituto de Desarrollo de Arauca Idear",,,,,"https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=85742","Arauca",,"Territorial",,,,,,"2022-02-11","Requerimiento Tecnologicos","Arauca",,"Anual","Español",,"Departamental",
"mjp6-vqgh","Inscritos por Departamento","Estudiantes inscritos por departamentos varios periodos","Universidad del Quindio","r9f9-nfit","published","private","pending","official","dataset","Educación","metodología,género,sedes uniquindio,programa,facultad,estrato socioeconómico,estado civil,departamentos,ciudades,nacionalidad,jornada","https://www.datos.gov.co/d/mjp6-vqgh","https://www.datos.gov.co/resource/mjp6-vqgh.json","2022-08-25T16:11:04.000","2022-08-25T17:02:32.000","www.datos.gov.co","false","1","0","37195","15","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-25","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"jzhr-hps4","DIRECTORIO GOBIERNO MUNICIPAL DE CUBARRAL 2022","Directorio de funcionarios y contratistas del muncipio de Cubarral - Meta","Alcaldía Municipal Cubarral Meta","3bd9-5vmz","published","private","pending","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/jzhr-hps4","https://www.datos.gov.co/resource/jzhr-hps4.json","2022-08-26T03:43:58.000","2022-08-26T03:58:11.000","www.datos.gov.co","false","6","0","36","7","lidertic@cubarral-meta.gov.co",,"Alcaldía de Cubarral","http://www.cubarral-meta.gov.co/tema/directorio-de-funcionarios",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Cubarral",,,,,,"Meta",,"Territorial",,,,,,"2022-08-25","Secretaría de Planeación","Cubarral",,"No aplica","Español",,"Municipal",
