"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidad","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"ND","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-11-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2017-04-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","Colombia","ND","NUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-04-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓN","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Mujer","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2018-05-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-05-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"ND","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","Colombia","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"ND","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","COLOMBIA","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","29"
"NO","15","15272","false","ACTIVO","ND","2017-03-01T00:00:00.000","Mujer","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2018-01-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-03-01T00:00:00.000","Mujer","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-11-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-05-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-05-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","4"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Mujer","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","48"
"NO","15","15272","false","ACTIVO","ND","2015-03-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2015-04-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
,"15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","Colombia","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","22"
"NO","15","15272","false","ACTIVO","ND","2012-11-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-02-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-10-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓN","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","5"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-01-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","44"
"NO","15","15272","false","ACTIVO","ND","2012-10-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-10-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","8"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","Colombia","ND","EDUCACIÓN PRIMARIA","TI","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-03-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-05-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","4"
"NO","15","15272","false","ACTIVO","ND","2017-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2013-10-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓN","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","Colombia","ND","NUTRICIÓN MENOR","RC","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","Colombia","ND","ND","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","NO ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","Colombia","ND","EDUCACIÓN PRIMARIA","TI","ND","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","3"
"NO","15","15272","false","ACTIVO","ND","2014-09-01T00:00:00.000","Mujer","TRANSICION","BOYACA","FIRAVITOBA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","ND","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-06-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","PRIMARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2015-11-01T00:00:00.000","Mujer","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2015-11-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","9"
"NO","15","15272","false","ACTIVO","ND","2012-11-01T00:00:00.000","Mujer","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","ND","2012-12-01T00:00:00.000","Mujer","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","2"
"NO","15","15272","false","ACTIVO","ND","2017-02-01T00:00:00.000","Hombre","ND","BOYACA","FIRAVITOBA","ND","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
"NO","15","15272","false","ACTIVO","INDIGENA","2012-12-01T00:00:00.000","Mujer","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","6"
"NO","15","15272","false","ACTIVO","ND","2014-07-01T00:00:00.000","Hombre","SECUNDARIA","BOYACA","FIRAVITOBA","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01T00:00:00.000","2017-06-01T00:00:00.000","NO","1"
