"nombre_del_tramite","descripci_n","url"
"Copia certificada de planos","Obtener la certificación de que la copia adicional de los planos es idéntica a los planos que se aprobaron en la respectiva licencia urbanística.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53881"
"Corrección de errores e inconsistencias en declaraciones y recibos de pago","Corrección de la información contenida en las declaraciones y/o en los recibos oficiales de pago, que presenten errores de diligenciamiento por parte del contribuyente, en datos tales como errores u omisiones en el concepto del tributo que se cancela, año y/o período gravable, errores de documento de identificación, errores aritméticos, siempre y cuando la inconsistencia no afecte el valor o liquidación del impuesto declarado","https://www.nomasfilas.gov.co/buscador/-/tramite/T53971"
"Derechos de explotación de juegos de suerte y azar en la modalidad de rifas","Declaración y pago que se genera por los derechos de explotación de rifas locales ya sean ocasionales, periódicas, semanales o mensuales.","https://www.nomasfilas.gov.co/buscador/-/tramite/T51293"
"Determinantes para el ajuste de un plan parcial","Fijar las delimitaciones y la información sobre los determinantes aplicables para el ajuste o modificación de un plan parcial aprobado.","https://www.nomasfilas.gov.co/buscador/-/tramite/T57801"
"Determinantes para la formulación de planes parciales","Fijar las delimitaciones y la información sobre los determinantes aplicables para la formulación del plan parcial.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53720"
"Devolución de elementos retenidos por ocupación ilegal del espacio público","Obtener la devolución de los elementos que fueron retenidos por la autoridad de policía por ocupación ilegal del espacio público.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60415"
"Devolución y/o compensación de pagos en exceso y pagos de lo no debido por conceptos no tributarios","Obtener la devolución y/o compensación de pagos en exceso o lo no debido, si ha cancelado sumas mayores por concepto de obligaciones no tributarias o ha efectuado pagos sin que exista causa legal para hacer exigible su cumplimiento.","https://www.nomasfilas.gov.co/buscador/-/tramite/T51269"
"Encuesta del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","Ser encuestado para ingresar a la base de datos del SISBEN en los siguientes casos: cuando la persona u hogar no han sido encuestados y lo requieren por primera vez, por cambio de domicilio dentro del mismo municipio o a otro municipio, cuando hay inconformidad con el puntaje obtenido o por inclusión de hogares nuevos en la unidad de vivienda","https://www.nomasfilas.gov.co/buscador/-/tramite/T10126"
"Esterilización canina y felina","Esterilizar caninos o felinos mediante procedimiento quirúrgico para controlar el crecimiento poblacional.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60269"
"Exención del impuesto de espectáculos públicos","Exoneración del pago del impuesto de espectáculos públicos como beneficio tributario.","https://www.nomasfilas.gov.co/buscador/-/tramite/T50895"
"Exención del impuesto de industria y comercio","Obtener la exoneración de una parte o de la totalidad del pago del impuesto de industria y comercio para aquellas personas naturales o jurídicas que ejerzan determinadas actividades industriales, comerciales o de servicios en las respectivas jurisdicciones municipales.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60268"
"Exención del impuesto predial unificado","Exoneración total de la obligación que tienen las personas naturales y jurídicas propietarias o poseedoras de predios, de conformidad con la causal determinada por las respectivas jurisdicciones territoriales.","https://www.nomasfilas.gov.co/buscador/-/tramite/T58280"
"Facilidades de pago para los deudores de obligaciones no tributarias","Obtener por el deudor o por un tercero a su nombre, facilidades para el pago de las obligaciones no tributarias","https://www.nomasfilas.gov.co/buscador/-/tramite/T58188"
"Facilidades de pago para los deudores de obligaciones tributarias","Obtener por el deudor o por un tercero a su nombre, facilidades para el pago de obligaciones tributarias.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60267"
"Formulación del proyecto de plan de regularización","Aprobación del plan de regularización que fija las condiciones necesarias para lograr el óptimo funcionamiento de los usos dotacionales de cobertura urbana y local, mitigando los impactos urbanísticos negativos.","https://www.nomasfilas.gov.co/memoficha-tramite/-/tramite/T50619"
"Impuesto a la publicidad visual exterior","Declaración y pago del impuesto por la instalación y exhibición de toda publicidad exterior visual o medio masivo de comunicación destinado a informar o llamar la atención del público a través de elementos visuales como leyendas, inscripciones, dibujos, fotografías, signos o similares, visibles desde las vías de uso o dominio público, bien sean peatonales o vehiculares, terrestres, fluviales, marítimas o aéreas.","https://www.nomasfilas.gov.co/buscador/-/tramite/T58181"
"Impuesto a las ventas por el sistema de clubes","Pago del impuesto por ventas realizadas por el sistema comúnmente denominado de ""clubes"" o sorteos periódicos mediante cuotas anticipadas realizadas por personas naturales o jurídicas.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53286"
"Impuesto al degüello de ganado menor","Declaración y pago que todo propietario o poseedor debe realizar por el sacrificio del ganado menor, tales como el porcino, ovino, caprino y demás especies menores en la jurisdicción de éste municipio","https://www.nomasfilas.gov.co/buscador/-/tramite/T51469"
"Impuesto de delineación urbana","Declaración y pago que se realiza cuando existe una construcción nueva o refacción de las existentes.","https://www.nomasfilas.gov.co/buscador/-/tramite/T58195"
"Impuesto de espectáculos públicos","Pago que se genera por la realización o presentación de espectáculos públicos diferentes de los espectáculos de artes escénicas.","https://www.nomasfilas.gov.co/memoficha-tramite/-/tramite/T48754"
"Impuesto de industria y comercio y su complementario de avisos y tableros","Declaración y pago del impuesto por el ejercicio de cualquier actividad comercial, industrial o de servicios, en forma permanente u ocasional en inmuebles determinados, con establecimientos de comercio o sin ellos","https://www.nomasfilas.gov.co/memoficha-tramite/-/tramite/T50337"
"Impuesto predial unificado","Pago que todo propietario, poseedor o quien disfrute del bien ajeno, debe realizar sobre los bienes inmuebles o predios ubicados en la respectiva jurisdicción del Municipio o Distrito","https://www.nomasfilas.gov.co/buscador/-/tramite/T50293"
"Impuesto sobre casinos y juegos permitidos","Declaración y pago que se genera por el provecho económico obtenido por los establecimientos públicos que manejan todo tipo de juego mecánico o de acción, que dé lugar a un ejercicio recreativo, con el propósito de divertirse, donde se gane o se pierda dinero.","https://www.nomasfilas.gov.co/buscador/-/tramite/T50383"
"Impuesto sobre el servicio de alumbrado público","Pago del tributo de alumbrado público que se refiere a la iluminación de parques y demás espacios públicos de libre circulación con el objeto de garantizar la visibilidad de zonas peatonales o vehiculares.","https://www.nomasfilas.gov.co/buscador/-/tramite/T58182"
"Inclusión de personas en la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","Obtener la inclusión de una persona en la ficha de clasificación socio-económica de un hogar existente en la base de datos del SISBEN y pueda de esta manera, ser un potencial beneficiario para acceder a programas sociales.","https://www.nomasfilas.gov.co/buscador/-/tramite/T9827"
"Inscripción de la propiedad horizontal","Registrar la persona jurídica que se encuentra conformada por los propietarios de los bienes de dominio particular.","https://www.nomasfilas.gov.co/buscador/-/tramite/T58279"
"Inscripción o cambio del representante legal y/o revisor fiscal de la propiedad horizontal","Registrar o cambiar a quienes ejerzan la representación legal y/o la revisoría fiscal de la persona jurídica del edificio o conjunto, sometido al régimen de propiedad horizontal.","https://www.nomasfilas.gov.co/buscador/-/tramite/T61890"
"Legalización urbanística de asentamientos humanos","Reconocimiento de la existencia de los asentamientos humanos constituidos por viviendas realizadas antes del 27 de junio de 2003, con el fin de aprobar los planos urbanísticos y expedir la reglamentación urbanística. La legalización de los asentamientos implica la incorporación al perímetro urbano y de servicios, cuando a ello hubiere lugar y la regularización urbanística del asentamiento humano, sin contemplar la legalización de los derechos de propiedad en favor de eventuales poseedores.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60417"
"Licencia de exhumación de cadáveres","Autorización para extraer cadáveres, restos humanos y restos óseos del lugar de inhumación, previa orden judicial o administrativa para los efectos funerarios o legales una vez se haya cumplido el tiempo mínimo de permanencia establecido por la Ley.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53882"
"Licencia de inhumación de cadáveres","Autorización para enterrar o depositar cadáveres, restos óseos y partes humanas en los cementerios.","https://www.nomasfilas.gov.co/buscador/-/tramite/T61906"
"Licencia de intervención del espacio público","Autorización previa para intervenir bienes de uso público incluidos en el espacio público, de conformidad con las normas urbanísticas adoptadas en el Plan de Ordenamiento Territorial y en los instrumentos que lo desarrollen y complementen.","https://www.nomasfilas.gov.co/buscador/-/tramite/T59137"
"Licencia de ocupación del espacio público para la localización de equipamiento","Autorización para ocupar una zona de cesión pública o de uso público con edificaciones destinadas al equipamiento comunal público.","https://www.nomasfilas.gov.co/buscador/-/tramite/T57946"
"Licencia para la cremación de cadáveres","Obtener la autorización para cremar o incinerar un cadáver, en calidad de familiar de un fallecido, hospital o funeraria.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53969"
"Licencia urbanística","Obtener la autorización previa para adelantar obras de urbanización y parcelación de predios; de construcción en sus modalidades de obra nueva, ampliación, adecuación, modificación, restauración, reforzamiento estructural, demolición, reconstrucción y cerramiento; y de subdivisión en sus modalidades de subdivisión rural, urbana y reloteo.","https://www.nomasfilas.gov.co/buscador/-/tramite/T60157"
"Modificación del plano urbanístico","Actualizar la información contenida en los planos y cuadros de áreas de las urbanizaciones aprobadas y ejecutadas, cuya licencia esté vencida.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53717"
"Modificación en el registro de contribuyentes del impuesto de industria y comercio","Realizar el cambio o actualización en el registro de contribuyentes del impuesto de industria y comercio cuando hayan modificaciones efectuadas con relación a la actividad económica, sujeto pasivo del impuesto o establecimientos, tales como la venta, enajenación, modificación de la razón social, transformación de las actividades que se desarrollen, cambio de dirección del establecimiento y cualquier otra susceptible de modificar en los registros.","https://www.nomasfilas.gov.co/buscador/-/tramite/T59141"
"Permiso de captación de recursos","Autorización otorgada a las organizaciones populares de vivienda, para que capten recursos económicos de sus afiliados a programas de vivienda por autogestión o participación comunitaria.","https://www.nomasfilas.gov.co/buscador/-/tramite/T59139"
"Permiso de escrituración","Autorización que permite que las organizaciones populares de vivienda que realizan programas de vivienda por autogestión o autoconstrucción, transfieran a sus afiliados el derecho de dominio de los inmuebles construidos en el programa respectivo","https://www.nomasfilas.gov.co/buscador/-/tramite/T50901"
"Permiso para demostraciones públicas de pólvora, artículos pirotécnicos o fuegos artificiales","Obtener la autorización o permiso para la realización de espectáculos públicos de pólvora, artículos pirotécnicos o fuegos artificiales estableciendo las condiciones de seguridad, que determinen técnicamente las autoridades o cuerpos de bomberos para prevenir incendios o situaciones de peligro y de acuerdo con la categoría de los fuegos artificiales.","https://www.nomasfilas.gov.co/buscador/-/tramite/T51171"
"Permiso para espectáculos públicos de las artes escénicas en escenarios no habilitados","Obtener la autorización para la realización de espectáculos públicos de las artes escénicas en escenarios no habilitados que comprenden las representaciones en vivo de expresiones artísticas en teatro, danza, música, circo, magia y todas sus posibles prácticas derivadas o creadas a partir de la imaginación, sensibilidad y conocimiento del ser humano que congregan la gente por fuera del ámbito doméstico.","https://www.nomasfilas.gov.co/buscador/-/tramite/T57894"
"Permiso para espectáculos públicos diferentes a las artes escénicas","Obtener la autorización para la realización de espectáculos públicos diferentes a las artes escénicas que comprenden las representaciones cinematográficas, corridas de toros, deportivos, ferias artesanales, desfiles de modas, reinados, atracciones mecánicas, peleas de gallos, de perros, circos con animales, carreras hípicas, desfiles en sitios públicos con el fin de exponer ideas o intereses colectivos de carácter político, económico, religioso o social.","https://www.nomasfilas.gov.co/memoficha-tramite/-/tramite/T50217"
"Préstamo de parques y/o escenarios deportivos para realización de espectáculos de las artes escénicas","Obtener el préstamo o alquiler de los parques, estadios y/o escenarios deportivos Municipales o Distritales para la realización de espectáculos públicos de las artes escénicas. Los estadios o escenarios deportivos no se prestan más de una vez al mes y la duración del espectáculo no podrá ser mayor a 4 días.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53335"
"Prórroga de sorteo de rifas","Obtener autorización de nueva fecha para efectuar el sorteo de la rifa que no se realizó en la fecha previamente autorizada.","https://www.nomasfilas.gov.co/buscador/-/tramite/T50429"
"Radicación de documentos para adelantar actividades de construcción y enajenación de inmuebles destinados a vivienda","Habilitación que se le otorga a los interesados en promocionar, anunciar y/o desarrollar planes de vivienda para ejercer las actividades de transferencia de dominio a título oneroso.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53968"
"Reconocimiento de escenarios habilitados para la realización de espectáculos públicos de las artes escénicas","Obtener el reconocimiento por parte de la autoridad Municipal o Distrital, de los lugares de reunión o escenarios que tienen por objeto y actividad principal la presentación de espectáculos públicos de las artes escénicas.","https://www.nomasfilas.gov.co/buscador/-/tramite/T57803"
"Reconocimiento deportivo a clubes deportivos, clubes promotores y clubes pertenecientes a entidades no deportivas","Obtener el reconocimiento como club para fomentar, promover, apoyar y patrocinar la práctica de un deporte o modalidad, la recreación y el aprovechamiento del tiempo libre e impulsar programas de interés público y social, dentro de una respectiva jurisdicción territorial.","https://www.nomasfilas.gov.co/buscador/-/tramite/T55372"
"Registro de actividades relacionadas con la enajenación de inmuebles destinados a vivienda","Registrar actividades de enajenación de cinco o más inmuebles destinados a vivienda.","https://www.nomasfilas.gov.co/buscador/-/tramite/T61887"
"Registro de contribuyentes del impuesto de industria y comercio","Incorporarse al mecanismo de identificación, ubicación y clasificación de los contribuyentes del impuesto de industria y comercio.","https://www.nomasfilas.gov.co/buscador/-/tramite/T51201"
"Registro de la publicidad exterior visual","Inscribir el medio masivo de comunicación destinado a informar o llamar la atención del público a través de elementos visuales como leyendas, inscripciones, dibujos, fotografías, signos o similares, visibles desde las vías de uso o dominio público, bien sean peatonales o vehiculares, terrestres, fluviales, marítimas o aéreas.","https://www.nomasfilas.gov.co/memoficha-tramite/-/tramite/T50088"
"Registro de marcas de ganado","Obtener el registro de los hierros que permiten identificar y marcar en forma permanente los animales de las especies bovinas, bufalinas y sus derivados.","https://www.nomasfilas.gov.co/buscador/-/tramite/T57892"
"Registro de perros potencialmente peligrosos","Inscribir en el censo de perros potencialmente peligrosos a los perros que han tenido episodios de agresiones a personas u otros perros, a los que han sido adiestrados para el ataque y la defensa o a aquellos perros que pertenecen a una de las siguientes razas o a sus cruces o híbridos: american staffordshire terrier, bullmastiff, dóberman, dogo argentino, dogo de burdeos, fila brasileiro, mastín napolitano, pit bull terrier, american pit bull terrier, de presa canario, rottweiler, staffordshire terrier, tosa japonés.","https://www.nomasfilas.gov.co/buscador/-/tramite/T50989"
"Renovación del reconocimiento deportivo a clubes deportivos, clubes promotores y clubes pertenecientes a entidades no deportivas","Renovación del reconocimiento que acredita a un club deportivo para que fomente, promueva, apoye y patrocine una disciplina deportiva y el aprovechamiento del tiempo libre dentro de su respectivo ámbito territorial.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53719"
"Retiro de personas de la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","Eliminar de la base de datos del SISBEN, las personas que pertenezcan a un hogar y que hayan fallecido o a quienes cambien de domicilio ya sea a otro municipio o dentro del mismo. Si el jefe del hogar es la persona que se va a retirar de la base de datos, se deberá definir quién va a ser el nuevo jefe del hogar.","https://www.nomasfilas.gov.co/buscador/-/tramite/T10627"
"Retiro de un hogar de la base de datos del sistema de identificación y clasificación de potenciales beneficiarios de programas sociales - SISBEN","Obtener el retiro de la totalidad de los miembros de un hogar de la base de datos del SISBEN por traslado a otro municipio.","https://www.nomasfilas.gov.co/buscador/-/tramite/T13862"
"Supervisión delegado de sorteos y concursos","Realizar los sorteos y concursos con la supervisión de un delegado.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53886"
"Traslado de cadáveres","Autorización para movilizar cadáveres y/o restos humanos u óseos de un cementerio a otro dentro del mismo municipio o de un municipio a otro dentro del territorio colombiano.","https://www.nomasfilas.gov.co/buscador/-/tramite/T53965"
"Vacunación antirrábica de caninos y felinos","Vacunar a perros y/o gatos susceptibles de transmitir la enfermedad de la rabia.","https://www.nomasfilas.gov.co/buscador/-/tramite/T51628"
