"fecha_corte","nom_rpt","cod_pais","pais","cod_dt","dir_territorial","sexo","etnia","discapacidad","ciclo_vital","per_ocu","per_decla","per_ubic","per_sa","eventos"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","8","DT NORTE DE SANTANDER Y ARAUCA","Hombre","Ninguna","Ninguna","entre 6 y 11","24379","19798","19209","15624","30957"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","7","DT BOLIVAR","Hombre","Indigena (Acreditado RA)","Ninguna","entre 61 y 100","237","126","68","54","285"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","11","DT PUTUMAYO","Hombre","Raizal del Archipielago de San Andres y Providencia","Fisica","entre 61 y 100","1","1","1","1","8"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Hombre","Raizal del Archipielago de San Andres y Providencia","Visual","entre 18 y 28","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 12 y 17","1","1","1",,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","9","DT CAQUETA Y HUILA","Hombre","Gitano (RROM) (Acreditado RA)","Ninguna","entre 61 y 100","1",,,,"2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Mujer","Gitano (RROM) (Acreditado RA)","Ninguna","entre 6 y 11","2","4","4","4","2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","19","DT CESAR Y GUAJIRA","Mujer","Negro (Acreditado RA)","Ninguna","entre 29 y 60","2","1","3","3","2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","1","DT URABA","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","ND","1","1",,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","17","DT MAGDALENA","Hombre","Indigena (Acreditado RA)","Fisica","entre 18 y 28","1","1","1","1","1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Hombre","Indigena (Acreditado RA)","Ninguna","entre 6 y 11","6","56","40","35","8"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","6","DT VALLE","Hombre","Palenquero","Intelectual","entre 61 y 100","1","1","1","1","4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","19","DT CESAR Y GUAJIRA","Mujer","Gitano(a) ROM","Multiple","entre 61 y 100","2","2","1",,"4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","18","DT SUCRE","Hombre","Indigena","Fisica","entre 61 y 100","25","31","29","22","32"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","2","DT MAGDALENA MEDIO","Hombre","Ninguna","Psicosocial (Mental)","entre 29 y 60","41","16","18","16","66"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Mujer","Ninguna","Multiple","entre 18 y 28","148","144","128","109","214"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","1","DT URABA","Hombre","Indigena","Visual","entre 29 y 60","8","8","5","5","14"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","1","DT URABA","Mujer","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 29 y 60","3","2",,,"3"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","1","DT URABA","Hombre","Indigena","Visual","entre 61 y 100","13","11","9","7","24"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","11","DT PUTUMAYO","Mujer","Gitano (RROM) (Acreditado RA)","Fisica","entre 29 y 60","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","4","DT CENTRO","Hombre","Indigena (Acreditado RA)","Por Establecer","entre 6 y 11","12","16","15","14","14"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","18","DT SUCRE","Hombre","Indigena","Multiple","entre 12 y 17","3","2","2","2","3"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","0","SIN DEFINIR","Mujer","Indigena","Psicosocial (Mental)","ND",,"1",,,
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","2","DT MAGDALENA MEDIO","Hombre","Gitano(a) ROM","Ninguna","entre 18 y 28","31","13","15","15","35"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","16","DT CHOCO","Hombre","Ninguna","Intelectual","entre 29 y 60","26","10","9","8","35"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","9","DT CAQUETA Y HUILA","Mujer","Indigena (Acreditado RA)","Multiple","entre 29 y 60","12","11","9","9","14"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","9","DT CAQUETA Y HUILA","Hombre","Negro(a) o Afrocolombiano(a)","Intelectual","entre 18 y 28","4","3","1","1","9"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","0","SIN DEFINIR","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 61 y 100","9","70","27","8","9"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Mujer","Ninguna","Multiple","entre 12 y 17","2","23","13","10","3"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","6","DT VALLE","Hombre","Ninguna","Ninguna","entre 61 y 100","20876","21993","17196","11891","25014"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","7","DT BOLIVAR","LGBTI","Ninguna","Visual","entre 61 y 100","1",,,,"2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","12","DT CORDOBA","Hombre","Indigena","Multiple","entre 61 y 100","7","9","8","5","16"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","18","DT SUCRE","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","2062","1934","1615","1456","2219"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","16","DT CHOCO","Hombre","Indigena","Por Establecer","entre 18 y 28","6","4","2","2","12"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","6","DT VALLE","Hombre","Indigena (Acreditado RA)","Ninguna","entre 6 y 11","478","888","637","562","668"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","4","DT CENTRO","Hombre","Palenquero","Ninguna","entre 12 y 17","2","11","13","12","4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","17","DT MAGDALENA","Mujer","Indigena (Acreditado RA)","Ninguna","ND","3","2","4","4","3"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","19","DT CESAR Y GUAJIRA","Mujer","Indigena","Por Establecer","ND","5","5","5","2","8"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Hombre","Indigena","Ninguna","ND","375","365","34","31","404"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","11","DT PUTUMAYO","Hombre","Indigena","Intelectual","entre 61 y 100","3","3","2","2","4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","10","DT ANTIOQUIA","Mujer","Ninguna","Fisica","entre 6 y 11","131","125","104","75","169"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","2","DT MAGDALENA MEDIO","Mujer","Raizal del Archipielago de San Andres y Providencia","Ninguna","ND","2","2","1","1","2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","14","DT EJE CAFETERO","Mujer","Palenquero","Por Establecer","entre 61 y 100",,"1","1","1",
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","8","DT NORTE DE SANTANDER Y ARAUCA","Hombre","Indigena","Por Establecer","entre 18 y 28","4","4","4","4","4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","8","DT NORTE DE SANTANDER Y ARAUCA","Hombre","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","636","471","493","464","798"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Mujer","Indigena","Ninguna","entre 29 y 60","107","728","666","624","127"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","16","DT CHOCO","Hombre","Ninguna","Psicosocial (Mental)","entre 29 y 60","12","2","4","3","18"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","6","DT VALLE","Hombre","Ninguna","Multiple","entre 18 y 28","172","193","193","162","243"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Hombre","Negro(a) o Afrocolombiano(a)","Auditiva","entre 0 y 5","4","2","3","2","12"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","16","DT CHOCO","Hombre","Indigena","Auditiva","entre 6 y 11","3","2","1","1","8"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","9","DT CAQUETA Y HUILA","Intersexual","Ninguna","Ninguna","entre 12 y 17","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","13","DT NARINO","Hombre","Indigena (Acreditado RA)","Ninguna","ND","65","55","38","32","83"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","5","DT SANTANDER","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","128","282","229","209","138"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 29 y 60",,"3","3","3",
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","15","DT CAUCA","Mujer","Indigena","Por Establecer","ND","1","2","1",,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","4","DT CENTRO","Hombre","Indigena","Ninguna","entre 29 y 60","1531","4212","2532","2344","1907"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","14","DT EJE CAFETERO","LGBTI","Indigena (Acreditado RA)","Ninguna","entre 18 y 28",,"2","2","2",
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","10","DT ANTIOQUIA","Hombre","Ninguna","Intelectual","entre 29 y 60","951","986","793","693","1359"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","4","DT CENTRO","Intersexual","Gitano(a) ROM","Ninguna","entre 29 y 60","1","1",,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Hombre","Palenquero","Multiple","ND",,"1",,,
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","18","DT SUCRE","Mujer","Indigena (Acreditado RA)","Por Establecer","entre 6 y 11","4","7","6","6","5"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","6","DT VALLE","Hombre","Ninguna","Psicosocial (Mental)","ND","3","1",,,"4"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","11","DT PUTUMAYO","Mujer","Ninguna","Auditiva","entre 0 y 5","1","2","1","1","2"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","3","DT ATLANTICO","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 60","727","3629","3002","2802","951"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","4","DT CENTRO","Mujer","Indigena (Acreditado RA)","Por Establecer","entre 6 y 11","5","9","6","6","5"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","7","DT BOLIVAR","Mujer","Indigena (Acreditado RA)","Intelectual","entre 12 y 17","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS, CIFRA DE DIRECCION TERRITORIAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ubicación, Sujetos Atención y Eventos)","48","COLOMBIA","2","DT MAGDALENA MEDIO","Hombre","Ninguna","Psicosocial (Mental)","entre 6 y 11","1","2","3","2","1"
