"ruta","planta_turistica","nombre_del_establecimiento","direcci_n","tel_fono","email","servicios_que_presta","registro_nacional_de_turismo","latitud","longitud","localizacionfinal"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ALMACEN Y TALABARTERIA CANAGUAY","Calle 10 No. 20-58","3123503887 - 6356254","talabarteriacanaguay@hotmail.com","El establecimiento comercializa principalmente manillas; botas de cauchos; chinchorros de nylon; articulos en cuero cotizas; rejos; bolsos; correas; aperos de cabeza; billeteras; botas; llaveros; fundas para cuchillos y macheta; silla; souvenirs y sus accesorios.Se especializa en la venta de  Talabarteria.
Atencion: Lunes a sabado: 7:30 am a 7:30 pm","NO","5.347411","-72.399460","POINT (-72.39946 5.347411)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","TALABARTERIA LA REMONTA","Carrera 19 No. 14-28","3118649617
3133918996","Sin información","El establecimiento comercializa principalmente monturas; galápagos; manilas; sombreros; cinturones mexicanos; correas; botas; llaveros; aperos de cabeza; cotizas; ponchos bordados; mandador; billeteras y estuches en cuero para celulares. Se especializa en la venta de  Artículos en Cuero.
Atencion: Lunes a Sábado: 7:30 am a 7:30 pm","NO","5.343429","-72.398838","POINT (-72.398838 5.343429)"
"Prestadores de Servicios Turístico del Sector Artesanal","ARTESANOS EN EL PERIMETRO URBANO DEL MUNICIPIO DE YOPAL","PONCHOS SOBREROS Y COTIZAS DEL CASANARE","Calle 11 No. 21- 87","3143845349","jeison_20486@hotmail.com","venta de pochos bordados; sombreros; cotizas; alpargatas en hilo; botas; vestidos tipicos de la region; ruanas; artesanias en madera; sandalias; correas; llaveros; bolsos; carriel y cuatros. Atencion: Lunes a Sábado: 8:00 am a 8:00 pm.","NO","5.347090","-72.398145","POINT (-72.398145 5.34709)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIAS COLOMBIANAS DE YOPAL","Carrera 22 No.13-08","3103414710-
3125237878","gustavofonseca.62@hotmail.com
Norisfon@hotmail.com","Venta de artesanías en cuero; madera; fique; cerámica; palma de cumare; esparto costeña de toda clase; ponchos bordados; sombreros; bolsos; vestidos para bailes; cotizas en cuero; manillas; aretes; bolsos wuayu; camisetas estampadas y bordadas; balcones en madera; portallaves; portarecibos; línea en madera para masajes; canastos; hamacas y chinchorros. 

Atención: Lunes a viernes: 8:00 am a 7:00 pm","NO","5.345760","-72.396652","POINT (-72.396652 5.34576)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CENTRO ARTE","Carrera 19 No. 20-35","3212073194
3114482730","www.centroartelimitada.com
Facebook centro arteyopal","El establecimiento comercializa principalmente acrílicos; óleos; recibas gemelas; cerámica y artesanías en madera mdf; venta de ponchos; bordados tipicos y camisetas y manualidades.","NO","5.338474","-72.396434","POINT (-72.396434 5.338474)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIAS ANDRES BENAVIDES","Vereda La Argelia
Morichal","6358007 Fax
6358859","Sin información","Esculturas talladas en Madera.","NO","5.224891","-72.389294","POINT (-72.389294 5.224891)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","FABRICA DE POCHOS Y BORDADOS EL CHALAN","Calle 10 No. 24- 80","3132953974","latiendadelllanerazo@hotmail.com","Ponchos  camisetas y cachuchas bordados a mano y estampados tipicos; sombreros;","NO","5.349801","-72.395637","POINT (-72.395637 5.349801)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","FABRICA DE COTIZAS CHABELLY","Calle 24 No. 20-28","3115814398","isabellyopal@hotmail.com","Artesanías en cuero; cotizas; souvenirs; botas; campechanas; sandalias tres puntadas; correas; butacos; sillas; tapetes; pochos bordados y estampados; billeteras y otros articulos en cuero.","NO","5.336084","-72.393828","POINT (-72.393828 5.336084)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","EULALIA PASTRANA","Calle 31A
Transversal 7B-44","3123099910","Sin información","El establecimiento comercializa principalmente ponchos  bordados a mano; bolsos; cojines; juegos de baño; lenceria; manualidades tejidas.
Atencion: Lunes a sabado : 8:00 am a 6:00 pm","NO","5.325707","-72.401754","POINT (-72.401754 5.325707)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","TALABARTERIA WALTER","Calle 10 No. 18-70","3213319935","jobisbueno27@hotmail.com","El establecimiento comercializa principalmente sillas; alfombras; naylon; llaveros; adornos para carros; rejos ; mandadores; cotizas; ponchos; sombreros; bolsos; botas; otros articulos en cueroy se especializa en la venta de  Talabarterias","NO","5.345779","-72.402290","POINT (-72.40229 5.345779)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIA Y GALERIA EL GRAN  LLANERAZO","Carrera 19 No. 31-75","3214636325
3104808544","castrlalia@hotmail.com","Venta  de  sombreros; ponchos; cachuchas; carteras; videos; Dvd: Folclor llanero y manualidades.","NO","5.329528","-72.391393","POINT (-72.391393 5.329528)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","PURO CUERO CASANARE","Calle 24 No. 20-30","3143349272","Sin información","El establecimiento comercializa principalmente cotiza; sandalia todo en cuero; llaveros; se especializa en la venta de  Artesanías y Manualidades.","NO","5.336115","-72393822","POINT (-72393822 5.336115)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","SOMBRERERIA SAN MARTIN","Calle 10 No. 18-28","3138718273","Sin información","Venta de bolsos; botas ; correas; llaveros; ponchos estampados; bordados; hamacas; chinchoros de cumare; rejos;cotizas  y variedad en artesanias en cuero.","NO","5.346256","-72.401471","POINT (-72.401471 5.346256)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","LA MUCURA","Calle 24 No. 14-04","3132302651","jwil.63@hotmail.com","Venta  de artesanias cerámicas; chinchorros; bolsos en cuero;  ponchos y  canastos  en  caña brava.","NO","5.334209","-72.399497","POINT (-72.399497 5.334209)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","COLOMBIANA DE PONCHOS Y RUANAS","Avenida de la cultura 
No. 10a - 08","3203010948","carolinaramirez93@hotmail.com","Fabrica de ponchos bordados a mano y calados artesanales y planos.","NO","5.339139","-72.402491","POINT (-72.402491 5.339139)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CACHARERIA EL MICO","Calle 9a No. 18-18","3132464161","pisilloarrozytopocho@hotmail.com
Nancyblancof_15@hotmail.com","Venta de artesanias ponchos; sombreros; llaveros en cuero pelo de caballo; maleteras; cuchillos; mañoco; café en pepa; kit del amor(chinchorro; cobija; maletera y toldillo); cachuchas para coleo; repisas; cotizas; anzuelos y una amplia variedad de CD de música llanera.","NO","5.346620","-72.401848","POINT (-72.401848 5.34662)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","COMERCIALIZADORA EL MUNDO DEL TEXTO","Barrio Villa Mariño
Manzana 5-bodega  6 y 7","3143656469","artelealcasanare@yahoo.com","Fabrica de bolsos en cuero; correas; billeteras y campechanas.","NO","5.284063","-72.399826","POINT (-72.399826 5.284063)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","EGO ARTESANIAS","Calle 9a No. 18- 32","3112819317","ofeliamariao21@hotmail.com","Venta de artesanías típicas de la region ponchos bordados; sombreros; instrumentos musicales; portaretratos; papeleras; llaveros; aretes; hamacas; cotizas; chinchorros de cumare; toallas timbradas y mochilas de cumare.","NO","5.346720","-72.401690","POINT (-72.40169 5.34672)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIAS CLAUDIA HERRERA","Carrera 10 No. 21-38","3124261650","lilianaosherrera@yahoo.es","Fabrica especializado en la elaboración de artesanías con material reciclable; botellas de vidrio y plástico.","NO","5.334930","-72.404146","POINT (-72.404146 5.33493)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","EL PORTAL DEL CUERO","Calle 13 No. 22-34","3102580045","eulisesrincon@gmail.com","Fabrica de bolsos; zapatos; correas en cuero y  llaveros.","NO","5.346013","-72.396527","POINT (-72.396527 5.346013)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","BORSETTE GRANOBLES","Calle 9 No. 23-81","3112629149","borsetegranobles@gmail.com","Fabrica  y venta de bolsos; zapatos; correas; billeteras en cuero.","NO","5.349932","-72.397127","POINT (-72.397127 5.349932)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CREACIONES COBE","Calle 39 No. 11-71","3124812021","chiquitayensi1990-@hotmail.com","El establecimiento comercializa principalmente bolsos; cotizas; estuches; cachuchas; llaveros; aretes; sandalias en cuero y se especializa en la venta de  Confecciones.","NO","5.319105","-72.398759","POINT (-72.398759 5.319105)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CREACIONES DIMARS","Carrera 19 No. 16-45","3112157302","omar-barinas@hotmail.com","Fabrica de cotizas; correas; botas texanas; reparación de toda clase de cuero","NO","5.341775","-72.397993","POINT (-72.397993 5.341775)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","LA CASA LLANERA","Carrera 20 No. 13-65","3123518330","Sin información","Mochilas; bolsos;cuero y sintético; lona; gamuza; cotizas; soubvenirs; llaveros; sombreros; correas; ponchos y portacuchillos.","NO","5.344318","-72.398397","POINT (-72.398397 5.344318)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","JIMONE ARTE ORIGINARIO","Calle 16 No. 18-08","3203153443-3203638974","achagua01@gmail.com","Fabrica de campechanas.","NO","5.341610","-72.399015","POINT (-72.399015 5.34161)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CALZADO ASAREY CASANARE","Calle 40 transversal 6-67","3203822164","calzadoasarey@hotmail.com","Fábrica de calzado en cuero y sintético; botas; bolsos y correas.","NO","5.318864","-72.401134","POINT (-72.401134 5.318864)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","JOSE REINALDO CAMARGO","Calle 15 No. 21-119","3118661410","Sin información","Venta y arreglo de chinchorros; atarrayas y perezosas en cuero","NO","5.344097","-72.396113","POINT (-72.396113 5.344097)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTE Y GUSTO","Calle 12 No. 21-38","3142209524","Sin información","El establecimiento comercializa principalmente cerámicas; pinturas; pedrería y se especializa en la venta de  Artesanías y Manualidades.","NO","5.346020","-72.397738","POINT (-72.397738 5.34602)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIAS DE MI TIERRA","Carrera 23 No. 20-16","3124638592","Sin información","El establecimiento comercializa principalmente arpas; llaveros; macetas en barro y se especializa en venta de artesanías y manualidades.","NO","5.340608","-72.392719","POINT (-72.392719 5.340608)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","ARTESANIAS EL ROSAL DE MIRAFLORES","Carrera 24 No. 9-40","6358007 Fax
6358859","Sin información","El establecimiento comercializa principalmente canastas en mimbre; sombrero artesanal fique; floreros en nombre; percheros en mimbre y bambú y se especializa en la venta Artesanías y Manualidades.","NO","5.350054","-72.396612","POINT (-72.396612 5.350054)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","CHINCHORRO LOS CAMACHOS","Carrera 22 No. 14-16","3208391642
3144616945","Sin información","El establecimiento comercializa principalmente chinchorros de nylon y se especializa en la venta de  Confecciones.","NO","5.344963","-72.396209","POINT (-72.396209 5.344963)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","EGOARTESANIAS","Calle 9 No. 18-32","3112819317","ofeliamariao21@hotmail.com","El establecimiento comercializa principalmente artesanías; ponchos; sombreros e instrumentos musicales y se especializa en la venta de  Artesanías y Manualidades.","NO","5.347204","-72.402019","POINT (-72.402019 5.347204)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","EMAC DISTRIBUIDORA MAYORISTA","Calle 14 No. 18 Esquina","3204166638","Sin información","El establecimiento comercializa principalmente cotizas; llaveros; correas y sillas de montar; se especializa en la venta de  Confecciones.","NO","5.342710","-72.399725","POINT (-72.399725 5.34271)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","FUNDACION INTERNACIONAL SERES OPERANTES","Calle 16 No. 18-08","3204166638
3203153443","Fundacion.seresoperantes@gmail.com","El establecimiento comercializa principalmente chinchorro; campechana ; otras manualidades en cuero y se especializa en la venta de confecciones.","NO","5.341610","-72.398951","POINT (-72.398951 5.34161)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","LA CACHERA","Calle 24 No. 18-14","3204166638
3203153443
3102355583","Sin información","El establecimiento comercializa principalmente llaveros en cuero; cacho ; artesanía en cacho y bolsos en cuero y se especializa en la venta de  Artesanías y Manualidades.","NO","5.335305","-72.395652","POINT (-72.395652 5.335305)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","LA GARZA LLANERA","Carrera 20 No. 13-65","3138102947","Sin información","El establecimiento comercializa principalmente cotizas; ponchos; arpas y se especializa en la venta de  Artesanías y Manualidades.","NO","5.344307","-72.398397","POINT (-72.398397 5.344307)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","LLANO PONCHOS","Calle 10 No. 18-28","3133289221","Blanca-20@hotmail.es","El establecimiento comercializa principalmente sombreros; ponchos; botas y se especializa en la venta de  Artículos en Cuero.","NO","5.346267","-72.401503","POINT (-72.401503 5.346267)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","PONCHOS EL GAVAN","Carrera 21 No. 12-17","3107956196","Ponchos el gavan @hotmail.com","El establecimiento comercializa principalmente ponchos y arpas y se especializa en la venta de  Confecciones.","NO","5.341896","-72.396119","POINT (-72.396119 5.341896)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","PONCHOS Y ARTESANIAS DEL LLANO","Calle 10 No. 22-54","3112295234","Inpulsandolonuestro@gmail.com","El establecimiento comercializa principalmente ponchos; artesanias en general; se especializa en la venta de  Artesanías y Manualidades","NO","5.348360","-72.397705","POINT (-72.397705 5.34836)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","PONCHOS Y BORDADOS EL GARCERO","Calle 12 No. 21-32","311 547-4454","Ponchosybordadoselgarcero@gmail.com","El establecimiento comercializa principalmente ponchos; artesanías; bordados y se especializa en la venta de madera.","NO","5.345901","-72.397823","POINT (-72.397823 5.345901)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","PONCHOS Y COTIZAS DEL CASANARE","Calle 11 No. 21-87","3215338312","Ponchosycotizasdelcasanre@hotmail.com","El establecimiento comercializa principalmente sombreros; ponchos; cotizas; se especializa en la venta de  Artesanías y Manualidades.","NO","5347112","-72398145","POINT (-72398145 5347112)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","SOMBRERERIA SAN MARTIN 2 EL CALLEJON","Carrera 22A Peatonal entre Calle 10 y 8","3137718273","Sin información","El establecimiento comercializa principalmente sombrero; botas; correas y se especializa en la venta de  Confecciones.","NO","5347671","-72397388","POINT (-72397388 5347671)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","TALLER DE ROSSY","Calle 13 No. 25-38","3105683170","Ross201@hotmail.com","El establecimiento comercializa principalmente artesanías típicas; alquiler de artesanías para eventos; capacitaciones y se especializa en la venta de  Artesanías y Manualidades.","NO","5347254","-72393434","POINT (-72393434 5347254)"
"Prestadores de Servicios Turístico del Sector Artesanal","Artesanos en el Perímetro Urbano del Municipio de Yopal","TIENDA SOROPOMAGICO","Carrera 24 No. 13-27","3112559015","Soropomagico@gmail.com","El establecimiento comercializa principalmente artesanías; cuadros en madera; sombreros típicos y se especializa en la venta de  Artesanías y Manualidades.","NO","5346772","-72394595","POINT (-72394595 5346772)"
