"item","numero_de_proceso","tipo_de_proceso","estado","entidad","objeto","departamento_y_municipio_de_ejecuci_n","cuantia","fecha_de_estado","url"
"14","OC-MC-034-2019","Contratación Mínima Cuantía","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","SUMINISTRO E INSTALACION DE AIRES ACONDICIONADOS PARA LAS DIFERENTES SECRETARIAS DE LA ALCALDIA DE CASTILLA LA NUEVA","Meta : Castilla La Nueva","11116060.00","2019-11-23T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9822715"
"15","OC-252-2018","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","LA EJECUCIÓN DEL PROYECTO DENOMINADO “CONTRIBUCIÓN SOCIOECONÓMICA PARA EL MEJORAMIENTO EN LA PRODUCCIÓN DE GALLINAS PONEDORAS COMO OPCIÓN SOSTENIBLE A LAS VÍCTIMAS DEL CONFLICTO ARMADO DE LOS MUNICIPIOS DE CASTILLA LA NUEVA Y GUAMAL DEL DEPARTAMENTO DEL META-”","Meta : Castilla La Nueva","1035186086.00","2019-11-23T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8611237"
"16","OC-CM-006-2019","Concurso de Méritos Abierto","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA JURIDICA Y CONTABLE AL CONTRATO CUYO OBJETO ES “EJECUTAR LAS ACTIVIDADES DEL PROYECTO: FORTALECIMIENTO DE LA SALUD PUBLICA A TRAVES DE LA PROMOCION DE CONDUCTAS SALUDABLES PARA MIGENTE EN EL MUNICIPIO DE CASTILLA LA NUEVA”","Meta : Castilla La Nueva","85000000.00","2019-11-26T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-15-10001471"
"17","OC-SAMC-004-2019","Selección Abreviada de Menor Cuantía (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“PRESTAR EL SERVICIO DE OPERADOR LOGÍSTICO Y ASISTENCIAL, PARA LAS DIFERENTES ACTIVIDADES Y EVENTOS DEPORTIVOS, LUDICOS, PEDAGOGICOS Y RECREATIVOS PARA LA PARTICIPACION DEPORTIVA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE DE LA PRIMERA INFANCIA - INFANCIA - ADOLESCENCIA Y JUVENTUD DEL MUNICIPIO DE CASTILLA LA NUEVA –META”","Meta : Castilla La Nueva","231550937.00","2019-11-27T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9098941"
"18","OC-252-2019","Contratación Directa (Ley 1150 de 2007)","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“CAPACITACIÓN Y SENSIBILIZACIÓN EN DERECHOS HUMANOS A FAMILIAS Y COMUNIDADES DE CASTILLA LA NUEVA”","Meta : Castilla La Nueva","5000000.00","2019-11-28T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10140627"
"19","OC-130-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTORA PARA CURSOS COMPLEMENTARIOS EN CONFECCION, EN DESARROLLO DEL CONVENIO INTERADMINISTRATIVO DE COOPERACIÓN N° 02 DE 2019 CELEBRADO ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE – SENA Y EL MUNICIPIO DE CASTILLA LA NUEVA- META”","Meta : Castilla La Nueva","40560000.00","2019-11-29T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9264427"
"20","OC-143-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR PARA EL TECNICO EN NOMINA Y PRESTACIONES SOCIALES, EN DESARROLLO DEL CONVENIO INTERADMINISTRATIVO DE COOPERACIÓN N° 02 DE 2019 CELEBRADO ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE – SENA Y EL MUNICIPIO DE CASTILLA LA NUEVA- META”","Meta : Castilla La Nueva","33180000.00","2019-11-29T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9316481"
"21","OC-157-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTORA DE SEGUIMIENTO Y ACOMPAÑAMIENTO A LA ETAPA PRODUCTIVA, EN DESARROLLO DEL CONVENIO INTERADMINISTRATIVO DE COOPERACIÓN N° 02 DE 2019 CELEBRADO ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE – SENA Y EL MUNICIPIO DE CASTILLA LA NUEVA- META”","Meta : Castilla La Nueva","21600000.00","2019-11-29T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9421557"
"22","OC-168-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR DE PATINAJE PARA LA FORMACION DE NIÑOS, NIÑAS, JOVENES Y APOYO A EVENTOS DEPORTIVOS Y RECREATIVOS DE LA SECRETARIA DE EDUCACION, CULTURA Y DEPORTE DEL MUNICIPIO DE CASTILLA LA NUEVA – META”","Meta : Castilla La Nueva","11500000.00","2019-12-02T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9476561"
"23","OC-MC-039-2019","Contratación Mínima Cuantía","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","APOYO LOGISTICO PARA LA CELEBRACIÓN DEL ENCUENTRO MUNICIPAL DE JUVENTUD 2019","Meta : Castilla La Nueva","10000000.00","2019-12-02T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9997012"
"24","OC-128-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“APOYO PARA LA REVISION ORGANIZACIÓN Y FOLIACION DE LOS EXPEDIENTES CONTRACTUALES DEL ARCHIVO DE GESTION, VIGENCIAS 2016, 2017 y 2018, CORRESPONDIENTE A LA OFICINA DE CONTRATACION MUNICIPIO DE CASTILLA LA NUEVA-META”","Meta : Castilla La Nueva","12000000.00","2019-12-03T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9245421"
"25","OC-SAMC-017-2019","Selección Abreviada de Menor Cuantía (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“APOYO LOGÍSTICO PARA EL DESARROLLO Y PUESTA EN MARCHA DE LA VITRINA TURISTICA, GASTRONOMICA, COMERCIAL Y AGROPECUARIA DE CASTILLA LA NUEVA – META - 2019”","Meta : Castilla La Nueva","78273500.00","2019-12-03T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9852974"
"26","OC-CM-007-2019","Concurso de Méritos Abierto","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INTERVENTORIA TECNICA, LEGAL, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA LA “CONSTRUCCIÓN DE LA LINEA DE DISTRIBUCION PARA EL MEJORAMIENTO DEL SERVICIO DE ACUEDUCTO DEL SECTOR LA PRADERA EN EL MUNICIPIO DE CASTILLA LA NUEVA, META”","Meta : Castilla La Nueva","49997850.00","2019-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-15-10032205"
"27","OC-LP-011-2019","Licitación obra pública","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“CONSTRUCCIÓN DE LA LINEA DE DISTRIBUCION PARA EL MEJORAMIENTO DEL SERVICIO DE ACUEDUCTO DEL SECTOR LA PRADERA EN EL MUNICIPIO DE CASTILLA LA NUEVA, META”","Meta : Castilla La Nueva","628326988.00","2019-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14765"
"28","OC-SAMC-018-2019","Selección Abreviada de Menor Cuantía (Ley 1150 de 2007)","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“SERVICIO DE ALQUILER Y MONTAJE DE FIGURAS Y ELEMENTOS DEL ALUMBRADO NAVIDEÑO PARA EL CENTRO POBLADO DE SAN LORENZO DEL MUNICIPIO DE CASTILLA LA NUEVA – META”","Meta : Castilla La Nueva","29999992.00","2019-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-10032073"
"29","OC-SASI-009-2019","Subasta","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“SUMINISTRO DE MAQUINAS Y EQUIPOS PARA EL TALLER DE CONFECCION, EN DESARROLLO DEL CONVENIO INTERADMINISTRATIVO No 02 DE 2019 CELEBRADO ENTRE EL SERVICIO NACIONAL DE APRENDIZAJE- SENA Y EL MUNICIPIO DE CASTILLA LA NUEVA META”","Meta : Castilla La Nueva","38300000.00","2019-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-9-458690"
"30","OC-048-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR DE ATLETISMO PARA ORIENTAR Y MANEJAR ALUMNOS EN PROCESOS DE INICIACIÓN, PRINCIPIANTES, INTERMEDIOS Y AVANZADOS EN EL ÁREA URBANA Y RURAL DEL MUNICIPIO DE CASTILLA LA NUEVA - META”","Meta : Castilla La Nueva","30000000.00","2019-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8982347"
"31","OC-CM-008-2019","Concurso de Méritos Abierto","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INTERVENTORIA TECNICA, LEGAL, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL PARA LA CONSTRUCCIÓN DE REDES ELÉCTRICAS Y REDES DE ALUMBRADO PÚBLICO EN DIFERENTES SECTORES DEL MUNICIPIO DE CASTILLA LA NUEVA”","Meta : Castilla La Nueva","53955344.00","2019-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-15-10060303"
"32","OC-LP-012-2019","Licitación obra pública","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","CONSTRUCCIÓN DE REDES ELÉCTRICAS Y REDES DE ALUMBRADO PÚBLICO EN DIFERENTES SECTORES DEL MUNICIPIO DE CASTILLA LA NUEVA","Meta : Castilla La Nueva","806904446.00","2019-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14972"
"33","OC-SASI-014-2019","Subasta","Terminado Anormalmente después de Convocado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“SUMINISTRO DE ELEMENTOS DE RESCATE PARA LA JUNTA DE LA DEFENSA CIVIL DE CASTILLA LA NUEVA”","Meta : Castilla La Nueva","60000000.00","2019-12-09T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-9-461774"
"34","OC-MC-017-2019","Contratación Mínima Cuantía","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","APOYO LOGISTICO PARA LA REALIZACION DE TARDES DEPORTIVAS COMO ESTRATEGIA DE MANTENIMIENTO Y MEJORAMIENTO CONTINUO DEL SISTEMA INTEGRADO DE GESTION Y SU COMPONENTE DEL SISTEMA DE GESTION DE SEGURIDAD Y SALUD DEL TRABAJO DEL GOBIERNO MUNICIPAL DE CASTILLA LA NUEVA – META","Meta : Castilla La Nueva","20000000.00","2019-12-10T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9243302"
"35","OC-MC-045-2019","Contratación Mínima Cuantía","Celebrado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","SERVICIO DE AVALUOS COMERCIALES PARA LA ADQUISICION DE UN PREDIO PARA LA CONSTRUCCION DE VIVIENDA DE INTERES SOCIAL EN LA VEREDA VIOLETAS DEL MUNICIPIO DE CASTILLA LA NUEVA- META","Meta : Castilla La Nueva","8796939.00","2019-12-10T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10158753"
"36","OC-050-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR DE COLEO Y TRABAJO DE LLANO CON CAPACIDAD Y LIDERAZGO PARA ORIENTAR Y MANEJAR ALUMNOS EN PROCESOS DE INICIACIÓN, PRINCIPIANTES, INTERMEDIOS Y AVANZADOS DEL MUNICIPIO DE CASTILLA LA NUEVA-META TANTO EN LA ZANA URBANA COMO RURAL”","Meta : Castilla La Nueva","19500000.00","2019-12-11T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8989045"
"37","OC-107-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“MEJORAMIENTO DE LAS CONDICIONES DE COBERTURA Y CALIDAD DEL PROGRAMA DE EDUCACIÓN FORMAL A ADULTOS EN LA INSITUCIÓN EDUCATIVA SAN LORENZO DEL MUNICIPIO DE CASTILLA LA NUEVA – META”","Meta : Castilla La Nueva","50000000.00","2019-12-11T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9104687"
"38","OC-MC-015-2019","Contratación Mínima Cuantía","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","SUMINISTRO DE ELEMENTOS PARA MANTENIMIENTO Y REPARACIONES LOCATIVAS DE LAS SEDES DE LA ADMINISTRACIÓN MUNICIPAL DE CASTILLA LA NUEVA","Meta : Castilla La Nueva","10000000.00","2019-12-11T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9189288"
"39","OC-054-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“PROMOTORA DE LECTURA, PARA QUE REALICE ACTIVIDADES DE LECTURA Y ESCRITURA DIRIGIDO A NIÑOS, NIÑAS Y ADOLESCENTES, EN LAS BIBLIOTECAS PUBLICAS DE EL MUNICIPIO DE CASTILLA LA NUEVA- META”","Meta : Castilla La Nueva","18000000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9004113"
"40","OC-055-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA",""" INSTRUCTOR DE ARPA, EN APOYO AL FOMENTO, PROMOCIÓN, DIVULGACIÓN Y FORMACIÓN ARTÍSTICA Y CULTURAL DEL MUNICIPIO DE CASTILLA LA NUEVA-META”","Meta : Castilla La Nueva","25500000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9004245"
"41","OC-056-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","PROMOTORA DE LECTURA PARA EL APOYO DE ACTIVIDADES DE ESCRITURA Y LECTURA DIRIGIDA A NIÑOS, NIÑAS Y ADOLESCENTES, HACIENDO EXTENSION BIBLIOTECARIA DESDE LAS BIBLIOTECAS PÙBLICAS, EN EL AREA URBANA Y RURAL DEL MUNICIPIO DE CASTILLA LA NUEVA-META”","Meta : Castilla La Nueva","18000000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9005840"
"42","OC-057-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","PROMOTORA DE LECTURA PARA LAS BIBLIOTECAS MUNICIPALES, A TRAVÉS DE LA PROMOCIÓN, DIVULGACIÓN Y DIFUSIÓN DE ACTIVIDADES PROGRAMADAS Y REALIZADAS POR LA SECRETARIA DE EDUCACIÓN, CULTURA Y DEPORTE EN EL AREA URBANA Y RURAL DEL MUNICIPIO DE CASTILLA LA NUEVA-META”","Meta : Castilla La Nueva","16200000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9006407"
"43","OC-058-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR DE BANDOLA Y CANTO LLANERO PARA ORIENTAR Y MANEJAR ALUMNOS EN PROCESOS DE COBERTURA, INICIACION Y FORMACION EN EL AREA URBANA Y RURAL DEL MUNICIPIO DE CASTILLA LA NUEVA","Meta : Castilla La Nueva","30500000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9014732"
"44","OC-059-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR EN LA MODALIDAD DE BAJO ELÉCTRICO E INSTRUMENTOS DE MÚSICA TRADICIONAL LLANERA, INICIACIÓN Y FORMACIÓN DEL MUNICIPIO DE CASTILLA LA NUEVA-META TANTO EN LA ZANA URBANA COMO RURAL”","Meta : Castilla La Nueva","17500000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9015054"
"45","OC-061-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","INSTRUCTOR EN LA MODALIDAD DE CUATRO LLANERO E INSTRUMENTOS DE MÚSICA TRADICIONAL LLANERA, INICIACIÓN Y FORMACIÓN DEL MUNICIPIO DE CASTILLA LA NUEVA-META TANTO EN LA ZANA URBANA COMO RURAL”","Meta : Castilla La Nueva","23000000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9015553"
"46","OC-063-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“INSTRUCTOR DE FUTBOL PARA ORIENTAR Y MANEJAR PROCESOS DE INICIACION, PRINCIPIANTES, INTERMEDIOS Y AVANZADOS EN LA ZONA URBANA Y RURAL DEL MUNICIPIO DE CASTILLA LA NUEVA -META”","Meta : Castilla La Nueva","27000000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9016177"
"47","OC-064-2019","Contratación Directa (Ley 1150 de 2007)","Liquidado","META - ALCALDIA MUNICIPIO DE CASTILLA LA NUEVA","“PROMOTORA DE LECTURA, PARA LAS ACTIVIDADES LÚDICO-PEDAGÓGICAS EN LA PROMOCIÓN DE LA LECTURA Y ESCRITURA, DIRIGIDA A NIÑOS, NIÑAS Y ADOLESCENTES DEL MUNICIPIO DE CASTILLA LA NUEVA-META TANTO EN LA ZANA URBANA COMO RURAL”","Meta : Castilla La Nueva","18000000.00","2019-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9016242"
