"descripci_n","a","fecha","clasificaci_n","nombre","ruta_de_acceso","enlace"
"Sesión Pública Ordinaria del día 08 de Febrero del año 2007.","2007","08 de Febrero","Actas","Acta N° 006 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20006%20del%202007.pdf"
"Sesión Pública Ordinaria del día 05 de Febrero del año 2008.","2008","05 de Febrero","Actas","Acta N° 006 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20006%20del%202008.pdf"
"Sesión Pública Ordinaria del día 09 de Febrero del año 2010.","2010","09 de Febrero","Actas","Acta N° 006 del 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20006%20del%202010.pdf"
"Sesión Pública Ordinaria del día 04 de Febrero del año 2004.","2004","04 de Febrero","Actas","Acta N° 007 de 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20007%20de%202004.pdf"
"Sesión Pública Ordinaria del día 09 de Febrero del año 2007.","2007","09 de Febrero","Actas","Acta N° 007 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20007%20del%202007.pdf"
"Sesión Pública Ordinaria del dia 06 de Febrero del año 2008.","2008","06 de Febrero","Actas","Acta N° 007 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20007%20del%202008.pdf"
"Sesión Pública Ordinaria del día 12 de Febrero del año 2009.","2009","12 de Febrero","Actas","Acta N° 007 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20007%20del%202009.pdf"
"Sesión Pública Ordinaria del día 10 de Febrero del año 2010.","2010","10 de Febrero","Actas","Acta N° 007 del 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20007%20del%202010.pdf"
"Sesión Pública Ordinaria del día 05 de Febrero del año 2004.","2004","05 de Febrero","Actas","Acta N° 008 de 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20008%20de%202004.pdf"
"Sesión Pública Ordinaria del día 05 de Febrero del año 2005.","2005","05 de Febrero","Actas","Acta N° 008 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20008%20del%202005.pdf"
"Sesión Pública Ordinaria del día 08 de Febrero del año 2006.","2006","08 de Febrero","Actas","Acta N° 008 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20008%20del%202006.pdf"
"Sesión Pública Ordinaria del día 07 de Febrero del año 2008.","2008","07 de Febrero","Actas","Acta N° 008 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20008%20del%202008.pdf"
"Sesión Pública Ordinaria del día 06 de Febrero del año 2004.","2004","06 de Febrero","Actas","Acta N° 009 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202004.pdf"
"Sesión Pública Ordinaria del día 07 de Febrero del año 2005.","2005","07 de Febrero","Actas","Acta N° 009 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202005.pdf"
"Sesión Pública Ordinaria del día 09 de Febrero del año 2006.","2006","09 de Febrero","Actas","Acta N° 009 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202006.pdf"
"Sesión Pública Ordinaria del día 14 de Febrero del año 2007.","2007","14 de Febrero","Actas","Acta N° 009 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202007.pdf"
"Sesión Pública Ordinaria del día 11 de Febrero del año 2008.","2008","11 de Febrero","Actas","Acta N° 009 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202008.pdf"
"Sesión Pública Ordinaria del día 05 de Febrero del año 2005.","2009","14 de Febrero","Actas","Acta N° 009 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202009.pdf"
"Sesión Pública Ordinaria del día 13 de Febrero del año 2010.","2010","13 de Febrero","Actas","Acta N° 009 del 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20009%20del%202010.pdf"
"Sesión Pública Ordinaria del día 09 de Febrero del año 2004.","2004","09 de Febrero","Actas","Acta N° 010 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202004.pdf"
"Sesión Pública Ordinaria del día 10 de Febrero del año 2006.","2006","10 de Febrero","Actas","Acta N° 010 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202006.pdf"
"Sesión Pública Ordinaria del día 15 de Febrero del año 2007.","2007","15 de Febrero","Actas","Acta N° 010 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202007.pdf"
"Sesión Pública Ordinaria del día 12 de Febrero del año 2008.","2008","12 de Febrero","Actas","Acta N° 010 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202008.pdf"
"Sesión Pública Ordinaria del día 16 de Febrero del año 2009.","2009","16 de Febrero","Actas","Acta N° 010 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202009.pdf"
"Sesión Pública Ordinaria del día 15 de Febrero del año 2010.","2010","15 de Febrero","Actas","Acta N° 010 del 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20010%20del%202010.pdf"
"Sesión Pública Ordinaria del día 13 de Febrero del año 2008.","2008","13 de Febrero","Actas","Acta N° 011 de 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20de%202008.pdf"
"Sesión Pública Ordinaria del día 16 de Febrero del año 2010.","2010","16 de Febrero","Actas","Acta N° 011 de 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20de%202010.pdf"
"Sesión Pública Ordinaria del día 10 de Febrero del año 2004.","2004","10 de Febrero","Actas","Acta N° 011 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20del%202004.pdf"
"Sesión Pública Ordinaria del día 09 de Febrero del año 2005.","2005","09 de Febrero","Actas","Acta N° 011 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20del%202005.pdf"
"Sesión Pública Ordinaria del día 13 de Febrero del año 2006.","2006","13 de Febrero","Actas","Acta N° 011 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20del%202006.pdf"
"Sesión Pública Ordinaria del día 19 de Febrero del año 2007.","2007","19 de Febrero","Actas","Acta N° 011 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20del%202007.pdf"
"Sesión Pública Ordinaria del día 17 de Febrero del año 2009.","2009","17 de Febrero","Actas","Acta N° 011 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20011%20del%202009.pdf"
"Sesión Pública Ordinaria del día 11 de Febrero del año 2004.","2004","11 de Febrero","Actas","Acta N° 012 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20012%20del%202004.pdf"
"Sesión Pública Ordinaria del día 14 de Febrero del año 2006.","2006","14 de Febrero","Actas","Acta N° 012 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20012%20del%202006.pdf"
"Sesión Pública Ordinaria del día 20 de Febrero del año 2007.","2007","20 de Febrero","Actas","Acta N° 012 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20012%20del%202007.pdf"
"Sesión Pública Ordinaria del día 14 de Febrero del año 2008.","2008","14 de Febrero","Actas","Acta N° 012 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20012%20del%202008.pdf"
"Sesión Pública Ordinaria del día 18 de Febrero del año 2009.","2009","18 de Febrero","Actas","Acta N° 012 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20012%20del%202009.pdf"
"Sesión Pública Ordinaria del día 12 de Febrero del año 2004.","2004","12 de Febrero","Actas","Acta N° 013 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20013%202004.pdf"
"Sesión Pública Ordinaria del día 21 de Febrero del año 2007.","2007","21 de Febrero","Actas","Acta N° 013 de 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20013%20de%202007.pdf"
"Sesión Pública Ordinaria del día 15 de Febrero del año 2008.","2008","15 de Febrero","Actas","Acta N° 013 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20013%20del%202008.pdf"
"Sesión Pública Ordinaria del día 19 de Febrero del año 2009.","2009","19 de Febrero","Actas","Acta N° 013 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20013%20del%202009.pdf"
"Sesión Pública Ordinaria del día 13 de Febrero del año 2004.","2004","13 de Febrero","Actas","Acta N° 014 de 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20de%202004.pdf"
"Sesión Pública Ordinaria del día 14 de Febrero del año 2005.","2005","14 de Febrero","Actas","Acta N° 014 de 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20de%202005.pdf"
"Sesión Pública Ordinaria del día 17 de Febrero del año 2006.","2006","17 de Febrero","Actas","Acta N° 014 de 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20de%202006.pdf"
"Sesión Pública Ordinaria del día 22 de Febrero del año 2007.","2007","22 de Febrero","Actas","Acta N° 014 de 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20de%202007.pdf"
"Sesión Pública Ordinaria del día 20 de Febrero del año 2010.","2010","20 de Febrero","Actas","Acta N° 014 de 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20de%202010.pdf"
"Sesión Pública Ordinaria del día 16 de Febrero del año 2008.","2008","16 de Febrero","Actas","Acta N° 014 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20del%202008.pdf"
"Sesión Pública Ordinaria del día 20 de Febrero del año 2009.","2009","20 de Febrero","Actas","Acta N° 014 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20014%20del%202009.pdf"
"Sesión Pública Ordinaria del día 18 de Febrero del año 2008.","2008","18 de Febrero","Actas","Acta N° 015 de 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20de%202008.pdf"
"Sesión Pública Ordinaria del día 23 de Febrero del año 2009.","2009","23 de Febrero","Actas","Acta N° 015 de 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20de%202009.pdf"
"Sesión Pública Ordinaria del día 22 de Febrero del año 2010.","2010","22 de Febrero","Actas","Acta N° 015 de 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20de%202010.pdf"
"Sesión Pública Ordinaria del día 16 de Febrero del año 2004.","2004","16 de Febrero","Actas","Acta N° 015 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20del%202004.pdf"
"Sesión Pública Ordinaria del día 15 de Febrero del año 2005.","2005","15 de Febrero","Actas","Acta N° 015 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20del%202005.pdf"
"Sesión Pública Ordinaria del día 28 de Febrero del año 2006.","2006","28 de Febrero","Actas","Acta N° 015 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20del%202006.pdf"
"Sesión Pública Ordinaria del día 23 de Febrero del año 2007.","2007","23 de Febrero","Actas","Acta N° 015 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20015%20del%202007.pdf"
"Sesión Pública Ordinaria del día 17 de Febrero del año 2004.","2004","17 de Febrero","Actas","Acta N° 016 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202004.pdf"
"Sesión Pública Ordinaria del día 16 de Febrero del año 2005.","2005","16 de Febrero","Actas","Acta N° 016 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202005.pdf"
"Sesión Pública Ordinaria del día 02 de Mayo del año 2006.","2006","02 de Mayo","Actas","Acta N° 016 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202006.pdf"
"Sesión Pública Ordinaria del día 26 de Febrero del año 2007.","2007","26 de Febrero","Actas","Acta N° 016 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202007.pdf"
"Sesión Pública Ordinaria del día 19 de Febrero del año 2008.","2008","19 de Febrero","Actas","Acta N° 016 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202008.pdf"
"Sesión Pública Ordinaria del día 24 de Febrero del año 2009.","2009","24 de Febrero","Actas","Acta N° 016 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202009.pdf"
"Sesión Pública Ordinaria del día 23 de Febrero del año 2010.","2010","23 de Febrero","Actas","Acta N° 016 del 2010.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20016%20del%202010.pdf"
"Sesión Pública Ordinaria del día 18 de Febrero del año 2004.","2004","18 de Febrero","Actas","Acta N° 017 del 2004.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202004.pdf"
"Sesión Pública Ordinaria del día 17 de Febrero del año 2005.","2005","17 de Febrero","Actas","Acta N° 017 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202005.pdf"
"Sesión Pública Ordinaria del día 03 de Mayo del año 2006.","2006","03 de Mayo","Actas","Acta N° 017 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202006.pdf"
"Sesión Pública Ordinaria del día 27 de Febrero del año 2007.","2007","27 de Febrero","Actas","Acta N° 017 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202007.pdf"
"Sesión Pública Ordinaria del día 20 de Febrero del año 2008.","2008","20 de Febrero","Actas","Acta N° 017 del 2008.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202008.pdf"
"Sesión Pública Ordinaria del día 25 de Febrero del año 2009.","2009","25 de Febrero","Actas","Acta N° 017 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20017%20del%202009.pdf"
"Sesión Pública Ordinaria del día 18 de Febrero del año 2005.","2005","18 de Febrero","Actas","Acta N° 018 del 2005.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20018%20del%202005.pdf"
"Sesión Pública Ordinaria del día 04 de Mayo del año 2006.","2006","04 de Mayo","Actas","Acta N° 018 del 2006.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20018%20del%202006.pdf"
"Sesión Pública Ordinaria del día 28 de Febrero del año 2007.","2007","28 de Febrero","Actas","Acta N° 018 del 2007.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20018%20del%202007.pdf"
"Sesión Pública Ordinaria del día 26 de Febrero del año 2009.","2009","26 de Febrero","Actas","Acta N° 018 del 2009.pdf","Transparencia/Normatividad","http://www.alcaldiadesincelejo.gov.co/Transparencia/Normatividad/Acta%20N%C2%B0%20018%20del%202009.pdf"
