"fecha_corte","nom_reporte","param_hecho","hecho","etnia","sexo","ciclo_vital","discapacidad","per_ocu","per_sa","eventos"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","14","Lesiones Personales Psicologicas","Ninguna","Hombre","entre 29 y 60","Por Establecer","801","770","803"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","20","Sin informacion","Ninguna","Mujer","entre 29 y 60","Multiple","19","19","19"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Indigena","Hombre","entre 18 y 28","Por Establecer","3","3","3"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","No Informa","entre 6 y 11","Ninguna","8","6","8"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","2","Amenaza","Ninguna","Mujer","entre 29 y 60","Multiple","1512","1456","1736"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","9","Tortura","Ninguna","Mujer","entre 29 y 60","Fisica","97","97","99"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Indigena","Mujer","entre 12 y 17","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Gitano(a) ROM","Hombre","entre 29 y 60","Multiple","9","7","10"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Indigena","Hombre","entre 12 y 17","Psicosocial (Mental)","3","3","3"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","9","Tortura","Ninguna","Mujer","entre 29 y 60","Visual","17","17","17"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","4","Desaparición forzada","Ninguna","Hombre","entre 6 y 11","Intelectual","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","12","Perdida de Bienes Muebles o Inmuebles","Indigena","Hombre","entre 61 y 100","Psicosocial (Mental)","1","1","3"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","4","Desaparición forzada","Negro(a) o Afrocolombiano(a)","Mujer","entre 18 y 28","Multiple","7","7","7"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Hombre","entre 61 y 100","Fisica","600","525","686"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Indigena","Mujer","entre 61 y 100","Auditiva","88","65","109"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Hombre","entre 29 y 60","Visual","260","245","299"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","ND","Visual","76","19","78"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Mujer","entre 12 y 17","Multiple","12","12","14"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","LGBTI","entre 12 y 17","Ninguna","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","4","Desaparición forzada","Raizal del Archipielago de San Andres y Providencia","Mujer","entre 61 y 100","Ninguna","29","26","33"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","entre 18 y 28","Intelectual","2177","1925","2489"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","4","Desaparición forzada","Indigena","Hombre","entre 12 y 17","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Gitano(a) ROM","Hombre","entre 18 y 28","Visual","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Gitano (RROM) (Acreditado RA)","Hombre","entre 61 y 100","Ninguna","32","26","34"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Raizal del Archipielago de San Andres y Providencia","Mujer","entre 29 y 60","Auditiva","4","4","5"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","entre 61 y 100","Auditiva","2619","1970","2956"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Ninguna","Mujer","entre 61 y 100","Intelectual","17","17","18"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","8","Secuestro","Ninguna","Mujer","entre 0 y 5","Ninguna","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Negro(a) o Afrocolombiano(a)","Hombre","entre 18 y 28","Ninguna","108696","90117","126533"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","9","Tortura","Ninguna","Hombre","entre 61 y 100","Auditiva","9","8","10"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Raizal del Archipielago de San Andres y Providencia","Hombre","entre 12 y 17","Ninguna","26","22","27"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","entre 18 y 28","Multiple","4123","3554","4801"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","Hombre","ND","Auditiva","5","0","5"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","14","Lesiones Personales Psicologicas","Gitano(a) ROM","Hombre","entre 61 y 100","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","13","Lesiones Personales Fisicas","Indigena","Mujer","entre 61 y 100","Ninguna","5","4","5"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","2","Amenaza","Ninguna","Mujer","entre 29 y 60","Ninguna","97456","95672","103368"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","20","Sin informacion","Ninguna","Hombre","ND","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Negro(a) o Afrocolombiano(a)","Hombre","entre 6 y 11","Intelectual","25","20","33"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","4","Desaparición forzada","Gitano (RROM) (Acreditado RA)","Mujer","entre 61 y 100","Ninguna","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","10","Vinculación de Niños Niñas y Adolescentes a Actividades Relacionadas con grupos armados","Ninguna","LGBTI","entre 29 y 60","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Mujer","entre 29 y 60","Multiple","473","453","518"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Ninguna","Hombre","entre 29 y 60","Multiple","40","37","45"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","15","Confinamiento","Indigena","Mujer","entre 18 y 28","Visual","1","1","3"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","LGBTI","entre 61 y 100","Fisica","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","11","Abandono o Despojo Forzado de Tierras","Negro(a) o Afrocolombiano(a)","Hombre","entre 61 y 100","Ninguna","111","95","136"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","8","Secuestro","Ninguna","Mujer","entre 12 y 17","Auditiva","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Afrocolombiano (Acreditado RA)","Mujer","entre 6 y 11","Por Establecer","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Indigena","Hombre","entre 61 y 100","Multiple","217","164","280"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","8","Secuestro","Indigena","Mujer","entre 18 y 28","Psicosocial (Mental)","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Mujer","entre 18 y 28","Psicosocial (Mental)","11","11","11"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Gitano(a) ROM","Hombre","entre 29 y 60","Ninguna","9","6","9"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Indigena","Mujer","entre 6 y 11","Por Establecer","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Ninguna","Mujer","entre 6 y 11","Intelectual","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Gitano(a) ROM","Mujer","entre 12 y 17","Ninguna","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","20","Sin informacion","Negro(a) o Afrocolombiano(a)","Mujer","entre 61 y 100","Ninguna","36","30","38"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","10","Vinculación de Niños Niñas y Adolescentes a Actividades Relacionadas con grupos armados","Negro(a) o Afrocolombiano(a)","Hombre","entre 18 y 28","Fisica","4","4","6"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Negro(a) o Afrocolombiano(a)","Hombre","entre 29 y 60","Psicosocial (Mental)","6","6","7"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","7","Minas Antipersonal, Munición sin Explotar y Artefacto Explosivo improvisado","Ninguna","Mujer","entre 12 y 17","Ninguna","56","47","57"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","2","Amenaza","Indigena","Mujer","entre 6 y 11","Ninguna","606","597","694"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","Hombre","ND","Ninguna","55609","9815","56208"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","11","Abandono o Despojo Forzado de Tierras","Ninguna","LGBTI","entre 61 y 100","Ninguna","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","entre 61 y 100","Multiple","9038","5988","10532"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","13","Lesiones Personales Fisicas","Ninguna","Mujer","entre 18 y 28","Fisica","26","26","26"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","12","Perdida de Bienes Muebles o Inmuebles","Indigena","Mujer","entre 29 y 60","Fisica","44","43","52"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","13","Lesiones Personales Fisicas","Negro(a) o Afrocolombiano(a)","LGBTI","entre 61 y 100","Auditiva","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","7","Minas Antipersonal, Munición sin Explotar y Artefacto Explosivo improvisado","Negro(a) o Afrocolombiano(a)","Mujer","entre 18 y 28","Visual","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","12","Perdida de Bienes Muebles o Inmuebles","Palenquero","Mujer","entre 61 y 100","Por Establecer","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","Mujer","entre 61 y 100","Intelectual","418","349","504"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","11","Abandono o Despojo Forzado de Tierras","Indigena","Mujer","entre 29 y 60","Multiple","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Mujer","entre 6 y 11","Intelectual","190","161","229"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","8","Secuestro","Indigena","Hombre","ND","Fisica","1","0","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Ninguna","Hombre","ND","Por Establecer","154","28","165"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Indigena","Hombre","entre 18 y 28","Visual","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Negro (Acreditado RA)","Hombre","entre 29 y 60","Ninguna","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","13","Lesiones Personales Fisicas","Ninguna","LGBTI","entre 29 y 60","Psicosocial (Mental)","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Negro(a) o Afrocolombiano(a)","Mujer","entre 18 y 28","Fisica","15","15","17"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Hombre","entre 61 y 100","Multiple","412","341","466"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","10","Vinculación de Niños Niñas y Adolescentes a Actividades Relacionadas con grupos armados","Ninguna","LGBTI","entre 29 y 60","Ninguna","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","20","Sin informacion","Ninguna","Hombre","entre 61 y 100","Intelectual","1","0","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","15","Confinamiento","Negro(a) o Afrocolombiano(a)","Hombre","entre 6 y 11","Fisica","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Ninguna","Mujer","entre 0 y 5","Fisica","2","2","2"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","6","Homicidio","Negro(a) o Afrocolombiano(a)","Mujer","entre 18 y 28","Visual","7","6","7"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Raizal del Archipielago de San Andres y Providencia","Hombre","entre 61 y 100","Psicosocial (Mental)","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","5","Desplazamiento forzado","Raizal del Archipielago de San Andres y Providencia","Mujer","entre 61 y 100","Por Establecer","21","19","23"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","14","Lesiones Personales Psicologicas","Negro(a) o Afrocolombiano(a)","Hombre","entre 61 y 100","Auditiva","1","1","1"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Mujer","entre 61 y 100","Por Establecer","250","237","281"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","15","Confinamiento","Indigena","Hombre","entre 29 y 60","Fisica","10","10","15"
"2019/10/31","REPORTE VICTIMAS POR HECHO NACIONAL POR  Cifras Personas: (Ocurrencia, Sujetos Atención y Eventos)","2","Amenaza","Negro(a) o Afrocolombiano(a)","Hombre","ND","Fisica","1","0","2"
