"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins"
"5356","PERSONERÍA DE OVEJAS","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","508","OVEJAS","70","Sucre","VACIA","NULL","NULL","0","NO DISPONIBLE","-75.227529","9.525856","Activa"
"1406","CASA DE LA CULTURA HUMBERTO HERNANDEZ SANCHEZ DE COVEÑAS","900232996","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","221","COVEÑAS","70","Sucre","Cra. 4 No. 1-10 Urbanización Alikante, Coveñas (Sucre)","NULL","marylopez1806@yahoo.es","3004527044","NO DISPONIBLE","-75.681642","9.402597","Activa"
"5616","PERSONERÍA DE GALERAS","823000817","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","235","GALERAS","70","Sucre","Kra 15 B Nº 15-18","NULL","nelvysmerlano@hotmail.com","3114089307","NO DISPONIBLE","-74.991011","9.117596","Activa"
"3029","CENTRO DE SALUD SANTA LUCÍA - BUENAVISTA","823002149","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","110","BUENAVISTA","70","Sucre","Calle 10 Nº 10-39 Buenavista","(5)-2901260","f_buenavista@hotmail.com","(5)-2901260","NO DISPONIBLE","-75.482981","8.222953","Activa"
"4378","FONDO ROTATORIO MUNICIPAL DE VALORIZACIÓN DE SINCELEJO - FOMVAS -","823002933","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","SINCELEJO","70","Sucre","Cra 19A 14-92 la Ford","NULL","asesor2-fomvas@sincelejo.gov.co","2829328","NO DISPONIBLE","-75.390557","9.304577","Activa"
"4372","FONDO MUNICIPAL DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DE SINCELEJO -FOVIS-","823000029","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","SINCELEJO","70","Sucre","carrera 20 calle 22 esquina antiguo palacio municipal.","095-2741190","fovis_2008@hotmail.com","2741190","NO DISPONIBLE","-75.390557","9.304577","Activa"
"0366","ALCALDÍA DE COLOSO","892280053","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","204","COLOSO","70","Sucre","PLAZA PRINCIPAL-COLOSO SUCRE","095-2824550","alcaldiacoloso@hotmail.com
contactenos@coloso-sucre.gov.co","3145064821","http://www.coloso-sucre.gov.co/","-75.355767","9.490946","Activa"
"3529","HOSPITAL REGIONAL  SAN MARCOS - SUCRE","800191643-6","Territorial","Departamental","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","708","SAN MARCOS","70","Sucre","Calle 22, Carreras 20 y 22,","+57 (5) 295 48 00","contacto@esehospitalregionalsanmarcos.gov.co","+57 (5) 295 41 00 311 415 71 41 - 311 415 71 43","http://www.esehospitalregionalsanmarcos.gov.co/","-75.128872","8.662577","Activa"
"4173","EMPRESA COMERCIAL DE JUEGOS DE SUERTE Y AZAR DE SUCRE","900159228","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Vinculación","001","SINCELEJO","70","Sucre","Calle 25   25 B-35","095-2743911","emcoazar@yahoo.es","095-2815576","NO DISPONIBLE","-75.390557","9.304577","Activa"
"6030","PERSONERÍA DE TOLUVIEJO","823002530","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","823","TOLÚ VIEJO","70","Sucre","Diagonal 2 N 6 - 12 calle real Toluviejo - Sucre","(57 5)2949904","nagovi_3@hotmail.com","3114116581 (57 5)2949904","NO DISPONIBLE","-75.439135","9.452849","Activa"
"1754","CONCEJO DE CHALAN","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","230","CHALÁN","70","Sucre","VACIA","NULL","NULL","000","NO DISPONIBLE","-75.312885","9.545827","Activa"
"8354","SOCIEDAD ALMIDONES DE SUCRE S.A.","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Sociedad de Economía Mixta","Vinculación","215","COROZAL","70","Sucre","Km 4.5 Vía Sincelejo - Corozal","NULL","NULL","320 5657684 - 2499005","NO DISPONIBLE","-75.294467","9.321697","Activa"
"2265","CONCEJO DE MAJAGUAL","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","429","MAJAGUAL","70","Sucre","Calle 5 N° 22 - 07 - Palacio Municipal","NULL","contactenos@majagual-sucre.gov.co","57 + 5 2871545","http://www.majagual-sucre.gov.co/concejo.shtml","-74.628099","8.54125","Activa"
"1009","ALCALDÍA DE SAN BENITO ABAD - SUCRE","892280054","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","678","SAN BENITO ABAD","70","Sucre","Cl  15  # 11 - 50","095-2930003,2030004","alcaldia@sanbenitoabad-sucre.gov.co","2930004","http://www.sanbenitoabad-sucre.gov.co","-75.030651","8.931132","Activa"
"2939","CENTRO DE SALUD DE GUARANDA - SUCRE","823003985","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","265","GUARANDA","70","Sucre","Calle 5ta Plaza Centro","091-2911001,2911020","ESEGUARANDA@YAHOO.com","2911020","http://ESEGUARANDA.COM","-74.537025","8.46831","Activa"
"5887","PERSONERÍA DE SAN ANTONIO DE PALMITO","823000246","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","523","PALMITO","70","Sucre","Ck 8 No 5 - 58 San Antonio de Palmito","2 49 79 00","personeria@sanantoniodepalmito-sucre.gov.co","2 49 79 00","http://www.sanantoniodepalmito-sucre.gov.co/Personeria","-75.540823","9.333659","Activa"
"5481","PERSONERÍA DE SINCE","823000238","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","742","SAN LUIS DE SINCÉ","70","Sucre","Carrera 11 Nº 8-10 Parque Simón Bolívar","2895207","contactenos@since-sucre.gov.co","2895207","NO DISPONIBLE","-75.146445","9.241075","Activa"
"0708","ALCALDÍA DE LA UNIÓN -  SUCRE","800050331","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","400","LA UNIÓN","70","Sucre","Avenida Nuñez Calle 14 No.8A-45","095-2919013","alcaldia@launionsucre.gov.co","2919140-2919013 -3126596730","NO DISPONIBLE","-75.281155","8.853929","Activa"
"1126","ALCALDÍA DE SINCELEJO","800104062","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","001","SINCELEJO","70","Sucre","Carrera 17 No. 22 - 42 Centro Ejecutivo Los Andes","095-2748208","contactenos@sincelejo-sucre.gov.co","(5) 2826264 ext. 111-113","https://www.alcaldiadesincelejo.gov.co/Paginas/default.aspx","-75.390557","9.304577","Activa"
"8431","EMPRESA OFICIAL DE ACUEDUCTO, ALCANTARILLADO Y ASEO SAMPUES E.S.P -","823000796","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Empresas Industriales y Comerciales del Estado","Adscripción","670","SAMPUÉS","70","Sucre","TRANSVERSAL 13# 18- 107 Barrio Santa Marta","NULL","espempasam@yahoo.com.co","3104059708","http://www.empasam.com","-75.381105","9.18357","Activa"
"2520","CONCEJO DE SINCELEJO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","001","SINCELEJO","70","Sucre","Cr 20 No. 22 - 25 Palacio Municipal","NULL","concejo@sincelejo-sucre.gov.co","(5) 2826315","http://www.sincelejo-sucre.gov.co/concejo.shtml","-75.390557","9.304577","Activa"
"0883","CORPORACION AUTONOMA REGIONAL DE SUCRE","823000050","Nacional","No Aplica","No Aplica","Entes autónomos","Ambiente y Desarrollo Sostenible","Órganos autónomos","Régimen Autónomo","001","SINCELEJO","70","Sucre","Cra 25 No. 25-101 Avenida Ocala","(57)5 2749996","carsucre@carsucre.gov.co","(57)5 2749995","http://www.carsucre.gov.co/","-75.390557","9.304577","Activa"
"4842","JUNTA MUNICIPAL DE DEPORTES Y RECREACION DE SAMPUÉS","823000567","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","670","SAMPUÉS","70","Sucre","Carrera 24 Nº 20-25","NULL","jundesam46@hotmail.es","2830094","NO DISPONIBLE","-75.381105","9.18357","Activa"
"2784","CENTRO DE SALUD EL ROBLE","900205773","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","233","EL ROBLE","70","Sucre","PARQUE PRINCIPAL","314-5098253","eseelroble2008@hotmail.com","300-7252206","NO DISPONIBLE","-75.19554","9.10192","Activa"
"2467","CONCEJO DE SAN MARCOS","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","708","SAN MARCOS","70","Sucre","Calle 18 entre carreras 25 y 26 San Marcos - Sucre","NULL","concejo@sanmarcos-sucre.gov.co","2954114","http://www.sanmarcos-sucre.gov.co/concejo.shtml","-75.128872","8.662577","Activa"
"5458","PERSONERÍA DE SAN PEDRO SUCRE","823000133","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","717","SAN PEDRO","70","Sucre","Carrera 9 No 13 - 10 edifico Alcaldia Primer piso","NULL","personeria@sanpedro-sucre.gov.co","2992189","NO DISPONIBLE","-75.064008","9.393723","Activa"
"0295","ALCALDÍA DE COVEÑAS","823003543","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","221","COVEÑAS","70","Sucre","Calle 3B No.4-16 Urbanización Alicante","095-952880528","alcaldia@covenas-sucre.gov.co","2880528","http://www.alcadiadecovenas.gov.co","-75.681642","9.402597","Activa"
"0342","ALCALDÍA DE CHALAN","892200740","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","230","CHALÁN","70","Sucre","calle real 6 N° 5-33","095-2813829","contactenos@chalan-sucre.gov.co","2820-030","http://www.chalan-sucre.gov.co","-75.312885","9.545827","Activa"
"3548","HOSPITAL REGIONAL NUESTRA SEÑORA DE LAS MERCEDES  -COROZAL","890480113","Territorial","Departamental","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","215","COROZAL","70","Sucre","Calle 32 No 31-65 Corozal Sucre","095-2841488","hregcorozal@yahoo.com","2840002-EXT 127","http://hospitallasmercedesdecorozalsucre.gov.co/","-75.294467","9.321697","Activa"
"3984","EMPRESA DE SERVICIOS DE SAN MARCOS - ESAM","823000888","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","708","SAN MARCOS","70","Sucre","Carrera  21  20-34 Palacio Municipal Piso 2","095-2954114","www.essanmarcos_essanmarcos@hotmail.com","095-2954280","NO DISPONIBLE","-75.128872","8.662577","Activa"
"0743","ALCALDÍA DE MAJAGUAL","892280057","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","429","MAJAGUAL","70","Sucre","Calle 5 N 22-05 Majagual","095-871045","contactenos@majagual-sucre.gov.co","3145447373","NO DISPONIBLE","-74.628099","8.54125","Activa"
"1065","ALCALDÍA DE SAN PEDRO - SUCRE","892280063","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","717","SAN PEDRO","70","Sucre","CALLE PRINCIPAL SAN PEDRO - SUCRE","095-2298200","contactenos@sanpedro-sucre.gov.co","3107212562","http://www.sanpedro-sucre.gov.co/","-75.064008","9.393723","Activa"
"0561","ALCALDÍA DE EL ROBLE","823002595","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","233","EL ROBLE","70","Sucre","Calle 6 Kr 6-9","095-2810721","contactenos@elroble-sucre.gov.co","2816045","http://www.elroble-sucre.gov.co/","-75.19554","9.10192","Activa"
"8208","EMPRESA DE SERVICIOS PÚBLICOS AGUAS DE COLOSO S.A.","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","204","COLOSO","70","Sucre","vacia","NULL","NULL","000","NO DISPONIBLE","-75.355767","9.490946","Activa"
"1054","ALCALDÍA DE SAN MARCOS - SUCRE","892200591","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","708","SAN MARCOS","70","Sucre","Calle 18 entre carreras 25 y 26","094-7754050","contactenos@sanmarcos-sucre.gov.co","2954114","http://www.sanmarcos-sucre.gov.co","-75.128872","8.662577","Activa"
"4982","PERSONERÍA DE BUENAVISTA -- BUENAVISTA, SUCRE","823002339","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","110","BUENAVISTA","70","Sucre","Calle 8 N° 7 - 08","NULL","juanfra88@hotmail.com","2901249","NO DISPONIBLE","-75.482981","8.222953","Activa"
"5709","PERSONERÍA DE LOS PALMITOS","823000357","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","418","LOS PALMITOS","70","Sucre","carrera 12 No 06-06","NULL","rafa0633@hotmail.com","2922188","http://www.lospalmitos-sucre.gov.co/","-75.27095","9.380494","Activa"
"5917","PERSONERÍA DE SAN JUAN DE BETULIA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","702","SAN JUAN DE BETULIA","70","Sucre","Cra 7º, Calle La Esperanza","NULL","NULL","2490267","NO DISPONIBLE","-75.243774","9.274374","Activa"
"5930","PERSONERÍA DE SAN ONOFRE","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","713","SAN ONOFRE","70","Sucre","Kra. 20 Nº 19 - 16, Plaza Principal - Palacio Municipal - San Onofre - Sucre","NULL","NULL","(57) 5 2982129","NO DISPONIBLE","-75.519872","9.74084","Activa"
"1574","CONCEJO DE BUENAVISTA -- BUENAVISTA, SUCRE","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","110","BUENAVISTA","70","Sucre","Calle 9 No. 09-08 Barrio Centro","NULL","concejo@buenavista-sucre.gov.co","2901103","http://www.buenavista-sucre.gov.co/concejo.shtml","-75.482981","8.222953","Activa"
"1044","ALCALDÍA DE SAN JUAN DE BETULIA","892201282","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","702","SAN JUAN DE BETULIA","70","Sucre","cr 7 nº 7-42","095-9999999","contactenos@sanjuandebetulia-sucre.gov.co","3107470259","http://www.sanjuandebetulia-sucre.gov.co","-75.243774","9.274374","Activa"
"1528","CORPORACION PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE","823000077","Nacional","No Aplica","No Aplica","Entes autónomos","NULL","Órganos autónomos","Otro","708","SAN MARCOS","70","Sucre","Carrera 21 No. 21 A - 44","0752954477","corpomojana@corpomojana.gov.co","0752954869","http://www.corpomojana.gov.co","-75.128872","8.662577","Activa"
"2911","CENTRO DE SALUD - SAN PEDRO SUCRE","823001999","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","717","SAN PEDRO","70","Sucre","Carrera 14  13 - 42","095-2894047","jandy712@hotmail.com","095-2894047","NO DISPONIBLE","-75.064008","9.393723","Activa"
"5964","PERSONERÍA DE TOLU","823000127","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","820","SANTIAGO DE TOLÚ","70","Sucre","Calle 14 No. 2-40 Piso 2 Santiago de Tolú, Dpto. de Sucre","NULL","edcaraballo@hotmail.com","312-6453588","NO DISPONIBLE","-75.581273","9.527515","Activa"
"8479","EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE MORROA S.A ESP","900.230.374","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Sociedades Públicas por Acciones","No Aplica","473","MORROA","70","Sucre","Carrera 7# 9- 37 barrio la plaza","NULL","aguasdemorroa@hotmail.com","3046105923","NULL","-75.307733","9.332193","Activa"
"1895","CONCEJO DE MORROA","823000385","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","473","MORROA","70","Sucre","Cra. 6 No. 6-06","2857671","concejo@morroa-sucre.gov.co","2857671","http://www.morroa-sucre.gov.co/concejo.shtml","-75.307733","9.332193","Activa"
"2806","DE PRIMER NIVEL DE SAN JUAN DE BETULIA","900169684","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","702","SAN JUAN DE BETULIA","70","Sucre","BARRIO CALLE NUEVA CALLE 5a No 10 - 48","312-6431114","esebetulia@hotmail.com","314-5136325","NO DISPONIBLE","-75.243774","9.274374","Activa"
"2162","CONCEJO DE GALERAS","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","235","GALERAS","70","Sucre","Cll 11# 12-24 -Plaza Principal - Palacio Municipal 2º Piso","2893020","concejogaleras@hotmail.com","2893020","http://www.galeras-sucre.gov.co","-74.991011","9.117596","Activa"
"5429","PERSONERÍA DE SAMPUES","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","670","SAMPUÉS","70","Sucre","VACIA","NULL","NULL","0","NO DISPONIBLE","-75.381105","9.18357","Activa"
"5055","PERSONERÍA DE COVEÑAS","823004072","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","221","COVEÑAS","70","Sucre","calle 3B No 4-16","NULL","masoan50@hotmail.com","311 6543000","NO DISPONIBLE","-75.681642","9.402597","Activa"
"4010","EMPRESA DE SERVICIOS PUBLICOS DE GALERAS S.A.","900264081","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","235","GALERAS","70","Sucre","Calle 11 No. 13-39  Apartamento 02","095-2893020","empagal@colombia.com","312-6085153","NO DISPONIBLE","-74.991011","9.117596","Activa"
"2001","CONCEJO DE SAN PEDRO -- SAN PEDRO, SUCRE","823002171-6","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","717","SAN PEDRO","70","Sucre","Carrera 9 No 13 - 10 Segundo II","2992189","contactenos@concejo-sanpedro-sucre.gov.co","2992189","http://concejo-sanpedro-sucre.gov.co/es/inicio","-75.064008","9.393723","Activa"
"4060","EMPRESA MUNICIPAL DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE LA UNION DE SUCRE S.A.","900084706","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","400","LA UNIÓN","70","Sucre","Av. Nuñez, frente a la Alcaldía","095-2919013","unionaaa@hotmail.com","095-2919126","NO DISPONIBLE","-75.281155","8.853929","Activa"
"8408","INSTITUTO MUNICIPAL DE DEPORTE Y RECREACIÓN DE COLOSÓ - SUCRE","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Establecimiento Público","No Aplica","204","COLOSO","70","Sucre","CALLE 13 A # 4 A - 80","NULL","alcaldia@coloso-sucre.gov.co","3126534274","http://www.coloso-sucre.gov.co/","-75.355767","9.490946","Activa"
"0433","ALCALDÍA DE MORROA SUCRE","892201296","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","473","MORROA","70","Sucre","Kra 6 # 7 - 70 Centro - Morroa","095-2857451","alcaldia@morroa-sucre.gov.co","2857451","http://www.morroa-sucre.gov.co","-75.307733","9.332193","Activa"
"2671","CONTRALORÍA GENERAL DEL DEPARTAMENTO DE SUCRE","892280017","Territorial","Departamental","No Aplica","Organismos de control y vigilancia","No Aplica","Contraloría Departamental","No Aplica","001","SINCELEJO","70","Sucre","calle 20 Nº 20- 47 Edificio La sabanera","NULL","cgerman_arturo@hotmail.com","2747888-2742040-3114275766","http://www.contraloriasucre.gov.co","-75.390557","9.304577","Activa"
"3875","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE TOLUVIEJO S.A.","900161816","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","823","TOLÚ VIEJO","70","Sucre","Diagonal 2 No. 5-15 Calle Real","095-2499818","danescoh@hotmail.com","095-2499817","NO DISPONIBLE","-75.439135","9.452849","Activa"
