"uid","name","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"bgbz-g48t","Días Convocatoria","tolima","idvw-ryup","unpublished","private","not_ready","official","chart",,,"https://www.datos.gov.co/d/bgbz-g48t","https://www.datos.gov.co/resource/bgbz-g48t.json","2020-09-09T10:15:29.000","2020-11-04T15:47:18.000","www.datos.gov.co","true","4","0",,,,"Creative Commons Attribution 4.0 International","Portales web del Ministerio","http://mintic.gov.co",,,"izn8-9vdv",,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-08-22","Fomento Regional","Bogotá D.C.",,"Quincenal","Español",,"Nacional",
"izn8-9vdv:3","Convocatorias MINTIC 2020","tolima","idvw-ryup","unpublished","private","not_ready","official","dataset",,"convocatoria,mintic","https://www.datos.gov.co/d/izn8-9vdv/revisions/3",,"2021-02-12T21:08:22.000","2020-11-04T15:47:18.000","www.datos.gov.co","false",,,"23","9",,"Creative Commons Attribution 4.0 International","Portales web del Ministerio","http://mintic.gov.co","Convocatorias MINTIC 2020","izn8-9vdv",,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-08-22","Fomento Regional","Bogotá D.C.",,"Quincenal","Español",,"Nacional",
"8xbh-t8dg","Entidades Sellos de Excelencia","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","entidades,excelencia,sello","https://www.datos.gov.co/d/8xbh-t8dg","https://www.datos.gov.co/resource/8xbh-t8dg.json","2016-12-22T13:43:23.000","2016-12-22T14:03:37.000","www.datos.gov.co","false","21","0","35","1","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-12-19","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"47y5-cq5c","Matriculados doctorado TIC, proporción","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados doctorado tic","https://www.datos.gov.co/d/47y5-cq5c",,"2016-07-13T20:09:51.000","2016-07-13T20:09:51.000","www.datos.gov.co","false","60","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2008-03-28 00:00:00.0",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2008-03-28","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",
"62hx-q65y","Apoyos doctorado TIC, OCDE","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","apoyos doctorado tic","https://www.datos.gov.co/d/62hx-q65y",,"2016-07-14T22:45:53.000","2016-07-14T22:45:53.000","www.datos.gov.co","false","22","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-31 14:28:15.917",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-31","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"7kcj-awjd","Monto invertido en TIC, según tamaño","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","monto invertido en tic c como actividad conducente a la innovación","https://www.datos.gov.co/d/7kcj-awjd",,"2016-07-14T22:51:09.000","2016-07-14T22:51:09.000","www.datos.gov.co","false","20","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-05 10:55:58.023",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-05","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"g35u-kpt6","Comentarios campañas de participación Foro Vivienda","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana","#cambiamosvidas","https://www.datos.gov.co/d/g35u-kpt6","https://www.datos.gov.co/resource/g35u-kpt6.json","2018-02-02T19:08:43.000","2018-02-02T19:08:45.000","www.datos.gov.co","false","2","0","178","6",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 09 29","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"esh5-6m5k","Matriculados técnicos TIC, registro de calidad","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados formación técnica profesional tic","https://www.datos.gov.co/d/esh5-6m5k",,"2016-07-14T22:42:38.000","2016-07-14T22:42:38.000","www.datos.gov.co","false","10","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 11:02:07.677",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"hzbb-2kn5","Empresas manufactura TIC cooperación CTI, según ac","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","cooperación para realizar actividades conducentes a la innovación","https://www.datos.gov.co/d/hzbb-2kn5",,"2016-07-14T22:52:23.000","2016-07-14T22:52:23.000","www.datos.gov.co","false","31","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-07",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-07","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"4t9y-22mu","Matriculados maestría TIC, registro alta calidad","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados maestría tic","https://www.datos.gov.co/d/4t9y-22mu",,"2016-07-14T22:54:35.000","2016-07-14T22:54:35.000","www.datos.gov.co","false","42","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-08",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-08","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"v7vc-hh4a","Comentarios campaña de participación normatividad Bolsas Plásticas","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana","#desembolsate,#conlasbolsasyo","https://www.datos.gov.co/d/v7vc-hh4a","https://www.datos.gov.co/resource/v7vc-hh4a.json","2018-02-02T18:06:16.000","2018-02-02T18:06:17.000","www.datos.gov.co","false","2","0","105","6",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de las Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 06 01","Urna de Cristal ","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"p4e9-98bg:4","Vive Labs","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","unpublished","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","laboratorios,contenidos,digital,capacitados,vive,labs.","https://www.datos.gov.co/d/p4e9-98bg/revisions/4",,"2021-08-10T19:37:24.000","2019-08-27T20:21:14.000","www.datos.gov.co","false",,,"184","15","scastro@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/p4e9-98bg","Vive Labs","p4e9-98bg",,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-04-30","Industrias Creativas","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"daab-ihsa","Publicaciones e interacciones - Campaña #UrnaTeEscucha","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/daab-ihsa","https://www.datos.gov.co/resource/daab-ihsa.json","2019-06-28T19:48:19.000","2019-06-28T19:51:50.000","www.datos.gov.co","false","51","18","53","10",,"Open Data Commons Public Domain Dedication and License",,,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-06-28","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"82nr-suh3","Teletrabajo FP","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","private","not_ready","official","dataset",,,"https://www.datos.gov.co/d/82nr-suh3","https://www.datos.gov.co/resource/82nr-suh3.json","2019-07-15T21:15:05.000","2019-08-27T20:05:28.000","www.datos.gov.co","false","134","33","517","12",,,,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-07-10","Dirección de Infraestructura","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"r49x-ajv7","Estadisticas portal Anterior","MinTIC","35sh-x879","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","portal,anterior","https://www.datos.gov.co/d/r49x-ajv7","https://www.datos.gov.co/resource/r49x-ajv7.json","2016-07-31T21:45:51.000","2017-05-03T16:20:13.000","www.datos.gov.co","false","439","171","2295","9",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/r49x-ajv7",,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-07-31","Gobierno Digital","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"kikn-zdvt","Publicaciones_E_Interacciones_Campaña_#LaCadenaDelArroz","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/kikn-zdvt","https://www.datos.gov.co/resource/kikn-zdvt.json","2019-11-20T16:46:42.000","2019-11-20T16:52:47.000","www.datos.gov.co","false","23","7","46","8",,"Open Data Commons Public Domain Dedication and License","Urna de Cristal",,,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-11-20","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"i2gw-gf8p","Comentarios_Campaña_#LaCadenaDelArroz","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/i2gw-gf8p","https://www.datos.gov.co/resource/i2gw-gf8p.json","2019-11-20T16:58:57.000","2019-11-20T17:02:08.000","www.datos.gov.co","false","25","12","73","6",,"Open Data Commons Public Domain Dedication and License","Urna de Cristal",,,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-11-20","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"dcnz-ej53","Comentarios Campaña #DetectorDeTrámites","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/dcnz-ej53","https://www.datos.gov.co/resource/dcnz-ej53.json","2019-08-21T15:47:45.000","2019-08-21T15:58:13.000","www.datos.gov.co","false","28","12","34","6",,"Open Data Commons Public Domain Dedication and License","Urna de Cristal",,,,,,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-08-21","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"pkzu-sphq","Publicaciones_E_Interacciones_Campaña_#UsoLosDatos","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/pkzu-sphq","https://www.datos.gov.co/resource/pkzu-sphq.json","2019-10-07T19:57:06.000","2019-10-07T19:58:48.000","www.datos.gov.co","false","30","12","53","8",,"Public Domain",,,,,,,,,,,,,"Función Pública",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-10-07","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"b2fp-m2jg","prueba geolocalización","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset","Vivienda, Ciudad y Territorio","geolocalizacion","https://www.datos.gov.co/d/b2fp-m2jg","https://www.datos.gov.co/resource/b2fp-m2jg.json","2021-11-05T14:53:21.000","2021-11-05T15:06:38.000","www.datos.gov.co","false","2","0","5","20","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-07-02","Dirección de Gobierno en línea ","Bogotá D.C.",,"Anual","Español",,"Nacional",
"5abm-uvtc","Campaña #HoyYMañanaBEPS","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/5abm-uvtc","https://www.datos.gov.co/resource/5abm-uvtc.json","2019-07-18T21:38:16.000","2019-07-18T21:45:09.000","www.datos.gov.co","false","61","14","23","9",,"Open Data Commons Public Domain Dedication and License",,,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-07-18","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"c4sj-adby","Vista Base de datos de Entidades Nacionales Pendientes de uso de software libre- Meta ASPA","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","filter","Ciencia, Tecnología e Innovación","aspa; metas; datos abiertos","https://www.datos.gov.co/d/c4sj-adby","https://www.datos.gov.co/resource/c4sj-adby.json","2021-02-10T17:02:48.000","2022-07-29T01:43:00.000","www.datos.gov.co","true","175","13","88",,"datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Gobierno Digital",,,,"huc3-sbgp",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-02-10","Gobierno Digital - Datos Abiertos","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"g99m-jkye","Evaluación de trámites en www.gov.co","acaceres","7iyx-eynd","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","evaluación de trámites,experiencia de usuario www.gov.co,participaciones,comentarios trámites,trámites y servicios en www.gov.co,likes y dislikes","https://www.datos.gov.co/d/g99m-jkye","https://www.datos.gov.co/resource/g99m-jkye.json","2021-10-15T17:09:47.000","2021-10-15T20:21:02.000","www.datos.gov.co","false","141","28","22519","8","acaceres@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/g99m-jkye",,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-10-15","Dirección de Gobierno Digital","Bogotá D.C.",,"Mensual","Español",,"Nacional",
