"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"NO","18","18410","NO","ACTIVO","ND","2018-03-01","Mujer","ND","CAQUETA","LA MONTAÑITA","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","00-05","NO","1"
"ND","86","86219","ND","NO ACTIVO","ND","2015-12-01","Mujer","ND","PUTUMAYO","COLON","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","18","18205","NO","ACTIVO","ND","2015-04-01","Hombre","ND","CAQUETA","CURILLO","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","54","54398","SI","ACTIVO","ND","2015-06-01","Hombre","ND","NORTE DE SANTANDER","LA PLAYA","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","13","13744","NO","ACTIVO","ND","2014-05-01","Mujer","ND","BOLIVAR","SIMITI","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","17","17444","NO","ACTIVO","ND","2012-11-01","Mujer","ND","CALDAS","MARQUETALIA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","9"
"NO","18","18205","NO","ACTIVO","ND","2014-08-01","Mujer","ND","CAQUETA","CURILLO","ND","MONETARIO","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2015-01-01","18-29","NO","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","05","05093","NO","ACTIVO","ND","2013-11-01","Mujer","ND","ANTIOQUIA","BETULIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","18","18753","NO","ACTIVO","ND","2013-11-01","Mujer","ND","CAQUETA","SAN VICENTE DEL CAGUAN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","70","70508","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","OVEJAS","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","76","76306","NO","ACTIVO","ND","2012-10-01","Mujer","ND","VALLE","GINEBRA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","52","52001","NO","ACTIVO","ND","2015-10-01","Mujer","ND","NARIÑO","PASTO","COLOMBIA","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","11","11001","NO","ACTIVO","ND","2012-11-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","17"
"NO","20","20001","NO","ACTIVO","ND","2012-10-01","Hombre","PRIMARIA","CESAR","VALLEDUPAR","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1225"
"SI","13","13744","NO","ACTIVO","ND","2015-04-01","Mujer","ND","BOLIVAR","SIMITI","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","05","05045","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","ANTIOQUIA","APARTADO","Colombia","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","63","63272","NO","ACTIVO","ND","2013-09-01","Hombre","PRIMARIA","QUINDIO","FILANDIA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","70","70001","NO","ACTIVO","ND","2015-03-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70001","NO","ACTIVO","ND","2015-03-01","Hombre","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","05","05697","ND","NO ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","EL SANTUARIO","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","23","23855","ND","ACTIVO","ND","2015-06-01","Mujer","ND","CORDOBA","VALENCIA","Colombia","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","76","76364","NO","ACTIVO","ND","2012-11-01","Mujer","PRIMARIA","VALLE","JAMUNDI","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","22"
"ND","11","11001","ND","ACTIVO","ND","2013-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","Colombia","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","88","88001","NO","ACTIVO","ND","2015-05-01","Mujer","ND","SAN ANDRES","SAN ANDRES","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","54","54820","NO","ACTIVO","ND","2015-06-01","Mujer","PRIMARIA","NORTE DE SANTANDER","TOLEDO","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","86","86001","ND","ACTIVO","ND","2013-07-01","Hombre","ND","PUTUMAYO","MOCOA","Colombia","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","25","25286","NO","ACTIVO","ND","2016-09-01","Hombre","TRANSICION","CUNDINAMARCA","FUNZA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","18","18029","ND","ACTIVO","ND","2012-12-01","Mujer","ND","CAQUETA","ALBANIA","Colombia","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","23","23182","NO","ACTIVO","ND","2013-10-01","Mujer","ND","CORDOBA","CHINU","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","70","70265","NO","ACTIVO","ND","2016-12-01","Mujer","TRANSICION","SUCRE","GUARANDA","ND","ND","TRANSICIÓN","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","47","47745","NO","ACTIVO","ND","2013-01-01","Mujer","ND","MAGDALENA","SITIONUEVO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","05","05172","NO","ACTIVO","ND","2015-10-01","Hombre","PRIMARIA","ANTIOQUIA","CHIGORODO","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","5"
"NO","19","19256","NO","ACTIVO","ND","2013-01-01","Hombre","SECUNDARIA","CAUCA","EL TAMBO","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","57"
"NO","15","15572","SI","ACTIVO","ND","2012-12-01","Mujer","ND","BOYACA","PUERTO BOYACA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","52","52240","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Hombre","SECUNDARIA","NARIÑO","CHACHAGÜI","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","17","17614","NO","ACTIVO","ND","2016-10-01","Hombre","ND","CALDAS","RIOSUCIO","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","52","52678","NO","ACTIVO","ND","2016-04-01","Mujer","ND","NARIÑO","SAMANIEGO","ND","MONETARIO","ND","TI","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","85","85410","NO","ACTIVO","ND","2016-02-01","Hombre","TRANSICION","CASANARE","TAURAMENA","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","47","47288","ND","ACTIVO","ND","2012-10-01","Mujer","ND","MAGDALENA","FUNDACION","Colombia","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
,"76","76001","ND","ACTIVO","AFROCOLOMBIANO – NEGRO","2017-02-01","Mujer","ND","VALLE","CALI","COLOMBIA","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","05","05480","NO","ACTIVO","ND","2012-11-01","Mujer","SECUNDARIA","ANTIOQUIA","MUTATA","COLOMBIA","MONETARIO","ND","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","18","18001","ND","ACTIVO","ND","2014-12-01","Hombre","ND","CAQUETA","FLORENCIA","Colombia","ND","NUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","73","73616","NO","ACTIVO","ND","2016-11-01","Hombre","PRIMARIA","TOLIMA","RIOBLANCO","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","05","05440","NO","ACTIVO","ND","2015-11-01","Mujer","PRIMARIA","ANTIOQUIA","MARINILLA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","11","11001","NO","NO ACTIVO","ND","2015-09-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2017-01-01","30-49","SI","2"
"NO","52","52835","NO","NO ACTIVO","ND","2014-10-01","Mujer","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"ND","68","68001","ND","ACTIVO","ND","2016-07-01","Mujer","ND","SANTANDER","BUCARAMANGA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01",">65","SI","1"
"NO","50","50568","NO","ACTIVO","ND","2016-12-01","Mujer","ND","META","PUERTO GAITAN","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05667","NO","ACTIVO","ND","2012-10-01","Mujer","PRIMARIA","ANTIOQUIA","SAN RAFAEL","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","224"
"NO","08","08433","NO","ACTIVO","ND","2014-08-01","Hombre","TRANSICION","ATLANTICO","MALAMBO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","05","05847","ND","ACTIVO","INDIGENA","2014-03-01","Hombre","ND","ANTIOQUIA","URRAO","Colombia","ND","EDUCACIÓN SECUNDARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","08","08685","NO","ACTIVO","ND","2014-12-01","Hombre","ND","ATLANTICO","SANTO TOMAS","ND","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70473","NO","ACTIVO","ND","2016-06-01","Mujer","ND","SUCRE","MORROA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","70","70473","NO","ACTIVO","ND","2016-06-01","Mujer","ND","SUCRE","MORROA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","05","05284","NO","ACTIVO","ND","2014-12-01","Hombre","ND","ANTIOQUIA","FRONTINO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","08","08421","NO","ACTIVO","ND","2015-02-01","Hombre","ND","ATLANTICO","LURUACO","ND","ND","NUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","47","47555","NO","ACTIVO","ND","2012-11-01","Hombre","ND","MAGDALENA","PLATO","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"NO","05","05858","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","VEGACHI","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","19"
"NO","05","05543","NO","ACTIVO","ND","2012-11-01","Hombre","PRIMARIA","ANTIOQUIA","PEQUE","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","154"
"ND","27","27787","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-12-01","Hombre","ND","CHOCO","TADO","Colombia","ND","ND","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","18","18001","NO","ACTIVO","ND","2017-12-01","Mujer","SECUNDARIA","CAQUETA","FLORENCIA","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","41","41551","NO","ACTIVO","ND","2013-04-01","Mujer","ND","HUILA","PITALITO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","11","11001","ND","ACTIVO","ND","2016-09-01","Hombre","ND","BOGOTA","BOGOTA D.C.","Colombia","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","23","23660","NO","ACTIVO","ND","2012-11-01","Hombre","ND","CORDOBA","SAHAGUN","ND","MONETARIO","ND","CC","DESPLAZADOS","> 6.000.001","0 - 1.300.000","2018-01-01",">65","SI","1"
"ND","27","27372","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2015-07-01","Mujer","ND","CHOCO","JURADO","ND","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"NO","70","70670","NO","ACTIVO","ND","2016-11-01","Mujer","PRIMARIA","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","86","86760","NO","ACTIVO","ND","2017-01-01","Hombre","SECUNDARIA","PUTUMAYO","SANTIAGO","ND","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","05","05847","NO","ACTIVO","ND","2016-03-01","Mujer","ND","ANTIOQUIA","URRAO","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","13","13836","NO","NO ACTIVO","ND","2012-12-01","Hombre","ND","BOLIVAR","TURBACO","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","23","23350","NO","NO ACTIVO","ND","2016-08-01","Mujer","ND","CORDOBA","LA APARTADA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2017-01-01","30-49","SI","1"
"NO","05","05380","NO","ACTIVO","ND","2017-03-01","Hombre","PRIMARIA","ANTIOQUIA","LA ESTRELLA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","05","05250","NO","ACTIVO","ND","2016-12-01","Mujer","PRIMARIA","ANTIOQUIA","EL BAGRE","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","47","47001","NO","NO ACTIVO","ND","2013-07-01","Hombre","ND","MAGDALENA","SANTA MARTA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","25","25290","NO","NO ACTIVO","ND","2012-10-01","Hombre","ND","CUNDINAMARCA","FUSAGASUGA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2015-01-01","50-65","SI","1"
"NO","15","15808","NO","ACTIVO","ND","2012-10-01","Mujer","PRIMARIA","BOYACA","TINJACA","ND","ND","EDUCACIÓN PRIMARIA","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","63","63401","SI","ACTIVO","ND","2015-11-01","Mujer","PRIMARIA","QUINDIO","LA TEBAIDA","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","27","27001","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2014-03-01","Hombre","ND","CHOCO","QUIBDO","ND","MONETARIO","ND","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"ND","44","44650","ND","ACTIVO","ND","2012-11-01","Mujer","ND","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","2"
"ND","81","81065","ND","NO ACTIVO","ND","2012-11-01","Hombre","ND","ARAUCA","ARAUQUITA","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"SI","19","19532","NO","ACTIVO","ND","2012-12-01","Hombre","ND","CAUCA","PATIA","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","47","47268","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","MAGDALENA","EL RETEN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"SI","47","47268","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2012-11-01","Mujer","ND","MAGDALENA","EL RETEN","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"NO","05","05125","NO","ACTIVO","ND","2013-09-01","Hombre","TRANSICION","ANTIOQUIA","CAICEDO","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
,"52","52019","NO","ACTIVO","ND","2017-05-01","Mujer","ND","NARIÑO","ALBAN","Colombia","MONETARIO","NUTRICIÓN","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"NO","05","05854","NO","ACTIVO","ND","2012-11-01","Mujer","ND","ANTIOQUIA","VALDIVIA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","95"
"NO","20","20001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","CESAR","VALLEDUPAR","ND","MONETARIO","ND","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
"ND","23","23466","ND","NO ACTIVO","ND","2012-10-01","Mujer","ND","CORDOBA","MONTELIBANO","Colombia","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","47","47001","NO","ACTIVO","ND","2012-11-01","Mujer","SECUNDARIA","MAGDALENA","SANTA MARTA","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","138"
"NO","20","20013","NO","ACTIVO","ND","2012-11-01","Mujer","ND","CESAR","AGUSTIN CODAZZI","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","437"
"NO","68","68276","NO","ACTIVO","ND","2015-02-01","Hombre","TRANSICION","SANTANDER","FLORIDABLANCA","ND","ND","TRANSICIÓN","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","52","52079","NO","ACTIVO","ND","2016-04-01","Hombre","TRANSICION","NARIÑO","BARBACOAS","ND","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","47","47001","NO","ACTIVO","ND","2016-10-01","Mujer","ND","MAGDALENA","SANTA MARTA","Colombia","ND","TRANSICIÓNNUTRICIÓN MENOR","RC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","50","50313","NO","ACTIVO","ND","2014-11-01","Mujer","ND","META","GRANADA","ND","MONETARIO","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","2018-01-01","50-65","SI","1"
