"c_digo_sigep","nombre","nit","orden","nivel","clasificaci_n_org_nica","sector","naturaleza_jur_dica","tipo_de_vinculaci_n","divipola_municipio","municipio","divipola_departamento","departamento","direcci_n","email","tel_fono","pagina_web","a_o_reporte_aspa","mes_reporte_aspa","iniciativa","producto_1","url_1","descripci_n_1","insumos_1","producto_2","url_2","descripci_n_2","insumos_2"
"5202","AGENCIA NACIONAL DE INFRAESTRUCTURA.","830125996-9","Nacional","Descentralizado","Ejecutiva","Transporte","Agencia Estatal de Naturaleza Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 24A No. 59-42 Edificio T3 Torre 4 Piso 2","contactenos@ani.gov.co","4848860","http://www.ani.gov.co","2018","5","Datos Abiertos","Detalle modo carretero","https://animapas.maps.arcgis.com/apps/webappviewer/index.html?id=8782c0e22b3140f293fdce88d7ab8fcb","Detalle modo carretero","https://www.datos.gov.co/Transporte/Listado-de-Concesiones-Puertos-Agencia-Nacional-de/5fqt-hs7d",,,,
"8024","AGENCIA NACIONAL DE MINERÍA","900500018-2","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Agencia Estatal de Naturaleza Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Avenida Calle 26 No. 59-51 Torre 4 Pisos (8, 9 y 10)",,"(57 1)2201999","http://www.anm.gov.co","2022","2","Datos Abiertos","Gráfica - Oro - ANM Producción Nacional 2012 - 2020","https://www.datos.gov.co/Minas-y-Energ-a/Grafica-Oro-ANM-Producci-n-Nacional-2012-2020/2vbb-2s4e","Gráfica - Oro - ANM Producción Nacional 2012 - 2020","https://www.datos.gov.co/d/r85m-vv6c",,,,
"0461","AGENCIA NACIONAL DE SEGURIDAD VIAL","900852998","Nacional","Descentralizado","Ejecutiva","Transporte","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","AV ESPERANZA CL 24 62 48 P 9","atencionalciudadano@ansv.gov.co","7399080","https://ansv.gov.co/index.html","2021","6","Datos Abiertos","Observatorio de la Agencia Nacional de Seguridad Vial","https://ansv.gov.co/es/observatorio/estad%C3%ADsticas/historico-victimas","En esta sección se encuentra un historial relacionado con víctimas fallecidas y lesionadas en accidentes de tránsito a nivel nacional desde el año 2012; dicha información se encuentra distribuida de forma zonal o departamental, de rango por edad, condición de la víctima entre otros.","https://www.datos.gov.co/Transporte/SECTORES-CRITICOS-DE-SINIESTRALIDAD-VIAL/rs3u-8r4q",,,,
"8116","AGENCIA NACIONAL DE TIERRAS",,"Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Agencia Estatal de Naturaleza Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Cl. 43 # 57 41","atencionalciudadano@agenciadetierras.gov.co","5 18 58 58","http://www.agenciadetierras.gov.co/","2021","1","Portal de Datos Abiertos de ANT","https://data-agenciadetierras.opendata.arcgis.com/","https://data-agenciadetierras.opendata.arcgis.com/","Portal de Datos Abiertos de ANT","https://www.datos.gov.co/admin/assets?q=Agencia%20Nacional%20de%20Tierras%20ANT",,,,
"8001","AGENCIA NACIONAL DEL ESPECTRO","900334265-3","Nacional","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 93 # 17 -45 Piso 5","contactenos@ane.gov.co","6000030","http://www.ane.gov.co","2020","7","Mapa de Medicion de antenas","http://medicionantenas.ane.gov.co:82/","Mapa de Medicion de antenas","https://www.datos.gov.co/Ciencia-Tecnolog-a-e-Innovaci-n/Eficiencia-en-el-uso-del-espectro-radioel-ctrico-e/v2yh-abhp/data",,,,,
"8039","AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS","900483991-0","Nacional","Descentralizado","Ejecutiva","Presidencia de la República","Agencia Estatal de Naturaleza Especial","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 11 97 56 Of 502","comunidad@avb.gov.co","5553001","http://www.agenciavirgiliobarco.gov.co","0","0","ND","ND",,"ND","ND",,,,
"8025","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN","900477169-8","Nacional","Descentralizado","Ejecutiva","Presidencia de la República","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 9 # 11 - 66",,"(57 1) 4430020","http://www.reintegracion.gov.co","2021","3","Datos Abiertos","Tablero de visualización de la AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN","https://reintegracion-my.sharepoint.com/:v:/g/personal/dianaparra_reincorporacion_gov_co/EYEW8KGp8nNPhmxmn_kE-dsBrrGk8Xxv8oY7_xZcm54-5A","Al ingresar se solicita una contraseña por favor digitar: ARN2020","Los conjuntos de datos seleccionados para el reto son:

•	ESTADÍSTICAS DE LAS PERSONAS DESMOVILIZADAS QUE HAN INGRESADO AL PROCESO DE REINTEGRACIÓN.
https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/ESTAD-STICAS-DE-LAS-PERSONAS-DESMOVILIZADAS-QUE-HA/39pj-dba6

•	ESTADÍSTICAS DE LOS BENEFICIOS DE INSERCIÓN ECONÓMICA A LOS QUE HA ACCEDIDO LA POBLACIÓN QUE INGRESÓ AL PROCESO DE REINTEGRACIÓN.
https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/ESTAD-STICAS-DE-LOS-BENEFICIOS-DE-INSERCI-N-ECON-M/2ave-8spr

•	ESTADOS DEL BENEFICIOS DE INSERCIÓN ECONÓMICA (BIE) DESEMBOLSADOS PARA PLAN DE NEGOCIO O CAPITAL SEMILLA.
https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/ESTADOS-DEL-BENEFICIOS-DE-INSERCI-N-ECON-MICA-BIE-/n9k8-9uis

•	POBLACIÓN VINCULADA O CERTIFICADA EN ACCIONES DE SERVICIO SOCIAL POR LÍNEA DE ACCIÓN.
https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/POBLACI-N-VINCULADA-O-CERTIFICADA-EN-ACCIONES-DE-S/c7bp-pwr6",,,,
"8044","AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA","900484852-1","Nacional","Descentralizado","Ejecutiva","Presidencia de la República","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrerra 10 N° 97 a - 13 piso 6° Torre A","cooperacionapc@apccolombia.gov.co","6012424","http://www.apccolombia.gov.co","2021","8","Datos Abiertos","Cíclope: el ojo de la transparencia de la cooperación colombiana","https://portalservicios-apccolombia.gov.co/mapaI","El mapa, como fuente de consulta del trabajo de cooperación realizado desde el año 2010, presenta en detalle cada proyecto que ha sido financiado con los recursos internacionales. Este es un instrumento que además le facilita a la Agencia alinear las acciones de los cooperantes a las prioridades del Gobierno Nacional y responder a las necesidades sociales, particularmente en esta etapa de posconflicto.

Así, la información precisa que ofrece Cíclope, también ayuda a estar al tanto de los fondos multidonantes que complementan al Fondo Colombia en Paz, creado por el Gobierno Nacional para financiar acciones a favor del posconflicto.

La herramienta, de fácil consulta, ofrece al usuario información puntual de los proyectos: objetivos, cooperantes, ejecutores, beneficiarios, recursos y municipios. También permite realizar análisis de datos de cooperación internacional recibida en Colombia a través de distintos gráficos descriptivos, de acuerdo con algunos criterios como: principales cooperantes, tipo de asistencia, beneficiarios, relación con Objetivos de Desarrollo Sostenible y relación con sectores del CAD.

Al ingresar a Cíclope, que se encuentra en versión inglés y español, se cuenta con la opción de descargar la guía rápida de uso donde se explica cada una de las funciones de la herramienta como filtros y las gráficas.

Sin duda Cíclope se consolidará en el mapa de la cooperación de Colombia; una manera de mantener visible las acciones que construyen paz en nuestro país.","https://www.datos.gov.co/Funci-n-p-blica/RECURSOS-DE-COOPERACI-N-INTERNACIONAL-NO-REEMBOLSA/2d3i-f9wd",,,,
"8432","ALIMENTOS PARA APRENDER","901377527-6","Nacional","Central","Ejecutiva","Educación","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 43 No. 57 - 14. Piso 4 Centro Administrativo Nacional, CAN","atencionalciudadano@mineducacion.gov.co","3182545733","https://www.mineducacion.gov.co/portal/micrositios-preescolar-basica-y-media/Programa-de-Alimentacion-Escolar-PAE/","0","0","ND","ND",,"ND","ND",,,,
"0917","ARCHIVO GENERAL DE LA NACIÓN","800128835-6","Nacional","Descentralizado","Ejecutiva","Cultura","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 6 No. 6-91","contacto@archivogeneral.gov.co","3282888","http://www.archivogeneral.gov.co/","2022","2","Datos Abiertos","Sitio web con publicación y divulgación de Datos Abiertos","https://www.archivogeneral.gov.co/Transparencia/informacion-interes/Datos-abiertos","Sitio web con publicación y divulgación de Datos Abiertos","https://www.datos.gov.co/Estad-sticas-Nacionales/Censo-Nacional-de-Archivos/v9ms-9pse",,,,
"5210","ARCO GRUPO BANCOLDEX S.A. COMPAÑÍA DE FINANCIAMIENTO","800225385-9","Nacional","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13A-15 Piso 21","info@leasingbancoldex.com","3534999","http://www.leasingbancoldex.com","2022","2","Datos Abiertos","Sitio web con publicación y divulgación de Datos Abiertos","https://www.bancoldex.com/es/sobre-bancoldex/transparencia-y-acceso-la-informacion-publica-890","Sitio web con publicación y divulgación de Datos Abiertos","https://www.bancoldex.com/es/sobre-bancoldex/transparencia-y-acceso-la-informacion-publica-890",,,,
"8014","ARMADA NACIONAL","899999003-1","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Carrera 54 NO. 26 - 25 CAN","ciudadano@armada.mil.co","3150111","http://www.armada.mil.co","2022","2","Datos Abiertos","Sitio web con inventario de activos de información de la Armada Nacional","https://www.armada.mil.co/sites/default/files/identificacion_inventario_datos_abiertos_arc.pdf","Sitio web con inventario de activos de información de la Armada Nacional","https://www.armada.mil.co/es/content/datos-abiertos",,,,
"6135","ARTESANÍAS DE COLOMBIA S.A.","86000788-7","Nacional","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Cra 2 No. 18A-58","contactenos@artesaniasdecolombia.com.co","5550325/26","http://www.artesaniasdecolombia.com.co","2018","9","Datos Abiertos","Alianza Colombia.Travel","https://herramientas.datos.gov.co/es/content/alianza-colombiatravel","Aplicación Móvil que ofrece a la ciudadanía las rutas turísticas rurales, cultura y la oferta comercial (Hoteles, negocios, bar)en Antioquia","Actividades Turismo Y Cultura Vig. 2016
https://www.datos.gov.co/d/h6x7-z5ph
Base de Datos de Establecimientos de Turismo
https://www.datos.gov.co/d/jaqw-erdv
Base de datos de ingreso visitantes aPNNecoturismo
https://www.datos.gov.co/d/822g-yxmh
Barrios Y Veredas
https://www.datos.gov.co/d/qcdp-hf3b
Información Cobertura Programa de Extensión Cultura Sep - Oct -Nov- Dici 2017
https://www.datos.gov.co/d/68ms-23aw",,,,
"8037","AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA",,"Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Unidad Administrativa Especial con Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 40 A No. 13 - 09 Piso 6 y 14 Edificio UGI","atencionalciudadano@aunap.gov.co","57+(1)3770500","http://www.aunap.gov.co","2022","3","Datos Abiertos","Sitio web de SEPEC en el que se disponen informes de Acuicultura y Pesca constrouidos a  partir de conjuntos de datos abiertos","http://sepec.aunap.gov.co/Estadisticas","Sitio web de SEPEC en el que se disponen informes de Acuicultura y Pesca constrouidos a  partir de conjuntos de datos abiertos","http://sepec.aunap.gov.co/Estadisticas",,,,
"8020","AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES","900467239-2","Nacional","Central","Ejecutiva","Ambiente y Desarrollo Sostenible","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Calle 37 No. 8-40","licencias@anla.gov.co","(57-1) 2540111","http://www.anla.gov.co","2021","6","Datos Abiertos","Portal de Datos Abiertos ANLA","https://datosabiertos-anla.hub.arcgis.com/","Portal de la ANLA en la que se puede descubrir datos, herramientas y otros recursos de ANLA","https://www.datos.gov.co/Ambiente-y-Desarrollo-Sostenible/-reas-Licenciadas-Hidrocarburos/rkpd-cmt3",,,,
"6193","BANCO AGRARIO DE COLOMBIA S.A.","800037800-8","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 8 No. 15-42 piso 9","servicio.cliente@bancoagrario.gov.co","3821400 y 5948500","http://www.bancoagrario.gov.co","0","0","ND","ND",,"ND","ND",,,,
"6365","BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.","800149923-6","Nacional","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13A-15 Pisos 37 al 42","contactenos@bancoldex.com martha.caguenas@bancoldex.com","(57-1) 486 3000","http://www.bancoldex.com","0","0","ND","ND",,"ND","ND",,,,
"6414","CAJA DE COMPENSACIÓN FAMILIAR CAMPESINA.","800231969-4","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Corporación de Subsidio Familiar","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Carrera 12 No. 96-23 Bogotá","correoOficial@comcaja.gov.co","6353511","http://www.comcaja.gov.co","0","0","ND","ND",,"ND","ND",,,,
"0253","CAJA DE RETIRO DE LAS FUERZAS MILITARES","899999118-1","Nacional","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 10 No. 27 - 27 Int. 137 Piso 2 Edif Bachue","talentohumano@cremil.gov.co","3537300","http://www.cremil.gov.co","0","0","ND","ND",,"ND","ND",,,,
"0254","CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL","899999073-7","Nacional","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 7a # 13-58","direccion@casur.gov.co","2860911 - 2435627","http://www.casur.gov.co","0","0","ND","ND",,"ND","ND",,,,
"5291","CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICÍA","860021967-7","Nacional","Descentralizado","Ejecutiva","Defensa","Empresas Industriales y Comerciales del Estado","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Cra. 54 No. 26 - 54 CAN","contactenos@cajahonor.gov.co","571 5188605","https://www.cajahonor.gov.co","0","0","ND","ND",,"ND","ND",,,,
"6239","CANAL REGIONAL DE TELEVISION DEL CARIBE LTDA","890116965","Nacional","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Empresas Industriales y Comerciales del Estado","Vinculación","573","PUERTO COLOMBIA","8","Atlántico","Carrera 30 No 1-2487 Corredor Universitario","info@telecaribe.com.co","3185050","http://www.telecaribe.com.co","0","0","ND","ND",,"ND","ND",,,,
"5834","CANAL REGIONAL DE TELEVISION TEVEANDINA LTDA","830005370","Nacional","Descentralizado","Ejecutiva",,"Empresas Industriales y Comerciales del Estado","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Transversal 28 A No. 39-29","canal13@canal13.com.co","5702460; 5702454","http://www.canal13.com.co","0","0","ND","ND",,"ND","ND",,,,
"0753","CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS S.A.S","9005212103","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Sociedad de Economía Mixta","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Cra. 9 No. 76-49 Piso 4","elaine.soto@cenit-transporte.com","3198800","http://www.cenit-transporte.com/","0","0","ND","ND",,"ND","ND",,,,
"1413","CENTRAL DE ABASTOS DE BUCARAMANGA S. A. -CENTROABASTOS-","890208395","Nacional","Descentralizado","Ejecutiva",,"Sociedad de Economía Mixta","Adscripción","1","BUCARAMANGA","68","Santander","via palenque-cafe madrid No 44-96","administracion@centroabastos.com","097-6760173,467004,468995","http://www.centroabastos.com","0","0","ND","ND",,"ND","ND",,,,
"8054","CENTRAL DE ABASTOS DE CÚCUTA S.A.","890503614","Nacional","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","1","CÚCUTA","54","Norte de Santander","Av. 2 No. 31N - 36 Oficina T - 208 Barrio Tasajero","gerencia@cenabastos.gov.co","(7) 5877273","http://www.cenabastos.gov.co","0","0","ND","ND",,"ND","ND",,,,
"2704","CENTRAL DE ABASTOS DEL CARIBE","860506170","Nacional","Descentralizado","Ejecutiva","No Aplica","No Aplica","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Calle 13 No. 2 - 58","idpc@idpc.gov.co","3550800","http://www.idpc.gov.co","0","0","ND","ND",,"ND","ND",,,,
"6168","CENTRAL DE INVERSIONES S.A.","860.042.945-5","Nacional","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Especial","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Calle 63 N. 11-09","cisa@centraldeinversiones.com.co","5460400","http://www.centraldeinversiones.com.co/","0","0","ND","ND",,"ND","ND",,,,
"6370","CENTRALES ELÉCTRICAS DE NARIÑO S.A. E.S.P.","891200200-8","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","PASTO","52","Nariño","Calle 20 No. 36 -12","apoderado@ese-an.org","(2) 7336900","http://www.cedenar.com.co","0","0","ND","ND",,"ND","ND",,,,
"6461","CENTRALES ELÉCTRICAS DEL CAUCA S.A. E.S.P.","891500025-2","Nacional","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","1","POPAYÁN","19","Cauca","Cr 7 No 1 N - 28 Edificio Edgar Negret Pisos 3 y 4 (Popayan)","contabilidad@cedelca.com","518235975","http://www.cedelca.com/","0","0","ND","ND",,"ND","ND",,,,
"8042","CENTRO DE MEMORIA HISTÓRICA",,"Nacional","Descentralizado","Ejecutiva","Inclusión Social y Reconciliación","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 6 Nº 35 - 29","comunicaciones@centrodememoriahistorica.gov.co","7965060","http://www.centrodememoriahistorica.gov.co","2022","1","Datos Abiertos","Estadísticas del conflicto armado en Colombia","https://www.centrodememoriahistorica.gov.co/micrositios/informeGeneral/basesDatos.html","Estadísticas del conflicto armado en Colombia","https://www.datos.gov.co/Inclusi-n-Social-y-Reconciliaci-n/Iniciativas-de-Memoria-Hist-rica-Acompa-adas-por-e/vra9-evf3/data",,,,
"5265","CLUB MILITAR","860016951","Nacional","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","1","BOGOTÁ","11","Bogotá D.C","Carrera 50 No. 15-20","atencionalcliente@clubmilitar.gov.co","4473247","http://www.clubmilitar.gov.co","0","0","ND","ND",,"ND","ND",,,,
"5204","COLOMBIA TELECOMUNICACIONES S.A. ESP","830122566- 1","Nacional","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","1","BOGOTÁ","11","Bogotá D.C","Transversal 60 # 114- 55","juan.alvarez@telefonica.com","5935359; 7050000 ext 71357, 79078, 71524","http://www.telefonica.co","0","0","ND","ND",,"ND","ND",,,,
"8011","Comando General De Las Fuerzas Militares 1","899999003-1","Nacional","Central","Ejecutiva","Defensa","Especial","No Aplica","1","BOGOTÁ","11","Bogotá D.C","Avenida El Dorado Carrera 52, Centro Administrativo Nacional (CAN)","contactenos@cgfm.mil.co","3150111","http://www.cgfm.mil.co","0","0","ND","ND",,"ND","ND",,,,
