"tipo_de_visa","actividad_de_la_visa","pa_s_de_nacimiento","sexo","edad","tiene_hijos","nivel_acad_mico","area_conocimiento","subarea_conocimiento","ciudad_de_domicilio_en","actividad_en_colombia","ocupaci_n_en_colombia","sector_de_actividad_en","tiene_familiares_residentes","a_o_expedicion","mes_expedicion","numero"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","F","30","NO","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A INDUSTRIAL Y AFINES","BOGOTA D.C.","NO INDICA","PROFESIONALES UNIVERSITARIOS- CIENT�FICOS E INTELECTUALES","COMUNICACIONES","SI","2022","4","1"
"VISAS MIGRANTE","C�NYUGE O COMPA�ERO PERMANENTE DE NACIONAL COLOMBIANO","VENEZUELA","M","55","NO","PREGRADO - T�CNICO PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A INDUSTRIAL Y AFINES","BOGOTA D.C.","OFICIOS O ACTIVIDADES INDEPENDIENTES","NO REGISTRA","NO INDICA","SI","2022","4","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","M","17","NO","SIN PROFESI�N","NINGUNA","NINGUNA","BOGOTA D.C.","NO INDICA","HOGAR","NO INDICA","SI","2022","4","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","31","SI","SIN PROFESI�N","NINGUNA","NINGUNA","MEDELLIN","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","2"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ADMINISTRADORA DE EMPRESAS","NO INDICA","NO","2014","3","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","31","NO","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EN SISTEMAS- TELEM�TICA Y AFINES","BOGOT� DC","NO INDICA","EMPLEADOS DE OFICINA","SERVICIOS","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","CONTADOR PUBLICO","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERA","NO INDICA","NO","2014","9","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","M","44","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A DE MINAS- METALURGIA Y AFINES","BOGOTA D.C.","HOGAR","NO REGISTRA","NO INDICA","NO","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO EN COMPUTACION","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO EN INFORMATICA","NO INDICA","SI","2014","7","1"
"VISAS MIGRANTE","C�NYUGE O COMPA�ERO PERMANENTE DE NACIONAL COLOMBIANO","VENEZUELA","F","32","NO","PREGRADO - PROFESIONAL","MATEM�TICAS Y CIENCIAS NATURALES","OTROS PROGRAMAS DE CIENCIAS NATURALES","BOGOTA","TRABAJO","NO REGISTRA","NO INDICA","SI","2022","4","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","36","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EL�CTRICA Y AFINES","BELLO","TRABAJO","NO REGISTRA","SERVICIOS","SI","2022","4","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","34","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A QU�MICA Y AFINES","BOGOTA D.C.","TRABAJO","NO REGISTRA","INDUSTRIAL","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","LICENCIADO EN COMUNICACION SOCIAL","NO INDICA","SI","2014","8","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","2","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","3","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","SI","2014","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","SI","2014","7","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","SI","2014","9","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","F","47","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ODONTOLOGA","NO INDICA","SI","2014","3","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","M","12","NO","SIN PROFESI�N","NINGUNA","NINGUNA","MEDELLIN","NO INDICA","ESTUDIANTE","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","PUBLICISTA","NO INDICA","SI","2014","8","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","32","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","48","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","31","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","2"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","CALI","NO INDICA","ADMINISTRADOR COMERCIAL","NO INDICA","SI","2013","9","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","M","38","NO","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EN SISTEMAS- TELEM�TICA Y AFINES","ENVIGADO","TRABAJO","NO REGISTRA","SERVICIOS","NO","2022","4","1"
"VISAS MIGRANTE","RELIGIOSO","VENEZUELA","F","87","NO","PREGRADO - PROFESIONAL","CIENCIAS SOCIALES Y HUMANAS","SOCIOLOG�A- TRABAJO SOCIAL Y AFINES","BOGOTA","NO INDICA","RELIGIOSO","NO INDICA","NO","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","CUNDINAMARCA","NO INDICA","CONTADOR PUBLICO","NO INDICA","NO","2014","8","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","CUNDINAMARCA","NO INDICA","MEDICO","NO INDICA","SI","2014","9","1"
"VISAS MIGRANTE","C�NYUGE O COMPA�ERO PERMANENTE DE NACIONAL COLOMBIANO","VENEZUELA","M","84","NO","SIN PROFESI�N","NINGUNA","NINGUNA","MEDELLIN","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","ENVIGADO","NO INDICA","PUBLICIDAD Y COMUNICACION VISUAL","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","LA AMERICA","NO INDICA","NO REGISTRA","NO INDICA","SI","2014","10","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","33","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","36","NO","SIN PROFESI�N","NINGUNA","NINGUNA","TUMACO","NO INDICA","TRIPULANTE EMBARCACI�N PESQUERA","NO INDICA","NO","2022","4","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","58","SI","SIN PROFESI�N","NINGUNA","NINGUNA","BOGOTA","NO INDICA","HOGAR","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","POSTGRADO - MAESTRIA","CIENCIAS SOCIALES Y HUMANAS","DERECHO Y AFINES","BOGOTA","TRABAJO","NO REGISTRA","NO INDICA","SI","2015","9","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","M","22","NO","PREGRADO - PROFESIONAL","ECONOM�A- ADMINISTRACI�N CONTADURIA Y AFINES","ECONOM�A","BOGOTA","NO INDICA","ESTUDIANTE","NO INDICA","SI","2022","4","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","65","NO","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EN SISTEMAS- TELEM�TICA Y AFINES","BOGOTA","NO INDICA","PROFESIONALES UNIVERSITARIOS- CIENT�FICOS E INTELECTUALES","COMUNICACIONES","NO","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","PREGRADO - PROFESIONAL","CIENCIAS DE LA SALUD","MEDICINA","CUCUTA","OFICIOS O ACTIVIDADES INDEPENDIENTES","NO REGISTRA","SERVICIOS","SI","2016","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","PREGRADO - PROFESIONAL","CIENCIAS DE LA SALUD","OTRO PROGRAMA DE SALUD","BOGOTA","HOGAR","NO REGISTRA","NO INDICA","NO","2016","2","1"
"TEMPORAL","TP-10","VENEZUELA","F","35","NO","PREGRADO - PROFESIONAL","CIENCIAS SOCIALES Y HUMANAS","OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS","YOPAL","TRABAJO","NO REGISTRA","INDUSTRIAL","SI","2017","7","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","DIRECTORA GENERAL","NO INDICA","SI","2014","8","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NINGUNA","NINGUNA","BOGOTA","HOGAR","NO REGISTRA","SERVICIOS","NO","2016","9","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ABOGADO","NO INDICA","SI","2014","7","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ARTISTA","NO INDICA","SI","2014","5","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","35","SI","PREGRADO - PROFESIONAL","CIENCIAS SOCIALES Y HUMANAS","PERIODISMO- COMUNICACI�N SOCIAL Y AFINES","BOGOTA","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","CONTABLE","NO INDICA","NO","2014","3","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","CONTABLE","NO INDICA","NO","2014","9","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","F","6","NO","SIN PROFESI�N","NINGUNA","NINGUNA","MEDELLIN","NO INDICA","ESTUDIANTE","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","CONTADOR","NO INDICA","SI","2014","7","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","COLOMBIA","M","42","NO","SIN PROFESI�N","NINGUNA","NINGUNA","MEDELLIN","TRABAJO","NO REGISTRA","SERVICIOS","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERA QUIMICA","NO INDICA","SI","2014","2","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","46","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A INDUSTRIAL Y AFINES","TENJO","NO INDICA","DIRECTIVO DE EMPRESA","SERVICIOS","NO","2022","5","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","52","NO","SIN PROFESI�N","NINGUNA","NINGUNA","PUERTO TEJADA","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO DE COMPUTACION","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO GEOLOGO","NO INDICA","NO","2014","9","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO INDUSTRIAL","NO INDICA","SI","2014","9","1"
"VISAS MIGRANTE","TRABAJADOR","COLOMBIA","M","10","NO","SIN PROFESI�N","NINGUNA","NINGUNA","BARRANQUILLA","NO INDICA","ESTUDIANTE","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO MECANICO","NO INDICA","SI","2014","7","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","42","SI","POSTGRADO - MAESTRIA","ECONOM�A- ADMINISTRACI�N CONTADURIA Y AFINES","ADMINISTRACI�N","BOGOTA","NO INDICA","DIRECTIVO DE EMPRESA","SERVICIOS","SI","2022","5","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","14","NO","SIN PROFESI�N","NINGUNA","NINGUNA","BARRANQUILLA","NO INDICA","ESTUDIANTE","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","MAGISTER DERECHO DEL TRABAJO","NO INDICA","SI","2014","6","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","3","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","6","3"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","48","SI","SIN PROFESI�N","NINGUNA","NINGUNA","BARRANQUILLA","NO INDICA","HOGAR","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","NO REGISTRA","NO INDICA","NO","2014","10","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","63","SI","PREGRADO - PROFESIONAL","CIENCIAS SOCIALES Y HUMANAS","DERECHO Y AFINES","BOGOTA","NO INDICA","HOGAR","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ODONTOLOGA","NO INDICA","SI","2013","11","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ODONTOLOGO","NO INDICA","NO","2014","10","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","M","44","SI","PREGRADO - PROFESIONAL","ECONOM�A- ADMINISTRACI�N CONTADURIA Y AFINES","CONTADUR�A P�BLICA","MEDELLIN","TRABAJO","NO REGISTRA","SERVICIOS","SI","2022","5","1"
"VISAS MIGRANTE","EJERCER PROFESI�N O ACTIVIDAD INDEPENDIENTE","VENEZUELA","F","34","NO","POSTGRADO - ESPECIALIZACI�N","CIENCIAS DE LA SALUD","MEDICINA","YOPAL","NO INDICA","MEDICO PEDIATRA","NO INDICA","SI","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","PUBLICISTA","NO INDICA","SI","2014","6","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","RELACIONES PUBLICAS","NO INDICA","NO","2014","9","1"
"VISAS VISITANTE","TRIPULANTE DE EMBARCACI�N O EN PLATAFORMA COSTERA AFUERA","VENEZUELA","M","39","NO","SIN PROFESI�N","NINGUNA","NINGUNA","SANTA MARTA","NO INDICA","TRIPULANTE MEDIO DE TRANSPORTE INTERNACIONAL","NO INDICA","NO","2022","5","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","CUNDINAMARCA","NO INDICA","INGENIERO CIVIL","NO INDICA","NO","2014","8","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","CUNDINAMARCA","NO INDICA","MAESTRA PREESCOLAR","NO INDICA","NO","2014","9","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","MEDELLIN","NO INDICA","LIC EN ADMINISTRACION Y GERENCIA DE MERCADEO","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","MEDELLIN","NO INDICA","MEDICO VETERINARIA","NO INDICA","NO","2014","9","1"
"TEMPORAL","TP-10","VENEZUELA","F","36","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","PASTO","NO INDICA","TECNICO ADMINISTRATIVO","NO INDICA","NO","2014","10","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BARRANQUILLA","NO INDICA","GERENTE DE OPERACIONES","NO INDICA","NO","2014","6","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ADMINISTRADOR","NO INDICA","NO","2013","8","1"
"TRASPASOS","TRASPASO DE VISA","VENEZUELA","M","55","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EN SISTEMAS- TELEM�TICA Y AFINES","SOLEDAD","OFICIOS O ACTIVIDADES INDEPENDIENTES","NO REGISTRA","COMUNICACIONES","SI","2022","5","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","32","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A EN SISTEMAS- TELEM�TICA Y AFINES","BOGOT� DC","NO INDICA","EMPLEADOS DE OFICINA","SERVICIOS","SI","2022","5","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","ANALISTA DE SISTEMAS","NO INDICA","NO","2014","3","1"
"VISAS MIGRANTE","TRABAJADOR","VENEZUELA","M","53","NO","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A INDUSTRIAL Y AFINES","BOYACA","NO INDICA","OFICIALES- OPERARIOS- ARTESANOS Y TRABAJADORES DE LA INDUSTRIA MANUFACTURERA- DE LA CONSTRUCCI�N Y DE LA MINER�A","CONSTRUCCI�N","NO","2022","4","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","28","SI","SIN PROFESI�N","NINGUNA","NINGUNA","BOGOTA","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","1"
"TRASPASOS","TRASPASO DE VISA","VENEZUELA","F","61","NO","PREGRADO - PROFESIONAL","ECONOM�A- ADMINISTRACI�N CONTADURIA Y AFINES","ADMINISTRACI�N","CALI","HOGAR","NO REGISTRA","NO INDICA","SI","2022","4","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","GERENTE","NO INDICA","NO","2014","3","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","HUMORISTA","NO INDICA","NO","2014","9","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO AGROINDUSTRIAL","NO INDICA","SI","2013","8","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","37","SI","PREGRADO - PROFESIONAL","INGENIER�A- ARQUITECTURA Y AFINES","INGENIER�A QU�MICA Y AFINES","CUCUTA","HOGAR","NO REGISTRA","NO INDICA","NO","2022","5","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO DE PETROLEOS","NO INDICA","NO","2014","3","1"
"VISAS MIGRANTE","ESTUDIANTES DE PRIMARIA- SECUNDARIA- MEDIA Y PREGRADO","VENEZUELA","F","19","NO","SIN PROFESI�N","NINGUNA","NINGUNA","BOGOTA D.C.","NO INDICA","ESTUDIANTE PREGRADO","NO INDICA","NO","2022","5","1"
"VISAS RESIDENTE","PADRE O MADRE DE NACIONAL COLOMBIANO POR NACIMIENTO","VENEZUELA","F","23","SI","SIN PROFESI�N","NINGUNA","NINGUNA","BOGOTA","OFICIOS O ACTIVIDADES INDEPENDIENTES","NO REGISTRA","NO INDICA","NO","2022","5","1"
"TEMPORAL","TP-4","VENEZUELA","M","47","NO","NO REGISTRA","NO REGISTRA","NO REGISTRA","BOGOTA","NO INDICA","INGENIERO MECANICO","NO INDICA","NO","2013","8","1"
"VISAS RESIDENTE","POR TIEMPO ACUMULADO DE PERMANENCIA","VENEZUELA","F","36","SI","PREGRADO - TECNOL�GICO","CIENCIAS DE LA EDUCACI�N","EDUCACI�N","BARRANCABERMEJA","NO INDICA","HOGAR","NO INDICA","NO","2022","5","1"
