"departamento_prestacion","municipio_prestacion","servicio","estado","nombre","departamento_domicilio","municipio_domicilio","direccion","telefono","email","tipo_inscripcion","representante_legal","tipo_prestador","clasificacion"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE NARIÑO Y PALO DEAGUA","CORDOBA","LORICA","BARRIO BARCELONA","8980800","asuanapa29@hotmail.com","Registro por la ESP","YOLMAR SANCHEZ LASTRE","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","TUCHIN","ACUEDUCTO","OPERATIVA","ADMINISTRACION PÚBLICA COOPERATIVA DE SERVICIOS PÚBLICOS DE TUCHIN","CORDOBA","TUCHIN","MUNICIPIO DE TUCHIN","7783066","aguasdetuchin@hotmail.com","Registro por la ESP","ORLANDO  VELASQUEZ FLOREZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","SAN BERNARDO DEL VIENTO","ACUEDUCTO","OPERATIVA","ADMINISTRACION PÚBLICA COOPERATIVA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE SAN BERNARDO DEL VIENTO","CORDOBA","SAN BERNARDO DEL VIENTO","Calle 8 No. 8 - 12 Barrio Centro","8985045","ing.romerobarrios@gmail.com","Registro por la ESP","NELSON JOSE FUENTES BALLESTA","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"CORDOBA","LOS CORDOBAS","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO - AGUACOR","CORDOBA","LOS CORDOBAS","CALLE 7 Nº6-3 BARRIO EL POZO","7604040","Aguacor-apc@hotmail.com","Registro por la ESP","PEDRO ANTONIO SANCHEZ  SUAREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","MONTERIA","ACUEDUCTO","OPERATIVA","ASOSIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE SANTA ISABEL MONTERIA","CORDOBA","MONTERIA","Corregimiento Santa Isabel","8983439","usuariosasoisabel@gmail.com","Registro por la ESP","ALFREDO OBISPO OJEDA  GALVIS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","MONTERIA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS SANTA FE LA ESPERANZA Y TRES VINDES","CORDOBA","MONTERIA","CL 2 CR 3 14 VDA SANTA FE","7722653","osvaldopachohoyos@gmail.com","Registro por la ESP","OSVALDO MANUEL HOYOS PANTOJA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","SAN JOSE DE URE","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE SAN JOSE DE URE","CORDOBA","SAN JOSE DE URE","CALLE 8 1A-95","7722154","prefabocadeure@gmail.com","Registro por la ESP","JUAN CARLOS IBANEZ SALAS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE USUARIOS ACUEDUCTO COMUNITARIO DE LOS HIGALES","CORDOBA","LORICA","LORICA, CORDOBA, VEREDA LOS HIGALES","8980800","ysl2912@hotmail.com","Registro por la ESP","ADALBERTO BALLESTEROS ROJAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","AYAPEL","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA DE AYAPEL","CORDOBA","AYAPEL","Cra 7 N° 24 -64 Barrio Santa Ana","7705021","bederpineda@gmail.com","Registro por la ESP","BEDER ALFREDO PINEDA CUADRADO","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO PÚBLICO DE ACUEDUCTO DEL CORREGIMIENTO DEL REMOLINO MUNICIPIO DE SANTA CRUZ DE LORICA","CORDOBA","LORICA","Corregimiento de el Remolino, Santa Cruz de Lorica","8980800","ysl2912@hotmail.com","Registro por la ESP","JOSÉ ALFREDO PETRO  VARGAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO PÚBLICO DE ACUEDUCTO DEL CORREGIMIENTO DEL CAMPANO MUNICIPIO DE SANTA CRUZ DE LORICA","CORDOBA","LORICA","Corregimiento de el Campano de los Indios, Santa Cruz de Lorica","8980800","ysl2912@hotmail.com","Registro por la ESP","BENITO  ALTAMIRANDA   CLEMENTE","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL SERVICIO PÚBLICO DE ACUEDUCTO DE LOS CORREGIMIENTOS DE MANATIAL CAMPO ALEGRE Y EL GUANABANO MUNICIPIO LORICA","CORDOBA","LORICA","Lorica, Cordoba - Corregimiento de Manantial","8980800","ysl2912@hotmail.com","Registro por la ESP","OCTAVIANO GOMEZ DORIA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN COMUNITARIA DE USUARIOS DEL ACUEDUCTO DE VILLACONCEPCIÓN","CORDOBA","LORICA","Lorica, Cordoba, corregimiento de Villaconcepcion","8980800","ysl2912@hotmail.com","Registro por la ESP","JOSÉ DANIEL DELGADO  LÓPEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DELSERVICIO PUBLICO DE ACUEDUCTO DELOS CORREGIMIENTOS DE SANTA LUCIA DE LAS GARITAS Y LA DOCTRINA","CORDOBA","LORICA","CORREGIMIENTO LA DOCTRINA OF","0000000","BENETTI07@HOTMAIL.COM","Registro por la ESP","MARLIN LOPEZ PALENCIA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","TIERRALTA","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS SERVIARAUCARIAS SAS ESP","RISARALDA","SANTA ROSA DE CABAL","CLL 13 No 9 76 esquina","3659448","admon.serviaraucarias@gmail.com","Registro por la ESP","ANDRES FELIPE CALDERON VELASQUEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","VALENCIA","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE VALENCIA SAS ESP","CORDOBA","VALENCIA","KR 12 CL 11-63","7787308","aguasdevalenciasasesp1@gmail.com","Registro por la ESP","JORGE LUIS MARTNEZ SOTO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"CORDOBA","CERETE","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","CHIMA","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","CIENAGA DE ORO","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","LORICA","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","MOMIL","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","PLANETA RICA","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","PURISIMA DE LA CONCEPCION","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","SAHAGUN","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","SAN ANDRES DE SOTAVENTO","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","SAN ANTERO","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","SAN CARLOS","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","TUCHIN","ACUEDUCTO","OPERATIVA","AQUALIA LATINOAMERICA S.A. E.S.P.","CORDOBA","CERETE","calle 39 n° 15-60 barrio  venus","7641602","jhosett.navas@aqualia.com","Registro por la ESP","JOSE RAMON DIEZ-CABALLERO PASCUAL","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"CORDOBA","BUENAVISTA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL VEREDA LAS CRUCES","CORDOBA","BUENAVISTA","CALLE 13-140","1111111","JOSEANTONIOMARTINEZRUBIO@HOTMAIL.COM","Registro por la ESP","JOSE ANTONIO MARTINEZ RUBIO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","CHINU","ACUEDUCTO","OPERATIVA","ASOCIACION DE ACUEDUCTO DE BAJO DE PIEDRA CEJA GRANDE","CORDOBA","CHINU","VEREDA BAJO DE PIEDRA","7751467","shirlypacheco811@gmail.com","Registro por la ESP","TROADYS DE JESUS MADERA POLO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","SAN BERNARDO DEL VIENTO","ACUEDUCTO","OPERATIVA","ADMINISTRACION PUBLICA COOPERATIVA REGIONAL DE SERVICIOS PÚBLICOS DE ACUEDUCTO, ALCANTARILLADO, ASEO Y OTROS  SERVICIOS PUBLICOS - COOPSERVICOSTA APC","CORDOBA","SAN BERNARDO DEL VIENTO","Carrera 8 # 6-23","3135182","ivangestion@hotmail.com","Registro por la ESP","FERNANDO  GABRIEL SERNA BABILONIA","ORGANIZACION AUTORIZADA","DESDE 2501 HASTA 5000 USUARIOS"
"CORDOBA","BUENAVISTA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL VEREDA CALDO PRIETO","CORDOBA","BUENAVISTA","CR 8A 6-32","1111111","jaccaldoprieto@hotmail.com","Registro por la ESP","MANUEL FRANCISCO  DIAZ  HERNANDEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","BUENAVISTA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL ACUEDUCTO RURAL CORREGIMIENTO CIENAGA LAS MARIAS","CORDOBA","BUENAVISTA","CALLE 3 NUMERO1-165","7712036","braysa1988@gmail.com","Registro por la ESP","JAIRO MANUEL SERPA RODRIGUEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CORDOBA","BUENAVISTA","ACUEDUCTO","OPERATIVA","JUNTA DE ACCION COMUNAL VEREDA BUENOS AIRES","CORDOBA","BUENAVISTA","VEREDA BUENOS AIRES- CRA 2B 1-200","1111111","COMUNALBUENOSAIRES@HOTMAIL.COM","Registro por la ESP","GUSTAVO ADOLFO RIQUEME MONTES","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
