"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"4","2","1","27","27600","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","RIO QUITO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","52","52079","ND","ND","ACTIVO","ND","ND","2014-01-01","2015-01-01","Hombre","ND","NARIÑO","BARBACOAS","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","52","52835","ND","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-06-01","2018-01-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","50-65","RURAL","ESPECIE","No Definido","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","85","85125","ND","ND","ACTIVO","ND","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","CASANARE","HATO COROZAL","Colombia","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","86","86749","M-MUJER","NO","ACTIVO","SO","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","PUTUMAYO","SIBUNDOY","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27450","ND","ND","ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","CHOCO","MEDIO SAN JUAN","Colombia","ND","30-49","RURAL","ESPECIE","No Definido","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"3","1","1","44","44847","M-MUJER","NO","ACTIVO","DI","INDIGENA","2018-04-01","2018-01-01","Mujer","SECUNDARIA","LA GUAJIRA","URIBIA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"3","1","1","19","19418","ND","ND","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","Colombia","ND","50-65","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","86","86219","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","PUTUMAYO","COLON","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"11","1","1","19","19418","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","ND","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","5","1","05","05665","ND","ND","ACTIVO","ND","ND","2015-12-01","2017-01-01","Mujer","ND","ANTIOQUIA","SAN PEDRO DE URABA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","3","1","76","76109","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","76","76109","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","PROYECTO PRODUCTIVO","ESPECIE Y MONETARIO","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27600","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO QUITO","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27580","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO IRO","COLOMBIA","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27150","M-MUJER","NO","ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","SECUNDARIA","CHOCO","CARMEN DEL DARIEN","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","20","20621","ND","ND","ACTIVO","ND","INDIGENA","2018-04-01","2018-01-01","Mujer","ND","CESAR","LA PAZ","Colombia","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","20","20621","ND","ND","NO ACTIVO","ND","INDIGENA","2014-01-01","2015-01-01","Mujer","ND","CESAR","LA PAZ","Colombia","ND","18-29","ASISTENCIA TECNICA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05475","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","ANTIOQUIA","MURINDO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","2","1","52","52390","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","NARIÑO","LA TOLA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","19","19318","H-HOMBRE","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27600","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO QUITO","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27580","ND","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO IRO","Colombia","ND","18-29","RURAL","ESPECIE","RC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","52","52835","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","PRIMARIA","NARIÑO","SAN ANDRES DE TUMACO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","3","1","76","76109","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","44","44847","ND","NO","ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Mujer","ND","LA GUAJIRA","URIBIA","Colombia","ND","06-17","RURAL","ESPECIE","RC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","17","17614","M-MUJER","NO","ACTIVO","SO","INDIGENA","2018-02-01","2018-01-01","Mujer","PRIMARIA","CALDAS","RIOSUCIO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27150","H-HOMBRE","ND","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Hombre","ND","CHOCO","CARMEN DEL DARIEN","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"2","1","1","44","44560","ND","NO","ACTIVO","ND","ND","2018-07-01","2018-01-01","Mujer","ND","LA GUAJIRA","MANAURE","Colombia","ND","06-17","RURAL","ESPECIE","RC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","3","1","27","27615","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Mujer","ND","CHOCO","RIOSUCIO","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"10","3","1","76","76109","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","4","1","27","27001","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","CHOCO","QUIBDO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","94","94343","M-MUJER","NO","ACTIVO","UL","INDIGENA","2018-05-01","2018-01-01","Mujer","SECUNDARIA","GUAINIA","BARRANCO MINAS","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","4","1","85","85125","ND","ND","ACTIVO","Sin Información","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","CASANARE","HATO COROZAL","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","86","86749","ND","NO","ACTIVO","UL","INDIGENA","2015-10-01","2017-01-01","Hombre","ND","PUTUMAYO","SIBUNDOY","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27600","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","ND","CHOCO","RIO QUITO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Hombre","PRIMARIA","LA GUAJIRA","URIBIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"8","1","1","76","76109","ND","NO","ACTIVO","Sin Información","ND","2018-07-01","2018-01-01","Mujer","ND","VALLE","BUENAVENTURA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05475","ND","NO","ACTIVO","ND","ND","2015-10-01","2016-01-01","Mujer","ND","ANTIOQUIA","MURINDO","ND","ND","30-49","RURAL","ESPECIE","No Definido","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"10","2","1","76","76109","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","76","76109","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","94","94001","H-HOMBRE","NO","ACTIVO","SO","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","GUAINIA","INIRIDA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05475","ND","NO","ACTIVO","ND","ND","2015-10-01","2016-01-01","Mujer","ND","ANTIOQUIA","MURINDO","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","27","27800","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-12-01","2017-01-01","Hombre","ND","CHOCO","UNGUIA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"15","2","1","27","27099","ND","NO","ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","5","1","52","52835","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","1","1","52","52835","H-HOMBRE","NO","ACTIVO","VI","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Hombre","PRIMARIA","NARIÑO","SAN ANDRES DE TUMACO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","81","81001","ND","NO","ACTIVO","ND","INDIGENA","2015-12-01","2017-01-01","Mujer","ND","ARAUCA","ARAUCA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","6","1","19","19824","ND","ND","ACTIVO","ND","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","Colombia","ND","30-49","RURAL","ESPECIE","No Definido","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"2","1","1","27","27150","ND","ND","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CHOCO","CARMEN DEL DARIEN","Colombia","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","86","86573","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Mujer","ND","PUTUMAYO","PUERTO LEGUIZAMO","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"4","1","1","76","76109","ND","ND","ACTIVO","Sin Información","ND","2012-02-01","2013-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"19","2","1","85","85250","M-MUJER","NO","NO ACTIVO","ND","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","CASANARE","PAZ DE ARIPORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","19","19318","ND","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","Colombia","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","2","1","52","52250","M-MUJER","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","NARIÑO","EL CHARCO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","94","94001","ND","ND","ACTIVO","UL","INDIGENA","2018-04-01","2018-01-01","Mujer","ND","GUAINIA","INIRIDA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27099","ND","NO","ACTIVO","UL","ND","2014-01-01","2015-01-01","Mujer","PRIMARIA","CHOCO","BOJAYA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27001","ND","NO","NO ACTIVO","UL","PALENQUERO","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","QUIBDO","ND","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"4","1","1","44","44847","H-HOMBRE","NO","ACTIVO","SO","INDIGENA","2018-04-01","2018-01-01","Hombre","ND","LA GUAJIRA","URIBIA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"3","1","1","19","19418","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","COLOMBIA","ND","50-65","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","05","05873","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Hombre","ND","ANTIOQUIA","VIGIA DEL FUERTE","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","86","86001","H-HOMBRE","NO","ACTIVO","CA","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","PUTUMAYO","MOCOA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","19","19418","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","Colombia","ND","18-29","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","27","27615","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","CHOCO","RIOSUCIO","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"2","1","1","27","27150","ND","ND","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CHOCO","CARMEN DEL DARIEN","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","2","1","27","27800","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-12-01","2017-01-01","Mujer","ND","CHOCO","UNGUIA","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","19","19824","H-HOMBRE","NO","NO ACTIVO","CA","INDIGENA","2018-01-01","2018-01-01","Hombre","PRIMARIA","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","19","19809","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-06-01","2018-01-01","Hombre","SIN ESPECIFICAR","CAUCA","TIMBIQUI","ND","ND","18-29","RURAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","05","05837","ND","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Hombre","ND","ANTIOQUIA","TURBO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","19","19809","H","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Hombre","SIN ESPECIFICAR","CAUCA","TIMBIQUI","ND","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","0 - 1.300.000"
"1","1","1","76","76109","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","19","19809","ND","NO","ACTIVO","Sin Información","ND","2015-12-01","2017-01-01","Hombre","ND","CAUCA","TIMBIQUI","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"5","2","1","19","19418","ND","NO","NO ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","19","19418","M-MUJER","NO","NO ACTIVO","ND","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","CAUCA","LOPEZ","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","52","52250","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","NARIÑO","EL CHARCO","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","27","27600","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","CHOCO","RIO QUITO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","76","76109","ND","ND","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","27","27099","ND","NO","NO ACTIVO","UL","ND","2014-01-01","2015-01-01","Mujer","SECUNDARIA","CHOCO","BOJAYA","COLOMBIA","ND","50-65","ASISTENCIA TECNICA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","4","1","81","81300","ND","ND","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","ARAUCA","FORTUL","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
