"c_digo_sigep","nombre_entidad","nit","orden","suborden","nivel","clasificaci_n_org_nica","sector","naturaleza_jur_dica","tipo_de_vinculaci_n","divipola_municipio","municipio","divipola_departamento","departamento","direcci_n","fax","email","tel_fono_entidad","pagina_web","estado","anio_reporte_aspa","mes_reporte_aspa","nombre_s_de_software_libre","descripcion_uso_software","nombre_del_contacto","correo_electronico_del","tel_fono_del_contacto"
"0461","AGENCIA NACIONAL DE SEGURIDAD VIAL","900852998","Nacional","No Aplica","Descentralizado","Ejecutiva","Transporte","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","AV ESPERANZA CL 24 62 48 P 9",,"atencionalciudadano@ansv.gov.co","7399080","https://ansv.gov.co/index.html","Activa","2022","4","Lenguaje R, Python, PHP (Orfeo), PostgeSql (Orfeo Versión 1), .NET Core (PDONSV)","Análisis de datos en el Observatorio Nacional de Seguridad Vial

Sistema de Fotodetección, Scripts para ArcGis y otros scripts para tareas puntuales.","Cristian Alejandro Neira López","Cristian.neira@ansv.gov.co","3023769407"
"8116","AGENCIA NACIONAL DE TIERRAS",,"Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Agencia Estatal de Naturaleza Especial","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Cl. 43 # 57 41",,"atencionalciudadano@agenciadetierras.gov.co","5 18 58 58","http://www.agenciadetierras.gov.co/","Activa","2021","8","XROAD","Interoperabilidad","Ramiro Quiroga Gamboa","ramiro.quiroga@agenciadetierras.gov.co",
"8001","AGENCIA NACIONAL DEL ESPECTRO","900334265-3","Nacional","No Aplica","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 93 # 17 -45 Piso 5","6000090","contactenos@ane.gov.co","6000030","http://www.ane.gov.co","Activa","2018","12","Open Refine, OBS Studio, Tortoise, Python, Ubuntu Server Linux, Zabbix, Wazuh.","https://www.youtube.com/watch?v=KXDJH_NLxUg&feature=youtu.be

https://www.youtube.com/watch?v=z4btmFq5qmU&feature=youtu.be

Se identifica el uso del software libre a través del Reto Turbo Booster No.6 de Máxima Velocidad 2020.","Gerardo Moreno
Eduing Osvaldo Diaz Barbosa","gerardo.moreno@ane.gov.co
edwin.diaz@ane.gov.co","3108777467
3215008008"
"8039","AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS","900483991-0","Nacional","No Aplica","Descentralizado","Ejecutiva","Presidencia de la República","Agencia Estatal de Naturaleza Especial","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 11 97 56 Of 502",,"comunidad@avb.gov.co","5553001","http://www.agenciavirgiliobarco.gov.co","Activa","0","0",,,,,
"8025","AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN","900477169-8","Nacional","No Aplica","Descentralizado","Ejecutiva","Presidencia de la República","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 9 # 11 - 66","(57 1)",,"(57 1) 4430020","http://www.reintegracion.gov.co","Activa","2019","12","Open Refine, 7-Zip, Adoptopenjdk, Filezilla Client, Firebird, Gimp, Glassfish Server Open Source Edition, Ihmc Cmaptools, Librecad, Notepad++, Openjdk Jdk, Openjdk Jre, Openproj, Putty Release, R For Windows, Winscp, Wireshark, Xampp","https://drive.google.com/file/d/1nsnhuVZL9lUW7Rjg_uZf5_RyWE0txxXn/view?usp=drive_web

Se identifica el uso del software libre a través del Reto Turbo Booster No.6 de Máxima Velocidad 2020.","Diana Carolina Parra
Edgar Enrique Benavides Cárdenas","dianaparra@reincorporacion.gov.co
edgarbenavides@reincorporacion.gov.co","3115466644
3102375814"
"8044","AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA","900484852-1","Nacional","No Aplica","Descentralizado","Ejecutiva","Presidencia de la República","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrerra 10 N° 97 a - 13 piso 6° Torre A","6012424","cooperacionapc@apccolombia.gov.co","6012424","http://www.apccolombia.gov.co","Activa","0","0",,,,,
"8432","ALIMENTOS PARA APRENDER","901377527-6","Nacional","No Aplica","Central","Ejecutiva","Educación","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 43 No. 57 - 14. Piso 4 Centro Administrativo Nacional, CAN","57 (1) 2224953","atencionalciudadano@mineducacion.gov.co","3182545733","https://www.mineducacion.gov.co/portal/micrositios-preescolar-basica-y-media/Programa-de-Alimentacion-Escolar-PAE/","Activa","0","0",,,,,
"0917","ARCHIVO GENERAL DE LA NACIÓN","800128835-6","Nacional","No Aplica","Descentralizado","Ejecutiva","Cultura","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 6 No. 6-91","3372019","contacto@archivogeneral.gov.co","3282888","http://www.archivogeneral.gov.co/","Activa","2019","9","Ubuntu, Open KM, Alfresco, Ckan.","https://observatoriotic.archivogeneral.gov.co/servicio-al-ciudadano/portafolio-de-servicios/herramientas/","Laura María 
Erika Rangel","erika.rangel@archivogeneral.gov.co","3213859603
311 5937265"
"5210","ARCO GRUPO BANCOLDEX S.A. COMPAÑÍA DE FINANCIAMIENTO","800225385-9","Nacional","No Aplica","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13A-15 Piso 21","3534950","info@leasingbancoldex.com","3534999","http://www.leasingbancoldex.com","Activa","2022","6","drupal, moodle","pagina web y capacitaciones","Germán Patarroyo","german.patarroyo@bancoldex.com","4863000 ext 2602"
"8014","ARMADA NACIONAL","899999003-1","Nacional","No Aplica","Central","Ejecutiva","Defensa","Especial","No Aplica","001","BOGOTÁ","11","Bogotá D.C","Carrera 54 NO. 26 - 25 CAN","3150111","ciudadano@armada.mil.co","3150111","http://www.armada.mil.co","Activa","2020","10","PHP, MySQL, Postgrees, Jquery","Se identifica el uso del software libre a través del Reto Turbo Booster No.6 de Máxima Velocidad 2020.","Liliana Briceño Vela","liliana.briceno@armada.mil.co","3153034221"
"6135","ARTESANÍAS DE COLOMBIA S.A.","860007887-8","Nacional","No Aplica","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Cra 2 No. 18A-58","2861766 Ext.255","contactenos@artesaniasdecolombia.com.co","5550325/26","http://www.artesaniasdecolombia.com.co","Activa","0","0",,,,,
"8037","AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA",,"Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 40 A No. 13 - 09 Piso 6 y 14 Edificio UGI",,"atencionalciudadano@aunap.gov.co","57+(1)3770500","http://www.aunap.gov.co","Activa","0","0",,,,,
"8020","AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES","900467239-2","Nacional","No Aplica","Central","Ejecutiva","Ambiente y Desarrollo Sostenible","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 37 No. 8-40","(57-1) 2540119","licencias@anla.gov.co","(57-1) 2540111","http://www.anla.gov.co","Activa","2020","5","QGIS","Encuesta diagnóstico de uso de software libre","Diego A. Cárdenas","acardenas@anla.gov.co","3112072643"
"6193","BANCO AGRARIO DE COLOMBIA S.A.","800037800-8","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Carrera 8 No. 15-42 piso 9","091-2865508","servicio.cliente@bancoagrario.gov.co","3821400 y 5948500","http://www.bancoagrario.gov.co","Activa","2022","5","Lenguaje R, Python, MySQL Workbench, Pentaho Kettle, 
Notepad / UltraEdir, SOAPUI, StarUML, NotePad++, WSO2-Integration-Studio
Git GUI, WSO2 Integrator Studio, SOAP UI – POSTMAN, Putty, 
Notepad++","Con el fin de profundizar en el conocimiento en aspectos relacionados con ciencia de datos,Cliente Grafico para administrar BD para cuentas Maestras.
Extracción y transformación de datos.
Edición de archivos planos.
Con el fin de lograr conexión a servidores FTP de pruebas en la gestión de actividad para la atención del ciclo de vida del software.
Se usa para el consumo de servicios Web
Se usa para diagramar los modelos de arquitectura de Software
Editar archivos planos
IDE para el desarrollo de las integración del BUS de Servicio WSO2
Cliente Grafico para conectarse al GIT o Azure del Banco, versionamiento de software.","Alejandro H. Bermeo Almario","alejandro.bermeo@bancoagrario.gov.co","PBX: +57 (1) 5945555 Ext. 9371"
"6365","BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.","800149923-6","Nacional","No Aplica","Descentralizado","Ejecutiva","Comercio, Industria y Turismo","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 28 No. 13A-15 Pisos 37 al 42","(57-1) 286 2451","contactenos@bancoldex.com martha.caguenas@bancoldex.com","(57-1) 486 3000","http://www.bancoldex.com","Activa","0","0",,,,,
"6414","CAJA DE COMPENSACIÓN FAMILIAR CAMPESINA.","800231969-4","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Corporación de Subsidio Familiar","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Carrera 12 No. 96-23 Bogotá","6356615","correoOficial@comcaja.gov.co","6353511","http://www.comcaja.gov.co","Activa","0","0",,,,,
"0253","CAJA DE RETIRO DE LAS FUERZAS MILITARES","899999118-1","Nacional","No Aplica","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 10 No. 27 - 27 Int. 137 Piso 2 Edif Bachue","3537306","talentohumano@cremil.gov.co","3537300","http://www.cremil.gov.co","Activa","2022","1","XROAD","para interconexion con otras entidades","Ismael Enrique Cristancho Sáchica","icristancho@cremil.gov.co","3537300"
"0254","CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL","899999073-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 7a # 13-58","2829264","direccion@casur.gov.co","2860911 - 2435627","http://www.casur.gov.co","Activa","0","0",,,,,
"5291","CAJA PROMOTORA DE VIVIENDA MILITAR Y DE POLICÍA","860021967-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Defensa","Empresas Industriales y Comerciales del Estado","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Cra. 54 No. 26 - 54 CAN","571 5188650","contactenos@cajahonor.gov.co","571 5188605","https://www.cajahonor.gov.co","Activa","0","0",,,,,
"6239","CANAL REGIONAL DE TELEVISION DEL CARIBE LTDA","890116965","Nacional","No Aplica","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Empresas Industriales y Comerciales del Estado","Vinculación","573","PUERTO COLOMBIA","08","Atlántico","Carrera 30 No 1-2487 Corredor Universitario","3185052","info@telecaribe.com.co","3185050","http://www.telecaribe.com.co","Activa","0","0",,,,,
"5834","CANAL REGIONAL DE TELEVISION TEVEANDINA LTDA","830005370","Nacional","No Aplica","Descentralizado","Ejecutiva",,"Empresas Industriales y Comerciales del Estado","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Transversal 28 A No. 39-29","5719858","canal13@canal13.com.co","5702460; 5702454","http://www.canal13.com.co","Activa","2021","5","OpenRefine","Entidades del Grupo 1 apoyadas en 2020 por la UT de acompañamiento de la DGD para el uso de software libre.","Miller Raul Dorado Roncancio","mdorado@canaltrece.com.co","6051313"
"0753","CENIT TRANSPORTE Y LOGÍSTICA DE HIDROCARBUROS S.A.S","9005212103","Nacional","No Aplica","Descentralizado","Ejecutiva","Minas y Energía","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Cra. 9 No. 76-49 Piso 4","3198799","elaine.soto@cenit-transporte.com","3198800","http://www.cenit-transporte.com/","Activa","0","0",,,,,
"1413","CENTRAL DE ABASTOS DE BUCARAMANGA S. A. -CENTROABASTOS-","890208395","Nacional","No Aplica","Descentralizado","Ejecutiva",,"Sociedad de Economía Mixta","Adscripción","001","BUCARAMANGA","68","Santander","via palenque-cafe madrid No 44-96","097-6760519","administracion@centroabastos.com","097-6760173,467004,468995","http://www.centroabastos.com","Activa","2022","3","Ultra VNC, Spark, Adobe reader, 7Zip, Java, Chrome, Firefox, Anydesk","Control remoto de equipos, chat corporativo, comprimir archivos, edición de pdf, navegadores.","Jeisson Barón","sistemas@centroabastos.com","6076760173"
"8054","CENTRAL DE ABASTOS DE CÚCUTA S.A.","890503614","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","CÚCUTA","54","Norte de Santander","Av. 2 No. 31N - 36 Oficina T - 208 Barrio Tasajero","(7) 5739527","gerencia@cenabastos.gov.co","(7) 5877273","http://www.cenabastos.gov.co","Activa","0","0",,,,,
"2704","CENTRAL DE ABASTOS DEL CARIBE","860506170","Nacional","No Aplica","Descentralizado","Ejecutiva","No Aplica","No Aplica","No Aplica","001","BOGOTÁ","11","Bogotá D.C","Calle 13 No. 2 - 58","091-2813539","idpc@idpc.gov.co","3550800","http://www.idpc.gov.co","Activa","0","0",,,,,
"6168","CENTRAL DE INVERSIONES S.A.","860.042.945-5","Nacional","No Aplica","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Especial","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 63 N. 11-09","546 04 64","cisa@centraldeinversiones.com.co","5460400","http://www.centraldeinversiones.com.co/","Activa","0","0",,,,,
"6370","CENTRALES ELÉCTRICAS DE NARIÑO S.A. E.S.P.","891200200-8","Nacional","No Aplica","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","001","PASTO","52","Nariño","Calle 20 No. 36 -12","092-8922300","apoderado@ese-an.org","(2) 7336900","http://www.cedenar.com.co","Activa","0","0",,,,,
"6461","CENTRALES ELÉCTRICAS DEL CAUCA S.A. E.S.P.","891500025-2","Nacional","No Aplica","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","001","POPAYÁN","19","Cauca","Cr 7 No 1 N - 28 Edificio Edgar Negret Pisos 3 y 4 (Popayan)","092-8237589","contabilidad@cedelca.com","518235975","http://www.cedelca.com/","Activa","0","0",,,,,
"8042","CENTRO DE MEMORIA HISTÓRICA","900492141","Nacional","No Aplica","Descentralizado","Ejecutiva","Inclusión Social y Reconciliación","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 6 Nº 35 - 29",,"comunicaciones@centrodememoriahistorica.gov.co","7965060","http://www.centrodememoriahistorica.gov.co","Activa","2022","6","Pentaho PDI . Python","Para procesos ETL. Para implementación de modelos analíticos.","Jorge Lozano","jorge.lozano@cnmh.gov.co","3002754477"
"5265","CLUB MILITAR","860016951","Nacional","No Aplica","Descentralizado","Ejecutiva","Defensa","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 50 No. 15-20","4473247","atencionalcliente@clubmilitar.gov.co","4473247","http://www.clubmilitar.gov.co","Activa","2022","6","MySQL Workbench; Apache; Posgres, PHP","Gestión de aplicativos internos de la entidad, gestión de la información y datos.","Nelson Flórez","ndflorez@clubmilitar.gov.co","2905077 ext. 2239"
"5204","COLOMBIA TELECOMUNICACIONES S.A. ESP","830122566- 1","Nacional","No Aplica","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Transversal 60 # 114- 55","5831290 - 515931102","juan.alvarez@telefonica.com","5935359; 7050000 ext 71357, 79078, 71524","http://www.telefonica.co","Activa","0","0",,,,,
"8011","Comando General De Las Fuerzas Militares 1","899999003-1","Nacional","No Aplica","Central","Ejecutiva","Defensa","Especial","No Aplica","001","BOGOTÁ","11","Bogotá D.C","Avenida El Dorado Carrera 52, Centro Administrativo Nacional (CAN)","3150111","contactenos@cgfm.mil.co","3150111","http://www.cgfm.mil.co","Activa","0","0",,,,,
"0236","COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO","830000212-6","Nacional","No Aplica","Central","Ejecutiva","Vivienda Ciudad y Territorio","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","CARRERA 12 N°97-80 PISO 2","489 7650","correo@cra.gov.co","57 (1) 4873820","http://www.cra.gov.co","Activa","2021","2","OpenRefine","Entidades del Grupo 1 apoyadas en 2020 por la UT de acompañamiento de la DGD para el uso de software libre.","Nicole Niño Gomez","nnino@cra.gov.co","487 3820 EXT 369"
"0235","COMISIÓN DE REGULACIÓN DE COMUNICACIONES","830002593-6","Nacional","No Aplica","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 59 A bis No. 5 - 53 Edificio LINK Siete Sesenta Piso 9 Bogotá D.C","091-3198301","atencioncliente@crcom.gov.co; silvia.ramirez@crcom.gov.co","3198300","http://www.crcom.gov.co","Activa","2021","9","Xroad","Interoperabilidad","Claudia Camacho Correa","claudia.camacho@crcom.gov.co","3124333316"
"5254","COMISIÓN DE REGULACIÓN DE ENERGÍA Y GAS","900034993-1","Nacional","No Aplica","Central","Ejecutiva","Minas y Energía","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Avenida, Calle 116 No. 7-15 Edificio Cusezar Interior 2 oficina 901","6032100","creg@creg.gov.co","6032020","http://www.creg.gov.co","Activa","2022","6","davinche resor, payton, apache, java, netbeans, google earth, visual studio, visual studio code, neurothstudio, oracle BN, oracle analytics, putty, QGIS,R Studios, Sublime, Yed Graphs, sql developer datamobile, sql developer, Notepad++, Texstudios, Rapidminer, postgres, PGadmin.","diseño de tutoriales, pruebas, conexiones ssh, diagramas de flujo, diseños de software, diseños de bases de datos, edición de textos, editor de pdf, minería de datos, gestión de base de datos.","Daniel Rodríguez","daniel.rodriguez@creg.gov.co","3013094046"
"4629","COMISION DE REGULACION DE INFRAESTRUCTURA DE TRANSPORTE",,"Nacional","No Aplica","Descentralizado","Ejecutiva","Transporte","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","VACIA",,,"000",,"Activa","0","0",,,,,
"8309","CORPORACIÓN AGENCIA NACIONAL DE GOBIERNO DIGITAL",,"Nacional","No Aplica","Descentralizado","Ejecutiva","Tecnologías de la Información y las Comunicaciones","Entidad descentralizada indirecta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","VACIA",,,"0000",,"Activa","0","0",,,,,
"6412","CORPORACIÓN COLOMBIA INTERNACIONAL.","800186585-7","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Calle 16 # 6-66 Piso 7","3443093","jbautista@cci.org.co","3443111 Ext 154","http://www.cci.org.co/cci/cci_x/scripts/index.php","Activa","0","0",,,,,
"6418","CORPORACIÓN COLOMBIANA DE INVESTIGACIÓN AGROPECUARIA","800194600-3","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Avenida el Dorado 42 - 42","4227311","atencionalcliente@corpoica.org.co","4227373","http://www.corpoica.org.co","Activa","2021","6","Python, Linux, Lenguaje R","Uso de herramientas de ciencias de datos en proyecto piloto de Data Sandbox: Exploración de datos para la clasificación no supervisada de suelos agrícolas en zonas o áreas priorizadas en Colombia a partir del uso de imágenes satelitales multiespectrales","Cesar Augusto Vargas García","cavargas@agrosavia.co","NA"
"2711","CORPORACION DE ABASTECIMIENTOS DEL VALLE DEL CAUCA S. A. -CAVASA-","890304219","Nacional","No Aplica","Descentralizado","Ejecutiva",,"Establecimiento Público","Vinculación","130","CANDELARIA","76","Valle del Cauca","CARRETERA VIA A MERCALIPUERTO","092-4484015","financierocontable@cavasa.com.co","092-4484926,4484929,","http://www.cavasa.com.co","Activa","0","0",,,,,
