"codigo_municipio","nombre_municipio","codigo_departamento","nombre_departament","entidad","tipo_entidad","url","representante_cargo","representante_genero","webmaster_cargo","cantidad_correos","cantidad_usuarios","cantidad_contenido","cantidad_comentarios","poblacion","fechacarga"
"17050","ARANZAZU","17","CALDAS","CONCEJO MUNICIPAL DE ARANZAZU EN CALDAS","Concejo","http://www.concejoaranzazu-caldas.gov.co","presidente del concejo municip","0","secretaria","0","5","104","2","10904","2022-03-14 16:13:17.280000000"
"5107","BRICEÑO","5","ANTIOQUIA","I.E. ANTONIO ROLDAN BETANCUR","Institución educativa","http://www.ie-antonioroldanbetancur-sed-ant.ie.edu","rector","0","secretaria","0","0","43","0","8662","2022-03-14 16:13:17.450000000"
"17873","VILLAMARIA","17","CALDAS","PERSONERIA MUNICIPAL DE VILLAMARIA EN CALDAS","Personeria","http://www.personeria-villamaria-caldas.gov.co","personera municipal de villama","1","personera municipal","5","0","99","1","60729","2022-03-14 16:13:17.810000000"
"27205","CONDOTO","27","CHOCO","I.E. MANUEL MOSQUERA MORENO","Institución educativa","http://www.ie-manuelmosqueramoreno-sed-cho.ie.edu.","rectora","1","secretaria de educación depart","0","0","0","0","15334","2022-03-14 16:13:17.577000000"
"5266","ENVIGADO","5","ANTIOQUIA","ALCALDIA MUNICIPAL DE ENVIGADO EN ANTIOQUIA","Alcaldía","http://www.envigado-antioquia.gov.co","alcalde","0","contratista  dirección de tics","0","1445","10894","19","243609","2022-03-14 16:13:17.373000000"
"73168","CHAPARRAL","73","TOLIMA","I.E. MANUEL MURILLO TORO","Institución educativa","http://www.ie-manuelmurillotoro-sed-tol.ie.edu.co","rector","1","coordinador","0","3","0","0","47397","2022-03-14 16:13:17.577000000"
"15223","CUBARA","15","BOYACA","CONCEJO MUNICIPAL DE CUBARA","Concejo","http://www.concejo-cubara-boyaca.gov.co","presidente concejo municipal d","0","secretaria concejo municipal c","1","3","124","0","6741","2022-03-14 16:13:17.293000000"
"50683","SAN JUAN DE ARAMA","50","META","ALCALDIA DE SAN JUAN DE ARAMA","Alcaldía","http://www.sanjuandearama-meta.gov.co","alcalde","0","secretaria de planeacion","25","89","2991","42","8692","2022-03-14 16:13:17.827000000"
"25258","EL PEÑON","25","CUNDINAMARCA","ALCALDIA MUNICIPAL DE EL PEÑON EN CUNDINAMARCA","Alcaldía","http://www.elpenon-cundinamarca.gov.co","representante legal","0","alcalde municipal","22","38","1445","34","4759","2022-03-14 16:13:17.373000000"
"15047","AQUITANIA","15","BOYACA","I.E. SUSE","Institución educativa","http://www.ie-suse-sed-boy.ie.edu.co","rector","1","secretario","0","0","43","0","14469","2022-03-14 16:13:17.683000000"
"19397","LA VEGA","19","CAUCA","PERSONERIA MUNICIPAL LA VEGA EN CAUCA","Personeria","http://www.personerialavegacauca.gov.co","personero municipal","0","personero municipal","1","0","146","0","47417","2022-03-14 16:13:17.793000000"
"52001","PASTO","52","NARIÑO","ASOCIACION SUPRA-DEPARTAMENTAL DE MUNICIPIOS DE LA REGION DEL ALTO PATIA - ASOPATIA","Entidad gubernamental","http://www.asopatia.gov.co","director ejecutivo","0","comunicaciones","6","3","162","0","460454","2022-03-14 16:13:17.107000000"
"25867","VIANI","25","CUNDINAMARCA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE VIANI","Empresa de servicios públicos","http://www.emservianisasesp.gov.co","gerente","1","gerente","0","0","46","0","4239","2022-03-14 16:13:17.373000000"
"52083","BELEN","52","NARIÑO","I.E.A.A. SANTA ROSA","Institución educativa","http://www.ieaa-santarosa-sed-nar.ie.edu.co","rector","0","rector","0","3","0","0","7894","2022-03-14 16:13:17.450000000"
"5250","EL BAGRE","5","ANTIOQUIA","CONCEJO MUNICIPAL DE EL BAGRE","Concejo","http://www.concejo-elbagre-antioquia.gov.co","presidente","0","presidente","0","6","1364","0","50863","2022-03-14 16:13:17.293000000"
"44430","MAICAO","44","LA GUAJIRA","I.E.I. NO 4","Institución educativa","http://www.iei-no4-sem-mai.ie.edu.co","secretaria","1","rector","0","0","0","0","166603","2022-03-14 16:13:17.543000000"
"20175","CHIMICHAGUA","20","CESAR","I.E. PALMAR CAÑO HONDO","Institución educativa","http://www.ie-palmarcanohondo-sed-ces.ie.edu.co","rector","0","docente","0","8","58","1","30303","2022-03-14 16:13:17.607000000"
"76100","BOLIVAR","76","VALLE DEL CAUCA","I.E. PRIMAVERA","Institución educativa","http://www.ie-primavera-sed-vac.ie.edu.co","rector","0","tecnico operativo","0","3","0","0","12795","2022-03-14 16:13:17.607000000"
"70221","COVEÑAS","70","SUCRE","I.E. ISMAEL CONTRERAS MENESES","Institución educativa","http://www.ie-icm-sed-suc.ie.edu.co","rector","0","docente de tecnología","0","3","50","0","14553","2022-03-14 16:13:17.543000000"
"5234","DABEIBA","5","ANTIOQUIA","I.E.R. INDIGENISTA LLANO GORDO","Institución educativa","http://www.ier-indigenistallanogordo-sed-ant.ie.ed","rector","1","secretario","0","0","0","0","22954","2022-03-14 16:13:17.640000000"
"19760","SOTARA","19","CAUCA","I.E. PIEDRA DE LEON","Institución educativa","http://www.ie-piedraleon-sed-cau.ie.edu.co","rector","0","secretario","0","0","0","0","17552","2022-03-14 16:13:17.607000000"
"70265","GUARANDA","70","SUCRE","I.E. GUARANDA","Institución educativa","http://www.ie-g-sed-suc.ie.edu.co","rector","0","rector","0","7","44","0","18365","2022-03-14 16:13:17.543000000"
"19364","JAMBALO","19","CAUCA","ALCALDIA MUNICIPAL DE JAMBALO EN CAUCA","Alcaldía","http://www.jambalo-cauca.gov.co","alcalde municipal","0","tecnico administrativo unidad","26","10","320","4","19018","2022-03-14 16:13:17.747000000"
"25797","TENA","25","CUNDINAMARCA","ALCALDIA MUNICIPAL DE TENA EN CUNDINAMARCA","Alcaldía","http://www.tena-cundinamarca.gov.co","alcalde municipal","0","web máster y diseño","27","164","3873","104","9507","2022-03-14 16:13:17.857000000"
"85230","OROCUE","85","CASANARE","I.E. PROMOCION INDIG IEA PUDI","Institución educativa","http://www.ie-promocionindigieapudi-sed-cas.ie.edu","rector","0","docente tecnologia informatica","0","3","0","0","8460","2022-03-14 16:13:17.607000000"
"44090","DIBULLA","44","LA GUAJIRA","C.E.R. DE RIO ANCHO","Institución educativa","http://www.cer-rioancho-sed-lag.ie.edu.co","secretaria","1","rector","0","0","0","0","37854","2022-03-14 16:13:17.230000000"
"25168","CHAGUANI","25","CUNDINAMARCA","I.E.D. FRAY JOSE LEDO","Institución educativa","http://www.ied-frayjoseledo-sed-cun.ie.edu.co","rector","0","secretario de educación depart","0","0","0","0","3960","2022-03-14 16:13:17.497000000"
"5380","LA ESTRELLA","5","ANTIOQUIA","PERSONERIA MUNICIPAL DE LA ESTRELLA","Personeria","http://www.personerialaestrella.gov.co","personero","1","personera","0","7","624","3","66281","2022-03-14 16:13:17.793000000"
"23419","LOS CORDOBAS","23","CORDOBA","I.E. ANTONIO NARIÑO1","Institución educativa","http://www.ie-antonionarino1-sed-cor.ie.edu.co","rector","0","docente","0","3","0","0","26705","2022-03-14 16:13:17.450000000"
"52687","SAN LORENZO","52","NARIÑO","C.E. EL ROSAL","Institución educativa","http://www.ce-rosal-sed-nar.ie.edu.co","secretario de educacion depart","0","rector","0","0","0","0","20403","2022-03-14 16:13:17.230000000"
"73616","RIOBLANCO","73","TOLIMA","PERSONERIA MUNICIPAL DE RIOBLANCO","Personeria","http://www.personeria-rioblanco.gov.co","personero municipal","0","personero municipal","2","3","55","0","24139","2022-03-14 16:13:17.810000000"
"17174","CHINCHINA","17","CALDAS","I.E. EL TREBOL","Institución educativa","http://www.ie-trebol-sed-cad.ie.edu.co","rector","0","secretario de educación depart","0","0","0","0","50673","2022-03-14 16:13:17.730000000"
"15507","OTANCHE","15","BOYACA","AGUAS DE OTANCHE","Empresa de servicios públicos","http://www.aguasdeotanche.gov.co","gerente","1","gerente","3","0","66","4","10696","2022-03-14 16:13:17.107000000"
"73504","ORTEGA","73","TOLIMA","I.E. ALTOZANO","Institución educativa","http://www.ie-altozano-sed-tol.ie.edu.co","rector","0","docente","0","3","0","0","32164","2022-03-14 16:13:17.450000000"
"18094","BELEN DE LOS ANDAQUIES","18","CAQUETA","CONCEJO MUNICIPAL DE BELEN DE LOS ANDAQUIES EN CAQUETA","Concejo","http://www.concejobelendelosandaquie-caqueta.gov.c","presidente del concejo municip","0","secretaria general del concejo","3","0","43","0","11780","2022-03-14 16:13:17.280000000"
"25524","PANDI","25","CUNDINAMARCA","CONCEJO MUNICIPAL DE PANDI","Concejo","http://www.concejo-pandi-cundinamarca.gov.co","presidente","1","presidente","0","5","121","1","5729","2022-03-14 16:13:17.327000000"
"13248","EL GUAMO","13","BOLIVAR","ALCALDIA MUNICIPAL DE EL GUAMO EN BOLIVAR","Alcaldía","http://www.elguamo-bolivar.gov.co","alcalde","0","jefe presupuesto","22","12","367","6","7762","2022-03-14 16:13:17.373000000"
"41006","ACEVEDO","41","HUILA","I.E. SAN ADOLFO","Institución educativa","http://www.ie-sanadolfo-sed-hui.ie.edu.co","rectora","1","secretaria de educacion depart","0","0","0","0","35877","2022-03-14 16:13:17.670000000"
"52560","POTOSI","52","NARIÑO","C.E. LA MAGDALENA","Institución educativa","http://www.ce-magdalena-sed-nar.ie.edu.co","rector","0","secretaria","0","0","0","0","11715","2022-03-14 16:13:17.183000000"
"52215","CORDOBA","52","NARIÑO","I.E.T. AGROECOLOGICA DEL RESGUARDO DE MALES","Institución educativa","http://www.iet-agroecologicaresguardomales-sed-nar","rector","0","rector","0","4","0","0","14113","2022-03-14 16:13:17.683000000"
"5890","YOLOMBO","5","ANTIOQUIA","PERSONERIA MUNICIPAL DE YOLOMBO EN ANTIOQUIA","Personeria","http://www.personeriadeyolombo.gov.co","persdonera municipal","1","personera","0","0","97","1","25647","2022-03-14 16:13:17.793000000"
"41503","OPORAPA","41","HUILA","I.E. SAN  ROQUE","Institución educativa","http://www.ie-sanroque-sed-hui.ie.edu.co","rectora","1","secretaria de educacion depart","0","0","0","0","14812","2022-03-14 16:13:17.683000000"
"25797","TENA","25","CUNDINAMARCA","I.E.D.  BETULIA","Institución educativa","http://www.ied-betulia-sed-cun.ie.edu.co","rectora","1","secretario de educación depart","0","0","0","0","9507","2022-03-14 16:13:17.497000000"
"19809","TIMBIQUI","19","CAUCA","C.E. CUPI","Institución educativa","http://www.ce-cupi-sed-cau.ie.edu.co","directora rural","1","director rural","0","3","0","0","22077","2022-03-14 16:13:17.170000000"
"70001","SINCELEJO","70","SUCRE","FONDO MUNICIPAL DE VIVIENDA INTERES SOCIAL Y REFORMA URBANA DE SINCELEJO - FOVIS","Otros","http://www.fovissincelejo.gov.co","gerente","1","profesional universitario","2","24","471","4","290667","2022-03-14 16:13:17.403000000"
"52287","FUNES","52","NARIÑO","C.E. LA VEGA","Institución educativa","http://www.ce-vega-sed-nar.ie.edu.co","rector","0","rector","0","0","0","0","6291","2022-03-14 16:13:17.263000000"
"47551","PIVIJAY","47","MAGDALENA","E.S.E. HOSPITAL SANTANDER HERRERA DE PIVIJAY","Entidad de salud","http://www.esehospitalsantanderherrerapivijaymagda","gerente","1","apoyo a la gestion en el area","3","9","826","1","33225","2022-03-14 16:13:17.387000000"
"8573","PUERTO COLOMBIA","8","ATLANTICO","I.E. EUSTORGIO SALGAR","Institución educativa","http://www.ie-eustorgiosalgar-sed-atl.ie.edu.co","rectora","1","secretaria de educación depart","0","0","0","0","26595","2022-03-14 16:13:17.513000000"
"52352","ILES","52","NARIÑO","C.E. EL PORVENIR","Institución educativa","http://www.ce-porvenir-sed-nar.ie.edu.co","docente","0","docente","0","3","0","0","9038","2022-03-14 16:13:17.217000000"
"13894","ZAMBRANO","13","BOLIVAR","I.E.T. ACUICOLA SAGRADO CORAZON DE JESUS","Institución educativa","http://www.iet-acuicolasagradocorazonjesus-sed-bol","rector","1","secretario","0","0","0","0","11923","2022-03-14 16:13:17.683000000"
"44001","RIOHACHA","44","LA GUAJIRA","C.E.T. NO 13","Institución educativa","http://www.cet-n13-sem-ria.ie.edu.co","rectora","1","secretaria","0","3","43","0","295984","2022-03-14 16:13:17.263000000"
"19130","CAJIBIO","19","CAUCA","C.E. BUENAVISTA","Institución educativa","http://www.ce-buenavista-sed-cau.ie.edu.co","rector","0","secretario","0","0","0","0","38703","2022-03-14 16:13:17.153000000"
"15092","BETEITIVA","15","BOYACA","CONCEJO DE BETEITIVA","Concejo","http://www.concejo-beteitiva-boyaca.gov.co","presidente del concejo","0","adminsitrador pagina web","0","0","106","0","1887","2022-03-14 16:13:17.280000000"
"85001","YOPAL","85","CASANARE","INSTITUCION EDUCATIVA CARLOS LLERAS RESTREPO","Institución educativa","http://www.iecarlosllerasrestrepo-yopal-casanare.e","rector","0",".","0","18","43","0","152655","2022-03-14 16:13:17.480000000"
"76616","RIOFRIO","76","VALLE DEL CAUCA","I.E. ALFREDO GARRIDO TOVAR","Institución educativa","http://www.ie-alfredogarridotovar-sed-vac.ie.edu.c","secretaria de educacion depart","1","rectora","0","0","0","0","13807","2022-03-14 16:13:17.450000000"
"5579","PUERTO BERRIO","5","ANTIOQUIA","CONSEJO DE JUVENTUD DE PUERTO BERRIO","Otros","https://www.cmjpuertoberrio.gov.co","presidente","0","presidente","0","0","0","0","50232","2022-03-14 16:13:17.857000000"
"5079","BARBOSA","5","ANTIOQUIA","CONCEJO MUNICIPAL DE BARBOSA ANTIOQUIA","Concejo","http://www.concejo-barbosa-antioquia.gov.co","presidente del concejo","0","secretaria general","0","8","323","4","53167","2022-03-14 16:13:17.280000000"
"15135","CAMPOHERMOSO","15","BOYACA","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO","Institución educativa","http://www.ie-nacionalizadatecnicaagropecuariacamp","rector","0","rector","0","3","48","1","3735","2022-03-14 16:13:17.577000000"
"50568","PUERTO GAITAN","50","META","C.E. SAN MIGUEL","Institución educativa","http://www.ce-sanmiguel-sed-met.ie.edu.co","director rural","0","director rural","0","6","0","2","19007","2022-03-14 16:13:17.263000000"
"73675","SAN ANTONIO","73","TOLIMA","ALCALDIA MUNICIPAL DE SAN ANTONIO EN TOLIMA","Alcaldía","http://www.sanantonio-tolima.gov.co","administrador tic san antonio","0","editor web","22","95","2515","48","14059","2022-03-14 16:13:17.827000000"
"20001","VALLEDUPAR","20","CESAR","FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DE VALLEDUPAR","Otros","http://www.fonvisocial.gov.co","gerente","1","técnico operativo","2","469","938","146","493367","2022-03-14 16:13:17.403000000"
"25535","PASCA","25","CUNDINAMARCA","INSTITUCION EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DE LA ENCARNACION","Institución educativa","http://www.normaldepasca.edu.co","rector","0","rector","4","14","62","12","12584","2022-03-14 16:13:17.763000000"
"27810","UNION PANAMERICANA","27","CHOCO","PERSONERIA MUNICIPAL DE UNION PANAMERICANA EN CHOCO","Personeria","http://www.personeria-unionpanamericana.gov.co","personera municipal","1","personera municipal","2","3","135","0","10221","2022-03-14 16:13:17.810000000"
"86571","PUERTO GUZMAN","86","PUTUMAYO","CONCEJO MUNICIPAL DE PUERTO GUZMAN","Concejo","http://www.concejo-puertoguzman-putumayo.gov.co","concejo@puertoguzman-putumayo.","0","secretaria","0","3","57","0","24355","2022-03-14 16:13:17.327000000"
"15491","NOBSA","15","BOYACA","PERSONERIA MUNICIPAL DE NOBSA EN BOYACA","Personeria","http://www.personeria-nobsa-boyaca.gov.co","personera municipal","1","asesor","2","6","488","0","16612","2022-03-14 16:13:17.793000000"
"19532","PATIA","19","CAUCA","CONCEJO MUNICIPAL DE PATIA","Concejo","http://www.concejo-patia-cauca.gov.co","concejal","0",".","0","0","41","0","37504","2022-03-14 16:13:17.327000000"
"18001","FLORENCIA","18","CAQUETA","ASAMBLEA DEPARTAMENTAL DE CAQUETA","Asamblea","http://www.asamblea-caqueta.gov.co","presidente","1","jefe de comunicaciones.","0","13","1631","6","184510","2022-03-14 16:13:17.107000000"
"73854","VALLE DE SAN JUAN","73","TOLIMA","PERSONERIA MUNICIPAL DE VALLE DE SAN JUAN EN TOLIMA","Personeria","http://www.personeriavalledesanjuan-tolima.gov.co","personera municipal","1","personera municipal","0","3","78","1","6427","2022-03-14 16:13:17.810000000"
"41668","SAN AGUSTIN","41","HUILA","I.E. OBANDO","Institución educativa","http://www.ie-obando-sed-hui.ie.edu.co","rector","0","docente","0","3","44","0","34120","2022-03-14 16:13:17.607000000"
"41001","NEIVA","41","HUILA","I.E JOSE EUSTASIO RIVERA","Institución educativa","http://www.ie-joseeustasiorivera-sem-nei.ie.edu.co","rectora","1","docente","0","4","50","0","348964","2022-03-14 16:13:17.560000000"
"5854","VALDIVIA","5","ANTIOQUIA","ALCALDIA MUNICIPAL DE VALDIVIA EN ANTIOQUIA","Alcaldía","http://www.valdivia-antioquia.gov.co","encargado sitio web","1","comunicadora","29","136","4187","206","24538","2022-03-14 16:13:17.857000000"
"66088","BELEN DE UMBRIA","66","RISARALDA","I.E. NUESTRA SEÑORA DEL ROSARIO","Institución educativa","http://www.ie-nuestrasenorarosario-sed-ris.ie.edu.","rector","0","docente infomatica","0","3","0","0","27727","2022-03-14 16:13:17.607000000"
"25200","COGUA","25","CUNDINAMARCA","CONCEJO MUNICIPAL DE COGUA","Concejo","http://www.concejo-cogua-cundinamarca.gov.co","presidente del concejo","1","secretaria general","0","3","104","1","24092","2022-03-14 16:13:17.293000000"
"70508","OVEJAS","70","SUCRE","C.E. SAN FRANCISCO","Institución educativa","http://www.ce-sanfrancisco-sed-suc.ie.edu.co","director","0","docente","0","4","52","1","20846","2022-03-14 16:13:17.230000000"
"63401","LA TEBAIDA","63","QUINDIO","ALCALDIA MUNICIPAL DE LA TEBAIDA EN QUINDIO","Alcaldía","http://www.latebaida-quindio.gov.co","técnico de sistemas",,"técnico administrativo","34","435","2882","577","46323","2022-03-14 16:13:17.747000000"
"20032","ASTREA","20","CESAR","C.E. CAYETANO MORA","Institución educativa","http://www.ce-cayetanomora-sed-ces.ie.edu.co","rector","0","rector","0","3","0","0","19389","2022-03-14 16:13:17.153000000"
"68209","CONFINES","68","SANTANDER","ALCALDIA MUNICIPAL DE CONFINES EN SANTANDER","Alcaldía","http://www.confines-santander.gov.co","alcalde","0","alcalde municipio de confines","22","8","1930","27","2689","2022-03-14 16:13:17.340000000"
"19807","TIMBIO","19","CAUCA","E.S.E. CENTRO DE SALUD DE TIMBIO","Entidad de salud","http://www.esetimbio.gov.co","gerente","0","gerente","10","90","1087","146","35564","2022-03-14 16:13:17.403000000"
"20770","SAN MARTIN","20","CESAR","I.E. MINAS","Institución educativa","http://www.ie-minas-sed-ces.ie.edu.co","rectora","1","rectora","0","8","47","18","18930","2022-03-14 16:13:17.577000000"
"52083","BELEN","52","NARIÑO","I.E.A.P. LA ESPERANZA","Institución educativa","http://www.ieap-esperanza-sed-nar.ie.edu.co","rector","0","docente","0","3","0","0","7894","2022-03-14 16:13:17.450000000"
"52585","PUPIALES","52","NARIÑO","C.E. EL COMON","Institución educativa","http://www.ce-comon-sed-nar.ie.edu.co","rector","0","secretario","0","0","0","0","19675","2022-03-14 16:13:17.170000000"
"54003","ABREGO","54","NORTE DE SANTANDER","I.E. SAMORE","Institución educativa","http://www.ie-samore-sed-nsa.ie.edu.co","rector","0","secretaria de educación depart","0","0","0","0","39443","2022-03-14 16:13:17.670000000"
"19807","TIMBIO","19","CAUCA","INSTITUCION EDUCATIVA EL BOQUERON","Institución educativa","http://www.ieelboqueron-timbio-cauca.edu.co","directivo docente - rector","0","docente","3","0","63","0","35564","2022-03-14 16:13:17.513000000"
"70400","LA UNION","70","SUCRE","I.E. BOCA NEGRA","Institución educativa","http://www.ie-bocanegra-sed-suc.ie.edu.co","rector","0","secretario de educacion depart","0","0","0","0","11566","2022-03-14 16:13:17.480000000"
"86568","PUERTO ASIS","86","PUTUMAYO","C.E.T. RUR BUENAVISTA","Institución educativa","http://www.cet-rurbuenavista-sed-put.ie.edu.co","secretario de educacion depart","0","rector","0","0","0","0","63067","2022-03-14 16:13:17.263000000"
"18592","PUERTO RICO","18","CAQUETA","I.E.R. SANTANA RAMOS","Institución educativa","http://www.ier-santanaramos-sed-caq.ie.edu.co","rectora","1","rectora","0","3","0","0","33701","2022-03-14 16:13:17.640000000"
"50590","PUERTO RICO","50","META","C.E. LA SABANA","Institución educativa","http://www.ce-sabana-sed-met.ie.edu.co","director rural","0","director rural","0","3","0","0","18943","2022-03-14 16:13:17.230000000"
"25777","SUPATA","25","CUNDINAMARCA","INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL EL IMPARAL","Institución educativa","http://www.ierdimparal-supata-cundinamarca.edu.co","rector","0","rector","0","13","50","0","5036","2022-03-14 16:13:17.623000000"
"52317","GUACHUCAL","52","NARIÑO","C.E. CHAPUD","Institución educativa","http://www.ce-chapud-sed-nar.ie.edu.co","rector","0","rectora","0","0","0","0","15123","2022-03-14 16:13:17.170000000"
"27615","RIOSUCIO","27","CHOCO","C.E. CUCHILLO BLANCO","Institución educativa","http://www.ce-cuchilloblanco-sed-cho.ie.edu.co","rector","0","secretaria de educación depart","0","0","0","0","29036","2022-03-14 16:13:17.170000000"
"47288","FUNDACION","47","MAGDALENA","ESE CENTRO DE SALUD PAZ DEL RIO","Entidad de salud","http://www.esepazdelrio-fundacion-magdalena.gov.co","gerente","1","administrador web","10","4","155","0","57595","2022-03-14 16:13:17.403000000"
"73861","VENADILLO","73","TOLIMA","EMPRESA DE SERVICIOS PUBLICOS DE VENADILLO EN TOLIMA","Empresa de servicios públicos","http://www.espvenadillo-tolima.gov.co","gerente","1","gerente","4","6","487","1","19825","2022-03-14 16:13:17.403000000"
"17614","RIOSUCIO","17","CALDAS","I.E. SAN JERONIMO","Institución educativa","http://www.ie-sanjeronimo-sed-cad.ie.edu.co","rector","0","secretario de educación depart","0","0","0","0","64593","2022-03-14 16:13:17.670000000"
"52356","IPIALES","52","NARIÑO","PERSONERIA MUNICIPAL DE IPIALES EN NARIÑO","Personeria","http://www.personeria-ipiales.gov.co","personero municipal","0","personero municipal","7","15","410","12","151533","2022-03-14 16:13:17.793000000"
"41668","SAN AGUSTIN","41","HUILA","E.S.P. EMPRESA DE SERVICIOS PUBLICOS DE SAN AGUSTIN EN HUILA","Empresa de servicios públicos","http://www.sanagustinesp.gov.co","gerente","1","apoyo sistemas","12","19","309","0","34120","2022-03-14 16:13:17.827000000"
"68217","COROMORO","68","SANTANDER","ALCALDIA MUNICIPAL DE COROMORO EN SANTANDER","Alcaldía","http://www.coromoro-santander.gov.co","alcalde","0","lider tic","22","25","3858","7","7659","2022-03-14 16:13:17.340000000"
"18592","PUERTO RICO","18","CAQUETA","I.E.R. JORGE ELIECER GAITAN","Institución educativa","http://www.ier-jorgeeliecergaitan-sed-caq.ie.edu.c","rector","0","secretaria de educación depart","0","0","0","0","33701","2022-03-14 16:13:17.640000000"
"73563","PRADO","73","TOLIMA","I.E. LUIS FELIPE PINTO","Institución educativa","http://www.ie-luisfelipepinto-sed-tol.ie.edu.co","rector","0","secretario de educacion depart","0","3","0","0","7429","2022-03-14 16:13:17.577000000"
"73152","CASABIANCA","73","TOLIMA","HOSPITAL SANTO DOMINGO CASABIANCA TOLIMA","Entidad de salud","http://www.hospitalsantodomingo.gov.co","gerente","1","gerente","11","4","278","1","6583","2022-03-14 16:13:17.433000000"
"27073","BAGADO","27","CHOCO","I.E.I. VIVICORA","Institución educativa","http://www.iei-vivicora-sed-cho.ie.edu.co","rector","0","secretaria de educación depart","0","0","0","0","7895","2022-03-14 16:13:17.560000000"
"5318","GUARNE","5","ANTIOQUIA","I.E. ROMERAL","Institución educativa","http://www.ie-romeral-sed-ant.ie.edu.co","rector","1","secretaria","0","0","43","0","51265","2022-03-14 16:13:17.640000000"
"68264","ENCINO","68","SANTANDER","CONCEJO MUNICIPAL DE ENCINO","Concejo","http://www.concejo-encino-santander.gov.co","presidente del concejo","1","secretaria","0","0","152","4","2425","2022-03-14 16:13:17.293000000"
