"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"Chile","8.0","Leche y Productos Lácteos","L20 - BOUBALOS SAS (PLANETA RICA - CÓRDOBA)","Quesos frescos y maduros de búfala; mozzarella fresca, burrata. Suero costeño de búfala. Yogurt de búfala.","2022-08-24T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones:
1. La leche fue sometida a uno o varios tratamientos térmicos que aseguran la conservación de producto y garantizan la destrucción del virus de la fiebre aftosa, tales como:
• Doble pasterización rápida a alta temperatura: 72° C por 15 segundos.
• Pasterización rápida a alta temperatura con otro tratamiento físico como disminución del pH a 6 durante por lo menos una hora o tratamiento térmico de al menos 72° C.
• Tratamiento UHT combinado con otro tratamiento físico.
2. Después del tratamiento térmico se han tomado las precauciones necesarias para evitar contacto de la leche con cualquier fuente potencial del virus de la fiebre aftosa.
3. Los derivados lácteos han sido elaborados con leche pasteurizada.
4. Los quesos han sido elaborados con leche pasteurizada como se indicó previamente en el punto 1 o fueron sometidos a un proceso de maduración mínimo de 60 días.
El SAG mediante carta No. 2403/2020 de 04/05/2020, otorga prórroga a los establecimientos con habilitación vigente hasta que se pueda realizar visita para renovación y por máximo un año, momento en el cual se evaluará la mantención de la prórroga de acuerdo al contexto mundial debido a la pandemia COVID-19."
"Chile","8.0","Leche y Productos Lácteos","L06 - PROCESADORA DE LECHES SA – PROLECHE SA (CHÍA CUNDINAMARCA)","Leche en polvo entera, leche larga vida UAT UHT entera y deslactosada zymil, leche de avena UAT (UHT), crema de leche Brick.","2022-08-24T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones:
1. La leche fue sometida a uno o varios tratamientos térmicos que aseguran la conservación de producto y garantizan la destrucción del virus de la fiebre aftosa, tales como:
• Doble pasterización rápida a alta temperatura: 72° C por 15 segundos.
• Pasterización rápida a alta temperatura con otro tratamiento físico como disminución del pH a 6 durante por lo menos una hora o tratamiento térmico de al menos 72° C.
• Tratamiento UHT combinado con otro tratamiento físico.
2. Después del tratamiento térmico se han tomado las precauciones necesarias para evitar contacto de la leche con cualquier fuente potencial del virus de la fiebre aftosa.
3. Los derivados lácteos han sido elaborados con leche pasteurizada.
4. Los quesos han sido elaborados con leche pasteurizada como se indicó previamente en el punto 1 o fueron sometidos a un proceso de maduración mínimo de 60 días.
El SAG mediante carta No. 2403/2020 de 04/05/2020, otorga prórroga a los establecimientos con habilitación vigente hasta que se pueda realizar visita para renovación y por máximo un año, momento en el cual se evaluará la mantención de la prórroga de acuerdo al contexto mundial debido a la pandemia COVID-19."
"Chile","8.0","Leche y Productos Lácteos","L02 - PRODUCTOS NATURALES DE LA SABANA SA - ALQUERÍA (CAJICÁ CUNDINAMARCA)","Leche entera larga vida UHT, leche deslactosada, bebidas y alimentos lácteos, leche deslactosada digestive, leche entera digestive, bebida de leche con avena UHT, crema de leche, leche UHT chocolatada.","2022-08-24T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones:
1. La leche fue sometida a uno o varios tratamientos térmicos que aseguran la conservación de producto y garantizan la destrucción del virus de la fiebre aftosa, tales como:
• Doble pasterización rápida a alta temperatura: 72° C por 15 segundos.
• Pasterización rápida a alta temperatura con otro tratamiento físico como disminución del pH a 6 durante por lo menos una hora o tratamiento térmico de al menos 72° C.
• Tratamiento UHT combinado con otro tratamiento físico.
2. Después del tratamiento térmico se han tomado las precauciones necesarias para evitar contacto de la leche con cualquier fuente potencial del virus de la fiebre aftosa.
3. Los derivados lácteos han sido elaborados con leche pasteurizada.
4. Los quesos han sido elaborados con leche pasteurizada como se indicó previamente en el punto 1 o fueron sometidos a un proceso de maduración mínimo de 60 días.
El SAG mediante carta No. 2403/2020 de 04/05/2020, otorga prórroga a los establecimientos con habilitación vigente hasta que se pueda realizar visita para renovación y por máximo un año, momento en el cual se evaluará la mantención de la prórroga de acuerdo al contexto mundial debido a la pandemia COVID-19."
"Chile","8.0","Leche y Productos Lácteos","L16 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA  (FACATATIVA CUNDINAMARCA)","Yogurt y yogurt con cereal (Bonyurt)","2022-08-24T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones:
1. La leche fue sometida a uno o varios tratamientos térmicos que aseguran la conservación de producto y garantizan la destrucción del virus de la fiebre aftosa, tales como:
• Doble pasterización rápida a alta temperatura: 72° C por 15 segundos.
• Pasterización rápida a alta temperatura con otro tratamiento físico como disminución del pH a 6 durante por lo menos una hora o tratamiento térmico de al menos 72° C.
• Tratamiento UHT combinado con otro tratamiento físico.
2. Después del tratamiento térmico se han tomado las precauciones necesarias para evitar contacto de la leche con cualquier fuente potencial del virus de la fiebre aftosa.
3. Los derivados lácteos han sido elaborados con leche pasteurizada.
4. Los quesos han sido elaborados con leche pasteurizada como se indicó previamente en el punto 1 o fueron sometidos a un proceso de maduración mínimo de 60 días.
El SAG mediante carta No. 2403/2020 de 04/05/2020, otorga prórroga a los establecimientos con habilitación vigente hasta que se pueda realizar visita para renovación y por máximo un año, momento en el cual se evaluará la mantención de la prórroga de acuerdo al contexto mundial debido a la pandemia COVID-19."
"Chile","8.0","Leche y Productos Lácteos","L12 - BUFALABELLA SAS - DIBUFALA (EL ROSAL - CUNDINAMARCA)","Mozzarella de bufala, burrata de bufala, ricotta de bufala, yogurt de bufala natural y variedades.","2022-08-24T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones:
1. La leche fue sometida a uno o varios tratamientos térmicos que aseguran la conservación de producto y garantizan la destrucción del virus de la fiebre aftosa, tales como:
• Doble pasterización rápida a alta temperatura: 72° C por 15 segundos.
• Pasterización rápida a alta temperatura con otro tratamiento físico como disminución del pH a 6 durante por lo menos una hora o tratamiento térmico de al menos 72° C.
• Tratamiento UHT combinado con otro tratamiento físico.
2. Después del tratamiento térmico se han tomado las precauciones necesarias para evitar contacto de la leche con cualquier fuente potencial del virus de la fiebre aftosa.
3. Los derivados lácteos han sido elaborados con leche pasteurizada.
4. Los quesos han sido elaborados con leche pasteurizada como se indicó previamente en el punto 1 o fueron sometidos a un proceso de maduración mínimo de 60 días.
El SAG mediante carta No. 2403/2020 de 04/05/2020, otorga prórroga a los establecimientos con habilitación vigente hasta que se pueda realizar visita para renovación y por máximo un año, momento en el cual se evaluará la mantención de la prórroga de acuerdo al contexto mundial debido a la pandemia COVID-19."
"Corea Del Sur","No Aplica","Derivados Cárnicos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Conservas Enlatadas de Producto Bovino","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: La conserva enlatada proviene de bovinos que reúnen los siguientes requisitos: 1. Fueron sacrificados y faenados en una planta de beneficio que cuenta con inspección ante-mortem y post-mortem por parte de veterinarios oficiales del Invima. 2. En la elaboración de la conserva enlatada no se utilizaron sustancias químicas conservantes u otras sustancias nocivas para la salud humana. 3. El establecimiento exportador está certificado en el sistema HACCP, por el Invima y durante el proceso, la carne no ha sido contaminada por patógenos y cumple con los requisitos sanitarios establecidos en la normativa colombiana. 4. Los productos fueron fabricados de acuerdo con la normativa sanitaria colombiana y de acuerdo a los lineamientos del Codex Alimentarius, con las técnicas estándar de procesamiento y enlatado bajo los parámetros establecidos. Todas las latas fueron sometidas a un proceso térmico de esterilización a vapor, a una temperatura de 121 °C durante un periodo mínimo de 20 minutos o el equivalente a Fo = 3.5 minutos."
"Corea Del Sur","No Aplica","Aguacate","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Guacamole","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Requisitos: 1. El producto fue procesado, almacenado y enviado a una temperatura inferior a -17.8 °C."
"Costa Rica","6.0","Leche y Productos Lácteos","L29 - PRODUCTOS ALIMENTICIOS SANTILLANA SA (FUNZA CUNDINAMARCA)","Dulce de Leche Arequipe, Leche Condensada Azucarada","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","6.0","Leche y Productos Lácteos","L16 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA (FACATATIVA CUNDINAMARCA)","Arequipe (Dulce de Leche)","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","6.0","Leche y Productos Lácteos","L27 - NESTLÉ DE COLOMBIA FÁBRICA BUGALAGRANDE","Leche Condensada, Leche Condensada Entera, Leche Condensada 0% Grasa, Leche Condensada Sabor a Chocolate, Leche Condensada Frutos Rojos Crema de Leche Estándar; Alimento a base de malta y cocoa con vitaminas y minerales - Milo (Marca comercial)","2024-11-05T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","6.0","Leche y Productos Lácteos","ALIMENTOS COPELIA S.A.","Dulce de Leche","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","6.0","Leche y Productos Lácteos","INDUSTRIAS NORMANDY S.A.","Dulce de Leche","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","6.0","Leche y Productos Lácteos","COMERCIALIZADORA PNS S.A.S.","Dulce de Leche","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por el SENASA de Costa Rica. • La materia prima utilizada es sometida a tratamiento térmico de pasteurización previo a su utilización para el proceso de fabricación del producto. • El establecimiento procesador lleva a cabo un plan de monitoreo para determinar la posible presencia de residuos de medicamentos veterinarios, de contaminantes químicos ambientales y de bacterias patógenas en la leche cruda que se utiliza para elaborar los productos. • El establecimiento procesa los productos bajo los principios de análisis de peligro y puntos críticos de control - HACCP. • El proceso de elaboración del producto, cumple con los tiempos y temperaturas de pasteurización de acuerdo a lo establecido en la normatividad colombiana, el cual es verificado por parte del Invima. • Los aditivos utilizados en el proceso de elaboración son los permitidos por la reglamentación sanitaria vigente y/o el Codex Alimentarius. Los establecimientos nuevos que deseen exportar deben realizar solicitud y diligenciar cuestionarios de acuerdo a procedimientos de la autoridad sanitaria de Costa Rica."
"Costa Rica","2.0","Bovina (Gelatina)","GELCO S. A.","Gelatina de Bovino","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Costa Rica","2.0","Bovina (Gelatina)","PROGEL (PRODUCTORA DE GELATINA S. A.)","Gelatina de Bovino","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Cuba","10.0","Leche y Productos Lácteos","L30 - LACTO LIFE SAS (TOCANCIPÁ CUNDINAMARCA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L04 - PROCESADORA DE LECHES SA - PROLECHE SA (MEDELLÍN ANTIOQUIA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L05 - PROCESADORA DE LECHES SA - PROLECHE SA (CERETÉ CORDOBA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L06 - PROCESADORA DE LECHES SA – PROLECHE SA (CHÍA CUNDINAMARCA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L07 - COOPERATIVA INDUSTRIAL LECHERA DE COLOMBIA LTDA.CILEDCO (BARRANQUILLA ATLÁNTICO)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L27 - NESTLE DE COLOMBIA SA (BUGALAGRANDE VALLE DEL CAUCA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L11 - ALPINA CAUCA ZONA FRANCA SAS (CALOTO)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L15 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA (SOPÓ CUNDINAMARCA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
