"fecha","pais","municipio","delito","pais_persona","genero","clase_sitio"
"6/15/22","COLOMBIA","TUNJA (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/15/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/15/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/15/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/15/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 347. AMENAZAS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","AGUACHICA","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","ARAUCA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","ARAUCA (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BARRANQUILLA (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BARRANQUILLA (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","FRENTE A COLEGIO - VIA PUBLICA"
"6/14/22","COLOMBIA","BARRANQUILLA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","ESTABLECIMIENTO EDUCATIVO"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","ESTABLECIMIENTO EDUCATIVO"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 210 A. ACOSO SEXUAL","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 218. PORNOGRAFÍA CON MENORES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 249. ABUSO DE CONFIANZA","NO REPORTADO","FEMENINO","APARTAMENTO"
"6/14/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CALI (CT)","ARTÍCULO 103. HOMICIDIO","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","OTRO"
"6/14/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CAUCASIA","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CHIRIGUANÁ","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CISNEROS","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","CÚCUTA (CT)","ARTÍCULO 182. CONSTREÑIMIENTO ILEGAL","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","DOSQUEBRADAS","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","COLEGIOS, ESCUELAS"
"6/14/22","COLOMBIA","DOSQUEBRADAS","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","EL CERRITO","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","EL TAMBO","ARTÍCULO 180. DESPLAZAMIENTO FORZADO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","FLORENCIA (CT)","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","COLOMBIA","MASCULINO","CARRETERA"
"6/14/22","COLOMBIA","FLORENCIA (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","MASCULINO","CALLEJÓN"
"6/14/22","COLOMBIA","GALAPA","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","GALAPA","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","GIRARDOT","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","GUACARÍ","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MAICAO","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MAICAO","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MANIZALES (CT)","ARTÍCULO 416. ABUSO DE AUTORIDAD POR ACTO ARBITRARIO E INJUSTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MANIZALES (CT)","ARTÍCULO 416. ABUSO DE AUTORIDAD POR ACTO ARBITRARIO E INJUSTO","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MAPIRIPÁN","ARTÍCULO 347. AMENAZAS","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MEDELLÍN (CT)","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MEDELLÍN (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","MEDELLÍN (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","PITALITO","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","PUERTO TEJADA","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","ESTABLECIMIENTO EDUCATIVO"
"6/14/22","COLOMBIA","RIOHACHA (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","ENTIDAD PUBLICA / ESTATAL"
"6/14/22","COLOMBIA","RIONEGRO","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","DROGUERIAS, FARMACIAS"
"6/14/22","COLOMBIA","SAN ANDRÉS (CT)","ARTÍCULO 416. ABUSO DE AUTORIDAD POR ACTO ARBITRARIO E INJUSTO","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SAN JOSÉ DEL GUAVIARE (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SANTANDER DE QUILICHAO","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SIBATÉ","ARTÍCULO 221. CALUMNIA","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SIBATÉ","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SOACHA","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SOACHA","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SOACHA","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","SOGAMOSO","ARTÍCULO 182. CONSTREÑIMIENTO ILEGAL","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","TAURAMENA","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","OTRO"
"6/14/22","COLOMBIA","TUNJA (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","TUNJA (CT)","ARTÍCULO 113. DEFORMIDAD","NO REPORTADO","MASCULINO","ESTABLECIMIENTO EDUCATIVO"
"6/14/22","COLOMBIA","VALLEDUPAR (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/14/22","COLOMBIA","VENTAQUEMADA","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","COLOMBIA","MASCULINO","TRAMO DE VIA"
"6/14/22","COLOMBIA","VILLANUEVA","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","APARTADÓ","ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES","COLOMBIA","FEMENINO","ALMACENES"
"6/13/22","COLOMBIA","ARMENIA (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","FRENTE A RESIDENCIAS - VIA PUBLICA"
"6/13/22","COLOMBIA","BARBOSA","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BARBOSA","ARTÍCULO 265. DAÑO EN BIEN AJENO","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","ESTABLECIMIENTO EDUCATIVO"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 115. LESIONES CON PERTURBACION PSIQUICA TRANSITORIA","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 182. CONSTREÑIMIENTO ILEGAL","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 206. ACTO SEXUAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 221. CALUMNIA","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 221. CALUMNIA","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BOGOTÁ D.C. (CT)","ARTÍCULO 347. AMENAZAS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","ESTABLECIMIENTO EDUCATIVO"
"6/13/22","COLOMBIA","BUCARAMANGA (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","BUENAVISTA","ARTÍCULO 221. CALUMNIA","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CALI (CT)","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","COLOMBIA","FEMENINO","CASAS DE HABITACION"
"6/13/22","COLOMBIA","CALI (CT)","ARTÍCULO 234. INASISTENCIA ALIMENTARIA (CIRCUNSTANCIAS DE AGRAVACIÓN).","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CALI (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 246. ESTAFA","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CARTAGENA (CT)","ARTÍCULO 265. DAÑO EN BIEN AJENO","COLOMBIA","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CHÍA","ARTÍCULO 246. ESTAFA","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CHIGORODÓ","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","CÚCUTA (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","EL ROSARIO","ARTÍCULO 103. HOMICIDIO","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","EL TAMBO","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","EL ZULIA","ARTÍCULO 189. VIOLACIÓN DE HABITACIÓN AJENA.","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","FACATATIVÁ","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","FACATATIVÁ","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","RED VIRTUAL O INTERNET"
"6/13/22","COLOMBIA","FLORENCIA (CT)","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","ENTIDAD PUBLICA / ESTATAL"
"6/13/22","COLOMBIA","FLORIDABLANCA","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","FRESNO","ARTÍCULO 120. LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO )","COLOMBIA","FEMENINO","CARRETERA"
"6/13/22","COLOMBIA","FRESNO","ARTÍCULO 218. PORNOGRAFÍA CON MENORES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","GIGANTE","ARTÍCULO 230 A. EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","IBAGUÉ (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","LA PLATA","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","BARES, CANTINAS Y SIMILARES"
"6/13/22","COLOMBIA","MANIZALES (CT)","ARTÍCULO 246. ESTAFA","COLOMBIA","MASCULINO","RED VIRTUAL O INTERNET"
"6/13/22","COLOMBIA","MARÍA LA BAJA","ARTÍCULO 347. AMENAZAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","MARIQUITA","ARTÍCULO 244. EXTORSIÓN","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","MARQUETALIA","ARTÍCULO 185A. INTIMIDACIÓN O AMENAZA CON ARMA DE FUEGO","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","MEDELLÍN (CT)","ARTÍCULO 239. HURTO PERSONAS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","NEIVA (CT)","ARTÍCULO 111. LESIONES PERSONALES","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","NEIVA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","NÓVITA","ARTÍCULO 205. ACCESO CARNAL VIOLENTO","NO REPORTADO","FEMENINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","PAMPLONA","ARTÍCULO 111. LESIONES PERSONALES","COLOMBIA","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","PASTO (CT)","ARTÍCULO 229. VIOLENCIA INTRAFAMILIAR","NO REPORTADO","MASCULINO","VIAS PUBLICAS"
"6/13/22","COLOMBIA","PASTO (CT)","ARTÍCULO 239. HURTO PERSONAS","COLOMBIA","FEMENINO","CALLEJÓN"
