"municipio","c_digo_municipio","c_digo","nombre","direcci_n","tel_fono","nombre_rector","tipo_establecimiento","etnias","sector","genero","zona","niveles","jornadas","caracter","especialidad","licencia","grados","modelos_educativos","discapacidades","idiomas","n_mero_de_sedes","estado","prestador_de_servicio","propiedad_de_la_planta_fis","resguardo","matricula_contratada","correo_electr_nico"
"BARANOA","8078","308078000826","INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO","KR 27 B 18 C 37","NO TIENE","JORGE GAMBOA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","EN REVISIÓN","SIN ESPECIALIDAD","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARANOA","8078","308078000699","GIMNASIO INFANTIL","CRA 22D 20-30","8787719","IVONEM ZAPATEIRO","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-3","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARANOA","8078","408078000723","CENTRO EDUCATIVO MADRE INMACULADA","CL 6 11 31","8784057","ANA HERNANDEZ R","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","CONDICIONAL","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","MULTIPLE","SIN DATO","1","NUEVO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARANOA","8078","308078800016","CENTRO EDUCATIVO ACUARELA","CL 22 18 36","NO TIENE","SUAD POLO DE LA CRUZ","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE","EN REVISIÓN","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARANOA","8078","308078000508","INSTITUTO DOCENTE MIXTO CORAZON DE JESUS","CARRERA 19   23 - 12","8787910","JOVITA ISABEL RODRIGUEZ ESCOBAR","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","LESIÓN NEUROMUSCULAR","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","institutodocentemixtocorazondejesus@hotmail.com"
"BARANOA","8078","308078000842","CENTRO EDUCATIVO LA NUEVA ESCUELA DEL FUTURO","KR 21 8 45","3007384055","DIBBY PATIÑO CONSUEGRA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR","MAÑANA","EN REVISIÓN","SIN ESPECIALIDAD","REVISADA ACEPTADA","-3","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","palabraesvida@hotmail.com"
"BARRANQUILLA","8001","308001019532","INSTITUCION EDUCATIVA CRISTIANO LA ROSA DE SARON","KR 20 17 85","3548155 - 3599013","CARLOS HUMBERTO ATENCIA PRINS","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICO","ACADÉMICA","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","SI","IEROSADESARON@HOTMAIL.COM"
"BARRANQUILLA","8001","308001019401","CENTRO EDUCATIVO EL PARAISO","KR 21 D 27 B 03","3743223","LISSETTE DE LAS MERCEDES MEJIA BARROS","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","FRANCES","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001019524","CENTRO EDUCATIVO SONRISITAS","CL 56 B 13 50 <EOF>","3478335","YAMILE CECILIA CISNEROS RODRIGUEZ","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","cendusonrisitas@hotmail.com"
"BARRANQUILLA","8001","308001074126","INSTITUCION EDUCATIVA PENTECOSTAL","CL 57 43 131","3709514-379514","ROSA EVANGELINA PEREA GUTIERREZ","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICO","ACADÉMICA","SIN REVISAR","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","centropentecostal@hotmail.com"
"BARRANQUILLA","8001","308001074291","INSTITUCION MIXTA SANTA ELENA","KR 5 B 92 78","3288164 - 3106755454","GRICELL VARELA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","imsantaelena@hotmail.com"
"BARRANQUILLA","8001","308001074355","INSTITUTO LAS FLORES","KR 86 10 B 14","3773272","RAFAEL PACHECO GUTIERREZ","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","inslaflore2013@hotmail.es"
"BARRANQUILLA","8001","308001074584","ESCUELA JARDION DE LOS NIÑOS","CL 14 23 53","3746584","ZAMIRA DEL CARMEN VILORIA RODRIGUEZ","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5,6","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001000319","COLEGIO DE LA SAGRADA FAMILIA","CL 72 38 79 <EOF>","3686505","HNA. CARMEN ELENA JAIME CONTRERAS","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","FEMENINO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA","ACADÉMICO","ACADÉMICA","CONDICIONAL","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL","SIN DATO","1","ANTIGUO-ACTIVO","COMUNIDAD RELIGIOSA","COMUNIDAD RELIGIOSA","NO APLICA","NO","secretariacosafaba@hotmail.com"
"BARRANQUILLA","8001","308001000645","COLEGIO GIMNASIO DEL ATLANTICO","CL 65 47 91","3490400","ISABEL NOEMI BERMUDEZ VILLADIEGO","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICO","ACADÉMICA","SIN REVISAR","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","LESIÓN NEUROMUSCULAR","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","colgiatlantico@gmail.com"
"BARRANQUILLA","8001","308001075521","CENTRO EDUCATIVO PARAISO CENTRAL","KR 17 36 B 59","3624698","CARMEN CECILIA DIAZ ALVAREZ","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","joseconde40@yahoo.es"
"BARRANQUILLA","8001","308001000963","LICEO LA GRAN COLOMBIA","CL 116 31 17","3595509-3636442","OSMA DE LA HOZ REALES","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5,6","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","liceo.la.grancolombia@hotmail.com"
"BARRANQUILLA","8001","308001005256","COLEGIO MODERNO DEL CARIBE","CL 80 C 35 D 55","3522657-3522661","GLADYS CARRASQUILLA DE PAZ","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001009596","COLEGIO EL MUNDO DE LOS ESTUDIANTES","IND SEDE 1 CL 64 45 39 / SEDE 2 CRA 70 86 51","3410318","GRACIELA CARREÓO DE BESADA","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","CONDICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","INTELECTUAL,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","grachidar26@yahoo.com"
"BARRANQUILLA","8001","308001010144","COLEGIO MIXTO ANTONIO NARIÑO","CL 37 25 67","3723246","ASBLEIDYS MARIA HERNANDEZ GOMEZ","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE","ACADÉMICO","ACADÉMICA","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","SI","bettycordobaarrieta@hotmail.com"
"BARRANQUILLA","8001","308001014841","INSTITUTO DULCE SUEÑOS","CL 68 23 C 28","3658968","MARTHA CECILIA SIERRA NORIEGA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5,6,7,8","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001078024","JARDIN INFANTIL MIS AÑOS MARAVILLOSOS","CL 40 B 21 B 36","3700255","NANCY LILIANA LOPEZ C","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1","EDUCACIÓN TRADICIONAL","VISUAL - BAJA VISION IRREVERSIBLE,VISUAL - CEGUERA","FRANCES","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001078032","INSTITUCION COMUNITARIA TALENTOS 2000","KR 16 7 48","3469281 - 3114380490 - 3205200929","MANUEL OLIVARES","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-1,0,1,2,3,4,5,6","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","intalento2000@hotmail.com"
"BARRANQUILLA","8001","308001078261","COLEGIO BOSTON INTERNACIONAL LTDA","CL 74 41 46","3565091","LUZ DANYS REYES CASTRO","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICO","ACADÉMICA","CONDICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","redbostonschool@yahoo.com"
"BARRANQUILLA","8001","408001077707","COLEGIO MI PEQUEÑA INFANCIA","CL 12 8 69","3599557","YOLIMA PATRICIA JIMENEZ RUA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","cmpi_yolimajimenez@hotmail.com"
"BARRANQUILLA","8001","308001018234","GIMNASIO INFANTIL NUEVO SIGLO","CL 45 18 77","3462374","MERCEDES YANCE VILLANUEVA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","GINS.2007@HOTMAIL.COM"
"BARRANQUILLA","8001","308001000289","PRE-ESCOLAR T.E.A","KR 43 87 119","3784703","JALILEH NADJAR VARELA","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3,4","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","pre-escolartea@hotmail.com"
"BARRANQUILLA","8001","308001076048","INST  MI SENDERO","CL 61 16 120","3660176","RITA HORTENCIA JIMENEZ MOLINARES","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE","NO APLICA","SIN ESPECIALIDAD","CONDICIONAL","-2,-1,0,1,2,3,4,5","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","institutomisendero@yahoo.es"
"BARRANQUILLA","8001","308001075556","INSTITUCION DOCENTE MARIA CONCEPCION","CL 50 C 1 E 17","3116637936-3016601004","INES AMINTA MALDONADO PERTUZ","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","indomaco@hotmail.com"
"BARRANQUILLA","8001","308001006503","GIMNASIO SAN LUIS","CR  4C # 92-79","3288507-3002006188","GINA VILLANUEVA PERRUELO","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","GIMSALU@HOTMAIL.COM"
"BARRANQUILLA","8001","308001010578","INSTITUTO ARIANO","CL 79 42 318","3586849","DUBYS MARGOT ALEMAN ROMERO","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICO","ACADÉMICA","SIN REVISAR","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","FUNDACION O CORPORACIONES","FUNDACION O CORPORACIONES","NO APLICA","NO","fundariano@hotmail.com"
"BARRANQUILLA","8001","308001010918","JARDIN INFANTIL MI KINDER","KR 32 47 50","3400751","ANGELICA REBOLLEDO VERGEL","CENTRO EDUCATIVO","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,BÁSICA PRIMARIA","MAÑANA","NO APLICA","SIN ESPECIALIDAD","SIN REVISAR","-2,-1,0,1,2,3","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","SIN CORREO"
"BARRANQUILLA","8001","308001015341","COLEGIO MIXTO FARY","CL 112 E 27 07","3597979-3135799238","FARIDE MARTINEZ CONTRERAS","INSTITUCION EDUCATIVA","NO APLICA","NO OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","INGLÉS","1","ANTIGUO-ACTIVO","PERSONA NATURAL","PERSONA NATURAL","NO APLICA","NO","colfary2008@hotmail.com"
