"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","valorbeneficioconsolidad","valorultimobeneficioasignado"
"2","0","0","54","54498","ND","NO","NO ACTIVO","Sin Información","ND","2015-01-01","1900-01-01","Mujer","ND","NORTE DE SANTANDER","OCAÑA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"2","0","0","54","54498","ND","NO","NO ACTIVO","Sin Información","ND","2015-01-01","1900-01-01","Mujer","ND","NORTE DE SANTANDER","OCAÑA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","41","41396","ND","ND","ACTIVO","Sin Información","ND","2017-05-01","1900-01-01","Mujer","TECNICO","HUILA","LA PLATA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","76","76109","ND","ND","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-07-01","1900-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13001","ND","NO","ACTIVO","ND","ND","2014-04-01","1900-01-01","Mujer","ND","BOLIVAR","CARTAGENA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"10","0","0","66","66001","ND","NO","NO ACTIVO","Sin Información","ND","2013-03-01","1900-01-01","Mujer","ND","RISARALDA","PEREIRA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","20","20001","ND","NO","ACTIVO","Sin Información","ND","2017-01-01","1900-01-01","Mujer","TECNOLOGO","CESAR","VALLEDUPAR","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","41","41396","ND","NO","NO ACTIVO","Sin Información","ND","2015-07-01","1900-01-01","Hombre","ND","HUILA","LA PLATA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","23","23001","ND","ND","NO ACTIVO","ND","ND","2013-04-01","1900-01-01","Mujer","ND","CORDOBA","MONTERIA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","0","0","86","86001","ND","ND","ACTIVO","ND","ND","2017-01-01","1900-01-01","Mujer","ND","PUTUMAYO","MOCOA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","19","19001","ND","NO","ACTIVO","Sin Información","ND","2013-12-01","1900-01-01","Hombre","ND","CAUCA","POPAYAN","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","19","19001","ND","NO","ACTIVO","Sin Información","ND","2013-12-01","1900-01-01","Hombre","ND","CAUCA","POPAYAN","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"2","0","0","11","11001","ND","ND","NO ACTIVO","Sin Información","ND","2015-04-01","1900-01-01","Mujer","TECNICO","BOGOTA","BOGOTA D.C.","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","> 6.000.001","0 - 1.300.000"
"1","0","0","73","73504","ND","NO","NO ACTIVO","Sin Información","ND","2015-03-01","1900-01-01","Mujer","ND","TOLIMA","ORTEGA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","41","41359","ND","NO","NO ACTIVO","Sin Información","ND","2015-01-01","1900-01-01","Mujer","ND","HUILA","ISNOS","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","0","0","11","11001","ND","NO","NO ACTIVO","Sin Información","ND","2013-10-01","1900-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","11","11001","ND","NO","NO ACTIVO","Sin Información","ND","2013-10-01","1900-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","81","81001","ND","ND","NO ACTIVO","ND","ND","2013-02-01","1900-01-01","Hombre","ND","ARAUCA","ARAUCA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"2","0","0","13","13001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","1900-01-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","UNIDOS","> 6.000.001","0 - 1.300.000"
"1","0","0","76","76147","ND","NO","ACTIVO","Sin Información","ND","2014-07-01","1900-01-01","Hombre","ND","VALLE","CARTAGO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","> 6.000.001","0 - 1.300.000"
"1","0","0","66","66594","ND","NO","NO ACTIVO","Sin Información","ND","2013-10-01","1900-01-01","Hombre","ND","RISARALDA","QUINCHIA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","52","52001","ND","ND","NO ACTIVO","Sin Información","ND","2014-06-01","1900-01-01","Hombre","TECNICO","NARIÑO","PASTO","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","99","99001","ND","ND","NO ACTIVO","Sin Información","ND","2018-09-01","1900-01-01","Hombre","TECNICO","VICHADA","PUERTO CARREÑO","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05172","ND","ND","NO ACTIVO","ND","ND","2015-04-01","1900-01-01","Mujer","ND","ANTIOQUIA","CHIGORODO","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","No Definido","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","68","68001","ND","ND","NO ACTIVO","ND","ND","2013-02-01","1900-01-01","Mujer","ND","SANTANDER","BUCARAMANGA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"5","0","0","66","66001","ND","NO","NO ACTIVO","Sin Información","ND","2013-02-01","1900-01-01","Mujer","ND","RISARALDA","PEREIRA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","52","52835","ND","NO","NO ACTIVO","Sin Información","ND","2014-07-01","1900-01-01","Mujer","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","15","15238","ND","NO","ACTIVO","ND","ND","2014-02-01","1900-01-01","Mujer","ND","BOYACA","DUITAMA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","0","0","68","68276","ND","ND","NO ACTIVO","Sin Información","ND","2015-03-01","1900-01-01","Hombre","TECNICO","SANTANDER","FLORIDABLANCA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68276","ND","ND","NO ACTIVO","Sin Información","ND","2015-03-01","1900-01-01","Hombre","TECNICO","SANTANDER","FLORIDABLANCA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76036","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-07-01","1900-01-01","Mujer","ND","VALLE","ANDALUCIA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","23","23182","ND","NO","ACTIVO","Sin Información","INDIGENA","2017-07-01","1900-01-01","Hombre","ND","CORDOBA","CHINU","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","20","20238","ND","NO","ACTIVO","ND","ND","2018-09-01","1900-01-01","Mujer","ND","CESAR","EL COPEY","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17001","ND","NO","NO ACTIVO","Sin Información","ND","2014-07-01","1900-01-01","Mujer","TECNOLOGO","CALDAS","MANIZALES","Colombia","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"2","0","0","17","17001","ND","ND","NO ACTIVO","Sin Información","ND","2014-10-01","1900-01-01","Hombre","TECNOLOGO","CALDAS","MANIZALES","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","52","52585","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-09-01","1900-01-01","Hombre","ND","NARIÑO","PUPIALES","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","INDIGENAS","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44430","ND","NO","NO ACTIVO","ND","ND","2014-07-01","1900-01-01","Mujer","ND","LA GUAJIRA","MAICAO","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08433","ND","ND","ACTIVO","ND","ND","2013-07-01","1900-01-01","Hombre","ND","ATLANTICO","MALAMBO","Colombia","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","20","20001","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-07-01","1900-01-01","Hombre","ND","CESAR","VALLEDUPAR","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","47","47001","ND","NO","NO ACTIVO","ND","ND","2014-08-01","1900-01-01","Hombre","ND","MAGDALENA","SANTA MARTA","Colombia","06-17","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","RC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","76","76109","ND","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2015-01-01","1900-01-01","Mujer","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","25","25307","ND","ND","NO ACTIVO","Sin Información","ND","2014-02-01","1900-01-01","Hombre","TECNOLOGO","CUNDINAMARCA","GIRARDOT","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","25","25307","ND","ND","NO ACTIVO","Sin Información","ND","2014-02-01","1900-01-01","Hombre","TECNOLOGO","CUNDINAMARCA","GIRARDOT","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","25","25307","ND","ND","NO ACTIVO","Sin Información","ND","2014-02-01","1900-01-01","Hombre","TECNOLOGO","CUNDINAMARCA","GIRARDOT","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","25","25307","ND","ND","NO ACTIVO","Sin Información","ND","2014-02-01","1900-01-01","Hombre","TECNOLOGO","CUNDINAMARCA","GIRARDOT","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","15","15001","ND","ND","ACTIVO","Sin Información","ND","2017-01-01","1900-01-01","Hombre","TECNOLOGO","BOYACA","TUNJA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","13","13430","ND","ND","NO ACTIVO","ND","ND","2014-07-01","1900-01-01","Mujer","ND","BOLIVAR","MAGANGUE","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","76","76520","ND","NO","NO ACTIVO","Sin Información","ND","2014-07-01","1900-01-01","Mujer","ND","VALLE","PALMIRA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","25","25875","ND","ND","NO ACTIVO","Sin Información","ND","2014-06-01","1900-01-01","Mujer","TECNICO","CUNDINAMARCA","VILLETA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68406","ND","NO","ACTIVO","Sin Información","ND","2013-07-01","1900-01-01","Hombre","ND","SANTANDER","LEBRIJA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","41","41001","ND","NO","NO ACTIVO","Sin Información","ND","2013-04-01","1900-01-01","Mujer","ND","HUILA","NEIVA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","50","50001","ND","NO","NO ACTIVO","Sin Información","ND","2015-04-01","1900-01-01","Mujer","ND","META","VILLAVICENCIO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66001","ND","ND","ACTIVO","Sin Información","ND","2017-08-01","1900-01-01","Mujer","TECNICO","RISARALDA","PEREIRA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","86","86568","ND","NO","NO ACTIVO","SO","ND","2013-10-01","1900-01-01","Hombre","SIN ESPECIFICAR","PUTUMAYO","PUERTO ASIS","ND","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","11","11001","ND","NO","NO ACTIVO","Sin Información","ND","2013-10-01","1900-01-01","Mujer","TECNOLOGO","BOGOTA","BOGOTA D.C.","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","11","11001","ND","NO","NO ACTIVO","Sin Información","ND","2013-10-01","1900-01-01","Mujer","TECNOLOGO","BOGOTA","BOGOTA D.C.","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"3","0","0","13","13001","ND","NO","NO ACTIVO","Sin Información","ND","2015-07-01","1900-01-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","52","52001","ND","NO","NO ACTIVO","Sin Información","ND","2014-09-01","1900-01-01","Mujer","ND","NARIÑO","PASTO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","52","52001","ND","NO","NO ACTIVO","Sin Información","ND","2014-09-01","1900-01-01","Mujer","ND","NARIÑO","PASTO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","52","52001","ND","NO","NO ACTIVO","Sin Información","ND","2014-09-01","1900-01-01","Mujer","ND","NARIÑO","PASTO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","52","52001","ND","NO","NO ACTIVO","Sin Información","ND","2014-09-01","1900-01-01","Mujer","ND","NARIÑO","PASTO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","52","52001","ND","NO","ACTIVO","CA","ND","2015-01-01","1900-01-01","Hombre","ND","NARIÑO","PASTO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","> 6.000.001","0 - 1.300.000"
"1","0","0","41","41396","ND","NO","NO ACTIVO","Sin Información","ND","2015-04-01","1900-01-01","Mujer","TECNOLOGO","HUILA","LA PLATA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000"
"2","0","0","25","25754","ND","ND","NO ACTIVO","Sin Información","ND","2014-09-01","1900-01-01","Hombre","TECNOLOGO","CUNDINAMARCA","SOACHA","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","70","70473","ND","NO","NO ACTIVO","Sin Información","ND","2018-07-01","1900-01-01","Mujer","ND","SUCRE","MORROA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52835","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-07-01","1900-01-01","Mujer","ND","NARIÑO","SAN ANDRES DE TUMACO","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","0","0","13","13468","ND","NO","ACTIVO","Sin Información","ND","2014-07-01","1900-01-01","Mujer","ND","BOLIVAR","MOMPOS","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","> 6.000.001","0 - 1.300.000"
"2","0","0","47","47001","ND","NO","NO ACTIVO","Sin Información","ND","2014-04-01","1900-01-01","Mujer","TECNICO","MAGDALENA","SANTA MARTA","Colombia","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","TI","SISBEN","0 - 1.500.000","0 - 1.300.000"
"2","0","0","73","73001","ND","ND","NO ACTIVO","Sin Información","ND","2014-05-01","1900-01-01","Hombre","TECNOLOGO","TOLIMA","IBAGUE","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"2","0","0","73","73001","ND","ND","NO ACTIVO","Sin Información","ND","2014-05-01","1900-01-01","Hombre","TECNOLOGO","TOLIMA","IBAGUE","57","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000"
"1","0","0","19","19355","ND","NO","ACTIVO","Sin Información","ND","2017-07-01","1900-01-01","Hombre","ND","CAUCA","INZA","ND","18-29","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70001","ND","NO","ACTIVO","Sin Información","ND","2013-07-01","1900-01-01","Mujer","ND","SUCRE","SINCELEJO","ND","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","70","70001","ND","NO","ACTIVO","Sin Información","ND","2013-07-01","1900-01-01","Mujer","ND","SUCRE","SINCELEJO","ND","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
"1","0","0","70","70001","ND","NO","ACTIVO","Sin Información","ND","2013-07-01","1900-01-01","Mujer","ND","SUCRE","SINCELEJO","ND","30-49","INCENTIVO MONETARIO CONDICIONADO A LA FORMACION","MONETARIO","CC","SISBEN","1.500.001 - 3.000.000","0 - 1.300.000"
