"tipo_documento","numero_documento","raz_n_social","pa_s","departamento_estado","ciudad","direcci_n","tel_fono","p_gina_web","correo_electr_nico","fuente_origen_del_dato","enlace_origen_del_dato","presta_de_tercero","portal_transaccional","nombre_de_la_prueba","descripci_n","documento_de_referencia","m_todo","fecha_de_actualizaci_n_de","acreditaci_n_vigente","equipos","tiempo_de_duraci_n_de_la"
"Escritura Pública","12178","Laboratorios Roy H. Anderson S.A. de C.V.","México","No Reporta","Celaya","Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010","+524616118107","http://laboratoriosanderson.com/","rgutierrez@laboratoriosanderson.com","No Aplica","No Aplica","No Aplica","No Aplica","Tetramethrin","Se emplea un solvente que sea afín al ingrediente activo para disolver la muestra y mediante cromatografía de gases, se lleva a cabo una separación de los distintos componentes de la muestra a través de las propiedades físico-químicas de la muestra, permitiendo la cuantificación del I.A. usando un estándar como material de referencia.","No Aplica","Método interno basado en CIPAC 322","2022/08/19 00:07:17.000","1","No Aplica","3"
"nit","860001942-8","Bayer S.A","Colombia","Bogotá D.C.","Bogotá D.C.","Avenida 9  # 57  52","3185358936","No Reporta","carlosaurel.patino@bayer.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinaciòn de Ingrediente activo Fluopicolide de manera independiente como únicos activos en materia prima y formulaciones de plaguicidas","Separaciòn y cuantificación de Fluopicolide por cromatografía liquida de Alta eficiencia HPLC con detectores DAD y/o UV/VIS y estándar externo, en  formulaciones de plaguicidas","No Aplica","AM003404MF","2022/08/19 00:07:17.000","0","No Aplica","2"
"Licencia comercial China","9137000079731011X2","Shandong Sino-Agri United Biotechnology Co., Ltd. Testing Center","China","No Reporta","Jinan","No.28, Sangyuan Road, Licheng, Jinan, Shandong, China","(86)15201421164","No Reporta","chunlinwangsd@126.com","No Aplica","No Aplica","No Aplica","No Aplica","Contenido de 2-cloro-6'-acet-o-toluidida en S-metolachloro (Impureza 3)","Preparación de la solución estándar interna:
Pesar 0,2 g de n-pentadecano en un matraz volumétrico de 500 mL, disolver y diluir hasta la marca con cloroformo y agitar bien.

Preparación de soluciones patrón:
Pesar 0,07 g (con una precisión de 0,0001 g) de muestra estándar de impureza 3 respectivamente en un matraz volumétrico de 10 ml, agregar cloroformo para disolver y diluir hasta la marca, agitar bien. Transfiera 2,0 mL de la solución estándar anterior de la impureza 1 con una pipeta y colóquela en una botella de vidrio de 10 mL con tapón, agregue 5 mL de la solución estándar interna con una pipeta y agite bien.

Preparación de soluciones de muestra:
Pese 1 g (con una precisión de 0,0001 g) de muestra, colóquela en una botella de vidrio de 10 ml con tapón, agregue 5 ml de solución estándar interna con una pipeta, luego agregue 5 ml de cloroformo y agite bien.

Determinación:
Bajo las condiciones de operación anteriores, después de que la línea de base del instrumento sea estable, inyecte la solución de muestra estándar para agujas humanas continuamente y calcule la repetibilidad de la relación del área máxima de cada aguja de la muestra estándar al área máxima de el estándar interno Cuando el cambio relativo en la relación es inferior al 10%,analice y mida en el orden de solución estándar, solución de muestra, solución de muestra y solución estándar.

Condiciones de funcionamiento de la cromatografía de gases:
Temperatura: la temperatura de la columna se mantuvo a 135 °C durante 12 min, se calentó a 180 °C a una velocidad de 40 °C/min durante 6 min y luego se aumentó a 250 °C a una velocidad de 40 °C/min durante 4 min, la cámara de vaporización estaba a 210 °C y el detector a 250 °C;
Flujo de gas, gas portador (nitrógeno) 2,0 ml/min, hidrógeno 30 ml/min, aire 300 ml/min;
Relación de división: 30 : 1;
Volumen de inyección: 1,0 μL;
Tiempo de retención: la impureza 3 es de aproximadamente 17,7 min, el estándar interno es de aproximadamente 6,7 min.
Los parámetros operativos anteriores son típicos, y los parámetros operativos dados se pueden ajustar adecuadamente de acuerdo con las características de diferentes instrumentos, para obtener los mejores resultados.

Calcular:
Las relaciones del área del pico de la impureza 3 al estándar interno en las dos agujas de la solución de muestra y las dos agujas de la solución estándar antes y después de la muestra se promediaron respectivamente. La fracción de masa de la impureza 3 en la muestra se calcula según la fórmula: w2=r4*m3*w/(r3*m4*k)
donde,
r3: el valor promedio de la relación de la impureza 3 al área del pico del estándar interno en la solución estándar;
r4: el valor promedio de la relación de la impureza 3 al área del pico del estándar interno en la solución de muestra;
m3: el valor de la calidad de la muestra patrón, g;
m4: el valor de la masa de la muestra, g;
w: la fracción de masa de impurezas 3 en la muestra estándar, expresada en %;
k: factor de conversión, k=5","No Aplica","Material técnico de S-metolachloro HG/T 5425-2018 4.7","2022/08/19 00:07:17.000","1","No Aplica","48"
"nit","860026895-8","ITALCOL SA","Colombia","Cundinamarca","Funza","Kilómetro 13 VIA #  OCCIDENTE  FUNZA","4221360","No Reporta","alejandrorojas@italcol.com","No Aplica","No Aplica","No Aplica","No Aplica","Cuantificación de Proteína soluble en KOH al 0.2% en Soya y subproductos de soya por Volumetría método Kjeldahl.","DIGESTIÓN EN BLOQUE – DESTILACIÓN -TITULACIÓN (KJELDAHL)","No Aplica","LCI-TA-015 BASADO EN ISO 14244:2014 - NTC 3682 DETERMINACIÓN DE PROTEÍNA SOLUBLE EN KOH","2022/08/19 00:07:17.000","0","No Aplica","3"
"Escritura Pública","12178","Laboratorios Roy H. Anderson S.A. de C.V.","México","No Reporta","Celaya","Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010","+524616118107","http://laboratoriosanderson.com/","rgutierrez@laboratoriosanderson.com","No Aplica","No Aplica","No Aplica","No Aplica","Nitrógeno amoniacal","El método Kjendahl se utiliza par ala determinación del contenido de nitrógeno en muestras orgánicas inorgánicas","No Aplica","Método interno basado en NMX-AA-026-SCFI-2010","2022/08/19 00:07:17.000","1","No Aplica","4"
"nit","830016868-7","Agroavicola Sanmarino S.A.","Colombia","Bogotá D.C.","Bogotá D.C.","Kilómetro 11  #    RectaPalmira Cali","3907809","www.sanmarino.com.co","contacto@sanmarino.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Recuento de Mohos y Levaduras","Análisis en el cual se realiza el recuento de mohos y levaduras en placas Compac Dry YM (AOAC 100401). Estas placas están pre esterilizadas y contienen medio de cultivo, antibióticos para inhibir el crecimiento bacteriano y un gelificante soluble en frio. El medio se rehidrata inoculando 1mL de muestra diluida en el centro del medio autodifusible, permitiendo que la solución se difunda por acción capilar. Después de la incubación, se realiza el recuento de las colonias obtenidas y el resultado se expresa en UCF/g o mL.","No Aplica","FDA-BAM Cap. 18","2022/08/19 00:07:17.000","0","No Aplica","120"
"nit","891480085-7","CENTRO INTEGRAL DE DIAGNOSTICO AGROPECUARIO DE RISARALDA-CIDAR","Colombia","Risaralda","Pereira","Carrera 7  # 23  60 EDIFICIORISARALDA","3155667204","No Reporta","martha.vallejo@risaralda.gov.co","No Aplica","No Aplica","No Aplica","No Aplica","Análisis de huevos de parásitos gastrointestinales por MacMaster.","La técnica McMaster utiliza cámaras de conteo que posibilitan el examen microscópico de un volumen conocido de suspensión fecal. El proceso consiste en pesar cantidad determinada en gramos de heces que colocamos dentro de un recipiente utilizando una solución saturada.","No Aplica","Guía RVC/FAO para el Diagnóstico Parasitológico Veterinario.","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","830074222-7","SYNGENTA S.A","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 116 # 7 - 15 Oficina 601 B Oficina 601 B, Edificio Cusezar","6538777","https://www.syngenta.com.co/","CATALINA.SANTANA@SYNGENTA.COM","No Aplica","No Aplica","No Aplica","No Aplica","Determinación de Fenpropidin (FPD) y Penconazol (PNZ) en Solvit 17,5/175 EW por cromatografía de gases con columna capilar
Código: CCMA-059","MATERIALES, REACTIVOS Y EQUIPOS
	Balones aforados de 100 mL.
	Balones aforados de 50 mL.
	Pipeta aforada de 5 mL.
	Estándar analítico de fenpropidin (FPD).
	Estándar analítico de penconazole [penconazol] (PNZ).
	1,3,5-Triphenylbenzene.
	Acetona R.A. o HPLC.
	Jeringas plásticas desechables de 5 mL.
	Filtro para jeringa de nylon o PTFE de 25 mm x 0,45 µm.
	Gases de calidad cromatográfica: aire, helio, hidrógeno y nitrógeno. Todos los gases deben ser purificados mediante tamices moleculares para hidrocarburos; además, el gas de arrastre (helio) debe ser purificado a través de trampas de oxígeno y humedad.
	Cromatógrafo de gases con detector FID (Agilent 6890N, 7820A, 7890A o 7890B).
	Software para manejo del equipo y procesamiento de los datos (por ejemplo: OpenLab ChemStation).

2.3	CONDICIONES DE OPERACIÓN
Instrumento	Cromatógrafo de gases Agilent 6890N, 7820A, 7890A o 7890B; equipado con sistema de inyección split/splitless; automuestreador y detector de ionización de llama (FID). Operado en modo “split”.
Columna	Columna capilar de sílice fundida con fase estacionaria de (5 %-fenil)-metilpolisiloxano. Por ejemplo: DB-5 (Agilent J&W Part No. 121-5012). 10 m x 0,18 mm x 0,18 µm espesor de la película.
Temp. del puerto de inyección	250 °C.
Relación Split	1:100.
Volumen de inyección	1 µL.
Temp. del horno	150 - 300 °C, incremento 40 °C/min.
Isotérmico 300 °C; 2,0 minutos.
Temp. del detector	300 °C.
Modo	Flujo constante.
Gas de arrastre	Helio (0,8 mL/min).
Gas Make-up	Nitrógeno (30 mL/min).
Gas del detector	Hidrógeno (30 mL/min).
Gas del detector	Aire (400 mL/min).
Software de procesamiento	Agilent OpenLab ChemStation (u otro conveniente).
Duración de la corrida	10 min aproximadamente.

2.4	IDENTIFICACIÓN
La identidad (especificidad) se establece simultáneamente con la determinación del contenido como se describe en la sección 2.5.
La identidad (especificidad) se confirma cuando en dos cromatogramas consecutivos, el tiempo de retención registrado para el pico de la sustancia de referencia en el cromatograma de la sustancia de referencia no se desvía más de 0,2 minutos del registrado para el pico correspondiente en el cromatograma de la sustancia problema.
PROCEDIMIENTO
2.5.1	Preparación de las soluciones de referencia y problema
Las soluciones de referencia y problema contienen 1,0 mg/mL de fenpropidin; 0,4 mg/mL de penconazol y 0,5 mg/mL de estándar interno aproximadamente.

2.5.1.1	Solución stock de estándar interno
Pesar aproximadamente de 450 - 550 mg de estándar interno en un balón aforado de 100 mL. Disolver con aproximadamente 80 mL de acetona y someter a ultrasonido durante 2 minutos. Completar volumen con acetona a temperatura ambiente y homogenizar.

2.5.1.2	Solución de referencia
Pesar, por duplicado, aproximadamente de 45 - 55 mg de estándar analítico de fenpropidin y de 17,5 - 22,5 mg de estándar analítico de penconazol en un balón aforado de 50 mL. Adicionar 5 mL de solución stock de estándar interno con una pipeta aforada. Disolver con aproximadamente 30 mL de acetona y someter a ultrasonido durante 2 minutos. Completar volumen con acetona a temperatura ambiente y homogenizar.

2.5.1.3	Solución problema
Pesar, por duplicado, aproximadamente de 375 - 425 mg de Solvit 17,5/175 EW en un balón aforado de 50 mL. Adicionar 5 mL de solución stock de estándar interno con una pipeta aforada. Disolver con aproximadamente 30 mL de acetona y someter a ultrasonido durante 15 minutos. Completar volumen con acetona a temperatura ambiente y homogenizar. Filtrar con filtro para jeringa de nylon o PFTE de 25 mm x 0,45 µm.

El procedimiento arriba descrito podría variar siempre y cuando se alcance la concentración final con la misma precisión.
La estabilidad de la solución de referencia se probó a temperatura ambiente. No se observó degradación de esta solución después de 24 horas.

2.5.2	Equilibrio
Llevar a cabo inyecciones por réplica de la solución de calibración hasta obtener un cromatograma aceptable y repetible. Por ejemplo, las relaciones del área de pico del analito de interés vs. el área de pico del estándar interno deben coincidir dentro del 1% del valor medido.

2.5.3	Determinación
	Llevar a cabo la siguiente secuencia de inyección:
…, C1, C1, C2, S1, S2, …
	C = Solución de referencia o de calibración (1, 2, …, n).
	S = Solución problema (1, 2, …, n).

La desviación entre dos inyecciones consecutivas de solución de referencia o de solución problema no debe ser mayor que 1 %.


2.6	EVALUACIÓN
Comparación de la relación de las áreas de pico. El factor de respuesta empleado en el cálculo puede ser obtenido a partir de varios factores de respuesta individuales mediante el uso de un método adecuado para promediar.

2.6.1	Factor de respuesta RF

RF =  (W_C  × F_CI)/(F_C  × W_CI ) "" "" 

	FC	= Área de pico de la sustancia de referencia en el cromatograma de la solución de referencia.
	WC	= Masa (mg) de la sustancia de referencia, corregida por la pureza.
	FCI	= Área de pico del estándar interno en el cromatograma de la solución de referencia.
	WCI	= Masa del estándar interno en la solución de referencia.
		   Nota: WCI es igual a la masa del estándar interno (en mg) en los 10,0 mL de solución stock.

2.6.2	Contenido
% p/p =  (F_S  × W_SI×RF×100)/(W_S  × F_SI )  

	FS	= Área de pico del ingrediente activo en el cromatograma de la solución problema.
	WS	= Masa de la muestra en la solución problema en mg.
	FSI	= Área de pico del estándar interno en el cromatograma de la solución problema.
	WSI	= Masa del estándar interno en la solución de referencia.
		   Nota: WSI es igual a la masa del estándar interno (en mg) en los 10,0 mL de solución stock.

Para el caso de una formulación líquida multiplique el valor del contenido de ingrediente activo obtenido en % p/p por (10 x ρ20) para obtener el contenido de ingrediente activo en g/L (ρ20 = densidad de la sustancia problema a 20 °C, determinada con un picnómetro o un densímetro digital Anton Paar).","No Aplica","Metodo Interno Código: CCMA-059","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación Materia Orgánica","Determinación Materia Orgánica por Combustión de alta temperatura infrarrojo","No Aplica","Determinación Materia Orgánica ISO 10694, 1995-03-01","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación Materia Orgánica","Determinación Materia Orgánica por Combustión de alta temperatura infrarrojo","No Aplica","Determinación Materia Orgánica ISO 10694, 1995-03-01","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación Materia Orgánica","Determinación Materia Orgánica por Combustión de alta temperatura infrarrojo","No Aplica","Determinación Materia Orgánica ISO 10694, 1995-03-01","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","860049921-0","SGS COLOMBIA SAS","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 100  # 25 C 11","7422274","www.sgs.co","camilo.gaviria@sgs.com","No Aplica","No Aplica","No Aplica","No Aplica","Determinación Materia Orgánica","Determinación Materia Orgánica por Combustión de alta temperatura infrarrojo","No Aplica","Determinación Materia Orgánica ISO 10694, 1995-03-01","2022/08/19 00:07:17.000","0","No Aplica","2"
"nit","901293333-2","Sineria Colombia S.A.S.","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 72  # 5  83 Oficina401","3202196","No Reporta","lfostosv@gmail.com","No Aplica","No Aplica","No Aplica","No Aplica","Análisis de contenido de Terbuthylazine","Identificación y cuantificación de Terbuthylazine en formulaciones de plaguicidas; estado final de síntesis; preparación de la muestra y corrida cromatográfica.","No Aplica","CIPAC MT 234","2022/08/19 00:07:17.000","1","No Aplica","1"
"nit","900195344-1","Marquimica S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 134 D # 52 A 26","6159504","No Reporta","marquimica.control@outlook.com","No Aplica","No Aplica","No Aplica","No Aplica","Gravedad especifica - Peso especifico-Densidad","Preparación de la muestra y lectura","No Aplica","CAPÍTULOS GENERALES PRUEBAS Y VALORACIONES GENERALES〈601〉 A 〈999〉 PRUEBAS Y DETERMINACIONES FÍSICAS","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","800194600-3","Corporación Colombiana de Investigación Agropecuaria AGROSAVIA","Colombia","Cundinamarca","Mosquera","Carrera 13 A # 28  38 Oficina218","4227300","https://www.agrosavia.co/","atencionalcliente@agrosavia.co","No Aplica","No Aplica","No Aplica","No Aplica","EFECTIVIDAD DE BIOINSUMOS AGRÍCOLAS MEDIANTE PELETIZACIÓN DE SEMILLAS","El método de efectividad de bioinsumos agrícolas mediante la peletización de semillas, es una variación a la metodología de germinación de semillas en donde se evalúa el efecto de un bioinsumo agrícola tipo inoculante biológico en el proceso de germinación de estas. Lo anterior se define como Para esto, se determina a través del porcentaje de semillas que tienen la capacidad de generar plántulas normales, bajo condiciones óptimas de luz, agua, aire y temperatura (Garcia, 2016).

Según ISTA, la germinación se define como ""la emergencia y el desarrollo de la plántula hasta una etapa en la que el aspecto de sus estructuras esenciales indica si puede o no, desarrollarse más hasta convertirse en una planta satisfactoria en condiciones favorables en el suelo"" (ISTA, 2018). Para el caso específico de la peletización, esta consiste en sumergir las semillas en una suspensión del microorganismo (inoculante biológico) durante un tiempo específico. Posteriormente, las semillas se cubren y se incuban en condiciones favorables de humedad y temperatura. Transcurrido el tiempo se evalúa el efecto de la inmersión de las semillas en el inoculante sobre el porcentaje de germinación y el vigor de las plántulas generadas (Bisen et al, 2015).","No Aplica","GA-R-33 (método propio)","2022/08/19 00:07:17.000","0","No Aplica","360"
"nit","900515809-7","QUALISYSTEM S.A.S.","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 81 B # 8 A 43","4120911","No Reporta","direcciontecnica@qualisystemlab.com","No Aplica","No Aplica","No Aplica","No Aplica","Valoración de Cipermetrina (Materia Prima) por HPLC","Identificación y cuantificación por HPLC del analito Cipermetrina frente a un estándar de trabajo de Cipermetrina.","No Aplica","Valoración de Cipermetrina - Desarrollado por Quasfar M&F S.A. Diciembre de 2014.","2022/08/19 00:07:17.000","0","No Aplica","15"
"nit","900195344-1","Marquimica S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Calle 134 D # 52 A 26","6159504","No Reporta","marquimica.control@outlook.com","No Aplica","No Aplica","No Aplica","No Aplica","Índice o Valor de Peróxido","Determinación del grado de rancidez en una muestra","No Aplica","CAPÍTULOS GENERALES PRUEBAS Y VALORACIONES GENERALES PRUEBAS Y VALORACIONES QUÍMICAS〈301〉 A 〈600〉 OT","2022/08/19 00:07:17.000","0","No Aplica","1"
"nit","800036666-2","NULAB S.A.S","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 16  # 58 A 73","7452053","www.nulab.com.co","alexsalamanca@nulab.com.co","No Aplica","No Aplica","No Aplica","No Aplica","Determinación del contenido de fibra cruda.","1. Transferir cuantitativamente el residuo proveniente de la extracción de grasa a un vaso o beaker de 600 ml. La muestra se puede procesar directamente si tiene menos del 1% de grasa.
2. Adicionar 200 ml de solución  de ácido sulfúrico al 1.25% a punto de ebullición al vaso o beaker que contiene la muestra.
2. Adicionar unas gotas de antiespumante, conectar el equipo de fibras, llevar a ebullición por 30 minutos, agitando periódicamente para evitar que los sólidos se adhieran a la pared.
3. Después de transcurrido los 30 minutos, retirar el vaso del equipo y filtrar a través de un Buchner con succión.  Desechar el filtrado y lavar con agua casi a punto de ebullición hasta que los residuos no presenten reacción ácida.
4. Pasar el residuo nuevamente al vaso  de digestión
Adicionar 200 ml de solución de  NaOH al 1.25 % a punto de ebullición. Colocar en el equipo de fibras, llevar a ebullición por 30 minutos, agitando periódicamente para evitar que los sólidos se adhieran a la pared.
5. Filtrar a través de un Buchner con succión.    Desechar el filtrado y lavar con agua caliente a punto de ebullición.
6. Colocar el residuo en un crisol y secar en la estufa a 130 ºC por 2 horas.
7. Llevar al desecador, enfriar y pesar. El calentamiento se repite hasta obtener peso constante.
8. Llevar la muestra a la mufla a una temperatura de 600 ºC ± 1,5 ºC  hasta la  destrucción de la materia orgánica, aproximadamente en 30 minutos.
9. Llevar al desecador, enfriar y pesar.
10. Registrar los datos en la hoja de Cálculo de análisis fisicoquímicos de alimentos.	
11. Realizar cálculos e interpretación de resultados.","No Aplica","NTC 668:1974","2022/08/19 00:07:17.000","0","No Aplica","13"
"nit","900515809-7","QUALISYSTEM S.A.S.","Colombia","Bogotá D.C.","Bogotá D.C.","Carrera 81 B # 8 A 43","4120911","No Reporta","direcciontecnica@qualisystemlab.com","No Aplica","No Aplica","No Aplica","No Aplica","Control microbiológico de productos farmacéuticos no estériles (Recuento de Hongos y Levaduras)","Determinar o estimar la cantidad de hongos y levaduras en una muestra de materia prima o producto terminado, mediante el uso de medios de cultivo y empleando cualquier de estos dos métodos de siembra en fondo o en superficie, incubación a 22,5 ± 2,5°C por 5 a 7 días y posterior lectura de la cantidad de microorganismos presentes en UFC/g o UFC/mL.","No Aplica","Examen microbiológico de productos no estériles (Prueba de Numeración microbiana) - Capitulo 61 USP","2022/08/19 00:07:17.000","0","No Aplica","168"
