"numero_del_rnt","estado","matricula_mercantil","camara_de_comercio","municipio","municipio_notificaciones","nombre_comercial","nit","digito_de_verificacion","razon_social","representante_legal","nombre_gerente","categoria"
"50032","Suspendido","289817","CUCUTA","CHINACOTA","CHINACOTA","CENTRO RECREACIONAL ECOTURISTICO ISCALAND","900944269","1","CENTRO RECREACIONAL ISCALAND S.A.S.","paola karina del pilar almeida santos","PAOLA KARINA DEL PILAR ALMEIDA SANTOS","CONCESIONARIOS DE SERVICIOS TURÍSTICOS EN PARQUE"
"50242","Activo","313866","CUCUTA","CHINACOTA","CHINACOTA","POSADA TURISTICA CALLE REAL","88000116","6","HERNANDEZ PEÑA EDGAR HERNANDO","EDGAR HERNANDEZ","CARLOS GILBERTO HERNANDEZ PEÑA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"50358","Activo","297616","CUCUTA","CHINACOTA","CHINACOTA","POSADA TURISTICA FLOR DE CAMELIA","37828466","8",,"DEICI SOCORRO BALLEN SAAVEDRA","BALLEN SAAVEDRA DEICI SOCORRO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"50965","Activo","310109","CUCUTA","CHINACOTA","CHINACOTA","HOTEL LA MARQUEZA","700172835","1","HOTEL LA MARQUEZA","margaret yasmin churfane orsini","MARGARET YASMIN","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"51442","Activo","315380","CUCUTA","CHINACOTA","CHINACOTA","MONTE GRACIA WELLNESS HOTEL & SPA","901094109","5","MONTE GRACIA WELLNESS HOTEL & SPA S.A.S.","EDGAR MAURICIO SALGAR GALLEGO","EDGAR MAURICIO SALGAR GALLEGO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"56695","Activo","311631","CUCUTA","CHINACOTA","CHINACOTA","CENTRO RECREACIONAL ESTADERO PUERTO NUEVO","88001767","5","CUERVO ALDANA ALEXANDER","Alexander Cuervo","Alexander Cuervo","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"57855","Activo","319140","CUCUTA","CHINACOTA","CHINACOTA","LAS DELICIAS DE JOHA","27683489","6","ROMERO CADENA MARYI JOHANA","MARYI JOHANA ROMERO CADENA","MARYI JOHANA ROMERO CADENA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59194","Activo","332471","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LA CATALANA","37125231","7","TORRADO DE ARIAS ILVA ROSA","ILVA ROSA TORRADO DE ARIAS","ILVA ROSA TORRADO DE ARIAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59276","Activo","332843","CUCUTA","CHINACOTA","CUCUTA","CABAÑA EL BUITRE","60381976","5","GUERRERO VEGA ANALEY","Analey Guerrero Vega","ANALEY GUERRERO VEGA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59409","Activo","332678","CUCUTA","CHINACOTA","CHINACOTA","VIVIENDA TURISTICA CABAÑA GRANITO DE ORO","13461777","9","SANDOVAL SANABRIA ANICETO","ANICETO SANDOVAL SANABRIA","ANICETO SANDOVAL SANABRIA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59410","Activo","330877","CUCUTA","CHINACOTA","CHINACOTA","HOSTAL BOUTIQUE PORTON DE SAN MARCOS","900650011","4","SAGONZA S A S","segundo antonio gonzalez cardenas","segundo antonio gonzalez cardenas","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59453","Activo","332906","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA VITANA","91176913","6","MOJICA GARAVITO LUIS ERNESTO","LUIS ERNESTO MOJICA GARAVITO","LUIS ERNESTO MOJICA GARAVITO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59480","Activo","258234","CUCUTA","CHINACOTA","CHINACOTA","LA COLMENA RESTAURANTE CAMPING","88256193","2","MARTINEZ PENAGOS AILMER","AILMER MARTINEZ PENAGOS","AILMER MARTINEZ PENAGOS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59481","Activo","332879","CUCUTA","CHINACOTA","CHINACOTA","EVENTOS CLUB CAMPESTRE LOS ALAMOS","38283769","7","CORTES GARZON MARIA ISABEL","MARIA ISABEL CORTES GARZON","MARIA ISABEL CORTES GARZON","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59530","Activo","333291","CUCUTA","CHINACOTA","CHINACOTA","HOSPEDAJE PARMENIO","88002052","2","QUINTANA MONCADA PARMENIO","PARMENIO QUINTANA MONCADA","PARMENIO QUINTANA MONCADA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59537","Activo","332756","CUCUTA","CHINACOTA","CHINACOTA","VERACRUZ COLONIAL","900330128","4","CHINACOTA COLONIAL S.A.S","javier raul rojas betancour","JAIRO ROJAS SÁNCHEZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59540","Activo","332660","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA EL MANAR","60357259","1","VELASCO VALENZUELA VANESSA LIV","vanessa liv velasco valenzuela","VANESSA LIV VELASCO VALENZUELA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59574","Activo","332410","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA MERY","13217461","2","CHAUSTRE BUITRAGO HERNAN","HERNAN CHAUSTRE BUITRAGO","HERNAN CHAUSTRE BITRAGO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59579","Activo","274947","CUCUTA","CHINACOTA","CHINACOTA","C VILLA DIEGO","5499209","2","GUTIERREZ PENARANDA HUMBERTO","HUMBERTO GUTIERREZ PEÑARANDA","HUMBERTO GUTIERREZ PEÑARANDA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59580","Activo","333084","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA LEO DE LOS ALAMOS","77036372","0","HERNANDEZ ZABALA JUAN","JUAN HERNANDEZ ZABALA","JUAN HERNNADEZ ZABALA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59581","Activo","333088","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA DELGADO CAMPO","88001118","5","GONZALEZ DELGADO ANDRES HERNANDO","ANDRES GONZALEZ DELGADO","ANDRES HERNNADO GONZALEZ DELGADO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59582","Activo","333061","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA MATILDE","27682189","7","MORA MENDOZA CARMEN MATILDE","carmen matilde mora mendoza","CARMEN MATILDE MORA MENDOZA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59584","Activo","333250","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA RANCHO EL SAMAN","1092009864","3","GONZALEZ  CAICEDO ALICIA CAROLINA","ALICIA CAROLINA GONZALEZ CAICEDO","ALICIA CAROLINA GONZALEZ CAICEDO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59628","Activo","333351","CUCUTA","CHINACOTA","CHINACOTA","LA TRIBU CERVECERA","1979329","3","QUINTANA BAYONA EDWIN","EDWIN QUINTANA BAYONA","EDWIN QUINTANA BAYONA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59686","Activo","332951","CUCUTA","CHINACOTA","CUCUTA","VIVIENDA TURISTICA MALIBU","900365572","2","SOCIEDAD FRANLEYMA S.A.S.","MAIRA LILIANA BURGOS CARRILLO","MAIRA LILIANA BURGOS CARRILLO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59791","Activo","333499","CUCUTA","CHINACOTA","CHINACOTA","VILLA LIYEXMAR","1090384126","5","SANCHEZ CLAVIJO MARVIN ALEXIS","MARVIN ALEXIS SANCHEZ","MARVIN ALEXIS SANCHEZ CLAVIJO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59794","Activo","333479","CUCUTA","CHINACOTA","CHINACOTA","CABAÑAS SOPHY & ANDRE","13460858","2","LUNA PEREIRA HENRY ORLANDO","HENRY ORLANDO LUNA PEREIRA","HENRY ORLANDO LUNA PEREIRA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59795","Activo","333692","CUCUTA","CHINACOTA","CHINACOTA","CABAÑAS VILLA MANUELA","13452003","9","GONZALEZ ORTIZ LUIS EDUARDO","Luis Eduardo Gonzalez Ortiz","LUIS EDUARDO GONZALEZ ORTIZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59829","Activo","333289","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LA VIRGEN","29598644","5","GUTIERREZ ROJAS EDITH","EDITH GUTIERREZ ROJAS","EDITH GUTIERREZ ROJAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59839","Activo","333606","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA GERAN","1026562185","0","GARCIA  MEDINA ANA  KARINA","ANA KARINA GARCIA MEDINA","ANA KARINA GARCIA MEDINA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59845","Activo","333047","CUCUTA","CHINACOTA","CHINACOTA","CASA CAMPESTRE EL MORICHAL CHINACOTA","37398507","5","VALDIVIESO SIERRA CARMEN  ELENA","CARMEN ELENA VALDIVIESO","CARMEN ELENA VALDIVIESO SIERRA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59846","Activo","333640","CUCUTA","CHINACOTA","CHINACOTA","VIVIENDA TURISTICA SAN ESTEBAN","74374988","5","CONTRERAS ESPITIA OMAR ESTIBENSON","OMAR ESTIBENSON CONTRERAS ESPITIA","OMAR ESTIBENSON CONTRERAS ESPITIA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59856","Activo","334032","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA SANGUINO","60319942","2","GOMEZ PINEDA ALCIRA MARIA","ALCIRA MARIA GOMEZ","GOMEZ PINEDA ALCIRA MARIA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59860","Activo","256782","CUCUTA","CHINACOTA","CHINACOTA","CASA VIEJA - GUAYABAL","60325299","9","BENJUMEA HICO SANDRA PATRICIA","Sandra Benjumea","SANDRA PATRICIA BENJUMEA HICO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59877","Activo","333674","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LA BUENA ESPERANZA","13498933","1","SUAREZ GAMBOA VLADIMIR IVAN","VLADIMIR IVAN SUAREZ GAMBOA","VLADIMIR IVAN SUAREZ GAMBOA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59880","Activo","134522","CUCUTA","CHINACOTA","CHINACOTA","INMOBILIARIA PAGINAS AMARILLAS DE CHINACOTA","88000388","2","SIERRA CACERES LUIS ERNESTO","ernesto sierra caceres","LUIS ERNESTO SIERRA CACERES","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59886","Activo","332776","CUCUTA","CHINACOTA","CHINACOTA","ALOJAMIENTO CHINACOTA TURISTICA","88216340","8","RAMIREZ SAENZ JESUS ALEXANDER","Alexander Ramirez","JESUS ALEXANDER RAMIREZ SAENZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59901","Activo","333689","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA ALYARUMA","1116869634","1","ACOSTA MALDONADO MARIA NOHEMY","MARIA NOHEMY ACOSTA MALDONADO","MARIA NOHEMY ACOSTA MALDONADO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59902","Activo","333710","CUCUTA","CHINACOTA","VILLA DEL ROSARIO","VIVIENDA TURISTICA DONDE TRUMAN","32399755","1","BRIÑEZ DE RIVILLAS DEYANIRA","DEYANIRA BRIÑEZ DE RIVILLAS","DEYANIRA BRIÑEZ DE RIVILLAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59903","Activo","333990","CUCUTA","CHINACOTA","CHINACOTA","EL CHALET DE ISA","60318002","1","GARCIA PABON ISABEL","ISABEL GARCIA PBON","ISABEL GARCIA PABON","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59904","Activo","333872","CUCUTA","CHINACOTA","CHINACOTA","ALOJAMIENTO CAMPESTRE VILLA CAMELIAS","60421215","1","GARCIA FERNANDEZ ANA MARLENNE","ANA MARLENNE GARCIA FERNANDEZ","ANA MARLENE GARCIA FERNANDEZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59906","Activo","333901","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA LINDA","27835409","0","OVALLES RIVEROS NINFA ROSA","NINFA ROSA OVALLES RIVEROS","NINFA ROSA OVALLES RIVEROS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59907","Activo","333880","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA HERRERA","23604717","9","HERRERA DE CUBIDES MARIA DEL CARMEN","MARIA DEL CARMEN HERRERA DE CUBIDES","MARIA DEL CARMEN HERRERA DE CUBIDES","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59909","Activo","333922","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA ROSA ELENA","60443683","1","VILLABONA CHACIN CLAUDIA PATRICIA","CLAUDIA PATRICIA VILLABONA CHACIN","CLAUDIA PATRICIA VILLABONA CHACIN","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59910","Activo","332946","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA MAHANAIM","24009151","2","CHIQUILLO  ALBARRACIN DORA CECILIA","DORA CECILIA CHIQUILLO ALBARRACIN","DORA CECILIA CHIQUILLO ALBARRACIN","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59913","Activo","317390","CUCUTA","CHINACOTA","CHINACOTA","DESTINO CHINACOTA","1090176554","2","BAEZ ROJAS GUSTAVO ADOLFO","GUSTAVO ADOLFO BEZ ROJAS","GUSTAVO ADOLFO BAEZ ROJAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59914","Activo","333642","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA EL PARAISO DEL EDEN","60374349","8","LOPEZ ARANZAZU CLAUDIA PATRICIA","CLAUDIA PATRICIA LOPEZ ARANZU","CLAUDIA PATRICIA LOPEZ ARANZAZU","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59917","Activo","334162","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA LEONOR","60347475","3","URON VILLAN EVELYN MARCELA","EVELYN MARCELA URON VILLAN","EVELYN MARCELA URON VILLAN","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59918","Activo","333086","CUCUTA","CHINACOTA","CHINACOTA","VILLA MOLILIVA","96166027","0","FORERO MOLILIVA VICTOR MANUEL","VICTOR MANUEL FORERO MOLILIVA","VICTOR MANUEL FORERO MOLILIVA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59919","Activo","334197","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA SOFIA","27633323","9","RANGEL PARADA CECILIA","CECILIA RANGEL PARADA","CECILIA RANGEL PARADA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"59920","Activo","289768","CUCUTA","CHINACOTA","CHINACOTA","INMOBILIARIA SAN NICOLAS BIENES Y RAICES","88228715","8","GONZALEZ SUESCUN JUAN CARLOS","JUAN CARLOS GONZALEZ","JUAN CARLOS GONZALEZ SUESCUN","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60003","Activo","334071","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA PENTAGONO BONANZA","60322914","7","RAMIREZ FUENTES MARTHA PATRICIA","MARTHA PATRICIA RAMIREZ FUENTES","MARTHA PATRICIA RAMIREZ FUENTES","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60051","Activo","332083","CUCUTA","CHINACOTA","CHINACOTA","QUINTA JHONGERCARSLUZ","13237329","3","CHAUSTRE BUITRAGO OSCAR","OSCAR CHAUSTRE BUITRAGO","OSCAR CHAUSTRE BUITRAGO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60052","Activo","333730","CUCUTA","CHINACOTA","CUCUTA","VIVIENDA TURISTICA EL REMANSO J.H","811028538","4","GRUPO SURTITEX S.A.","JORGE ENRIQUE HERNANDEZ","JORGE ENRIQUE HERNANDEZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60072","Activo","329263","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA YEINNER","30049903","7","MORA CASTIBLANCO JHOLEIDA FARLLEY","JHOLEIDA FARLLEY MORA CASTIBLANCO","JHOLEIDA FARLLEY MORA CASTIBLANCO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60126","Activo","297709","CUCUTA","CHINACOTA","CHINACOTA","HOTEL BOUTIQUE ANGELES CENTER","1116783049","1","PRIETO PACHECO MARILI","MARILI PRIETO PACHECO","MARILI PRIETO PACHECO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60128","Activo","333967","CUCUTA","CHINACOTA","CHINACOTA","POSADA TURISTICA VILLA ESCARET","26860539","1","CONTRERAS DE TRILLOS CARMELA","CARMELA CONTRERAS DE TRILLOS","CARMELA CONTRERAS DE TRILLOS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60176","Activo","332751","CUCUTA","CHINACOTA","CUCUTA","CABAÑA LA TRINIDAD","1036648670","9","MORENO CALDERON LUIS MIGUEL","Luis Miguel Moreno Calderon","LUIS MIGUEL MORENO CALDERON","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60177","Activo","334668","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LA ISABELLA","37312048","7","SANCHEZ AREVALO MARIA DE LOS ANGELES","MARIA DE LOS ANGELES SANCHEZ AREVALO","MARIA DE LOS ANGELES SANCHEZ AREVALO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60198","Activo","333891","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LAS MARIAS","37365345","7","SOLANO CARPIO RUTH BELEN","RUTH BELEN SOLANO CARPIO","RUTH BELEN SOLANO CARPIO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60203","Activo","334115","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA SAN RAFAEL","1090177169","4","FORERO MONTAÑEZ KATIA ALEXANDRA","KATIA ALEXANDRA FORERO","KATIA  ALEXANDRA FORERO MONTAÑEZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60222","Activo","334113","CUCUTA","CHINACOTA","CHINACOTA","LA GRAN VILLA DE JOSE","1963124","0","MORENO RINCON LUIS FRANCISCO","LUIS FRANCISCO MORENO","LUIS FRANCISCO MORENO","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60223","Activo","334117","CUCUTA","CHINACOTA","CHINACOTA","LA VILLA DE YULIE","60420905","0","BERMON MONSALVE ELBA","ELBA BERMON MONSALVE","ELBA BERMON MONSALVE","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60322","Activo","332863","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA FLOREZ DE MARIA","40398082","8","SOSA RODRIGUEZ FLOR EDI","FLOR EDI SOSA ODRIGUEZ","FLOR EDI SOSA RODRIGUEZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60323","Activo","266336","CUCUTA","CHINACOTA","CHINACOTA","HOSPEDAJE E INMOBILIARIA CHINACOTA TURISTICA","13278594","4","GARZA DIAZ NELSON ENRIQUE","NELSON ENRIQUE  GARZA DIAZ","NELSON ENRIQUE GARZA DIAZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60324","Activo","127808","CUCUTA","CHINACOTA","CHINACOTA","INMOBILIARIA LEAL DE CHINACOTA","5434702","3","LEAL MONSALVE MARTIN","MARTIN LEAL MONSALVE","MARTIN LEAL MONSALVE","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60325","Activo","334739","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA LA ORQUIDEA","60332925","0","SAENZ  BLANCA ISABEL","BLANCA ISABEL SAENZ","BLANCA ISABEL SAENZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60326","Activo","334720","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA SAN MIGUEL","70114293","6","MORALES RUIZ DIEGO ALFONSO","DIEGO ALFONSO MORALES RUIZ","DIEGO ALFONSO MORALES RUIZ","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60327","Activo","334870","CUCUTA","CHINACOTA","CHINACOTA","VIVIENDA TUIRISTICA VILLA LUCILA","13235847","8","ROJAS  LUIS ABAD","LUIS ABAD ROJAS","LUIS ABAD ROJAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60354","Activo","334834","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA VILLA TAURO","37250632","1","ATUESTA CONTRERAS MARIA DEL CARMEN","MARIA DEL CARMEN ATUESTA CONTRERAS","MARIA DEL CARMEN ATUESTA CONTRERAS","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
"60451","Activo","335246","CUCUTA","CHINACOTA","CHINACOTA","CABAÑA MIA SANTI","60280830","5","CARRILLO DE SUAREZ ROSA DELIA","CARIRILLO DE SUAREZ ROSA DELIA","CARRILLO DE SUAREZ ROSA DELIA","ESTABLECIMIENTO DE ALOJAMIENTO Y HOSPEDAJE"
