"_","n_mero_de_proceso","tipo_de_proceso","estado","entidad","objeto","departamento_y_municipio","cuant_a","fecha","link"
"11","SAG 079-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","PRESTACIÓN DE SERVICIOS LOGISTICOS PARA LA CELEBRACIÓN DE LA SEMANA DE LAS FIESTAS CULTURALES DE LA CORDIALIDAD DEL MUNICIPIO DE SAN ROQUE 2020.","Antioquia : San Roque","$ 12,000,000.00","2020-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11432145"
"12","CMC 057-2020","Contratación Mínima Cuantía","Terminado Anormalmente después de Convocado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“SUMINISTRO DE INSUMOS PARA LA SIEMBRA DE 32 HECTÁREAS DE CACAO, MEDIANTE EL ACUERDO DE TRABAJO SUSCRITO ENTRE EL COMPLEJO TECNOLÓGICO MINERO AGROEMPRESARIAL- CTMAE Y LA ALCALDÍA DEL MUNICIPIO DE SAN ROQUE ANTIOQUIA SUSCRITO EL 21 DE OCTUBRE DE 2020”","Antioquia : San Roque","$ 10,000,000.00","2020-12-12T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11402573"
"13","CVI 011-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","TRANSFERENCIA DE RECURSOS PARA AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA MEJORAMIENTO, CONSTRUCCIÓN DE SUMIDEROS PARA LA RECOLECCIÓN DE AGUAS LLUVIAS Y DEMÁS OBRAS COMPLEMENTARIAS EN UN TRAMO DE VIA EN EL CASCO URBANO DEL MUNICIPIO DE SAN ROQUE","Antioquia : San Roque","$ 180,011,879.00","2020-12-10T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11420805"
"14","CVS 009-2020","Régimen Especial","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“AUNAR ESFUERZOS FINACIEROS, PARA LA REALIZACION DE LA CELEBRACIÓN DEL DÍA NACIONAL DEL COMUNAL DEL MUNICIPIO DE SAN ROQUE.”","Antioquia : San Roque","$ 5,000,000.00","2020-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11358033"
"15","S.A.S.I.P 008-2020","Subasta","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","SUMINISTRO DE INSUMOS AGROPECUARIOS, PARA EL ESTABLECIMIENTO DE CULTIVOS DE ARROZ SECANO CON AGRICULTORES DEL MUNICIPIO DE SAN ROQUE COMO MEDIDA DE ADAPTACIÓN Y RESILIENCIA AL CAMBIO CLIMÁTICO”.","Antioquia : San Roque","$ 39,803,750.00","2020-12-05T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-9-467370"
"16","SAG 078-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“PRESTACION DE SERVICIOS DE APOYO A LA GESTION, EN LAS ACTIVIDADES PROPIAS DE LA BIBLIOTECA MUNICIPAL DE LA CASA DE LA CULTURA DEL MUNICIPIO DE SAN ROQUE”","Antioquia : San Roque","$ 800,000.00","2020-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11404737"
"17","CMC 043-2020","Contratación Mínima Cuantía","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“SUMINISTRO DE MATERIALES DE CONSTRUCCION PARA ATENDER LLAS NECESIDADES DE LAS INSTITUCIONES EDUCATIVAS RURALES Y URBANAS PARA LA REANUDACION DE LAS CLASES EN EL MUNICIPIO DE SAN ROQUE”.","Antioquia : San Roque","$ 23,293,340.00","2020-12-04T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11161564"
"18","U.M. 007-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","SUMINISTRO DE MATERIAL DE CONSTRUCCION PARA ATENDER LAS FAMILIAS AFECTADAS POR EL INCENDIO PRESENTADO EL DIA 26 DE NOVIEMBRE DE 2020, EN EL MUNICIPIO DE SAN ROQUE SEGÚN DECRETO MUNICIPAL DE URGENCIA MANIFIESTA N° 110 DE 01 DE DICIEMBRE DE 2020","Antioquia : San Roque","$ 7,046,500.00","2020-12-02T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11394781"
"19","SAG 023-2020","Contratación Directa (Ley 1150 de 2007)","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“PRESTACIÓN DE SERVICIOS, EN EL PROGRAMA GERONTOLÓGICO DEL MUNICIPIO DE SAN ROQUE, EN EL ACOMPAÑAMIENTO DE LAS LABORES ADMINISTRATIVAS Y ARTES MANUALES, DURANTE LA VIGENCIA FISCAL 2020”","Antioquia : San Roque","$ 8,400,000.00","2020-12-01T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10390432"
"20","PSP 039-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","BRINDAR ACOMPAÑAMIENTO PROFESIONAL, PARA TRAPICHES CON CONFORMACION JURÍDICA, INCLUYENDO ASPECTOS LABORALES","Antioquia : San Roque","$ 30,000,000.00","2020-12-01T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11390556"
"21","PSP 034-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","CONTRATO DEPRESTACIÓN DE SERVICIOS PROFESIONALES DE APOYO TECNICO Y A LA GESTION PARA LA FORMULACION, ESTRUCTURACION Y APROBACION DEL PROYECTO DE VIVIENDA VIS QUE SERA FINANACIADO CON RECURSOS REGIONALES DEL SISTEMA GENERAL DE REGALIAS”","Antioquia : San Roque","$ 20,000,000.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11282661"
"22","CVS 008-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","AUNAR ESFUERZOS TECNICOS ADMINSTRATIVOS Y FINANCIEROS PARA EL CARGUE Y DESCARGUE DE MATERIALES DE CONSTRUCCIÓN PARA LA PAVIMENTACIÓN DE VIAS TERCIARIAS EN SISTEMA PLACA HUELLA EN CUMPLIMIENTO ALCONVENIO No 4600009673 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 4,925,476.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11282719"
"23","CVI 008-2020","Régimen Especial","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA REALIZAR CAMBIO DE ALCANTARILLADO DE AGUAS LLUVIAS EN LA CARRERA 20 POR CALLES 22, 23 Y 24 EN UNA LONGITUD DE 97 METROS.","Antioquia : San Roque","$ 18,000,000.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11285157"
"24","CVS 011-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LA VIA TERCIARIA FRAILES – MONTEMAR DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 24,500,000.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11386997"
"25","CVS 012-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LAS VIAS TERCIARIA FRAILES – MONTEMAR Y MONTEMAR - CANALONES DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE”.","Antioquia : San Roque","$ 17,537,446.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11387255"
"26","CVS 013-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LA VIA TERCIARIA SAN ROQUE – CHORROCLARO DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 14,648,377.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11387348"
"27","CVS 014-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LA VIA TERCIARIA VILLA NUEVA – MARBELLA DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 14,788,231.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11387371"
"28","CVS 015-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LA VIA TERCIARIA LA CANDELARIA- SAN JOSE DEL NARE – SAN PABLO DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 10,547,430.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11387398"
"29","CVS 016-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUTAR ACTIVIDADES DE MANTENIMIENTO MANUAL EN LA VIA SECUNDARIA SAN JORGE – SAN ROQUE DEL MUNICIPIO DE SAN ROQUE, EN CUMPLIMIENTO AL CONVENIO INTERADMINISTRATIVO DE COFINANCIACIÓN No 4600011027 SUSCRITO ENTRE EL DEPARTAMENTO DE ANTIOQUIA Y EL MUNICIPIO DE SAN ROQUE","Antioquia : San Roque","$ 16,790,142.00","2020-11-30T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11387417"
"30","CMC 056-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“PROVEER LA FRECUENCIA DE LA EMISORA COMUNITARIA EN EL MUNICIPIO DE SAN ROQUE PARA REALIZAR LA DIVULGACION DE LAS ACTIVIDADES, PROGRAMAS Y PROYECTOS DE LA ADMINISTRACION MUNICIPAL DE SAN ROQUE MEDIANTE LA EJECUCIÓN DE UN PROGRAMA RADIAL DE ORDEN COMUNITARIO Y EMISIÓN DE AVISOS, COMUNICADOS O SERVICIOS”","Antioquia : San Roque","$ 5,100,000.00","2020-11-28T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11350343"
"31","CVI 010-2020","Contratos y convenios con más de dos partes","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“AUNAR ESFUERZOS TECNICOS, ADMINISTRATIVOS Y FINANCIEROS PARA REALIZAR LA REPOSOCIÓN DE UN TRAMO DE ALCANTARILLADO EN EL CORREGIMIENTO DE CRISTALES DEL MUNICIPIO DE SAN ROQUE”","Antioquia : San Roque","$ 64,410,000.00","2020-11-25T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-22-21370"
"32","CVS 010-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS Y FINANCIEROS PARA LA CONSTRUCCION DE LA PRIMERA ETAPA DEL ALBERGUE PARA CANINOS, FELINOS Y ADECUACION DEL COSO MUNICIPAL EN EL AREA MUNICIPIO DE SAN ROQUE - ANTIOQUIA","Antioquia : San Roque","$ 24,000,000.00","2020-11-24T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11361546"
"33","C.016-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","IMPLEMENTAR ACCIONES TENDIENTES A LA DISMINUCIÓN DE LA CARGA CONTAMINANTE POR VERTIMIENTO DE AGUAS RESIDUALES DOMESTICAS EN EL ÁREA RURAL DEL MUNICIPIO DE SAN ROQUE MEDIANTE EL SUMINISTRO, TRANSPORTE, INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE SISTEMAS DE CIENTO CINCUENTA (150) TRATAMIENTOS DE AGUAS RESIDUALES DOMESTICAS PREFABRICADOS EN EL MARCO DEL CONVENIO 385-2020 SUSCRITO CON CORNARE.","Antioquia : San Roque","$ 574,962,000.00","2020-11-23T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11358675"
"34","SAG 077-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","EJECUCION DE ACCIONES DE VIGILANCIA EN SALUD PUBLICA PARA INTENSIFICAR Y FORTALECER LAS ACCIONES DE PREVENCION DE LESHMANIA Y DENGUE EN EL MUNICIPIO DE SAN ROQUE SEGÚN CIRCULAR DE LA PROCURADURIA GENERAL DE LA NACION EMITIDA EN SEPTIEMBRE DE 2020”","Antioquia : San Roque","$ 3,325,801.00","2020-11-20T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11349095"
"35","CVI 009-2020","Régimen Especial","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","AUNAR ESFUERZOS PARA EL FORTALECIMIENTO DEL ÁREA DE URGENCIAS Y OPTIMIZACIÓN DE LA PRESTACIÓN DE SERVICIOS EN SALUD DE LA ESE HOSPITAL MUNICIPAL SAN ROQUE A TRAVÉS DEL MANIFOLD ( REDES DE GASES MEDICINALES), VIGENCIA 2020","Antioquia : San Roque","$ 20,000,000.00","2020-11-20T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11349403"
"36","CMC 048-2020","Contratación Mínima Cuantía","Liquidado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","“ELABORACIÓN DE ESTUDIOS Y DISEÑOS DE LAS PLACAS HUELLAS POR TRAMOS DE LAS VIAS TERCIARIAS SAN ROQUE-CHORROCLARO, CEMENTERIO-CHOCOES, VILLA NUEVA-SAN JOAQUIN, LA CANDELARIA-SAN PABLO Y LA ESMERALDA-LA CEIBA, Y PAVIMENTO RIGIDO DE LAS VIAS DEL AREA URBANA DEL MUNICIPIO DE SAN ROQUE EN LOS TRAMOS CARRERA 14 DESDE EL CEMENTERI HASTA EL RELLENO SANITARIO Y LA CALLE 19 DESDE EL SECTOR LOS ALPES HASTA LA FINCA LA NANY”","Antioquia : San Roque","$ 23,500,000.00","2020-11-19T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11214861"
"37","CMC 055-2020","Contratación Mínima Cuantía","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","SERVICIO DE CATERING PARA GENERAR UN AMBIENTE QUE PROPICIE LA SEGURIDAD Y LA CONVIVENCIA CIUDADANA MEDIANTE ACTIVIDADES QUE PROPENDAN POR EL BIENESTAR DE LA POLICÍA DEL MUNICIPIO DE SAN ROQUE.","Antioquia : San Roque","$ 11,400,000.00","2020-11-17T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-13-11317360"
"38","S.A.M.C 009-2020","Selección Abreviada de Menor Cuantía (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","MEJORAMIENTO CORRECTIVO Y PREVENTIVO DE LOS COMANDOS DEL CORREGIMIENTO DE SAN JOSE DE NUS Y CRISTALES DEL MUNICIPIO DE SAN ROQUE- ANTIOQUIA","Antioquia : San Roque","$ 89,141,504.00","2020-11-10T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-11239476"
"39","PSP 036-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA IMPLEMENTACION Y EJECUCION DE LA PRIMER FASE DEL PROGRAMA DE AUDITORIA PARA EL MEJORAMIENTO DE LA CALIDAD EN LA ATENCION EN SALUD PAMEC EN EL MUNICIPIO DE SAN ROQUE, PARA LA VIGENCIA 2020","Antioquia : San Roque","$ 4,500,000.00","2020-11-09T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11315917"
"40","PSP 037-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYO A LA GESTIÓN DE LA SALUD PUBLICA EN LOS CASOS REPORTADOS EN EL SIVIGILA DE VIGILANCIA EN SALUD MENTAL Y ACCIONES DE COORDINACION INTERSECTORIAL PARA LA VIGENCIA 2020","Antioquia : San Roque","$ 8,000,000.00","2020-11-09T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11316006"
"41","PSP 038-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE ACCIONES COLECTIVAS, ORIENTADAS A ELIMINAR O DISMINUIR LA PROBABILIDAD DE SUFRIR PROBLEMAS Y TRASTORNOS MENTALES, EVITAR O REDUCIR EL MIEDO Y EL SUFRIMIENTO DE LA POBLACIÓN AFECTADA POR EL COVID 19, Y CONTRIBUIR A PREVENIR Y CONTROLAR LOS PROBLEMAS SOCIALES QUE SE GENERAN A TRAVÉS DE LA ESTRATEGIA DE ATENCIÓN PRIMARIA EN SALUD DESARROLLADA EN EL MARCO DEL PLAN DECENAL DE SALUD PÚBLICA, CON RECURSOS ASIGNADOS POR LA GOBERNACION DE ANTIOQUIA A TRAVES DE LA RESOLUCION 2020060114725, VIGENCIA 2020.","Antioquia : San Roque","$ 5,833,340.00","2020-11-09T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11316069"
"42","C.I 015-2020","Contratación Directa (Ley 1150 de 2007)","Celebrado","ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE","CONTRATO INTERADMINISTRATIVO PARA EJECUTAR Y RESPONDER DIRECTAMENTE POR EL DESARROLLO DEL PROYECTO COFINANCIADO POR LA SECRETARIA SECCIONAL DE SALUD Y PROTECCIÓN SOCIAL DE ANTIOQUIA MEDIANTE RESOLUCIÓN N° S2020060113118 DE 2020, PARA CONCURRIR CON EL FORTALECIMIENTO DE LOS PROCESOS DE VIGILANCIA EN SALUD PUBLICA EN EL MARCO DE LA EMERGENCIA POR EL COVID 19","Antioquia : San Roque","$ 17,378,253.00","2020-11-09T00:00:00.000","https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-11316174"
