"nombre","nit","tipo_empresa","espyme","ubicacion","fecha_creacion","pais","departamento","municipio","codigo_categoria_principal","descripcion_categoria_principal","tipo_doc_representante_legal","num_doc_representante_legal","nombre_representante_legal","codigo"
"INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL NARIÑO","899999069","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-02-06T00:00:00.000","No Definido","Nariño","Nariño","ND","No Definido","No Definido","No Definido","No Definido","708817176"
"CM VIAS DEL CARIBE","No Definido","Consorcio","No","No Definido","2022-08-09T00:00:00.000","No Definido","Cesar","Valledupar","ND","No Definido","No Definido","No Definido","No Definido","718738073"
"INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI","899999004","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-08-08T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","702408519"
"COLEGIO NUESTRA SEÑORA DE FATIMA DEL MUNICIPIO DE JORDAN","804008169","Otras Entidades públicas","No","No Definido","2022-08-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","718735640"
"INSTITUCION EDUCATIVA RURAL EL DORADO","828001336","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-09-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705281574"
"CONSORCIO PISTA MANIZALES","No Definido","Consorcio","No","No Definido","2022-03-15T00:00:00.000","No Definido","Caldas","Manizales","ND","No Definido","No Definido","No Definido","No Definido","717372080"
"JOSE ISRAEL GALINDO  BUITRAGO","7164285","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-04-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706913845"
"EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOGUI","820003435","Otras Entidades públicas","No","No Definido","2020-05-05T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","709721047"
"Laura Juliana León Fandiño","1015425371","Persona Natural colombiana","No","No Definido","2022-08-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","1015425371","Laura Juliana León Fandiño","718727159"
"Subred Integrada de Servicios de Salud Norte","900971006","Otras Entidades públicas","No","No Definido","2018-12-06T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705889061"
"CARLOS FELIPE MACIAS HERNANDEZ","80771277","Asociaciones","No","No Definido","2017-11-22T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703161554"
"INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA","899999069","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-03-31T00:00:00.000","No Definido","Cundinamarca","Mosquera","ND","No Definido","No Definido","No Definido","No Definido","709368088"
"FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA","800252683","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-08-28T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","705102895"
"Sebastian Palacio","1054999053","Otro","No","No Definido","2022-08-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","1054999053","Sebastian Palacio","718737281"
"RECLUSIÓN DE MUJERES DE BOGOTA","830032895","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-11-14T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","703061986"
"Secretaría de Seguridad  Convivencia y Justicia","8999990619","Otras Entidades públicas","No","No Definido","2018-12-14T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705980282"
"AGENCIA NACIONAL DEL ESPECTRO","900334265","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2015-12-22T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","700507031"
"MGL INGENIEROS S.A.S.","800097984","Asociaciones","No","No Definido","2017-07-18T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","702312919"
"CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA","822000091","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-02-18T00:00:00.000","No Definido","Meta","Villavicencio","ND","No Definido","No Definido","No Definido","No Definido","704015031"
"INSTITUTO MUNICIPAL DE RECREACION Y DEPORTE CLEMENCIA","900225595","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2021-03-24T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","713029601"
"EMPRESA DE SERVICIOS PUBLIOS MURINDO S.A.S E.S.P","811034077","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-01-22T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706381829"
"Secretaria de Salud","8920991548","Otras Entidades públicas","No","No Definido","2019-01-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706229507"
"INSTITUCION EDUCATIVA NESTOR FORERO ALCALA","830105931","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-03-16T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","704161421"
"LUZ STELLA MORA CHAUTA","20927810","Persona Natural colombiana","No","No Definido","2022-06-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","20927810","LUZ STELLA MORA CHAUTA","718152234"
"CENTRO DE EDUCACION BASICA No. 201","802007370","Otras Entidades públicas","No","No Definido","2018-01-31T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703918664"
"INSTITUCIÓN EDUCATIVA SAN MARCOS","800099402","Otras Entidades públicas","No","No Definido","2018-09-19T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705230191"
"INSTITUCION EDUCATIVA DISTRITAL BETSABE ESPINOSA","802002086","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-01-31T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706469277"
"EDWAR ANDRES MONA RENDON","9873653","Persona Natural colombiana","No","No Definido","2022-08-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","9873653","EDAR ANDRES MONA","718734718"
"alcaldia mriam","8060138377","Otras Entidades públicas","No","No Definido","2021-04-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","713373108"
"Angie Daianny Melo Florez","1094271518","Otras Entidades públicas","No","No Definido","2020-12-30T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","712174168"
"david dominguez barazarte","7920487","Persona Natural colombiana","No","No Definido","2022-08-09T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","7920487","david dominguez barazarte","718735939"
"OFICINA DE COMUNICACIONES- SECRETARIA DE GOBIERNO DE CALI","890399011","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2021-03-04T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","712814128"
"MUNICIPIO DE FLORIDABLANCA","890205176","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-07-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704929611"
"PACIFICNADES 2022","No Definido","Unión Temporal","No","No Definido","2022-08-09T00:00:00.000","No Definido","Valle del Cauca","Cali","ND","No Definido","No Definido","No Definido","No Definido","718736473"
"INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DE LAS MERCEDES","900207708","Otras Entidades públicas","No","No Definido","2018-07-24T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704906346"
"INSTITUTO COLOMBIANO AGROPUARIO- SECCIONAL LA GUAJIRA","899999069","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-03-10T00:00:00.000","No Definido","La Guajira","Riohacha","ND","No Definido","No Definido","No Definido","No Definido","709180335"
"ALCALDIA MUNICIPIO DE MANZANARES","890802505","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-05-11T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","702068057"
"Alcaldía municipio de La Victoria","800100524","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2021-04-07T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","713185841"
"8904801844","45580815","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-01-03T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706163987"
"PERSONERIA MUNICIPAL DE PACORA CALDAS","890801136","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-06-13T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704659804"
"KAREN TATIANA RODRIGUEZ QUEVEDO","1073717232","Persona Natural colombiana","No","No Definido","2022-03-07T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","1073717232","KAREN TATIANA RODRIGUEZ QUEVEDO","717311286"
"INSTITUCIÓN EDUCATIVA FRANCISCO ABEL GALLEGO","8118188347","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-09-20T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705239416"
"Construcciones Geadanke S.A.S","901070500","Sociedad por acciones simplificada","Si","No Definido","2018-04-12T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","80000395","Gherses Sanin Bejarano Martin","704293059"
"PERSONERIA MUNICIPAL DE APIA","900682889","Otras Entidades públicas","No","No Definido","2017-01-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","701707689"
"asociación  de  productores de  plátano y frutas  del  cairo","900792322","Asociaciones","No","No Definido","2017-11-30T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703254094"
"INSTITUCION EDUCATIVA COYARCO","900031324","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-12-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706044435"
"concejo municipal de plato","819007011","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-12-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","708330634"
"joseph julian trujillo trujillo","7727399","Unión Temporal","No","No Definido","2016-10-11T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","7727399","JOSEPH JULIAN TRUJILLO TRUJILLO","701340119"
"Unidad Nacional para las victimas","900490473","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-11-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703148791"
"jefry sandoval romero","1033767850","Asociaciones","No","No Definido","2018-10-17T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705393916"
"ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SANTA MARTA","819001461","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-11-07T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","702990763"
"DIRECCIÓN REGIONAL VIEJO CALDAS N° 6 SEDE PEREIRA","816002178","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-11-03T00:00:00.000","No Definido","Risaralda","Pereira","ND","No Definido","No Definido","No Definido","No Definido","702966276"
"ALCALDIA MUNICIPAL DE SURATA","890205051","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-04-19T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704331586"
"instituto departamental de recreación y deportes de santander indersantander","1094249351","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-09-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","711188631"
"CONCEJO MUNICIPAL DE CONCORDIA MAGDALENA","819004878","Otras Entidades públicas","No","No Definido","2019-06-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","707313599"
"MUNICIPIO EL PITAL","8911801990","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-08-23T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705074854"
"JIMMI RIOS VELEZ","16772023","Otras Entidades públicas","No","No Definido","2021-09-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","715204483"
"UT INTER VIAS R.I","No Definido","Unión Temporal","No","No Definido","2021-11-04T00:00:00.000","No Definido","Antioquia","Turbo","ND","No Definido","No Definido","No Definido","No Definido","715708657"
"DINA LUZ SANCHEZ PADILLA","1063959354","Persona Natural colombiana","No","No Definido","2022-08-30T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","Cédula de Ciudadanía","1063959354","DINA LUZ SANCHEZ PADILLA","718989437"
"INSTITUCION EDUCATIVA DISTRITAL COLEGIO REPUBLICA DEL ECUADOR","860532235","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-03-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704186790"
"TERMINAL DE TRANSPORTES DE VALLEDUPAR S.A.","892301707","Otras Entidades públicas","No","No Definido","2018-01-18T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703781542"
"ARMADA NACIONAL - DIRECCIÓN ADMINISTRATIVA (DADIN)","900039527","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-01-24T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","701695447"
"Inst. Etno. Edu. Rural Bilin. Inga Iachai Wasi CARLOS TAMABIOY","9004337856","Otras Entidades públicas","No","No Definido","2018-09-17T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705214971"
"COLEGIO RESTREPO MILLAN I.E.D","900017942","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-03-22T00:00:00.000","No Definido","Distrito Capital de Bogotá","Bogotá","ND","No Definido","No Definido","No Definido","No Definido","704194554"
"ruth yanire torres mnuñoz","1072894168","Otras Entidades públicas","No","No Definido","2017-11-16T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703100644"
"JOSE ALFREDO DIAZ TORRES","3055439","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-12-15T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703429415"
"EDUARDO ANDRES LOPEZ PIEDRAHITA","1123200193","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2019-01-25T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706422045"
"CONSORCIO VEREDAL ING - CIO","No Definido","Consorcio","No","No Definido","2022-08-09T00:00:00.000","No Definido","Cundinamarca","Sibaté","ND","No Definido","No Definido","No Definido","No Definido","718727589"
"MUNICIPIO DE VALDIVIA","890981106","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-08-23T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","702480310"
"PERSONERIA MUNICIPAL DE COVEÑAS SUCRE","823004072","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-12-28T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","706112034"
"CONSORCIO VIAL URBANO","No Definido","Consorcio","No","No Definido","2022-02-28T00:00:00.000","No Definido","Boyacá","Puerto Boyacá","ND","No Definido","No Definido","No Definido","No Definido","717253108"
"MUNICIPIO DE EL CERRITO.","800100533","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-01-12T00:00:00.000","No Definido","Valle del Cauca","El Cerrito","ND","No Definido","No Definido","No Definido","No Definido","703714378"
"CÁRCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE TUNJA","820003774","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-01-10T00:00:00.000","No Definido","Boyacá","Tunja","ND","No Definido","No Definido","No Definido","No Definido","703690859"
"ALCALDÍA MUNICIPIO DE LERIDA TOLIMA 2","8907020342","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-04-15T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","709517254"
"MUNICIPIO DE SAN MIGUEL PUTUMAYO","800252922","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2021-01-28T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","712452853"
"I.E. RAMON MESSA LONDOÑO (QUIMBAYA)","800026887","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-10-04T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705325769"
"PERSONERIA MUNICIPAL  DE SAN PEDRO  SUCRE","823000133","Otras Entidades públicas","No","No Definido","2016-04-29T00:00:00.000","No Definido","Sucre","San Pedro","ND","No Definido","No Definido","No Definido","No Definido","700847064"
"CONCEJO MUNICIPAL DE CHARALA","890205063","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2018-04-18T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704322585"
"ALCALDIA PUEBLO RICO","891480031","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2020-09-16T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","711135202"
"REGISTRADURIA NACINAL DE ESTADO CIVIL SAPUYES","5236859","Otras Entidades públicas","No","No Definido","2020-12-03T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","711967034"
"EMPRESA SOCIAL DEL ESTADO E.S.E CAYETANO MARÍA DE ROJAS  DEL MUNICIPIO DE EL PEÑÒN CUNDINAMARCA","900129296","Otras Entidades públicas","No","No Definido","2018-07-05T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","704794437"
"JONNATHAN LEONARDO BURBANO SANTACRUZ","87069391","Otras Entidades públicas","No","No Definido","2018-09-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","705287506"
"INSTITUCIÓN EDUCATIVA AGROPECUARIA BOMBONA","814002163","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2017-01-27T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","701707663"
"PERSONERÍA MUNICIPAL DE CHOCONTÁ","899999357","Entidad Estatal de acuerdo con la definición del Decreto 1082 de 2015","No","No Definido","2015-09-09T00:00:00.000","No Definido","Cundinamarca","Chocontá","ND","No Definido","No Definido","No Definido","No Definido","700298060"
"CONSORCIO SAN GIL","No Definido","Consorcio","No","No Definido","2022-08-09T00:00:00.000","No Definido","Santander","San Gil","ND","No Definido","No Definido","No Definido","No Definido","718732159"
"EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN CARLOS AIPE","891180238","Otras Entidades públicas","No","No Definido","2017-11-17T00:00:00.000","No Definido","Huila","Aipe","ND","No Definido","No Definido","No Definido","No Definido","703122382"
"FUNDACION LE ESTAMOS PONIENDO EL ALMA COLOMBIA","9011827267","Asociaciones","No","No Definido","2020-09-21T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","711184242"
"ESE HOSPITAL SAGRADO CORAZON","800044320","Otras Entidades públicas","No","No Definido","2018-02-01T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","703930685"
"Angelica Valero","1095943552","Otras Entidades públicas","No","No Definido","2020-11-13T00:00:00.000","No Definido","No Definido","No Definido","ND","No Definido","No Definido","No Definido","No Definido","711764019"
