"fecha_corte","nom_rpt","cod_pais","pais","cod_estado_depto","estado_depto","cod_ciudad_muni","ciudad_municipio","param_hecho","hecho","etnia","sexo","discapacidad","ciclo_vital","per_ocu","per_decla","per_ubic","per_sa","eventos"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","13","Bolivar","13657","San Juan Nepomuceno","12","Perdida de Bienes Muebles o Inmuebles","Ninguna","Hombre","Ninguna","entre 61 y 100","77","67","62","57","78"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","13","Bolivar","13580","Regidor","5","Desplazamiento forzado","Indigena","Mujer","Ninguna","entre 61 y 100","3","2","1","1","3"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","76","Valle del Cauca","76109","Buenaventura","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Negro(a) o Afrocolombiano(a)","Hombre","Auditiva","entre 29 y 60","1","1",,,"1"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","41","Huila","41548","Pital","5","Desplazamiento forzado","Ninguna","Hombre","Por Establecer","entre 29 y 60","4","6","8","6","4"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5147","Carepa","5","Desplazamiento forzado","Ninguna","Mujer","Multiple","entre 18 y 28","7","11","14","14","7"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","27","Choco","27425","Medio Atrato","5","Desplazamiento forzado","Indigena (Acreditado RA)","Hombre","Ninguna","entre 12 y 17","6","2","1","1","7"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","13","Bolivar","13744","Simiti","11","Abandono o Despojo Forzado de Tierras","Ninguna","Hombre","Ninguna","entre 29 y 60",,,"1","1",
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5120","Caceres","13","Lesiones Personales Fisicas","Negro(a) o Afrocolombiano(a)","Hombre","Visual","entre 29 y 60","1","1",,,"1"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5819","Toledo","4","Desaparición forzada","Ninguna","Hombre","Ninguna","ND","3",,,,"3"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","91","Amazonas","91001","Leticia","8","Secuestro","Indigena","Mujer","Ninguna","entre 29 y 60","1","2","1","1","1"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","86","Putumayo","86757","San Miguel","6","Homicidio","Palenquero","Mujer","Ninguna","entre 61 y 100",,,"1","1",
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","85","Casanare","85139","Mani","4","Desaparición forzada","Negro(a) o Afrocolombiano(a)","Mujer","Ninguna","entre 29 y 60",,,"1","1",
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","47","Magdalena","47798","Tenerife","2","Amenaza","Ninguna","Hombre","Multiple","entre 61 y 100","1","2","1",,"1"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5659","San Juan De Uraba","13","Lesiones Personales Fisicas","Ninguna","Hombre","Ninguna","entre 29 y 60","1",,,,"1"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","11","Bogota, D.C.","11001","Bogota, D.C.","5","Desplazamiento forzado","Gitano(a) ROM","Mujer","Fisica","entre 6 y 11",,"1","1","1",
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","76","Valle del Cauca","76130","Candelaria","11","Abandono o Despojo Forzado de Tierras","Negro(a) o Afrocolombiano(a)","Hombre","Ninguna","entre 29 y 60",,,"1","1",
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","20","Cesar","20011","Aguachica","20","Sin informacion","Ninguna","Hombre","Ninguna","entre 61 y 100","13",,"15","12","13"
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","54","Norte De Santander","54874","Villa Del Rosario","13","Lesiones Personales Fisicas","Ninguna","Mujer","Visual","entre 29 y 60",,"1",,,
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5361","Ituango","2","Amenaza","Ninguna","Hombre","Auditiva","entre 61 y 100","2",,,,"2"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","50","Meta","50006","Acacias","5","Desplazamiento forzado","Negro(a) o Afrocolombiano(a)","Mujer","Fisica","entre 18 y 28","1","3","1","1","1"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19142","Caloto","5","Desplazamiento forzado","Negro(a) o Afrocolombiano(a)","Hombre","Multiple","entre 29 y 60","3",,,,"3"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","95","Guaviare","95001","San Jose Del Guaviare","2","Amenaza","Ninguna","Mujer","Ninguna","entre 61 y 100","71","33","43","38","75"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","68","Santander","68406","Lebrija","6","Homicidio","Ninguna","Mujer","Por Establecer","entre 61 y 100","8",,"4","3","8"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","0","SIN DEFINIR","0","SIN DEFINIR","2","Amenaza","Indigena (Acreditado RA)","Hombre","Multiple","entre 61 y 100",,"1","6","4",
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19473","Morales","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Hombre","Fisica","entre 12 y 17","1","1","1","1","1"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","50","Meta","50313","Granada","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Ninguna","LGBTI","Fisica","entre 29 y 60",,,"1","1",
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","86","Putumayo","86865","Valle del Guamuez","5","Desplazamiento forzado","Ninguna","Hombre","Intelectual","entre 18 y 28","17","4","5","5","19"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5604","Remedios","14","Lesiones Personales Psicologicas","Ninguna","Hombre","Ninguna","entre 29 y 60","7",,"7","7","7"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","41","Huila","41298","Garzon","2","Amenaza","Ninguna","Mujer","Ninguna","entre 6 y 11","25","15","39","39","25"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","47","Magdalena","47001","Santa Marta","20","Sin informacion","Ninguna","Mujer","Por Establecer","entre 18 y 28","4",,"4","4","4"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5361","Ituango","15","Confinamiento","Indigena","Hombre","Ninguna","entre 29 y 60","28","28","3","3","28"
"2022/03/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","20","Cesar","20550","Pelaya","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Hombre","Por Establecer","entre 29 y 60","1",,,,"1"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","44","La Guajira","44090","Dibulla","4","Desaparición forzada","Indigena","Mujer","Ninguna","entre 12 y 17","2","3","3","3","2"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","52","Nariño","52685","San Bernardo","9","Tortura","Ninguna","Hombre","Ninguna","entre 61 y 100",,"1","1","1",
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","66","Risaralda","66001","Pereira","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Ninguna","Mujer","Ninguna","ND",,"3",,,
"2022/03/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","95","Guaviare","95015","Calamar","4","Desaparición forzada","Ninguna","Hombre","Ninguna","entre 12 y 17","4","1","1","1","4"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","54","Norte De Santander","54344","Hacari","5","Desplazamiento forzado","Negro(a) o Afrocolombiano(a)","Hombre","Ninguna","ND","1",,,,"1"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","76","Valle del Cauca","76823","Toro","5","Desplazamiento forzado","Ninguna","Mujer","Por Establecer","entre 61 y 100","2","1",,,"2"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","25","Cundinamarca","25743","Silvania","5","Desplazamiento forzado","Indigena","Mujer","Por Establecer","entre 61 y 100",,,"1","1",
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","52","Nariño","52490","Olaya Herrera","5","Desplazamiento forzado","Ninguna","Hombre","Intelectual","entre 6 y 11","1",,,,"1"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","76","Valle del Cauca","76036","Andalucia","4","Desaparición forzada","Ninguna","Hombre","Ninguna","entre 18 y 28","3","2","2","2","3"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","41","Huila","41298","Garzon","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Indigena","Hombre","Ninguna","entre 18 y 28",,"1","1","1",
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","81","Arauca","81794","Tame","4","Desaparición forzada","Ninguna","No Informa","Ninguna","ND","1","1",,,"1"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","54","Norte De Santander","54498","Ocaña","2","Amenaza","Negro(a) o Afrocolombiano(a)","Hombre","Por Establecer","entre 61 y 100",,"1",,,
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19532","Patia","4","Desaparición forzada","Negro(a) o Afrocolombiano(a)","Hombre","Ninguna","entre 29 y 60","4","1",,,"5"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","73","Tolima","73411","Libano","6","Homicidio","Gitano(a) ROM","Hombre","Ninguna","entre 18 y 28",,"1","1","1",
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5120","Caceres","4","Desaparición forzada","Ninguna","Hombre","Por Establecer","entre 18 y 28","1",,,,"1"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","73","Tolima","73001","Ibague","14","Lesiones Personales Psicologicas","Ninguna","Hombre","Ninguna","entre 29 y 60","19","58","27","27","19"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","18","Caqueta","18094","Belen De Los Andaquies","5","Desplazamiento forzado","Indigena","Hombre","Auditiva","entre 18 y 28",,"1","1","1",
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","76","Valle del Cauca","76233","Dagua","20","Sin informacion","Indigena","Mujer","Ninguna","entre 29 y 60",,,"1","1",
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","27","Choco","27099","Bojaya","15","Confinamiento","Indigena","Mujer","Por Establecer","entre 18 y 28","2","2","2","2","2"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","85","Casanare","85001","Yopal","5","Desplazamiento forzado","Ninguna","Mujer","Por Establecer","ND","1",,,,"1"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","18","Caqueta","18756","Solano","2","Amenaza","Ninguna","Hombre","Multiple","entre 18 y 28","3",,,,"3"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","13","Bolivar","13458","Montecristo","4","Desaparición forzada","Negro(a) o Afrocolombiano(a)","Mujer","Ninguna","entre 18 y 28",,"1",,,
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19142","Caloto","13","Lesiones Personales Fisicas","Indigena (Acreditado RA)","Mujer","Auditiva","entre 29 y 60","1","1","1","1","1"
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","52","Nariño","52378","La Cruz","8","Secuestro","Ninguna","Hombre","Fisica","entre 61 y 100","1","1","1",,"1"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19455","Miranda","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Ninguna","Mujer","Ninguna","entre 61 y 100","2",,,,"2"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","5","Antioquia","5234","Dabeiba","5","Desplazamiento forzado","Ninguna","Mujer","Por Establecer","entre 12 y 17","26","6","5","4","27"
"2022/05/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","70","Sucre","70265","Guaranda","5","Desplazamiento forzado","Ninguna","Hombre","Auditiva","entre 18 y 28","4","8","5","2","4"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","25","Cundinamarca","25214","Cota","2","Amenaza","Negro(a) o Afrocolombiano(a)","Mujer","Ninguna","entre 6 y 11",,"3",,,
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","27","Choco","27073","Bagado","9","Tortura","Negro(a) o Afrocolombiano(a)","Mujer","Ninguna","entre 29 y 60","21","20","7","7","21"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","52","Nariño","52287","Funes","2","Amenaza","Indigena (Acreditado RA)","Hombre","Ninguna","entre 29 y 60","7","5","4","4","7"
"2022/02/28","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","68","Santander","68547","Piedecuesta","5","Desplazamiento forzado","Ninguna","Hombre","Ninguna","ND","3","54","3","1","3"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","47","Magdalena","47245","El Banco","5","Desplazamiento forzado","Ninguna","Hombre","Auditiva","entre 61 y 100","1","1","1",,"1"
"2022/01/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","54","Norte De Santander","54109","Bucarasica","4","Desaparición forzada","Ninguna","Hombre","Ninguna","entre 61 y 100","1",,,,"1"
"2022/07/31","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","19","Cauca","19760","Sotara","5","Desplazamiento forzado","Ninguna","Mujer","Ninguna","ND","3","1",,,"3"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","99","Vichada","99773","Cumaribo","8","Secuestro","Negro(a) o Afrocolombiano(a)","Mujer","Ninguna","entre 29 y 60","2",,,,"2"
"2022/04/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","20","Cesar","20710","San Alberto","2","Amenaza","Ninguna","Hombre","Multiple","ND","1",,,,"1"
"2022/06/30","REPORTE VICTIMAS POR HECHO, CIFRA MUNICIPAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Declaración, Ub","48","COLOMBIA","70","Sucre","70713","San Onofre","5","Desplazamiento forzado","Indigena (Acreditado RA)","Hombre","Visual","entre 18 y 28","1",,,,"1"
