"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","valorbeneficioconsolidad","valorultimobeneficioasignado"
"1","1","1","23","23570","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Hombre","ND","CORDOBA","PUEBLO NUEVO","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","68","68406","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","SANTANDER","LEBRIJA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","6","1","44","44090","H-HOMBRE","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","SIN ESPECIFICAR","LA GUAJIRA","DIBULLA","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","6","1","20","20032","ND","NO","ACTIVO","UL","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","CESAR","ASTREA","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","85","85010","ND","ND","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Hombre","ND","CASANARE","AGUAZUL","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","47","47660","ND","NO","ACTIVO","Sin Información","ND","2018-06-01","2018-01-01","Mujer","ND","MAGDALENA","SABANAS DE SAN ANGEL","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","18","18256","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","ND","CAQUETA","EL PAUJIL","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","50","50711","H-HOMBRE","NO","ACTIVO","ND","ND","2016-02-01","2016-01-01","Hombre","ND","META","VISTAHERMOSA","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","13","13001","ND","NO","ACTIVO","UL","ND","2016-02-01","2016-01-01","Hombre","ND","BOLIVAR","CARTAGENA","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","20","20228","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Mujer","SIN ESPECIFICAR","CESAR","CURUMANI","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73520","ND","NO","ACTIVO","CA","ND","2018-05-01","2018-01-01","Mujer","SIN ESPECIFICAR","TOLIMA","PALOCABILDO","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","68","68655","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","SANTANDER","SABANA DE TORRES","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","4.500.001 - 6.000.000","0 - 1.300.000"
"1","1","1","68","68502","ND","NO","ACTIVO","UL","ND","2016-02-01","2016-01-01","Mujer","ND","SANTANDER","ONZAGA","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","85","85010","ND","ND","ACTIVO","DI","ND","2016-02-01","2016-01-01","Mujer","ND","CASANARE","AGUAZUL","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73283","H-HOMBRE","NO","NO ACTIVO","DI","ND","2018-04-01","2018-01-01","Hombre","POSGRADO","TOLIMA","FRESNO","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","70","70678","ND","NO","ACTIVO","UL","ND","2016-02-01","2016-01-01","Hombre","ND","SUCRE","SAN BENITO ABAD","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73283","H-HOMBRE","SI","NO ACTIVO","UL","ND","2018-05-01","2018-01-01","Hombre","PRIMARIA","TOLIMA","FRESNO","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23855","ND","ND","ACTIVO","UL","ND","2016-02-01","2016-01-01","Mujer","SIN ESPECIFICAR","CORDOBA","VALENCIA","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23675","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Hombre","SIN ESPECIFICAR","CORDOBA","SAN BERNARDO DEL VIENTO","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23807","ND","NO","ACTIVO","SO","ND","2016-02-01","2017-01-01","Mujer","ND","CORDOBA","TIERRALTA","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","54","54720","ND","ND","ACTIVO","ND","ND","2016-02-01","2016-01-01","Mujer","ND","NORTE DE SANTANDER","SARDINATA","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","99","99001","ND","NO","ACTIVO","SO","ND","2016-02-01","2016-01-01","Hombre","ND","VICHADA","PUERTO CARREÑO","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23807","ND","NO","ACTIVO","CA","ND","2016-02-01","2016-01-01","Hombre","SIN ESPECIFICAR","CORDOBA","TIERRALTA","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19256","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CAUCA","EL TAMBO","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19256","ND","ND","NO ACTIVO","ND","ND","2018-03-01","2018-01-01","Hombre","ND","CAUCA","EL TAMBO","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73520","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","TOLIMA","PALOCABILDO","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","13","13244","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-03-01","2018-01-01","Hombre","PRIMARIA","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73520","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-03-01","2018-01-01","Hombre","SECUNDARIA","TOLIMA","PALOCABILDO","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","20","20228","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","SIN ESPECIFICAR","CESAR","CURUMANI","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73283","ND","ND","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","ND","TOLIMA","FRESNO","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","41","41357","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Mujer","ND","HUILA","IQUIRA","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","20","20228","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","CESAR","CURUMANI","Colombia",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44855","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","ND","LA GUAJIRA","URUMITA","Colombia",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","54","54720","ND","ND","ACTIVO","ND","ND","2016-02-01","2016-01-01","Hombre","ND","NORTE DE SANTANDER","SARDINATA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","1","1","23","23675","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Hombre","ND","CORDOBA","SAN BERNARDO DEL VIENTO","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","23","23675","ND","ND","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","CORDOBA","SAN BERNARDO DEL VIENTO","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","20","20228","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Mujer","ND","CESAR","CURUMANI","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","85","85410","ND","NO","ACTIVO","CA","ND","2016-02-01","2016-01-01","Hombre","ND","CASANARE","TAURAMENA","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","20","20228","ND","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Hombre","SIN ESPECIFICAR","CESAR","CURUMANI","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","5","1","68","68689","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-04-01","2018-01-01","Hombre","SECUNDARIA","SANTANDER","SAN VICENTE DE CHUCURI","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44001","ND","ND","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","LA GUAJIRA","RIOHACHA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","19","19256","H-HOMBRE","ND","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","CAUCA","EL TAMBO","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44090","ND","ND","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","LA GUAJIRA","DIBULLA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","6","1","47","47001","ND","ND","ACTIVO","UL","ND","2018-04-01","2018-01-01","Hombre","SIN ESPECIFICAR","MAGDALENA","SANTA MARTA","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","0 - 1.300.000"
"1","1","1","68","68406","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Hombre","ND","SANTANDER","LEBRIJA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","47","47798","ND","ND","ACTIVO","UL","ND","2016-02-01","2016-01-01","Hombre","SIN ESPECIFICAR","MAGDALENA","TENERIFE","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73870","M-MUJER","NO","NO ACTIVO","CA","ND","2018-05-01","2018-01-01","Mujer","PRIMARIA","TOLIMA","VILLAHERMOSA","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19418","M-MUJER","NO","ACTIVO","VI","INDIGENA","2016-02-01","2016-01-01","Mujer","ND","CAUCA","LOPEZ","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","1.300.001 - 2.600.000"
"1","1","1","68","68502","ND","NO","ACTIVO","DI","ND","2016-02-01","2016-01-01","Mujer","ND","SANTANDER","ONZAGA","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","73","73870","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Hombre","ND","TOLIMA","VILLAHERMOSA","ND",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76563","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Mujer","ND","VALLE","PRADERA","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","15","15087","M-MUJER","NO","ACTIVO","ND","ND","2016-11-01","2016-01-01","Mujer","ND","BOYACA","BELEN","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44650","H-HOMBRE","SI","NO ACTIVO","UL","RAIZAL","2018-04-01","2018-01-01","Hombre","SECUNDARIA","LA GUAJIRA","SAN JUAN DEL CESAR","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","73","73520","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-05-01","2018-01-01","Hombre","ND","TOLIMA","PALOCABILDO","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44855","H","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","LA GUAJIRA","URUMITA","Colombia","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","6","1","20","20228","H-HOMBRE","NO","NO ACTIVO","ND","ND","2018-05-01","2018-01-01","Hombre","PRIMARIA","CESAR","CURUMANI","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76275","M-MUJER","NO","NO ACTIVO","UL","ND","2018-05-01","2018-01-01","Mujer","SECUNDARIA","VALLE","FLORIDA","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","52","52687","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Hombre","ND","NARIÑO","SAN LORENZO","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","20","20228","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","CESAR","CURUMANI","Colombia",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","85","85010","ND","ND","ACTIVO","CA","ND","2016-02-01","2016-01-01","Hombre","ND","CASANARE","AGUAZUL","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","13","13657","ND","NO","NO ACTIVO","Sin Información","ROM O GITANO","2018-07-01","2018-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","Colombia","18-29","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","70","70204","ND","NO","ACTIVO","UL","ND","2016-02-01","2016-01-01","Hombre","ND","SUCRE","COLOSO","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19532","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","ND","CAUCA","PATIA","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","54","54128","ND","NO","ACTIVO","ND","ND","2016-02-01","2016-01-01","Hombre","ND","NORTE DE SANTANDER","CACHIRA","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","19","19256","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-07-01","2018-01-01","Hombre","SECUNDARIA","CAUCA","EL TAMBO","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","54","54810","ND","NO","ACTIVO","VI","ND","2016-02-01","2016-01-01","Mujer","ND","NORTE DE SANTANDER","TIBU","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","13","13244","ND","NO","ACTIVO","SO","ND","2016-02-01","2016-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44650","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Hombre","ND","LA GUAJIRA","SAN JUAN DEL CESAR","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","13","13006","ND","NO","ACTIVO","CA","ND","2016-02-01","2016-01-01","Hombre","ND","BOLIVAR","ACHI","COLOMBIA","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","73","73026","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-07-01","2018-01-01","Hombre","PRIMARIA","TOLIMA","ALVARADO","COLOMBIA",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","13","13244","ND","ND","ACTIVO","ND","ND","2016-02-01","2016-01-01","Mujer","ND","BOLIVAR","EL CARMEN DE BOLIVAR","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","86","86865","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2016-01-01","Hombre","SIN ESPECIFICAR","PUTUMAYO","VALLE DEL GUAMUEZ","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","68","68689","ND","NO","NO ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","SANTANDER","SAN VICENTE DE CHUCURI","Colombia",">65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","5","1","68","68689","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","SANTANDER","SAN VICENTE DE CHUCURI","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","15","15106","ND","NO","ACTIVO","Sin Información","ND","2016-11-01","2016-01-01","Hombre","ND","BOYACA","BRICEÑO","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","44","44650","ND","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","18","18592","ND","NO","ACTIVO","SO","ND","2016-02-01","2017-01-01","Mujer","ND","CAQUETA","PUERTO RICO","COLOMBIA","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
