"codigo","tipo","nombre","deporte","direccion","telefono","municipio","departamento","paginaweb","email","ubicacion","razonsocial","claseubicacion","localidadcomuna","descripcion","latitud","longitud","urlimagen"
"1247","ESCENARIO","CANCHA DE MINIFUTBOL BARRIO CASTILLA LA NUEVA","Recreativo y Deportivo","CL 63 KR 9 BARRIO CASTILLA LA NUEVA","0","MONTERÍA","CORDOBA","www.monteria-cordoba.gov.co","www.monteria-cordoba.gov.co","Otro","ALCALDIA DE MONTERIA","Zona Urbana","SIN COMUNAS","CANCHA DE MINIFUTBOL","8.772984","-75.8622215","http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/76.png"
"176","LIGAS","LIGA DE BEISBOL ANTIOQUIA","BEISBOL","KR 74 N° 49B-16 DIAMANTE DE BEISBOL LUIS A. VILLEGAS",,"MEDELLÍN","ANTIOQUIA","libeisbolantioquia@gmail.com","libeisbolantioquia@gmail.com",,,,,,"6.256530475","-75.59201867",
"713","LIGAS","LIGA DE FUTBOL DE ARAUCA","FUTBOL","KR 24 N° 16-24",,"ARAUCA","ARAUCA","lifa_presidente@hotmail.com","lifa_presidente@hotmail.com",,,,,,"7.081644963","-70.76052622",
"2107","ESCENARIO","CANCHA MULTIPLE DEL INSTITUTO CENTRAL DE COMERCIO","Recreativo y Educación Fisíca","KR 73 N?3C-65","3242032","CALI","VALLE DEL CAUCA","centraldecomercio@hotmail.com","centraldecomercio@hotmail.com","Establecimiento educativo","INSTITUTO CENTRAL DE COMERCIO","Zona Urbana","COMUNA DIECIOCHO","CANCHA MULTIPLE","3.392595946","-76.5468467","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/627.png"
"2006","ESCENARIO","ESTADIO DE FUTBOL DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N? 100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","ESTADIO DE FUTBOL","3.37189081","-76.5325606","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/526.png"
"2101","ESCENARIO","PISCINA INFANTIL DEL PARQUE RECREACIONAL HORIZONTES","Recreativo","CL 4 CON KR 94","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo recreativo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECIOCHO","PISCINA INFANTIL","3.375727201","-76.54837078","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/621.png"
"355","LIGAS","LIGA DE ACTIVIDADES SUBACUATICAS DE CALDAS","ACTIVIDADES SUBACUATICAS","PISCINA OLIMPICA DE MANIZALES","8744574","MANIZALES","CALDAS",,,,,,,,"5.03539383","-75.47388367",
"2402","ESCENARIO","CANCHA DE MINIFUTBOL DEL BARRIO EL RECUERDO","Recreativo y Deportivo","CL  30 CON KR 29","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA ONCE","CANCHA DE MINIFUTBOL","3.429742884","-76.51422962","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/922.png"
"2111","ESCENARIO","PISTA DE BICICROSS DE LA UNIDAD DEPORTIVA ALBERTO GALINDO","Deportivo","CL 4 CON KR 52","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","PISTA DE BICICROSS","3.410815265","-76.54990796","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/631.png"
"2034","ESCENARIO","CANCHA DE TENIS DE LA UNIVERSIDAD SAN BUENAVENTURA","Recreativo y Educación Fisíca","AV 10 DE MAYO LA UMBRIA VIA PANCE","3182200","CALI","VALLE DEL CAUCA","cmillan@usbcali.edu.co","cmillan@usbcali.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD SAN BUENAVENTURA","Zona Urbana","COMUNA VEINTIDOS","CANCHA DE TENIS","3.346901953","-76.5464553","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/554.png"
"1759","ESCENARIO","PISTA DE SALTO LARGO DE LA UNIDAD DEPORTIVA PANAMERICANA","Deportivo","CL 9 N? 37A-01","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","PISTA DE SALTO LARGO","3.425040623","-76.5366456","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/279.png"
"368","LIGAS","LIGA DE FUTBOL DE CAQUETA","FUTBOL","EDIF INDER CAQUETA CL 21 N° 11-54 B. LA CONSOLATA",,"FLORENCIA","CAQUETA","alain_251@hotmail.com","alain_251@hotmail.com",,,,,,"1.621259634","-75.61367544",
"1838","ESCENARIO","CANCHA MULTIPLE DEL COLEGIO REPUBLICA DE BRAZIL","Recreativo y Educación Fisíca","CL 43 NORTE N? 7N-03","6646107","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","COLEGIO REPUBLICA DE BRAZIL","Zona Urbana","COMUNA DOS","CANCHA MULTIPLE","3.4822328","-76.52892467","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/358.png"
"889","ESCENARIO","CANCHA MULTIPLE N° 1 BARRIO LA MARIA","Deportivo","BARRIO LA MARIA","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 3","CANCHA MULTIPLE","10.42911983","-75.5164105","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/192.png"
"1108","ESCENARIO","CANCHA MULTIPLE N° 2 DEL BARRIO LA FLORIDA","Deportivo","KR 6 CON CL 15","0","TUNJA","BOYACA","recreacionydeportetunja@irdet.go.co","recreacionydeportetunja@irdet.go.co","Otro","JUNTA DE ACCION COMUNAL DEL BARRIO LA FLORIDA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.514111333","-73.366737","http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/112.png"
"174","LIGAS","LIGA DE ATLETISMO DE ANTIOQUIA","ATLETISMO","CL 48B N° 72-60",,"MEDELLÍN","ANTIOQUIA","atleantioquia@fecodatle.org","atleantioquia@fecodatle.org",,,,,,"6.254583655","-75.59130563",
"945","ESCENARIO","CANCHA DE MICROFUTBOL LOS LAGOS","Deportivo","BARRIO EL POZON SECTOR 14 DE FEBRERO","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 6","CANCHA DE MICROFUTBOL","10.4124325","-75.46621567","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/248.png"
"2057","ESCENARIO","CANCHA DE VOLEIBOL DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 4 CON KR 36","5542454","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE VOLEIBOL","3.431191609","-76.54615752","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/577.png"
"2061","ESCENARIO","SALA DE TENIS DE MESA DE LA UNIVERSIDAD SANTIAGO DE CALI","Recreativo y Educación Fisíca","CL 5 N? 62-00","5183000","CALI","VALLE DEL CAUCA","www.usc.edu.co","www.usc.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","SALA DE TENIS DE MESA","3.402278378","-76.54901589","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/581.png"
"1713","ESCENARIO","CANCHA DE TENIS N°4 DEL PARQUE  DE LA CA?A","Recreativo","KR 8 N? 39 01","0","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA SIETE","CANCHA DE TENIS","3.454884329","-76.50603052","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/233.png"
"1370","ESCENARIO","CANCHA MULTIPLE LA PEDREGOZA BARRIO TOLEDO","Deportivo","AV 17 CON CL 15BARRIO TOLEDO PLATA","5833939","CÚCUTA","NORTE DE SANTANDER","www.cucuta-nortedesantander.gov.co","www.cucuta-nortedesantander.gov.co","Otro","INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE CUCUTA - IMRD","Zona Urbana","COMUNA NORTE","CANCHA MULTIPLE","7.948368692","-72.51834304","http://www.visorgeocoldeportes.gov.co/images/escenarios/54001/227.png"
"953","ESCENARIO","CANCHA MULTIPLE IDERBOL","Deportivo","BARRIO PASEO BOLIVAR IDERBOL","6663351","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info","www.idercartagenadeindias.info","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA MULTIPLE","10.4254956","-75.53741302","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/258.png"
"2381","ESCENARIO","CANCHA DE BALONCESTO DE LA INSTITUCION EDUCATIVA LIZANDRO FRANCKLIN","Recreativo y Educación Fisíca","KR 40 CON CL 44","0","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","INSTITUCION EDUCATIVA  LIZANDRO FRANCKLIN","Zona Urbana","COMUNA DIECISEIS","CANCHA DE BALONCESTO","3.411378121","-76.50388937","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/901.png"
"16","CLUBES","BARRANQUILLA F.C.","FUTBOL","KR 53 N° 55-229",,"BARRANQUILLA","ATLANTICO",,"info@barranquilla.com",,,,,,"10.99178625","-74.79115984",
"53","CLUBES","CLUB DEPORTIVO DE VUELO KAMIKACES LA CALERA","PARAPENTE","KR 11A N° 97-55",,"LA CALERA","CUNDINAMARCA",,"clubkamikacez@gmail.com",,,,,,"4.68083369","-74.0452776",
"753","LIGAS","LIGA DE TRIATHLON DE SAN ANDRES","TRIATHLON","GOBERNACION DE SAN ANDRES UNIDAD DE DEPORTES","3187665590","SAN ANDRÉS","SAN ANDRES PROVIDENCIA Y SANTA CATALINA",,,,,,,,"12.58315659","-81.70602732",
"747","LIGAS","LIGA DE KARATE DO DE SAN ANDRES","KARATE DO","COLISEO ROSADO  CL 8 N° 7-93","3133290158","SAN ANDRÉS","SAN ANDRES PROVIDENCIA Y SANTA CATALINA","ewjavier@hotmail.com","ewjavier@hotmail.com",,,,,,"12.58162759","-81.7010942",
"260","LIGAS","LIGA DE FUTBOL DE SALON DE CUNDINAMARCA","FUTBOL DE SALON","DG 61C 24-38 B EL CAMPIN",,"BOGOTÁ D.C.","BOGOTÁ D.C.","lifutsalcundi@hotmail.com","lifutsalcundi@hotmail.com",,,,,,"4.647592714","-74.07329827",
"219","LIGAS","LIGA DE LUCHA DE ATLANTICO","LUCHA","KR 30 N° 18A-253",,"BARRANQUILLA","ATLANTICO",,,,,,,,"10.96745009","-74.77527946",
"484","LIGAS","LIGA DE SOFTBOL  DEL MAGDALENA","SOFTBOL","POLIDEPORTIVO DEL SUR MICAEL CORTES MEJIA  TRONCAL CARIBE COSTADO DEL TERMINAL DE TRANSPORTE",,"SANTA MARTA","MAGDALENA","ligadesoftbolmagdalena@hotmail.com","ligadesoftbolmagdalena@hotmail.com",,,,,,"11.22578572","-74.18419392",
"948","ESCENARIO","CANCHA MULTIPLE BARRIO FLOR DEL CAMPO","Deportivo","MZ 5 BARRIO FLOR DEL CAMPO","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 6","CANCHA MULTIPLE","10.4188235","-75.44836733","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/251.png"
"1823","ESCENARIO","CANCHA DE MICROFUTBOL SINTETICA DE LA UNIDAD RECREATIVA PARQUE DEL AVION","Recreativo","AV 2 NORTE N? 35-04","6689578","CALI","VALLE DEL CAUCA","avion@crpcali.org","avion@crpcali.org","Complejo deportivo","UNIDAD RECREATIVA PARQUE DEL AVION","Zona Urbana","COMUNA CUATRO","CANCHA DE MICROFUTBOL SINTETICA","3.469374135","-76.51751929","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/343.png"
"142","INDER","INDEPORTES ATLANTICO",,"CL 52  55-75",,"BARRANQUILLA","ATLANTICO",,"inderatlantico@hotmail.com;direccioninderatlantico@hotmail.com",,,,,,"10.99472075","-74.78870967",
"56","CLUBES","CLUB DEPORTIVO DE PARAPENTE ALCARAVANES","PARAPENTE","ALTOS DE VILLA CODEN BLOQUE1 APTO 502",,"VILLAVICENCIO","META",,"pegasoadame@yahoo.com",,,,,,"4.139115814","-73.64706195",
"1798","ESCENARIO","CANCHA MULTIPLE DE LA UNIDAD RECREATIVA EL RINCON DE PACARA","Recreativo","AV 2G 58N-100","6653948","CALI","VALLE DEL CAUCA","rincondepacara@crcali.org","rincondepacara@crcali.org","Complejo deportivo","UNIDAD RECREATIVA EL RINCON DE PACARA","Zona Urbana","COMUNA DOS","CANCHA MULTIPLE","3.486395639","-76.50919084","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/318.png"
"706","LIGAS","LIGA DE BALONMANO DEL VALLE","BALONMANO","CL 37 A N° 23-48","2713657","PALMIRA","VALLE DEL CAUCA",,,,,,,,"3.532979743","-76.29390345",
"2088","ESCENARIO","CANCHA DE TENIS DEL CLUB SOCIAL Y DEPORTIVO TEQUENDAMA","Recreativo y Deportivo","KR 53 N? 7-111","5131594","CALI","VALLE DEL CAUCA","clubtequendama2@hotmail.com","clubtequendama2@hotmail.com","Club","CLUB SOCIAL Y DEPORTIVO TEQUENDAMA","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE TENIS","3.412297989","-76.54569008","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/608.png"
"2443","ESCENARIO","CANCHA DE MINIFUTBOL DE LA INSTITUCION EDUCATIVA JULIO CAICEDO Y TELLEZ","Recreativo y Educación Fisíca","CL 59 CON KR 24A","4442237","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","INSTITUCION EDUCATIVA JULIO CAICEDO Y TELLEZ","Zona Urbana","COMUNA DOCE","CANCHA DE MINIFUTBOL","3.440470851","-76.4949629","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/963.png"
"954","ESCENARIO","SALA DE BOXEO N° 1 COLISEO DE BOXEO IDERBOL","Deportivo","BARRIO PASEO BOLIVAR IDERBOL","6663351","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info","www.idercartagenadeindias.info","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","SALA DE BOXEO","10.42508796","-75.53666492","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/259.png"
"307","LIGAS","LIGA DE CICLISMO DE BOLIVAR","CICLISMO","BARRIO CHIQUINQUIRA MANZANA 7 LOTE 5",,"CARTAGENA DE INDIAS","BOLIVAR","ligadeciclismo-bolivar@hotmail.com","ligadeciclismo-bolivar@hotmail.com",,,,,,"10.40227117","-75.49328661",
"1141","ESCENARIO","CANCHA MULTIPLE DEL BARRIO LAS MARIAS","Deportivo","CL 46A CON KR 11","3118237928","SOGAMOSO","BOYACA",,,"Otro","MUNICIPIO DE SOGAMOSO","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.745309333","-72.9151055","http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/54.png"
"2367","ESCENARIO","CANCHA DE FUTBOL DEL BARRIO MARIANO RAMOS","Recreativo y Deportivo","KR 47 D 45","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECISEIS","CANCHA DE FUTBOL","3.401735032","-76.51517931","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/887.png"
"390","LIGAS","LIGA DE FUTBOL DEL CESAR","FUTBOL","CL 10 N° 19C-37",,"VALLEDUPAR","CESAR","miltonjose1944@gmail.com","miltonjose1944@gmail.com",,,,,,"10.47658515","-73.25979822",
"806","ESCENARIO","CANCHA DE FUTBOL ROBERTO FLACO MELENDEZ","Deportivo","KR 21 Y 21 B CON CL 52","3243948","BARRANQUILLA","ATLANTICO","atencioalciudadano@barranquilla.gov.co","atencioalciudadano@barranquilla.gov.co","Otro","SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA","Zona Urbana","SIN COMUNAS","CANCHA DE FUTBOL","10.9662745","-74.79909667","http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/249.png"
"135","FEDERACIONES","FEDERACION DE SAMBO","SAMBO","KR 38 7-05 BARRIO TEMPLETE",,"CALI","VALLE DEL CAUCA",,"omarlopera@hotmail.com",,,,,,"3.4228486","-76.5409972",
"2011","ESCENARIO","CANCHA DE BALONCESTO DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N? 100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","CANCHA DE BALONCESTO","3.372967013","-76.5325566","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/531.png"
"1066","ESCENARIO","CANCHA DE MICROFUTBOL DEL BARRIO COLINAS DEL NORTE","Deportivo","TV 16BIS CON CL 50","7448198","TUNJA","BOYACA","recreacionydeportetunja@irdet.gov.co","recreacionydeportetunja@irdet.gov.co","Otro","JUNTA DE ACCION COMUNAL BARRIO COLINAS DEL NORTE","Zona Urbana","SIN COMUNAS","CANCHA MICROFUTBOL","5.559874","-73.35588133","http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/13.png"
"1353","ESCENARIO","CANCHA DE FUTBOL DEL CLUB DE CAZADORES","Recreativo y Deportivo","AV GRANCOLOMBIA 1E-42","5751164","CÚCUTA","NORTE DE SANTANDER","clubcazadorescucuta1@hotmail.com","clubcazadorescucuta1@hotmail.com","Club","CLUB DE CAZADORES","Zona Urbana","COMUNA CENTRO ORIENTAL","CANCHA DE FUTBOL","7.889617333","-72.4948055","http://www.visorgeocoldeportes.gov.co/images/escenarios/54001/19.png"
