"municipio","c_digo_municipio","c_digo","nombre","direcci_n","tel_fono","nombre_rector","tipo_establecimiento","etnias","sector","genero","zona","niveles","jornadas","caracter","especialidad","licencia","grados","modelos_educativos","discapacidades","idiomas","n_mero_de_sedes","estado","prestador_de_servicio","propiedad_de_la_planta_fis","resguardo","matricula_contratada","correo_electr_nico"
"BARRANQUILLA","8001","108001000093","INSTITUCION EDUCATIVA DISTRITAL BETSABE ESPINOZA","CL 120 25 77","3808723 - 3777480","IBIDA ISABEL JIMENEZ GONZALEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE","TÉCNICO/ACADEMICO","OTRO,ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,GRUPOS JUVENILES CREATIVOS,ACELERACIÓN DEL APRENDIZAJE,SAT","INTELECTUAL,SORDERA PROFUNDA","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","ibidajimenez@hotmail.com"
"BARRANQUILLA","8001","108001002266","INSTITUCION EDUCATIVA DISTRITAL SANTO DOMINGO DE GUZMAN","KR 2 78 36","3004845227 - 3007542011","CEDRIC DEL CARMEN HERNANDEZ CAAMAÑO","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL","VISUAL - BAJA VISION IRREVERSIBLE,SÍNDROME DE DOWN","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","domingoguzman@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001002274","INSTITUCION EDUCATIVA DISTRITAL DE CARRIZAL","CL 50 D 3 15","3646539 - 3637340 - 3135285388","ETHEL ZAMIRA BELEÑO","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","TÉCNICO","OTRO","REVISADA ACEPTADA","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26,99","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,MODALIDAD VIRTUAL ASISTIDA UCN","SIN DATO","SIN DATO","2","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","insedica.ceb24@hotmail.com"
"BARRANQUILLA","8001","108001002347","INSTITUCION EDUCATIVA DISTRITAL INMACULADA CONCEPCION","IND TRANSVERSAL 1F DIAGONAL 88 60","3773836","JUAN CARLOS BALLEN","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,20,23,24,25,26,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CAFAM","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","i_e_dic@hotmail.com"
"BARRANQUILLA","8001","108001003602","INSTITUCION EDUCATIVA DISTRITAL SIMON BOLIVAR","CL 46 B 14 27","3641981 - 3628135 - 3632586","HENRY GOMEZ ZARATE","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,CAFAM,SAT","INTELECTUAL,VISUAL - BAJA VISION IRREVERSIBLE,VISUAL - CEGUERA,SÍNDROME DE DOWN","SIN DATO","2","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","simonbolivar@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001003751","INSTITUCION EDUCATIVA DISTRITAL DEL BARRIO MONTES","CL 27 23 51","3004726614","BERTHA MAGRI DE DE LA HOZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SAT","INTELECTUAL,VISUAL - BAJA VISION IRREVERSIBLE,LESIÓN NEUROMUSCULAR","SIN DATO","3","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","angelinademontes@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001004692","INSTITUCION EDUCATIVA DISTRITAL LA VICTORIA","KR 10 C 45 46","3627223 - 3003639110 - 3015875508","ELVIRA MALDONADO JIMENEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,20,23,24,25,26,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CAFAM","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","lavictoria@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001003343","INSTITUCION EDUCATIVA DISTRITAL HOGAR MARIANO","KR 14 58 25","3653296","HNA. MARTHA HELENA VELASQUEZ LOPEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","FEMENINO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","TÉCNICO/ACADEMICO","PEDAGOGICO,ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","INTELECTUAL,VISUAL - BAJA VISION IRREVERSIBLE","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","colhogarmariano1@hotmail.com"
"BARRANQUILLA","8001","108001007675","INSTITUCION EDUCATIVA DISTRITAL TECNICA  BILINGUE JORGE NICOLAS ABELLO","KR 25 57 06","3790628","MATILDE CAMARGO RODRIGUEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE","TÉCNICO/ACADEMICO","COMERCIAL,ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,SAT,MODALIDAD VIRTUAL ASISTIDA UCN","SIN DATO","SIN DATO","2","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","institucionjna@gmail.com"
"BARRANQUILLA","8001","108001008060","INSTITUCION EDUCATIVA DISTRITAL # 103","IND KR 13 45C5 19","3639308","JOSE LUIS TORRES GOMEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","CEB103@HOTMAIL.COM"
"BARRANQUILLA","8001","108001074763","INSTITUCION EDUCATIVA DISTRITAL BRISAS DEL RIO","VI 40 46 A 50","3700232","MARY ESTHER INDABURO DE VEGA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE","TÉCNICO/ACADEMICO","OTRO,ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,SAT","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","iedbrisasdelrio@hotmail.com"
"BARRANQUILLA","8001","108001076171","INSTITUCION EDUCATIVA DISTRITAL TECNICA DE REBOLO","CL 6 32 05","3447689","MARCOS AURELIO MANOTAS HERNANDEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA","TÉCNICO","COMERCIAL","SIN REVISAR","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,GRUPOS JUVENILES CREATIVOS,ACELERACIÓN DEL APRENDIZAJE","INTELECTUAL,VISUAL - BAJA VISION IRREVERSIBLE","SIN DATO","2","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","colditer@hotmail.com"
"BARRANQUILLA","8001","108001009538","INSTITUCION EDUCATIVA DISTRITAL ESTER FORERO","KR 5 E 74 61","3654387","MARLENE VALENCIA BLANCO","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","estherforero@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001010391","INSTITUCION EDUCATIVA DISTRITAL EL PUEBLO","CL 116 12 24","3777189 - 3128729647","ALEXIS ELOY DOMINGUEZ MEZA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PREESCOLAR ESCOLARIZADO_,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,SAT,CAFAM","SÍNDROME DE DOWN","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","SI","iedelpueblo@gmail.com"
"BARRANQUILLA","8001","108001018421","INSTITUCION EDUCATIVA DISTRITAL LOS LAURELES","CL 37 C 1 H 10","3661100","NELLY DOMINGUEZ LOPEZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE,FIN DE SEMANA","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","VISUAL - BAJA VISION IRREVERSIBLE,HIPOACUSIA O BAJA AUDICIÓN","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","loslaureles@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001073384","C.C.E.B. # 187 CIVICO 7 DE ABRIL","IND CALLE 47 1C2 63","3631804","ANGEL ALFONSO MOLINA CORONEL","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,SAT","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","ccebm187@hotmail.com"
"BARRANQUILLA","8001","108001074186","INSTITUCION EDUCATIVA DISTRITAL MANUEL ZAPATA OLIVELLA","CL 84 27 17","3773809 - 3773801","LUZ MERY VEGA AYALA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,23,24,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CIRCULOS DE APRENDIZAJE","INTELECTUAL,LESIÓN NEUROMUSCULAR,SÍNDROME DE DOWN","SIN DATO","2","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","manuelzapataolivella@sedbarranquilla.gov.co"
"BARRANQUILLA","8001","108001009261","INSTITUCION EDUCATIVA DISTRITAL CIUDADELA 20 DE JULIO","CL 46 2 E 11","362 71 00","CELIA DEL CARMEN DURAN DE ORTIZ","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CAFAM","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","inedic120@yahoo.com"
"BARRANQUILLA","8001","308001003636","INSTITUCION EDUCATIVA DISTRITAL MARIE POUSSEPIN","CL 51 20 B 105","3796246 - 3147347464","RUBIS ESTHER BARRENECHE HERRERA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","FEMENINO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICO","ACADÉMICA","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11","EDUCACIÓN TRADICIONAL","VISUAL - BAJA VISION IRREVERSIBLE,SÍNDROME DE DOWN","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","distritalmariepoussepin@gmail.com"
"BARRANQUILLA","8001","108001000034","INSTITUCION EDUCATIVA DISTRITAL LAS GRANJAS","KR 16 SUR 91 15","3103699610","MINERVA CAPDEVILLA DE LA ROSA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","TÉCNICO","INDUSTRIAL","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,20,23,24,25,26,99","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS,CAFAM","SIN DATO","SIN DATO","1","ANTIGUO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","lasgranjas@yahoo.com..ar"
"BARRANQUILLA","8001","308001078920","COLEGIO LIBERTADOR SIMON BOLIVAR","CL 106 KR 85","3773101","LIBIS MARIA CASIANI CASSIANI","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA","TÉCNICO","OTRO","SIN REVISAR","0,1,2,3,4,5,6,7,8,9,10,11,99","ACELERACIÓN DEL APRENDIZAJE,EDUCACIÓN TRADICIONAL","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","CONCESION","CONCESION","NO APLICA","SI","simonbolivar@feyalegria.org.co"
"BARRANQUILLA","8001","108001800073","INSTITUCION EDUCATIVA DISTRITAL LAS GARDENIAS","CL 98 C 1 E 99","NO TIENE","GERSON DAVID LEONES HERRERA","INSTITUCION EDUCATIVA","NO APLICA","OFICIAL","MIXTO","URBANA","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICO","ACADÉMICA","RECONOCIMIENTO OFICIAL","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25","EDUCACIÓN TRADICIONAL,GRUPOS JUVENILES CREATIVOS","SIN DATO","SIN DATO","1","NUEVO-ACTIVO","OFICIAL","OFICIAL","NO APLICA","NO","SIN CORREO"
