"titulo","materia","autor","dependencia","resumen","ano_publicacion","publico","ubicacion","contacto","isbn","idioma"
"Plegable. Orientación sexual, identidad de género y derechos humanos.","Derechos de las poblaciones con orientaciones sexuales e identidades de género diversas.","Presidencia de la República de Colombia
Consejería Presidencial para los DDHH","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Las personas lesbianas, gays, bisexuales, trans e intersex han sido históricamente discriminadas por su orientación sexual, identidad, expresión de género y diversidad corporal; aún continúan siendo víctimas de discriminación, violencia y otros abusos, en una clara vulneración a sus derechos humanos protegidos en los instrumentos internacionales e interamericanos.","2017","Ciudadanos, población LGBTI, organizaciones de la población LGBTI y entidades interesadas en la promoción de los Derechos Humanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-plegable-lgbti.-webpdf.pdf","contacto@presidencia.gov.co","NO","Español"
"Plegable. Enfoque de derechos humanos en la política criminal","Derechos de las personas privadas de la libertad","Presidencia de la República de Colombia

Consejería Presidencial para los DDHH","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","La política criminal juega un papel importante en la dinámica delictual que comporta una sociedad, por lo tanto debe adoptar respuestas para “hacerle frente a conductas consideradas reprochables o causantes de perjuicio social con el fin de garantizar la protección de los intereses esenciales del Estado y de los derechos de los residentes en el territorio bajo su jurisdicción.”","2017","Personas privadas de la libertad, establecimientos penitenciarios y carcelarios y personas interesadas en la garantía de los derechos humanos","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-plegable-carceles-web.pdf","contacto@presidencia.gov.co","NO","Español"
"Enfoque de derechos humanos en la política criminal","Derechos de las personas privadas de la libertad","Presidencia de la República de Colombia

Consejería Presidencial para los DDHH","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","La política criminal juega un papel importante en la dinámica delictual que comporta una sociedad, por lo tanto debe adoptar respuestas para “hacerle frente a conductas consideradas reprochables o causantes de perjuicio social con el fin de garantizar la protección de los intereses esenciales del Estado y de los derechos de los residentes en el territorio bajo su jurisdicción.”","2017","Personas privadas de la libertad, establecimientos penitenciarios y carcelarios y personas interesadas en la garantía de los derechos humanos","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-cartilla-politica-criminal-web.pdf","contacto@presidencia.gov.co","978-958-18-0437-5","Español"
"Formación en derechos humanos y principios humanitarios del derecho internacional humanitario dirigido a pueblos indígenas","Derechos de la población indígena","Presidencia de La República de Colombia

Alta Consejería para el Posconflicto, Derechos Humanos y Seguridad

Consejeria Presidencial para los Derechos Humanos","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Con el fin de dar inicio a este trabajo, el Programa Presidencial, ahora Consejería Presidencial para los Derechos Humanos, conformó un equipo de trabajo que se dió a la tarea de investigar y construir una serie de herramientas pedagógicas, para formar a las comunidades indígenas en Derechos Humanos y en principios del Derecho Internacional Humanitario, con enfoque étnico. Para la consolidación de dichas herramientas pedagógicas fue necesario desarrollar temáticas y estrategias lo suficientemente flexibles con el propósito de que, partiendo de los mitos de origen y la cosmovisión del pueblo indígena Embera Katío, puediesen ser adaptables a otras culturas indígenas.","2017","Población indígena, entidades, organizaciones de derechos humanos y personas interesadas en promover la garantía de  derechos en poblaciones indígenas.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-%20modulos%20de%20formacion%20ddhh%20-%20pueblos%20indigenas_web.pdf","contacto@presidencia.gov.co","978-958-18-0441-2","Español"
"Boletín Violencia Sexual: Una introducción al concepto","Derechos de los Niños, Niñas y Adolescentes

S.T. de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de La República de Colombia

Alta Consejería para el Posconflicto, Derechos Humanos y Seguridad

Consejeria Presidencial para los Derechos Humanos

Organización Internacional para las Migraciones (OIM)

USAID","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Antes de ser víctimas del reclutamiento, niños y niñas estaban expuestos a diferentes vulneraciones en su entorno familiar y comunitario. Entre los más mencionados por ellos en los estudios de caracterización se encuentran los asociados a la violencia intrafamiliar, al abuso sexual, al trato negligente, a la difícil y precaria situación económica de sus hogares agravada por la explotación laboral, a la falta de oportunidades y a la dificultad en el acceso a la educación, por factores como distancia, calidad o permanencia, entre otros.","2017","Entidades, organizaciones que promuevan la defensa de los derechos de niñas, niños y adolescentes","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213AF-boletin-violencia-sexual_web.pdf","contacto@presidencia.gov.co","978-958-18-0440-5","Español"
"Defirnir que se entiende por utilización es una tarea fácil (Segunda edición)","Derechos de los Niños, Niñas y Adolescentes

S.T. de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de La República de Colombia

Alta Consejería para el Posconflicto, Derechos Humanos y Seguridad

Consejeria Presidencial para los Derechos Humanos

Organización Internacional para las Migraciones (OIM)

USAID","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Este boletín tiene como finalidad iniciar un proceso de reflexión y debate que permita realizar una diferenciación preliminar entre reclutamiento y utilización, acudiendo a por lo menos dos perspectivas desde las que se ha enfocado la intervención estatal al respecto, a saber: la jurídica y la de atención. Esto con el fin de identificar y afinar las inquietudes que permitan mejorar la atención y la política de prevención de estas graves violaciones a los derechos de los niños, niñas y adolescentes.","2017","Entidades, organizaciones que promuevan la defensa de los derechos de niñas, niños y adolescentes","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-web-AF-boletin_utilizacion-tarea-dificil.pdf","contacto@presidencia.gov.co","978-958-18-0438-2","Español"
"Las rutas para la prevención del reclutamiento y utilización de niños, niñas y adolescentes por grupos organizados al margen de la ley y grupos delictivos organizados. Guía para la implementación de la ruta de prevención en protección. (Segunda edición)","Derechos de los Niños, Niñas y Adolescentes

S.T. de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de La República de Colombia

Alta Consejería para el Posconflicto, Derechos Humanos y Seguridad

Consejeria Presidencial para los Derechos Humanos

Organización Internacional para las Migraciones (OIM)

Fondo de Naciones Unidas para la Infancia - UNICEF para Colombia

GIZ. Cooperación alemana","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","El Decreto 4690 de 2007 dio vida a la Comisión Intersectorial para la Prevención del Reclutamiento y Utilización de Niños, Niñas y Adolescentes por Grupos Organizados al Margen de la Ley y de los Grupos Delictivos Organizados, con el mandato de articular las acciones de prevención de estas vulneraciones con las entidades del Estado en los ámbitos nacional y local y aquellas desarrolladas por las organizaciones sociales y la cooperación internacional.","2017","Entidades, organizaciones que promuevan la defensa de los derechos de niñas, niños y adolescentes","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-AF-GU%C3%8DA%20PARA%20LA%20IMPLEMENTACION-RUTA-PREVENCION-PROTECCION.pdf","contacto@presidencia.gov.co","978-958-18-0442-9","Español"
"Tu cuerpo te pertenece. (Segunda edición)","Derechos de los Niños, Niñas y Adolescentes S.T. de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de La República de Colombia, Alta Consejería para el Posconflicto, Derechos Humanos y Seguridad , Consejeria Presidencial para los Derechos Humanos , Fondo de Naciones Unidas para la Infancia - UNICEF para Colombia , Gobernación de Boyacá , Casa de la Menor - Marco Fidel Suárez , USAID , Organización Internacional para las Migraciones - OIM , Cooperación Alemana - GIZ","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","En Colombia desafortunadamente, muchos niños y niñas como tú, han vivido situaciones de abuso que les ha causado daño, afectado su vida personal y familiar, por eso no podemos permitir que se conviertan en hechos normales, es necesario que los niños, niñas y sus familias conozcan las acciones que podemos realizar a nivel personal, con nuestros amigos y con la familia para que esto no nos suceda; pero también, con esta cartilla queremos que conozcas que hay autoridades y personas en tu ciudad como los profesores o personas en la alcaldía que tienen la obligación de ayudarte y atenderte cuando hay una situación de riesgo o peligro.","2017","Entidades, organizaciones que promuevan la defensa de los derechos de niñas, niños y adolescentes","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213l-tu%20cuerpo%20te%20pertenece.pdf","contacto@presidencia.gov.co","978-958-18-0434-4","Español"
"Informe anual de avances en la implementación del Plan Nacional de Acción en derechos humanos y empresas: Colombia Avanza 2017","Derechos Humanos y empresas Plan Naciona de Acción","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Información sobre avances en la implementación del plan nacional de acción adoptado por el presidente en diciembre 2015. El documento busca brindar información sobre logros en la implementación nacional de los principios rectores de las naciones unidas y cumple con los compromisos de reporte que manifiesta el PNA. El informe representa un esfuerzo colaborativo y cuneta con información de más de 20 entidades del estado. El reporte completo igual que el resumen está disponible en español e inglés.","2017","Entidades del estado, sociedad civil y empresas","http://www.derechoshumanos.gov.co/lineasestrategicas/empbk/Documents/RESUMEN%20FINAL.pdf","contacto@presidencia.gov.co","NO","Español"
"Informe de la plenaria anual sobre empresa y derechos humanos","Derechos Humanos y empresas
Plan Naciona de Acción","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Informe sobre la participación de Colombia en el Foro Anual de sobre derechos humanos y empresa que se llevó a cabo en noviembre 2016. El foro es el evento más importante del año para intercambiar experiencias, retos, resultados y buenas prácticas en la implementación de los principios rectores de las Naciones Unidas. Durante el foro Colombia tuvo la oportunidad de participar en varios paneles para compartir experiencias de la implementación del PNA en el país.","2017","Entidades del estado, sociedad civil y empresas","http://www.derechoshumanos.gov.co/lineasestrategicas/empbk/Documents/empresa-esp.pdf","contacto@presidencia.gov.co","NO","Español"
"ABC empresas y derechos humanos","Derechos Humanos y empresas
Plan Naciona de Acción","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos","Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Documento explicativo, con términos fundamentales en el campo de derechos humanos y empresa. Ejemplos de conceptos que se aborda debida diligencia, los principios rectores, el grupo interinstitucional de trabajo y la comisión asesora.  Dirigido a agencias del estado, sociedad civil y empresas","2017","Entidades del estado, sociedad civil y empresas","http://www.derechoshumanos.gov.co/lineasestrategicas/empbk/Documents/ABC%20EMPRESA%20DERECHOS%20HUMANOS%20(002).pdf","contacto@presidencia.gov.co","NO","Español"
"Violencia económica y patrimonial: Una aproximación a través de la atención en los municipios de Riohacha, Buenaventura y el Distrito de Cartagena","violencia económica y patrimonial","Observatoria Asuntos de Género","Consejería Presidencial para la Equidad de la Mujer","investigación sobre la violencia económica y patrimonial y de la atención que de esta se realiza en las instancias competentes, en los municipios de Riohacha, Buenaventura y el Distrito de Cartagena.","2017","Consulta de público en general","http://www.equidadmujer.gov.co/oag/Documents/Violencia-economica-patrimonial.pdf","contacto@presidencia.gov.co","NO","Español"
"Caracterización de los riesgos de violencia sexual en niñas, adolescentes y mujeres con pertenencia indígena, ubicadas en el contexto de extracción Minera, en los municipios de Buenaventura, Santander de Quilichao, Caucasia y Tadó","Violencia sexual, mineria","Observatoria Asuntos de Género","Consejería Presidencial para la Equidad de la Mujer","resultados obtenidos en la investigación Caracterización de los riesgos de violencia sexual en niñas, adolescentes y mujeres con pertenencia indígena, ubicadas en el contexto de extracción Minera, en los municipios de Buenaventura, Santander de Quilichao, Caucasia y Tadó.","2017","Consulta de público en general","http://www.equidadmujer.gov.co/oag/Documents/Caracterizacion-violencia-sexual-mineria-buenaventura.pdf","contacto@presidencia.gov.co","NO","Español"
"Guía de respuesta para el MM&Ven situaciones de violencias contra las mujeres en las ZVTN, los PTN y lugarescercanos a estos","violencias contra lasmujeres","Consejería Presidencial
para los Derechos Humanos, la Consejería Presidencial para la
Equidad de la Mujer, el Ministerio de Salud y Protección Social
y el Mecanismo de Monitoreo y Verificación para orientar a los
hombres y mujeres del MM&V","Consejería Presidencial para la Equidad de la Mujer","Guía para orientar a los
hombres y mujeres del MM&V en la identificación de hechos
de violencias contra las mujeres, la activación de las rutas para
la debida atención y protección de la víctima, y la investigación
y judicialización de los hechos.","2017","Consulta de público en general","http://www.equidadmujer.gov.co/oag/Documents/Guia-MMV-en-situaciones-violencia-contra-mujeres-en-ZVTN.pdf","contacto@presidencia.gov.co","NO","Español"
"SISTEMATIZACIÓNVI Encuentro de Mecanismos de Género","mecanismos de género","Observatorio Asuntos de Género","Consejería Presidencial para la Equidad de la Mujer","Memorias del VI Encuentro de Mecanismos de Género","2017","Consulta de público en general","http://www.equidadmujer.gov.co/oag/Documents/Sistematizacion-VI-Encuentro-Mecanismos.pdf","contacto@presidencia.gov.co","NO","Español"
"Prevención de la Violencia Intrafamiliar","violencia intrafamiliar, violencia contra las Mujeres","Consejería Presidencial para la  Equidad de la Mujer, Organización de estados Iberoamericanos","Consejería Presidencial para la Equidad de la Mujer","Coneptos, normatividad y rutas de tención frente a la violencia intrafamiliar","2017","Público en general","http://www.equidadmujer.gov.co/oag/Documents/cartilla_Prevencion_violencia_intrafamiliar.pdf","contacto@presidencia.gov.co","NO","Español"
"""PROPUESTA METODOLÓGICA PARA LA PARTICIPACIÓN DE LAS MUJERES RURALES EN LA FORMULACIÓN DE LA POLÍTICA PÚBLICA INTEGRAL DE MUJER RURAL(ART. 232 DEL PLAN NACIONAL DE DESARROLLO)""","Mujer Rural","Consejería Presidencial para la Equidad de la Mujer  y Ministerio de Agricultura","Consejería Presidencial para la Equidad de la Mujer","Presentación del trabajo realizado con diferentes organizaciones de mujeres  para la construcción colectiva de una propuesta de metodología para la participación de las mujeres rurales en la formulación de la Política Pública Integral de Mujer Rural.","2017","Mujeres, especialmente mujeres rurales","http://www.equidadmujer.gov.co/ejes/Documents/Metedologia-Participacion-Politica-Publica-Mujer-Rural.pdf","contacto@presidencia.gov.co","No","Español"
"Formación en derechos humanos y principios humanitarios del derecho internacional humanitario dirigido a pueblos indígenas.","Derechos humanos, Derecho Internacional Humanitario","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","Con el fin de dar inicio a este trabajo, el Programa Presidencial, ahora Consejería Presidencial para los Derechos Humanos, conformó un equipo de trabajo que se dió a la tarea de investigar y construir una serie de herramientas pedagógicas, para formar a las comunidades indígenas en Derechos Humanos y en principios del Derecho Internacional Humanitario, con enfoque étnico. Para la consolidación de dichas herramientas pedagógicas fue necesario desarrollar temáticas y estrategias lo suficientemente flexibles con el propósito de que, partiendo de los mitos de origen y la cosmovisión del pueblo indígena Embera Katío, puediesen ser adaptables a otras culturas indígenas.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-%20modulos%20de%20formacion%20ddhh%20-%20pueblos%20indigenas_web.pdf","contacto@presidencia.gov.co","No","Español"
"Boletín. Violencia Sexual: Una introducción al concepto. (Segunda edición)","Prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales 

Secretaría Técnica de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Consejería Presidencial para los Derechos Humanos","Antes de ser víctimas del reclutamiento, niños y niñas estaban expuestos a diferentes vulneraciones en su entorno familiar y comunitario. Entre los más mencionados por ellos en los estudios de caracterización se encuentran los asociados a la violencia intrafamiliar, al abuso sexual, al trato negligente, a la difícil y precaria situación económica de sus hogares agravada por la explotación laboral, a la falta de oportunidades y a la dificultad en el acceso a la educación, por factores como distancia, calidad o permanencia, entre otros.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213AF-boletin-violencia-sexual_web.pdf","contacto@presidencia.gov.co","No","Español"
"Tu cuerpo te pertenece. (Segunda edición)","Prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales, Secretaría Técnica de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Consejería Presidencial para los Derechos Humanos","En Colombia desafortunadamente, muchos niños y niñas como tú, han vivido situaciones de abuso que les ha causado daño, afectado su vida personal y familiar, por eso no podemos permitir que se conviertan en hechos normales, es necesario que los niños, niñas y sus familias conozcan las acciones que podemos realizar a nivel personal, con nuestros amigos y con la familia para que esto no nos suceda; pero también, con esta cartilla queremos que conozcas que hay autoridades y personas en tu ciudad como los profesores o personas en la alcaldía que tienen la obligación de ayudarte y atenderte cuando hay una situación de riesgo o peligro.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales, niños y niñas y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213l-tu%20cuerpo%20te%20pertenece.pdf","contacto@presidencia.gov.co","No","Español"
"Las rutas para la prevención del reclutamiento y utilización de niños, niñas y adolescentes por grupos organizados al margen de la ley y grupos delictivos organizados. Guía para la implementación de la ruta de prevención en protección. (Segunda edición)","Prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales, Secretaría Técnica de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Consejería Presidencial para los Derechos Humanos","Esta guía busca constituirse en la hoja de ruta que oriente la implementación de la ruta de prevención en protección por parte de las entidades competentes en materia de niñez y adolescencia en los territorios y entregue a las administraciones municipales herramientas y lineamientos técnicos y operativos para hacer frente a una amenaza concreta de reclutamiento o utilización.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-AF-GU%C3%8DA%20PARA%20LA%20IMPLEMENTACION-RUTA-PREVENCION-PROTECCION.pdf","contacto@presidencia.gov.co","No","Español"
"Enfoque de derechos humanos en la política criminal","Derechos humanos, política criminal","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","La política criminal juega un papel importante en la dinámica delictual que comporta una sociedad, por lo tanto debe adoptar respuestas para “hacerle frente a conductas consideradas reprochables o causantes de perjuicio social con el fin de garantizar la protección de los intereses esenciales del Estado y de los derechos de los residentes en el territorio bajo su jurisdicción.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-cartilla-politica-criminal-web.pdf","contacto@presidencia.gov.co","No","Español"
"Derechos Humanos para una cultura de paz y reconciliación","Derechos Humanos, paz, reconciliación","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales

Ministerio de Trabajo

Servicio Nacional de Aprendizaje - SENA","Consejería Presidencial para los Derechos Humanos","Esta cartilla hace parte del “Programa de Formación: Promoción y ejercicio de los DDHH, para una cultura de paz y reconciliación,“ elaborado entre el SENA y la Consejería Presidencial para los Derechos Humanos, en el marco del Sistema Nacional de Derechos Humanos y Derecho Internacional Humanitario. Se trata de un curso gratuito que busca brindar herramientas y conocimientos sobre derechos humanos para aportar en la construcción de una cultura en paz y reconciliación desde la cotidianidad. El programa también pretende formar líderes comunitarios y a la sociedad civil en general en el ejercicio cotidiano de los derechos civiles, políticos, económicos, sociales, culturales, ambientales y colectivos, y proporcionar información sobre las discusiones y avances frente a nuevos desarrollos de derechos humanos en el ámbito empresarial.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-Modulos-SENA-web.pdf","contacto@presidencia.gov.co","No","Español"
"A toda persona privada de la libertad se le deben respetar y garantizar sus derechos (Plegable)","Derechos humanos, política criminal","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","Al interior de los centros penitenciarios y/o de reclusión, las personas privadas de la libertad  (PPL)  deben  gozar  del  respeto  y  protección  de  sus  derechos  humanos.  El  Estado debe garantizarles el disfrute de sus derechos al igual que en las personas que se encuentran en libertad.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-plegable-carceles-web.pdf","contacto@presidencia.gov.co","No","Español"
"Orientación sexual, identidad de género y derechos humanos ¡Sus derechos valen! (Plegable)","Derechos de las poblaciones con orientaciones sexuales e identidades de género diversas.","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","Las personas lesbianas, gays, bisexuales, trans e intersex han sido históricamente discriminadas por su orientación sexual, identidad, expresión de género y diversidad corporal; aún continúan siendo víctimas de discriminación, violencia y otros abusos, en una clara vulneración a sus derechos humanos protegidos en los instrumentos internacionales e interamericanos.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-plegable-lgbti.-webpdf.pdf","contacto@presidencia.gov.co","No","Español"
"Ruta de protección a mujeres UNP-CERREM Mujeres. (Plegable)","Derechos Humanos y enfoque diferencial. Mujeres Víctimas","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales

Defensoría del Pueblo

Unidad Nacional de Protección

Ministerio del Interior","Consejería Presidencial para los Derechos Humanos","El Comité de Evaluación de Riesgo y Recomendación de Medidas (CERREM) para atender las necesidades específicas de las mujeres en el marco de la Ruta de Protección del programa de la UNP. En este espacio participan 4 representantes delegadas por las mujeres (mujeres víctimas, lideresas, organizaciones de mujeres); entidades estatales y organismos internacionales que trabajan en la defensa y garantía de los derechos de las mujeres. Los casos son estudiados desde un enfoque de género y se adoptan medidas integrales o complementarias a favor de la protegida. Para que su caso sea estudiado en el CERREM de Mujeres, debe manifestarlo en el momento de la solicitud y en la entrevista con el analista de riesgo. Si en la solicitud de protección se evidencia que existe violencia sexual, el caso será remitido a este comité.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213plegable-mujer-web.pdf","contacto@presidencia.gov.co","No","Español"
"Colombia Avanza. Plan Nacional de Acción en Derechos Humanos y Empresas","Derechos Humanos y empresas","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","En el actual proceso de construcción de paz, Colombia asume el compromiso de acoger los más altos estándares internacionales para la protección y garantía de los derechos humanos en el marco de las actividades empresariales. En ese contexto, el 9 de diciembre de 2015, el Presidente de la República, Juan Manuel Santos Calderón, adoptó el Plan Nacional de Acción en Derechos Humanos y Empresas (en adelante PNA) como una respuesta de Colombia a la implementación de los “Principios Rectores sobre empresas y los derechos humanos: puesta en práctica del marco de las Naciones Unidas para proteger, respetar y remediar” (en adelante Principios Rectores o PRNU). Se convirtió así en el primer país noeuropeo en adoptar un Plan Nacional de Acción en la materia.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-PNA-web.pdf","contacto@presidencia.gov.co","No","Español"
"Derechos humanos y violencia de género en el conflicto armado colombiano","Derechos Humanos","Presidencia de la República de Colombia, Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","En este documento se encuentra apartes de este módulo que se centra en un análisis académico, jurídico y jurisprudencial que permitirá a los operadores judiciales. Tener argumentos desde la normativa nacional e internacional para la garantía de los derechos de las mujeres víctimas, II. Incorporar dentro de la formación y aplicación de los derechos humanos el enfoque diferencial, como herramienta que permitirá identificar y con ello prevenir, investigar y sancionar en debida formas, las vulneraciones a los derechos humanos que se dan en el marco del conflicto armado, en especial las víctimas de violencia sexual.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-violencia%20genero-web.pdf","contacto@presidencia.gov.co","No","Español"
"Definir que se entiende por utilización es una tarea difícil. (Segunda edición)","Prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales 

Secretaría Técnica de la Comisión Intersectorial para la prevención de reclutamiento, utilización y violencia sexual contra niños, niñas y adolescentes por grupos armados al margen de la ley y por grupos de delincuencia organizada","Consejería Presidencial para los Derechos Humanos","Este boletín tiene como finalidad iniciar un proceso de reflexión y debate que permita realizar una diferenciación preliminar entre reclutamiento y utilización, acudiendo a por lo menos dos perspectivas desde las que se ha enfocado la intervención estatal al respecto, a saber: la jurídica y la de atención. Esto con el fin de identificar y afinar las inquietudes que permitan mejorar la atención y la política de prevención de estas graves violaciones a los derechos de los niños, niñas y adolescentes.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/observatorio/publicaciones/Documents/2017/170213-web-AF-boletin_utilizacion-tarea-dificil.pdf","contacto@presidencia.gov.co","No","Español"
"Informe anual de avances en la implementación del Plan Nacional de Acción en derechos humanos y empresas: Colombia Avanza 2017","Derechos Humanos y empresas
Plan Naciona de Acción","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","Información sobre avances en la implementación del plan nacional de acción adoptado por el presidente en diciembre 2015. El documento busca brindar información sobre logros en la implementación nacional de los principios rectores de las naciones unidas y cumple con los compromisos de reporte que manifiesta el PNA. El informe representa un esfuerzo colaborativo y cuneta con información de más de 20 entidades del estado.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/lineasestrategicas/empbk/Documents/RESUMEN%20FINAL.pdf","contacto@presidencia.gov.co","No","Español"
"Informe de la plenaria anual sobre empresa y derechos humanos","Derechos Humanos y empresas
Plan Naciona de Acción","Presidencia de la República de Colombia

Consejería Presidencial para los Derechos Humanos y Asuntos Internacionales","Consejería Presidencial para los Derechos Humanos","Informe sobre la participación de Colombia en el Foro Anual de sobre derechos humanos y empresa que se llevó a cabo en noviembre 2016. El foro es el evento más importante del año para intercambiar experiencias, retos, resultados y buenas prácticas en la implementación de los principios rectores de las Naciones Unidas. Durante el foro Colombia tuvo la oportunidad de participar en varios paneles para compartir experiencias de la implementación del PNA en el país.","2017","Organizaciones de sociedad civil, entidades públicas y organismos internacionales y ciudadanos.","http://www.derechoshumanos.gov.co/lineasestrategicas/empbk/Documents/empresa-esp.pdf","contacto@presidencia.gov.co","No","Español"
